CHILDCODE	ACTIDR5	ACTR5	ACTOWNR5	ACTMTHR5	ACTDAYR5	ACTHRSR5	PYMRECR5	PDCASHR5	PDKINDR5	PDTIMER5	PDNMPCR5	KEEPMYR5
20118	2	1	1	12	30	2	0	 	 	 	 	 
20119	1	2	1	12	25	2	0	 	 	 	 	 
20119	2	1	1	12	20	2	0	 	 	 	 	 
20122	1	2	2	12	30	1	0	 	 	 	 	 
20123	1	6	2	2	26	8	1	3500	 	4	 	0
20123	2	6	2	12	26	12	1	4500	 	4	 	2
20125	1	2	1	12	25	2	0	 	 	 	 	 
20129	1	2	1	12	25	2	0	 	 	 	 	 
20129	2	1	1	12	12	2	0	 	 	 	 	 
20131	1	2	1	12	25	1	0	 	 	 	 	 
20131	2	1	1	12	10	1	0	 	 	 	 	 
20133	1	2	1	12	20	2	0	 	 	 	 	 
20135	1	3	1	12	30	2	0	 	 	 	 	 
20135	2	2	1	12	30	3	0	 	 	 	 	 
20136	1	2	1	12	27	2	0	 	 	 	 	 
30001	1	1	1	8	20	3	0	 	 	 	 	 
30001	2	1	2	3	20	5	1	100	 	2	 	2
30002	1	1	2	10	10	6	1	130	 	2	 	0
30002	2	1	1	3	15	4	0	 	 	 	 	 
30005	1	1	1	6	20	3	0	 	 	 	 	 
30005	2	1	2	3	15	5	1	70	 	2	 	2
30006	1	1	2	4	15	6	1	100	 	1	 	1
30009	1	1	2	2	10	6	1	100	 	2	 	2
30009	2	1	1	2	10	5	0	 	 	 	 	 
30010	1	1	2	2	5	8	1	150	 	2	 	2
30010	2	7	2	1	14	6	1	120	 	2	 	2
30011	1	1	1	10	15	4	0	 	 	 	 	 
30011	2	1	2	6	10	6	1	100	 	2	 	2
30012	1	1	2	6	10	8	1	100	 	2	 	1
30013	1	1	1	10	15	4	0	 	 	 	 	 
30013	2	1	2	3	20	5	1	70	 	2	 	2
30016	1	1	1	9	12	4	0	 	 	 	 	 
30016	2	1	2	3	14	6	1	100	 	2	 	1
30017	1	1	1	9	10	6	0	 	 	 	 	 
30017	2	1	2	6	10	7	1	100	 	2	 	2
30018	1	2	1	10	26	2	0	 	 	 	 	 
30022	1	1	1	10	15	3	0	 	 	 	 	 
30024	1	7	2	2	3	4	1	50	 	2	 	0
30025	1	2	1	6	25	2	0	 	 	 	 	 
30028	1	6	2	6	23	7	1	120	 	2	 	1
30029	1	1	1	3	20	8	0	 	 	 	 	 
30029	2	1	2	2	15	4	1	50	 	2	 	1
30030	1	1	2	3	5	8	1	100	 	2	 	1
30031	1	7	2	3	5	7	1	120	 	2	 	0
30031	2	2	1	12	30	3	0	 	 	 	 	 
30032	1	1	2	6	10	4	1	50	 	2	 	2
30033	1	1	2	3	20	5	1	100	 	2	 	2
30033	2	1	1	8	30	5	0	 	 	 	 	 
30034	1	1	1	3	10	3	0	 	 	 	 	 
30036	1	7	2	1	15	8	1	220	 	2	 	1
30036	2	1	2	4	10	8	1	120	 	1	 	1
30038	1	1	1	4	2	7	0	 	 	 	 	 
30038	2	1	2	1	25	6	1	60	 	2	 	0
30040	1	1	2	2	4	7	1	120	 	2	 	2
30041	1	1	2	5	20	10	1	100	 	2	 	1
30041	2	6	2	3	26	8	1	50	 	2	 	1
30042	1	7	2	5	30	10	1	20	 	6	5	1
30047	1	1	2	10	15	5	1	100	 	2	 	2
30047	2	2	1	2	30	2	0	 	 	 	 	 
30048	1	2	1	3	15	7	0	 	 	 	 	 
30048	2	1	2	3	15	7	1	120	 	2	 	2
30049	1	1	2	10	20	8	1	100	 	2	 	2
30051	1	7	2	4	10	10	1	500	 	2	 	2
30053	1	1	2	10	20	7	1	100	 	2	 	0
30055	1	1	2	1	15	7	1	100	 	2	 	2
30056	1	1	2	10	10	5	1	100	 	2	 	2
30057	1	1	1	3	25	6	0	 	 	 	 	 
30057	2	1	2	6	15	8	1	100	 	2	 	1
30058	1	1	2	10	15	8	1	100	 	1	 	2
30058	2	1	1	12	3	20	0	 	 	 	 	 
30059	1	1	1	11	15	6	0	 	 	 	 	 
30062	1	7	2	2	10	7	1	1000	 	2	 	1
30062	2	2	1	12	30	6	0	 	 	 	 	 
30063	1	7	2	2	4	10	1	100	 	2	 	2
30064	1	1	2	4	28	10	1	100	 	2	 	2
30064	2	1	1	8	30	6	0	 	 	 	 	 
30066	1	1	2	1	3	8	1	120	 	2	 	0
30067	1	2	1	5	20	5	0	 	 	 	 	 
30067	2	1	2	3	15	8	1	80	 	2	 	2
30070	1	7	2	4	20	8	1	5000	 	4	 	2
30070	2	7	2	1	5	8	1	150	 	2	 	1
30071	1	6	2	1	26	8	1	4500	 	4	 	2
30074	1	1	2	3	5	4	1	60	 	2	 	2
30075	1	4	2	3	28	10	1	100	 	2	 	1
30077	1	7	2	2	30	11	1	4000	 	4	 	1
30077	2	7	2	11	30	14	1	1800	 	4	 	1
30082	1	1	2	12	10	8	1	100	 	2	 	0
30086	1	7	2	2	26	7	1	3120	 	4	 	1
30087	1	6	2	2	28	12	1	6100	 	4	 	2
30092	1	4	2	2	28	6	1	3000	 	4	 	1
30097	1	7	2	3	3	7	1	150	 	2	 	1
30097	2	2	1	12	24	3	0	 	 	 	 	 
30099	1	1	2	10	10	6	1	110	 	2	 	1
30099	2	6	1	2	4	3	0	 	 	 	 	 
30129	1	6	2	1	15	9	1	1500	 	4	 	2
30129	2	4	1	11	30	3	0	 	 	 	 	 
30131	1	1	2	4	25	8	1	120	 	2	 	0
30131	2	1	1	8	30	8	0	 	 	 	 	 
30132	1	1	2	0	5	8	1	750	 	2	 	2
40001	1	2	1	12	20	2	0	 	 	 	 	 
40002	1	2	1	12	30	4	1	600	 	5	 	1
40002	2	4	2	1	3	8	0	 	 	 	 	 
40003	1	2	1	12	30	3	1	600	 	5	 	1
40006	1	2	1	12	30	2	0	 	 	 	 	 
40006	2	1	1	12	4	2	1	50	 	2	 	2
40008	1	4	2	4	30	12	1	2500	 	4	 	2
40009	1	4	1	12	30	2	1	15	 	2	 	1
40009	2	2	1	12	20	1	0	 	 	 	 	 
40010	1	4	2	9	30	13	0	 	 	 	 	 
40012	1	2	1	12	26	2	0	 	 	 	 	 
40013	1	2	1	12	28	2	0	 	 	 	 	 
40014	1	2	1	12	25	3	0	 	 	 	 	 
40015	1	2	1	12	30	2	0	 	 	 	 	 
40016	1	6	2	12	25	12	1	3000	 	4	 	2
40017	1	2	1	12	30	1	0	 	 	 	 	 
40017	2	5	1	12	2	2	1	20	 	3	 	1
40018	2	3	1	12	30	5	0	 	 	 	 	 
40018	3	2	1	12	30	3	0	 	 	 	 	 
40018	4	5	1	4	10	2	0	 	 	 	 	 
40020	1	2	1	12	24	1	0	 	 	 	 	 
40020	2	3	1	12	30	2	0	 	 	 	 	 
40021	1	5	1	12	7	1	0	 	 	 	 	 
40021	2	2	1	12	30	1	0	 	 	 	 	 
40022	1	7	1	4	15	2	0	 	 	 	 	 
40023	1	2	1	12	28	3	0	 	 	 	 	 
40024	1	2	1	12	25	2	0	 	 	 	 	 
40025	1	6	2	2	30	7	1	4000	 	4	 	1
40026	1	4	1	12	15	1	0	 	 	 	 	 
40028	1	2	1	12	30	2	0	 	 	 	 	 
40029	1	3	1	12	30	3	0	 	 	 	 	 
40029	2	2	1	12	30	1	0	 	 	 	 	 
40030	1	4	2	2	30	10	1	3000	 	4	 	2
40030	2	2	1	10	30	5	0	 	 	 	 	 
40031	1	2	1	12	20	2	0	 	 	 	 	 
40032	1	7	1	6	30	3	1	25	 	2	 	1
40033	1	2	1	12	30	2	0	 	 	 	 	 
40033	2	3	1	12	30	1	0	 	 	 	 	 
40033	3	6	2	1	28	7	1	3000	 	4	 	1
40034	1	2	1	12	30	2	0	 	 	 	 	 
40035	1	2	1	12	26	1	0	 	 	 	 	 
40035	2	1	1	12	30	1	0	 	 	 	 	 
40036	1	2	1	12	30	2	0	 	 	 	 	 
40038	1	5	2	3	30	10	1	4000	 	4	 	2
40039	1	4	2	1	5	10	1	100	 	2	 	2
40039	2	7	2	2	5	9	0	 	 	 	 	 
40039	3	2	1	9	20	3	0	 	 	 	 	 
40043	1	2	1	12	30	2	0	 	 	 	 	 
40044	1	2	1	12	25	2	0	 	 	 	 	 
40044	2	2	2	12	15	1	1	5	 	2	 	1
40045	1	2	1	12	28	2	0	 	 	 	 	 
40046	1	2	1	12	30	4	0	 	 	 	 	 
40046	2	1	1	12	30	2	0	 	 	 	 	 
40047	1	2	1	12	30	1	0	 	 	 	 	 
40047	2	4	1	12	7	1	0	 	 	 	 	 
40048	1	4	2	4	29	8	1	2500	 	4	 	2
40048	2	2	1	5	20	2	0	 	 	 	 	 
40050	1	2	1	12	28	2	0	 	 	 	 	 
40051	1	2	1	12	30	2	0	 	 	 	 	 
40052	1	5	1	12	20	2	0	 	 	 	 	 
40052	2	2	1	12	30	3	0	 	 	 	 	 
40053	1	2	1	12	28	3	0	 	 	 	 	 
40054	1	2	1	12	29	2	0	 	 	 	 	 
40054	2	4	1	12	20	2	0	 	 	 	 	 
40055	1	2	1	12	30	3	0	 	 	 	 	 
40056	1	2	1	12	30	2	0	 	 	 	 	 
40056	2	5	1	12	10	4	0	 	 	 	 	 
40058	1	6	2	7	26	8	1	2000	 	4	 	2
40058	2	2	1	5	30	2	0	 	 	 	 	 
40059	1	6	2	1	30	6	1	50	 	2	 	0
40059	2	2	1	12	30	1	0	 	 	 	 	 
40060	1	2	1	12	30	2	0	 	 	 	 	 
40060	2	1	2	12	15	2	1	20	 	2	 	1
40060	3	3	1	12	26	1	0	 	 	 	 	 
40061	1	2	1	12	27	2	0	 	 	 	 	 
40062	1	2	1	12	25	2	2	 	100	4	 	1
40063	2	7	2	3	20	12	3	100	60	2	 	2
40065	1	7	1	12	24	10	1	20	 	2	 	1
40066	1	4	2	6	26	8	1	4500	 	4	 	2
40069	1	6	2	1	30	10	1	3000	 	4	 	1
40070	1	6	2	4	30	5	1	1600	 	4	 	2
40070	2	2	1	8	20	5	0	 	 	 	 	 
40071	1	1	1	12	30	8	0	 	 	 	 	 
40073	1	7	1	3	20	11	1	1200	 	4	 	1
40073	2	2	1	12	27	2	0	 	 	 	 	 
40075	1	7	1	12	26	3	0	 	 	 	 	 
40075	2	3	1	12	20	3	0	 	 	 	 	 
40075	3	2	1	12	16	2	0	 	 	 	 	 
40076	1	2	1	12	28	4	0	 	 	 	 	 
40076	2	3	1	12	20	3	0	 	 	 	 	 
40077	1	6	2	1	6	10	1	140	 	2	 	2
40077	2	2	2	12	30	1	0	 	 	 	 	 
40078	1	2	1	12	20	2	0	 	 	 	 	 
40081	1	2	1	12	30	2	0	 	 	 	 	 
40082	1	2	1	12	30	3	0	 	 	 	 	 
40083	1	2	1	12	20	2	0	 	 	 	 	 
40084	1	2	1	12	22	3	0	 	 	 	 	 
40085	1	2	1	12	30	2	0	 	 	 	 	 
40087	1	7	1	5	8	2	2	 	10	2	 	1
40087	2	2	1	12	20	3	0	 	 	 	 	 
40088	1	2	1	12	30	4	0	 	 	 	 	 
40089	1	3	1	12	30	2	0	 	 	 	 	 
40089	2	2	1	12	30	1	0	 	 	 	 	 
40091	1	2	1	12	30	2	0	 	 	 	 	 
40091	2	1	1	12	16	4	0	 	 	 	 	 
40091	3	3	1	12	30	1	0	 	 	 	 	 
40092	1	6	2	3	30	9	1	3000	 	4	 	1
40092	2	2	1	8	23	3	0	 	 	 	 	 
40093	1	4	1	11	30	2	1	300	 	4	 	1
40094	1	2	1	12	24	2	0	 	 	 	 	 
40095	1	2	1	12	30	2	0	 	 	 	 	 
40095	2	3	1	12	18	2	0	 	 	 	 	 
40096	1	3	1	12	28	3	0	 	 	 	 	 
40096	2	2	1	12	30	1	0	 	 	 	 	 
40097	1	5	2	1	18	10	1	3200	 	4	 	2
40098	1	7	2	2	5	6	1	150	 	2	 	1
40098	2	2	1	12	15	3	0	 	 	 	 	 
40100	1	2	1	12	23	1	0	 	 	 	 	 
40100	2	3	1	12	19	1	0	 	 	 	 	 
40106	1	2	1	12	12	3	0	 	 	 	 	 
40106	2	1	1	12	15	3	0	 	 	 	 	 
40106	3	7	2	1	10	8	1	240	 	2	 	2
40108	1	2	1	12	30	3	0	 	 	 	 	 
40108	2	5	1	12	30	5	0	 	 	 	 	 
40113	2	4	1	12	25	2	1	20	 	2	 	1
40113	3	2	1	12	20	1	0	 	 	 	 	 
40118	1	3	1	12	28	2	0	 	 	 	 	 
40118	2	2	1	12	25	1	0	 	 	 	 	 
40119	1	2	1	12	30	1	0	 	 	 	 	 
40129	1	2	1	12	20	2	0	 	 	 	 	 
40129	2	6	2	5	20	5	1	100	 	2	 	2
40143	1	7	1	12	5	3	0	 	 	 	 	 
40143	2	2	1	12	30	4	0	 	 	 	 	 
40143	3	3	1	12	30	2	0	 	 	 	 	 
40145	1	4	2	4	30	10	1	4000	 	4	 	2
40145	2	7	2	9	30	8	1	5400	 	4	 	2
40151	1	4	1	3	6	2	1	50	 	3	 	1
40164	1	2	1	12	30	2	0	 	 	 	 	 
40171	1	2	1	12	25	3	0	 	 	 	 	 
40171	2	3	1	12	30	2	0	 	 	 	 	 
40174	1	2	1	6	14	3	1	30	 	3	 	1
50006	1	2	1	12	30	1	1	20	 	2	 	1
50009	1	6	2	12	30	9	1	3000	 	4	 	0
50010	1	6	2	7	26	6	1	600	 	4	 	1
50010	2	2	2	12	22	1	0	 	 	 	 	 
50012	1	2	1	10	16	1	0	 	 	 	 	 
50013	1	2	1	1	12	1	0	 	 	 	 	 
50014	1	6	2	2	28	9	1	1050	 	3	 	0
50015	1	2	1	12	16	1	0	 	 	 	 	 
50025	1	4	1	12	4	2	0	 	 	 	 	 
50026	1	7	2	2	20	8	1	150	 	2	 	2
50027	1	1	1	12	30	1	0	 	 	 	 	 
50029	1	6	2	7	29	13	1	3500	 	4	 	1
50032	1	6	2	12	26	8	1	5000	 	4	 	0
50032	2	2	1	12	28	2	0	 	 	 	 	 
50034	1	6	2	1	15	12	1	200	 	2	 	2
50040	1	4	1	12	30	9	0	 	 	 	 	 
50045	1	2	1	12	30	1	0	 	 	 	 	 
50047	1	4	1	10	15	1	0	 	 	 	 	 
50050	1	2	1	12	30	3	0	 	 	 	 	 
50057	1	5	2	5	30	2	1	500	 	4	 	1
50058	1	2	1	12	30	2	0	 	 	 	 	 
50058	2	3	1	12	30	2	0	 	 	 	 	 
50065	1	4	1	12	30	13	0	 	 	 	 	 
50066	1	2	1	12	10	2	0	 	 	 	 	 
50074	1	4	2	2	28	6	1	40	 	2	 	1
50074	2	2	1	12	26	1	0	 	 	 	 	 
50077	1	2	1	12	30	2	0	 	 	 	 	 
50079	1	2	1	12	20	1	0	 	 	 	 	 
50081	1	1	1	12	16	1	1	300	 	6	1	0
50081	2	2	1	12	12	1	0	 	 	 	 	 
50083	1	1	1	12	30	2	0	 	 	 	 	 
50084	1	5	1	12	30	6	0	 	 	 	 	 
50095	1	5	2	5	18	5	1	20	 	2	 	2
50097	1	5	2	9	30	4	0	 	 	 	 	 
50102	1	6	2	6	30	8	0	 	 	 	 	 
50107	1	2	1	12	30	2	0	 	 	 	 	 
50115	1	2	1	12	4	1	0	 	 	 	 	 
50118	1	1	2	2	2	4	1	30	 	2	 	1
60001	1	2	1	12	27	2	0	 	 	 	 	 
60002	1	2	1	12	27	2	0	 	 	 	 	 
60002	2	3	1	12	25	1	0	 	 	 	 	 
60003	1	2	1	12	4	1	0	 	 	 	 	 
60005	1	2	1	12	10	2	0	 	 	 	 	 
60006	1	2	1	12	15	1	0	 	 	 	 	 
60007	1	5	2	12	26	6	1	100	 	2	 	1
60008	1	2	1	6	10	2	0	 	 	 	 	 
60009	1	5	2	1	20	6	1	400	 	4	 	0
60010	1	2	1	12	26	1	0	 	 	 	 	 
60012	1	2	1	10	27	2	0	 	 	 	 	 
60013	1	4	1	12	15	3	0	 	 	 	 	 
60014	1	2	1	8	20	1	0	 	 	 	 	 
60014	2	4	1	7	20	1	0	 	 	 	 	 
60015	1	2	1	12	15	2	0	 	 	 	 	 
60016	1	2	1	12	14	2	0	 	 	 	 	 
60018	1	2	1	12	28	1	0	 	 	 	 	 
60023	1	6	2	12	30	12	1	2300	 	4	 	0
60024	1	2	1	10	27	1	0	 	 	 	 	 
60025	1	2	1	12	15	1	0	 	 	 	 	 
60026	1	2	1	10	10	1	0	 	 	 	 	 
60026	2	3	1	10	27	1	0	 	 	 	 	 
60027	1	4	1	1	3	1	1	50	 	6	3	1
60028	1	2	1	12	28	1	0	 	 	 	 	 
60028	2	3	1	10	29	1	0	 	 	 	 	 
60029	1	2	1	12	28	2	0	 	 	 	 	 
60031	1	2	1	9	20	1	0	 	 	 	 	 
60033	1	2	1	12	25	2	0	 	 	 	 	 
60033	2	3	1	12	20	1	0	 	 	 	 	 
60034	1	6	2	12	26	8	1	3200	 	4	 	1
60035	1	2	1	12	30	1	0	 	 	 	 	 
60036	1	2	1	12	30	1	0	 	 	 	 	 
60037	1	2	1	12	18	1	0	 	 	 	 	 
60038	1	2	1	12	30	3	0	 	 	 	 	 
60039	1	2	1	10	15	1	0	 	 	 	 	 
60040	1	6	2	2	26	8	1	1700	 	3	 	2
60040	2	2	1	12	30	1	0	 	 	 	 	 
60041	1	2	1	12	22	1	0	 	 	 	 	 
60043	1	2	1	3	30	1	0	 	 	 	 	 
60045	1	2	1	12	7	1	0	 	 	 	 	 
60048	1	6	2	12	30	12	1	150	 	6	1	0
60049	1	2	1	12	28	2	0	 	 	 	 	 
60049	2	3	1	4	27	2	0	 	 	 	 	 
60050	1	2	1	8	12	2	0	 	 	 	 	 
60051	1	2	1	9	20	1	0	 	 	 	 	 
60052	1	2	1	12	15	1	0	 	 	 	 	 
60053	1	6	2	4	30	8	1	1500	 	4	 	2
60054	1	2	1	12	30	2	0	 	 	 	 	 
60056	1	2	1	12	26	2	0	 	 	 	 	 
60057	1	2	1	12	8	2	0	 	 	 	 	 
60058	1	6	2	12	30	12	1	4500	 	4	 	2
60059	1	2	1	12	10	2	0	 	 	 	 	 
60060	1	2	1	12	30	1	0	 	 	 	 	 
60061	1	2	1	12	20	2	0	 	 	 	 	 
60062	1	2	1	12	25	1	0	 	 	 	 	 
60062	2	3	1	8	20	1	0	 	 	 	 	 
60063	1	2	1	12	27	1	0	 	 	 	 	 
60064	1	1	1	12	25	1	0	 	 	 	 	 
60066	1	4	1	12	27	3	0	 	 	 	 	 
60066	2	2	1	12	26	1	0	 	 	 	 	 
