round	childid	s_math	sibid	yc
4	IN060052	581.51220703125	6	1
5	IN060052	587.373596191406	6	1
4	IN060075	254.544830322266	6	1
5	IN060075	382.038269042969	6	1
4	IN060076	506.746795654297	6	1
5	IN060076	539.888000488281	6	1
4	IN060090	538.481811523438	6	1
4	IN060093	299.852813720703	6	1
5	IN060093	360.654235839844	6	1
4	IN060100	351.368316650391	6	1
5	IN060100	293.406524658203	6	1
4	IN070003	400.470306396484	6	1
5	IN070003	538.42138671875	6	1
4	IN070018	501.413543701172	6	1
5	IN070018	501.137023925781	6	1
5	IN070058	490.352447509766	6	1
5	IN070064	535.527160644531	6	1
4	IN070085	568.796752929688	6	1
5	IN070085	570.604187011719	6	1
4	IN070086	486.250366210938	6	1
5	IN070086	515.233032226563	6	1
4	IN080008	369.304779052734	6	1
5	IN080008	531.416320800781	6	1
4	IN080015	202.186904907227	6	1
5	IN080015	200.405944824219	6	1
4	IN080023	193.113021850586	6	1
5	IN080023	466.792846679688	6	1
5	IN080055	533.692749023438	6	1
4	IN080067	461.767822265625	6	1
5	IN080067	498.880889892578	6	1
4	IN080070	358.419647216797	6	1
5	IN080070	469.218658447266	6	1
4	IN080073	356.251190185547	6	1
5	IN080073	482.707489013672	6	1
5	IN080093	252.74006652832	6	1
4	IN090039	182.664016723633	6	1
5	IN090039	402.792053222656	6	1
4	IN090084	201.188720703125	6	1
5	IN090084	539.615844726563	6	1
4	IN090086	203.46940612793	6	1
5	IN090086	388.835723876953	6	1
4	IN090092	473.586029052734	6	1
5	IN090092	511.779174804688	6	1
4	IN100008	595.028442382813	6	1
5	IN100008	585.900756835938	6	1
4	IN100014	477.89990234375	6	1
5	IN100014	594.234436035156	6	1
4	IN100030	512.620544433594	6	1
5	IN100030	459.963592529297	6	1
4	IN100046	278.969757080078	6	1
4	IN100049	362.520721435547	6	1
5	IN100049	527.909606933594	6	1
4	IN100096	432.953735351563	6	1
5	IN100096	492.666687011719	6	1
4	IN110003	410.169494628906	6	1
4	IN110012	520.9736328125	6	1
5	IN110012	520.388000488281	6	1
5	IN110018	229.313339233398	6	1
4	IN110043	365.786712646484	6	1
5	IN110043	462.345947265625	6	1
4	IN110045	425.102752685547	6	1
5	IN110045	441.061645507813	6	1
4	IN110067	344.782287597656	6	1
5	IN110067	508.446960449219	6	1
4	IN110068	312.929443359375	6	1
5	IN110068	255.171035766602	6	1
4	IN110077	371.910858154297	6	1
5	IN110077	461.933776855469	6	1
4	IN120006	476.043792724609	6	1
5	IN120006	520.689880371094	6	1
4	IN120014	499.194610595703	6	1
5	IN120014	571.919738769531	6	1
4	IN120042	283.712707519531	6	1
4	IN120043	242.92350769043	6	1
4	IN120059	519.497192382813	6	1
5	IN120059	596.011596679688	6	1
4	IN120060	393.797607421875	6	1
5	IN120060	531.228820800781	6	1
4	IN120067	193.933380126953	6	1
5	IN120067	369.490386962891	6	1
4	IN120075	502.302398681641	6	1
5	IN120075	371.360015869141	6	1
4	IN120077	510.199005126953	6	1
5	IN120077	241.404312133789	6	1
4	IN120081	476.471008300781	6	1
5	IN120081	466.528076171875	6	1
4	IN120090	321.834228515625	6	1
4	IN120091	435.586364746094	6	1
5	IN120091	483.394927978516	6	1
4	IN120095	513.18115234375	6	1
5	IN120095	525.499328613281	6	1
4	IN130036	210.952682495117	6	1
5	IN130036	443.667785644531	6	1
4	IN130061	303.230621337891	6	1
5	IN130061	398.137390136719	6	1
4	IN130066	493.865905761719	6	1
5	IN130066	535.937194824219	6	1
4	IN130081	304.312713623047	6	1
5	IN130081	421.709289550781	6	1
4	IN130092	261.158905029297	6	1
5	IN130092	420.938049316406	6	1
4	IN130100	472.770324707031	6	1
5	IN130100	435.771148681641	6	1
4	IN140025	429.453582763672	6	1
5	IN140025	441.396453857422	6	1
4	IN140045	553.852355957031	6	1
5	IN140045	621.651428222656	6	1
5	IN140046	244.103302001953	6	1
4	IN140051	438.847503662109	6	1
5	IN140051	627.019348144531	6	1
4	IN150022	339.865509033203	6	1
5	IN150022	561.681213378906	6	1
4	IN150039	431.14599609375	6	1
5	IN150039	477.438507080078	6	1
4	IN150042	385.445373535156	6	1
5	IN150042	394.899719238281	6	1
4	IN150048	284.146057128906	6	1
5	IN150048	332.718872070313	6	1
4	IN150066	467.284912109375	6	1
5	IN150066	407.604156494141	6	1
5	IN160018	455.166351318359	6	1
4	IN160019	518.132019042969	6	1
5	IN160019	279.718688964844	6	1
4	IN160033	369.038757324219	6	1
5	IN160033	493.298675537109	6	1
4	IN160046	492.474334716797	6	1
5	IN160058	387.610961914063	6	1
5	IN160096	231.6416015625	6	1
4	IN160098	486.703979492188	6	1
5	IN160098	423.474609375	6	1
5	IN170018	410.762908935547	6	1
4	IN170028	199.467880249023	6	1
5	IN170028	383.247985839844	6	1
4	IN170041	396.659790039063	6	1
5	IN170041	555.043090820313	6	1
4	IN170046	462.284332275391	6	1
5	IN170046	521.799621582031	6	1
4	IN170053	249.479995727539	6	1
4	IN170077	389.365478515625	6	1
5	IN170077	564.791259765625	6	1
4	IN170081	340.20703125	6	1
5	IN180005	509.208190917969	6	1
4	IN180008	460.238189697266	6	1
5	IN180008	568.535522460938	6	1
5	IN180012	375.493927001953	6	1
5	IN180040	369.221252441406	6	1
4	IN180050	320.636901855469	6	1
5	IN180050	374.637634277344	6	1
4	IN180051	304.548187255859	6	1
5	IN180051	394.348907470703	6	1
4	IN180082	468.550109863281	6	1
5	IN180082	473.792053222656	6	1
5	IN180093	387.058898925781	6	1
4	IN190001	398.427825927734	6	1
5	IN190001	527.402770996094	6	1
4	IN190002	239.81623840332	6	1
5	IN190002	549.971618652344	6	1
4	IN190003	525.043212890625	6	1
5	IN190003	488.778656005859	6	1
5	IN190021	248.231307983398	6	1
4	IN190022	246.596893310547	6	1
5	IN190022	385.959869384766	6	1
5	IN190024	215.812118530273	6	1
4	IN190027	196.003662109375	6	1
5	IN190027	379.961364746094	6	1
4	IN190031	748.656799316406	6	1
5	IN190031	738.820190429688	6	1
4	IN190047	293.769744873047	6	1
5	IN190047	347.777740478516	6	1
5	IN190057	412.962066650391	6	1
4	IN190062	280.377471923828	6	1
5	IN190062	441.466857910156	6	1
4	IN190066	207.204147338867	6	1
5	IN190066	528.154846191406	6	1
4	IN190068	426.528900146484	6	1
5	IN190068	437.218688964844	6	1
4	IN190074	332.14990234375	6	1
5	IN190074	354.059173583984	6	1
4	IN190075	325.996185302734	6	1
4	IN190076	331.783050537109	6	1
5	IN190076	383.328521728516	6	1
4	IN190091	307.908447265625	6	1
5	IN190091	350.082580566406	6	1
5	IN190099	364.628082275391	6	1
4	IN200002	592.609985351563	6	1
5	IN200002	226.897399902344	6	1
4	IN200017	622.271362304688	6	1
5	IN200017	657.55859375	6	1
4	IN200020	438.625732421875	6	1
5	IN200020	448.691986083984	6	1
4	IN200027	480.247344970703	6	1
5	IN200027	222.991058349609	6	1
4	IN200051	649.576904296875	6	1
5	IN200051	754.958984375	6	1
4	IN200063	406.793579101563	6	1
5	IN200063	405.911499023438	6	1
4	IN200077	361.302734375	6	1
5	IN200077	516.246459960938	6	1
4	IN200087	247.611373901367	6	1
5	IN200087	533.871948242188	6	1
4	IN200099	296.666625976563	6	1
5	IN200099	438.382995605469	6	1
4	IN200105	237.167343139648	6	1
5	IN200105	226.656936645508	6	1
4	IN010034	417.301361083984	7	1
5	IN010034	565.104614257813	7	1
4	IN010063	619.667541503906	7	1
5	IN010063	556.232116699219	7	1
4	IN010090	573.762145996094	7	1
5	IN010090	583.896850585938	7	1
5	IN010092	227.816680908203	7	1
4	IN020003	397.821655273438	7	1
5	IN020003	455.052490234375	7	1
4	IN020018	338.176452636719	7	1
5	IN020018	435.365173339844	7	1
5	IN020055	451.111633300781	7	1
4	IN030004	366.316223144531	7	1
5	IN030004	534.476501464844	7	1
4	IN030009	511.656188964844	7	1
5	IN030009	502.192810058594	7	1
5	IN030020	481.654327392578	7	1
4	IN030034	497.320617675781	7	1
5	IN030034	560.502807617188	7	1
4	IN030059	284.584411621094	7	1
5	IN030059	393.907684326172	7	1
4	IN030064	438.263397216797	7	1
5	IN030064	493.837982177734	7	1
4	IN030075	588.921569824219	7	1
5	IN030075	793.416198730469	7	1
5	IN040014	449.337677001953	7	1
4	IN040015	426.600799560547	7	1
5	IN040015	414.925628662109	7	1
4	IN040024	359.095703125	7	1
5	IN040024	471.944091796875	7	1
4	IN040027	424.701232910156	7	1
5	IN040027	367.408599853516	7	1
4	IN040029	406.674987792969	7	1
5	IN040029	449.545684814453	7	1
4	IN040063	409.868041992188	7	1
5	IN040063	431.490295410156	7	1
4	IN040078	540.756958007813	7	1
5	IN040078	557.317626953125	7	1
4	IN040080	634.713012695313	7	1
4	IN040085	533.044128417969	7	1
5	IN040085	482.321105957031	7	1
4	IN050047	441.328918457031	7	1
5	IN050047	471.721405029297	7	1
4	IN050057	513.431274414063	7	1
5	IN050057	576.899536132813	7	1
4	IN050075	518.2978515625	7	1
5	IN050075	592.311950683594	7	1
4	IN050083	439.766021728516	7	1
5	IN050083	419.5869140625	7	1
4	IN060002	481.176513671875	7	1
5	IN060002	508.075103759766	7	1
4	IN060020	455.446899414063	7	1
5	IN060020	514.90576171875	7	1
4	IN060021	527.297973632813	7	1
4	IN060026	520.940979003906	7	1
5	IN060026	528.983703613281	7	1
5	IN060032	240.145614624023	7	1
4	IN060033	449.659454345703	7	1
4	IN060036	416.988128662109	7	1
5	IN060036	483.970825195313	7	1
4	IN060037	346.330932617188	7	1
5	IN060037	427.890045166016	7	1
4	IN060062	546.851440429688	7	1
5	IN060062	622.915100097656	7	1
4	IN060081	500.483612060547	7	1
4	IN060086	493.86376953125	7	1
5	IN060086	550.705261230469	7	1
4	IN070006	421.907684326172	7	1
5	IN070006	484.961120605469	7	1
4	IN070035	417.360229492188	7	1
5	IN070035	400.62158203125	7	1
4	IN070070	555.568603515625	7	1
5	IN070070	587.237060546875	7	1
4	IN070076	291.966247558594	7	1
5	IN070076	542.329406738281	7	1
4	IN070090	489.495544433594	7	1
5	IN070090	614.268310546875	7	1
4	IN080019	716.514343261719	7	1
5	IN080019	714.109680175781	7	1
4	IN080037	460.666320800781	7	1
5	IN080037	453.051330566406	7	1
4	IN080040	485.825531005859	7	1
5	IN080040	525.89111328125	7	1
4	IN080058	327.619964599609	7	1
5	IN080058	425.852325439453	7	1
4	IN080068	520.965026855469	7	1
5	IN080068	479.315032958984	7	1
4	IN090029	352.683258056641	7	1
4	IN090063	528.11328125	7	1
5	IN090063	549.665893554688	7	1
4	IN100058	498.522430419922	7	1
5	IN100058	554.216491699219	7	1
4	IN100060	400.977905273438	7	1
5	IN100060	572.620544433594	7	1
4	IN100091	270.751281738281	7	1
4	IN110017	483.072814941406	7	1
5	IN110017	514.2978515625	7	1
4	IN110037	516.859436035156	7	1
5	IN110037	487.165130615234	7	1
4	IN110047	573.227722167969	7	1
5	IN110047	544.778015136719	7	1
4	IN110050	439.38525390625	7	1
5	IN110050	247.746612548828	7	1
4	IN110085	641.727905273438	7	1
5	IN110085	616.409973144531	7	1
4	IN120018	544.262512207031	7	1
5	IN120018	585.702819824219	7	1
4	IN120039	531.831115722656	7	1
4	IN120048	471.198394775391	7	1
5	IN120048	621.5537109375	7	1
4	IN120051	481.338714599609	7	1
5	IN120051	605.576416015625	7	1
5	IN120084	258.526306152344	7	1
4	IN120088	279.0361328125	7	1
5	IN120088	235.363830566406	7	1
4	IN120102	404.652435302734	7	1
5	IN120102	487.479614257813	7	1
5	IN130006	396.760711669922	7	1
4	IN130009	371.665740966797	7	1
5	IN130009	367.779571533203	7	1
4	IN130023	497.947570800781	7	1
5	IN130023	343.281372070313	7	1
4	IN130034	331.325408935547	7	1
5	IN130034	252.098815917969	7	1
4	IN130064	471.531036376953	7	1
5	IN130064	535.292602539063	7	1
4	IN130079	359.013916015625	7	1
5	IN130079	417.437133789063	7	1
4	IN140065	503.590545654297	7	1
5	IN140065	578.994812011719	7	1
4	IN150026	253.698181152344	7	1
5	IN150026	428.929443359375	7	1
4	IN150041	196.874084472656	7	1
5	IN150041	538.414672851563	7	1
4	IN150049	326.496429443359	7	1
5	IN150049	261.364318847656	7	1
4	IN150058	574.370849609375	7	1
5	IN150058	357.001007080078	7	1
4	IN150060	493.408020019531	7	1
5	IN150060	621.491088867188	7	1
5	IN160002	239.112365722656	7	1
4	IN170016	267.616455078125	7	1
5	IN170016	488.332153320313	7	1
4	IN170020	232.638549804688	7	1
5	IN170020	402.357971191406	7	1
4	IN170061	330.993286132813	7	1
5	IN170061	451.231079101563	7	1
4	IN170070	368.492462158203	7	1
5	IN170070	398.349182128906	7	1
4	IN170080	303.834289550781	7	1
4	IN170082	295.488067626953	7	1
5	IN170082	322.15234375	7	1
5	IN170094	359.980163574219	7	1
4	IN180019	207.508483886719	7	1
5	IN180019	331.473205566406	7	1
4	IN180028	203.306594848633	7	1
5	IN180028	424.491455078125	7	1
5	IN180042	236.653823852539	7	1
4	IN180046	454.345275878906	7	1
5	IN180046	378.099365234375	7	1
4	IN180077	529.382263183594	7	1
5	IN180077	593.179870605469	7	1
4	IN180086	359.794677734375	7	1
4	IN180095	382.169525146484	7	1
4	IN180099	550.073181152344	7	1
5	IN180099	615.393005371094	7	1
4	IN190008	205.052474975586	7	1
5	IN190008	435.997955322266	7	1
4	IN190009	291.962463378906	7	1
5	IN190009	541.063415527344	7	1
4	IN190015	273.626861572266	7	1
5	IN190015	438.836944580078	7	1
4	IN190029	587.279663085938	7	1
5	IN190029	534.17138671875	7	1
4	IN190030	365.546234130859	7	1
5	IN190030	391.752502441406	7	1
4	IN190038	515.519592285156	7	1
5	IN190038	524.650024414063	7	1
4	IN190042	282.269897460938	7	1
5	IN190042	399.625671386719	7	1
4	IN190043	259.664764404297	7	1
5	IN190043	215.924835205078	7	1
4	IN190049	517.428405761719	7	1
5	IN190049	221.488143920898	7	1
4	IN190056	346.520538330078	7	1
5	IN190056	378.147827148438	7	1
4	IN190064	264.278717041016	7	1
5	IN190064	417.4423828125	7	1
4	IN190079	430.278045654297	7	1
4	IN190080	359.292602539063	7	1
5	IN190080	486.721893310547	7	1
4	IN190092	518.983032226563	7	1
5	IN190092	412.204711914063	7	1
4	IN190094	470.487121582031	7	1
5	IN190094	467.240814208984	7	1
5	IN190096	422.740295410156	7	1
4	IN200061	444.462646484375	7	1
5	IN200061	251.66047668457	7	1
4	IN200081	413.441986083984	7	1
5	IN200081	385.256134033203	7	1
4	IN010064	460.443023681641	8	1
5	IN020011	451.563232421875	8	1
5	IN020014	456.995880126953	8	1
4	IN030010	704.842956542969	8	1
4	IN030019	476.225402832031	8	1
5	IN030019	579.899108886719	8	1
4	IN030024	525.407043457031	8	1
5	IN030024	496.314392089844	8	1
4	IN030078	457.797332763672	8	1
5	IN030078	507.69287109375	8	1
4	IN040012	431.266235351563	8	1
5	IN040012	386.647583007813	8	1
4	IN040031	359.556213378906	8	1
5	IN040047	225.748901367188	8	1
4	IN040075	441.201293945313	8	1
5	IN040075	361.014434814453	8	1
5	IN040100	413.397277832031	8	1
4	IN050001	506.503570556641	8	1
5	IN050001	555.638366699219	8	1
4	IN050005	443.6318359375	8	1
5	IN050005	500.497283935547	8	1
4	IN050070	429.432800292969	8	1
5	IN050070	491.102416992188	8	1
4	IN050098	509.180023193359	8	1
5	IN050098	231.632843017578	8	1
4	IN060009	511.424987792969	8	1
5	IN060009	505.323150634766	8	1
4	IN060013	551.632568359375	8	1
4	IN060031	492.041473388672	8	1
5	IN060031	403.916748046875	8	1
4	IN060071	317.106292724609	8	1
5	IN060071	478.853881835938	8	1
4	IN060092	394.334747314453	8	1
5	IN060092	325.43798828125	8	1
4	IN070056	532.586059570313	8	1
5	IN070056	575.228759765625	8	1
4	IN070072	299.281707763672	8	1
5	IN070072	321.440979003906	8	1
4	IN080006	621.016418457031	8	1
5	IN080006	534.347412109375	8	1
4	IN080031	494.773406982422	8	1
5	IN080031	470.153869628906	8	1
5	IN090026	605.314697265625	8	1
4	IN090031	205.148910522461	8	1
5	IN090031	237.450378417969	8	1
4	IN090083	360.930786132813	8	1
4	IN090089	532.346862792969	8	1
5	IN090089	644.733703613281	8	1
4	IN100057	191.802993774414	8	1
5	IN100057	318.406311035156	8	1
4	IN100073	453.355590820313	8	1
5	IN100073	608.582275390625	8	1
4	IN110004	286.620849609375	8	1
5	IN110004	398.079040527344	8	1
5	IN110007	229.496185302734	8	1
4	IN110008	515.706420898438	8	1
5	IN110008	604.893859863281	8	1
4	IN110010	463.114562988281	8	1
5	IN110010	530.572937011719	8	1
4	IN110013	487.583068847656	8	1
5	IN110013	544.937194824219	8	1
4	IN110021	494.713928222656	8	1
5	IN110021	529.687805175781	8	1
4	IN110027	465.295806884766	8	1
5	IN110027	433.221771240234	8	1
4	IN110034	408.960540771484	8	1
5	IN110034	512.410400390625	8	1
4	IN110070	400.540313720703	8	1
5	IN110070	408.843566894531	8	1
4	IN110078	328.075469970703	8	1
5	IN110078	525.520141601563	8	1
4	IN110089	457.222625732422	8	1
5	IN110089	541.522155761719	8	1
4	IN110104	385.127777099609	8	1
4	IN120015	455.399536132813	8	1
5	IN120015	308.871551513672	8	1
4	IN120029	507.140686035156	8	1
5	IN120029	561.666809082031	8	1
4	IN120033	432.902526855469	8	1
5	IN120033	563.937316894531	8	1
4	IN120034	463.469390869141	8	1
4	IN120035	554.59619140625	8	1
5	IN120035	580.655517578125	8	1
4	IN120085	330.234802246094	8	1
5	IN120085	366.186218261719	8	1
4	IN120086	536.942932128906	8	1
5	IN120086	597.0849609375	8	1
4	IN120099	528.868713378906	8	1
4	IN130024	324.412506103516	8	1
5	IN130024	311.700805664063	8	1
4	IN130025	467.670043945313	8	1
5	IN130025	494.673217773438	8	1
4	IN130039	417.178619384766	8	1
5	IN130039	497.427062988281	8	1
4	IN140022	368.599792480469	8	1
5	IN140022	450.57958984375	8	1
4	IN140057	661.216979980469	8	1
5	IN140057	530.964050292969	8	1
4	IN140078	376.891143798828	8	1
5	IN140078	538.538635253906	8	1
4	IN140097	346.478973388672	8	1
5	IN140097	471.594543457031	8	1
4	IN150001	438.971557617188	8	1
5	IN150001	515.933654785156	8	1
4	IN150006	406.472564697266	8	1
5	IN150006	241.714920043945	8	1
4	IN150018	527.528015136719	8	1
5	IN150018	580.967407226563	8	1
5	IN150035	347.823181152344	8	1
5	IN150055	374.05615234375	8	1
4	IN150073	465.550659179688	8	1
5	IN150073	469.053344726563	8	1
4	IN160028	344.023071289063	8	1
5	IN160028	328.109039306641	8	1
4	IN160073	202.745498657227	8	1
5	IN160073	424.869689941406	8	1
5	IN160079	402.390655517578	8	1
4	IN170003	413.382751464844	8	1
5	IN170003	391.496612548828	8	1
4	IN170010	362.469879150391	8	1
5	IN170010	590.047546386719	8	1
5	IN170015	265.980773925781	8	1
4	IN170017	317.056213378906	8	1
4	IN170042	472.112670898438	8	1
5	IN170042	600.784606933594	8	1
5	IN170044	430.803588867188	8	1
4	IN170066	222.684204101563	8	1
5	IN170066	290.053771972656	8	1
4	IN170068	186.435073852539	8	1
5	IN170068	403.003845214844	8	1
4	IN170075	316.939727783203	8	1
5	IN170075	455.857971191406	8	1
4	IN170091	193.992233276367	8	1
5	IN170091	434.163970947266	8	1
5	IN180010	370.690338134766	8	1
4	IN180031	434.948883056641	8	1
5	IN180031	408.488861083984	8	1
4	IN180047	378.910552978516	8	1
5	IN180047	445.627166748047	8	1
4	IN180083	243.092590332031	8	1
5	IN180083	419.174255371094	8	1
4	IN180085	355.336273193359	8	1
5	IN180085	431.296539306641	8	1
4	IN180096	342.440002441406	8	1
5	IN180096	316.691741943359	8	1
4	IN190023	558.519409179688	8	1
5	IN190023	631.245056152344	8	1
4	IN190025	306.460632324219	8	1
5	IN190025	429.089233398438	8	1
4	IN190039	288.780059814453	8	1
5	IN190039	445.013031005859	8	1
4	IN190045	353.776489257813	8	1
5	IN190045	401.609497070313	8	1
4	IN190050	372.420715332031	8	1
5	IN190050	448.930236816406	8	1
4	IN190059	189.507278442383	8	1
5	IN190059	392.821319580078	8	1
4	IN190065	407.684814453125	8	1
5	IN190065	500.247924804688	8	1
4	IN190077	437.963226318359	8	1
5	IN190077	565.464172363281	8	1
4	IN190084	412.068695068359	8	1
5	IN190084	481.889770507813	8	1
4	IN190090	395.446166992188	8	1
5	IN190090	378.347106933594	8	1
4	IN200015	312.322021484375	8	1
5	IN200015	414.978729248047	8	1
4	IN200056	490.659057617188	8	1
5	IN200056	494.247253417969	8	1
4	IN200075	619.584899902344	8	1
5	IN200075	673.820190429688	8	1
4	IN200078	428.27001953125	8	1
5	IN200078	456.2880859375	8	1
4	IN200080	496.960021972656	8	1
5	IN200080	671.287780761719	8	1
4	IN200086	435.164031982422	8	1
4	IN200098	189.01383972168	8	1
4	IN040089	347.771362304688	99	1
4	IN040098	310.350677490234	99	1
4	IN050078	504.606506347656	99	1
4	IN060023	513.911560058594	99	1
4	IN060094	341.823303222656	99	1
4	IN060096	478.832092285156	99	1
5	IN060096	449.4248046875	99	1
4	IN070067	478.999298095703	99	1
4	IN070078	247.397201538086	99	1
4	IN080055	202.769287109375	99	1
4	IN080085	534.9072265625	99	1
4	IN090006	592.509826660156	99	1
4	IN090012	407.948455810547	99	1
4	IN090015	502.335601806641	99	1
4	IN090032	182.741653442383	99	1
4	IN090091	594.942016601563	99	1
5	IN090091	627.768310546875	99	1
5	IN100022	607.165771484375	99	1
4	IN110087	375.385345458984	99	1
5	IN140027	248.865051269531	99	1
5	IN150093	236.805389404297	99	1
5	IN160075	256.251892089844	99	1
4	IN180039	279.406860351563	99	1
4	IN200028	380.553253173828	99	1
4	IN010086	372.088684082031	9	1
5	IN010086	497.762847900391	9	1
4	IN030018	451.825775146484	9	1
5	IN030018	570.572448730469	9	1
4	IN030045	449.39013671875	9	1
4	IN030055	467.298950195313	9	1
5	IN030055	612.760375976563	9	1
4	IN040016	417.44677734375	9	1
5	IN040016	471.255737304688	9	1
4	IN040091	374.041351318359	9	1
5	IN040091	420.048553466797	9	1
4	IN050010	496.475341796875	9	1
4	IN050020	478.803161621094	9	1
5	IN050020	564.451599121094	9	1
4	IN050032	424.592895507813	9	1
5	IN050032	256.392150878906	9	1
4	IN050087	527.345520019531	9	1
4	IN060008	587.046691894531	9	1
5	IN060008	469.810821533203	9	1
4	IN060077	619.306884765625	9	1
4	IN060091	315.173797607422	9	1
5	IN060091	440.948913574219	9	1
4	IN070001	508.217895507813	9	1
5	IN070001	529.365478515625	9	1
4	IN070065	403.618041992188	9	1
5	IN070065	539.629272460938	9	1
5	IN090008	223.088745117188	9	1
4	IN090064	431.236907958984	9	1
5	IN090064	214.477020263672	9	1
4	IN100023	209.736572265625	9	1
5	IN100023	290.77392578125	9	1
5	IN110023	240.686660766602	9	1
4	IN110039	237.608184814453	9	1
5	IN110039	471.646759033203	9	1
4	IN110041	365.199432373047	9	1
4	IN110042	279.188934326172	9	1
4	IN120061	452.746551513672	9	1
5	IN120061	469.015777587891	9	1
4	IN120082	435.094146728516	9	1
5	IN120082	427.267700195313	9	1
4	IN130083	284.05712890625	9	1
5	IN130083	481.591552734375	9	1
4	IN150064	479.538970947266	9	1
5	IN150064	471.879455566406	9	1
4	IN160007	419.493621826172	9	1
5	IN160007	397.021728515625	9	1
4	IN160027	570.002868652344	9	1
4	IN160051	346.348846435547	9	1
5	IN160051	278.217041015625	9	1
4	IN170001	225.961822509766	9	1
5	IN170001	239.330291748047	9	1
5	IN170023	299.64990234375	9	1
4	IN170024	429.511199951172	9	1
4	IN170027	507.286224365234	9	1
5	IN170027	481.726837158203	9	1
4	IN170055	427.143463134766	9	1
5	IN170055	440.963989257813	9	1
4	IN180011	288.315399169922	9	1
5	IN180011	476.814910888672	9	1
4	IN180034	326.343109130859	9	1
5	IN180055	239.342803955078	9	1
4	IN180097	184.513824462891	9	1
5	IN180097	386.517822265625	9	1
4	IN180098	652.014099121094	9	1
5	IN180098	506.662628173828	9	1
4	IN190017	425.839050292969	9	1
5	IN190017	487.561401367188	9	1
4	IN190033	250.141265869141	9	1
5	IN190033	428.902770996094	9	1
4	IN190035	320.089599609375	9	1
5	IN190035	404.350219726563	9	1
4	IN190036	646.251647949219	9	1
5	IN190036	612.6689453125	9	1
4	IN190037	377.249572753906	9	1
5	IN190037	338.499725341797	9	1
4	IN190063	603.98583984375	9	1
5	IN190063	643.462524414063	9	1
4	IN190097	411.227447509766	9	1
5	IN190097	474.449829101563	9	1
4	IN190100	423.465576171875	9	1
5	IN190100	566.850219726563	9	1
4	IN200036	376.949493408203	9	1
5	IN200036	418.951934814453	9	1
4	IN200072	440.527770996094	9	1
5	IN200072	437.352783203125	9	1
4	IN200082	403.654846191406	9	1
5	IN200082	443.802215576172	9	1
