childid	yc	round	theta_eap	ppvt_score	country	group	language
ET021023	0	2	.812519013881683	3.14034128189087	1	1	1
ET021024	0	2	.877865016460419	3.24535965919495	1	1	1
ET021025	0	2	-.222939997911453	1.47624385356903	1	1	1
ET021026	0	2	.984504997730255	3.41674184799194	1	1	1
ET021027	0	2	1.43059003353119	4.1336498260498	1	1	1
ET021028	0	2	.49023899435997	2.62240147590637	1	1	1
ET021029	0	2	-.0044152201153338	1.82743740081787	1	1	1
ET021030	0	2	.19072499871254	2.1410493850708	1	1	1
ET021031	0	2	.884379982948303	3.25582981109619	1	1	1
ET021032	0	2	.735092997550964	3.01590919494629	1	1	1
ET021033	0	2	.688821017742157	2.94154500961304	1	1	1
ET021034	0	2	1.64066004753113	4.47125577926636	1	1	1
ET021035	0	2	.555341005325317	2.72702765464783	1	1	1
ET021036	0	2	.315788000822067	2.34203958511353	1	1	1
ET021037	0	2	-.0751577988266945	1.71374619007111	1	1	1
ET021038	0	2	.998923003673553	3.43991327285767	1	1	1
ET021039	0	2	.28778401017189	2.29703402519226	1	1	1
ET021040	0	2	1.19737005233765	3.75883960723877	1	1	1
ET021041	0	2	.702525973320007	2.96357035636902	1	1	1
ET021042	0	2	.858641982078552	3.2144660949707	1	1	1
ET021043	0	2	.467164993286133	2.58531904220581	1	1	1
ET021044	0	2	.414036989212036	2.49993658065796	1	1	1
ET021045	0	2	.575639009475708	2.75964879989624	1	1	1
ET021046	0	2	.237956002354622	2.21695494651794	1	1	1
ET021047	0	2	.882538974285126	3.25287103652954	1	1	1
ET021048	0	2	1.17683005332947	3.72582960128784	1	1	1
ET021049	0	2	1.79428005218506	4.71814012527466	1	1	1
ET021050	0	2	.23845399916172	2.21775507926941	1	1	1
ET031001	0	2	.386730998754501	2.45605278015137	1	1	1
ET031002	0	2	1.247230052948	3.83897018432617	1	1	1
ET031003	0	2	.384703993797302	2.45279502868652	1	1	1
ET031004	0	2	.32600599527359	2.35846090316772	1	1	1
ET031006	0	2	2.01620006561279	5.07479000091553	1	1	1
ET031007	0	2	.736356019973755	3.01793885231018	1	1	1
ET031008	0	2	.463429987430573	2.57931661605835	1	1	1
ET031009	0	2	.55875700712204	2.7325177192688	1	1	1
ET031010	0	2	1.60306000709534	4.41082811355591	1	1	1
ET031011	0	2	.479054003953934	2.60442614555359	1	1	1
ET031012	0	2	.695218026638031	2.9518256187439	1	1	1
ET031013	0	2	1.14502000808716	3.67470717430115	1	1	1
ET031014	0	2	1.50417995452881	4.25191736221313	1	1	1
ET031015	0	2	1.91409003734589	4.9106879234314	1	1	1
ET031016	0	2	.847468018531799	3.19650816917419	1	1	1
ET031017	0	2	.984314978122711	3.41643643379211	1	1	1
ET031018	0	2	.890186011791229	3.26516079902649	1	1	1
ET031019	0	2	.776044011116028	3.08172202110291	1	1	1
ET031020	0	2	-.21738900244236	1.48516488075256	1	1	1
ET031021	0	2	1.56673002243042	4.35244178771973	1	1	1
ET031022	0	2	1.47560000419617	4.20598602294922	1	1	1
ET031023	0	2	1.59904003143311	4.40436792373657	1	1	1
ET031024	0	2	1.81713998317719	4.75487852096558	1	1	1
ET031025	0	2	.593612015247345	2.78853344917297	1	1	1
ET031026	0	2	.65922999382019	2.89398884773254	1	1	1
ET031027	0	2	1.78218996524811	4.6987099647522	1	1	1
ET031028	0	2	.700276970863342	2.95995593070984	1	1	1
ET031029	0	2	.557760000228882	2.73091530799866	1	1	1
ET031030	0	2	1.39286994934082	4.07302951812744	1	1	1
ET031031	0	2	1.07681000232697	3.56508612632751	1	1	1
ET031033	0	2	.777490019798279	3.08404588699341	1	1	1
ET031034	0	2	1.05465996265411	3.5294885635376	1	1	1
ET031035	0	2	.954832017421722	3.36905407905579	1	1	1
ET031036	0	2	1.40257000923157	4.08861875534058	1	1	1
ET031037	0	2	.861510992050171	3.21907687187195	1	1	1
ET031038	0	2	.690602004528046	2.94440722465515	1	1	1
ET031039	0	2	.979038000106812	3.40795588493347	1	1	1
ET031040	0	2	.209765002131462	2.17164874076843	1	1	1
ET031042	0	2	.883369028568268	3.25420522689819	1	1	1
ET031043	0	2	.546068012714386	2.7121250629425	1	1	1
ET031044	0	2	1.56102001667023	4.34326553344727	1	1	1
ET031045	0	2	.538639008998871	2.70018577575684	1	1	1
ET031046	0	2	.233492001891136	2.2097806930542	1	1	1
ET031047	0	2	.975377976894379	3.40207362174988	1	1	1
ET031048	0	2	1.0140700340271	3.46425604820251	1	1	1
ET031050	0	2	.872693002223969	3.23704767227173	1	1	1
ET041001	0	2	.374098002910614	2.43575000762939	1	1	1
ET041002	0	2	-.336457014083862	1.29380941390991	1	1	1
ET041003	0	2	.0288110002875328	1.88083565235138	1	1	1
ET041004	0	2	-.0753362029790878	1.71345949172974	1	1	1
ET041006	0	2	.441956013441086	2.5448055267334	1	1	1
ET041007	0	2	-.20066599547863	1.51204061508179	1	1	1
ET041008	0	2	-.190063998103142	1.52907919883728	1	1	1
ET041009	0	2	1.09230005741119	3.58998036384583	1	1	1
ET041010	0	2	.383311003446579	2.45055651664734	1	1	1
ET041011	0	2	1.62643003463745	4.44838666915894	1	1	1
ET041012	0	2	-.119836002588272	1.64194345474243	1	1	1
ET041013	0	2	-.190209001302719	1.52884614467621	1	1	1
ET041014	0	2	-.105956003069878	1.66425013542175	1	1	1
ET041015	0	2	-.0635666996240616	1.73237442970276	1	1	1
ET041016	0	2	.294171988964081	2.30730009078979	1	1	1
ET041017	0	2	1.21398997306824	3.78554964065552	1	1	1
ET041018	0	2	.904142022132874	3.28758955001831	1	1	1
ET041019	0	2	-.124978996813297	1.63367807865143	1	1	1
ET041020	0	2	.00282342010177672	1.83907067775726	1	1	1
ET041021	0	2	-.223821997642517	1.47482633590698	1	1	1
ET041022	0	2	-.253524005413055	1.42709195613861	1	1	1
ET041023	0	2	-.315059006214142	1.32819843292236	1	1	1
ET041024	0	2	-.443134993314743	1.12236607074738	1	1	1
ET041025	0	2	.242678999900818	2.22454524040222	1	1	1
ET041026	0	2	.320012986660004	2.34882950782776	1	1	1
ET041027	0	2	-.157891005277634	1.58078479766846	1	1	1
ET041028	0	2	-.583554029464722	.896697103977203	1	1	1
ET041029	0	2	-.510746002197266	1.01370763778687	1	1	1
ET041030	0	2	.00746271992102265	1.84652662277222	1	1	1
ET041031	0	2	.478879004716873	2.60414481163025	1	1	1
ET041032	0	2	.104749999940395	2.00287795066833	1	1	1
ET041033	0	2	.300190001726151	2.31697177886963	1	1	1
ET041034	0	2	-.091670498251915	1.68720853328705	1	1	1
ET041035	0	2	.0530470982193947	1.91978573799133	1	1	1
ET041036	0	2	.206631004810333	2.16661214828491	1	1	1
ET041037	0	2	-.412844002246857	1.17104709148407	1	1	1
ET041038	0	2	1.43454003334045	4.13999795913696	1	1	1
ET041039	0	2	.444303005933762	2.54857730865479	1	1	1
ET041040	0	2	.410154014825821	2.49369621276855	1	1	1
ET041041	0	2	.226037994027138	2.19780135154724	1	1	1
ET041042	0	2	.0359364002943039	1.89228689670563	1	1	1
ET041043	0	2	1.00848996639252	3.45528841018677	1	1	1
ET041044	0	2	.510137021541595	2.65437984466553	1	1	1
ET041045	0	2	.355179995298386	2.40534687042236	1	1	1
ET041046	0	2	.285784006118774	2.29381966590881	1	1	1
ET041047	0	2	.0776714980602264	1.95935988426208	1	1	1
ET041048	0	2	.332975000143051	2.3696608543396	1	1	1
ET041049	0	2	1.57159996032715	4.36026859283447	1	1	1
ET041050	0	2	.622597992420197	2.83511710166931	1	1	1
ET051001	0	2	.161025002598763	2.09331822395325	1	1	1
ET051002	0	2	-.689705014228821	.72610068321228	1	1	1
ET051003	0	2	.334351986646652	2.37187385559082	1	1	1
ET051004	0	2	-.293713003396988	1.36250376701355	1	1	1
ET051005	0	2	-.346818000078201	1.27715814113617	1	1	1
ET051006	0	2	.0384971015155315	1.8964022397995	1	1	1
ET051007	0	2	.242997005581856	2.22505617141724	1	1	1
ET051008	0	2	.264928013086319	2.2603018283844	1	1	1
ET051009	0	2	.205603003501892	2.16495990753174	1	1	1
ET051010	0	2	-.185590997338295	1.53626787662506	1	1	1
ET051011	0	2	.140453994274139	2.06025838851929	1	1	1
ET051012	0	2	1.6332700252533	4.45937919616699	1	1	1
ET051014	0	2	-.375221997499466	1.23150980472565	1	1	1
ET051015	0	2	-.0065998500213027	1.82392644882202	1	1	1
ET051016	0	2	-.526603996753693	.988222122192383	1	1	1
ET051017	0	2	-.346235007047653	1.27809512615204	1	1	1
ET051018	0	2	-.2379360049963	1.45214354991913	1	1	1
ET051019	0	2	-.0960497036576271	1.68017065525055	1	1	1
ET051020	0	2	-.1701720058918	1.56104791164398	1	1	1
ET051021	0	2	-.736027002334595	.651656150817871	1	1	1
ET051022	0	2	.601584017276764	2.80134534835815	1	1	1
ET051023	0	2	.570026993751526	2.75062966346741	1	1	1
ET051024	0	2	-.367244988679886	1.24432969093323	1	1	1
ET051025	0	2	.274417996406555	2.27555322647095	1	1	1
ET051026	0	2	-.313463985919952	1.33076179027557	1	1	1
ET051027	0	2	-.446368992328644	1.11716866493225	1	1	1
ET051028	0	2	-.275254011154175	1.39216947555542	1	1	1
ET051029	0	2	.00838456023484468	1.84800803661346	1	1	1
ET051030	0	2	-.117804996669292	1.64520740509033	1	1	1
ET051031	0	2	-.397101998329163	1.19634616374969	1	1	1
ET051032	0	2	-.334517985582352	1.29692566394806	1	1	1
ET051033	0	2	-.216615006327629	1.48640882968903	1	1	1
ET051034	0	2	-.273887991905212	1.39436483383179	1	1	1
ET051035	0	2	-.0994428023695946	1.67471754550934	1	1	1
ET051036	0	2	.324618011713028	2.35623025894165	1	1	1
ET051037	0	2	.0954087972640991	1.98786568641663	1	1	1
ET051038	0	2	.107735000550747	2.00767517089844	1	1	1
ET051039	0	2	-.0752267986536026	1.71363532543182	1	1	1
ET051040	0	2	.790318012237549	3.10466194152832	1	1	1
ET051041	0	2	.0905404016375542	1.98004162311554	1	1	1
ET051042	0	2	.0313766002655029	1.88495886325836	1	1	1
ET051043	0	2	-.126645997166634	1.63099896907806	1	1	1
ET051044	0	2	-.272603988647461	1.39642834663391	1	1	1
ET051045	0	2	.533572971820831	2.6920440196991	1	1	1
ET051046	0	2	-.493057996034622	1.04213428497314	1	1	1
ET051047	0	2	.0281355008482933	1.87975001335144	1	1	1
ET051048	0	2	-1.07400000095367	.108496055006981	1	1	1
ET051049	0	2	-.106877997517586	1.66276836395264	1	1	1
ET051050	0	2	.0910990983247757	1.98093950748444	1	1	1
ET061002	0	2	-.285427987575531	1.37581872940063	1	1	1
ET061003	0	2	-.373544007539749	1.23420655727386	1	1	1
ET061004	0	2	-.504925012588501	1.02306270599365	1	1	1
ET061005	0	2	.0213357992470264	1.86882209777832	1	1	1
ET061007	0	2	.459892004728317	2.57363057136536	1	1	1
ET061008	0	2	.234763994812965	2.21182489395142	1	1	1
ET061009	0	2	.157250002026558	2.08725142478943	1	1	1
ET061010	0	2	-.342379003763199	1.28429210186005	1	1	1
ET061011	0	2	-.220007002353668	1.48095750808716	1	1	1
ET061012	0	2	-.509613990783691	1.01552700996399	1	1	1
ET061014	0	2	-.0491109006106853	1.75560653209686	1	1	1
ET061015	0	2	-.0368510000407696	1.77530956268311	1	1	1
ET061016	0	2	-.720013976097107	.677390873432159	1	1	1
ET061018	0	2	-.442387998104095	1.12356662750244	1	1	1
ET061019	0	2	-.212933003902435	1.49232614040375	1	1	1
ET061020	0	2	-.0716041028499603	1.71945738792419	1	1	1
ET061021	0	2	-.0856527984142303	1.69687962532043	1	1	1
ET061022	0	2	-.0457241013646126	1.76104938983917	1	1	1
ET061023	0	2	-.0346853993833065	1.77878987789154	1	1	1
ET061024	0	2	-.150477007031441	1.59269988536835	1	1	1
ET061025	0	2	-.0972492024302483	1.67824292182922	1	1	1
ET061026	0	2	-.210644006729126	1.49600481987	1	1	1
ET061028	0	2	-.424291014671326	1.15265047550201	1	1	1
ET061029	0	2	.473664999008179	2.59576535224915	1	1	1
ET061031	0	2	-.161981001496315	1.57421171665192	1	1	1
ET061033	0	2	-.356478989124298	1.26163184642792	1	1	1
ET061034	0	2	-.118248000741005	1.64449548721313	1	1	1
ET061036	0	2	-.15064400434494	1.59243154525757	1	1	1
ET061037	0	2	-.448853999376297	1.11317503452301	1	1	1
ET061038	0	2	-.428514987230301	1.14586210250854	1	1	1
ET061039	0	2	-.347974985837936	1.27529871463776	1	1	1
ET061040	0	2	.0613914988934994	1.93319606781006	1	1	1
ET061041	0	2	-.0315071009099483	1.78389775753021	1	1	1
ET061044	0	2	.331369996070862	2.3670814037323	1	1	1
ET061046	0	2	-.23395599424839	1.45853996276855	1	1	1
ET061047	0	2	-.393920987844467	1.20145845413208	1	1	1
ET061049	0	2	-.249088004231453	1.43422114849091	1	1	1
ET061050	0	2	.0985265001654625	1.99287617206573	1	1	1
ET061051	0	2	.0285957995802164	1.88048982620239	1	1	1
ET061052	0	2	.03872250020504	1.89676451683044	1	1	1
ET061053	0	2	-.0733482018113136	1.71665441989899	1	1	1
ET061054	0	2	-.225319996476173	1.4724189043045	1	1	1
ET061056	0	2	-.389043003320694	1.20929789543152	1	1	1
ET061057	0	2	-.768330991268158	.599740028381348	1	1	1
ET061058	0	2	-.655178010463715	.781589448451996	1	1	1
ET061059	0	2	-.311975985765457	1.33315312862396	1	1	1
ET071001	0	2	-.0151741001754999	1.81014668941498	1	1	1
ET071002	0	2	-.185574993491173	1.53629350662231	1	1	1
ET071003	0	2	-.405876994132996	1.18224382400513	1	1	1
ET071004	0	2	.0632940977811813	1.93625378608704	1	1	1
ET071005	0	2	-.372577011585236	1.23576056957245	1	1	1
ET071006	0	2	-.259030997753143	1.41824162006378	1	1	1
ET071007	0	2	-.145144000649452	1.60127067565918	1	1	1
ET071008	0	2	-.135113000869751	1.61739158630371	1	1	1
ET071009	0	2	-.646470010280609	.795584142208099	1	1	1
ET071010	0	2	-.505258023738861	1.02252745628357	1	1	1
ET071012	0	2	-.301705002784729	1.34965980052948	1	1	1
ET071013	0	2	.0765219032764435	1.95751237869263	1	1	1
ET071014	0	2	-.264234989881516	1.40987825393677	1	1	1
ET071015	0	2	.0683303028345108	1.94434750080109	1	1	1
ET071016	0	2	-.884070992469788	.413733035326004	1	1	1
ET071017	0	2	.322297006845474	2.35250020027161	1	1	1
ET071018	0	2	.142275005578995	2.06318497657776	1	1	1
ET071019	0	2	.0765834972262383	1.95761132240295	1	1	1
ET071020	0	2	-.00636899983510375	1.8242974281311	1	1	1
ET071021	0	2	-.125685006380081	1.63254344463348	1	1	1
ET071024	0	2	.0976217985153198	1.99142217636108	1	1	1
ET071025	0	2	.338111996650696	2.37791657447815	1	1	1
ET071026	0	2	.195899993181229	2.1493661403656	1	1	1
ET071027	0	2	-.476029992103577	1.069500207901	1	1	1
ET071028	0	2	-.277278006076813	1.38891661167145	1	1	1
ET071029	0	2	-.629536986351013	.822797417640686	1	1	1
ET071030	0	2	.0622836016118526	1.93462979793549	1	1	1
ET071031	0	2	-.474595993757248	1.0718047618866	1	1	1
ET071032	0	2	.100723996758461	1.99640774726868	1	1	1
ET071033	0	2	.0137162003666162	1.8565765619278	1	1	1
ET071034	0	2	.145603999495506	2.06853485107422	1	1	1
ET071035	0	2	-.439916998147964	1.12753772735596	1	1	1
ET071036	0	2	-.284669995307922	1.37703692913055	1	1	1
ET071037	0	2	-.209333002567291	1.49811184406281	1	1	1
ET071038	0	2	-.761865973472595	.610130071640015	1	1	1
ET071039	0	2	-.0786824002861977	1.70808184146881	1	1	1
ET071040	0	2	-.0892385020852089	1.69111692905426	1	1	1
ET071041	0	2	.243643999099731	2.22609615325928	1	1	1
ET071042	0	2	-.431394994258881	1.14123356342316	1	1	1
ET071043	0	2	.420610994100571	2.51050162315369	1	1	1
ET071044	0	2	-.0341097004711628	1.77971506118774	1	1	1
ET071045	0	2	-.53873598575592	.96872466802597	1	1	1
ET071046	0	2	-.335186988115311	1.2958505153656	1	1	1
ET071047	0	2	.131163001060486	2.04532670974731	1	1	1
ET071048	0	2	.690546989440918	2.9443187713623	1	1	1
ET071049	0	2	-.463299989700317	1.08995866775513	1	1	1
ET071050	0	2	.0862594991922379	1.9731616973877	1	1	1
ET091003	0	2	-.495972007513046	1.03745114803314	1	1	1
ET091005	0	2	-1.23220002651215	-.145748928189278	1	1	1
ET091007	0	2	-.883376002311707	.41484996676445	1	1	1
ET091020	0	2	-.555269002914429	.942154288291931	1	1	1
ET091021	0	2	-.230442002415657	1.46418726444244	1	1	1
ET091029	0	2	-.546645998954773	.956012427806854	1	1	1
ET091034	0	2	-.720843970775604	.676056981086731	1	1	1
ET091046	0	2	-.404837012290955	1.18391513824463	1	1	1
ET101001	0	2	.207049995660782	2.16728544235229	1	1	1
ET101002	0	2	1.5605800151825	4.34255838394165	1	1	1
ET101005	0	2	.0889556035399437	1.97749471664429	1	1	1
ET101011	0	2	1.76752996444702	4.67514991760254	1	1	1
ET101014	0	2	-.0729504972696304	1.71729362010956	1	1	1
ET101019	0	2	.61454302072525	2.82217192649841	1	1	1
ET101025	0	2	1.31376004219055	3.94589114189148	1	1	1
ET101027	0	2	.366041988134384	2.42280316352844	1	1	1
ET101028	0	2	-.276601999998093	1.39000308513641	1	1	1
ET101029	0	2	-.699705004692078	.710029602050781	1	1	1
ET101032	0	2	.441633999347687	2.54428791999817	1	1	1
ET101033	0	2	1.30840003490448	3.93727707862854	1	1	1
ET101035	0	2	.435907989740372	2.53508567810059	1	1	1
ET101036	0	2	.668969988822937	2.90964221954346	1	1	1
ET101038	0	2	-.0159063003957272	1.80896997451782	1	1	1
ET101040	0	2	.0308132991194725	1.88405358791351	1	1	1
ET101042	0	2	.30350399017334	2.32229781150818	1	1	1
ET101043	0	2	.834758996963501	3.17608332633972	1	1	1
ET101046	0	2	.437130987644196	2.5370512008667	1	1	1
ET101047	0	2	.364439994096756	2.4202287197113	1	1	1
ET101049	0	2	.158723995089531	2.0896201133728	1	1	1
ET111006	0	2	.0671212002635002	1.94240438938141	1	1	1
ET111013	0	2	-.78004002571106	.580922305583954	1	1	1
ET111021	0	2	.171147003769875	2.10958528518677	1	1	1
ET111024	0	2	-.407141000032425	1.18021237850189	1	1	1
ET111037	0	2	1.13618004322052	3.66050052642822	1	1	1
ET121004	0	2	.311307996511459	2.33483958244324	1	1	1
ET121008	0	2	.173126995563507	2.11276745796204	1	1	1
ET121012	0	2	-.866959989070892	.441232323646545	1	1	1
ET121023	0	2	-.0893791988492012	1.69089090824127	1	1	1
ET121029	0	2	-.173730000853539	1.5553297996521	1	1	1
ET121038	0	2	.268227010965347	2.26560378074646	1	1	1
ET121044	0	2	-.335238993167877	1.29576694965363	1	1	1
ET121047	0	2	-.302076995372772	1.34906196594238	1	1	1
ET121053	0	2	-.88314300775528	.415224403142929	1	1	1
ET121055	0	2	-.485606998205185	1.05410885810852	1	1	1
ET131005	0	2	-.276562005281448	1.39006733894348	1	1	1
ET131007	0	2	.0214903000742197	1.86907041072845	1	1	1
ET131008	0	2	.0862257033586502	1.97310745716095	1	1	1
ET131009	0	2	.0311725996434689	1.88463091850281	1	1	1
ET131013	0	2	-.0893547013401985	1.69093024730682	1	1	1
ET131017	0	2	.0939408987760544	1.98550653457642	1	1	1
ET131023	0	2	.627330005168915	2.84272193908691	1	1	1
ET131025	0	2	.720004975795746	2.99166107177734	1	1	1
ET131028	0	2	.540717005729675	2.70352530479431	1	1	1
ET131029	0	2	.30791300535202	2.3293833732605	1	1	1
ET131035	0	2	-.565860986709595	.925131797790527	1	1	1
ET131037	0	2	.181332007050514	2.12595367431641	1	1	1
ET131041	0	2	.0900435000658035	1.97924304008484	1	1	1
ET131046	0	2	.623456001281738	2.83649611473083	1	1	1
ET131047	0	2	.254536002874374	2.24360084533691	1	1	1
ET131048	0	2	.477972000837326	2.60268712043762	1	1	1
ET131049	0	2	.48310399055481	2.61093473434448	1	1	1
ET131050	0	2	.222154006361961	2.19155931472778	1	1	1
ET141001	0	2	.693839013576508	2.94960927963257	1	1	1
ET141002	0	2	.376973986625671	2.44037222862244	1	1	1
ET141004	0	2	.19302000105381	2.1447377204895	1	1	1
ET141005	0	2	.740010023117065	3.02381134033203	1	1	1
ET141006	0	2	.261301010847092	2.25447273254395	1	1	1
ET141007	0	2	1.00929999351501	3.45659017562866	1	1	1
ET141008	0	2	.876554012298584	3.24325275421143	1	1	1
ET141009	0	2	1.54816997051239	4.32261419296265	1	1	1
ET141010	0	2	1.16710996627808	3.71020817756653	1	1	1
ET141011	0	2	.176437005400658	2.11808705329895	1	1	1
ET141012	0	2	.313841998577118	2.33891201019287	1	1	1
ET141013	0	2	.442202985286713	2.5452024936676	1	1	1
ET141014	0	2	.0705687999725342	1.94794499874115	1	1	1
ET141015	0	2	.343625992536545	2.3867781162262	1	1	1
ET141016	0	2	1.18933999538422	3.74593448638916	1	1	1
ET141017	0	2	.738511025905609	3.02140235900879	1	1	1
ET141018	0	2	-.075238399207592	1.71361672878265	1	1	1
ET141019	0	2	1.04516994953156	3.51423716545105	1	1	1
ET141020	0	2	.927223980426788	3.32468485832214	1	1	1
ET141021	0	2	.362646996974945	2.41734719276428	1	1	1
ET141022	0	2	.311875998973846	2.33575248718262	1	1	1
ET141023	0	2	1.21531999111176	3.78768706321716	1	1	1
ET141024	0	2	.872941017150879	3.23744606971741	1	1	1
ET141025	0	2	.603344976902008	2.80417537689209	1	1	1
ET141026	0	2	.242412000894547	2.22411608695984	1	1	1
ET141028	0	2	1.19596004486084	3.75657343864441	1	1	1
ET141029	0	2	.949774026870728	3.3609254360199	1	1	1
ET141030	0	2	.125846996903419	2.03678321838379	1	1	1
ET141031	0	2	1.66185998916626	4.50532627105713	1	1	1
ET141032	0	2	.66026097536087	2.8956458568573	1	1	1
ET141033	0	2	.739322006702423	3.02270555496216	1	1	1
ET141034	0	2	.466071993112564	2.58356261253357	1	1	1
ET141035	0	2	1.08781003952026	3.58276462554932	1	1	1
ET141036	0	2	1.3785400390625	4.04999971389771	1	1	1
ET141037	0	2	.750603020191193	3.0408353805542	1	1	1
ET141038	0	2	.322676986455917	2.35311079025269	1	1	1
ET141039	0	2	.12754200398922	2.0395073890686	1	1	1
ET141040	0	2	.102283999323845	1.99891483783722	1	1	1
ET141041	0	2	.383195996284485	2.45037150382996	1	1	1
ET141042	0	2	-.433641999959946	1.13762235641479	1	1	1
ET141043	0	2	.245276004076004	2.22871899604797	1	1	1
ET141045	0	2	-.479800999164581	1.06343972682953	1	1	1
ET141047	0	2	-.0364446006715298	1.77596259117126	1	1	1
ET141048	0	2	1.33378005027771	3.97806549072266	1	1	1
ET141049	0	2	.531521022319794	2.68874645233154	1	1	1
ET141050	0	2	1.49119997024536	4.23105669021606	1	1	1
ET151024	0	2	-.186983004212379	1.53403067588806	1	1	1
ET151043	0	2	-.0383002012968063	1.77298045158386	1	1	1
ET161031	0	2	.535184025764465	2.69463324546814	1	1	1
ET011001	0	3	1.58120000362396	4.37569665908813	1	2	1
ET011002	0	3	1.0777599811554	3.56661295890808	1	2	1
ET011003	0	3	.679265975952148	2.92618894577026	1	2	1
ET011004	0	3	.787756025791168	3.10054445266724	1	2	1
ET011005	0	3	1.20342004299164	3.76856255531311	1	2	1
ET011006	0	3	.859049022197723	3.21512007713318	1	2	1
ET011007	0	3	1.46747994422913	4.19293594360352	1	2	1
ET011008	0	3	.653609991073608	2.88495683670044	1	2	1
ET011009	0	3	1.52196002006531	4.28049182891846	1	2	1
ET011010	0	3	1.44015002250671	4.14901399612427	1	2	1
ET011012	0	3	1.34854996204376	4.00180244445801	1	2	1
ET011013	0	3	1.4702399969101	4.19737195968628	1	2	1
