childid	country	round	yc	math	group
VN010072	4	4	1	568.363220214844	23
VN010073	4	4	1	604.437133789063	23
VN010074	4	4	1	544.763732910156	23
VN010075	4	4	1	637.510314941406	23
VN010076	4	4	1	588.95166015625	23
VN010077	4	4	1	587.321655273438	23
VN010078	4	4	1	671.128540039063	23
VN010079	4	4	1	795.70458984375	23
VN010080	4	4	1	562.265930175781	23
VN010081	4	4	1	548.306945800781	23
VN010082	4	4	1	492.444793701172	23
VN010083	4	4	1	551.901184082031	23
VN010084	4	4	1	570.427978515625	23
VN010086	4	4	1	544.650939941406	23
VN010087	4	4	1	484.423004150391	23
VN010088	4	4	1	495.414489746094	23
VN010089	4	4	1	485.785461425781	23
VN010091	4	4	1	528.593200683594	23
VN010092	4	4	1	569.644470214844	23
VN010093	4	4	1	457.799194335938	23
VN010094	4	4	1	523.309448242188	23
VN010095	4	4	1	659.587524414063	23
VN010096	4	4	1	555.447814941406	23
VN010097	4	4	1	547.470581054688	23
VN010100	4	4	1	773.4287109375	23
VN010104	4	4	1	594.094909667969	23
VN010109	4	4	1	495.848266601563	23
VN010118	4	4	1	592.170593261719	23
VN010121	4	4	1	473.094604492188	23
VN010122	4	4	1	707.048095703125	23
VN010124	4	4	1	472.076599121094	23
VN010140	4	4	1	496.099548339844	23
VN020001	4	4	1	584.688537597656	23
VN020002	4	4	1	527.019836425781	23
VN020003	4	4	1	522.492614746094	23
VN020004	4	4	1	532.425354003906	23
VN020005	4	4	1	534.802734375	23
VN020007	4	4	1	586.773071289063	23
VN020008	4	4	1	473.812408447266	23
VN020009	4	4	1	553.551452636719	23
VN020010	4	4	1	683.634887695313	23
VN020011	4	4	1	551.469848632813	23
VN020012	4	4	1	568.536071777344	23
VN020013	4	4	1	714.935241699219	23
VN020016	4	4	1	515.816040039063	23
VN020018	4	4	1	521.87744140625	23
VN020019	4	4	1	605.447082519531	23
VN020020	4	4	1	683.432434082031	23
VN020021	4	4	1	702.880981445313	23
VN020022	4	4	1	582.945678710938	23
VN020023	4	4	1	562.043701171875	23
VN020024	4	4	1	590.352966308594	23
VN020025	4	4	1	498.551910400391	23
VN020026	4	4	1	694.839721679688	23
VN020027	4	4	1	529.528869628906	23
VN020028	4	4	1	604.649841308594	23
VN020029	4	4	1	648.665405273438	23
VN020032	4	4	1	327.897094726563	23
VN020033	4	4	1	546.661987304688	23
VN020034	4	4	1	511.2568359375	23
VN020035	4	4	1	575.0400390625	23
VN020036	4	4	1	580.781616210938	23
VN020037	4	4	1	680.179748535156	23
VN020038	4	4	1	641.547485351563	23
VN020039	4	4	1	634.649841308594	23
VN020041	4	4	1	513.589111328125	23
VN020043	4	4	1	498.343688964844	23
VN020044	4	4	1	704.557006835938	23
VN020046	4	4	1	537.440795898438	23
VN020047	4	4	1	670.664978027344	23
VN020048	4	4	1	712.128295898438	23
VN020050	4	4	1	679.013122558594	23
VN020052	4	4	1	730.368286132813	23
VN020053	4	4	1	529.150512695313	23
VN020054	4	4	1	514.18310546875	23
VN020055	4	4	1	486.339202880859	23
VN020056	4	4	1	578.943237304688	23
VN020057	4	4	1	536.307922363281	23
VN020060	4	4	1	504.981994628906	23
VN020061	4	4	1	467.555023193359	23
VN020062	4	4	1	714.186401367188	23
VN020063	4	4	1	567.758544921875	23
VN020064	4	4	1	467.317169189453	23
VN020065	4	4	1	482.662017822266	23
VN020066	4	4	1	520.850830078125	23
VN020067	4	4	1	462.845672607422	23
VN020068	4	4	1	547.751647949219	23
VN020069	4	4	1	520.727294921875	23
VN020070	4	4	1	487.973968505859	23
VN020073	4	4	1	447.780822753906	23
VN020075	4	4	1	569.336120605469	23
VN020077	4	4	1	476.929534912109	23
VN020078	4	4	1	622.326904296875	23
VN020079	4	4	1	533.413391113281	23
VN020080	4	4	1	569.769104003906	23
VN020081	4	4	1	628.695983886719	23
VN020083	4	4	1	663.4208984375	23
VN020084	4	4	1	531.452331542969	23
VN020086	4	4	1	622.395629882813	23
VN020087	4	4	1	579.785034179688	23
VN020088	4	4	1	629.684265136719	23
VN020089	4	4	1	532.592346191406	23
VN020090	4	4	1	585.180786132813	23
VN020091	4	4	1	430.616790771484	23
VN020092	4	4	1	605.448364257813	23
VN020094	4	4	1	575.180908203125	23
VN020095	4	4	1	604.21044921875	23
VN020096	4	4	1	598.128295898438	23
VN020097	4	4	1	534.048645019531	23
VN020098	4	4	1	623.853881835938	23
VN020099	4	4	1	545.422058105469	23
VN020100	4	4	1	589.043884277344	23
VN020105	4	4	1	531.730346679688	23
VN020106	4	4	1	543.925476074219	23
VN020108	4	4	1	778.789123535156	23
VN020110	4	4	1	543.601623535156	23
VN020112	4	4	1	622.659301757813	23
VN020113	4	4	1	481.700103759766	23
VN020114	4	4	1	519.631286621094	23
VN020117	4	4	1	546.491821289063	23
VN020118	4	4	1	689.21435546875	23
VN020122	4	4	1	507.954742431641	23
VN020125	4	4	1	521.624145507813	23
VN020129	4	4	1	512.760681152344	23
VN020131	4	4	1	542.009948730469	23
VN020133	4	4	1	615.760375976563	23
VN020135	4	4	1	500.026580810547	23
VN020136	4	4	1	558.67578125	23
VN030001	4	4	1	426.514892578125	23
VN030002	4	4	1	405.644378662109	23
VN030003	4	4	1	622.0390625	23
VN030004	4	4	1	638.734191894531	23
VN030005	4	4	1	432.241455078125	23
VN030006	4	4	1	507.697875976563	23
VN030007	4	4	1	620.964172363281	23
VN030008	4	4	1	704.764587402344	23
VN030009	4	4	1	525.247314453125	23
VN030010	4	4	1	574.929870605469	23
VN030011	4	4	1	553.905639648438	23
VN030012	4	4	1	492.004516601563	23
VN030013	4	4	1	398.081085205078	23
VN030014	4	4	1	625.877563476563	23
VN030015	4	4	1	688.422241210938	23
VN030016	4	4	1	454.332794189453	23
VN030017	4	4	1	463.323150634766	23
VN030018	4	4	1	587.409606933594	23
VN030019	4	4	1	622.106567382813	23
VN030022	4	4	1	590.622924804688	23
VN030023	4	4	1	650.448425292969	23
VN030024	4	4	1	375.554962158203	23
VN030025	4	4	1	540.939514160156	23
VN030026	4	4	1	563.544311523438	23
VN030027	4	4	1	592.372924804688	23
VN030028	4	4	1	564.602172851563	23
VN030029	4	4	1	470.139862060547	23
VN030030	4	4	1	536.586181640625	23
VN030031	4	4	1	383.743316650391	23
VN030032	4	4	1	519.619934082031	23
VN030033	4	4	1	516.267822265625	23
VN030034	4	4	1	494.692901611328	23
VN030035	4	4	1	553.180236816406	23
VN030036	4	4	1	551.306030273438	23
VN030037	4	4	1	551.942443847656	23
VN030038	4	4	1	466.062683105469	23
VN030039	4	4	1	548.09619140625	23
VN030040	4	4	1	514.258117675781	23
VN030041	4	4	1	408.643249511719	23
VN030042	4	4	1	534.68505859375	23
VN030043	4	4	1	519.601989746094	23
VN030044	4	4	1	495.829925537109	23
VN030047	4	4	1	447.135894775391	23
VN030049	4	4	1	581.57861328125	23
VN030050	4	4	1	441.016174316406	23
VN030051	4	4	1	449.494537353516	23
VN030052	4	4	1	748.575134277344	23
VN030055	4	4	1	483.660430908203	23
VN030056	4	4	1	516.129760742188	23
VN030057	4	4	1	526.160583496094	23
VN030058	4	4	1	547.918884277344	23
VN030059	4	4	1	468.168670654297	23
VN030061	4	4	1	448.174377441406	23
VN030062	4	4	1	458.548309326172	23
VN030063	4	4	1	427.783996582031	23
VN030064	4	4	1	461.468139648438	23
VN030065	4	4	1	400.595092773438	23
VN030066	4	4	1	411.345489501953	23
VN030069	4	4	1	514.13330078125	23
VN030070	4	4	1	457.697692871094	23
VN030071	4	4	1	494.515472412109	23
VN030072	4	4	1	599.905822753906	23
VN030073	4	4	1	589.603698730469	23
VN030074	4	4	1	639.075500488281	23
VN030075	4	4	1	438.433532714844	23
VN030077	4	4	1	527.377868652344	23
VN030078	4	4	1	588.866577148438	23
VN030082	4	4	1	596.171997070313	23
VN030083	4	4	1	738.201965332031	23
VN030084	4	4	1	540.277770996094	23
VN030086	4	4	1	583.453186035156	23
VN030087	4	4	1	516.008239746094	23
VN030088	4	4	1	566.067626953125	23
VN030089	4	4	1	493.702697753906	23
VN030090	4	4	1	737.320617675781	23
VN030092	4	4	1	562.319274902344	23
VN030093	4	4	1	476.683135986328	23
VN030094	4	4	1	500.308654785156	23
VN030095	4	4	1	810.728759765625	23
VN030096	4	4	1	588.469360351563	23
VN030097	4	4	1	544.191772460938	23
VN030098	4	4	1	589.859436035156	23
VN030099	4	4	1	516.950927734375	23
VN030100	4	4	1	537.895202636719	23
VN030120	4	4	1	469.322723388672	23
VN030127	4	4	1	535.834411621094	23
VN030129	4	4	1	589.009338378906	23
VN030130	4	4	1	564.32568359375	23
VN030131	4	4	1	521.647216796875	23
VN030132	4	4	1	579.884887695313	23
VN030138	4	4	1	701.998413085938	23
VN040001	4	4	1	651.692687988281	23
VN040002	4	4	1	609.592529296875	23
VN040003	4	4	1	585.437927246094	23
VN040004	4	4	1	579.196044921875	23
VN040005	4	4	1	527.191650390625	23
VN040006	4	4	1	553.286437988281	23
VN040007	4	4	1	527.769348144531	23
VN040008	4	4	1	549.031066894531	23
VN040009	4	4	1	573.841613769531	23
VN040010	4	4	1	537.692077636719	23
VN040012	4	4	1	476.565216064453	23
VN040013	4	4	1	507.269714355469	23
VN040014	4	4	1	507.494110107422	23
VN040015	4	4	1	540.933288574219	23
VN040016	4	4	1	584.305969238281	23
VN040017	4	4	1	580.569458007813	23
VN040018	4	4	1	577.041198730469	23
VN040020	4	4	1	558.734741210938	23
VN040021	4	4	1	600.338806152344	23
VN040022	4	4	1	583.133239746094	23
VN040023	4	4	1	506.615966796875	23
VN040024	4	4	1	665.871276855469	23
VN040025	4	4	1	494.527587890625	23
VN040026	4	4	1	601.357666015625	23
VN040028	4	4	1	669.556945800781	23
VN040029	4	4	1	593.556762695313	23
VN040030	4	4	1	481.844970703125	23
VN040031	4	4	1	468.433898925781	23
VN040032	4	4	1	695.686645507813	23
VN040033	4	4	1	501.830810546875	23
VN040034	4	4	1	689.933959960938	23
VN040035	4	4	1	663.652709960938	23
VN040036	4	4	1	610.508239746094	23
VN040037	4	4	1	504.258117675781	23
VN040038	4	4	1	519.074096679688	23
VN040039	4	4	1	529.189208984375	23
VN040043	4	4	1	711.715698242188	23
VN040044	4	4	1	644.916076660156	23
VN040045	4	4	1	610.887756347656	23
VN040046	4	4	1	632.580322265625	23
VN040047	4	4	1	537.799011230469	23
VN040048	4	4	1	578.294128417969	23
VN040049	4	4	1	597.546813964844	23
VN040050	4	4	1	530.8232421875	23
VN040051	4	4	1	603.266723632813	23
VN040052	4	4	1	637.410949707031	23
VN040053	4	4	1	661.092834472656	23
VN040054	4	4	1	755.188720703125	23
VN040055	4	4	1	759.420776367188	23
VN040056	4	4	1	568.462463378906	23
VN040058	4	4	1	457.905029296875	23
VN040059	4	4	1	525.178283691406	23
VN040060	4	4	1	519.540466308594	23
VN040061	4	4	1	565.0458984375	23
VN040062	4	4	1	603.239990234375	23
VN040063	4	4	1	695.569458007813	23
VN040064	4	4	1	526.127563476563	23
VN040065	4	4	1	550.643432617188	23
VN040066	4	4	1	529.632446289063	23
VN040069	4	4	1	611.054565429688	23
VN040070	4	4	1	554.427673339844	23
VN040071	4	4	1	524.520202636719	23
VN040073	4	4	1	520.87646484375	23
VN040075	4	4	1	592.081298828125	23
VN040076	4	4	1	556.32861328125	23
VN040077	4	4	1	497.569366455078	23
VN040078	4	4	1	517.996765136719	23
VN040079	4	4	1	545.160339355469	23
VN040081	4	4	1	618.233642578125	23
VN040082	4	4	1	570.0283203125	23
VN040083	4	4	1	544.509826660156	23
VN040084	4	4	1	625.821533203125	23
VN040085	4	4	1	562.013549804688	23
VN040087	4	4	1	482.650970458984	23
VN040088	4	4	1	597.327270507813	23
VN040089	4	4	1	666.040649414063	23
VN040090	4	4	1	403.15966796875	23
VN040091	4	4	1	495.227661132813	23
VN040092	4	4	1	599.362243652344	23
VN040093	4	4	1	637.52685546875	23
VN040094	4	4	1	522.743225097656	23
VN040095	4	4	1	735.214172363281	23
VN040096	4	4	1	494.498413085938	23
VN040097	4	4	1	555.435729980469	23
VN040098	4	4	1	544.490600585938	23
VN040100	4	4	1	487.728668212891	23
VN040106	4	4	1	564.795227050781	23
VN040108	4	4	1	560.569702148438	23
VN040113	4	4	1	550.227478027344	23
VN040118	4	4	1	554.196411132813	23
VN040119	4	4	1	519.900512695313	23
VN040122	4	4	1	583.00537109375	23
VN040129	4	4	1	527.239013671875	23
VN040143	4	4	1	442.233184814453	23
VN040145	4	4	1	643.419616699219	23
VN040151	4	4	1	580.615295410156	23
VN040164	4	4	1	480.779815673828	23
VN040171	4	4	1	507.994598388672	23
VN040174	4	4	1	581.996459960938	23
VN050001	4	4	1	588.864807128906	23
VN050002	4	4	1	582.905151367188	23
VN050003	4	4	1	682.161376953125	23
VN050004	4	4	1	511.164520263672	23
VN050005	4	4	1	576.381225585938	23
VN050006	4	4	1	677.170288085938	23
VN050007	4	4	1	539.604187011719	23
VN050008	4	4	1	521.318481445313	23
VN050009	4	4	1	518.709350585938	23
VN050010	4	4	1	666.61376953125	23
VN050011	4	4	1	488.966064453125	23
VN050012	4	4	1	724.112548828125	23
VN050013	4	4	1	623.64501953125	23
VN050014	4	4	1	560.626708984375	23
VN050015	4	4	1	587.681274414063	23
VN050016	4	4	1	593.015319824219	23
VN050017	4	4	1	610.989624023438	23
VN050018	4	4	1	575.508544921875	23
VN050019	4	4	1	527.146667480469	23
VN050021	4	4	1	536.737915039063	23
VN050022	4	4	1	698.535583496094	23
VN050023	4	4	1	537.105590820313	23
VN050024	4	4	1	687.304016113281	23
VN050025	4	4	1	669.238525390625	23
VN050026	4	4	1	430.172302246094	23
VN050027	4	4	1	495.837432861328	23
VN050028	4	4	1	603.278198242188	23
VN050029	4	4	1	566.082153320313	23
VN050031	4	4	1	713.192993164063	23
VN050032	4	4	1	476.089691162109	23
VN050034	4	4	1	532.22998046875	23
VN050035	4	4	1	609.621826171875	23
VN050036	4	4	1	588.407836914063	23
VN050037	4	4	1	798.764953613281	23
VN050038	4	4	1	483.740570068359	23
VN050040	4	4	1	539.999877929688	23
VN050041	4	4	1	570.280578613281	23
VN050042	4	4	1	548.395568847656	23
VN050043	4	4	1	568.296752929688	23
VN050045	4	4	1	574.467041015625	23
VN050046	4	4	1	892.594665527344	23
VN050048	4	4	1	735.933715820313	23
VN050049	4	4	1	640.369445800781	23
VN050050	4	4	1	406.734039306641	23
VN050052	4	4	1	577.206726074219	23
VN050053	4	4	1	537.339416503906	23
VN050054	4	4	1	444.330383300781	23
VN050055	4	4	1	608.275695800781	23
VN050056	4	4	1	547.164428710938	23
VN050057	4	4	1	684.717407226563	23
VN050058	4	4	1	513.269836425781	23
VN050059	4	4	1	565.786682128906	23
VN050060	4	4	1	571.214477539063	23
VN050061	4	4	1	563.683044433594	23
VN050062	4	4	1	502.457427978516	23
VN050065	4	4	1	579.409362792969	23
VN050066	4	4	1	593.671997070313	23
VN050068	4	4	1	492.541076660156	23
VN050069	4	4	1	614.2333984375	23
VN050070	4	4	1	489.910278320313	23
VN050072	4	4	1	502.447723388672	23
VN050073	4	4	1	629.041137695313	23
VN050074	4	4	1	641.267272949219	23
VN050075	4	4	1	423.987762451172	23
VN050076	4	4	1	498.974090576172	23
VN050077	4	4	1	532.472351074219	23
VN050078	4	4	1	464.632385253906	23
VN050079	4	4	1	542.904602050781	23
VN050080	4	4	1	502.553070068359	23
VN050081	4	4	1	532.062744140625	23
VN050082	4	4	1	552.021789550781	23
VN050083	4	4	1	563.62890625	23
VN050085	4	4	1	515.263610839844	23
VN050086	4	4	1	570.916870117188	23
VN050087	4	4	1	534.2646484375	23
VN050089	4	4	1	559.715515136719	23
VN050091	4	4	1	686.7666015625	23
VN050092	4	4	1	547.403564453125	23
VN050093	4	4	1	518.048767089844	23
VN050094	4	4	1	658.254089355469	23
VN050095	4	4	1	552.017822265625	23
VN050096	4	4	1	462.852325439453	23
VN050097	4	4	1	646.216369628906	23
VN050102	4	4	1	573.410888671875	23
VN050105	4	4	1	553.935729980469	23
VN050107	4	4	1	564.539733886719	23
VN050108	4	4	1	624.437194824219	23
VN050109	4	4	1	549.159851074219	23
VN060001	4	4	1	566.401428222656	23
VN060002	4	4	1	536.021667480469	23
VN060003	4	4	1	510.796966552734	23
VN060004	4	4	1	525.85302734375	23
VN060005	4	4	1	606.640441894531	23
VN060006	4	4	1	650.280334472656	23
VN060007	4	4	1	533.150146484375	23
VN060009	4	4	1	535.942016601563	23
VN060010	4	4	1	555.145446777344	23
VN060012	4	4	1	556.502319335938	23
VN060013	4	4	1	536.559204101563	23
VN060014	4	4	1	472.728424072266	23
VN060015	4	4	1	605.644470214844	23
VN060016	4	4	1	527.182250976563	23
VN060018	4	4	1	581.509948730469	23
VN060019	4	4	1	551.833801269531	23
VN060020	4	4	1	564.894348144531	23
VN060023	4	4	1	371.926452636719	23
VN060024	4	4	1	561.649291992188	23
VN060025	4	4	1	475.939270019531	23
VN060026	4	4	1	511.787261962891	23
VN060027	4	4	1	567.401306152344	23
VN060028	4	4	1	492.693786621094	23
VN060029	4	4	1	466.999298095703	23
VN060031	4	4	1	577.535583496094	23
VN060032	4	4	1	555.065063476563	23
VN060033	4	4	1	561.151794433594	23
VN060034	4	4	1	547.12353515625	23
VN060035	4	4	1	598.632141113281	23
VN060036	4	4	1	535.935180664063	23
VN060037	4	4	1	460.007537841797	23
VN060038	4	4	1	528.188110351563	23
VN060039	4	4	1	603.782531738281	23
VN060040	4	4	1	493.596099853516	23
VN060041	4	4	1	590.597351074219	23
VN060043	4	4	1	633.755859375	23
VN060044	4	4	1	518.442932128906	23
VN060045	4	4	1	541.74462890625	23
VN060047	4	4	1	638.115234375	23
VN060048	4	4	1	500.817077636719	23
VN060049	4	4	1	569.07568359375	23
VN060050	4	4	1	686.511901855469	23
VN060051	4	4	1	554.909301757813	23
VN060052	4	4	1	529.147827148438	23
VN060053	4	4	1	419.3681640625	23
VN060054	4	4	1	623.848815917969	23
VN060056	4	4	1	427.086975097656	23
VN060057	4	4	1	533.911376953125	23
VN060058	4	4	1	483.6552734375	23
VN060059	4	4	1	566.752319335938	23
VN060060	4	4	1	576.224426269531	23
VN060061	4	4	1	498.016754150391	23
VN060062	4	4	1	692.263305664063	23
VN060063	4	4	1	497.208923339844	23
VN060064	4	4	1	584.283569335938	23
VN060065	4	4	1	591.903137207031	23
VN060066	4	4	1	582.350280761719	23
VN060067	4	4	1	516.062866210938	23
VN060068	4	4	1	530.93896484375	23
VN060069	4	4	1	702.594421386719	23
VN060070	4	4	1	514.880249023438	23
VN060071	4	4	1	669.885498046875	23
VN060073	4	4	1	496.640930175781	23
VN060074	4	4	1	786.287841796875	23
VN060075	4	4	1	501.222320556641	23
VN060076	4	4	1	529.811096191406	23
VN060077	4	4	1	433.033874511719	23
VN060078	4	4	1	463.590850830078	23
VN060079	4	4	1	523.744140625	23
VN060080	4	4	1	614.095825195313	23
VN060081	4	4	1	748.316589355469	23
VN060082	4	4	1	580.675415039063	23
VN060083	4	4	1	539.292053222656	23
VN060084	4	4	1	523.296691894531	23
VN060085	4	4	1	384.720397949219	23
VN060086	4	4	1	496.549102783203	23
VN060087	4	4	1	595.358825683594	23
VN060088	4	4	1	592.107177734375	23
VN060089	4	4	1	583.666259765625	23
VN060091	4	4	1	705.493041992188	23
VN060092	4	4	1	605.966674804688	23
VN060093	4	4	1	430.545196533203	23
VN060094	4	4	1	497.370300292969	23
VN060095	4	4	1	570.085205078125	23
VN060096	4	4	1	537.521240234375	23
VN060097	4	4	1	533.010437011719	23
VN060098	4	4	1	456.699096679688	23
VN060099	4	4	1	630.913208007813	23
VN060100	4	4	1	544.205139160156	23
VN060103	4	4	1	599.41064453125	23
VN060104	4	4	1	538.834716796875	23
VN060105	4	4	1	569.580139160156	23
VN060106	4	4	1	447.268493652344	23
VN060108	4	4	1	451.980163574219	23
VN060109	4	4	1	441.895202636719	23
VN060111	4	4	1	511.406341552734	23
VN060115	4	4	1	561.031860351563	23
VN060119	4	4	1	562.280700683594	23
VN060127	4	4	1	485.291320800781	23
VN070001	4	4	1	564.114624023438	23
VN070002	4	4	1	439.314056396484	23
VN070003	4	4	1	418.705139160156	23
VN070004	4	4	1	520.196472167969	23
VN070005	4	4	1	545.331359863281	23
VN070006	4	4	1	566.093627929688	23
VN070007	4	4	1	495.268798828125	23
VN070008	4	4	1	548.465515136719	23
VN070009	4	4	1	464.967803955078	23
VN070010	4	4	1	549.970092773438	23
VN070011	4	4	1	449.262756347656	23
VN070012	4	4	1	565.760864257813	23
VN070013	4	4	1	529.641479492188	23
VN070015	4	4	1	558.231018066406	23
VN070016	4	4	1	542.437438964844	23
VN070017	4	4	1	452.867950439453	23
VN070018	4	4	1	597.324584960938	23
VN070019	4	4	1	757.444213867188	23
VN070021	4	4	1	546.207580566406	23
VN070022	4	4	1	596.085632324219	23
VN070023	4	4	1	526.627319335938	23
VN070024	4	4	1	508.572418212891	23
VN070025	4	4	1	503.818603515625	23
VN070026	4	4	1	539.516296386719	23
VN070027	4	4	1	425.868560791016	23
VN070028	4	4	1	550.744384765625	23
VN070029	4	4	1	524.830871582031	23
VN070030	4	4	1	530.415161132813	23
VN070031	4	4	1	551.589050292969	23
VN070032	4	4	1	522.582885742188	23
VN070034	4	4	1	555.147094726563	23
VN070036	4	4	1	571.162658691406	23
VN070037	4	4	1	625.356689453125	23
VN070038	4	4	1	543.464965820313	23
VN070039	4	4	1	545.714599609375	23
VN070040	4	4	1	693.282165527344	23
VN070041	4	4	1	585.5927734375	23
VN070042	4	4	1	493.790191650391	23
VN070043	4	4	1	588.022827148438	23
VN070044	4	4	1	520.969543457031	23
VN070045	4	4	1	632.977661132813	23
VN070046	4	4	1	510.634307861328	23
VN070049	4	4	1	568.967956542969	23
VN070050	4	4	1	592.280517578125	23
VN070051	4	4	1	622.007202148438	23
VN070052	4	4	1	524.116638183594	23
VN070053	4	4	1	609.994995117188	23
VN070054	4	4	1	759.317626953125	23
VN070057	4	4	1	559.923583984375	23
VN070058	4	4	1	650.305786132813	23
VN070059	4	4	1	622.1396484375	23
VN070060	4	4	1	552.08203125	23
VN070063	4	4	1	512.221923828125	23
VN070064	4	4	1	669.740356445313	23
VN070065	4	4	1	840.21044921875	23
VN070066	4	4	1	545.440002441406	23
VN070067	4	4	1	603.916259765625	23
VN070068	4	4	1	640.904357910156	23
VN070069	4	4	1	717.292602539063	23
VN070070	4	4	1	691.704223632813	23
VN070071	4	4	1	508.166168212891	23
VN070072	4	4	1	542.181213378906	23
VN070073	4	4	1	490.392944335938	23
VN070074	4	4	1	553.445495605469	23
VN070075	4	4	1	650.975646972656	23
VN070076	4	4	1	504.619781494141	23
VN070077	4	4	1	470.131896972656	23
VN070078	4	4	1	529.037170410156	23
VN070079	4	4	1	649.635864257813	23
VN070080	4	4	1	486.892822265625	23
VN070081	4	4	1	492.108306884766	23
VN070082	4	4	1	598.102844238281	23
VN070083	4	4	1	549.241455078125	23
VN070084	4	4	1	574.629272460938	23
VN070085	4	4	1	581.728515625	23
VN070086	4	4	1	574.97216796875	23
VN070087	4	4	1	573.884643554688	23
VN070088	4	4	1	541.527770996094	23
VN070090	4	4	1	475.225708007813	23
VN070091	4	4	1	624.353149414063	23
VN070092	4	4	1	521.587585449219	23
VN070093	4	4	1	455.050598144531	23
VN070094	4	4	1	567.748474121094	23
VN070095	4	4	1	602.04541015625	23
VN070097	4	4	1	614.868896484375	23
VN070098	4	4	1	716.082702636719	23
VN070099	4	4	1	584.496887207031	23
VN070100	4	4	1	607.6337890625	23
VN070101	4	4	1	477.384063720703	23
VN070102	4	4	1	532.59765625	23
VN070105	4	4	1	672.489929199219	23
VN070107	4	4	1	461.622650146484	23
VN070116	4	4	1	639.546691894531	23
VN070123	4	4	1	462.677368164063	23
VN070124	4	4	1	570.49658203125	23
VN070125	4	4	1	535.099975585938	23
VN070126	4	4	1	392.622985839844	23
VN080001	4	4	1	491.383544921875	23
VN080002	4	4	1	565.97265625	23
VN080003	4	4	1	554.309387207031	23
VN080004	4	4	1	562.870727539063	23
VN080005	4	4	1	736.155334472656	23
VN080006	4	4	1	371.128173828125	23
VN080008	4	4	1	468.506958007813	23
VN080009	4	4	1	651.104309082031	23
VN080011	4	4	1	557.505249023438	23
VN080012	4	4	1	549.586853027344	23
VN080013	4	4	1	499.607818603516	23
VN080014	4	4	1	599.291198730469	23
VN080015	4	4	1	494.513580322266	23
VN080016	4	4	1	570.786560058594	23
VN080017	4	4	1	529.91845703125	23
VN080018	4	4	1	636.709228515625	23
VN080019	4	4	1	487.406585693359	23
VN080020	4	4	1	590.757568359375	23
VN080021	4	4	1	479.946105957031	23
VN080022	4	4	1	532.521484375	23
VN080024	4	4	1	524.433898925781	23
VN080025	4	4	1	515.735168457031	23
VN080026	4	4	1	622.735717773438	23
VN080027	4	4	1	548.172424316406	23
VN080029	4	4	1	551.399658203125	23
VN080030	4	4	1	675.896728515625	23
VN080031	4	4	1	495.274780273438	23
VN080032	4	4	1	525.980651855469	23
VN080033	4	4	1	513.271606445313	23
VN080034	4	4	1	542.447387695313	23
VN080035	4	4	1	501.046569824219	23
VN080036	4	4	1	589.272705078125	23
VN080037	4	4	1	581.060180664063	23
VN080038	4	4	1	487.463256835938	23
VN080039	4	4	1	604.986083984375	23
VN080040	4	4	1	567.892272949219	23
VN080041	4	4	1	558.378234863281	23
VN080042	4	4	1	697.446655273438	23
VN080045	4	4	1	500.124389648438	23
VN080046	4	4	1	545.415283203125	23
VN080047	4	4	1	490.305603027344	23
VN080048	4	4	1	451.5439453125	23
VN080049	4	4	1	501.943664550781	23
VN080050	4	4	1	715.96044921875	23
VN080051	4	4	1	621.497802734375	23
VN080052	4	4	1	581.9072265625	23
VN080053	4	4	1	649.165954589844	23
VN080055	4	4	1	549.81494140625	23
VN080056	4	4	1	598.397277832031	23
VN080058	4	4	1	599.365966796875	23
VN080059	4	4	1	525.397338867188	23
VN080060	4	4	1	478.655487060547	23
VN080061	4	4	1	442.398376464844	23
VN080062	4	4	1	502.132415771484	23
VN080064	4	4	1	482.882141113281	23
VN080065	4	4	1	430.052337646484	23
VN080066	4	4	1	517.979736328125	23
VN080067	4	4	1	543.614624023438	23
VN080068	4	4	1	527.581481933594	23
VN080069	4	4	1	497.623229980469	23
VN080070	4	4	1	659.081909179688	23
VN080071	4	4	1	596.9423828125	23
VN080072	4	4	1	688.461730957031	23
VN080073	4	4	1	648.539367675781	23
VN080075	4	4	1	666.972900390625	23
VN080076	4	4	1	676.407409667969	23
VN080078	4	4	1	499.090637207031	23
VN080079	4	4	1	704.103576660156	23
VN080080	4	4	1	498.788787841797	23
VN080081	4	4	1	646.570434570313	23
VN080082	4	4	1	620.845703125	23
VN080083	4	4	1	488.695556640625	23
VN080084	4	4	1	524.681335449219	23
VN080085	4	4	1	539.521545410156	23
VN080086	4	4	1	520.680541992188	23
VN080087	4	4	1	589.19287109375	23
VN080088	4	4	1	439.452117919922	23
VN080090	4	4	1	574.414733886719	23
VN080091	4	4	1	733.864196777344	23
VN080092	4	4	1	702.367736816406	23
VN080093	4	4	1	568.30224609375	23
VN080094	4	4	1	577.568664550781	23
VN080095	4	4	1	570.002075195313	23
VN080096	4	4	1	484.436126708984	23
VN080098	4	4	1	649.621887207031	23
VN080099	4	4	1	445.665069580078	23
VN080100	4	4	1	519.363586425781	23
VN080104	4	4	1	565.684448242188	23
VN080107	4	4	1	506.463653564453	23
VN080115	4	4	1	532.011962890625	23
VN080119	4	4	1	547.36767578125	23
VN080120	4	4	1	538.845764160156	23
VN080124	4	4	1	478.507080078125	23
VN080132	4	4	1	588.55517578125	23
VN080142	4	4	1	475.389770507813	23
VN080154	4	4	1	555.009704589844	23
VN080162	4	4	1	492.751586914063	23
