CHILDCODE	ACTIDR4	ACTR5	ACTOWNR5	ACTMTHR5	ACTDAYR5	ACTHRSR5	PYMRECR5	PDCASHR5	PDKINDR5	PDTIMER5	PDNMPCR5	KEEPMYR5
11034	2	3	1	12	30	1	0	 	 	 	 	 
11035	1	2	2	10	24	1	0	 	 	 	 	 
11036	1	3	1	12	30	3	0	 	 	 	 	 
11037	1	2	1	12	30	1	0	 	 	 	 	 
11038	1	2	1	12	12	1	0	 	 	 	 	 
11039	1	2	1	12	30	1	0	 	 	 	 	 
11039	2	1	1	12	20	1	0	 	 	 	 	 
11040	1	3	1	12	30	1	0	 	 	 	 	 
11040	2	2	1	12	30	1	0	 	 	 	 	 
11041	1	2	1	12	16	2	0	 	 	 	 	 
11041	2	1	2	2	20	8	1	50	 	2	 	1
11041	3	3	1	12	30	3	0	 	 	 	 	 
11043	1	2	1	12	30	1	0	 	 	 	 	 
11044	1	2	1	12	30	3	0	 	 	 	 	 
11044	2	3	1	12	30	2	0	 	 	 	 	 
11046	1	2	1	12	12	1	0	 	 	 	 	 
11046	2	7	1	1	3	7	0	 	 	 	 	 
11046	3	3	1	12	30	3	0	 	 	 	 	 
11047	1	2	1	12	30	2	0	 	 	 	 	 
11047	2	3	1	12	30	4	5	 	 	4	 	2
11048	1	2	1	12	30	1	0	 	 	 	 	 
11048	2	4	1	3	16	4	1	30	 	3	 	1
11049	1	2	1	12	16	1	0	 	 	 	 	 
11050	1	2	1	12	30	1	0	 	 	 	 	 
11050	2	4	2	1	16	4	3	250	160	4	 	2
11051	1	2	1	12	30	1	0	 	 	 	 	 
11051	2	3	1	12	5	1	5	 	 	2	 	2
11052	1	2	1	12	20	1	0	 	 	 	 	 
11053	1	2	1	12	30	1	0	 	 	 	 	 
11054	1	2	1	12	30	1	0	 	 	 	 	 
11055	1	2	1	12	16	1	0	 	 	 	 	 
11056	1	2	1	12	7	1	0	 	 	 	 	 
11057	1	2	1	12	20	1	0	 	 	 	 	 
11057	2	3	1	12	20	1	0	 	 	 	 	 
11059	1	2	1	12	30	1	0	 	 	 	 	 
11060	1	2	1	12	30	1	0	 	 	 	 	 
11060	2	3	1	12	30	1	0	 	 	 	 	 
11061	1	2	1	12	20	1	0	 	 	 	 	 
11061	2	3	1	12	12	1	0	 	 	 	 	 
11062	1	2	1	12	3	1	0	 	 	 	 	 
11063	1	2	1	12	30	1	0	 	 	 	 	 
11064	1	3	1	12	30	2	0	 	 	 	 	 
11064	2	2	1	12	30	1	0	 	 	 	 	 
11065	1	2	1	12	30	1	0	 	 	 	 	 
11065	2	1	2	3	20	8	1	50	 	3	 	2
11065	3	1	1	12	12	1	0	 	 	 	 	 
11066	1	2	1	12	30	2	0	 	 	 	 	 
11066	2	3	1	12	30	1	0	 	 	 	 	 
11067	1	7	2	1	15	8	1	40	 	2	 	1
11068	1	2	1	12	30	1	0	 	 	 	 	 
11068	2	4	1	12	30	1	0	 	 	 	 	 
11069	1	2	1	12	5	1	0	 	 	 	 	 
11071	1	2	1	12	14	2	0	 	 	 	 	 
11071	2	3	1	12	30	1	0	 	 	 	 	 
11072	1	2	1	12	20	1	0	 	 	 	 	 
11072	2	3	1	10	12	1	0	 	 	 	 	 
11073	1	2	1	12	30	2	0	 	 	 	 	 
11074	1	2	1	12	30	1	0	 	 	 	 	 
11075	1	4	1	12	7	6	0	 	 	 	 	 
11076	1	2	1	12	30	2	0	 	 	 	 	 
11076	2	3	1	12	30	1	0	 	 	 	 	 
11078	1	3	1	11	30	3	0	 	 	 	 	 
11078	2	4	1	1	1	5	0	 	 	 	 	 
11079	1	2	1	12	30	1	0	 	 	 	 	 
11079	2	3	1	12	30	1	0	 	 	 	 	 
11080	1	2	1	12	30	1	0	 	 	 	 	 
11080	2	3	1	12	20	1	0	 	 	 	 	 
11081	1	2	1	12	30	1	0	 	 	 	 	 
11082	1	2	1	12	30	1	0	 	 	 	 	 
11083	1	3	1	12	30	2	0	 	 	 	 	 
11083	2	2	1	12	30	2	0	 	 	 	 	 
11084	1	2	1	12	30	1	0	 	 	 	 	 
11084	2	6	2	3	4	7	1	30	 	2	 	2
11085	1	2	1	12	12	1	0	 	 	 	 	 
11085	2	3	1	11	30	1	0	 	 	 	 	 
11086	1	2	1	12	30	2	0	 	 	 	 	 
11086	2	3	1	12	30	3	0	 	 	 	 	 
11087	1	2	1	12	30	1	0	 	 	 	 	 
11089	1	2	1	12	12	1	0	 	 	 	 	 
11089	2	4	2	1	1	3	1	16	 	2	 	2
11090	1	3	1	12	30	3	0	 	 	 	 	 
11090	2	7	2	12	8	2	5	 	 	2	 	2
11090	3	2	1	12	30	2	0	 	 	 	 	 
11091	1	2	1	12	28	2	0	 	 	 	 	 
11093	1	2	1	12	20	1	0	 	 	 	 	 
11093	2	3	1	12	15	2	0	 	 	 	 	 
11094	1	2	1	12	30	2	0	 	 	 	 	 
11095	1	2	1	12	30	2	0	 	 	 	 	 
11097	1	2	1	12	30	2	0	 	 	 	 	 
11099	1	2	1	12	5	1	0	 	 	 	 	 
11100	1	2	1	12	30	2	0	 	 	 	 	 
11100	2	3	1	12	30	2	0	 	 	 	 	 
21002	1	2	1	12	20	1	0	 	 	 	 	 
21002	2	3	1	12	30	1	0	 	 	 	 	 
21005	1	1	1	12	24	6	0	 	 	 	 	 
21005	2	3	1	12	30	2	0	 	 	 	 	 
21006	1	2	1	12	20	1	0	 	 	 	 	 
21007	1	2	2	6	20	3	0	 	 	 	 	 
21009	1	3	1	12	2	1	0	 	 	 	 	 
21009	2	2	1	12	7	3	0	 	 	 	 	 
21010	1	2	1	12	30	4	0	 	 	 	 	 
21011	1	2	1	12	30	2	0	 	 	 	 	 
21011	2	4	1	6	12	5	0	 	 	 	 	 
21013	1	2	1	12	20	1	0	 	 	 	 	 
21014	1	2	1	12	20	2	0	 	 	 	 	 
21014	2	3	1	12	10	2	0	 	 	 	 	 
21015	1	2	1	12	15	1	0	 	 	 	 	 
21015	2	3	1	11	12	1	0	 	 	 	 	 
21015	3	1	2	1	8	4	1	20	 	2	 	1
21017	1	2	1	12	30	1	0	 	 	 	 	 
21018	1	2	1	12	30	1	0	 	 	 	 	 
21018	2	3	1	12	16	2	0	 	 	 	 	 
21019	1	2	1	12	30	1	0	 	 	 	 	 
21019	2	4	1	10	10	1	0	 	 	 	 	 
21020	1	2	1	12	3	1	0	 	 	 	 	 
21020	2	3	1	12	4	2	0	 	 	 	 	 
21021	1	1	2	8	24	5	1	60	 	3	 	1
21022	1	2	1	12	30	1	0	 	 	 	 	 
21023	1	3	1	12	16	1	0	 	 	 	 	 
21023	2	2	1	12	12	1	0	 	 	 	 	 
21024	1	2	1	12	30	1	0	 	 	 	 	 
21025	1	2	1	12	30	3	0	 	 	 	 	 
21026	1	1	1	2	8	2	5	 	 	3	 	2
21026	2	2	1	12	20	1	0	 	 	 	 	 
21026	3	3	1	12	20	1	0	 	 	 	 	 
21027	1	1	2	12	16	2	0	 	 	 	 	 
21027	2	2	1	12	28	1	0	 	 	 	 	 
21027	3	3	1	12	28	1	0	 	 	 	 	 
21028	1	2	1	12	30	3	0	 	 	 	 	 
21029	1	1	2	2	4	10	1	25	 	2	 	1
21029	2	2	1	12	3	1	0	 	 	 	 	 
21029	3	3	1	12	5	1	0	 	 	 	 	 
21030	1	2	1	12	20	2	0	 	 	 	 	 
21031	1	2	1	12	30	1	0	 	 	 	 	 
21033	1	1	2	1	15	2	1	10	 	2	 	2
21033	2	4	1	12	28	4	5	 	 	3	 	2
21033	3	2	1	12	28	1	0	 	 	 	 	 
21034	1	2	1	8	3	1	0	 	 	 	 	 
21034	2	4	1	5	5	2	1	22	 	2	 	1
21035	1	1	1	12	8	1	5	 	 	2	 	2
21035	2	2	1	12	30	2	0	 	 	 	 	 
21035	3	2	2	12	30	1	5	 	 	2	 	2
21035	4	3	1	12	30	2	0	 	 	 	 	 
21036	1	2	1	12	20	2	0	 	 	 	 	 
21037	1	2	1	12	30	2	0	 	 	 	 	 
21037	2	1	2	2	23	5	1	20	 	2	 	2
21038	1	2	1	12	12	1	0	 	 	 	 	 
21038	2	4	1	4	4	1	0	 	 	 	 	 
21039	1	4	1	12	30	1	0	 	 	 	 	 
21040	1	2	1	12	20	1	0	 	 	 	 	 
21040	2	1	2	12	20	3	5	 	 	2	 	2
21044	1	2	1	12	24	2	0	 	 	 	 	 
21046	1	2	1	12	30	2	0	 	 	 	 	 
21046	2	6	1	1	4	8	1	50	 	3	 	1
21046	3	3	1	12	30	1	0	 	 	 	 	 
21048	1	2	1	12	30	2	0	 	 	 	 	 
21049	1	1	1	3	20	4	1	15	 	2	 	1
21050	1	1	2	12	4	1	1	15	 	2	 	1
21051	1	1	1	12	8	3	0	 	 	 	 	 
21051	2	2	1	12	30	2	0	 	 	 	 	 
21053	1	2	1	12	3	2	0	 	 	 	 	 
21053	2	3	1	12	8	2	5	 	 	3	 	0
21054	1	4	1	4	16	1	0	 	 	 	 	 
21054	2	3	1	12	30	1	0	 	 	 	 	 
21055	1	2	1	12	30	1	0	 	 	 	 	 
21055	2	1	1	2	12	2	5	 	 	3	 	2
21056	1	2	1	12	12	1	0	 	 	 	 	 
21057	1	2	1	12	2	3	0	 	 	 	 	 
21058	1	2	1	12	7	1	0	 	 	 	 	 
21059	1	2	1	12	30	2	0	 	 	 	 	 
21060	1	2	1	12	4	1	0	 	 	 	 	 
21060	2	4	1	12	7	1	0	 	 	 	 	 
21062	1	2	1	12	8	2	0	 	 	 	 	 
21062	2	7	1	12	4	2	5	 	 	2	 	2
21062	3	3	1	12	3	2	0	 	 	 	 	 
21064	1	2	1	12	30	1	0	 	 	 	 	 
21065	1	2	1	12	12	1	0	 	 	 	 	 
21066	1	2	1	12	30	1	0	 	 	 	 	 
21067	1	2	1	12	30	1	0	 	 	 	 	 
21067	2	3	1	12	30	1	0	 	 	 	 	 
21068	1	4	1	12	7	2	0	 	 	 	 	 
21068	2	2	1	12	5	1	0	 	 	 	 	 
21069	1	2	1	12	30	1	0	 	 	 	 	 
21070	1	2	1	8	4	1	0	 	 	 	 	 
21071	1	2	1	12	30	1	0	 	 	 	 	 
21071	2	1	1	12	4	4	1	20	 	3	 	1
21072	1	2	1	12	30	1	0	 	 	 	 	 
21072	2	6	2	10	1	1	1	30	 	1	 	2
21074	1	2	1	12	30	2	0	 	 	 	 	 
21075	1	1	1	12	8	4	1	8	 	2	 	1
21076	1	2	1	12	5	2	0	 	 	 	 	 
21079	1	1	1	3	30	4	5	 	 	3	 	2
21079	2	2	1	12	30	3	0	 	 	 	 	 
21080	1	2	1	12	6	1	0	 	 	 	 	 
21080	2	3	1	12	30	1	0	 	 	 	 	 
21082	1	2	1	12	30	1	0	 	 	 	 	 
21083	1	2	1	12	30	2	0	 	 	 	 	 
21083	2	3	1	12	4	2	0	 	 	 	 	 
21084	1	1	2	12	4	4	1	25	 	2	 	2
21084	2	2	1	12	24	1	0	 	 	 	 	 
21086	1	3	1	12	30	2	0	 	 	 	 	 
21086	2	2	1	12	20	1	0	 	 	 	 	 
21087	1	2	1	12	30	1	0	 	 	 	 	 
21088	1	2	1	12	3	1	0	 	 	 	 	 
21088	2	1	2	6	2	4	1	15	 	2	 	1
21089	1	1	2	8	2	2	1	20	 	2	 	2
21089	2	2	1	8	2	1	0	 	 	 	 	 
21090	1	2	1	12	20	1	0	 	 	 	 	 
21090	2	7	1	12	8	4	1	15	 	2	 	1
21092	1	2	1	12	30	1	0	 	 	 	 	 
21093	1	2	1	12	30	1	0	 	 	 	 	 
21093	2	3	1	12	30	2	0	 	 	 	 	 
21094	1	1	2	12	4	4	1	15	 	2	 	1
21094	2	2	1	12	20	1	0	 	 	 	 	 
21094	3	3	1	12	30	1	0	 	 	 	 	 
21095	1	2	1	12	30	1	0	 	 	 	 	 
21095	2	1	1	12	16	5	0	 	 	 	 	 
21097	1	2	1	12	30	5	0	 	 	 	 	 
21098	1	2	1	12	30	1	0	 	 	 	 	 
21098	2	3	1	12	12	2	0	 	 	 	 	 
21098	3	1	2	12	16	6	1	30	 	2	 	2
21098	4	1	1	12	8	3	0	 	 	 	 	 
21100	1	2	1	12	20	1	0	 	 	 	 	 
31002	1	2	1	12	30	2	0	 	 	 	 	 
31002	2	1	1	12	30	2	0	 	 	 	 	 
31003	1	2	1	12	20	2	0	 	 	 	 	 
31004	1	2	1	12	30	1	0	 	 	 	 	 
31004	2	3	1	12	24	1	0	 	 	 	 	 
31004	3	1	1	6	8	4	0	 	 	 	 	 
31005	1	1	1	12	28	8	0	 	 	 	 	 
31005	2	2	1	12	28	1	0	 	 	 	 	 
31006	1	3	1	12	20	1	0	 	 	 	 	 
31006	2	2	1	12	20	2	0	 	 	 	 	 
31006	3	1	1	12	30	3	0	 	 	 	 	 
31007	1	2	1	12	24	2	0	 	 	 	 	 
31007	2	3	1	12	30	1	0	 	 	 	 	 
31007	3	1	1	12	30	3	0	 	 	 	 	 
31010	1	3	1	12	20	1	0	 	 	 	 	 
31010	2	2	1	12	20	1	0	 	 	 	 	 
31010	3	1	1	12	16	3	5	 	 	1	 	2
31011	1	3	1	12	20	1	0	 	 	 	 	 
31011	2	2	1	12	20	2	0	 	 	 	 	 
31011	3	1	1	12	20	2	0	 	 	 	 	 
31012	1	1	1	12	30	1	0	 	 	 	 	 
31012	2	2	1	12	8	1	0	 	 	 	 	 
31012	3	1	1	2	12	8	0	 	 	 	 	 
31013	1	2	1	12	30	1	0	 	 	 	 	 
31013	2	1	1	12	8	2	1	15	 	3	 	1
31014	1	2	1	10	30	1	0	 	 	 	 	 
31014	2	1	1	10	30	2	0	 	 	 	 	 
31015	1	1	1	10	24	8	1	20	 	2	 	2
31016	1	2	1	12	20	2	0	 	 	 	 	 
31016	2	1	1	12	15	1	0	 	 	 	 	 
31016	3	1	2	12	8	9	1	25	 	2	 	1
31017	1	2	1	12	30	2	0	 	 	 	 	 
31018	1	2	1	12	16	1	0	 	 	 	 	 
31019	1	2	1	12	30	1	0	 	 	 	 	 
31019	2	3	1	12	30	2	0	 	 	 	 	 
31020	1	3	1	12	30	1	0	 	 	 	 	 
31020	2	2	1	12	30	1	0	 	 	 	 	 
31021	1	1	1	10	20	2	0	 	 	 	 	 
31021	2	2	1	10	28	1	0	 	 	 	 	 
31022	1	2	1	10	8	1	0	 	 	 	 	 
31023	1	2	1	10	20	2	0	 	 	 	 	 
31023	2	3	1	12	20	2	0	 	 	 	 	 
31023	3	7	1	12	1	10	1	30	 	2	 	0
31024	1	2	1	12	30	1	0	 	 	 	 	 
31024	2	3	1	12	30	3	0	 	 	 	 	 
31025	1	7	2	12	1	1	1	8	 	2	 	2
31025	2	2	1	12	12	1	0	 	 	 	 	 
31025	3	3	1	12	30	2	0	 	 	 	 	 
31026	1	2	1	12	30	1	0	 	 	 	 	 
31027	1	2	1	12	30	2	0	 	 	 	 	 
31027	2	3	1	12	30	2	0	 	 	 	 	 
31028	1	3	1	12	14	1	0	 	 	 	 	 
31028	2	2	1	12	30	1	0	 	 	 	 	 
31030	1	2	1	9	5	1	0	 	 	 	 	 
31031	1	2	1	12	30	1	0	 	 	 	 	 
31032	1	2	1	12	30	1	0	 	 	 	 	 
31032	2	3	1	12	30	2	0	 	 	 	 	 
31033	1	1	1	10	28	1	0	 	 	 	 	 
31033	2	2	1	10	28	1	0	 	 	 	 	 
31033	3	7	1	10	28	3	0	 	 	 	 	 
31034	1	2	1	12	30	1	0	 	 	 	 	 
31035	1	2	1	12	30	3	0	 	 	 	 	 
31035	2	1	1	12	4	4	5	 	 	2	 	2
31036	1	1	1	12	4	8	0	 	 	 	 	 
31036	2	2	1	12	30	1	0	 	 	 	 	 
31037	1	1	1	12	8	3	0	 	 	 	 	 
31037	2	2	1	12	30	1	0	 	 	 	 	 
31037	3	3	1	12	8	3	0	 	 	 	 	 
31038	1	2	1	12	30	1	0	 	 	 	 	 
31039	1	2	1	12	30	2	0	 	 	 	 	 
31039	2	1	1	12	30	7	0	 	 	 	 	 
31040	1	2	1	12	28	1	0	 	 	 	 	 
31040	2	3	1	12	24	7	0	 	 	 	 	 
31041	1	2	1	12	28	1	0	 	 	 	 	 
31041	2	1	1	12	2	2	1	15	 	2	 	1
31042	1	2	1	12	3	1	0	 	 	 	 	 
31043	1	3	1	12	30	2	0	 	 	 	 	 
31044	1	2	1	12	20	1	0	 	 	 	 	 
31045	1	1	1	12	16	1	0	 	 	 	 	 
31046	1	1	1	12	8	1	0	 	 	 	 	 
31047	1	2	1	12	24	1	0	 	 	 	 	 
31047	2	1	1	12	30	1	0	 	 	 	 	 
31047	3	3	1	5	8	1	0	 	 	 	 	 
31048	1	3	1	12	30	2	0	 	 	 	 	 
31049	1	1	1	12	4	3	5	 	 	2	 	2
31049	2	3	1	12	5	2	0	 	 	 	 	 
31050	1	2	1	12	30	2	0	 	 	 	 	 
31051	1	4	1	12	8	2	0	 	 	 	 	 
31052	1	1	1	3	12	4	0	 	 	 	 	 
31052	2	2	1	12	30	2	0	 	 	 	 	 
31053	1	2	1	12	28	2	0	 	 	 	 	 
31053	2	3	1	12	16	1	0	 	 	 	 	 
31053	3	4	1	10	26	2	0	 	 	 	 	 
31053	4	6	2	1	1	8	1	45	 	2	 	1
31054	1	2	1	9	5	2	0	 	 	 	 	 
31054	2	3	1	12	24	2	0	 	 	 	 	 
31055	1	2	1	12	20	1	0	 	 	 	 	 
31055	2	3	1	12	30	2	0	 	 	 	 	 
31056	1	3	1	12	30	1	0	 	 	 	 	 
31057	1	1	1	12	30	1	0	 	 	 	 	 
31057	2	2	1	12	30	1	0	 	 	 	 	 
31058	1	2	1	12	30	4	0	 	 	 	 	 
31058	2	1	1	12	30	3	0	 	 	 	 	 
31059	1	1	1	7	10	2	0	 	 	 	 	 
31059	2	2	1	12	30	1	0	 	 	 	 	 
31060	1	1	1	12	8	2	0	 	 	 	 	 
31060	2	2	1	12	20	2	0	 	 	 	 	 
31061	1	3	1	12	12	2	0	 	 	 	 	 
31061	2	2	1	12	28	1	0	 	 	 	 	 
31061	3	1	1	12	4	8	0	 	 	 	 	 
31062	1	2	1	12	30	1	0	 	 	 	 	 
31062	2	3	1	12	30	1	0	 	 	 	 	 
31063	1	2	1	12	14	1	0	 	 	 	 	 
31063	2	2	2	10	14	1	0	 	 	 	 	 
31064	1	1	1	5	3	8	0	 	 	 	 	 
31064	2	2	1	10	5	2	0	 	 	 	 	 
31065	1	2	1	12	30	1	0	 	 	 	 	 
31066	1	2	1	12	30	1	0	 	 	 	 	 
31066	2	1	2	12	8	2	0	 	 	 	 	 
31067	1	2	1	12	30	2	0	 	 	 	 	 
31068	1	2	1	12	30	1	0	 	 	 	 	 
31068	2	1	2	12	4	4	1	10	 	2	 	2
31069	1	2	1	12	20	1	0	 	 	 	 	 
31070	1	2	1	12	20	1	0	 	 	 	 	 
31070	2	1	1	8	20	1	0	 	 	 	 	 
31070	3	1	2	1	2	3	1	20	 	2	 	2
31072	1	2	1	12	7	1	0	 	 	 	 	 
31073	1	2	1	12	30	1	0	 	 	 	 	 
31073	2	1	1	12	8	1	0	 	 	 	 	 
31074	1	2	1	12	20	1	0	 	 	 	 	 
31075	1	3	1	12	20	2	0	 	 	 	 	 
31075	2	1	1	12	4	1	0	 	 	 	 	 
31075	3	1	2	2	20	2	1	50	 	4	 	1
31075	4	2	1	5	20	2	0	 	 	 	 	 
31076	1	2	1	7	12	2	0	 	 	 	 	 
31077	1	2	1	12	14	2	0	 	 	 	 	 
31077	2	1	1	12	14	2	0	 	 	 	 	 
31077	3	2	2	12	14	1	0	 	 	 	 	 
31077	4	1	2	12	10	8	1	10	 	2	 	2
31079	1	2	1	12	12	2	0	 	 	 	 	 
31079	2	1	1	12	8	1	0	 	 	 	 	 
31080	1	2	1	12	30	1	0	 	 	 	 	 
31081	1	2	1	12	12	1	0	 	 	 	 	 
31082	1	3	1	12	28	3	0	 	 	 	 	 
31082	2	2	1	12	28	1	0	 	 	 	 	 
31083	1	3	1	12	30	1	0	 	 	 	 	 
31083	2	2	1	12	30	1	0	 	 	 	 	 
31083	3	1	1	12	30	2	0	 	 	 	 	 
31084	1	3	1	12	5	1	0	 	 	 	 	 
31084	2	2	1	12	5	2	0	 	 	 	 	 
31084	3	1	1	12	7	3	0	 	 	 	 	 
31085	1	1	1	12	8	2	0	 	 	 	 	 
31085	2	2	1	12	30	2	0	 	 	 	 	 
31086	1	 	 	 	 	 	 	 	 	 	 	 
31086	2	 	 	 	 	 	 	 	 	 	 	 
31088	1	2	1	12	30	3	0	 	 	 	 	 
31088	2	3	1	12	30	2	0	 	 	 	 	 
31089	1	2	1	12	8	2	0	 	 	 	 	 
31089	2	1	2	2	20	8	1	10	 	2	 	2
31089	3	1	1	12	8	5	0	 	 	 	 	 
31090	1	1	1	12	24	1	0	 	 	 	 	 
31090	2	2	1	12	30	3	0	 	 	 	 	 
31092	1	2	1	12	16	1	0	 	 	 	 	 
31092	2	3	1	12	30	1	0	 	 	 	 	 
31093	1	2	1	12	14	2	0	 	 	 	 	 
31093	2	1	1	12	4	9	0	 	 	 	 	 
31093	3	3	1	12	30	1	0	 	 	 	 	 
31094	1	1	1	12	4	9	0	 	 	 	 	 
31095	1	2	1	12	30	2	0	 	 	 	 	 
31095	2	1	1	12	30	1	0	 	 	 	 	 
31096	1	2	1	12	24	3	0	 	 	 	 	 
31096	2	3	1	12	24	2	0	 	 	 	 	 
31098	1	1	1	12	8	2	0	 	 	 	 	 
31100	1	3	1	12	30	1	0	 	 	 	 	 
31100	2	2	1	12	30	1	0	 	 	 	 	 
31100	3	6	2	1	3	1	1	5	 	2	 	2
41001	1	2	1	12	30	2	0	 	 	 	 	 
41001	2	1	1	12	30	1	0	 	 	 	 	 
41001	3	1	2	12	4	5	1	25	 	2	 	2
41002	1	2	1	12	30	1	0	 	 	 	 	 
41002	2	3	1	12	30	1	0	 	 	 	 	 
41002	3	4	1	12	1	5	1	20	 	2	 	2
41003	1	1	1	12	4	2	0	 	 	 	 	 
41003	2	2	1	12	12	1	0	 	 	 	 	 
41004	1	1	1	2	8	8	0	 	 	 	 	 
41004	2	2	1	12	20	1	0	 	 	 	 	 
41005	1	2	1	12	30	1	0	 	 	 	 	 
41005	2	1	1	4	4	5	0	 	 	 	 	 
41006	1	2	1	12	30	1	0	 	 	 	 	 
41006	2	1	1	12	4	5	0	 	 	 	 	 
41007	1	2	1	12	30	2	0	 	 	 	 	 
41007	2	3	1	12	30	2	0	 	 	 	 	 
41008	1	2	1	12	12	1	0	 	 	 	 	 
41008	2	3	1	12	12	1	0	 	 	 	 	 
41008	3	4	1	12	8	1	0	 	 	 	 	 
41009	1	2	1	12	12	1	0	 	 	 	 	 
41009	2	3	1	12	4	2	0	 	 	 	 	 
41009	3	6	2	3	30	15	1	700	 	4	 	1
41011	1	2	1	12	28	1	0	 	 	 	 	 
41011	2	6	2	12	4	9	1	17	 	2	 	2
41011	3	1	1	2	28	9	0	 	 	 	 	 
41012	1	2	1	12	2	2	0	 	 	 	 	 
41012	2	1	1	12	8	2	0	 	 	 	 	 
41012	3	6	2	12	8	4	1	20	 	2	 	2
41013	1	2	1	12	30	1	0	 	 	 	 	 
41013	2	4	1	1	1	12	0	 	 	 	 	 
41014	1	2	1	12	12	1	0	 	 	 	 	 
41014	2	4	1	12	8	2	0	 	 	 	 	 
41014	3	4	2	12	4	7	0	 	 	 	 	 
41015	1	2	1	12	30	2	0	 	 	 	 	 
41016	1	2	1	12	28	1	0	 	 	 	 	 
41016	2	4	1	12	8	8	0	 	 	 	 	 
41017	1	1	1	12	20	1	0	 	 	 	 	 
41017	2	2	1	12	20	1	0	 	 	 	 	 
41017	3	4	2	12	8	6	1	10	 	2	 	2
41018	1	2	1	12	30	2	0	 	 	 	 	 
41018	2	3	1	12	30	1	0	 	 	 	 	 
41018	3	1	1	12	4	7	0	 	 	 	 	 
41019	1	2	1	12	20	1	0	 	 	 	 	 
41020	1	2	1	12	30	1	0	 	 	 	 	 
41021	1	2	1	12	30	1	0	 	 	 	 	 
41022	1	1	1	12	30	1	0	 	 	 	 	 
41022	2	2	1	12	20	2	0	 	 	 	 	 
41023	1	2	1	12	30	1	0	 	 	 	 	 
41023	2	1	1	12	8	3	0	 	 	 	 	 
41024	1	3	1	12	30	1	0	 	 	 	 	 
41024	2	1	1	12	16	8	0	 	 	 	 	 
41024	3	6	2	12	12	8	1	30	 	2	 	2
41025	1	1	1	12	30	1	0	 	 	 	 	 
41025	2	2	1	12	30	1	0	 	 	 	 	 
41025	3	3	1	12	30	1	0	 	 	 	 	 
41026	1	2	1	10	30	2	0	 	 	 	 	 
