PLACEID	TYWKIDR4	TYPWMALE	TYPWFMLE
11	3	300	150
11	4	-1111	-1111
11	5	500	400
11	6	-1111	-1111
11	7	-1111	-1111
11	8	200	200
11	9	300	-1111
11	10	100	100
11	11	200	200
11	12	400	300
11	13	-1111	-1111
12	1	70	50
12	2	-1111	-1111
12	3	300	150
12	4	-1111	-1111
12	5	200	-1111
12	6	-1111	-1111
12	7	-1111	60
12	8	80	-1111
12	9	150	-111
12	10	-1111	-1111
12	11	80	-1111
12	12	130	-1111
12	13	-1111	-1111
13	1	-2222	-2222
13	2	-1111	-1111
13	3	200	130
13	4	-1111	-1111
13	5	-1111	-1111
13	6	-1111	-1111
13	7	-1111	100
13	8	130	-1111
13	9	200	-1111
13	10	300	-1111
13	11	-1111	-1111
13	12	250	100
13	13	-1111	-1111
14	1	-2222	-2222
14	2	-1111	-1111
14	3	300	150
14	4	170	-1111
14	5	-1111	-1111
14	6	-1111	-1111
14	7	-1111	-1111
14	8	-1111	-1111
14	9	-1111	-1111
14	10	-1111	-1111
14	11	-1111	-1111
14	12	250	-1111
14	13	-1111	-1111
15	1	70	60
15	2	150	-1111
15	3	300	150
15	4	-1111	120
15	5	150	-1111
15	6	-1111	-1111
15	7	-1111	-1111
15	8	-1111	-1111
15	9	-1111	-1111
15	10	-1111	-1111
15	11	100	-1111
15	12	120	-1111
15	13	0	0
16	1	-2222	-2222
16	2	-1111	-1111
16	3	300	150
16	4	200	150
16	5	-1111	-1111
16	6	-1111	-1111
16	7	-1111	-1111
16	8	-1111	-1111
16	9	-1111	-1111
16	10	-1111	-1111
16	11	-1111	-1111
16	12	250	-1111
16	13	-1111	-1111
17	1	150	100
17	2	-1111	-1111
17	3	350	200
17	4	-1111	-1111
17	5	330	-1111
17	6	-1111	-1111
17	7	-1111	-1111
17	8	-1111	-1111
17	9	400	-1111
17	10	-1111	-1111
17	11	-1111	-1111
17	12	150	50
17	13	100	100
18	1	116	80
18	2	-1111	0
18	3	280	150
18	4	-1111	0
18	5	-1111	0
18	6	-1111	0
18	7	-111	0
18	8	0	0
18	9	-1111	0
18	10	-1111	0
18	11	-1111	0
18	12	-1111	0
18	13	-1111	0
19	1	200	120
19	2	-1111	-1111
19	3	250	120
19	4	-1111	120
19	5	-1111	-1111
19	6	-1111	-1111
19	7	-1111	-1111
19	8	-1111	-1111
19	9	-1111	-1111
19	10	-1111	-1111
19	11	-1111	-1111
19	12	150	100
19	13	100	100
20	1	-2222	-2222
20	2	-1111	-1111
20	3	300	250
20	4	200	150
20	5	-1111	-1111
20	6	-1111	-1111
20	7	-1111	-1111
20	8	-1111	-1111
20	9	200	-1111
20	10	-1111	-1111
20	11	-1111	-1111
20	12	250	250
20	13	-1111	-1111
21	1	-2222	-2222
21	2	-1111	-1111
21	3	300	150
21	4	-1111	-1111
21	5	-1111	-1111
21	6	-1111	-1111
21	7	-1111	-1111
21	8	-1111	-1111
21	9	-1111	-1111
21	10	-1111	-1111
21	11	-1111	-1111
21	12	250	-1111
21	13	-1111	-1111
22	1	-1111	-1111
22	2	-2222	-1111
22	3	200	-1111
22	4	250	100
22	5	-1111	-1111
22	6	-1111	-1111
22	7	-1111	-1111
22	8	-1111	-1111
22	9	-1111	-1111
22	10	-1111	-1111
22	11	-1111	-1111
22	12	200	100
22	13	100	100
23	1	150	100
23	2	300	-1111
23	3	350	-1111
23	4	-1111	100
23	5	400	-1111
23	6	200	-1111
23	7	-1111	-1111
23	8	200	-1111
23	9	250	-1111
23	10	400	-1111
23	11	-1111	-1111
23	12	250	150
23	13	-1111	-1111
24	1	100	80
24	2	150	100
24	3	250	150
24	4	-1111	-1111
24	5	300	-1111
24	6	150	-1111
24	7	-1111	100
24	8	150	100
24	9	300	-1111
24	10	250	125
24	11	-1111	-1111
24	12	250	120
24	13	-1111	-1111
25	1	200	160
25	2	200	150
25	3	350	200
25	4	300	150
25	5	-1111	-1111
25	6	200	-1111
25	7	-1111	150
25	8	200	150
25	9	300	-1111
25	10	300	200
25	11	-1111	-1111
25	12	450	300
25	13	-1111	-1111
26	1	120	100
26	2	125	0
26	3	350	0
26	4	250	0
26	5	300	0
26	6	150	0
26	7	0	100
26	8	120	100
26	9	250	0
26	10	250	0
26	11	0	0
26	12	300	120
26	13	0	0
27	1	-1111	-1111
27	2	-1111	-1111
27	3	300	150
27	4	-1111	-1111
27	5	250	-1111
27	6	-1111	-1111
27	7	-1111	-1111
27	8	-1111	-1111
27	9	-1111	-1111
27	10	-1111	-1111
27	11	200	-1111
27	12	-1111	-1111
27	13	-1111	-1111
28	1	250	250
28	2	-1111	-1111
28	3	300	150
28	4	-1111	-1111
28	5	300	-1111
28	6	-1111	-1111
28	7	-1111	-1111
28	8	-1111	-1111
28	9	-1111	-1111
28	10	-1111	-1111
28	11	-1111	-1111
28	12	350	250
28	13	-1111	-1111
29	1	200	200
29	2	100	100
29	3	250	150
29	4	-1111	-1111
29	5	200	-1111
29	6	-1111	-1111
29	7	-1111	-1111
29	8	100	100
29	9	200	-1111
29	10	-1111	-1111
29	11	-1111	-1111
29	12	200	200
29	13	-1111	-1111
30	1	-1111	-1111
30	2	-1111	-1111
30	3	200	150
30	4	-1111	-1111
30	5	300	-1111
30	6	-1111	-1111
30	7	-1111	-1111
30	8	-1111	-1111
30	9	-1111	-1111
30	10	-1111	-1111
30	11	-1111	-1111
30	12	-1111	150
30	13	-1111	-1111
31	1	-1111	-1111
31	2	-1111	-1111
31	3	300	200
31	4	-1111	-1111
31	5	400	-1111
31	6	-1111	-1111
31	7	-1111	-1111
31	8	-1111	-1111
31	9	-1111	-1111
31	10	-1111	-1111
31	11	-1111	-1111
31	12	-1111	200
31	13	-1111	-1111
32	1	-1111	-1111
32	2	-1111	-1111
32	3	300	150
32	4	-1111	-1111
32	5	300	-1111
32	6	-1111	-1111
32	7	-1111	-1111
32	8	-1111	-1111
32	9	-1111	-1111
32	10	-1111	-1111
32	11	-1111	-1111
32	12	200	-1111
32	13	-1111	-1111
33	1	350	350
33	2	500	-1111
33	3	400	250
33	4	150	150
33	5	500	-1111
33	6	250	-1111
33	7	-1111	100
33	8	100	100
33	9	300	300
33	10	300	300
33	11	250	250
33	12	400	400
33	13	-1111	-1111
34	1	300	300
34	2	200	200
34	3	300	250
34	4	250	250
34	5	500	400
34	6	300	-1111
34	7	-1111	150
34	8	250	200
34	9	350	-1111
34	10	300	300
34	11	200	200
34	12	500	400
34	13	-1111	-1111
35	1	100	100
35	2	100	-1111
35	3	280	150
35	4	-1111	-1111
35	5	150	-1111
35	6	-1111	-1111
35	7	-1111	-1111
35	8	-1111	-1111
35	9	200	-1111
35	10	-1111	-1111
35	11	-1111	-1111
35	12	200	200
35	13	-1111	-1111
36	1	100	100
36	2	-1111	-1111
36	3	300	200
36	4	-1111	-1111
36	5	350	-1111
36	6	-1111	-1111
36	7	-1111	-1111
36	8	-1111	-1111
36	9	-1111	-1111
36	10	-1111	-1111
36	11	-1111	-1111
36	12	150	100
36	13	-1111	-1111
37	1	100	100
37	2	150	100
37	3	350	200
37	4	-1111	-1111
37	5	150	-1111
37	6	-1111	-1111
37	7	-1111	-1111
37	8	-1111	-1111
37	9	-1111	-1111
37	10	-1111	-1111
37	11	-1111	-1111
37	12	200	100
37	13	-1111	-1111
38	1	150	100
38	2	-1111	-1111
38	3	150	120
38	4	-1111	-1111
38	5	400	-1111
38	6	-1111	-1111
38	7	-1111	-1111
38	8	-1111	-1111
38	9	-1111	-1111
38	10	-1111	-1111
38	11	-1111	-1111
38	12	300	150
38	13	-1111	-1111
40	1	100	100
40	2	150	100
40	3	150	150
40	4	-1111	-1111
40	5	150	-1111
40	6	-1111	-1111
40	7	-1111	-1111
40	8	-1111	-1111
40	9	-1111	-1111
40	10	-1111	-1111
40	11	-1111	-1111
40	12	-1111	-1111
40	13	-1111	-1111
41	1	120	120
41	2	-1111	-1111
41	3	200	120
41	4	-1111	-1111
41	5	300	-1111
41	6	-1111	-1111
41	7	-1111	-1111
41	8	-1111	-1111
41	9	-1111	-1111
41	10	-1111	-1111
41	11	-1111	-1111
41	12	200	150
41	13	0	0
42	1	150	150
42	2	-1111	-1111
42	3	200	-200
42	4	-1111	-1111
42	5	300	300
42	6	200	-1111
42	7	-1111	-1111
42	8	-1111	-1111
42	9	300	-1111
42	10	-1111	-1111
42	11	-1111	-1111
42	12	200	150
42	13	-1111	-1111
43	1	150	150
43	2	-1111	-1111
43	3	250	120
43	4	-1111	-1111
43	5	200	200
43	6	-1111	-1111
43	7	-1111	-1111
43	8	-1111	-1111
43	9	200	-1111
43	10	-1111	-1111
43	11	-1111	-1111
43	12	150	80
43	13	-1111	-1111
44	1	150	150
44	2	-1111	-1111
44	3	200	150
44	4	-1111	-1111
44	5	250	250
44	6	-1111	-1111
44	7	-1111	-1111
44	8	-1111	-1111
44	9	200	-1111
44	10	-1111	-1111
44	11	-1111	-1111
44	12	150	100
44	13	-1111	-1111
45	1	150	150
45	2	-1111	-1111
45	3	400	200
45	4	-1111	-1111
45	5	200	-1111
45	6	-1111	-1111
45	7	-1111	-1111
45	8	-1111	-1111
45	9	-1111	-1111
45	10	-1111	-1111
45	11	-1111	-1111
45	12	200	100
45	13	-1111	-1111
46	1	250	250
46	2	-1111	-1111
46	3	350	130
46	4	-1111	-1111
46	5	300	-1111
46	6	-1111	-1111
46	7	-1111	-1111
46	8	-1111	-1111
46	9	-1111	-1111
46	10	-1111	-1111
46	11	-1111	-1111
46	12	200	150
46	13	-1111	-1111
47	1	200	100
47	2	150	-1111
47	3	400	200
47	4	-1111	-1111
47	5	400	400
47	6	-1111	-1111
47	7	150	150
47	8	200	200
47	9	300	-1111
47	10	250	100
47	11	-1111	-1111
47	12	300	-1111
47	13	-1111	-1111
48	1	150	130
48	2	-1111	-1111
48	3	200	160
48	4	-1111	-1111
48	5	-1111	-1111
48	6	-1111	-1111
48	7	-1111	100
48	8	200	150
48	9	-1111	-1111
48	10	-1111	-1111
48	11	-1111	-1111
48	12	300	180
48	13	-1111	-1111
49	1	350	120
49	2	-1111	-1111
49	3	340	180
49	4	400	-1111
49	5	-1111	-1111
49	6	250	-1111
49	7	-1111	250
49	8	180	150
49	9	-1111	-1111
49	10	-1111	-1111
49	11	-1111	-1111
49	12	450	350
49	13	-1111	-1111
50	1	3500	2000
50	2	-1111	-1111
50	3	450	250
50	4	-1111	-1111
50	5	6500	4500
50	6	-1111	-1111
50	7	-1111	-1111
50	8	-1111	-1111
50	9	-1111	-1111
50	10	-1111	-1111
50	11	-1111	-1111
50	12	350	280
50	13	-1111	-1111
51	1	300	150
51	2	-1111	-1111
51	3	350	180
51	4	-1111	-1111
51	5	-1111	-1111
51	6	-1111	-1111
51	7	-1111	-1111
51	8	-1111	-1111
51	9	-1111	-1111
51	10	-1111	-1111
51	11	-1111	-1111
51	12	450	250
51	13	0	0
52	1	200	100
52	2	-1111	-1111
52	3	300	200
52	4	-1111	-1111
52	5	-7777	-7777
52	6	-77777	-7777
52	7	-1111	200
52	8	250	200
52	9	260	-1111
52	10	-1111	-1111
52	11	150	100
52	12	450	150
52	13	-7777	-7777
53	1	150	120
53	2	-1111	-1111
53	3	300	200
53	4	-1111	-1111
53	5	-1111	-1111
53	6	-1111	-1111
53	7	-1111	150
53	8	300	300
53	9	-1111	-1111
53	10	-1111	-1111
53	11	200	200
53	12	300	200
53	13	-1111	-1111
54	1	5000	3000
54	2	-1111	-1111
54	3	300	200
54	4	-1111	-1111
54	5	-1111	-1111
54	6	-1111	-1111
54	7	-1111	-1111
54	8	250	250
54	9	-1111	-1111
54	10	-1111	-1111
54	11	-1111	-1111
54	12	350	250
54	13	-1111	-1111
55	1	300	120
55	2	-1111	-1111
55	3	300	180
55	4	-1111	-1111
55	5	-1111	-1111
55	6	-1111	-1111
55	7	-1111	-1111
55	8	-1111	-1111
55	9	-1111	-1111
55	10	-1111	-1111
55	11	-1111	-1111
55	12	350	120
55	13	-1111	-1111
56	1	2000	2000
56	2	350	200
56	3	350	200
56	4	0	0
56	5	0	0
56	6	0	0
56	7	0	0
56	8	3500	2500
56	9	2500	0
56	10	0	100
56	11	0	0
56	12	450	300
56	13	0	0
57	1	1500	1500
57	2	0	0
57	3	350	200
57	4	200	100
57	5	6000	0
57	6	0	0
57	7	0	150
57	8	2500	2500
57	9	200	0
57	10	0	80
57	11	0	0
57	12	450	350
57	13	0	0
58	1	200	150
58	2	-1111	-1111
58	3	300	200
58	4	-1111	-1111
58	5	-1111	-1111
58	6	-1111	-1111
58	7	-1111	-1111
58	8	-1111	-1111
58	9	-1111	-1111
58	10	-1111	-1111
58	11	-1111	-1111
58	12	400	300
58	13	0	0
61	1	-1111	-1111
61	2	100	-1111
61	3	250	150
61	4	150	150
61	5	-1111	-1111
61	6	100	-1111
61	7	-1111	-1111
61	8	-1111	-1111
61	9	150	-1111
61	10	-1111	-1111
61	11	-1111	-1111
61	12	300	150
61	13	-1111	-1111
62	1	50	50
62	2	100	-1111
62	3	250	150
62	4	-1111	-1111
62	5	200	-1111
62	6	-1111	-1111
62	7	-1111	-1111
62	8	100	-1111
62	9	200	-1111
62	10	-1111	-1111
62	11	-1111	-1111
62	12	150	100
62	13	-1111	-1111
63	1	-1111	-1111
63	2	200	-1111
63	3	250	120
63	4	-1111	-1111
63	5	200	-1111
63	6	400	-1111
63	7	-1111	-1111
63	8	-1111	-1111
63	9	300	-1111
63	10	250	150
63	11	-1111	-1111
63	12	300	160
63	13	-1111	-1111
64	1	-1111	-1111
64	2	200	-1111
64	3	250	200
64	4	200	150
64	5	200	-1111
64	6	180	-1111
64	7	-1111	-1111
64	8	150	-1111
64	9	3000	-1111
64	10	-1111	100
64	11	-1111	-1111
64	12	300	150
64	13	-1111	-1111
65	1	-1111	-1111
65	2	-1111	-1111
65	3	200	160
65	4	180	130
65	5	300	-1111
65	6	-1111	-1111
65	7	-1111	-1111
65	8	150	-1111
65	9	200	-1111
65	10	-1111	100
65	11	-1111	-1111
65	12	300	120
65	13	-1111	-1111
66	1	-1111	-1111
66	2	120	-1111
66	3	300	150
66	4	250	180
66	5	-1111	-1111
66	6	200	-1111
66	7	-1111	-1111
66	8	180	-1111
66	9	350	-1111
66	10	-1111	80
66	11	-1111	100
66	12	300	200
66	13	-1111	-1111
67	1	-1111	-1111
67	2	150	-1111
67	3	300	200
67	4	200	-1111
67	5	250	-1111
67	6	200	-1111
67	7	-1111	-1111
67	8	-1111	-1111
67	9	300	-1111
67	10	-1111	110
67	11	-1111	-1111
67	12	300	200
67	13	-1111	-1111
68	1	-1111	-1111
68	2	150	-1111
68	3	250	170
68	4	250	-1111
68	5	300	250
68	6	200	-1111
68	7	-1111	-1111
68	8	180	120
68	9	300	-1111
68	10	-1111	100
68	11	-1111	-1111
68	12	400	200
68	13	-1111	-1111
69	1	-1111	70
69	2	100	-1111
69	3	250	150
69	4	-1111	-1111
69	5	150	-1111
69	6	-1111	-1111
69	7	-1111	-1111
69	8	-1111	-1111
69	9	250	-1111
69	10	-1111	-1111
69	11	-1111	-1111
69	12	400	250
69	13	-1111	-1111
70	1	120	90
70	2	50	-1111
70	3	250	150
70	4	-1111	-1111
70	5	200	-1111
70	6	500	-1111
70	7	-1111	-1111
70	8	-1111	-1111
70	9	230	-1111
70	10	-1111	90
70	11	200	-1111
70	12	300	200
70	13	-1111	-1111
71	1	-1111	100
71	2	-1111	-1111
71	3	200	150
71	4	-1111	-1111
71	5	200	-1111
71	6	-1111	-1111
71	7	-1111	-1111
71	8	-1111	-1111
71	9	-1111	-1111
71	10	-1111	-1111
71	11	-1111	-1111
71	12	350	200
71	13	-1111	-1111
72	1	150	100
72	2	-1111	-1111
72	3	200	150
72	4	-1111	-1111
72	5	400	-1111
72	6	-1111	-1111
72	7	-1111	-1111
72	8	100	-1111
72	9	150	-1111
72	10	-1111	-1111
72	11	-1111	-1111
72	12	220	80
72	13	-1111	-1111
73	1	100	100
73	2	-1111	-1111
73	3	200	150
73	4	-1111	-1111
73	5	-1111	-1111
73	6	-1111	-1111
73	7	-1111	-1111
73	8	-1111	-1111
73	9	-1111	-1111
73	10	-1111	-1111
73	11	-1111	-1111
73	12	200	150
73	13	-1111	-1111
74	1	200	200
74	2	100	100
74	3	200	150
74	4	-1111	-1111
74	5	400	400
74	6	200	150
74	7	-1111	-1111
74	8	100	-1111
74	9	200	-1111
74	10	500	200
74	11	-1111	-1111
74	12	200	150
74	13	-1111	-1111
75	1	-1111	100
75	2	100	-1111
75	3	200	150
75	4	-1111	-1111
75	5	-1111	-1111
75	6	-1111	-1111
75	7	-1111	-1111
75	8	100	100
75	9	-1111	-1111
75	10	-1111	-1111
75	11	-1111	-1111
75	12	250	100
75	13	-1111	-1111
76	1	200	115
76	2	-1111	-1111
76	3	300	150
76	4	-1111	-1111
76	5	-1111	-1111
76	6	-1111	-1111
76	7	-1111	-1111
76	8	-1111	-1111
76	9	-1111	-1111
76	10	500	300
76	11	350	-1111
76	12	300	200
76	13	-1111	-1111
77	1	200	125
77	2	-1111	-1111
77	3	350	200
77	4	-1111	-1111
77	5	225	-1111
77	6	-1111	-1111
77	7	-1111	-1111
77	8	-1111	-1111
77	9	350	-1111
77	10	350	250
77	11	-1111	-1111
77	12	300	150
77	13	-1111	-1111
78	1	-1111	-1111
78	2	200	-1111
78	3	350	200
78	4	200	-1111
78	5	250	-1111
78	6	150	-1111
78	7	-1111	-1111
78	8	120	-1111
78	9	300	-1111
78	10	-1111	100
78	11	-1111	-1111
78	12	400	250
78	13	-1111	-1111
79	1	150	100
79	2	-1111	-1111
79	3	300	200
79	4	-1111	-1111
79	5	150	-1111
79	6	-1111	-1111
79	7	-1111	-1111
79	8	-1111	-1111
79	9	500	-1111
79	10	400	300
79	11	-1111	-1111
79	12	400	200
79	13	-1111	-1111
80	1	-1111	-1111
80	2	200	-1111
80	3	300	200
80	4	-1111	-1111
80	5	200	-1111
80	6	600	-1111
80	7	-1111	-1111
80	8	-1111	-1111
80	9	-1111	-1111
80	10	400	-1111
80	11	300	-1111
80	12	200	150
80	13	-1111	-1111
81	1	-1111	100
81	2	-1111	-1111
81	3	200	200
81	4	-1111	-1111
81	5	200	-1111
81	6	-1111	-1111
81	7	-1111	-1111
81	8	100	100
81	9	200	-1111
81	10	-1111	-1111
81	11	-1111	-1111
81	12	300	300
81	13	-1111	-1111
82	1	150	150
82	2	-1111	-1111
82	3	250	200
82	4	-1111	-1111
82	5	450	450
82	6	-1111	-1111
82	7	-1111	-1111
82	8	100	-1111
82	9	200	-1111
82	10	-1111	-1111
82	11	150	-1111
82	12	250	200
82	13	-1111	-1111
83	1	100	100
83	2	120	100
83	3	250	180
83	4	-1111	-1111
83	5	300	-1111
83	6	-1111	-1111
83	7	-1111	-1111
83	8	150	100
83	9	200	-1111
83	10	-1111	-1111
83	11	120	-1111
83	12	250	100
83	13	-1111	-1111
84	1	150	150
84	2	150	-1111
84	3	400	200
84	4	-1111	-1111
84	5	200	-1111
84	6	-1111	-1111
84	7	-1111	-1111
84	8	100	100
84	9	200	-1111
84	10	-1111	-1111
84	11	100	-1111
84	12	200	150
84	13	-1111	-1111
85	1	-1111	100
85	2	-1111	-1111
85	3	200	200
85	4	-1111	-1111
85	5	350	-1111
85	6	-1111	-1111
85	7	-1111	-1111
85	8	100	100
85	9	200	-1111
85	10	-1111	-1111
85	11	300	-1111
85	12	200	200
85	13	-1111	-1111
86	1	300	200
86	2	200	-1111
86	3	300	250
86	4	250	250
86	5	600	600
86	6	200	-1111
86	7	-1111	100
86	8	150	150
86	9	300	-1111
86	10	200	200
86	11	-1111	-1111
86	12	400	400
86	13	-1111	-1111
87	1	250	200
87	2	150	-1111
87	3	300	250
87	4	200	-1111
87	5	400	400
87	6	200	-1111
87	7	-1111	100
87	8	150	150
87	9	250	-1111
87	10	200	150
87	11	-1111	-1111
87	12	300	300
87	13	-1111	-1111
88	1	300	300
88	2	200	-1111
88	3	300	250
88	4	250	-1111
88	5	600	600
88	6	250	-1111
88	7	-1111	100
88	8	150	150
88	9	250	-1111
88	10	300	200
88	11	-1111	-1111
88	12	350	300
88	13	-1111	-1111
89	1	100	80
89	2	40	30
89	3	350	150
89	4	200	150
89	5	400	200
89	6	150	100
89	7	100	100
89	8	100	100
89	9	200	100
89	10	300	200
89	11	0	0
89	12	400	200
89	13	0	0
90	1	250	250
90	2	200	-1111
90	3	300	250
90	4	250	250
90	5	300	260
90	6	210	-1111
90	7	200	200
90	8	200	200
90	9	300	-1111
90	10	200	210
90	11	-1111	-1111
90	12	300	300
90	13	250	250
91	1	100	100
91	2	50	0
91	3	350	300
91	4	210	210
91	5	300	300
91	6	200	0
91	7	0	50
91	8	45	0
91	9	450	0
91	10	0	100
91	11	0	0
91	12	450	300
91	13	0	0
92	1	150	100
92	2	-1111	-1111
92	3	300	130
92	4	-1111	100
92	5	500	-1111
92	6	-1111	-1111
92	7	-1111	-1111
92	8	150	-1111
92	9	250	-1111
92	10	-1111	-1111
92	11	150	-1111
92	12	250	150
92	13	-1111	-1111
93	1	200	200
93	2	70	70
93	3	300	200
93	4	-1111	-1111
93	5	500	-1111
93	6	-1111	-1111
93	7	-1111	-1111
93	8	-1111	-1111
93	9	300	-1111
93	10	-1111	-1111
93	11	-1111	-1111
93	12	300	250
93	13	-1111	-1111
94	1	400	400
94	2	250	250
94	3	350	250
94	4	400	400
94	5	500	400
94	6	250	-1111
94	7	-1111	200
94	8	200	200
94	9	300	-1111
94	10	300	300
94	11	250	250
94	12	500	400
94	13	-1111	-1111
96	1	150	150
96	2	-1111	-1111
96	3	250	250
96	4	-1111	-1111
96	5	400	400
96	6	-1111	-1111
96	7	-1111	-1111
96	8	100	100
96	9	150	-1111
96	10	-1111	-1111
96	11	-1111	-1111
96	12	250	200
96	13	-1111	-1111
97	1	-1111	-1111
97	2	-1111	-1111
97	3	300	200
97	4	-1111	120
97	5	150	-1111
97	6	-1111	-1111
97	7	-1111	-1111
97	8	120	100
97	9	200	-1111
97	10	-1111	-1111
97	11	-1111	-1111
97	12	200	120
97	13	-1111	-1111
99	1	150	100
99	2	-1111	-1111
99	3	300	150
99	4	200	100
99	5	-1111	-1111
99	6	-1111	-1111
99	7	-1111	-1111
99	8	150	-1111
99	9	250	-1111
99	10	-1111	-1111
99	11	-1111	-1111
99	12	200	120
99	13	-1111	-1111
101	1	300	250
101	2	250	150
101	3	350	200
101	4	300	180
101	5	350	-1111
101	6	200	-1111
101	7	-1111	100
101	8	200	150
101	9	400	-1111
101	10	300	200
101	11	-1111	-1111
101	12	450	250
101	13	-1111	-1111
102	1	250	160
102	2	150	100
102	3	300	200
102	4	250	150
102	5	-1111	-1111
102	6	200	-1111
102	7	-1111	120
102	8	160	120
102	9	200	-1111
102	10	300	200
102	11	-1111	-1111
102	12	300	200
102	13	-1111	-1111
