PLACEID	DWAGIDR4	MAVWG	MADWG01	MADWG02	MADWG03	FAVWG	FADWG01	FADWG02	FADWG03
24	4	0	88	88	88	0	88	88	88
24	5	0	88	88	88	0	88	88	88
24	6	0	88	88	88	0	88	88	88
24	7	0	88	88	88	0	88	88	88
25	1	-1111	88	88	88	-1111	88	88	88
25	2	-1111	88	88	88	-1111	88	88	88
25	3	-1111	88	88	88	-1111	88	88	88
25	4	-1111	88	88	88	-1111	88	88	88
25	5	-1111	88	88	88	-1111	88	88	88
25	6	-1111	88	88	88	-1111	88	88	88
25	7	-1111	88	88	88	-1111	88	88	88
26	1	0	88	88	88	0	88	88	88
26	2	0	88	88	88	0	88	88	88
26	3	0	88	88	88	0	88	88	88
26	4	0	88	88	88	0	88	88	88
26	5	0	88	88	88	0	88	88	88
26	6	0	88	88	88	0	88	88	88
26	7	0	88	88	88	0	88	88	88
27	1	200	0	0	0	100	0	0	0
27	2	200	0	0	0	100	6	0	0
27	3	200	0	0	0	100	6	0	0
27	4	200	3	0	0	100	0	0	0
27	5	200	0	0	0	100	0	0	0
27	6	-1111	88	88	88	-1111	88	88	88
27	7	-1111	88	88	88	-1111	88	88	88
28	1	200	0	0	0	100	0	0	0
28	2	150	0	0	0	100	0	0	0
28	3	150	0	0	0	100	0	0	0
28	4	300	0	0	0	150	0	0	0
28	5	300	0	0	0	150	0	0	0
28	6	-1111	88	88	88	-1111	88	88	88
28	7	-1111	88	88	88	-1111	88	88	88
29	1	250	0	0	0	120	0	0	0
29	2	250	0	0	0	120	0	0	0
29	3	-1111	88	88	88	120	0	0	0
29	4	300	0	0	0	120	0	0	0
29	5	300	0	0	0	120	0	0	0
29	6	300	0	0	0	300	0	0	0
29	7	0	88	88	88	0	88	88	88
30	1	200	0	0	0	100	0	0	0
30	2	200	0	0	0	100	0	0	0
30	3	200	0	0	0	100	0	0	0
30	4	200	0	0	0	100	0	0	0
30	5	200	0	0	0	100	0	0	0
30	6	-1111	88	88	88	-1111	88	88	88
30	7	-1111	88	88	88	-1111	88	88	88
31	1	250	0	0	0	100	0	0	0
31	2	200	0	0	0	100	0	0	0
31	3	-1111	88	88	88	100	0	0	0
31	4	200	0	0	0	100	0	0	0
31	5	200	0	0	0	100	0	0	0
31	6	-1111	0	0	0	-1111	88	88	88
31	7	-1111	0	0	0	-1111	0	0	0
32	1	250	0	0	0	120	0	0	0
32	2	200	0	0	0	100	0	0	0
32	3	200	0	0	0	100	0	0	0
32	4	250	0	0	0	120	0	0	0
32	5	200	0	0	0	100	0	0	0
32	6	50	0	0	0	50	0	0	0
32	7	-1111	88	88	88	-1111	88	88	88
33	1	200	0	0	0	100	0	0	0
33	2	200	0	0	0	100	0	0	0
33	3	200	0	0	0	100	0	0	0
33	4	200	0	0	0	100	0	0	0
33	5	350	0	0	0	150	0	0	0
33	6	-1111	88	88	88	-1111	88	88	88
33	7	-1111	0	0	0	-1111	0	0	0
34	1	-1111	88	88	88	-1111	88	88	88
34	2	-1111	88	88	88	-1111	88	88	88
34	3	-1111	88	88	88	-1111	88	88	88
34	4	-1111	88	88	88	-1111	88	88	88
34	5	-1111	88	88	88	-1111	88	88	88
34	6	-1111	88	88	88	-1111	88	88	88
34	7	-1111	88	88	88	-1111	88	88	88
35	1	200	0	88	88	150	0	88	88
35	2	200	2	88	88	100	2	88	88
35	3	-1111	88	88	88	80	0	88	88
35	4	150	0	88	88	100	0	88	88
35	5	150	0	88	88	100	0	88	88
35	6	-1111	88	88	88	-1111	88	88	88
35	7	0	88	88	88	0	88	88	88
36	1	150	0	88	88	100	0	88	88
36	2	200	0	88	88	150	0	88	88
36	3	-1111	88	88	88	100	0	88	88
36	4	200	0	88	88	150	0	88	88
36	5	200	0	88	88	150	0	88	88
36	6	150	0	88	88	100	0	88	88
36	7	0	0	88	88	0	0	88	88
37	1	200	0	0	0	-1111	88	88	88
37	2	150	0	88	88	100	0	88	88
37	3	-1111	88	88	88	80	0	88	88
37	4	150	0	88	88	100	0	88	88
37	5	150	0	88	88	80	0	88	88
37	6	-1111	88	88	88	80	0	88	88
37	7	0	88	88	88	0	88	88	88
38	1	200	2	0	88	150	2	0	88
38	2	200	2	0	88	100	2	0	88
38	3	-1111	0	0	88	80	2	0	88
38	4	150	2	0	88	100	2	0	88
38	5	150	2	0	88	100	2	0	88
38	6	-1111	88	88	88	-1111	88	88	88
38	7	-1111	88	88	88	-1111	88	88	88
40	1	200	0	88	88	150	0	88	88
40	2	150	0	88	88	100	0	88	88
40	3	-1111	88	88	88	80	0	88	88
40	4	150	0	88	88	100	0	88	88
40	5	150	0	88	88	80	0	88	88
40	6	150	0	88	88	100	0	88	88
40	7	0	88	88	88	0	0	0	0
41	1	150	0	88	88	80	0	88	88
41	2	150	0	88	88	100	0	88	88
41	3	-1111	88	88	88	100	0	88	88
41	4	150	0	88	88	100	0	88	88
41	5	150	0	88	88	80	0	88	88
41	6	-1111	88	88	88	-1111	88	88	88
41	7	0	88	88	88	0	88	88	88
42	1	150	2	0	88	100	2	0	88
42	2	150	2	0	88	100	2	0	88
42	3	1111	77	0	88	100	2	0	88
42	4	150	2	0	88	150	2	0	88
42	5	150	2	0	88	0	2	0	88
42	6	-1111	77	0	88	-1111	77	0	88
42	7	1111	77	0	88	-1111	0	88	77
43	1	250	2	4	88	100	2	5	88
43	2	250	2	4	88	100	2	5	88
43	3	-1111	0	88	88	80	2	5	88
43	4	250	2	4	88	100	2	5	88
43	5	200	2	4	88	100	2	5	88
43	6	-1111	0	88	88	-1111	0	88	88
43	7	0	0	88	88	0	0	88	88
44	1	200	2	4	88	120	2	5	88
44	2	150	2	4	88	100	2	5	88
44	3	-1111	88	88	88	100	2	5	88
44	4	150	2	4	88	100	2	5	88
44	5	150	2	4	88	100	2	5	88
44	6	-1111	88	88	88	-1111	88	88	88
44	7	-1111	88	88	88	-1111	88	88	88
45	1	250	1	2	4	100	1	2	5
45	2	250	2	4	3	100	1	2	5
45	3	-1111	88	88	88	80	2	5	88
45	4	250	2	4	5	100	1	2	5
45	5	250	2	4	3	100	1	2	5
45	6	-1111	88	88	88	-1111	88	88	88
45	7	-1111	88	88	88	-1111	88	88	88
46	1	200	2	3	4	-1111	88	0	88
46	2	300	2	3	4	130	2	5	88
46	3	-1111	0	88	0	100	2	5	88
46	4	300	2	3	4	130	2	5	88
46	5	200	2	3	4	100	2	5	88
46	6	-1111	0	88	88	-1111	0	88	88
46	7	-1111	0	88	88	-1111	0	88	88
47	1	-1111	0	0	0	0	0	0	0
47	2	0	0	0	0	0	88	88	88
47	3	0	88	88	88	0	88	88	88
47	4	0	88	88	88	0	88	88	88
47	5	0	88	88	88	0	88	88	88
47	6	0	88	88	88	0	88	88	88
47	7	0	88	88	88	0	88	88	88
48	1	150	0	0	88	100	0	0	88
48	2	250	0	0	88	200	0	0	88
48	3	150	0	0	88	100	0	0	88
48	4	250	0	0	88	200	0	0	88
48	5	250	0	0	88	200	0	0	88
48	6	-1111	88	88	88	-1111	88	88	88
48	7	-1111	88	88	88	-1111	88	88	88
49	1	0	0	0	0	0	88	88	88
49	2	0	88	88	88	0	88	88	88
49	3	0	88	88	88	0	88	88	88
49	4	0	88	88	88	0	88	88	88
49	5	0	88	88	88	0	88	88	88
49	6	0	88	88	88	0	88	88	88
49	7	0	88	88	88	0	6	88	88
50	1	250	1	88	88	120	1	2	88
50	2	300	1	88	88	130	1	0	88
50	3	0	88	88	0	110	2	88	0
50	4	220	1	2	88	100	2	88	0
50	5	0	88	0	0	0	88	88	0
50	6	0	88	0	0	0	88	0	0
50	7	0	88	0	0	0	88	0	0
51	1	250	1	2	4	150	1	5	88
51	2	0	88	88	88	120	2	5	88
51	3	0	88	0	0	100	2	0	88
51	4	200	2	0	88	100	2	0	88
51	5	150	2	0	88	0	0	0	88
51	6	200	0	0	0	0	0	0	0
51	7	0	0	0	88	0	0	0	88
52	1	250	2	4	88	40	0	0	0
52	2	150	0	0	0	200	2	5	88
52	3	150	0	0	0	50	0	0	0
52	4	150	0	0	0	50	0	0	0
52	5	150	0	0	0	50	0	0	0
52	6	0	88	88	88	0	88	88	88
52	7	0	88	88	88	0	88	88	88
53	1	150	0	88	88	100	0	0	0
53	2	250	2	4	0	200	2	5	0
53	3	150	0	0	0	100	0	0	0
53	4	250	2	4	0	200	2	5	0
53	5	150	0	0	0	100	0	0	0
53	6	0	88	88	88	0	88	88	88
53	7	0	88	88	88	0	88	88	88
54	1	150	0	0	0	100	0	0	0
54	2	250	2	4	0	200	2	5	0
54	3	150	0	0	0	100	0	0	0
54	4	150	2	4	3	100	2	5	0
54	5	150	2	3	4	100	2	5	0
54	6	0	0	0	0	0	0	0	0
54	7	0	0	0	0	0	0	0	0
55	1	250	2	0	88	120	2	0	88
55	2	300	1	0	88	120	1	0	88
55	3	0	0	88	0	100	1	0	88
55	4	250	1	0	88	110	1	0	88
55	5	150	2	0	88	60	0	88	88
55	6	300	2	0	88	0	0	88	88
55	7	0	0	88	88	0	88	0	0
56	1	250	1	2	4	150	1	2	5
56	2	250	1	2	3	150	1	5	2
56	3	0	0	88	77	150	1	5	0
56	4	250	2	0	88	150	2	0	88
56	5	0	0	88	88	0	0	88	77
56	6	0	0	77	88	0	0	77	88
56	7	0	0	77	88	0	0	77	88
57	1	250	1	2	4	150	2	5	0
57	2	250	1	2	4	150	2	5	0
57	3	0	0	88	77	150	1	2	0
57	4	250	2	0	88	150	2	5	0
57	5	0	0	77	88	0	0	88	77
57	6	200	2	0	88	0	0	88	77
57	7	0	0	88	77	0	0	88	77
58	1	200	2	88	0	100	2	5	88
58	2	200	0	2	0	100	0	2	5
58	3	0	88	88	88	60	0	0	0
58	4	200	0	2	88	100	0	2	5
58	5	200	2	0	0	100	0	2	5
58	6	0	88	88	88	0	88	88	88
58	7	0	88	88	88	0	88	88	88
61	1	200	3	88	88	-1111	88	88	88
61	2	250	3	88	88	100	3	88	88
61	3	-1111	88	88	88	100	3	88	88
61	4	250	3	88	88	150	3	88	88
61	5	250	3	88	88	150	3	88	88
61	6	-1111	88	88	88	-1111	88	88	88
61	7	-1111	88	88	88	-1111	88	88	88
62	1	200	3	88	88	-1111	88	88	88
62	2	250	3	88	88	120	3	88	88
62	3	-1111	88	88	88	100	3	88	88
62	4	200	3	88	88	150	3	88	88
62	5	200	3	88	88	150	3	88	88
62	6	-1111	88	88	88	-1111	88	88	88
62	7	-1111	88	88	88	-1111	88	88	88
63	1	200	3	88	88	100	3	88	88
63	2	200	3	88	88	100	3	88	88
63	3	-1111	88	88	88	100	3	77	88
63	4	250	3	88	88	150	3	88	77
63	5	250	3	88	88	150	3	88	88
63	6	-1111	88	88	88	-1111	88	88	88
63	7	-1111	88	88	88	-1111	88	88	88
64	1	250	3	88	88	150	3	88	88
64	2	250	3	88	88	200	3	88	88
64	3	-1111	88	88	88	150	3	88	88
64	4	250	3	88	88	150	3	88	88
64	5	250	3	88	88	150	3	88	88
64	6	200	2	3	4	-1111	88	88	88
64	7	-1111	88	88	88	-1111	88	88	88
65	1	250	3	88	88	200	3	88	88
65	2	250	3	88	88	200	3	88	88
65	3	-1111	88	88	88	160	3	88	88
65	4	250	3	88	88	200	3	88	88
65	5	250	3	88	88	200	3	88	88
65	6	-1111	88	88	88	-1111	88	88	88
65	7	-1111	88	88	88	-1111	88	88	88
66	1	200	3	88	88	150	3	88	88
66	2	200	3	88	88	150	3	88	88
66	3	-1111	88	88	88	150	3	88	88
66	4	200	3	88	88	150	3	88	88
66	5	200	3	88	88	150	3	88	88
66	6	180	2	3	1	-1111	88	88	88
66	7	-1111	88	88	88	-1111	88	88	88
67	1	250	3	88	88	150	3	88	88
67	2	250	3	88	88	150	3	88	88
67	3	-1111	88	88	88	150	3	88	88
67	4	250	3	88	88	250	3	88	88
67	5	250	3	88	88	250	3	88	88
67	6	-1111	88	88	88	-1111	88	88	88
67	7	-1111	88	88	88	-1111	88	88	88
68	1	200	3	88	88	100	3	88	88
68	2	200	3	88	88	150	3	88	88
68	3	-1111	88	88	88	150	3	88	88
68	4	200	3	88	88	100	3	88	88
68	5	250	3	88	88	150	3	88	88
68	6	-1111	88	88	88	-1111	88	88	88
68	7	-1111	88	88	88	-1111	88	88	88
69	1	250	3	88	88	150	3	88	88
69	2	300	3	88	88	150	3	88	88
69	3	-1111	88	88	88	150	3	88	88
69	4	250	3	88	88	150	3	88	88
69	5	250	3	88	88	150	3	88	88
69	6	200	2	3	88	-1111	88	88	88
69	7	-1111	88	88	88	-1111	88	88	88
70	1	250	3	88	88	100	3	88	88
70	2	250	3	88	88	100	3	88	88
70	3	-1111	88	88	88	100	3	88	88
70	4	250	3	88	88	100	3	88	88
70	5	250	3	88	88	100	3	88	88
70	6	-1111	88	88	88	-1111	88	88	88
70	7	-1111	88	88	88	-1111	88	88	88
71	1	200	0	88	88	100	0	88	88
71	2	200	0	88	88	100	0	88	88
71	3	200	0	88	88	100	0	88	88
71	4	200	0	88	88	100	0	88	88
71	5	200	0	88	88	100	0	88	88
71	6	200	0	88	88	100	0	88	88
71	7	-1111	88	88	88	-1111	88	88	88
72	1	200	0	88	88	100	0	88	88
72	2	200	0	88	88	100	0	88	88
72	3	200	0	88	88	100	0	88	88
72	4	200	0	88	88	100	0	88	88
72	5	200	0	88	88	100	0	88	88
72	6	150	0	88	88	-1111	88	88	88
72	7	-1111	88	88	88	-1111	88	88	88
73	1	200	0	0	0	100	0	88	88
73	2	200	0	88	88	100	0	88	88
73	3	200	0	88	88	100	0	88	88
73	4	200	0	88	88	100	0	88	88
73	5	200	0	88	88	100	0	88	88
73	6	120	0	88	88	80	0	88	88
73	7	-1111	88	88	88	-1111	88	88	88
74	1	200	0	88	88	100	0	88	88
74	2	200	3	88	88	100	3	88	88
74	3	200	3	88	88	100	0	88	88
74	4	200	0	88	88	100	0	88	88
74	5	200	0	88	88	200	0	88	88
74	6	250	0	88	88	250	0	88	88
74	7	-88	88	88	88	-88	88	88	88
75	1	200	0	88	88	100	0	88	88
75	2	200	0	88	88	100	0	88	88
75	3	200	0	88	88	100	0	88	88
75	4	200	0	88	88	100	0	88	88
75	5	200	0	88	88	100	0	88	88
75	6	100	0	88	88	-1111	88	88	88
75	7	-1111	88	88	88	-1111	88	88	88
76	1	200	3	5	88	150	3	5	88
76	2	200	3	4	88	150	3	5	88
76	3	150	6	3	88	150	3	5	6
76	4	200	3	4	88	250	3	5	88
76	5	200	3	4	88	150	3	5	88
76	6	-1111	88	88	88	-1111	88	88	88
76	7	-1111	88	88	88	-1111	88	88	88
77	1	200	3	88	88	150	3	88	88
77	2	200	3	88	88	150	3	88	88
77	3	-1111	88	88	88	150	3	88	88
77	4	250	3	88	88	150	3	88	88
77	5	200	3	88	88	150	3	88	88
77	6	-1111	88	88	88	-1111	88	88	88
77	7	-1111	88	88	88	-1111	88	88	88
78	1	250	3	88	88	200	3	88	88
78	2	250	3	88	88	200	3	88	88
78	3	-1111	88	88	88	200	3	88	88
78	4	250	3	88	88	150	3	88	88
78	5	250	3	88	88	150	3	88	88
78	6	-1111	88	88	88	-1111	88	88	88
78	7	-1111	88	88	88	-1111	88	88	88
79	1	300	3	88	88	150	3	88	88
79	2	200	3	88	88	150	3	88	88
79	3	-1111	88	88	88	150	3	88	88
79	4	200	3	88	88	150	3	88	88
79	5	200	3	88	88	150	3	88	88
79	6	-1111	88	88	88	-1111	88	88	88
79	7	-1111	88	88	88	-1111	88	88	88
80	1	200	3	88	88	-1111	88	88	88
80	2	200	3	88	88	200	3	88	88
80	3	-1111	88	88	88	150	3	88	88
80	4	200	3	88	88	200	3	88	88
80	5	200	3	88	88	200	3	88	88
80	6	-1111	88	88	88	-1111	88	88	88
80	7	-1111	88	88	88	-1111	88	88	88
81	1	200	0	88	88	150	0	88	88
81	2	200	0	88	88	150	0	88	88
81	3	150	0	88	88	150	0	88	88
81	4	200	0	88	88	200	0	88	88
81	5	200	0	88	88	200	0	88	88
81	6	200	88	88	88	-1111	88	88	88
81	7	-1111	88	88	88	-1111	88	88	88
82	1	200	0	88	88	150	0	88	88
82	2	200	0	88	88	150	0	88	88
82	3	200	0	88	88	120	0	88	88
82	4	200	0	88	88	150	0	88	88
82	5	200	0	88	88	130	0	88	88
82	6	200	0	88	88	200	0	88	88
82	7	-1111	88	88	88	-1111	88	88	88
83	1	200	0	88	88	150	0	88	88
83	2	200	0	88	88	200	0	88	88
83	3	200	0	88	88	150	0	88	88
83	4	200	0	88	88	150	0	88	88
83	5	200	0	88	88	150	0	88	88
83	6	200	0	88	88	-1111	0	88	88
83	7	-1111	88	88	88	-1111	88	88	88
84	1	200	3	0	88	150	0	88	88
84	2	150	0	88	88	100	0	88	88
84	3	150	0	88	88	150	0	88	88
84	4	200	3	88	88	200	0	88	88
84	5	200	0	88	88	200	0	88	88
84	6	150	0	88	88	-1111	88	88	88
84	7	-1111	88	88	88	-1111	88	88	88
85	1	200	0	88	88	200	0	88	88
85	2	150	0	88	88	150	0	88	88
85	3	100	0	88	88	100	0	88	88
85	4	150	0	88	88	150	0	88	88
85	5	150	0	88	88	150	0	88	88
85	6	200	0	88	88	-1111	88	88	88
85	7	-1111	88	88	88	-1111	88	88	88
86	1	200	6	88	88	150	6	88	88
86	2	200	6	88	88	200	6	88	88
86	3	200	6	88	88	150	6	88	88
86	4	250	6	88	88	200	6	88	88
86	5	200	6	88	88	150	6	88	88
86	6	-1111	0	88	88	-1111	0	88	88
86	7	-1111	88	88	88	-1111	88	88	88
87	1	-1111	88	88	88	-1111	88	88	88
87	2	-1111	88	88	88	-1111	88	88	88
87	3	-1111	88	88	88	-1111	88	88	88
87	4	-1111	88	88	88	-1111	88	88	88
87	5	-1111	88	88	88	-1111	88	88	88
87	6	-1111	88	88	88	-1111	88	88	88
87	7	-1111	88	88	88	-1111	88	88	88
88	1	200	6	88	88	150	6	88	88
88	2	200	6	88	88	150	6	88	88
88	3	200	6	88	88	150	6	88	88
88	4	200	6	88	88	150	6	88	88
88	5	200	6	88	88	150	6	88	88
88	6	-1111	0	88	88	-1111	0	88	88
88	7	-1111	0	88	88	-1111	0	88	88
89	1	0	0	88	88	0	0	88	88
89	2	0	0	88	88	0	0	88	88
89	3	0	0	88	88	0	0	88	88
89	4	0	0	88	88	0	0	88	88
89	5	0	0	88	88	0	0	88	88
89	6	0	0	88	88	0	0	88	88
89	7	0	0	88	88	0	0	88	88
90	1	0	88	88	88	0	88	88	88
90	2	0	88	88	88	0	88	88	88
90	3	0	88	88	88	0	77	88	88
90	4	0	88	88	88	0	88	88	88
90	5	0	88	88	88	0	88	88	88
90	6	0	88	88	88	0	88	88	88
90	7	0	88	88	88	0	88	88	88
91	1	0	0	88	88	0	0	88	88
91	2	0	0	88	88	0	0	88	88
91	3	0	0	88	88	0	0	88	88
91	4	0	0	88	88	0	0	88	88
91	5	0	0	88	88	0	0	88	88
91	6	0	0	88	88	0	0	88	88
91	7	0	88	88	88	0	0	88	88
92	1	200	2	0	0	100	2	88	88
92	2	200	2	4	88	100	2	88	88
92	3	-1111	88	88	88	100	2	88	88
92	4	200	2	3	4	100	2	88	88
92	5	200	2	4	88	100	2	88	88
92	6	-1111	88	88	88	-1111	88	88	88
92	7	-1111	88	88	88	-1111	88	88	88
93	1	250	0	0	0	100	0	0	0
93	2	250	0	0	0	100	0	0	0
93	3	-1111	88	88	88	100	0	0	0
93	4	400	0	0	0	200	0	0	0
93	5	250	0	0	0	100	0	0	0
93	6	-1111	88	88	88	-1111	88	88	88
93	7	-1111	88	88	88	-1111	88	88	88
94	1	200	0	0	0	120	0	0	0
94	2	200	0	0	0	120	0	0	0
94	3	200	0	0	0	120	0	0	0
94	4	300	0	0	0	200	0	0	0
94	5	300	0	0	0	120	0	0	0
94	6	-1111	88	88	88	-1111	88	88	88
94	7	-1111	88	88	88	-1111	88	88	88
96	1	200	0	88	88	150	0	88	88
96	2	200	0	88	88	150	0	88	88
96	3	150	0	88	88	150	0	88	88
96	4	200	0	88	88	150	0	88	88
96	5	200	0	88	88	150	0	88	88
96	6	100	0	88	88	-1111	88	88	88
96	7	-1111	88	88	88	-1111	88	88	88
97	1	300	2	0	0	0	0	0	0
97	2	0	88	88	88	120	0	0	0
97	3	0	0	0	0	120	0	0	0
97	4	300	1	4	0	130	0	0	0
97	5	200	0	0	0	100	0	0	0
97	6	0	88	88	88	0	88	88	88
97	7	0	88	88	88	0	88	88	88
99	1	200	2	0	88	-1111	0	0	88
99	2	200	0	0	88	100	2	88	88
99	3	-1111	0	0	88	100	2	0	88
99	4	200	1	2	0	100	2	0	88
99	5	200	2	88	88	100	2	0	88
99	6	100	0	88	88	-1111	0	0	88
99	7	-1111	0	0	88	-1111	0	0	88
