PLACEID	DISTIDR4	DISASTER	DISTYEAR	DISTMNTH	DISEFCT1	DISEFCT2	PRCEFFCT	RECVHLP1	RECVHLP2	RECVHLP3
40	1	3	2009	7	8	9	3	1	88	 
41	1	3	2012	8	8	9	3	0	 	 
42	1	3	2010	8	8	9	3	1	88	 
43	1	3	2013	8	8	9	3	0	 	 
44	1	2	2009	9	8	88	3	1	88	 
44	2	3	2010	9	8	9	3	1	88	 
45	1	3	2012	8	8	9	3	2	88	 
46	1	3	2010	8	8	9	3	1	88	 
49	1	9	2010	4	1	88	1	0	 	 
51	1	6	2010	9	8	88	2	1	88	 
52	1	2	2009	10	8	88	2	1	0	 
52	2	3	2012	12	6	88	4	0	 	 
53	1	3	2012	7	8	88	3	0	 	 
54	1	2	2009	10	8	88	3	1	0	 
56	1	3	2011	3	8	88	2	0	 	 
61	1	3	2011	9	8	6	3	1	88	 
62	1	3	2011	8	1	8	3	1	88	 
62	2	10	2012	8	12	88	1	0	 	 
62	3	6	2013	8	8	18	1	3	88	 
63	1	6	2012	8	8	18	2	1	3	88
63	2	3	2011	8	8	7	-88	1	88	 
64	1	9	2013	4	8	18	3	0	 	 
64	2	3	2011	8	5	8	2	1	3	88
64	3	6	2013	8	8	88	3	0	 	 
65	1	6	2012	8	8	6	2	1	3	88
65	2	3	2011	7	8	9	2	1	88	 
66	1	9	2013	4	8	5	2	0	 	 
66	2	6	2012	8	8	12	2	0	 	 
66	3	3	2010	7	1	8	3	1	3	88
67	1	11	2013	8	13	88	1	0	 	 
67	2	9	2012	4	8	88	1	0	 	 
67	3	6	2011	8	18	8	1	1	3	88
68	1	3	2012	7	8	1	3	1	3	88
68	2	9	2013	4	8	6	2	0	 	 
69	1	3	2010	8	8	9	3	3	1	88
69	2	3	2011	8	8	6	2	3	1	88
70	1	3	2010	5	8	9	2	0	 	 
70	2	11	2011	8	13	88	1	1	88	 
70	3	6	2013	10	8	4	2	0	 	 
71	1	6	2012	8	8	88	1	1	2	88
71	2	6	2011	9	8	88	1	2	88	 
73	1	6	2009	10	8	88	1	1	88	 
74	1	3	2010	8	8	88	2	1	88	 
75	1	3	2010	7	8	5	2	2	1	88
75	2	11	2013	2	8	88	1	0	 	 
76	1	6	2011	8	8	11	1	1	88	 
76	2	6	2013	8	8	18	1	0	 	 
77	1	3	2012	10	8	18	2	1	88	 
78	1	3	2012	8	8	88	1	0	 	 
78	2	3	2011	8	8	1	1	1	0	 
80	1	6	2013	10	8	5	3	0	 	 
80	2	6	2009	10	8	5	3	0	 	 
80	3	3	2012	8	8	88	1	0	 	 
81	1	6	2012	9	8	88	1	0	 	 
81	2	3	2010	8	8	88	1	1	88	 
82	1	6	2011	9	8	88	2	1	88	 
83	1	3	2011	9	8	88	3	1	88	 
84	1	3	2011	10	8	88	1	1	88	 
84	2	3	2012	9	8	88	1	1	88	 
85	1	3	2012	7	4	8	3	1	88	 
92	1	6	2011	11	8	9	2	1	88	 
92	2	2	2013	10	8	6	3	0	 	 
93	1	2	2012	9	8	88	1	1	88	 
96	1	2	2012	8	8	88	1	1	88	 
97	1	2	2010	11	8	9	2	0	 	 
97	2	3	2012	10	12	8	2	0	 	 
97	3	6	2011	10	8	88	1	0	 	 
99	1	6	2010	9	8	12	2	1	88	 
99	2	6	2011	11	8	9	2	1	88	 
99	3	6	2013	10	8	7	3	1	88	 
102	1	3	2012	5	6	88	1	0	 	 
