PLACEID	RSID	AGERES	SEXRES	CASTE	CAPAC	LIVRES
96	7	36	1	4	8	36
96	8	43	2	3	8	28
96	9	48	1	2	1	48
96	10	31	1	3	4	5
96	11	35	1	3	8	2
97	1	52	1	4	8	38
97	2	68	1	4	8	20
97	3	49	1	1	4	4
97	4	41	2	1	8	15
97	5	31	2	1	3	12
97	6	51	1	4	9	4
97	7	46	1	3	7	46
97	8	34	1	2	8	34
97	9	29	1	1	2	29
97	10	52	1	3	8	52
97	11	48	1	4	8	30
97	12	21	1	3	8	3
97	13	45	1	4	8	45
97	14	24	1	3	8	24
97	15	40	1	4	8	40
97	16	35	2	3	8	20
97	17	35	1	3	8	35
97	18	38	1	3	8	38
97	19	32	1	4	8	32
97	20	48	1	4	8	8
97	21	64	1	3	8	40
97	22	40	1	4	8	40
97	23	44	1	4	8	44
97	24	33	1	3	8	33
97	25	38	1	3	8	38
97	26	36	1	3	8	36
97	27	43	2	3	8	25
97	28	45	1	4	8	30
97	29	32	1	3	8	32
99	1	40	2	3	1	18
99	2	58	2	3	2	58
99	3	48	1	3	7	48
99	4	28	2	3	3	1
99	5	30	2	3	3	3
99	6	42	2	3	6	42
99	7	48	1	3	4	48
99	8	38	2	3	4	38
99	9	50	1	4	9	6
99	10	48	1	3	8	48
99	11	55	1	4	8	55
99	12	48	1	4	8	48
99	13	45	1	4	8	18
99	14	38	1	1	8	15
99	15	30	2	4	8	30
99	16	46	1	4	8	16
99	17	50	1	3	8	15
99	18	55	1	4	8	40
99	19	42	1	3	8	42
99	20	55	1	4	8	55
99	21	58	1	4	8	58
99	22	52	1	3	8	16
99	23	28	1	4	8	28
99	24	46	1	3	8	12
99	25	48	1	4	8	15
99	26	35	1	3	8	35
99	27	60	1	4	8	60
99	28	56	1	4	8	56
99	29	60	1	3	8	35
99	30	35	1	3	8	12
99	31	30	1	1	8	15
99	32	42	1	1	8	42
99	33	46	1	3	8	46
99	34	30	1	1	8	30
99	35	40	1	3	8	10
99	36	55	1	3	8	40
101	1	36	2	3	4	6
101	2	35	2	1	4	5
101	3	36	2	3	4	9
101	4	51	2	3	4	9
101	5	38	2	3	3	2
101	6	56	2	3	1	38
101	7	45	1	4	2	45
101	8	39	1	3	8	39
101	9	42	1	4	8	42
101	10	38	1	3	8	38
101	11	40	1	3	8	25
101	12	33	1	4	8	33
101	13	51	1	4	8	30
101	14	37	1	3	8	37
101	15	56	1	4	8	56
101	16	48	1	3	8	48
101	17	58	1	4	8	35
101	18	35	1	3	8	35
101	19	52	1	3	8	40
101	20	61	1	3	8	35
101	21	44	1	3	8	44
101	22	55	1	4	8	55
101	23	49	1	4	8	20
101	24	63	1	4	8	63
101	25	37	1	4	8	37
101	26	58	1	4	8	58
101	27	41	1	3	8	41
101	28	63	1	3	8	35
101	29	48	1	3	8	20
101	30	36	1	4	8	36
101	31	43	1	3	8	43
101	32	50	1	3	8	50
101	33	55	1	4	8	45
102	1	30	2	3	8	8
102	2	28	2	3	8	6
102	3	30	2	1	3	5
102	4	27	2	3	8	6
102	5	38	1	3	8	38
102	6	46	1	3	8	15
102	7	55	1	4	8	55
102	8	40	1	3	8	12
102	9	60	1	3	8	60
102	10	46	1	4	8	46
102	11	35	1	4	8	35
102	12	42	1	3	8	42
102	13	42	1	4	8	42
102	14	45	1	4	8	42
102	15	35	1	3	8	10
102	16	30	1	3	8	5
102	17	36	1	4	8	10
102	18	35	1	3	8	25
102	19	42	1	4	8	15
102	20	36	1	3	8	28
102	21	55	1	4	8	40
102	22	43	1	4	8	43
102	23	49	1	3	8	15
102	24	55	2	1	8	12
102	25	32	1	1	8	12
102	26	45	1	3	8	32
102	27	37	1	4	8	23
102	28	47	1	3	8	31
102	29	46	2	3	8	16
102	30	50	1	3	8	43
102	31	50	1	4	8	18
102	32	55	1	4	8	55
