CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
VN031008	1	23	2	2002	3	88	4	0	-88	88	88	88
VN031011	1	23	2	1999	2	4	4	0	-88	88	88	88
VN031011	2	7	1	1997	4	6	3	0	-88	88	88	88
VN031012	1	24	1	2001	2	99	4	0	-88	88	88	88
VN031018	1	23	2	2000	4	6	5	0	-88	88	88	88
VN031020	1	23	2	2002	5	88	3	0	-88	88	88	88
VN031020	2	24	1	1979	4	88	3	0	-88	88	88	88
VN031021	1	23	2	1993	2	99	3	0	-88	88	88	88
VN031023	1	23	2	1996	4	88	3	0	-88	88	88	88
VN031024	1	23	2	2002	2	99	3	0	-88	88	88	88
VN031028	1	24	1	1998	2	4	5	0	-88	88	88	88
VN031029	1	23	2	1999	2	4	4	0	-88	88	88	88
VN031029	2	24	1	2000	4	6	5	0	-88	88	88	88
VN031031	1	24	1	1999	2	4	5	0	-88	88	88	88
VN031031	2	23	2	2000	2	4	4	0	-88	88	88	88
VN031032	1	23	2	1999	2	4	4	0	-88	88	88	88
VN031033	1	23	1	2003	2	4	4	0	-88	88	88	88
VN031034	1	23	2	2002	3	88	4	0	-88	88	88	88
VN031036	1	23	2	2004	2	88	4	0	-88	88	88	88
VN031038	1	28	1	1991	8	99	4	0	-88	88	88	88
VN031041	1	24	1	2004	4	6	3	0	-88	88	88	88
VN031044	1	23	2	2000	2	4	3	0	-88	88	88	88
VN031045	1	28	2	2000	8	88	3	0	-88	88	88	88
VN031045	2	22	1	1993	8	88	3	1	2006	0	16	77
VN031046	1	22	1	1992	6	99	3	0	-88	88	88	88
VN031046	2	22	2	1992	6	99	3	0	-88	88	88	88
VN031046	3	23	2	1992	4	99	4	0	-88	88	88	88
VN031046	4	28	2	2006	6	99	3	0	-88	88	88	88
VN031047	1	23	2	2001	4	88	5	0	-88	88	88	88
VN031047	2	24	1	1999	3	88	5	0	-88	88	88	88
VN031048	1	23	2	2002	2	4	4	0	-88	88	88	88
VN031049	1	23	2	2003	3	88	4	0	-88	88	88	88
VN031049	2	28	1	2003	4	88	3	1	2005	0	12	99
VN031050	1	28	2	2003	2	88	3	0	-88	88	88	88
VN031052	1	5	1	2000	4	6	4	0	-88	88	88	88
VN031052	2	23	2	2002	2	4	5	0	-88	88	88	88
VN031059	1	23	2	2000	4	6	4	0	-88	88	88	88
VN031060	1	23	3	1996	4	6	4	0	-88	88	88	88
VN031060	2	24	2	1998	2	4	4	0	-88	88	88	88
VN031096	1	23	2	1999	4	6	4	0	-88	88	88	88
VN031096	2	24	1	2003	2	4	3	0	-88	88	88	88
VN031098	1	23	2	1999	2	88	4	1	2003	0	16	77
VN031098	2	24	1	2003	8	88	4	0	-88	88	88	88
VN041001	1	23	2	2006	11	88	5	0	-88	88	88	88
VN041002	1	23	2	2006	5	88	3	0	-88	88	88	88
VN041003	1	23	2	2006	6	2	4	0	-88	88	88	88
VN041006	1	23	2	2006	2	4	4	0	-88	88	88	88
VN041010	1	23	2	2004	4	5	4	0	-88	88	88	88
VN041011	1	23	2	2006	6	2	4	0	-88	88	88	88
VN041014	1	23	2	2004	5	3	4	0	-88	88	88	88
VN041015	1	23	2	2006	5	88	4	0	-88	88	88	88
VN041022	1	23	2	2003	3	5	3	0	-88	88	88	88
VN041032	1	23	2	2001	3	88	77	0	-88	88	88	88
VN041034	1	23	2	2000	2	3	4	0	-88	88	88	88
VN041036	1	2	1	2000	3	88	77	0	-88	88	88	88
VN041042	1	23	2	1996	3	88	4	0	-88	88	88	88
VN041043	1	28	1	1996	3	2	4	0	-88	88	88	88
VN041043	2	23	2	2001	2	6	3	0	-88	88	88	88
VN041043	3	24	2	2004	2	4	3	0	-88	88	88	88
VN041046	1	24	1	-77	3	88	5	0	-88	88	88	88
VN041046	2	23	2	2002	3	88	5	0	-88	88	88	88
VN041049	1	24	1	2003	3	88	5	0	-88	88	88	88
VN041049	2	23	2	-77	3	88	4	0	-88	88	88	88
VN041050	1	23	2	2002	4	3	4	1	2002	0	5	2
VN041106	1	23	2	2000	3	88	5	0	-88	88	88	88
VN041110	1	24	1	1998	3	1	3	1	1998	0	5	3
VN041110	2	23	2	2002	3	1	3	0	-88	88	88	88
VN051001	1	23	2	2003	5	8	3	0	-88	88	88	88
VN051002	1	22	1	1988	4	88	3	0	-88	88	88	88
VN051004	1	28	2	2000	5	1	3	0	-88	88	88	88
VN051008	1	23	4	2006	3	88	5	0	-88	88	88	88
VN051008	2	28	4	2005	5	88	3	0	-88	88	88	88
VN051009	1	18	1	1970	8	6	6	0	-88	88	88	88
VN051010	1	23	4	2000	3	4	3	0	-88	88	88	88
VN051013	1	23	2	1999	3	4	5	0	-88	88	88	88
VN051013	2	10	1	2000	4	88	5	0	-88	88	88	88
VN051015	1	23	2	2003	3	88	5	0	-88	88	88	88
VN051016	1	16	3	2006	8	88	5	0	-88	88	88	88
VN051018	1	18	1	1961	8	88	2	0	-88	88	88	88
VN051019	1	28	1	2004	4	88	5	1	2004	0	6	2
VN051019	2	23	1	1980	4	88	5	1	1983	0	8	2
VN051019	3	24	3	2003	4	88	5	0	-88	88	88	88
VN051020	1	28	1	1986	8	88	3	0	-88	88	88	88
VN051020	2	23	2	2005	3	88	3	0	-88	88	88	88
VN051026	1	28	1	1990	4	88	4	0	-88	88	88	88
VN051028	1	18	2	1989	8	88	3	0	-88	88	88	88
VN051030	1	23	2	1999	3	88	5	0	-88	88	88	88
VN051035	1	23	1	1990	3	88	3	0	-88	88	88	88
VN051035	2	24	2	2000	4	88	5	0	-88	88	88	88
VN051036	1	23	2	1979	4	3	4	0	-88	88	88	88
VN051036	2	18	3	-77	6	88	2	0	-88	88	88	88
VN051037	1	24	2	2000	4	88	3	0	-88	88	88	88
VN051037	2	23	3	1996	3	88	5	0	-88	88	88	88
VN051039	1	23	5	2001	4	88	3	0	-88	88	88	88
VN051041	1	24	1	2004	4	88	3	0	-88	88	88	88
VN051043	1	23	1	1984	8	4	4	0	-88	88	88	88
VN051043	2	22	1	1984	6	8	3	0	-88	88	88	88
VN051045	1	22	1	2003	6	5	5	0	-88	88	88	88
VN051045	2	23	2	2000	4	11	5	0	-88	88	88	88
VN051046	1	28	1	2005	8	88	3	0	-88	88	88	88
VN051048	1	23	2	2004	4	88	5	0	-88	88	88	88
VN051048	2	16	3	2000	4	88	3	0	-88	88	88	88
VN051048	3	24	1	1995	4	6	3	0	-88	88	88	88
VN051049	1	23	1	2004	4	88	3	0	-88	88	88	88
VN051049	2	24	2	2004	4	88	3	0	-88	88	88	88
VN051050	1	23	1	2003	3	7	6	0	-88	88	88	88
VN051070	1	23	3	2006	3	88	4	0	-88	88	88	88
VN051070	2	18	3	1999	8	88	3	0	-88	88	88	88
VN061012	1	23	2	2002	3	6	4	0	-88	88	88	88
VN061013	1	18	2	2005	8	5	3	0	-88	88	88	88
VN061014	1	28	1	1995	5	4	3	0	-88	88	88	88
VN061018	1	23	2	2003	3	6	3	0	-88	88	88	88
VN061019	1	22	2	2000	6	8	3	0	-88	88	88	88
VN061019	2	23	2	2002	6	8	3	0	-88	88	88	88
VN061020	1	23	2	2001	4	5	3	0	-88	88	88	88
VN061021	1	23	2	2006	4	5	3	0	-88	88	88	88
VN061023	1	24	2	2000	8	2	3	0	-88	88	88	88
VN061023	2	23	1	2002	8	3	3	0	-88	88	88	88
VN061033	1	16	5	2004	7	88	3	0	-88	88	88	88
VN061033	2	28	0	2004	7	88	2	0	-88	88	88	88
VN061034	1	28	1	1999	5	4	3	0	-88	88	88	88
VN061035	1	23	2	2005	5	4	4	0	-88	88	88	88
VN061035	2	28	1	1994	4	6	4	0	-88	88	88	88
VN061035	3	22	1	1995	6	5	3	0	-88	88	88	88
VN061036	1	23	2	1995	5	4	3	0	-88	88	88	88
VN061036	2	28	1	1998	4	6	4	0	-88	88	88	88
VN061037	1	28	2	2000	5	4	3	0	-88	88	88	88
VN061037	2	23	3	2000	5	4	4	0	-88	88	88	88
VN061039	1	22	1	1982	4	5	3	0	-88	88	88	88
VN061039	2	22	2	1984	4	5	3	0	-88	88	88	88
VN061046	1	10	3	2002	6	5	4	0	-88	88	88	88
VN061047	1	24	1	1996	4	88	4	0	-88	88	88	88
VN061048	1	28	1	2003	8	6	3	1	2003	0	15	2
VN061052	1	23	2	2004	3	5	4	0	-88	88	88	88
VN061055	1	28	2	2006	6	5	3	1	2006	0	10	3
VN061056	1	23	2	2004	5	88	3	0	-88	88	88	88
VN061104	1	28	1	2002	4	5	3	1	2005	0	15	2
VN061104	2	23	4	2006	6	4	1	1	2006	0	14	3
VN071001	1	28	1	2001	7	88	4	0	-88	88	88	88
VN071002	1	28	1	2006	8	88	3	0	-88	88	88	88
VN071004	1	23	2	2000	3	88	3	0	-88	88	88	88
VN071005	1	16	5	2005	8	88	5	0	-88	88	88	88
VN071006	1	24	1	2001	3	88	5	0	-88	88	88	88
VN071007	1	23	3	2000	4	88	5	0	-88	88	88	88
VN071008	1	23	2	2001	4	1	3	0	-88	88	88	88
VN071009	1	23	2	2003	3	4	5	0	-88	88	88	88
VN071009	2	28	2	1996	1	88	3	0	-88	88	88	88
VN071010	1	28	2	1990	1	88	3	0	-88	88	88	88
VN071011	1	28	1	-77	7	88	3	0	-88	88	88	88
VN071013	1	16	4	2001	8	4	4	0	-88	88	88	88
VN071013	2	23	1	2000	3	88	5	0	-88	88	88	88
VN071013	3	24	2	2001	4	88	5	0	-88	88	88	88
VN071015	1	28	1	2000	8	2	3	0	-88	88	88	88
VN071018	1	23	2	2004	7	88	5	0	-88	88	88	88
VN071019	1	23	3	2001	4	88	4	0	-88	88	88	88
VN071020	1	23	4	1995	4	88	5	0	-88	88	88	88
VN071020	2	28	1	1995	7	88	5	0	-88	88	88	88
VN071021	1	28	1	2004	7	88	6	0	-88	88	88	88
VN071023	1	23	2	2004	4	88	3	0	-88	88	88	88
VN071024	1	24	2	2000	2	4	4	0	-88	88	88	88
VN071027	1	23	2	1994	3	88	4	0	-88	88	88	88
VN071028	1	23	2	2004	7	88	5	0	-88	88	88	88
VN071029	1	23	2	2003	3	88	6	99	-99	99	99	99
VN071031	1	23	3	2000	3	4	6	0	-88	88	88	88
VN071034	1	23	2	2000	4	99	3	1	2004	0	6	0
VN071036	1	23	2	2002	3	88	77	0	-88	88	88	88
VN071036	2	28	2	2005	1	88	1	0	-88	88	88	88
VN071037	1	16	3	2002	8	88	3	0	-88	88	88	88
VN071037	2	22	1	2004	8	88	3	0	-88	88	88	88
VN071038	1	23	2	2000	8	4	4	0	-88	88	88	88
VN071038	2	28	1	2000	6	8	3	0	-88	88	88	88
VN071038	3	16	0	2006	8	88	4	0	-88	88	88	88
VN071039	1	23	3	2000	4	88	5	0	-88	88	88	88
VN071041	1	16	4	2004	4	8	3	0	-88	88	88	88
VN071041	2	23	3	1980	3	2	5	0	-88	88	88	88
VN071044	1	23	2	2004	7	88	3	0	-88	88	88	88
VN071044	2	24	1	2000	4	88	3	0	-88	88	88	88
VN071046	1	23	2	2003	4	88	4	0	-88	88	88	88
VN071048	1	23	2	2002	2	4	2	0	-88	88	88	88
VN071048	2	24	1	2000	8	2	3	0	-88	88	88	88
VN071048	3	16	3	2006	8	5	4	0	-88	88	88	88
VN071049	1	23	2	2006	7	88	6	0	-88	88	88	88
VN071091	1	16	3	2004	8	88	5	0	-88	88	88	88
VN071097	1	28	3	2002	5	88	5	0	-88	88	88	88
VN071121	1	20	0	2006	7	88	4	0	-88	88	88	88
VN081004	1	28	0	2004	4	88	2	0	-88	88	88	88
VN081004	2	18	1	-77	7	88	2	0	-88	88	88	88
VN081010	1	23	2	2000	4	5	4	0	-88	88	88	88
VN081017	1	24	1	2004	5	88	3	0	-88	88	88	88
VN081020	1	23	3	1990	3	6	4	0	-88	88	88	88
VN081020	2	28	2	1988	5	4	5	0	-88	88	88	88
VN081021	1	28	2	1994	6	88	3	0	-88	88	88	88
VN081022	1	23	2	2006	3	6	77	0	-88	88	88	88
VN081026	1	24	1	2000	2	8	3	0	-88	88	88	88
VN081028	1	23	3	1997	2	4	5	0	-88	88	88	88
VN081028	2	24	2	2004	2	4	3	0	-88	88	88	88
VN081029	1	23	4	2003	4	5	4	0	-88	88	88	88
VN081030	1	22	1	1979	6	88	3	0	-88	88	88	88
VN081030	2	23	2	1994	4	88	3	0	-88	88	88	88
VN081031	1	23	2	2004	5	2	3	0	-88	88	88	88
VN081032	1	23	2	1998	5	8	4	0	-88	88	88	88
VN081032	2	24	1	1980	4	8	3	0	-88	88	88	88
VN081039	1	28	2	2001	7	88	5	0	-88	88	88	88
VN081041	1	16	3	2002	4	6	3	0	-88	88	88	88
VN081041	2	28	1	2001	4	88	3	0	-88	88	88	88
VN081042	1	24	1	2003	4	5	3	77	-88	88	88	88
VN081043	1	23	2	2004	8	6	3	0	-88	88	88	88
VN081045	1	20	0	2004	7	88	5	0	-88	88	88	88
VN081046	1	23	2	2003	8	5	3	0	-88	88	88	88
VN081050	1	22	1	1982	4	8	4	0	-88	88	88	88
VN081050	2	22	2	1982	4	8	4	0	-88	88	88	88
VN081092	1	24	1	2006	6	4	3	0	-88	88	88	88
VN081092	2	10	1	2005	5	6	4	0	-88	88	88	88
VN081108	1	24	2	2005	4	5	3	0	-88	88	88	88
VN081120	1	22	2	2000	1	4	3	0	-88	88	88	88
VN081130	1	23	2	1999	7	88	3	0	-88	88	88	88
VN081139	1	23	1	2004	6	5	3	0	-88	88	88	88
VN081150	1	24	1	1998	4	8	3	0	-88	88	88	88
VN081150	2	28	1	2002	5	8	3	0	-88	88	88	88
VN081152	1	23	1	1991	8	4	3	0	-88	88	88	88
VN091001	1	23	1	1999	6	88	6	0	-88	88	88	88
VN091001	2	16	3	2004	6	88	5	0	-88	88	88	88
VN091003	1	23	2	1986	3	7	3	0	-88	88	88	88
VN091006	1	16	1	1990	7	88	3	0	-88	88	88	88
VN091006	2	28	2	1990	7	88	3	0	-88	88	88	88
VN091008	1	23	2	2000	3	99	4	0	-88	88	88	88
VN091009	1	28	3	1997	4	5	4	0	-88	88	88	88
VN091010	1	28	2	1988	5	4	5	0	-88	88	88	88
VN091011	1	5	2	-77	4	5	4	0	-88	88	88	88
VN091012	1	5	3	2000	5	88	4	0	-88	88	88	88
VN091013	1	24	1	1999	5	88	4	0	-88	88	88	88
VN091018	1	24	1	2000	5	88	4	0	-88	88	88	88
VN091019	1	5	2	2000	4	5	3	0	-88	88	88	88
VN091020	1	24	3	1995	3	4	4	0	-88	88	88	88
VN091022	1	23	2	1999	5	88	4	0	-88	88	88	88
VN091022	2	24	1	2000	5	88	6	0	-88	88	88	88
VN091024	1	23	2	1992	7	99	4	0	-88	88	88	88
VN091024	2	24	3	1994	2	99	4	0	-88	88	88	88
VN091025	1	23	3	1990	7	88	3	0	-88	88	88	88
VN091025	2	24	2	1990	7	88	3	0	-88	88	88	88
VN091027	1	23	2	1994	7	88	3	0	-88	88	88	88
VN091027	2	24	1	1995	7	88	3	0	-88	88	88	88
VN091028	1	23	2	1990	7	88	5	0	-88	88	88	88
VN091028	2	24	1	1991	7	88	5	0	-88	88	88	88
VN091029	1	5	80	1986	4	5	5	0	-88	88	88	88
VN091031	1	23	2	1996	4	5	3	0	-88	88	88	88
VN091039	1	28	1	1998	8	1	1	1	-99	0	10	3
VN091039	2	16	3	2006	8	1	1	1	2006	0	12	3
VN091042	1	5	3	2001	5	88	5	0	-88	88	88	88
VN091045	1	5	2	2000	5	4	4	0	-88	88	88	88
VN091046	1	16	3	2000	5	4	3	0	-88	88	88	88
VN091046	2	23	2	2005	4	88	3	0	-88	88	88	88
VN091047	1	22	2	1993	7	5	3	0	-88	88	88	88
VN091048	1	23	2	2003	5	88	4	0	-88	88	88	88
VN091048	2	6	1	2004	1	88	4	0	-88	88	88	88
VN091049	1	5	1	2001	4	5	4	0	-88	88	88	88
VN091052	1	5	80	1986	4	5	4	0	-88	88	88	88
VN091053	1	23	2	2000	4	88	5	0	-88	88	88	88
VN091056	1	23	3	-77	4	3	3	0	-88	88	88	88
VN091061	1	10	1	2000	4	88	3	0	-88	88	88	88
VN091062	1	5	2	2000	4	5	4	0	-88	88	88	88
VN091071	1	23	2	2005	4	88	5	0	-88	88	88	88
VN101001	1	5	1	2002	4	5	3	0	-88	88	88	88
VN101005	1	23	2	1996	4	5	4	0	-88	88	88	88
VN101006	1	23	2	2000	4	88	4	0	-88	88	88	88
VN101008	1	18	80	1990	8	88	2	0	-88	88	88	88
VN101010	1	23	2	1996	5	88	4	0	-88	88	88	88
VN101010	2	24	1	1996	5	88	4	0	-88	88	88	88
VN101011	1	23	2	2000	4	88	4	0	-88	88	88	88
VN101011	2	24	1	2000	4	88	4	0	-88	88	88	88
VN101013	1	28	2	2006	4	5	4	0	-88	88	88	88
VN101013	2	22	2	2006	5	4	3	0	-88	88	88	88
VN101013	3	28	1	2004	4	5	4	1	2004	0	10	3
VN101014	1	23	2	2003	6	88	5	0	-88	88	88	88
VN101015	1	22	1	-77	5	88	77	0	-88	88	88	88
VN101017	1	23	2	2000	6	88	5	0	-88	88	88	88
VN101018	1	23	2	2000	5	88	4	0	-88	88	88	88
VN101019	1	23	2	2006	6	88	4	0	-88	88	88	88
VN101020	1	23	2	1994	5	88	4	0	-88	88	88	88
VN101020	2	24	1	1986	5	88	4	0	-88	88	88	88
VN101021	1	24	1	2003	5	88	4	0	-88	88	88	88
VN101022	1	23	1	2002	6	88	4	0	-88	88	88	88
VN101023	1	23	1	1994	4	88	4	0	-88	88	88	88
VN101024	1	23	2	1998	4	88	4	0	-88	88	88	88
VN101025	1	23	4	1994	5	99	4	0	-88	88	88	88
VN101025	2	24	3	1994	5	99	4	0	-88	88	88	88
VN101026	1	23	2	2003	6	88	4	0	-88	88	88	88
VN101027	1	23	2	1995	5	88	4	0	-88	88	88	88
VN101028	1	23	2	1990	4	5	4	0	-88	88	88	88
VN101028	2	24	1	1997	4	3	4	0	-88	88	88	88
VN101029	1	23	4	2000	4	88	4	0	-88	88	88	88
VN101029	2	28	3	2000	1	4	3	1	2000	0	8	3
VN101030	1	23	2	2001	5	88	4	0	-88	88	88	88
VN101031	1	23	2	2000	4	88	4	0	-88	88	88	88
VN101034	1	23	3	2001	4	88	4	0	-88	88	88	88
VN101034	2	24	2	2003	4	88	3	0	-88	88	88	88
VN101035	1	23	2	2000	6	88	4	0	-88	88	88	88
VN101035	2	6	1	2003	6	88	5	0	-88	88	88	88
VN101036	1	24	1	2001	3	5	4	0	-88	88	88	88
VN101036	2	24	2	1998	3	4	4	0	-88	88	88	88
VN101036	3	23	2	1998	5	88	4	0	-88	88	88	88
VN101037	1	23	3	1990	5	88	4	0	-88	88	88	88
VN101037	2	24	2	1990	5	88	4	0	-88	88	88	88
VN101037	3	28	1	2003	7	88	4	0	-88	88	88	88
VN101038	1	23	2	2000	6	88	4	0	-88	88	88	88
VN101039	1	23	3	2001	6	88	4	0	-88	88	88	88
VN101040	1	23	2	2003	4	88	4	0	-88	88	88	88
VN101040	2	24	1	2004	4	88	3	0	-88	88	88	88
VN101041	1	23	2	2004	4	6	4	0	-88	88	88	88
VN101041	2	24	1	2000	4	6	3	0	-88	88	88	88
VN101043	1	23	2	1992	4	5	3	0	-88	88	88	88
VN101044	1	23	2	2000	6	88	4	0	-88	88	88	88
VN101045	1	23	2	1993	5	88	4	0	-88	88	88	88
VN101045	2	24	1	1992	5	88	4	0	-88	88	88	88
VN101047	1	23	2	1995	5	88	4	0	-88	88	88	88
VN101047	2	24	1	1992	7	88	4	0	-88	88	88	88
VN101048	1	5	3	1992	4	5	4	0	-88	88	88	88
VN101049	1	23	2	2000	4	88	4	0	-88	88	88	88
VN101050	1	28	1	1996	7	88	4	0	-88	88	88	88
VN101050	2	28	2	1996	7	88	4	0	-88	88	88	88
VN101054	1	23	2	1990	6	4	4	0	-88	88	88	88
VN101054	2	5	1	2003	6	5	4	0	-88	88	88	88
VN101064	1	23	2	2002	4	88	4	0	-88	88	88	88
VN101075	1	23	2	1993	4	5	3	0	-88	88	88	88
VN101075	2	22	2	1993	4	5	3	0	-88	88	88	88
VN101075	3	22	1	1992	4	88	3	0	-88	88	88	88
VN101083	1	23	2	1991	5	88	4	0	-88	88	88	88
VN101083	2	24	1	1991	5	88	4	0	-88	88	88	88
VN111001	1	23	2	1990	8	88	4	0	-88	88	88	88
VN111001	2	24	80	1990	8	88	5	0	-88	88	88	88
VN111001	3	28	1	1999	8	88	5	0	-88	88	88	88
VN111002	1	23	2	2000	7	88	5	0	-88	88	88	88
VN111002	2	24	4	1996	7	88	5	0	-88	88	88	88
VN111003	1	23	2	1996	5	8	4	0	-88	88	88	88
VN111003	2	24	1	1994	5	8	5	0	-88	88	88	88
VN111004	1	23	3	1985	3	5	4	0	-88	88	88	88
VN111004	2	24	2	1990	3	6	4	0	-88	88	88	88
VN111004	3	28	1	2000	5	7	5	0	-88	88	88	88
VN111005	1	23	2	2000	8	88	3	0	-88	88	88	88
VN111006	1	23	1	2006	4	88	4	0	-88	88	88	88
VN111008	1	28	1	2000	11	88	4	0	-88	88	88	88
VN111009	1	24	3	1995	5	88	1	0	-88	88	88	88
VN111009	2	22	3	2005	6	88	1	0	-88	88	88	88
VN111010	1	23	2	1995	6	7	4	0	-88	88	88	88
VN111011	1	24	1	2003	8	3	4	0	-88	88	88	88
VN111012	1	23	2	1992	4	6	4	1	2003	1	15	3
VN111012	2	23	1	1992	6	4	5	0	-88	88	88	88
VN111013	1	23	2	1993	4	8	1	1	2006	0	8	99
VN111014	1	24	1	2003	4	2	4	0	-88	88	88	88
VN111014	2	23	2	1996	4	2	4	0	-88	88	88	88
VN111015	1	23	2	1993	8	88	3	0	-88	88	88	88
VN111016	1	24	1	2004	2	3	4	0	-88	88	88	88
VN111016	2	23	2	2001	2	3	4	0	-88	88	88	88
VN111017	1	23	2	1996	2	6	4	0	-88	88	88	88
VN111018	1	23	1	2002	8	88	5	0	-88	88	88	88
VN111019	1	28	1	2001	8	4	4	0	-88	88	88	88
VN111019	2	23	2	1996	3	4	4	0	-88	88	88	88
VN111019	3	24	1	2002	3	8	4	0	-88	88	88	88
VN111020	1	23	1	2002	6	88	4	0	-88	88	88	88
VN111020	2	24	2	2003	6	88	5	0	-88	88	88	88
VN111021	1	23	2	1996	8	3	3	0	-88	88	88	88
VN111021	2	24	1	2002	8	88	5	0	-88	88	88	88
VN111025	1	23	3	1993	4	6	4	0	-88	88	88	88
VN111025	2	24	2	1993	4	6	5	0	-88	88	88	88
VN111027	1	28	1	1996	5	88	4	0	-88	88	88	88
VN111027	2	23	3	1993	5	88	4	1	1996	1	2	0
VN111027	3	24	2	1996	6	88	5	0	-88	88	88	88
VN111028	1	23	1	1996	3	8	3	0	-88	88	88	88
VN111028	2	24	2	2001	3	8	5	0	-88	88	88	88
VN111031	1	22	2	2003	4	3	3	0	-88	88	88	88
VN111032	1	23	2	2001	6	88	5	0	-88	88	88	88
VN111032	2	28	2	2001	4	6	5	0	-88	88	88	88
VN111033	1	22	1	1992	6	5	2	0	-88	88	88	88
VN111034	1	23	2	1995	8	88	3	0	-88	88	88	88
VN111034	2	24	1	1994	8	88	5	0	-88	88	88	88
VN111035	1	23	2	2001	6	88	3	0	-88	88	88	88
