CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
VN161013	1	23	2	1995	3	7	4	0	-88	88	88	88
VN161014	1	22	2	1983	6	99	3	0	-88	88	88	88
VN161014	2	23	2	1983	1	99	4	0	-88	88	88	88
VN161015	1	24	1	2005	6	7	5	0	-88	88	88	88
VN161015	2	23	2	1995	5	4	4	0	-88	88	88	88
VN161016	1	6	1	2003	5	88	3	0	-88	88	88	88
VN161016	2	15	1	2004	1	88	2	0	-88	88	88	88
VN161016	3	23	2	1995	6	4	4	0	-88	88	88	88
VN161017	1	23	2	1988	6	88	4	0	-88	88	88	88
VN161018	1	23	2	1995	5	6	4	0	-88	88	88	88
VN161019	1	23	2	1994	2	3	2	0	-88	88	88	88
VN161020	1	23	2	1994	7	8	5	77	-88	88	88	88
VN161021	1	28	1	1990	4	6	4	0	-88	88	88	88
VN161021	2	23	2	1990	5	6	4	0	-88	88	88	88
VN161021	3	21	5	1998	5	88	4	0	-88	88	88	88
VN161022	1	23	4	2000	7	8	5	0	-88	88	88	88
VN161022	2	28	2	1990	7	8	5	0	-88	88	88	88
VN161023	1	23	1	2000	5	7	5	0	-88	88	88	88
VN161023	2	28	2	2004	7	8	4	0	-88	88	88	88
VN161024	1	23	2	2003	6	7	4	0	-88	88	88	88
VN161024	2	28	1	2002	6	7	4	0	-88	88	88	88
VN161024	3	28	1	2003	7	88	5	0	-88	88	88	88
VN161025	1	28	1	2002	7	8	3	0	-88	88	88	88
VN161025	2	23	1	2000	3	7	5	0	-88	88	88	88
VN161026	1	23	2	1998	6	7	4	0	-88	88	88	88
VN161026	2	28	2	2003	6	7	4	0	-88	88	88	88
VN161027	1	24	1	1991	5	6	4	0	-88	88	88	88
VN161028	1	28	18	1992	7	8	4	1	1992	0	10	2
VN161028	2	23	18	2000	7	8	5	0	-88	88	88	88
VN161029	1	24	1	2001	7	8	4	0	-88	88	88	88
VN161029	2	23	2	2001	3	4	4	0	-88	88	88	88
VN161030	1	24	1	2003	7	8	4	0	-88	88	88	88
VN161030	2	23	2	2002	7	8	3	0	-88	88	88	88
VN161031	1	23	2	2003	6	7	4	0	-88	88	88	88
VN161032	1	23	2	2000	6	7	4	0	-88	88	88	88
VN161032	2	24	1	2000	6	7	5	0	-88	88	88	88
VN161032	3	28	1	2003	6	7	4	0	-88	88	88	88
VN161033	1	23	2	1986	3	5	5	0	-88	88	88	88
VN161033	2	24	1	2002	3	5	5	0	-88	88	88	88
VN161034	1	23	2	1992	6	7	4	0	-88	88	88	88
VN161034	2	24	1	2000	6	7	4	0	-88	88	88	88
VN161035	1	23	4	1995	3	4	5	0	-88	88	88	88
VN161036	1	23	1	1995	3	4	5	0	-88	88	88	88
VN161037	1	24	2	1994	3	6	3	0	-88	88	88	88
VN161038	1	23	2	1994	6	7	4	0	-88	88	88	88
VN161038	2	24	1	2002	6	7	4	0	-88	88	88	88
VN161039	1	21	1	2000	9	6	5	0	-88	88	88	88
VN161039	2	24	3	1998	3	6	4	0	-88	88	88	88
VN161040	1	24	1	2004	3	4	4	0	-88	88	88	88
VN161040	2	23	2	1995	6	2	4	0	-88	88	88	88
VN161041	1	23	2	1996	6	7	4	0	-88	88	88	88
VN161042	1	23	2	2005	6	7	4	0	-88	88	88	88
VN161042	2	28	1	-77	7	88	5	0	-88	88	88	88
VN161043	1	23	2	1992	3	4	4	0	-88	88	88	88
VN161043	2	24	1	2001	3	8	5	0	-88	88	88	88
VN161045	1	24	1	2006	3	6	4	0	-88	88	88	88
VN161045	2	23	2	1995	5	4	4	0	-88	88	88	88
VN161046	1	21	1	2003	7	8	6	0	-88	88	88	88
VN161047	1	24	1	2001	3	6	4	0	-88	88	88	88
VN161048	1	23	2	2003	3	7	4	0	-88	88	88	88
VN161048	2	24	1	2004	7	8	5	0	-88	88	88	88
VN161049	1	23	2	2000	6	7	4	0	-88	88	88	88
VN161050	1	24	1	2003	3	6	3	0	-88	88	88	88
VN161050	2	23	2	2000	2	5	4	0	-88	88	88	88
VN171001	1	23	2	2006	8	3	3	0	-88	88	88	88
VN171003	1	28	5	1996	4	7	3	0	-88	88	88	88
VN171005	1	23	2	2003	2	88	5	0	-88	88	88	88
VN171009	1	18	80	1994	6	88	3	0	-88	88	88	88
VN171013	1	18	80	1995	8	88	3	0	-88	88	88	88
VN171018	1	20	0	2004	7	11	2	0	-88	88	88	88
VN171020	1	23	2	2003	2	3	4	0	-88	88	88	88
VN171027	1	23	2	2000	4	88	4	0	-88	88	88	88
VN171027	2	18	80	1994	8	88	3	0	-88	88	88	88
VN171033	1	23	2	2006	6	4	3	1	2006	0	7	3
VN171043	1	28	2	2006	8	6	2	1	2006	0	99	3
VN171047	1	18	80	1992	8	88	3	0	-88	88	88	88
VN171053	1	18	80	2000	8	88	3	0	-88	88	88	88
VN171059	1	20	0	2004	7	88	2	0	-88	88	88	88
VN181002	1	23	3	2003	5	88	4	0	-88	88	88	88
VN181003	1	22	3	1980	4	5	2	0	-88	88	88	88
VN181003	2	22	4	1982	5	4	2	0	-88	88	88	88
VN181009	1	28	1	1990	6	8	4	0	-88	88	88	88
VN181009	2	20	1	1991	6	7	2	0	-88	88	88	88
VN181009	3	28	2	1990	6	4	4	77	-88	88	88	88
VN181011	1	28	6	2004	7	88	3	0	-88	88	88	88
VN181011	2	23	2	1985	5	88	3	0	-88	88	88	88
VN181012	1	28	1	1997	7	5	2	0	-88	88	88	88
VN181012	2	23	3	1991	4	11	4	0	-88	88	88	88
VN181012	3	22	2	1985	4	5	3	0	-88	88	88	88
VN181012	4	22	3	1989	4	5	3	0	-88	88	88	88
VN181014	1	23	2	1990	2	4	4	0	-88	88	88	88
VN181015	1	23	3	2004	5	3	4	0	-88	88	88	88
VN181016	1	28	1	1991	7	4	3	0	-88	88	88	88
VN181016	2	28	2	1991	6	7	3	0	-88	88	88	88
VN181018	1	23	1	1998	4	88	3	1	2005	0	16	0
VN181019	1	23	1	2003	5	6	4	0	-88	88	88	88
VN181019	2	2	2	2001	5	6	4	0	-88	88	88	88
VN181020	1	22	1	1992	4	5	3	0	-88	88	88	88
VN181020	2	22	2	1992	4	5	3	0	-88	88	88	88
VN181022	1	23	2	1990	2	6	3	0	-88	88	88	88
VN181023	1	28	1	2003	6	5	3	0	-88	88	88	88
VN181024	1	23	3	1993	5	6	5	0	-88	88	88	88
VN181026	1	22	1	1991	6	5	4	0	-88	88	88	88
VN181027	1	22	2	1983	4	5	2	0	-88	88	88	88
VN181027	2	23	3	2000	4	5	5	0	-88	88	88	88
VN181029	1	23	2	1976	7	4	3	0	-88	88	88	88
VN181030	1	22	3	1985	4	5	3	0	-88	88	88	88
VN181030	2	22	4	1985	4	5	3	0	-88	88	88	88
VN181030	3	23	4	1990	4	5	4	0	-88	88	88	88
VN181033	1	28	2	2004	6	4	1	0	-88	88	88	88
VN181033	2	23	3	1993	5	4	3	0	-88	88	88	88
VN181044	1	23	2	1986	4	6	4	0	-88	88	88	88
VN181045	1	28	1	2005	4	6	3	0	-88	88	88	88
VN181045	2	23	3	2005	4	2	3	0	-88	88	88	88
VN181047	1	28	1	1981	8	4	3	0	-88	88	88	88
VN181050	1	23	3	1995	2	8	4	0	-88	88	88	88
VN181056	1	23	3	1995	11	88	3	0	-88	88	88	88
VN181058	1	28	1	2004	8	7	4	0	-88	88	88	88
VN181058	2	23	3	2000	5	6	4	0	-88	88	88	88
VN181059	1	22	1	1985	5	11	3	1	2000	0	15	3
VN181059	2	23	1	1999	11	88	3	1	2005	0	13	3
VN181059	3	23	2	1997	4	5	3	0	-88	88	88	88
VN181069	1	28	1	1990	7	4	2	1	1990	0	16	2
VN181069	2	28	1	1996	7	4	5	0	-88	88	88	88
VN181073	1	6	1	1980	5	88	5	0	-88	88	88	88
VN181073	2	23	2	1983	5	88	3	1	2005	0	16	0
VN181078	1	22	2	1996	5	6	4	0	-88	88	88	88
VN181078	2	23	3	1989	2	3	4	0	-88	88	88	88
VN191001	1	24	1	1997	4	5	5	0	-88	88	88	88
VN191001	2	23	2	1989	4	5	3	0	-88	88	88	88
VN191002	1	22	1	1997	4	5	3	0	-88	88	88	88
VN191002	2	23	2	1999	4	5	3	0	-88	88	88	88
VN191002	3	28	4	2003	7	99	4	0	-88	88	88	88
VN191003	1	23	2	2000	4	5	4	0	-88	88	88	88
VN191003	2	28	1	2006	4	5	4	0	-88	88	88	88
VN191004	1	21	2	1992	4	88	3	0	-88	88	88	88
VN191005	1	23	1	2001	3	4	3	0	-88	88	88	88
VN191006	1	24	1	1994	11	88	5	0	-88	88	88	88
VN191006	2	28	1	2000	11	88	3	1	-99	0	1	2
VN191006	3	23	2	1987	11	88	3	0	-88	88	88	88
VN191007	1	23	2	2000	4	88	3	0	-88	88	88	88
VN191008	1	28	1	2004	6	88	2	1	2004	0	16	0
VN191008	2	23	2	2004	4	5	3	1	2004	0	5	2
VN191009	1	23	3	1985	5	4	3	0	-88	88	88	88
VN191011	1	22	1	1990	4	5	5	0	-88	88	88	88
VN191011	2	23	1	1990	4	5	4	0	-88	88	88	88
VN191011	3	28	2	2005	99	99	3	0	-88	88	88	88
VN191012	1	23	2	2004	3	4	4	0	-88	88	88	88
VN191012	2	28	1	1997	8	5	3	1	2000	0	9	3
VN191013	1	22	2	2006	4	5	3	0	-88	88	88	88
VN191013	2	28	1	2000	4	5	3	0	-88	88	88	88
VN191013	3	23	2	2000	4	5	5	0	-88	88	88	88
VN191014	1	23	2	2003	11	88	5	0	-88	88	88	88
VN191014	2	22	2	1993	4	5	3	0	-88	88	88	88
VN191014	3	22	1	1982	4	5	3	0	-88	88	88	88
VN191015	1	23	2	1975	4	6	4	0	-88	88	88	88
VN191016	1	23	2	2001	11	88	4	0	-88	88	88	88
VN191016	2	22	1	1978	11	88	3	0	-88	88	88	88
VN191016	3	22	2	1978	11	88	3	0	-88	88	88	88
VN191017	1	23	2	1999	4	5	3	0	-88	88	88	88
VN191017	2	24	1	1999	4	5	5	0	-88	88	88	88
VN191018	1	23	1	1976	4	5	3	0	-88	88	88	88
VN191020	1	23	2	1999	4	5	4	0	-88	88	88	88
VN191020	2	24	1	2003	4	5	5	0	-88	88	88	88
VN191021	1	23	1	1976	4	88	3	0	-88	88	88	88
VN191023	1	23	2	2002	4	5	3	0	-88	88	88	88
VN191023	2	28	1	2006	4	5	3	0	-88	88	88	88
VN191024	1	23	2	2004	1	4	3	1	2004	0	7	2
VN191024	2	28	2	2004	1	6	3	1	2004	0	7	3
VN191026	1	23	1	1994	4	5	3	0	-88	88	88	88
VN191026	2	18	1	1990	8	88	2	0	-88	88	88	88
VN191026	3	18	2	1990	8	88	2	0	-88	88	88	88
VN191027	1	23	2	2000	4	5	3	0	-88	88	88	88
VN191028	1	23	2	1994	11	4	3	0	-88	88	88	88
VN191028	2	24	1	2001	11	4	3	0	-88	88	88	88
VN191029	1	24	1	2001	4	6	3	0	-88	88	88	88
VN191029	2	23	2	2001	4	6	3	0	-88	88	88	88
VN191030	1	24	2	2002	4	6	4	0	-88	88	88	88
VN191030	2	23	3	1996	4	6	3	0	-88	88	88	88
VN191032	1	23	2	2005	4	6	3	1	2005	0	16	2
VN191035	1	23	2	2002	4	5	3	0	-88	88	88	88
VN191037	1	23	2	2002	4	5	3	0	-88	88	88	88
VN191039	1	23	2	1992	4	88	3	0	-88	88	88	88
VN191040	1	23	2	2004	4	5	5	0	-88	88	88	88
VN191041	1	24	1	2003	5	11	4	0	-88	88	88	88
VN191041	2	23	2	2003	4	5	4	0	-88	88	88	88
VN191043	1	23	2	2001	4	5	4	0	-88	88	88	88
VN191043	2	22	1	1996	5	88	3	0	-88	88	88	88
VN191044	1	23	1	2001	4	6	4	0	-88	88	88	88
VN191044	2	24	2	2001	4	6	4	0	-88	88	88	88
VN191045	1	24	1	1984	4	5	3	1	2006	0	16	2
VN191045	2	23	2	1984	4	5	3	0	-88	88	88	88
VN191046	1	22	1	1986	5	6	3	0	-88	88	88	88
VN191046	2	23	2	2000	5	4	3	1	2003	0	6	0
VN191047	1	23	2	1984	4	5	3	0	-88	88	88	88
VN191047	2	24	1	1987	4	5	3	0	-88	88	88	88
VN191048	1	23	1	1970	5	11	3	0	-88	88	88	88
VN191048	2	23	3	1970	4	5	5	0	-88	88	88	88
VN191048	3	24	2	1980	4	5	4	0	-88	88	88	88
VN191049	1	23	3	1999	4	3	3	0	-88	88	88	88
VN191049	2	28	3	2005	5	2	3	1	2005	99	99	99
VN191050	1	23	2	1990	4	5	4	0	-88	88	88	88
VN191050	2	24	1	1990	5	11	3	0	-88	88	88	88
VN191052	1	23	3	1993	4	5	5	0	-88	88	88	88
VN191052	2	28	1	1995	7	99	5	0	-88	88	88	88
VN191052	3	28	2	1997	7	99	5	0	-88	88	88	88
VN191052	4	22	4	2000	4	5	3	0	-88	88	88	88
VN191057	1	28	1	1998	8	4	4	0	-88	88	88	88
VN191057	2	23	2	2003	4	5	3	0	-88	88	88	88
VN191057	3	28	1	2004	8	88	4	0	-88	88	88	88
VN191070	1	23	2	1990	4	5	3	0	-88	88	88	88
VN191070	2	24	1	1990	4	5	3	0	-88	88	88	88
VN191070	3	16	3	2000	7	4	3	1	2004	0	16	0
VN201003	1	23	2	1993	8	3	4	0	-88	88	88	88
VN201004	1	22	1	1978	7	8	2	0	-88	88	88	88
VN201004	2	23	2	1989	7	8	3	0	-88	88	88	88
VN201005	1	18	80	1978	4	88	2	0	-88	88	88	88
VN201007	1	23	2	-77	8	88	3	0	-88	88	88	88
VN201009	1	23	2	2003	4	88	4	0	-88	88	88	88
VN201011	1	23	2	2002	4	88	4	0	-88	88	88	88
VN201015	1	28	0	2005	6	2	6	0	-88	88	88	88
VN201016	1	24	1	2004	6	88	3	1	2004	0	15	2
VN201023	1	28	3	2006	11	11	3	0	-88	88	88	88
VN201024	1	23	3	2000	4	3	3	0	-88	88	88	88
VN201030	1	23	2	2004	3	88	5	0	-88	88	88	88
VN201030	2	28	1	2005	3	88	77	0	-88	88	88	88
VN201038	1	23	2	2001	4	88	4	0	-88	88	88	88
VN201045	1	23	2	2001	4	88	4	0	-88	88	88	88
VN201046	1	23	1	1993	4	2	4	0	-88	88	88	88
VN201046	2	16	3	2005	6	7	4	0	-88	88	88	88
VN201049	1	24	1	2005	4	6	3	0	-88	88	88	88
VN201052	1	23	2	2001	6	5	4	0	-88	88	88	88
VN201056	1	23	2	2001	4	3	4	1	2003	0	15	2
VN201059	1	17	1	1991	6	9	2	0	-88	88	88	88
VN201071	1	18	2	1970	8	88	3	0	-88	88	88	88
VN201073	1	23	1	1996	3	6	3	0	-88	88	88	88
VN201074	1	16	4	2004	6	88	2	0	-88	88	88	88
VN201090	1	23	2	1996	2	6	4	0	-88	88	88	88
