FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	VNEXCLSS	VNYEXCL1	VNYEXCL2	VNYEXCL3	AMEXSC01	AMEXSC02	AMEXSC03	AMEXSC04	AMEXSC05	AMEXSC06	AMEXSC07	AMEXSC08	TEXCLS01	TEXCLS02	TEXCLS03	TEXCLS04	TEXCLS05	TEXCLS06	TEXCLS07	TEXCLS08	VNYATEX1	VNYATEX2	VNYATEX3	VNENJEXC	VNYNOENJ	VNEXCUSE	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	score_math	rscorelang_math	FINHRRWM	FINMNRWM	CONDRWAQ	YNORWM01	YNORWM02	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC
R28YRS	VN121039	1/26/2007	1	1	0	3	7	15	2	0	88	88	88	0	88	88	88	88	88	88	7	5	10	29	88	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	3	0	4	3	4	0	88	88	88	88	88	88	99	99	99	99	99	99	109	204	15	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	1	2	1	2	4	3	1	2	4	3	4	3	2	2	1	4	1	4	3	2	3	2	3	4	1	1	1	4	2	3	2	3	2	4	3	2	3	1	1	4	1	2	2	4	4	2	2	1	4	3	4	2	3	1	4	2	3	4	3	4	2	2	3	4	2	3	4	4	2	4	1	4	2	1	3	4	2	3	2	4	2	3	1	1	3	3	2	3	1	1	4	3	1	4	2	3	2	1	16	0	204	18	1	1	3	154	331.69287109375	1	88	88	41	41	16	6	4	3	419	45	8	2	2	1	2	4	7	1680	8	302.010223388672	16	20	1	88	88	1	0	1	0	1	1	1	0	4	1	0	1	0	0	0	0	1	0	0	1	4	88	0	0	1	1	1	1	1	0	1	1	10	2	1	3	2	88	88	88	88	88	1	0	0	0	0	0	0	3	88	88	88	88	88	88	2	4	6	1	6	16	11	15	5	1	1	88	40	14	1	88	88	88	2	2	1	2	2	2	1	1	2	1	1	1	4	4	2	2	4	88	88	88	4	4	1	1	4	3	4	88	88	88	88	88	88	1	4	1	4	1	1	4	1	88	88	4	4	0	88	88	88	28	3	4	1	12	4
R28YRS	VN121040	2/1/2007	1	1	0	3	7	10	2	0	88	88	88	0	88	88	88	88	88	88	9	88	88	15	16	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	3	0	0	4	5	3	0	88	88	88	88	88	88	1	0	0	88	88	88	109	204	14	45	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	1	2	1	2	4	3	1	2	4	3	4	3	2	2	1	4	1	1	3	3	3	2	1	4	1	2	1	2	2	1	2	3	4	4	3	2	3	1	4	4	1	2	2	4	4	2	2	4	1	3	4	1	3	1	4	1	3	1	5	4	2	1	1	3	2	3	4	4	3	4	1	4	4	1	3	4	1	3	2	1	3	3	1	1	3	2	2	3	1	3	4	3	1	4	2	3	2	2	15	25	204	24	1	1	3	150	320.166625976563	1	88	88	41	41	15	30	4	3	419	45	8	2	2	4	4	1	7	60	6	243.601669311523	15	44	1	88	88	1	0	1	0	1	0	1	1	4	1	0	0	0	1	0	0	1	0	0	1	4	88	0	0	1	1	1	1	1	88	1	1	7	2	1	3	1	88	88	88	88	88	1	0	0	0	0	0	0	3	88	88	88	88	88	88	2	5	6	8	2	88	14	88	88	2	99	88	42	14	1	88	88	88	2	2	1	2	2	3	2	2	2	2	2	2	3	3	2	2	3	88	88	88	3	3	2	2	4	2	4	88	88	88	88	88	88	1	2	1	4	2	2	88	2	88	88	88	88	0	88	88	88	42	3	3	88	88	4
R28YRS	VN121041	2/2/2007	1	1	0	3	6	15	1	0	88	88	88	0	88	88	88	88	88	88	11	5	88	28	88	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	7	0	2	0	0	4	3	8	0	88	88	88	88	88	88	3	0	1	3	88	88	25	168	15	32	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	3	4	3	1	2	1	3	2	4	2	3	1	2	3	4	1	2	1	2	1	4	2	3	3	1	3	4	4	4	3	1	3	2	1	4	2	3	1	3	2	4	3	2	1	3	2	3	2	4	3	4	2	2	1	1	4	2	1	3	2	3	2	3	1	3	4	2	3	3	4	3	3	4	1	2	1	3	3	2	2	3	3	4	1	1	2	1	2	4	2	4	2	4	3	1	1	2	2	4	4	4	2	3	6	3	2	3	4	1	1	4	3	4	1	2	3	4	4	2	2	3	2	4	4	1	2	2	3	4	4	1	4	2	1	4	2	3	4	1	2	1	2	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	16	25	168	44	1	2	3	103	239.973541259766	1	88	88	41	41	16	30	4	3	3119	55	8	2	2	4	2	1	7	35	4	 	16	43	1	88	88	1	0	0	1	1	0	1	0	3	1	0	0	0	0	0	1	1	0	0	1	4	0	88	88	1	1	1	1	1	88	0	0	6	3	2	3	1	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	6	7	15	88	88	1	88	88	2	1	88	22	12	1	88	88	88	1	1	1	1	1	2	1	1	1	3	2	1	4	4	1	1	3	88	88	88	2	4	1	1	3	1	3	88	88	88	88	88	88	1	2	1	2	2	1	88	1	3	3	88	4	0	88	88	88	37	3	4	9	88	4
R28YRS	VN121042	2/1/2007	1	1	0	3	7	20	1	0	88	88	88	0	88	88	88	88	88	88	3	10	88	15	16	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	0	4	0	4	2	5	0	88	88	88	88	88	88	3	0	0	88	88	88	109	204	13	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	4	1	4	2	1	2	4	3	1	2	4	3	2	3	1	2	1	4	4	1	3	2	3	2	1	4	1	3	1	4	2	3	2	3	2	4	3	2	3	2	1	4	1	2	4	4	4	4	2	2	4	3	4	3	4	2	4	4	3	1	6	4	2	1	1	1	2	3	3	1	3	2	3	5	4	1	3	4	1	3	2	2	2	3	1	2	1	4	2	3	1	1	4	3	1	4	2	3	2	0	14	10	204	20	1	2	3	150	320.166625976563	1	88	88	41	41	14	15	4	3	419	45	8	2	2	1	1	4	6	460	7	 	99	99	1	88	88	3	0	1	0	1	0	1	0	3	1	0	0	0	0	0	0	1	0	0	1	3	88	0	0	1	2	1	1	1	88	1	1	3	3	1	3	1	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	3	4	1	15	16	1	5	10	2	1	88	40	14	0	11	88	88	2	2	1	1	2	3	77	2	1	2	1	2	3	3	2	2	4	88	88	88	3	3	2	1	3	1	4	88	88	88	88	88	88	1	2	2	2	2	2	1	2	88	88	2	2	0	88	88	88	28	3	4	7	5	4
R28YRS	VN121043	1/27/2007	1	1	0	3	7	20	1	0	88	88	88	0	88	88	88	88	88	88	5	88	88	16	88	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	8	0	0	3	0	4	3	6	0	88	88	88	88	88	88	3	0	0	88	88	88	73	204	14	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	4	4	1	4	3	1	2	1	1	1	4	1	6	4	2	4	3	4	4	3	4	3	2	1	3	3	1	1	2	2	4	1	1	2	2	2	4	3	7	2	2	3	2	2	4	2	1	4	4	1	3	5	2	2	3	4	2	3	4	3	2	1	2	3	6	4	3	2	3	1	4	4	4	3	2	4	4	4	3	2	4	3	4	4	1	1	1	2	3	3	5	4	1	1	1	1	2	3	4	4	1	4	2	7	4	2	3	4	4	3	2	2	2	3	1	2	3	3	2	3	4	3	4	3	3	4	1	3	1	6	14	42	204	51	1	1	3	128	278.476043701172	1	88	88	41	41	14	50	4	3	3110	45	8	2	2	1	2	1	6	120	5	225.430130004883	15	7	1	88	88	1	0	1	0	1	0	1	0	3	1	1	0	0	0	1	1	1	0	0	1	6	88	0	0	1	1	1	0	1	0	1	1	9	3	1	3	2	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	3	4	15	88	88	1	88	88	2	1	88	7	12	1	88	88	88	1	2	1	1	1	3	1	1	1	3	1	1	3	3	1	1	3	88	88	88	3	3	1	1	3	1	3	88	88	88	88	88	88	1	3	1	3	1	1	3	1	3	3	3	3	0	88	88	88	7	4	4	88	88	4
R28YRS	VN121044	1/28/2007	1	1	0	3	6	20	1	0	88	88	88	0	88	88	88	88	88	88	1	6	5	29	88	88	1	88	88	88	2	0	0	0	0	0	2	0	1	99	99	99	99	99	1	99	1	2	3	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	9	0	0	3	0	4	2	6	0	88	88	88	88	88	88	3	0	0	88	88	88	73	204	15	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	3	2	4	3	4	1	4	1	1	4	3	1	3	1	3	1	3	1	5	2	4	4	3	4	1	3	4	1	2	1	3	1	4	1	3	1	1	1	2	2	1	2	4	3	3	2	4	3	1	4	3	2	2	4	1	1	3	5	3	2	1	4	1	2	4	3	2	3	2	2	3	4	3	2	3	1	2	4	1	3	2	1	4	2	2	2	3	3	4	1	3	4	4	2	3	2	5	4	2	1	3	3	2	3	2	4	2	4	2	4	4	3	3	4	2	3	2	4	2	3	4	2	3	3	2	3	1	2	4	3	1	2	3	3	2	4	16	30	204	34	1	1	3	138	295.152282714844	1	88	88	41	41	16	35	4	3	419	45	8	2	2	1	4	4	7	400	9	348.996673583984	16	50	1	88	88	1	0	1	0	1	0	1	0	3	1	0	0	0	1	1	0	1	0	0	1	5	88	0	0	1	1	1	1	1	0	1	1	5	3	1	3	2	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	4	7	1	2	7	1	10	5	2	1	88	40	14	1	88	88	88	1	1	1	2	2	2	1	1	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	2	4	88	88	88	88	88	88	1	2	1	3	2	1	4	1	88	88	4	4	0	88	88	88	28	3	4	5	8	4
R28YRS	VN121045	3/19/2007	1	1	0	3	7	20	2	1	1	88	88	0	88	88	88	88	88	88	5	10	6	29	88	88	1	88	88	88	4	0	0	4	0	0	0	0	1	77	77	1	77	77	77	77	2	5	6	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	0	0	4	4	7	0	88	88	88	88	88	88	1	0	0	88	88	88	109	204	14	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	4	1	4	2	1	2	4	3	1	2	4	3	4	3	2	2	4	4	1	4	3	3	3	2	1	4	1	1	2	4	3	1	2	3	3	4	3	2	3	1	3	4	1	2	2	1	4	0	2	1	3	3	4	3	1	1	4	2	3	1	4	4	2	1	4	4	2	3	2	1	4	4	3	3	1	1	3	4	1	3	2	1	2	3	1	2	2	1	2	3	4	1	4	3	1	4	3	3	3	4	14	50	204	20	1	1	3	149	317.714263916016	1	88	88	41	41	14	50	4	3	419	59	8	2	2	77	2	4	7	-77	6	243.601669311523	15	15	1	88	88	1	0	1	0	1	0	1	0	3	1	1	0	0	0	1	0	1	0	0	1	5	88	0	12	1	1	1	1	0	88	1	1	4	3	1	3	2	88	88	88	88	88	1	0	0	0	0	0	77	5	88	88	88	88	88	77	2	2	4	1	2	6	1	5	15	2	1	88	42	13	1	88	88	88	1	1	1	2	2	2	1	2	1	3	1	2	3	3	1	1	3	88	88	88	3	3	1	1	2	3	3	88	88	88	88	88	88	2	3	1	3	2	2	88	1	3	3	88	3	0	88	88	88	24	3	4	7	22	6
R28YRS	VN121047	1/30/2007	1	1	0	3	7	5	1	0	88	88	88	0	88	88	88	88	88	88	3	10	88	16	88	88	1	88	88	88	1	0	0	1	0	0	0	77	1	99	99	1	99	99	99	77	2	6	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	2	3	0	4	3	4	0	88	88	88	88	88	88	3	0	0	88	88	88	109	204	13	35	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	2	3	3	1	1	4	2	1	2	4	3	1	2	4	3	3	3	1	3	3	4	1	4	3	3	3	2	1	4	1	1	1	4	2	3	2	2	2	4	3	2	3	1	2	4	1	2	2	1	4	1	1	4	2	3	4	3	4	2	1	2	3	2	8	1	2	1	4	1	2	3	2	1	2	4	1	4	4	1	3	4	1	3	2	2	3	3	1	2	2	3	2	3	1	1	4	3	1	4	3	3	2	2	14	13	204	18	1	1	3	128	278.476043701172	1	88	88	41	41	14	20	4	3	419	45	6	2	2	1	2	2	3	34	5	225.430130004883	14	32	1	88	88	1	0	1	0	1	0	1	0	3	1	0	0	0	1	0	0	1	1	1	1	6	0	88	88	1	1	1	0	1	0	0	1	3	3	1	3	1	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	2	4	15	16	1	10	5	1	2	1	88	44	14	0	27	88	88	2	3	2	2	2	1	2	2	2	2	1	2	3	3	1	2	4	88	88	88	2	2	2	1	2	1	4	88	88	88	88	88	88	1	2	1	1	2	2	88	2	2	2	88	1	0	88	88	88	37	3	4	5	12	4
R28YRS	VN121048	1/30/2007	1	1	0	3	6	5	1	0	88	88	88	0	88	88	88	88	88	88	4	5	10	29	88	88	1	88	88	88	0	0	0	2	0	0	0	0	99	99	99	1	99	99	99	99	1	2	3	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	3	0	4	0	8	0	88	88	88	88	88	88	3	0	0	88	88	88	73	204	10	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	1	4	1	4	1	1	1	2	1	1	3	1	5	2	2	4	3	2	4	3	4	1	1	1	3	3	4	1	3	3	1	1	2	4	1	2	4	3	3	2	2	3	3	3	1	2	1	4	1	4	3	2	3	2	1	4	1	1	4	2	2	3	2	3	1	4	3	2	3	1	1	4	1	2	2	1	1	2	3	4	3	3	4	4	4	1	4	2	3	3	5	4	2	1	2	1	2	3	2	4	4	4	1	4	4	1	3	4	1	3	2	3	2	3	1	1	2	1	2	3	1	1	4	3	1	2	1	3	2	3	11	25	204	27	1	1	3	143	304.471343994141	1	88	88	41	41	11	30	4	3	419	50	8	2	2	1	4	4	7	220	7	266.186309814453	11	42	1	88	88	1	0	1	0	1	0	1	0	3	1	0	1	0	1	1	0	1	0	0	1	6	88	0	0	1	2	1	1	1	0	1	1	6	3	3	3	1	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	4	7	1	88	88	1	88	88	2	1	88	28	14	1	88	88	88	1	3	1	1	3	4	1	1	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	1	4	1	4	1	1	4	1	88	88	4	4	0	88	88	88	28	3	5	9	12	4
R28YRS	VN121049	1/30/2007	1	1	0	3	7	30	1	0	88	88	88	0	88	88	88	88	88	88	10	5	88	28	88	88	0	12	88	88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	2	0	4	3	5	0	88	88	88	88	88	88	3	0	0	88	88	88	109	204	16	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	4	1	4	2	1	2	4	3	1	2	4	3	2	3	2	2	1	4	1	4	3	1	3	2	1	4	1	1	4	4	4	1	2	3	2	4	3	2	3	1	1	4	1	2	2	1	4	1	2	2	2	3	1	2	2	1	4	2	3	2	5	4	2	1	3	1	2	3	2	4	2	4	1	3	4	2	3	4	1	3	2	4	1	3	1	2	2	4	2	3	1	1	4	3	1	4	2	3	2	0	16	52	204	14	1	1	3	155	334.880981445313	1	88	88	41	41	16	57	4	3	419	45	8	2	2	1	3	4	7	400	9	348.996673583984	17	10	1	88	88	1	0	1	0	1	1	1	0	4	1	1	1	0	0	0	1	1	0	0	1	6	88	0	0	1	1	1	1	1	0	0	0	24	2	1	3	2	88	88	88	88	88	1	0	0	0	0	0	0	1	88	88	88	88	88	88	2	5	6	24	88	88	1	88	88	2	1	88	40	14	1	88	88	88	2	2	1	2	2	3	2	2	2	3	2	2	4	4	1	2	4	88	88	88	4	4	1	1	2	1	4	88	88	88	88	88	88	2	3	1	3	2	2	88	2	3	3	88	3	1	2	1	0	11	3	4	5	88	4
R28YRS	VN121050	1/23/2007	1	1	0	3	7	30	2	0	88	88	88	0	88	88	88	88	88	88	3	88	88	29	88	88	1	88	88	88	2	0	0	1	0	0	0	0	1	99	99	1	99	99	99	99	1	88	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	2	3	0	4	2	5	0	88	88	88	88	88	88	1	0	0	88	88	88	73	204	17	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	3	2	4	3	4	1	1	1	1	4	4	1	3	2	1	2	3	1	5	3	2	4	3	4	4	3	4	1	2	1	2	3	2	1	3	2	4	2	2	2	1	2	4	3	6	2	4	3	4	2	1	2	4	4	1	1	3	4	3	2	1	4	1	2	1	2	2	4	2	4	5	4	3	2	3	2	4	4	1	2	2	1	4	2	3	4	3	3	4	1	4	4	4	2	3	1	6	4	2	2	4	1	2	3	3	4	2	4	3	7	4	2	3	4	3	3	2	4	4	3	1	2	3	4	2	3	4	2	2	3	2	4	2	3	1	5	17	45	204	47	1	1	3	134	288.040344238281	1	88	88	41	41	17	50	4	3	4119	45	8	4	1	4	3	4	5	20	3	189.606216430664	18	6	1	88	88	1	0	1	0	1	0	1	0	3	1	0	0	0	0	1	0	1	0	1	1	5	88	0	0	1	1	1	1	1	88	1	1	3	3	1	3	1	88	88	88	88	88	1	0	0	0	0	0	0	2	88	88	88	88	88	88	2	3	4	6	8	1	5	10	88	2	1	88	44	14	77	88	88	88	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	4	88	88	88	3	3	1	2	4	2	2	88	88	88	88	88	88	2	2	2	2	2	2	2	2	88	88	2	2	0	88	88	88	33	3	5	5	1	4
