PLACEID	GBGEIDR4	GBGEPLAC	GRBCLCT	CMNGARB
313	9	0	 	 
314	1	0	 	 
314	2	0	 	 
314	3	0	 	 
314	4	0	 	 
314	5	0	 	 
314	6	1	 	1
314	7	1	 	2
314	8	1	 	3
314	9	0	 	 
401	1	0	 	 
401	2	0	 	 
401	3	1	 	1
401	4	0	 	 
401	5	0	 	 
401	6	0	 	 
401	7	0	 	 
401	8	0	 	 
401	9	0	 	 
402	1	1	8	1
402	2	0	 	 
402	3	0	 	 
402	4	1	 	2
402	5	0	 	 
402	6	0	 	 
402	7	0	 	 
402	8	0	 	 
402	9	0	 	 
403	1	1	8	1
403	2	1	 	3
403	3	0	 	 
403	4	0	 	 
403	5	0	 	 
403	6	0	 	 
403	7	1	 	2
403	8	0	 	 
403	9	0	 	 
404	1	0	 	 
404	2	0	 	 
404	3	1	 	1
404	4	0	 	 
404	5	0	 	 
404	6	0	 	 
404	7	0	 	 
404	8	1	 	2
404	9	0	 	 
405	1	0	 	 
405	2	0	 	 
405	3	0	 	 
405	4	0	 	 
405	5	1	 	2
405	6	0	 	 
405	7	1	 	1
405	8	0	 	 
405	9	0	 	 
406	1	0	 	 
406	2	0	 	 
406	3	1	 	1
406	4	0	 	 
406	5	0	 	 
406	6	0	 	 
406	7	1	 	2
406	8	0	 	 
406	9	0	 	 
408	1	0	 	 
408	2	0	 	 
408	3	0	 	 
408	4	1	 	1
408	5	0	 	 
408	6	0	 	 
408	7	1	 	2
408	8	1	 	3
408	9	0	 	 
501	1	1	4	1
501	2	0	 	 
501	3	0	 	 
501	4	0	 	 
501	5	0	 	 
501	6	0	 	 
501	7	0	 	 
501	8	0	 	 
501	9	0	 	 
503	1	1	4	1
503	2	0	 	 
503	3	0	 	 
503	4	0	 	 
503	5	0	 	 
503	6	0	 	 
503	7	0	 	 
503	8	0	 	 
503	9	0	 	 
504	1	1	4	1
504	2	1	 	2
504	3	1	 	3
504	4	0	 	 
504	5	0	 	 
504	6	0	 	 
504	7	0	 	 
504	8	0	 	 
504	9	0	 	 
505	1	0	 	 
505	2	1	 	2
505	3	0	 	 
505	4	0	 	 
505	5	0	 	 
505	6	1	 	1
505	7	0	 	 
505	8	0	 	 
505	9	0	 	 
507	1	0	 	 
507	2	0	 	 
507	3	0	 	 
507	4	0	 	 
507	5	0	 	 
507	6	0	 	 
507	7	0	 	 
507	8	1	 	1
507	9	0	 	 
508	1	0	 	 
508	2	0	 	 
508	3	0	 	 
508	4	0	 	 
508	5	0	 	 
508	6	1	 	2
508	7	0	 	 
508	8	1	 	1
508	9	0	 	 
509	1	0	 	 
509	2	0	 	 
509	3	0	 	 
509	4	0	 	 
509	5	0	 	 
509	6	0	 	 
509	7	0	 	 
509	8	1	 	1
509	9	0	 	 
510	1	1	4	1
510	2	0	 	 
510	3	0	 	 
510	4	0	 	 
510	5	0	 	 
510	6	0	 	 
510	7	0	 	 
510	8	0	 	 
510	9	0	 	 
511	1	1	1	2
511	2	0	 	 
511	3	0	 	 
511	4	0	 	 
511	5	0	 	 
511	6	0	 	 
511	7	0	 	 
511	8	1	 	1
511	9	0	 	 
512	1	1	30	1
512	2	1	 	2
512	3	0	 	 
512	4	0	 	 
512	5	0	 	 
512	6	0	 	 
512	7	0	 	 
512	8	0	 	 
512	9	0	 	 
601	1	1	8	1
601	2	0	 	 
601	3	0	 	 
601	4	0	 	 
601	5	0	 	 
601	6	0	 	 
601	7	0	 	 
601	8	1	 	2
601	9	0	 	 
602	1	1	30	1
602	2	0	 	 
602	3	0	 	 
602	4	0	 	 
602	5	0	 	 
602	6	0	 	 
602	7	0	 	 
602	8	0	 	 
602	9	0	 	 
701	1	1	12	1
701	2	1	 	2
701	3	1	 	3
701	4	0	 	 
701	5	0	 	 
701	6	0	 	 
701	7	0	 	 
701	8	0	 	 
701	9	0	 	 
702	1	1	12	1
702	2	1	 	2
702	3	0	 	 
702	4	0	 	 
702	5	0	 	 
702	6	0	 	 
702	7	0	 	 
702	8	1	 	3
702	9	0	 	 
703	1	1	15	1
703	2	1	 	2
703	3	0	 	 
703	4	0	 	 
703	5	1	 	3
703	6	0	 	 
703	7	0	 	 
703	8	1	 	0
703	9	0	 	 
704	1	1	12	1
704	2	1	 	2
704	3	0	 	 
704	4	0	 	 
704	5	0	 	 
704	6	0	 	 
704	7	0	 	 
704	8	1	 	3
704	9	0	 	 
801	1	1	30	1
801	2	1	 	2
801	3	0	 	 
801	4	0	 	 
801	5	0	 	 
801	6	0	 	 
801	7	0	 	 
801	8	0	 	 
801	9	0	 	 
802	1	1	30	1
802	2	1	 	2
802	3	0	 	 
802	4	0	 	 
802	5	0	 	 
802	6	0	 	 
802	7	0	 	 
802	8	1	 	3
802	9	0	 	 
901	1	1	4	1
901	2	1	 	0
901	3	1	 	2
901	4	0	 	 
901	5	0	 	 
901	6	0	 	 
901	7	1	 	3
901	8	0	 	 
901	9	0	 	 
902	1	1	4	2
902	2	0	 	 
902	3	1	 	1
902	4	0	 	 
902	5	0	 	 
902	6	0	 	 
902	7	0	 	 
902	8	0	 	 
902	9	0	 	 
903	1	0	 	 
903	2	0	 	 
903	3	0	 	 
903	4	0	 	 
903	5	1	 	3
903	6	0	 	 
903	7	1	 	2
903	8	1	 	1
903	9	0	 	 
904	1	0	 	 
904	2	1	 	2
904	3	0	 	 
904	4	0	 	 
904	5	1	 	1
904	6	0	 	 
904	7	0	 	 
904	8	0	 	 
904	9	0	 	 
905	1	0	 	 
905	2	1	 	0
905	3	1	 	0
905	4	0	 	 
905	5	1	 	3
905	6	0	 	 
905	7	1	 	1
905	8	1	 	2
905	9	0	 	 
906	1	0	 	 
906	2	0	 	 
906	3	0	 	 
906	4	0	 	 
906	5	1	 	3
906	6	0	 	 
906	7	1	 	2
906	8	1	 	1
906	9	0	 	 
907	1	0	 	 
907	2	1	 	3
907	3	0	 	 
907	4	0	 	 
907	5	0	 	 
907	6	0	 	 
907	7	1	 	2
907	8	1	 	1
907	9	0	 	 
908	1	0	 	 
908	2	0	 	 
908	3	0	 	 
908	4	0	 	 
908	5	1	 	3
908	6	0	 	 
908	7	1	 	2
908	8	1	 	1
908	9	0	 	 
909	1	0	 	 
909	2	0	 	 
909	3	1	 	3
909	4	0	 	 
909	5	0	 	 
909	6	0	 	 
909	7	1	 	2
909	8	1	 	1
909	9	0	 	 
910	1	0	 	 
910	2	1	 	2
910	3	0	 	 
910	4	0	 	 
910	5	0	 	 
910	6	0	 	 
910	7	1	 	3
910	8	1	 	1
910	9	0	 	 
911	1	0	 	 
911	2	1	 	0
911	3	1	 	1
911	4	0	 	 
911	5	0	 	 
911	6	1	 	3
911	7	1	 	2
911	8	0	 	 
911	9	0	 	 
912	1	0	 	 
912	2	0	 	 
912	3	0	 	 
912	4	0	 	 
912	5	1	 	3
912	6	0	 	 
912	7	1	 	2
912	8	1	 	1
912	9	0	 	 
1001	1	1	24	1
1001	2	1	 	3
1001	3	1	 	2
1001	4	0	 	 
1001	5	0	 	 
1001	6	0	 	 
1001	7	0	 	 
1001	8	0	 	 
1001	9	0	 	 
1003	1	1	12	1
1003	2	1	 	2
1003	3	0	 	 
1003	4	0	 	 
1003	5	0	 	 
1003	6	0	 	 
1003	7	0	 	 
1003	8	0	 	 
1003	9	0	 	 
1004	1	1	8	1
1004	2	1	 	3
1004	3	1	 	2
1004	4	0	 	 
1004	5	1	 	0
1004	6	0	 	 
1004	7	0	 	 
1004	8	0	 	 
1004	9	0	 	 
1005	1	1	24	1
1005	2	1	 	2
1005	3	0	 	 
1005	4	0	 	 
1005	5	0	 	 
1005	6	0	 	 
1005	7	0	 	 
1005	8	0	 	 
1005	9	0	 	 
1006	1	1	8	1
1006	2	1	 	0
1006	3	1	 	2
1006	4	0	 	 
1006	5	0	 	 
1006	6	0	 	 
1006	7	0	 	 
1006	8	1	 	3
1006	9	0	 	 
1101	1	0	 	 
1101	2	0	 	 
1101	3	1	 	0
1101	4	0	 	 
1101	5	1	 	0
1101	6	1	 	2
1101	7	1	 	3
1101	8	1	 	1
1101	9	0	 	 
1102	1	0	 	 
1102	2	1	 	2
1102	3	0	 	 
1102	4	1	 	1
1102	5	0	 	 
1102	6	0	 	 
1102	7	0	 	 
1102	8	0	 	 
1102	9	0	 	 
1103	1	0	 	 
1103	2	1	 	3
1103	3	0	 	 
1103	4	0	 	 
1103	5	0	 	 
1103	6	1	 	2
1103	7	0	 	 
1103	8	1	 	1
1103	9	0	 	 
1104	1	0	 	 
1104	2	1	 	0
1104	3	0	 	 
1104	4	1	 	1
1104	5	0	 	 
1104	6	1	 	2
1104	7	0	 	 
1104	8	1	 	3
1104	9	0	 	 
1105	1	0	 	 
1105	2	1	 	0
1105	3	1	 	1
1105	4	0	 	 
1105	5	0	 	 
1105	6	0	 	 
1105	7	0	 	 
1105	8	1	 	3
1105	9	1	 	2
1106	1	0	 	 
1106	2	1	 	0
1106	3	1	 	1
1106	4	0	 	 
1106	5	0	 	 
1106	6	1	 	2
1106	7	1	 	0
1106	8	1	 	3
1106	9	0	 	 
1107	1	0	 	 
1107	2	1	 	3
1107	3	0	 	 
1107	4	0	 	 
1107	5	1	 	1
1107	6	1	 	2
1107	7	0	 	 
1107	8	0	 	 
1107	9	0	 	 
1108	1	0	 	 
1108	2	1	 	3
1108	3	0	 	 
1108	4	1	 	1
1108	5	0	 	 
1108	6	0	 	 
1108	7	0	 	 
1108	8	1	 	2
1108	9	0	 	 
1202	1	1	30	1
1202	2	1	 	2
1202	3	0	 	 
1202	4	0	 	 
1202	5	0	 	 
1202	6	0	 	 
1202	7	0	 	 
1202	8	0	 	 
1202	9	0	 	 
1203	1	1	30	1
1203	2	1	 	2
1203	3	0	 	 
1203	4	0	 	 
1203	5	0	 	 
1203	6	0	 	 
1203	7	0	 	 
1203	8	0	 	 
1203	9	0	 	 
1302	1	1	30	1
1302	2	1	 	2
1302	3	1	 	3
1302	4	0	 	 
1302	5	0	 	 
1302	6	0	 	 
1302	7	0	 	 
1302	8	1	 	0
1302	9	0	 	 
1303	1	1	30	1
1303	2	1	 	2
1303	3	0	 	 
1303	4	0	 	 
1303	5	0	 	 
1303	6	0	 	 
1303	7	0	 	 
1303	8	1	 	3
1303	9	0	 	 
1304	1	1	30	1
1304	2	1	 	2
1304	3	0	 	 
1304	4	0	 	 
1304	5	0	 	 
1304	6	0	 	 
1304	7	0	 	 
1304	8	0	 	 
1304	9	0	 	 
1402	1	1	8	1
1402	2	0	 	 
1402	3	0	 	 
1402	4	0	 	 
1402	5	0	 	 
1402	6	0	 	 
1402	7	0	 	 
1402	8	0	 	 
1402	9	0	 	 
1403	1	1	4	1
1403	2	0	 	 
1403	3	0	 	 
1403	4	0	 	 
1403	5	0	 	 
1403	6	0	 	 
1403	7	0	 	 
1403	8	0	 	 
1403	9	1	 	2
1404	1	1	12	1
1404	2	0	 	 
1404	3	1	 	2
1404	4	0	 	 
1404	5	0	 	 
1404	6	0	 	 
1404	7	0	 	 
1404	8	0	 	 
1404	9	0	 	 
1501	1	1	4	1
1501	2	1	 	3
1501	3	0	 	 
1501	4	0	 	 
1501	5	1	 	2
1501	6	0	 	 
1501	7	0	 	 
1501	8	1	 	0
1501	9	0	 	 
1502	1	1	4	1
1502	2	1	 	2
1502	3	0	 	 
1502	4	0	 	 
1502	5	0	 	 
1502	6	0	 	 
1502	7	0	 	 
1502	8	0	 	 
1502	9	0	 	 
1503	1	0	 	 
1503	2	1	 	3
1503	3	0	 	 
1503	4	0	 	 
1503	5	0	 	 
1503	6	0	 	 
1503	7	1	 	1
1503	8	1	 	2
1503	9	0	 	 
1504	1	0	 	 
1504	2	1	 	3
1504	3	0	 	 
1504	4	0	 	 
1504	5	0	 	 
1504	6	0	 	 
1504	7	1	 	2
1504	8	1	 	1
1504	9	0	 	 
1505	1	0	 	 
1505	2	1	 	0
1505	3	1	 	1
1505	4	0	 	 
1505	5	0	 	 
1505	6	1	 	2
1505	7	0	 	 
1505	8	1	 	3
1505	9	0	 	 
1506	1	1	4	1
1506	2	1	 	3
1506	3	1	 	2
1506	4	0	 	 
1506	5	1	 	0
1506	6	0	 	 
1506	7	0	 	 
1506	8	1	 	0
1506	9	0	 	 
1507	1	0	 	 
1507	2	1	 	0
1507	3	0	 	 
1507	4	0	 	 
1507	5	1	 	3
1507	6	1	 	2
1507	7	0	 	 
1507	8	1	 	1
1507	9	0	 	 
1508	1	0	 	 
1508	2	1	 	3
1508	3	0	 	 
1508	4	0	 	 
1508	5	0	 	 
1508	6	0	 	 
1508	7	1	 	1
1508	8	1	 	2
1508	9	0	 	 
1509	1	1	15	1
1509	2	1	 	3
1509	3	0	 	 
1509	4	0	 	 
1509	5	1	 	2
1509	6	0	 	 
1509	7	0	 	 
1509	8	0	 	 
1509	9	0	 	 
1601	1	0	 	 
1601	2	0	 	 
1601	3	1	 	1
1601	4	0	 	 
1601	5	0	 	 
1601	6	1	 	2
1601	7	0	 	 
1601	8	1	 	3
1601	9	0	 	 
1602	1	1	10	1
1602	2	0	 	 
1602	3	0	 	 
1602	4	0	 	 
1602	5	0	 	 
1602	6	0	 	 
1602	7	0	 	 
1602	8	0	 	 
1602	9	0	 	 
1603	1	0	 	 
1603	2	0	 	 
1603	3	1	 	1
1603	4	0	 	 
1603	5	0	 	 
1603	6	0	 	 
1603	7	0	 	 
1603	8	0	 	 
1603	9	0	 	 
1604	1	1	4	1
1604	2	0	 	 
1604	3	0	 	 
1604	4	0	 	 
1604	5	1	 	0
1604	6	0	 	 
1604	7	1	 	2
1604	8	1	 	3
1604	9	0	 	 
1605	1	0	 	 
1605	2	0	 	 
1605	3	1	 	1
1605	4	0	 	 
1605	5	0	 	 
1605	6	0	 	 
1605	7	1	 	2
1605	8	1	 	3
1605	9	0	 	 
1606	1	0	 	 
1606	2	0	 	 
1606	3	1	 	1
1606	4	0	 	 
1606	5	0	 	 
1606	6	0	 	 
1606	7	1	 	2
1606	8	0	 	 
1606	9	0	 	 
1607	1	0	 	 
1607	2	0	 	 
1607	3	1	 	2
1607	4	0	 	 
1607	5	0	 	 
1607	6	1	 	1
1607	7	0	 	 
1607	8	0	 	 
1607	9	0	 	 
1608	1	0	 	 
1608	2	0	 	 
1608	3	0	 	 
1608	4	0	 	 
1608	5	0	 	 
1608	6	1	 	1
1608	7	0	 	 
1608	8	1	 	2
1608	9	0	 	 
1701	1	1	2	1
1701	2	0	 	 
1701	3	0	 	 
1701	4	0	 	 
1701	5	0	 	 
1701	6	0	 	 
1701	7	0	 	 
1701	8	0	 	 
1701	9	0	 	 
1702	1	1	8	1
1702	2	0	 	 
1702	3	0	 	 
1702	4	0	 	 
1702	5	0	 	 
1702	6	0	 	 
1702	7	0	 	 
1702	8	1	 	2
1702	9	0	 	 
1703	1	0	 	 
1703	2	1	 	3
1703	3	1	 	1
1703	4	1	 	2
1703	5	0	 	 
1703	6	0	 	 
1703	7	0	 	 
1703	8	0	 	 
1703	9	0	 	 
1704	1	0	 	 
1704	2	0	 	 
1704	3	0	 	 
1704	4	0	 	 
1704	5	0	 	 
1704	6	1	 	1
1704	7	0	 	 
1704	8	1	 	2
1704	9	0	 	 
1705	1	0	 	 
1705	2	0	 	 
1705	3	0	 	 
1705	4	0	 	 
1705	5	0	 	 
1705	6	0	 	 
1705	7	1	 	1
1705	8	0	 	 
1705	9	0	 	 
1706	1	0	 	 
1706	2	1	 	2
1706	3	0	 	 
1706	4	1	 	1
1706	5	0	 	 
1706	6	0	 	 
1706	7	0	 	 
1706	8	1	 	3
1706	9	0	 	 
1708	1	0	 	 
1708	2	1	 	2
1708	3	0	 	 
1708	4	0	 	 
1708	5	0	 	 
1708	6	0	 	 
1708	7	0	 	 
1708	8	1	 	1
1708	9	0	 	 
1709	1	1	2	1
1709	2	1	 	2
1709	3	0	 	 
1709	4	0	 	 
1709	5	0	 	 
1709	6	0	 	 
1709	7	0	 	 
1709	8	1	 	3
1709	9	0	 	 
1710	1	1	15	1
1710	2	0	 	 
1710	3	1	 	2
1710	4	0	 	 
1710	5	0	 	 
1710	6	0	 	 
1710	7	0	 	 
1710	8	0	 	 
1710	9	0	 	 
1711	1	0	 	 
1711	2	0	 	 
1711	3	0	 	 
1711	4	1	 	1
1711	5	0	 	 
1711	6	0	 	 
1711	7	0	 	 
1711	8	0	 	 
1711	9	0	 	 
1801	1	0	 	 
1801	2	0	 	 
1801	3	0	 	 
1801	4	0	 	 
1801	5	0	 	 
1801	6	0	 	 
1801	7	1	 	1
1801	8	1	 	2
1801	9	0	 	 
1802	1	0	 	 
1802	2	0	 	 
1802	3	0	 	 
1802	4	0	 	 
1802	5	0	 	 
1802	6	0	 	 
1802	7	1	 	2
1802	8	1	 	1
1802	9	0	 	 
1803	1	0	 	 
1803	2	0	 	 
1803	3	0	 	 
1803	4	0	 	 
1803	5	0	 	 
1803	6	1	 	2
1803	7	1	 	2
1803	8	1	 	1
1803	9	0	 	 
1804	1	0	 	 
1804	2	0	 	 
1804	3	1	 	1
1804	4	0	 	 
1804	5	0	 	 
1804	6	1	 	3
1804	7	1	 	2
1804	8	0	 	 
1804	9	0	 	 
1806	1	0	 	 
1806	2	0	 	 
1806	3	0	 	 
1806	4	0	 	 
1806	5	0	 	 
1806	6	1	 	3
1806	7	1	 	1
1806	8	1	 	2
1806	9	0	 	 
1807	1	1	30	1
1807	2	0	 	 
1807	3	0	 	 
1807	4	0	 	 
1807	5	1	 	2
1807	6	0	 	 
1807	7	0	 	 
1807	8	0	 	 
1807	9	0	 	 
1901	1	1	8	1
1901	2	0	 	 
1901	3	0	 	 
1901	4	0	 	 
1901	5	0	 	 
1901	6	0	 	 
1901	7	0	 	 
1901	8	0	 	 
1901	9	0	 	 
1902	1	1	8	1
1902	2	0	 	 
1902	3	0	 	 
1902	4	0	 	 
1902	5	0	 	 
1902	6	0	 	 
1902	7	0	 	 
1902	8	0	 	 
1902	9	1	 	2
1903	1	0	 	 
1903	2	0	 	 
1903	3	0	 	 
1903	4	1	 	1
1903	5	0	 	 
1903	6	0	 	 
1903	7	0	 	 
1903	8	1	 	2
1903	9	0	 	 
1904	1	1	8	1
1904	2	1	 	3
1904	3	1	 	2
1904	4	0	 	 
1904	5	0	 	 
1904	6	0	 	 
1904	7	0	 	 
1904	8	0	 	 
1904	9	0	 	 
1905	1	1	8	1
1905	2	0	 	 
1905	3	0	 	 
1905	4	0	 	 
1905	5	1	 	2
1905	6	0	 	 
1905	7	1	 	3
1905	8	1	 	0
1905	9	0	 	 
2001	1	1	4	1
2001	2	1	 	3
2001	3	0	 	 
2001	4	0	 	 
2001	5	0	 	 
2001	6	0	 	 
2001	7	0	 	 
2001	8	1	 	2
2001	9	0	 	 
2002	1	1	4	1
2002	2	0	 	 
2002	3	0	 	 
2002	4	0	 	 
2002	5	0	 	 
2002	6	0	 	 
2002	7	0	 	 
2002	8	1	 	2
2002	9	0	 	 
2003	1	1	4	1
2003	2	0	 	 
2003	3	0	 	 
2003	4	0	 	 
2003	5	0	 	 
2003	6	0	 	 
2003	7	0	 	 
2003	8	1	 	2
2003	9	0	 	 
2004	1	1	4	1
2004	2	0	 	 
2004	3	1	 	2
2004	4	0	 	 
2004	5	0	 	 
2004	6	0	 	 
2004	7	0	 	 
2004	8	1	 	3
2004	9	0	 	 
2005	1	1	4	1
2005	2	0	 	 
2005	3	0	 	 
2005	4	0	 	 
2005	5	0	 	 
2005	6	0	 	 
2005	7	0	 	 
2005	8	1	 	2
2005	9	0	 	 
2006	1	1	4	1
2006	2	1	 	2
2006	3	0	 	 
2006	4	0	 	 
2006	5	0	 	 
2006	6	0	 	 
2006	7	0	 	 
2006	8	1	 	3
2006	9	0	 	 
2007	1	1	6	1
2007	2	1	 	2
2007	3	0	 	 
2007	4	0	 	 
2007	5	0	 	 
2007	6	0	 	 
2007	7	0	 	 
2007	8	1	 	3
2007	9	0	 	 
2008	1	1	1	2
2008	2	0	 	 
2008	3	0	 	 
2008	4	0	 	 
2008	5	0	 	 
2008	6	0	 	 
2008	7	0	 	 
2008	8	1	 	1
2008	9	0	 	 
8002	1	1	30	1
8002	2	1	 	2
8002	3	0	 	 
8002	4	0	 	 
8002	5	0	 	 
8002	6	0	 	 
8002	7	0	 	 
8002	8	1	 	3
8002	9	0	 	 
8003	1	1	30	1
8003	2	0	 	 
8003	3	0	 	 
8003	4	0	 	 
8003	5	0	 	 
8003	6	0	 	 
8003	7	0	 	 
8003	8	0	 	 
8003	9	0	 	 
8004	1	1	30	1
8004	2	0	 	 
8004	3	0	 	 
8004	4	0	 	 
8004	5	0	 	 
8004	6	0	 	 
8004	7	0	 	 
8004	8	1	 	2
8004	9	0	 	 
8006	1	1	30	1
8006	2	0	 	 
8006	3	0	 	 
8006	4	0	 	 
8006	5	0	 	 
8006	6	0	 	 
8006	7	0	 	 
8006	8	0	 	 
8006	9	0	 	 
8007	1	1	4	2
8007	2	1	 	1
8007	3	0	 	 
8007	4	1	 	0
8007	5	1	 	88
8007	6	0	 	 
8007	7	0	 	 
8007	8	1	 	3
8007	9	0	 	 
8008	1	1	30	1
8008	2	0	 	 
8008	3	0	 	 
8008	4	0	 	 
8008	5	1	 	2
8008	6	0	 	 
8008	7	0	 	 
8008	8	0	 	 
8008	9	0	 	 
8010	1	1	30	1
8010	2	0	 	 
8010	3	0	 	 
8010	4	0	 	 
8010	5	0	 	 
8010	6	0	 	 
8010	7	0	 	 
8010	8	0	 	 
8010	9	0	 	 
8011	1	1	30	1
8011	2	1	 	2
8011	3	0	 	 
8011	4	0	 	 
8011	5	0	 	 
8011	6	0	 	 
8011	7	0	 	 
8011	8	0	 	 
8011	9	0	 	 
8012	1	1	7	1
8012	2	0	 	 
8012	3	0	 	 
8012	4	0	 	 
8012	5	0	 	 
8012	6	0	 	 
8012	7	0	 	 
8012	8	0	 	 
8012	9	0	 	 
8014	1	1	30	1
8014	2	1	 	2
8014	3	0	 	 
8014	4	0	 	 
8014	5	1	 	3
8014	6	0	 	 
8014	7	0	 	 
8014	8	1	 	88
8014	9	0	 	 
8015	1	0	 	 
8015	2	1	 	0
8015	3	0	 	 
8015	4	0	 	 
8015	5	0	 	 
8015	6	1	 	3
8015	7	1	 	1
8015	8	1	 	2
8015	9	0	 	 
8016	1	1	15	0
8016	2	1	 	3
8016	3	0	 	 
8016	4	0	 	 
8016	5	1	 	2
8016	6	0	 	 
8016	7	0	 	 
8016	8	1	 	0
8016	9	0	 	 
8017	1	1	30	1
8017	2	1	 	2
8017	3	0	 	 
8017	4	0	 	 
8017	5	0	 	 
8017	6	0	 	 
8017	7	0	 	 
8017	8	0	 	 
8017	9	0	 	 
8018	1	1	12	1
8018	2	0	 	 
8018	3	0	 	 
8018	4	0	 	 
8018	5	0	 	 
8018	6	0	 	 
8018	7	0	 	 
8018	8	0	 	 
8018	9	0	 	 
8019	1	1	30	1
8019	2	1	 	2
8019	3	0	 	 
8019	4	0	 	 
8019	5	0	 	 
8019	6	0	 	 
8019	7	0	 	 
8019	8	0	 	 
8019	9	0	 	 
8020	1	1	24	1
8020	2	1	 	2
8020	3	1	 	3
8020	4	0	 	 
8020	5	0	 	 
8020	6	0	 	 
8020	7	0	 	 
8020	8	0	 	 
8020	9	0	 	 
8021	1	1	8	1
8021	2	0	 	 
8021	3	0	 	 
8021	4	0	 	 
8021	5	1	 	2
8021	6	1	 	3
8021	7	0	 	 
8021	8	0	 	 
8021	9	0	 	 
8022	1	1	30	1
8022	2	0	 	 
8022	3	0	 	 
8022	4	0	 	 
8022	5	0	 	 
8022	6	0	 	 
8022	7	0	 	 
8022	8	0	 	 
8022	9	0	 	 
8023	1	1	12	1
8023	2	0	 	 
8023	3	1	 	2
8023	4	0	 	 
8023	5	0	 	 
8023	6	0	 	 
8023	7	0	 	 
8023	8	0	 	 
8023	9	0	 	 
8024	1	1	4	1
8024	2	0	 	 
8024	3	0	 	 
8024	4	0	 	 
8024	5	0	 	 
8024	6	0	 	 
8024	7	0	 	 
8024	8	1	 	2
8024	9	0	 	 
8025	1	1	30	1
8025	2	0	 	 
8025	3	0	 	 
8025	4	0	 	 
8025	5	0	 	 
8025	6	1	 	3
8025	7	0	 	 
8025	8	1	 	2
8025	9	0	 	 
8026	1	1	30	1
8026	2	1	 	3
8026	3	0	 	 
8026	4	0	 	 
8026	5	1	 	2
8026	6	0	 	 
8026	7	0	 	 
8026	8	0	 	 
8026	9	0	 	 
8027	1	1	30	1
8027	2	0	 	 
8027	3	0	 	 
8027	4	0	 	 
8027	5	0	 	 
8027	6	0	 	 
