PLACEID	ANFDIDR4	ITEM	PRICE	ACCOUNT
2002	2	POLLO	8,5	1
2002	3	LECHE	3	4
2003	1	POLLO	8,5	1
2003	2	CARNE DE ALPACA	6	1
2003	3	HUEVO	5,4	1
2004	1	OVEJA	12	1
2004	2	ALPACA	7	1
2004	3	QUESO	12	1
2005	1	CARNE DE RES	11	1
2005	2	POLLO	9	1
2005	3	QUESO	12	1
2006	1	CARNE	9	1
2006	2	POLLO	8	1
2006	3	HUEVO	5,5	1
2007	1	CORDERO	13	1
2007	2	ALPACA	8	1
2007	3	POLLO	9	1
2008	1	CARNE DE CARNERO	12	1
2008	2	QUESO	12	1
2008	3	POLLO	8,5	1
8002	1	P0LL0	8	1
8002	2	HUEVOS	0,3	2
8002	3	TRUCHA	12	1
8003	1	LECHE	1,5	3
8003	2	QUESO	12	1
8003	3	CARNE DE RES	10	1
8004	1	POLLO	10	1
8004	2	CARNE DE RES	10	1
8004	3	HUEVOS	4,8	1
8006	1	POLLO	8	1
8006	2	PESCADO	8	1
8006	3	HUEVOS	0,3	2
8007	1	POLLO	9	1
8007	2	PESCADO	7	1
8007	3	CARNE DE RES	14	1
8008	1	CARNE DE CARNERO	10	1
8008	2	CARNE DE POLLO	9	1
8008	3	QUESO	10	1
8010	1	POLLO	9	1
8010	2	CARNE	9,5	1
8010	3	LECHE	3	4
8011	1	POLLO	6,8	1
8011	2	LECHE	2,7	2
8011	3	ARROZ	2,5	1
8012	1	HUEVOS	6	1
8012	2	CARNE	12	1
8012	3	PESCADO	8	1
8014	1	LECHE	2	3
8014	2	QUESO	15	1
8014	3	CARNE DE RES	12	1
8015	1	CUY	12	2
8015	2	GALLINA	25	2
8015	3	HUEVOS	5,5	1
8016	1	POLLO	9	1
8016	2	CARNE DE CARNERO	10	1
8016	3	HUEVOS	5	1
8017	1	POLLO	8,5	1
8017	2	PESCADO	8	1
8017	3	HUEVO	5,5	1
8018	1	POLLO	9,5	1
8018	2	CARNE DE RES	10,5	1
8018	3	LECHE	3	4
8019	1	POLLO	7,5	1
8019	2	PESCADO	7	1
8019	3	CARNE DE RES	18	1
8020	1	CUY	15	2
8020	2	POLLO	8	1
8020	3	CARNE DE RES	9	1
8021	1	POLLO	8,5	1
8021	2	CARNE DE RES	14	1
8021	3	HUEVOS	5,5	1
8022	1	CARNE DE RES	10	1
8022	2	CERDO	13	1
8022	3	POLLO	8	1
8023	1	LECHE	1	3
8023	2	POLLO	9	1
8023	3	HUEVO	0,3	2
8024	1	POLLO	10	1
8024	2	CARNE DE RES	7	1
8024	3	HUEVOS	0,3	2
8025	1	POLLO	7	1
8025	2	CARNE DE RES	13	1
8025	3	PESCADO	10	1
8026	1	POLLO	10	1
8026	2	CARNE DE CARNERO	12	1
8026	3	CARNE DE RES	12	1
8027	1	POLLO	6,5	1
8027	2	HUEVOS	4,8	1
8027	3	CARNE DE RES	11	1
8028	1	POLLO	6,5	1
8028	2	PESCADO	8,5	1
8028	3	HUEVOS	6,5	1
