PLACEID	FDMTIDR4	MNTSCARC	MNTEXP	MNTNOMON
405	8	0	0	1
405	9	0	0	0
405	10	0	0	0
405	11	0	0	0
405	12	0	0	0
406	1	1	0	0
406	2	1	0	0
406	3	1	0	0
406	4	0	0	0
406	5	0	0	0
406	6	0	0	0
406	7	0	0	0
406	8	0	0	0
406	9	0	0	0
406	10	0	0	0
406	11	1	0	0
406	12	1	0	0
408	1	1	0	0
408	2	1	0	0
408	3	1	0	0
408	4	1	0	0
408	5	0	0	0
408	6	0	0	1
408	7	0	0	1
408	8	0	0	1
408	9	0	0	1
408	10	0	0	0
408	11	0	0	0
408	12	0	0	0
501	1	0	0	0
501	2	0	0	0
501	3	0	1	1
501	4	0	1	1
501	5	0	1	1
501	6	0	0	1
501	7	0	0	0
501	8	0	0	0
501	9	0	0	0
501	10	0	0	0
501	11	0	0	0
501	12	0	0	0
503	1	0	0	0
503	2	0	0	0
503	3	0	0	1
503	4	0	0	1
503	5	0	0	1
503	6	0	0	1
503	7	0	0	1
503	8	0	0	0
503	9	0	0	0
503	10	0	0	0
503	11	0	0	0
503	12	0	0	0
504	1	1	0	0
504	2	1	0	0
504	3	0	0	1
504	4	0	1	1
504	5	0	1	1
504	6	0	1	1
504	7	0	0	1
504	8	0	0	0
504	9	0	0	0
504	10	1	0	0
504	11	1	0	0
504	12	1	0	0
505	1	1	0	0
505	2	1	0	0
505	3	0	0	1
505	4	0	0	1
505	5	0	0	1
505	6	0	0	1
505	7	0	0	0
505	8	0	0	0
505	9	1	0	0
505	10	1	0	0
505	11	1	0	0
505	12	1	0	0
507	1	0	0	1
507	2	0	0	1
507	3	0	0	1
507	4	0	0	1
507	5	0	0	1
507	6	0	0	1
507	7	0	0	1
507	8	0	0	1
507	9	0	0	1
507	10	0	0	1
507	11	0	1	0
507	12	0	1	0
508	1	0	0	0
508	2	0	0	1
508	3	0	0	1
508	4	0	0	1
508	5	0	0	1
508	6	0	0	1
508	7	0	0	1
508	8	0	0	0
508	9	0	0	0
508	10	0	0	0
508	11	0	0	0
508	12	0	0	0
509	1	0	0	0
509	2	0	1	0
509	3	0	1	0
509	4	0	1	0
509	5	0	1	0
509	6	0	0	0
509	7	0	0	1
509	8	0	0	1
509	9	0	0	1
509	10	0	0	0
509	11	0	0	0
509	12	0	0	0
510	1	0	0	1
510	2	0	0	1
510	3	0	0	1
510	4	0	1	1
510	5	0	1	1
510	6	0	0	1
510	7	0	0	1
510	8	0	0	1
510	9	0	0	1
510	10	0	0	1
510	11	0	0	1
510	12	0	0	1
511	1	1	0	0
511	2	1	0	0
511	3	0	0	0
511	4	0	0	1
511	5	0	0	1
511	6	0	0	1
511	7	0	0	1
511	8	0	0	0
511	9	0	0	0
511	10	1	0	0
511	11	1	0	0
511	12	1	0	0
512	1	0	0	0
512	2	0	0	0
512	3	0	1	1
512	4	0	1	1
512	5	0	1	1
512	6	0	1	1
512	7	0	0	0
512	8	0	0	0
512	9	0	0	0
512	10	0	0	0
512	11	0	0	0
512	12	0	0	0
601	1	0	0	1
601	2	0	0	1
601	3	0	0	1
601	4	0	0	1
601	5	0	0	1
601	6	0	0	1
601	7	0	0	1
601	8	0	0	1
601	9	0	0	1
601	10	0	0	1
601	11	0	0	1
601	12	0	0	1
602	1	0	0	1
602	2	0	0	1
602	3	0	0	1
602	4	0	0	1
602	5	0	0	1
602	6	0	0	1
602	7	0	0	1
602	8	0	0	1
602	9	0	0	1
602	10	0	0	1
602	11	0	0	1
602	12	0	0	1
701	1	0	0	1
701	2	0	0	1
701	3	0	0	1
701	4	0	0	1
701	5	1	1	0
701	6	1	1	0
701	7	1	1	0
701	8	1	1	0
701	9	0	0	1
701	10	0	0	1
701	11	0	0	1
701	12	0	0	1
702	1	0	0	1
702	2	0	0	1
702	3	0	0	1
702	4	0	0	1
702	5	1	1	0
702	6	1	1	0
702	7	1	1	0
702	8	0	0	1
702	9	0	0	1
702	10	0	0	1
702	11	0	0	1
702	12	0	0	1
703	1	0	0	1
703	2	0	0	1
703	3	0	0	1
703	4	0	0	1
703	5	1	1	0
703	6	1	1	0
703	7	1	1	0
703	8	0	0	1
703	9	0	0	1
703	10	0	0	1
703	11	0	0	1
703	12	0	0	1
704	1	0	0	1
704	2	1	1	0
704	3	1	1	0
704	4	1	1	0
704	5	1	1	0
704	6	0	0	1
704	7	0	1	1
704	8	0	0	1
704	9	0	0	1
704	10	0	0	0
704	11	0	0	1
704	12	0	0	1
801	1	0	0	1
801	2	0	0	1
801	3	0	0	0
801	4	0	0	0
801	5	0	0	1
801	6	0	0	1
801	7	0	0	1
801	8	0	0	1
801	9	0	0	1
801	10	0	0	1
801	11	0	0	1
801	12	0	0	1
802	1	0	0	1
802	2	0	0	1
802	3	0	0	1
802	4	0	0	1
802	5	0	0	1
802	6	0	0	1
802	7	0	0	1
802	8	0	0	1
802	9	0	0	1
802	10	0	0	1
802	11	0	0	1
802	12	0	0	1
901	1	0	0	1
901	2	0	0	1
901	3	0	0	1
901	4	0	0	1
901	5	0	0	1
901	6	0	0	1
901	7	0	1	0
901	8	0	1	0
901	9	0	0	1
901	10	0	0	1
901	11	0	0	1
901	12	0	0	1
902	1	0	0	1
902	2	0	0	1
902	3	0	0	1
902	4	0	0	1
902	5	0	0	1
902	6	0	0	1
902	7	0	0	1
902	8	0	1	1
902	9	0	1	1
902	10	0	1	1
902	11	0	0	1
902	12	0	0	1
903	1	0	0	0
903	2	0	0	0
903	3	0	0	1
903	4	0	0	1
903	5	0	0	0
903	6	0	0	0
903	7	0	0	0
903	8	0	0	0
903	9	0	0	0
903	10	0	0	0
903	11	1	1	0
903	12	1	1	0
904	1	0	0	1
904	2	0	1	1
904	3	0	1	1
904	4	0	1	1
904	5	0	0	1
904	6	0	0	1
904	7	0	0	1
904	8	0	0	1
904	9	0	0	1
904	10	0	0	1
904	11	0	0	1
904	12	0	0	1
905	1	1	1	0
905	2	1	1	1
905	3	1	1	1
905	4	0	0	1
905	5	0	0	0
905	6	0	0	0
905	7	0	0	1
905	8	1	1	1
905	9	1	1	0
905	10	1	1	0
905	11	0	0	0
905	12	0	0	0
906	1	0	0	0
906	2	1	1	0
906	3	1	1	1
906	4	0	0	0
906	5	0	0	0
906	6	0	0	0
906	7	0	0	0
906	8	0	0	0
906	9	0	0	0
906	10	0	0	0
906	11	0	0	0
906	12	0	0	0
907	1	0	0	1
907	2	0	0	1
907	3	0	0	1
907	4	0	0	1
907	5	0	0	1
907	6	0	0	1
907	7	0	0	1
907	8	1	1	0
907	9	1	1	0
907	10	1	1	0
907	11	0	0	1
907	12	0	0	1
908	1	1	1	0
908	2	1	1	0
908	3	1	1	0
908	4	1	1	0
908	5	0	0	0
908	6	0	0	1
908	7	0	0	1
908	8	0	0	1
908	9	0	0	1
908	10	0	0	1
908	11	0	0	1
908	12	0	0	1
909	1	0	0	1
909	2	0	0	1
909	3	1	1	1
909	4	0	0	1
909	5	0	0	1
909	6	0	0	1
909	7	0	0	1
909	8	0	0	1
909	9	0	0	1
909	10	0	0	1
909	11	0	0	1
909	12	0	0	1
910	1	0	0	1
910	2	0	0	1
910	3	0	0	1
910	4	0	0	1
910	5	0	0	1
910	6	0	0	1
910	7	0	0	1
910	8	1	1	0
910	9	1	1	0
910	10	1	1	0
910	11	0	0	1
910	12	0	0	1
911	1	0	0	0
911	2	0	0	0
911	3	0	0	0
911	4	0	0	0
911	5	0	0	1
911	6	0	0	1
911	7	0	0	1
911	8	0	0	1
911	9	0	0	1
911	10	0	0	0
911	11	0	0	0
911	12	0	0	0
912	1	0	0	1
912	2	0	0	1
912	3	1	1	1
912	4	1	1	1
912	5	0	0	1
912	6	0	0	1
912	7	0	0	1
912	8	0	0	1
912	9	0	0	1
912	10	0	0	1
912	11	0	0	1
912	12	0	0	1
1001	1	0	0	1
1001	2	0	0	1
1001	3	0	0	1
1001	4	0	0	1
1001	5	0	0	1
1001	6	0	0	1
1001	7	0	0	1
1001	8	1	1	1
1001	9	1	1	1
1001	10	1	1	1
1001	11	0	0	1
1001	12	0	0	1
1003	1	1	0	1
1003	2	1	0	1
1003	3	0	0	1
1003	4	0	0	1
1003	5	0	0	1
1003	6	0	0	1
1003	7	0	1	1
1003	8	0	0	1
1003	9	0	0	1
1003	10	0	0	1
1003	11	0	0	1
1003	12	0	1	1
1004	1	0	0	1
1004	2	0	0	1
1004	3	0	0	0
1004	4	0	0	0
1004	5	0	0	1
1004	6	0	0	1
1004	7	0	0	1
1004	8	1	1	1
1004	9	1	1	1
1004	10	1	1	1
1004	11	0	0	1
1004	12	0	0	1
1005	1	0	0	1
1005	2	0	0	1
1005	3	0	0	1
1005	4	0	0	1
1005	5	0	0	1
1005	6	0	0	1
1005	7	0	1	1
1005	8	0	0	1
1005	9	0	0	1
1005	10	0	0	1
1005	11	0	0	1
1005	12	0	0	1
1006	1	0	0	0
1006	2	0	0	0
1006	3	0	0	1
1006	4	0	0	1
1006	5	0	0	0
1006	6	0	0	0
1006	7	0	0	0
1006	8	0	1	0
1006	9	0	1	0
1006	10	0	1	0
1006	11	0	0	0
1006	12	0	0	0
1101	1	0	0	1
1101	2	0	0	1
1101	3	0	0	1
1101	4	0	0	1
1101	5	0	0	1
1101	6	0	0	1
1101	7	0	0	1
1101	8	0	0	1
1101	9	0	0	1
1101	10	0	0	1
1101	11	0	0	1
1101	12	0	0	1
1102	1	0	0	1
1102	2	0	0	1
1102	3	0	0	1
1102	4	0	0	1
1102	5	0	0	1
1102	6	0	0	1
1102	7	0	0	1
1102	8	0	0	1
1102	9	0	0	1
1102	10	0	0	1
1102	11	0	0	1
1102	12	0	1	1
1103	1	0	0	1
1103	2	0	0	1
1103	3	0	0	1
1103	4	0	0	1
1103	5	0	0	1
1103	6	0	0	1
1103	7	0	0	1
1103	8	0	0	1
1103	9	0	0	1
1103	10	1	0	1
1103	11	1	0	1
1103	12	0	0	1
1104	1	0	0	1
1104	2	0	0	1
1104	3	0	1	1
1104	4	0	1	1
1104	5	0	1	1
1104	6	0	0	1
1104	7	0	0	1
1104	8	0	0	1
1104	9	0	0	1
1104	10	0	0	1
1104	11	0	0	1
1104	12	0	0	1
1105	1	0	0	1
1105	2	0	0	1
1105	3	0	0	1
1105	4	0	0	1
1105	5	0	0	1
1105	6	0	0	1
1105	7	0	0	1
1105	8	0	0	1
1105	9	0	0	1
1105	10	0	0	1
1105	11	0	0	1
1105	12	0	0	1
1106	1	0	1	1
1106	2	0	1	1
1106	3	0	1	1
1106	4	0	0	1
1106	5	0	0	1
1106	6	0	0	1
1106	7	1	0	1
1106	8	1	0	1
1106	9	1	0	1
1106	10	1	0	1
1106	11	0	1	1
1106	12	0	1	1
1107	1	0	0	1
1107	2	0	0	1
1107	3	0	0	1
1107	4	0	0	1
1107	5	0	0	1
1107	6	0	0	1
1107	7	0	0	1
1107	8	0	0	1
1107	9	0	0	1
1107	10	0	0	1
1107	11	0	0	1
1107	12	0	0	1
1108	1	0	0	1
1108	2	0	0	1
1108	3	0	0	1
1108	4	0	0	1
1108	5	0	0	1
1108	6	0	0	1
1108	7	0	0	1
1108	8	1	0	1
1108	9	0	1	1
1108	10	0	1	1
1108	11	0	0	1
1108	12	0	0	1
1202	1	1	1	0
1202	2	1	1	0
1202	3	0	0	1
1202	4	0	0	1
1202	5	0	0	1
1202	6	0	0	1
1202	7	0	0	1
1202	8	0	0	1
1202	9	0	0	1
1202	10	0	0	1
1202	11	0	0	1
1202	12	0	0	1
1203	1	0	0	0
1203	2	0	0	0
1203	3	0	0	0
1203	4	0	0	0
1203	5	0	0	0
1203	6	0	0	0
1203	7	0	0	1
1203	8	0	0	0
1203	9	0	0	0
1203	10	0	0	0
1203	11	0	0	0
1203	12	0	0	1
1302	1	0	0	1
1302	2	0	0	1
1302	3	0	0	0
1302	4	0	0	1
1302	5	0	0	1
1302	6	0	0	1
1302	7	0	0	1
1302	8	0	0	1
1302	9	0	0	1
1302	10	0	0	1
1302	11	0	0	1
1302	12	0	0	1
1303	1	0	1	0
1303	2	0	1	0
1303	3	0	1	0
1303	4	0	0	0
1303	5	0	0	0
1303	6	0	0	0
1303	7	0	0	1
1303	8	0	0	0
1303	9	0	0	0
1303	10	0	0	0
1303	11	0	0	0
1303	12	0	0	1
1304	1	0	0	1
1304	2	0	0	1
1304	3	0	0	1
1304	4	0	0	1
1304	5	0	0	1
1304	6	0	0	1
1304	7	0	0	1
1304	8	0	0	1
1304	9	0	0	1
1304	10	0	0	1
1304	11	0	0	1
1304	12	0	0	1
1402	1	0	0	0
1402	2	0	0	0
1402	3	0	1	1
1402	4	0	0	0
1402	5	0	0	0
1402	6	0	0	0
1402	7	0	1	1
1402	8	0	0	0
1402	9	0	0	0
1402	10	0	0	0
1402	11	0	0	0
1402	12	0	1	1
1403	1	0	0	1
1403	2	0	0	1
1403	3	1	0	1
1403	4	1	0	1
1403	5	0	0	1
1403	6	0	0	1
1403	7	0	0	0
1403	8	0	0	1
1403	9	0	0	1
1403	10	0	0	1
1403	11	0	0	1
1403	12	0	1	1
1404	1	1	0	0
1404	2	0	0	0
1404	3	0	0	0
1404	4	0	0	0
1404	5	0	0	0
1404	6	0	0	0
1404	7	0	1	0
1404	8	0	1	0
1404	9	0	0	0
1404	10	0	0	0
1404	11	0	0	1
1404	12	0	1	1
1501	1	1	1	0
1501	2	1	1	0
1501	3	0	0	1
1501	4	0	0	1
1501	5	0	0	1
1501	6	0	0	1
1501	7	0	0	1
1501	8	0	0	1
1501	9	0	0	1
1501	10	1	0	0
1501	11	1	0	0
1501	12	1	0	0
1502	1	0	1	0
1502	2	0	1	1
1502	3	0	0	1
1502	4	0	0	1
1502	5	0	0	1
1502	6	0	0	1
1502	7	0	0	1
1502	8	0	0	1
1502	9	0	1	1
1502	10	0	1	1
1502	11	0	1	0
1502	12	0	1	0
1503	1	1	0	1
1503	2	1	0	1
1503	3	1	0	1
1503	4	1	0	1
1503	5	1	0	1
1503	6	1	0	1
1503	7	1	0	1
1503	8	1	0	1
1503	9	1	0	1
1503	10	1	0	1
1503	11	1	0	1
1503	12	1	0	1
1504	1	0	0	1
1504	2	0	0	1
1504	3	0	0	1
1504	4	0	0	1
1504	5	0	0	1
1504	6	0	0	1
1504	7	0	0	1
1504	8	0	1	0
1504	9	0	1	0
1504	10	0	1	0
1504	11	0	1	0
1504	12	0	1	0
1505	1	1	0	0
1505	2	1	0	0
1505	3	0	0	1
1505	4	0	0	1
1505	5	0	0	1
1505	6	0	0	1
1505	7	0	0	1
1505	8	0	0	1
1505	9	0	0	1
1505	10	1	0	0
1505	11	1	0	0
1505	12	1	0	0
1506	1	0	1	1
1506	2	0	0	1
1506	3	0	0	1
1506	4	0	0	1
1506	5	0	0	1
1506	6	0	0	1
1506	7	0	0	1
1506	8	0	0	1
1506	9	0	0	1
1506	10	0	0	1
1506	11	0	1	1
1506	12	0	1	1
1507	1	1	1	1
1507	2	1	1	1
1507	3	1	1	1
1507	4	0	0	1
1507	5	0	0	1
1507	6	0	0	1
1507	7	0	0	1
1507	8	0	0	1
1507	9	0	0	1
1507	10	0	0	1
1507	11	1	1	1
1507	12	1	1	1
1508	1	1	1	0
1508	2	0	0	1
1508	3	0	0	1
1508	4	0	0	1
1508	5	0	0	1
1508	6	0	0	1
1508	7	0	0	1
1508	8	1	1	0
1508	9	1	1	0
1508	10	1	1	0
1508	11	1	1	0
1508	12	1	1	0
1509	1	0	0	1
1509	2	0	0	1
1509	3	0	0	1
1509	4	0	1	1
1509	5	0	1	1
1509	6	0	1	1
1509	7	0	1	1
1509	8	0	1	1
1509	9	0	0	1
1509	10	0	0	1
1509	11	0	0	1
1509	12	0	0	1
1601	1	0	1	0
1601	2	1	1	0
1601	3	1	0	0
1601	4	0	0	0
1601	5	0	0	1
1601	6	0	0	1
1601	7	0	0	0
1601	8	0	0	0
1601	9	0	0	0
1601	10	0	0	0
1601	11	0	1	0
1601	12	0	1	0
1602	1	0	0	0
1602	2	0	0	0
1602	3	0	0	0
1602	4	0	0	0
1602	5	0	0	1
1602	6	0	0	1
1602	7	0	0	0
1602	8	0	0	0
1602	9	0	0	0
1602	10	0	0	0
1602	11	0	0	0
1602	12	0	0	0
1603	1	0	0	0
1603	2	0	0	1
1603	3	0	0	1
1603	4	0	0	1
1603	5	0	0	1
1603	6	0	0	0
1603	7	0	0	0
1603	8	0	0	0
1603	9	0	0	0
1603	10	1	0	0
1603	11	1	1	0
1603	12	1	1	0
1604	1	1	1	0
1604	2	0	0	0
1604	3	0	0	0
1604	4	0	0	0
1604	5	0	0	0
1604	6	0	0	1
1604	7	0	0	1
1604	8	0	0	0
1604	9	0	0	0
1604	10	0	0	0
1604	11	0	0	0
1604	12	1	1	0
1605	1	0	0	1
1605	2	0	0	1
1605	3	0	0	0
1605	4	0	0	0
1605	5	0	0	0
1605	6	0	0	0
1605	7	0	0	0
1605	8	1	0	0
1605	9	1	1	0
1605	10	0	0	0
1605	11	0	0	0
1605	12	0	0	0
1606	1	1	0	0
1606	2	1	0	0
1606	3	0	0	0
1606	4	0	0	1
1606	5	0	0	1
1606	6	0	0	1
1606	7	0	0	1
1606	8	0	0	0
1606	9	0	0	0
1606	10	0	0	0
1606	11	0	0	0
1606	12	0	0	0
1607	1	1	1	0
1607	2	0	0	0
1607	3	0	0	0
1607	4	0	0	0
1607	5	0	0	1
1607	6	0	0	1
1607	7	0	0	1
1607	8	0	0	0
1607	9	0	0	0
1607	10	0	0	0
1607	11	0	0	0
1607	12	1	1	0
1608	1	1	1	0
1608	2	1	1	0
1608	3	0	0	0
1608	4	0	0	0
1608	5	0	0	1
1608	6	0	0	1
1608	7	0	0	0
1608	8	0	0	0
1608	9	0	0	0
1608	10	0	0	0
1608	11	0	0	0
1608	12	0	0	0
1701	1	1	1	1
1701	2	0	0	1
1701	3	0	0	1
1701	4	0	0	1
1701	5	0	0	1
1701	6	0	0	0
1701	7	0	0	1
1701	8	0	0	1
1701	9	0	0	1
1701	10	1	1	1
1701	11	1	1	1
1701	12	1	1	1
1702	1	0	0	1
1702	2	0	1	1
1702	3	0	0	1
1702	4	0	0	1
1702	5	0	0	1
1702	6	0	0	1
1702	7	0	0	1
1702	8	0	1	1
1702	9	0	1	1
1702	10	0	1	1
1702	11	0	1	1
1702	12	0	1	1
1703	1	0	0	0
1703	2	0	0	0
1703	3	0	0	0
1703	4	0	0	1
1703	5	0	0	1
1703	6	0	0	1
1703	7	0	0	1
1703	8	0	0	1
1703	9	1	0	1
1703	10	1	1	1
1703	11	1	1	1
1703	12	1	1	1
1704	1	1	1	0
1704	2	1	1	0
1704	3	1	1	0
1704	4	0	0	1
1704	5	0	0	1
1704	6	0	0	1
1704	7	0	0	1
1704	8	1	0	1
1704	9	1	1	0
1704	10	1	0	0
1704	11	1	0	0
1704	12	0	0	0
1705	1	1	1	0
1705	2	1	1	0
1705	3	1	1	0
1705	4	1	1	0
1705	5	0	0	0
1705	6	0	0	1
1705	7	0	0	1
1705	8	0	0	1
1705	9	0	0	1
1705	10	0	0	0
1705	11	0	0	0
1705	12	0	0	0
1706	1	1	1	0
1706	2	1	0	0
1706	3	0	0	0
1706	4	0	0	1
1706	5	0	0	1
1706	6	0	0	1
1706	7	0	0	1
1706	8	0	0	1
1706	9	0	0	0
1706	10	1	1	0
1706	11	1	1	0
1706	12	1	1	0
1708	1	1	1	0
1708	2	1	1	0
1708	3	0	0	0
1708	4	0	0	0
1708	5	0	0	1
1708	6	0	0	1
1708	7	0	0	1
1708	8	0	0	1
1708	9	0	0	1
1708	10	0	0	0
1708	11	0	0	0
1708	12	0	0	0
1709	1	1	0	0
1709	2	1	0	1
1709	3	1	0	0
1709	4	0	0	0
1709	5	0	0	1
1709	6	0	0	1
1709	7	0	0	0
1709	8	0	0	0
1709	9	0	0	0
1709	10	0	1	0
1709	11	0	1	0
1709	12	0	1	0
1710	1	1	1	0
1710	2	1	1	0
1710	3	0	0	0
1710	4	0	0	1
1710	5	0	0	1
1710	6	0	0	1
1710	7	0	0	0
1710	8	0	0	0
1710	9	0	0	0
1710	10	0	0	0
1710	11	1	1	0
1710	12	1	1	0
1711	1	0	0	0
1711	2	0	0	1
1711	3	0	0	1
1711	4	0	0	1
1711	5	0	0	1
1711	6	0	0	0
1711	7	0	0	0
1711	8	0	0	0
1711	9	0	0	0
1711	10	1	1	0
1711	11	1	1	0
1711	12	1	1	0
1801	1	1	1	0
1801	2	1	0	0
1801	3	0	0	0
1801	4	0	0	0
1801	5	0	0	1
1801	6	0	0	1
1801	7	0	0	1
1801	8	0	0	0
1801	9	0	0	0
1801	10	0	0	0
1801	11	0	1	0
1801	12	1	1	0
1802	1	1	1	0
1802	2	1	1	0
1802	3	0	0	0
1802	4	0	0	0
1802	5	0	0	1
1802	6	0	0	1
1802	7	0	0	1
1802	8	0	0	0
1802	9	0	0	0
1802	10	0	0	0
1802	11	0	0	0
1802	12	0	0	0
1803	1	0	0	0
1803	2	1	1	0
1803	3	1	1	0
1803	4	1	1	1
1803	5	0	0	1
1803	6	0	0	1
1803	7	0	0	0
1803	8	0	0	0
1803	9	0	0	0
1803	10	0	0	0
1803	11	0	0	0
1803	12	0	0	0
1804	1	0	0	0
1804	2	1	1	0
1804	3	1	1	0
1804	4	0	0	0
1804	5	0	0	1
1804	6	0	0	1
1804	7	0	0	1
1804	8	0	0	0
1804	9	0	0	0
1804	10	0	0	0
1804	11	0	0	0
1804	12	0	0	0
1806	1	1	0	0
1806	2	1	1	0
1806	3	0	0	0
1806	4	0	0	1
1806	5	0	0	1
1806	6	0	0	1
1806	7	0	0	0
1806	8	0	0	0
1806	9	0	0	0
1806	10	0	0	0
1806	11	0	0	0
1806	12	0	0	0
1807	1	0	1	0
1807	2	0	1	0
1807	3	0	0	0
1807	4	0	0	1
1807	5	0	0	1
1807	6	0	0	1
1807	7	0	0	0
1807	8	0	0	0
1807	9	0	0	0
1807	10	0	0	0
1807	11	0	0	0
1807	12	0	0	0
1901	1	0	1	1
1901	2	0	1	0
1901	3	0	1	0
1901	4	0	0	0
1901	5	0	0	0
1901	6	0	0	1
