PLACEID	RSID	AGERES	SEXRES	CAPAC
602	5	43	2	7
602	6	36	2	7
602	7	47	2	7
602	8	37	2	7
602	9	38	2	7
602	10	20	2	7
602	11	38	1	7
602	12	63	2	7
602	13	50	2	7
602	14	40	2	7
602	15	25	2	7
602	16	22	2	7
602	17	20	2	7
602	18	58	1	4
701	1	46	2	2
701	2	43	1	2
701	3	65	1	9
701	4	40	1	3
701	5	36	2	3
701	6	54	1	9
701	7	46	2	9
701	8	48	1	8
701	9	60	1	4
701	10	61	1	4
701	11	59	2	2
701	12	36	1	8
701	13	38	1	2
701	14	60	1	8
701	15	46	1	8
701	16	48	1	8
701	17	60	2	8
701	18	56	2	7
701	19	52	2	7
701	20	50	1	7
701	21	46	1	7
701	22	57	1	7
701	23	53	2	7
701	24	36	2	7
701	25	41	2	7
702	1	48	2	3
702	2	55	2	3
702	3	35	2	3
702	4	28	2	3
702	5	37	2	3
702	6	66	1	10
702	7	74	1	10
702	8	58	2	7
702	9	35	1	8
702	10	38	1	2
702	11	40	1	10
702	12	38	1	2
702	13	60	1	8
702	14	59	2	2
702	15	36	1	10
702	16	36	2	10
702	17	59	1	4
702	18	48	1	4
702	19	60	1	8
702	20	64	1	4
702	21	46	2	4
702	22	50	1	8
702	23	38	1	7
702	24	32	2	7
702	25	64	2	7
702	26	23	2	7
703	1	59	2	2
703	2	36	1	8
703	3	36	2	8
703	4	35	1	8
703	5	38	1	2
703	6	38	1	2
703	7	64	1	8
703	8	46	2	4
703	9	50	2	8
703	10	48	2	3
703	11	55	2	3
703	12	35	2	3
703	13	37	2	3
703	14	38	1	2
703	15	65	2	7
703	16	68	1	10
703	17	46	1	9
703	18	24	2	7
703	19	50	1	7
703	20	49	2	7
703	21	42	1	7
703	22	40	1	7
703	23	36	2	7
703	24	64	1	4
703	25	65	1	4
703	26	40	1	8
704	1	60	1	9
704	2	65	1	9
704	3	58	2	9
704	4	40	2	9
704	5	50	2	4
704	6	52	1	8
704	7	40	1	3
704	8	36	2	3
704	9	38	1	2
704	10	59	2	2
704	11	58	2	7
704	12	66	1	7
704	13	36	1	2
704	14	36	1	2
704	15	40	1	7
704	16	48	2	7
704	17	38	2	7
704	18	47	1	7
704	19	51	1	7
704	20	60	2	2
704	21	39	2	7
704	22	60	1	4
801	1	46	2	4
801	2	62	1	4
801	3	59	1	4
801	4	54	1	4
801	5	30	2	8
801	6	52	2	8
801	7	52	1	3
801	8	48	2	3
801	9	50	1	8
801	10	65	1	8
801	11	48	2	8
801	12	56	1	8
801	13	55	1	10
801	14	52	1	10
801	15	42	2	7
801	16	55	2	7
801	17	48	2	7
801	18	52	1	7
801	19	45	2	7
801	20	46	2	7
801	21	50	1	7
801	22	44	1	7
801	23	52	1	7
801	24	48	2	7
801	25	45	2	7
801	26	50	1	7
801	27	45	1	7
802	1	58	1	4
802	2	61	1	4
802	3	30	2	1
802	4	52	2	2
802	5	54	2	3
802	6	52	2	3
802	7	48	1	3
802	8	46	1	3
802	9	40	2	8
802	10	51	1	8
802	11	54	1	8
802	12	52	1	8
802	13	51	1	8
802	14	48	2	8
802	15	42	2	8
802	16	53	1	7
802	17	40	2	2
802	18	45	2	7
802	19	53	1	7
802	20	54	1	7
802	21	48	2	7
802	22	50	2	7
802	23	54	1	7
802	24	55	2	7
802	25	38	2	7
802	26	44	2	7
901	1	33	1	1
901	2	30	2	2
901	3	34	1	2
901	4	39	2	2
901	5	43	1	2
901	6	43	1	3
901	7	35	2	3
901	8	28	1	2
901	9	38	2	2
901	10	52	2	4
901	11	42	1	8
901	12	23	2	7
901	13	53	2	7
901	14	54	2	7
901	15	35	2	7
901	16	48	1	7
901	17	52	2	7
901	18	54	2	7
901	19	60	1	7
901	20	61	1	7
901	21	55	2	7
901	22	52	1	7
901	23	62	1	7
901	24	46	1	7
901	25	55	2	7
902	1	25	1	3
902	2	30	1	3
902	3	41	1	9
902	4	43	1	9
902	5	51	1	9
902	6	46	1	9
902	7	44	1	9
902	8	23	2	9
902	9	39	2	8
902	10	59	1	7
902	11	53	1	4
902	12	49	1	4
902	13	74	1	10
902	14	35	2	7
902	15	50	2	7
902	16	62	2	7
902	17	37	1	10
902	18	34	1	10
902	19	50	2	10
903	1	45	1	9
903	2	52	1	9
903	3	48	1	4
903	4	40	2	4
903	5	36	1	4
903	6	46	2	3
903	7	40	1	3
903	8	52	1	9
903	9	35	1	9
903	10	36	1	7
903	11	41	2	7
903	12	34	1	7
903	13	26	2	7
903	14	35	2	10
903	15	66	1	10
903	16	63	2	10
903	17	38	1	10
903	18	45	2	7
903	19	50	1	10
903	20	52	1	10
903	21	54	2	10
903	22	51	2	4
903	23	44	1	4
904	1	37	2	3
904	2	43	2	3
904	3	41	1	3
904	4	35	2	3
904	5	51	2	4
904	6	56	2	4
904	7	44	1	8
904	8	31	1	8
904	9	68	1	8
904	10	52	1	8
904	11	50	1	8
904	12	39	1	10
904	13	53	2	7
904	14	34	1	10
904	15	65	1	7
904	16	32	1	10
904	17	55	2	10
904	18	40	2	10
905	1	36	2	3
905	2	28	2	3
905	3	37	1	3
905	4	35	1	2
905	5	32	1	1
905	6	41	1	10
905	7	31	1	3
905	8	43	1	2
905	9	44	1	8
905	10	61	1	8
905	11	58	1	8
905	12	32	1	7
905	13	64	1	8
905	14	49	1	7
905	15	49	1	8
905	16	52	1	4
905	17	27	1	10
905	18	53	2	4
905	19	43	1	4
906	1	41	1	3
906	2	26	2	3
906	3	45	1	9
906	4	48	1	4
906	5	40	2	4
906	6	58	1	9
906	7	26	1	9
906	8	43	2	4
906	9	30	2	4
906	10	26	1	4
906	11	28	2	7
906	12	22	2	7
906	13	25	2	7
906	14	32	2	7
906	15	30	2	7
906	16	38	1	7
906	17	45	1	7
907	1	48	1	4
907	2	44	1	4
907	3	48	1	8
907	4	65	1	8
907	5	47	1	8
907	6	47	1	8
907	7	38	2	8
907	8	20	1	10
907	9	48	1	8
907	10	50	2	10
907	11	36	2	7
907	12	52	1	4
907	13	43	1	4
907	14	36	2	3
907	15	28	2	3
907	16	37	1	3
908	1	32	1	9
908	2	41	1	9
908	3	50	1	9
908	4	37	2	8
908	5	45	2	4
908	6	48	2	4
908	7	45	1	4
908	8	43	1	3
908	9	37	2	3
908	10	28	1	9
908	11	77	1	9
908	12	42	1	9
908	13	44	2	7
908	14	47	1	7
908	15	50	1	7
908	16	62	2	10
908	17	59	1	10
908	18	55	2	7
908	19	58	2	10
908	20	63	2	10
908	21	56	1	7
908	22	62	1	10
908	23	57	2	7
908	24	61	1	10
908	25	51	2	4
908	26	44	1	4
909	1	55	1	9
909	2	39	1	9
909	3	78	1	9
909	4	39	1	9
909	5	72	1	9
909	6	45	1	9
909	7	44	1	9
909	8	25	2	9
909	9	47	1	4
909	10	27	2	4
909	11	30	1	4
909	12	64	2	7
909	13	47	1	7
909	14	50	1	7
909	15	35	1	7
909	16	68	1	7
909	17	43	2	3
909	18	37	2	3
909	19	41	2	3
909	20	51	2	4
909	21	44	1	4
910	1	40	1	8
910	2	52	1	8
910	3	38	1	8
910	4	50	2	8
910	5	30	2	8
910	6	24	1	8
910	7	40	1	8
910	8	36	2	7
910	9	55	2	7
910	10	40	2	7
910	11	32	2	8
910	12	43	2	4
910	13	65	2	4
910	14	25	2	4
910	15	52	1	4
910	16	43	1	4
910	17	36	2	3
910	18	28	2	3
910	19	37	1	3
911	1	48	1	8
911	2	32	1	8
911	3	39	2	8
911	4	48	1	8
911	5	68	1	8
911	6	42	1	8
911	7	39	1	8
911	8	46	2	10
911	9	29	2	7
911	10	34	1	7
911	11	37	2	7
911	12	49	1	7
911	13	28	1	7
911	14	78	2	7
911	15	44	1	4
911	16	40	2	4
911	17	40	1	10
911	18	46	2	3
911	19	40	1	3
911	20	51	2	4
911	21	56	2	4
912	1	30	1	9
912	2	58	2	2
912	3	61	1	9
912	4	50	1	4
912	5	40	1	9
912	6	40	1	7
912	7	38	2	7
912	8	45	1	7
912	9	30	1	7
912	10	56	1	9
912	11	80	1	10
912	12	41	1	9
912	13	36	1	4
912	14	42	1	9
912	15	42	2	6
912	16	43	1	9
912	17	40	2	6
912	18	32	2	7
912	19	48	1	7
912	20	52	1	4
912	21	36	2	2
912	22	28	2	3
912	23	37	1	3
1001	1	54	2	4
1001	2	45	2	4
1001	3	54	2	4
1001	4	45	1	8
1001	5	30	1	3
1001	6	47	2	8
1001	7	45	2	8
1001	8	42	2	3
1001	9	32	2	3
1001	10	40	2	10
1001	11	34	1	8
1001	12	41	2	8
1001	13	23	2	7
1001	14	55	1	7
1001	15	50	2	7
1001	16	38	2	7
1001	17	40	2	7
1001	18	36	2	7
1001	19	19	2	7
1001	20	40	2	7
1001	21	35	2	7
1001	22	48	2	7
1001	23	39	2	7
1001	24	45	2	7
1001	25	25	2	7
1001	26	35	2	7
1001	27	36	2	7
1001	28	20	1	7
1001	29	-79	2	7
1003	1	57	1	3
1003	2	39	1	3
1003	3	31	1	3
1003	4	65	1	3
1003	5	39	1	3
1003	6	60	2	3
1003	7	55	1	3
1003	8	59	2	3
1003	9	58	2	4
1003	10	58	2	4
1003	11	46	1	4
1003	12	45	1	8
1003	13	35	2	8
1003	14	41	1	8
1003	15	43	1	8
1003	16	56	2	10
1003	17	45	2	7
1003	18	42	2	7
1003	19	-79	2	7
1003	20	36	2	10
1003	21	35	2	10
1004	1	57	1	8
1004	2	32	2	6
1004	3	48	2	6
1004	4	35	2	10
1004	5	25	2	10
1004	6	53	2	10
1004	7	36	2	7
1004	8	36	2	10
1004	9	55	1	7
1004	10	54	2	10
1004	11	57	1	3
1004	12	60	2	3
1004	13	55	1	3
1004	14	58	2	4
1004	15	35	2	8
1004	16	58	2	4
1005	1	49	1	8
1005	2	58	1	8
1005	3	35	2	8
1005	4	49	1	7
1005	5	56	1	8
1005	6	62	1	10
1005	7	65	1	10
1005	8	62	2	7
1005	9	57	1	3
1005	10	6	2	3
1005	11	55	1	3
1005	12	58	2	4
1005	13	35	2	8
1005	14	58	2	4
1005	15	38	2	10
1005	16	32	2	10
1005	17	28	2	10
1005	18	30	2	7
1006	1	56	1	4
1006	2	53	2	4
1006	3	55	1	8
1006	4	85	1	8
1006	5	45	2	6
1006	6	50	2	10
1006	7	45	2	4
1006	8	60	2	7
1006	9	84	2	7
1006	10	54	2	4
1006	11	45	2	4
1006	12	54	2	4
1006	13	30	1	3
1006	14	42	2	3
1006	15	32	2	3
1006	16	36	2	10
1006	17	38	2	10
1006	18	35	2	10
1006	19	-79	2	7
1101	1	48	1	4
1101	2	45	1	8
1101	3	47	1	4
1101	4	42	1	8
1101	5	53	1	4
1101	6	30	1	3
1101	7	30	1	3
1101	8	51	1	2
1101	9	60	1	8
1101	10	30	1	1
1101	11	34	2	8
1101	12	45	1	7
1101	13	33	2	7
1101	14	40	2	7
1101	15	38	1	7
1101	16	40	2	7
1101	17	30	1	7
1102	1	54	1	4
1102	2	57	1	4
1102	3	36	1	4
1102	4	32	1	4
1102	5	43	1	8
1102	6	26	2	4
1102	7	28	1	3
1102	8	33	1	3
1102	9	26	2	3
1102	10	52	1	8
1102	11	32	1	8
1102	12	25	2	7
1102	13	48	2	7
1102	14	43	2	7
1102	15	40	1	7
1103	1	29	2	3
1103	2	24	2	3
1103	3	35	2	8
1103	4	32	1	10
1103	5	46	1	10
1103	6	55	1	9
1103	7	36	2	7
1103	8	30	2	10
1103	9	22	2	10
1103	10	38	2	7
1103	11	52	1	10
1103	12	42	1	4
1103	13	32	1	4
1103	14	33	1	4
1103	15	49	1	8
1103	16	48	1	4
1104	1	37	1	4
1104	2	31	1	4
1104	3	33	2	4
1104	4	42	2	8
1104	5	39	1	9
1104	6	60	1	8
1104	7	-77	1	9
1104	8	26	2	8
1104	9	72	1	7
1104	10	43	1	7
1104	11	45	1	7
1104	12	58	1	7
1104	13	25	2	3
1105	1	60	1	4
1105	2	29	2	4
1105	3	46	1	4
1105	4	40	1	8
1105	5	45	2	3
1105	6	35	2	3
1105	7	32	1	3
1105	8	39	1	4
1105	9	53	1	4
1105	10	32	2	8
1105	11	31	1	3
1105	12	38	2	7
1105	13	32	2	7
1105	14	44	1	10
1105	15	45	1	8
1105	16	32	1	9
1105	17	35	2	7
1105	18	40	2	7
1105	19	50	1	7
1106	1	30	2	4
1106	2	54	2	4
1106	3	30	1	4
1106	4	28	2	4
1106	5	42	2	8
1106	6	57	2	7
1106	7	58	1	7
1106	8	26	2	3
1106	9	28	1	9
1106	10	48	1	8
1106	11	54	1	4
1106	12	32	1	4
1107	1	37	2	4
1107	2	40	2	4
1107	3	35	2	4
1107	4	46	1	8
1107	5	30	2	2
1107	6	55	2	7
1107	7	63	1	9
1107	8	25	1	8
1107	9	41	2	7
1107	10	26	2	3
1107	11	26	2	3
1107	12	31	1	3
1108	1	36	2	4
1108	2	34	2	4
1108	3	45	1	8
1108	4	42	2	4
1108	5	53	2	4
1108	6	39	2	7
1108	7	35	1	8
1108	8	53	1	7
1108	9	48	1	4
1108	10	30	1	3
1108	11	30	1	3
1108	12	51	1	3
1202	1	67	1	9
1202	2	62	1	9
1202	3	68	1	9
1202	4	58	2	6
1202	5	65	1	10
1202	6	28	1	7
1202	7	52	2	7
1202	8	40	1	7
1202	9	50	2	7
1202	10	48	2	7
1202	11	53	2	7
1202	12	65	2	7
1202	13	55	2	7
1202	14	63	2	7
1202	15	24	2	7
1202	16	54	2	7
1202	17	-79	2	7
1202	18	39	2	7
1202	19	39	1	7
1202	20	57	2	7
1202	21	43	1	7
1202	22	57	2	7
1202	23	45	2	7
1202	24	53	1	7
1202	25	43	2	7
1202	26	22	1	7
1202	27	42	1	4
1202	28	41	2	4
1202	29	32	1	88
1202	30	49	1	88
1202	31	31	2	88
1203	1	46	1	2
1203	2	47	1	2
1203	3	36	1	9
1203	4	43	2	10
1203	5	39	1	2
1203	6	40	2	7
1203	7	32	2	3
1203	8	32	2	7
1203	9	40	1	4
1203	10	50	1	3
1203	11	30	2	3
1203	12	27	1	3
1203	13	34	2	7
1203	14	45	2	7
1203	15	45	2	7
1203	16	48	1	7
1203	17	39	2	7
1203	18	43	2	7
1203	19	30	2	7
1203	20	18	2	7
1203	21	36	1	7
1203	22	31	2	7
1203	23	41	2	7
1203	24	30	1	7
1203	25	36	2	7
1302	1	45	2	2
1302	2	41	1	2
1302	3	52	2	8
1302	4	53	1	3
1302	5	55	2	3
1302	6	43	2	3
1302	7	-79	2	3
1302	8	50	1	3
1302	9	-79	2	4
1302	10	53	2	4
1302	11	-79	2	8
1302	12	53	1	4
1302	13	50	1	8
1302	14	45	2	7
1302	15	32	2	7
1302	16	31	2	7
1302	17	58	2	7
1302	18	40	2	7
1302	19	47	1	7
1302	20	40	1	7
1302	21	42	2	7
1302	22	48	1	7
1302	23	60	2	7
1302	24	26	2	7
1302	25	50	1	7
1302	26	-88	1	8
1303	1	62	1	9
1303	2	46	2	3
1303	3	54	1	4
1303	4	30	2	8
1303	5	32	2	8
1303	6	42	2	10
1303	7	27	2	3
1303	8	43	2	3
1303	9	38	2	3
1303	10	38	1	3
1303	11	50	2	3
1303	12	51	2	9
1303	13	46	1	3
1303	14	45	2	7
1303	15	53	1	7
1303	16	20	2	7
1303	17	40	2	7
1303	18	36	2	7
1303	19	38	2	7
1303	20	39	2	7
1303	21	32	2	7
1303	22	44	2	7
1303	23	36	2	7
1303	24	41	2	7
1303	25	48	1	7
1303	26	30	2	7
1303	27	47	2	7
1303	28	50	1	7
1304	1	45	2	3
1304	2	36	2	2
1304	3	32	2	2
1304	4	29	1	2
1304	5	40	2	2
1304	6	50	1	2
1304	7	57	1	2
1304	8	-79	1	2
1304	9	60	1	1
1304	10	38	1	3
1304	11	43	2	3
1304	12	53	2	2
1304	13	26	1	8
1304	14	45	2	4
1304	15	47	2	4
1304	16	64	1	4
1304	17	-79	2	7
1304	18	36	2	3
1304	19	58	2	7
1304	20	62	1	7
1304	21	58	1	7
1304	22	56	2	7
1304	23	60	2	7
1304	24	31	2	7
1304	25	30	2	7
1304	26	37	2	7
1304	27	-79	1	7
1304	28	36	2	7
1304	29	58	1	7
1304	30	43	2	7
1304	31	37	2	7
1304	32	37	2	7
1304	33	-79	1	7
1304	34	-79	1	7
1402	1	45	1	9
1402	2	51	1	4
1402	3	53	1	4
1402	4	76	1	9
1402	5	40	1	10
1402	6	59	2	3
1402	7	54	2	2
1402	8	63	1	2
1402	9	70	2	7
1402	10	32	2	7
1402	11	43	2	7
1402	12	32	2	7
1402	13	35	2	7
1402	14	42	2	7
1402	15	37	2	7
1402	16	45	1	7
1402	17	46	2	7
1402	18	53	2	7
1402	19	28	1	7
1402	20	47	1	4
1402	21	37	2	7
1403	1	72	1	7
1403	2	45	2	7
1403	3	33	2	7
1403	4	31	2	7
1403	5	36	2	7
1403	6	40	1	7
1403	7	37	2	7
1403	8	65	1	7
1403	9	48	1	7
1403	10	20	2	7
1403	11	29	2	7
1403	12	52	1	4
1403	13	62	2	4
1403	14	50	2	4
1403	15	59	1	3
1403	16	36	2	3
1403	17	37	2	2
1403	18	34	1	2
1403	19	34	2	2
1403	20	48	1	2
1403	21	58	2	7
1403	22	48	2	10
1403	23	52	1	7
1403	24	30	2	7
1403	25	45	2	7
1403	26	25	1	7
1404	1	51	1	9
1404	2	57	2	4
1404	3	37	2	4
1404	4	52	1	9
1404	5	36	2	3
1404	6	59	1	3
1404	7	60	2	6
1404	8	67	1	10
1404	9	65	1	9
1404	10	33	2	7
1404	11	31	2	7
1404	12	36	2	7
1404	13	40	1	7
1404	14	48	2	7
1404	15	20	2	7
1404	16	29	2	7
1404	17	65	2	7
1404	18	45	2	7
1404	19	58	2	7
1404	20	52	1	7
1404	21	30	2	7
1404	22	45	2	7
1404	23	25	1	7
1404	24	72	1	7
1404	25	48	1	2
1501	1	30	2	3
1501	2	32	2	3
1501	3	25	2	3
1501	4	20	1	3
1501	5	41	2	4
1501	6	51	2	4
1501	7	52	2	4
1501	8	36	2	8
1501	9	48	1	8
1501	10	38	1	8
1501	11	41	1	9
1501	12	48	2	9
1501	13	44	1	8
1501	14	49	1	8
1501	15	47	2	7
1501	16	38	2	7
1501	17	33	2	7
1501	18	23	2	7
1501	19	30	1	7
1502	1	43	2	4
1502	2	50	1	4
1502	3	40	1	4
1502	4	45	2	8
1502	5	50	2	4
1502	6	37	1	9
1502	7	58	1	8
1502	8	30	1	9
1502	9	54	2	7
1502	10	50	2	7
1502	11	55	2	7
1502	12	25	2	7
1502	13	35	2	3
1502	14	35	2	3
1502	15	49	1	4
1503	1	45	1	8
1503	2	58	1	8
1503	3	28	1	8
1503	4	46	1	4
1503	5	32	1	4
1503	6	28	2	4
1503	7	55	2	7
1503	8	41	2	8
1503	9	43	2	10
1503	10	50	1	10
1503	11	49	1	4
1503	12	50	1	4
1503	13	31	1	3
1503	14	46	1	3
1503	15	32	1	3
1503	16	55	1	3
1504	1	45	1	4
1504	2	32	2	4
1504	3	35	1	4
1504	4	38	1	8
1504	5	44	1	1
1504	6	42	1	8
1504	7	34	1	10
1504	8	60	1	8
1504	9	45	1	8
1504	10	43	1	7
1504	11	36	2	7
1504	12	30	1	7
1504	13	46	1	7
1504	14	52	1	7
1504	15	62	1	10
1504	16	26	1	3
1504	17	38	2	3
1504	18	26	2	3
1504	19	33	2	3
1505	1	38	1	9
1505	2	75	1	9
1505	3	31	1	8
1505	4	27	2	8
1505	5	35	2	8
1505	6	41	1	4
1505	7	52	2	4
1505	8	55	1	8
1505	9	32	1	4
1505	10	43	2	4
1505	11	42	1	8
1505	12	32	2	3
1505	13	41	1	3
1505	14	29	2	3
1505	15	33	1	3
1505	16	49	2	7
1505	17	55	1	7
1505	18	48	2	7
1505	19	47	2	7
1506	1	32	1	9
1506	2	38	1	8
1506	3	32	2	8
1506	4	22	2	7
1506	5	22	2	7
1506	6	40	1	7
1506	7	28	1	3
1506	8	27	2	3
1506	9	34	1	3
1506	10	35	2	3
1506	11	31	2	7
1506	12	60	2	4
1506	13	43	1	4
1506	14	42	1	4
1506	15	50	1	7
1506	16	42	1	4
1506	17	52	1	8
1507	1	50	2	4
1507	2	48	2	4
1507	3	38	2	8
1507	4	32	2	9
1507	5	38	1	9
1507	6	50	1	9
1507	7	44	1	10
1507	8	33	2	7
