PLACEID	LCPRIDR4	ITEMPRC1	ITEMVND1	ITEMINF1	ITEMPRC2	ITEMVND2	ITEMINF2
102	39	0,2	14	8	0,3	14	9
102	40	1	14	5	1	14	14
102	41	1,5	14	5	2	14	14
102	42	3	14	5	3	14	14
102	43	2	14	5	1	14	14
102	44	1	14	5	1,5	14	14
102	45	5	14	88	5	14	11
102	46	33	14	8	36,2	1	15
102	61	4,8	14	8	5	14	9
102	70	4	14	8	2	14	9
201	1	1,5	16	5	1,5	16	7
201	2	45	16	5	40	16	6
201	3	18	16	5	20	16	6
201	4	18	16	5	20	16	6
201	5	30	16	5	35	16	6
201	6	30	16	5	30	16	6
201	7	0,5	10	2	0,4	16	7
201	8	0,03	10	2	0,03	16	7
201	9	0,1	10	2	0,1	16	7
201	10	0,07	10	2	0,07	16	7
201	11	1,5	1	5	1,2	1	6
201	12	2	1	5	2	1	6
201	13	3,8	1	5	3,5	16	6
201	15	1	1	5	0,8	1	6
201	16	3	1	5	2,8	1	6
201	17	1,8	1	5	2	1	6
201	18	-88	16	4	 	 	 
201	19	1	1	5	1	1	6
201	20	6	16	5	6,5	16	6
201	21	1,3	1	5	1,2	1	6
201	23	0,3	1	5	0,3	1	6
201	24	4,5	16	5	5	16	6
201	25	1,2	1	5	1	1	6
201	27	9	1	5	9	1	6
201	28	9	16	5	10	16	6
201	29	8	16	5	8	16	6
201	30	3	1	5	2,8	1	6
201	32	12	16	5	14	16	6
201	33	6	1	5	6,5	1	6
201	34	1	1	5	1	1	6
201	35	1,5	1	5	1,5	1	6
201	36	4	1	5	4,2	1	6
201	37	1	16	5	1	16	6
201	38	1,5	16	5	1,2	16	6
201	39	0,3	1	5	0,3	1	6
201	40	1,5	1	5	1,2	1	6
201	41	2	1	5	2	1	6
201	42	5	16	5	4	16	6
201	43	0,7	1	5	0,7	1	6
201	44	1	1	5	1	1	6
201	45	5	16	5	6	16	6
201	46	35	16	5	34	16	6
201	61	4,8	1	5	4,8	1	6
201	70	4,5	16	5	5	16	6
202	1	1,8	1	4	1,5	1	5
202	2	35	16	4	30	16	5
202	3	15	16	4	15	16	5
202	4	23	16	4	15	16	5
202	5	45	16	4	40	16	5
202	6	40	16	4	40	16	5
202	7	0,4	9	10	-88	16	5
202	8	0,1	9	10	0,2	1	5
202	9	0,1	9	10	0,5	1	5
202	10	0,1	9	10	-88	16	5
202	11	2	1	4	2	1	5
202	12	2,5	1	4	2	1	5
202	13	4	1	4	3	1	5
202	15	0,7	1	4	0,8	1	5
202	16	3,2	1	4	3	1	5
202	17	2,5	1	4	2	1	5
202	18	-88	88	88	 	 	 
202	19	0,5	1	4	0,4	1	5
202	20	8	1	4	6,5	1	5
202	21	1,5	1	4	1	1	5
202	23	0,3	1	4	0,3	1	5
202	24	3	16	4	3,8	16	5
202	25	1	1	4	1	1	5
202	27	9	16	4	8	1	5
202	28	10	16	4	9	1	5
202	29	7	16	4	7	16	5
202	30	2	1	4	2	1	5
202	32	10	16	4	10	16	5
202	33	8	1	4	6	1	5
202	34	1	1	4	0,8	1	5
202	35	1,7	1	4	1,5	1	5
202	36	5	1	4	4,5	1	5
202	37	0,9	16	4	0,9	16	5
202	38	-88	16	4	 	 	 
202	39	0,3	1	4	0,25	1	5
202	40	1	1	4	1	1	5
202	41	1,5	1	4	1,8	1	5
202	42	2	1	4	3	1	5
202	43	1,2	1	4	-88	16	5
202	44	3	16	4	3	16	5
202	45	-88	16	4	 	 	 
202	46	39	1	88	35	1	5
202	61	5	1	4	4,8	1	5
202	70	4	1	4	4,5	16	5
203	1	2	1	4	2	16	5
203	2	35	16	4	40	16	11
203	3	20	16	4	20	16	11
203	4	20	16	4	20	16	11
203	5	32	16	4	30	16	11
203	6	25	16	4	28	16	11
203	7	0,4	10	3	1	16	5
203	8	0,03	10	3	0,1	1	5
203	9	0,1	10	3	0,25	1	5
203	10	0,07	1	3	0,2	16	5
203	11	2	1	4	1,8	1	12
203	12	2	1	5	2,2	1	12
203	13	3,8	1	5	4	1	12
203	15	0,8	1	5	1	1	12
203	16	3,2	1	5	3,3	1	12
203	17	2,2	1	4	2,2	1	12
203	18	-88	16	11	 	 	 
203	19	1	1	5	1	1	12
203	20	6	1	5	6	1	12
203	21	1,2	1	5	1,5	1	12
203	23	0,3	1	5	0,3	1	12
203	24	5	16	5	4,5	1	12
203	25	1	1	5	1,5	1	12
203	27	9	1	4	9	1	12
203	28	10	1	4	8,5	1	12
203	29	8	1	4	6	1	12
203	30	2,8	1	11	2,5	1	12
203	32	12	1	4	10	1	12
203	33	6,5	1	5	7	1	12
203	34	1	1	5	1	1	12
203	35	1,5	1	5	1,5	1	12
203	36	4	1	11	4,5	1	12
203	37	1	16	11	1	16	12
203	38	1,2	16	11	1,2	16	12
203	39	0,3	1	5	0,3	1	12
203	40	0,8	1	5	1,2	1	12
203	41	1,2	1	5	2,2	1	12
203	42	5	1	5	6	1	12
203	43	0,8	1	5	0,8	1	12
203	44	2	1	5	2	1	12
203	45	5	16	11	5	16	12
203	46	35	1	5	38,5	1	12
203	61	4,8	1	5	4,8	1	12
203	70	4	1	11	4,5	1	12
204	1	1,5	16	6	1,5	16	7
204	2	40	16	6	45	16	7
204	3	22	16	6	20	16	7
204	4	20	16	6	20	16	7
204	5	35	16	6	35	16	7
204	6	35	16	6	30	16	7
204	7	0,7	10	1	1	16	8
204	8	0,03	10	1	0,5	16	8
204	9	0,1	10	1	0,5	16	8
204	10	0,04	10	1	0,4	16	8
204	11	1,4	1	6	1,5	1	7
204	12	2	1	6	2,2	1	7
204	13	3,5	16	6	3,8	16	7
204	15	0,8	1	6	0,8	1	7
204	16	2,8	1	6	3	1	7
204	17	1,8	1	6	2	1	7
204	18	-88	16	6	 	 	 
204	19	1	1	6	1	1	7
204	20	6	1	6	6,5	1	7
204	21	1	1	6	1	1	7
204	23	0,3	1	6	0,3	1	7
204	24	5	1	6	6	16	7
204	25	1	1	6	1	1	7
204	27	7	1	6	8	1	7
204	28	10	6	6	12	6	7
204	29	6	16	6	7	16	7
204	30	2,5	1	6	3	1	7
204	32	15	16	6	14	16	7
204	33	5	1	6	6	1	7
204	34	1	1	6	1	1	7
204	35	1,5	1	6	1,5	1	7
204	36	4	1	6	4	1	7
204	37	1	1	6	1	1	7
204	38	1,2	16	6	1,2	16	7
204	39	0,3	1	6	0,3	1	7
204	40	1,5	1	6	1,5	1	7
204	41	2,5	1	6	2	1	7
204	42	4	1	6	5	16	7
204	43	0,7	1	6	0,7	1	7
204	44	1,5	1	6	1	1	7
204	45	6	16	6	6	16	7
204	46	32	1	6	35	1	7
204	61	4,8	1	6	4,8	1	7
204	70	4,5	16	6	5	16	7
205	1	1,4	16	3	1,5	16	4
205	2	40	16	3	35	16	4
205	3	22	16	3	15	16	4
205	4	25	16	3	15	16	4
205	5	40	16	3	30	16	4
205	6	45	16	3	35	16	4
205	7	0,3	16	3	0,3	16	2
205	8	0,1	1	3	0,03	10	2
205	9	0,2	1	3	0,14	10	2
205	10	0,2	1	3	0,1	10	2
205	11	1,8	1	3	1,8	1	4
205	12	2	1	3	2	1	4
205	13	3,5	1	3	2	1	4
205	15	0,7	1	3	0,7	1	4
205	16	3	1	3	3	1	4
205	17	2	1	3	2	1	4
205	18	-88	88	3	 	 	 
205	19	1	1	3	0,4	1	4
205	20	7	1	3	6	1	4
205	21	1	1	3	1	1	4
205	23	0,2	1	3	0,3	1	4
205	24	4,5	16	3	1,8	1	4
205	25	1	1	3	1,2	1	4
205	27	8	1	3	7,2	1	4
205	28	7	1	3	13	1	4
205	29	8	16	3	8	1	4
205	30	1,5	1	3	2	1	4
205	32	7	16	3	7	16	4
205	33	5,5	1	3	7	1	4
205	34	1	1	3	1,5	1	4
205	35	1,5	1	3	1,5	1	4
205	36	5	1	3	4	1	4
205	37	0,9	16	3	0,9	16	4
205	38	-88	16	3	 	 	 
205	39	0,3	1	3	0,3	1	4
205	40	1	1	3	2	1	4
205	41	1	1	3	1,5	1	4
205	42	4	1	3	2	1	4
205	43	1,2	1	3	1,2	1	4
205	44	1	1	3	1	1	4
205	45	-88	16	3	 	 	 
205	46	35	1	3	33	1	4
205	61	4,8	1	3	4,8	1	4
205	70	5	1	3	4,9	1	4
301	1	2	1	2	2	16	7
301	2	40	16	2	35	16	7
301	3	20	16	2	18	16	7
301	4	20	16	2	18	16	7
301	5	25	16	2	30	16	7
301	6	25	16	2	30	16	7
301	7	0,62	10	5	0,5	16	6
301	8	0,02	10	5	0,03	16	6
301	9	0,12	10	5	0,25	16	6
301	10	0,08	10	5	0,08	16	6
301	11	1,5	1	2	1,5	1	7
301	12	2	1	2	2	1	7
301	13	3	1	2	3,5	16	7
301	15	0,8	1	2	0,8	1	7
301	16	3	1	2	3	1	7
301	17	2	1	2	1,8	1	7
301	18	-88	16	2	 	 	 
301	19	1	1	2	1	1	7
301	20	6,5	16	2	7	16	7
301	21	1	1	2	1,2	1	7
301	23	0,3	1	2	0,3	1	7
301	24	1,5	1	2	2	1	7
301	25	1	1	2	1,2	1	7
301	27	10	16	2	10	16	7
301	28	10	16	2	10	16	7
301	29	8	16	2	8	16	7
301	30	2,8	16	2	3	16	7
301	32	10	1	2	10	1	7
301	33	6,5	1	2	6,5	1	7
301	34	1	1	2	1	1	7
301	35	1,5	1	2	1,5	16	7
301	36	4,5	1	2	4,5	1	7
301	37	1	16	2	1	16	7
301	38	-88	16	2	 	 	 
301	39	0,3	1	2	0,3	1	7
301	40	1,2	1	2	1	1	7
301	41	1,5	1	2	1,5	1	7
301	42	4	16	2	4	16	7
301	43	2	16	2	2	16	7
301	44	2	16	2	1,5	16	7
301	45	6	16	2	6	16	7
301	46	40	16	2	40	16	7
301	61	4,8	1	2	4,8	1	7
301	70	4	16	2	4	1	7
304	1	1,5	1	5	1,5	1	6
304	2	35	1	5	35	1	6
304	3	15	1	5	15	1	6
304	4	10	1	5	10	1	6
304	5	25	1	5	25	1	6
304	6	25	1	5	25	1	6
304	7	0,5	10	1	1	16	6
304	8	0,03	10	1	0,1	16	6
304	9	0,3	10	1	0,25	16	6
304	10	0,08	10	1	0,2	16	6
304	11	1,3	1	5	1,2	1	6
304	12	1,7	1	5	1,6	1	6
304	13	3	1	5	3	1	6
304	15	0,7	1	5	0,7	1	6
304	16	3	1	5	3	1	6
304	17	2	1	5	1,8	1	6
304	18	-88	88	88	 	 	 
304	19	0,4	1	5	0,5	1	6
304	20	6	1	5	6	1	6
304	21	2	1	5	1	1	6
304	23	0,2	1	5	0,2	1	6
304	24	2	1	5	2	1	6
304	25	1,5	1	5	1	1	6
304	27	9	1	5	9	1	6
304	28	9	1	5	10	1	6
304	29	10	1	5	10	1	6
304	30	2,2	1	5	1,5	1	6
304	32	6	1	5	6	1	6
304	33	6	1	5	7,5	1	6
304	34	1	1	5	1	1	6
304	35	2	1	5	2	1	6
304	36	4	1	5	4,5	1	6
304	37	1,25	16	5	0,8	16	6
304	38	-88	88	88	 	 	 
304	39	0,3	1	5	0,3	1	6
304	40	1	1	5	1	1	6
304	41	1,5	16	5	1,5	16	6
304	42	4	16	5	4	16	6
304	43	-88	16	5	 	 	 
304	44	-88	16	5	 	 	 
304	45	-88	16	5	 	 	 
304	46	45	1	5	45	1	6
304	61	5,5	1	5	5,5	1	6
304	70	3,5	1	5	4	1	6
305	1	2	16	4	1,8	16	6
305	2	45	16	4	40	16	6
305	3	22	16	4	20	16	6
305	4	22	16	4	20	16	6
305	5	28	16	4	25	16	6
305	6	28	16	4	25	16	6
305	7	0,6	10	5	0,51	16	7
305	8	0,02	10	5	0,03	16	7
305	9	0,1	10	5	0,26	16	7
305	10	0,4	10	5	0,08	16	7
305	11	1,2	1	4	1,5	1	6
305	12	1,6	1	4	1,8	1	6
305	13	3,5	16	4	3,5	16	6
305	15	0,8	16	4	0,8	1	6
305	16	3,2	1	4	3,2	1	6
305	17	2	1	4	2	1	6
305	18	-88	16	4	 	 	 
305	19	0,5	1	4	0,5	1	6
305	20	6,5	1	4	7	16	6
305	21	1	1	4	1	1	6
305	23	0,3	1	4	0,3	1	6
305	24	2	16	4	2,5	16	6
305	25	1,4	1	4	1,2	1	6
305	27	10	16	4	10	16	6
305	28	12	16	4	10	16	6
305	29	8	16	4	8	16	6
305	30	2,5	1	4	2,5	16	6
305	32	7	1	4	9	1	6
305	33	5	1	4	6	1	6
305	34	1	1	4	1	1	6
305	35	2	1	4	2	1	6
305	36	5	1	4	4,5	1	6
305	37	1	16	4	1	16	6
305	38	-88	16	4	 	 	 
305	39	0,3	1	4	0,3	16	6
305	40	1	1	4	1,2	1	6
305	41	3	16	4	2,5	16	6
305	42	-88	16	4	 	 	 
305	43	0,8	1	4	0,8	1	6
305	44	1,5	16	4	1,5	16	6
305	45	6	16	4	6	16	6
305	46	40	16	4	40	16	6
305	61	4,8	1	4	4,8	1	6
305	70	6	1	4	5	16	6
306	1	1,3	16	3	1,5	16	2
306	2	40	16	3	35	16	2
306	3	15	16	3	14	16	2
306	4	15	16	3	14	16	2
306	5	25	16	3	28	16	2
306	6	30	16	3	30	16	2
306	7	0,51	10	4	1	9	6
306	8	0,03	10	4	0,1	9	6
306	9	0,26	10	4	0,25	9	6
306	10	0,08	10	4	0,2	9	6
306	11	1,2	1	3	1,2	1	2
306	12	1,7	1	3	1,8	1	2
306	13	3	1	3	2,6	1	2
306	15	0,8	1	3	0,8	1	2
306	16	3,2	1	3	3,2	1	2
306	17	1,8	1	3	1,8	1	2
306	18	-88	16	3	 	 	 
306	19	1	1	3	0,5	1	2
306	20	7	1	3	6	1	2
306	21	1	1	3	1	1	2
306	23	0,3	1	3	0,3	1	2
306	24	3	16	3	2,5	1	2
306	25	1	1	3	1,2	1	2
306	27	9	16	3	10	16	2
306	28	10	16	3	10	16	2
306	29	6	16	3	10	16	2
306	30	2,5	16	3	2	16	2
306	32	8	1	3	9	1	2
306	33	7	1	3	6,5	1	2
306	34	1	1	3	1	1	2
306	35	1,5	16	3	1,5	16	2
306	36	4,5	1	3	4,5	1	2
306	37	1	16	3	1,2	16	2
306	38	-88	16	3	 	 	 
306	39	0,3	1	3	0,3	1	2
306	40	1,2	1	3	1	1	2
306	41	2	16	3	2	16	2
306	42	6	16	3	6	16	2
306	43	1,2	1	3	1	1	2
306	44	2,5	16	3	2	16	2
306	45	-88	16	3	 	 	 
306	46	40	16	3	38	16	2
306	61	4,8	1	3	4,8	1	2
306	70	5	16	3	5	16	2
307	1	2	16	3	1,5	16	8
307	2	50	16	3	45	16	8
307	3	20	16	3	20	16	8
307	4	20	16	3	20	16	8
307	5	34	16	3	30	16	8
307	6	34	16	3	30	16	8
307	7	0,51	16	6	1	16	7
307	8	0,03	16	6	0,1	16	7
307	9	0,26	16	6	0,25	16	7
307	10	0,08	16	6	0,2	16	7
307	11	1,2	1	3	1,2	1	8
307	12	1,6	1	3	1,8	1	8
307	13	2,8	1	3	3,2	1	8
307	15	0,7	1	3	0,8	1	8
307	16	3,2	1	3	3,2	1	8
307	17	2	1	3	1,8	1	8
307	18	-88	16	3	 	 	 
307	19	0,5	1	3	0,5	1	8
307	20	4,5	16	3	6	16	8
307	21	1	1	3	1	1	8
307	23	0,2	1	3	0,3	1	8
307	24	2	1	3	2	1	8
307	25	1	16	3	1,2	1	8
307	27	10	16	3	10	16	8
307	28	10	16	3	10	16	8
307	29	8	16	3	8	16	8
307	30	3	16	3	2,8	16	8
307	32	10	1	3	12	1	8
307	33	6,5	1	3	6,5	1	8
307	34	1	1	3	1	1	8
307	35	1,5	16	3	2	16	8
307	36	4,5	1	3	4,5	1	8
307	37	1	16	3	1	16	8
307	38	-88	16	3	 	 	 
307	39	0,3	1	3	0,3	1	8
307	40	1,2	1	3	1,5	1	8
307	41	3	16	3	2,5	1	8
307	42	4	16	3	3	16	8
307	43	1,2	1	3	1	1	8
307	44	1,5	16	3	1,5	16	8
307	45	5	16	3	6	16	8
307	46	40	16	3	38	16	8
307	61	4,8	1	3	4,8	1	8
307	70	5	1	3	5	1	8
308	1	1,5	1	8	1,5	1	9
308	2	45	1	8	40	1	9
308	3	17	1	8	20	1	9
308	4	17	1	8	20	1	9
308	5	32	1	8	35	1	9
308	6	32	1	8	35	1	9
308	7	0,51	10	4	1	9	7
308	8	0,03	10	4	0,1	9	7
308	9	0,2	10	4	0,23	9	7
308	10	0,08	10	4	0,2	9	7
308	11	1,2	1	8	1,2	1	9
308	12	2	1	8	1,8	1	9
308	13	3,2	1	8	3,5	1	9
308	15	0,8	1	8	1	1	9
308	16	3	1	8	3	1	9
308	17	2	1	8	1,8	1	9
308	18	-88	16	8	 	 	 
308	19	1	1	8	1	1	9
308	20	7	1	8	7	1	9
308	21	1,2	1	8	1	1	9
308	23	0,3	1	88	0,3	1	9
308	24	3	1	8	2,5	1	9
308	25	1	1	8	1,2	1	9
308	27	9,3	1	8	9	1	9
308	28	11	16	8	10	1	9
308	29	8	16	8	8	16	9
308	30	2,5	1	8	2,8	1	9
308	32	10	1	8	10	1	9
308	33	6,5	1	8	7	1	9
308	34	1	1	8	1	1	9
308	35	2	1	8	1,5	1	9
308	36	4	1	8	4,5	1	9
308	37	1	1	8	1	1	9
308	38	1	16	8	1	16	9
308	39	0,3	1	8	0,5	1	9
308	40	1,2	1	8	1,5	1	9
308	41	2,5	1	8	2	1	9
308	42	-88	16	88	 	 	 
308	43	0,8	1	8	0,8	1	9
308	44	1,5	1	8	2	1	9
308	45	6	16	8	6	16	9
308	46	40	1	8	38	1	9
308	61	4,8	1	8	4,8	1	9
308	70	5	1	8	5	1	9
309	1	1,5	1	8	1,5	1	9
309	2	35	16	8	30	1	9
309	3	25	16	8	15	1	9
309	4	25	16	8	15	1	9
309	5	35	16	8	25	1	9
309	6	30	16	8	25	1	9
309	7	0,5	10	3	1	16	9
309	8	0,03	10	3	0,5	1	9
309	9	0,3	10	3	0,5	1	9
309	10	0,08	10	3	0,2	16	9
309	11	1,4	1	8	1,2	1	9
309	12	1,8	1	8	1,5	1	9
309	13	3	1	8	3	1	9
309	15	0,6	1	8	0,8	1	9
309	16	3	1	8	3	1	9
309	17	1,8	1	8	2	1	9
309	18	-88	88	8	 	 	 
309	19	0,5	1	8	0,5	1	9
309	20	6	1	8	5	1	9
309	21	1	1	8	1	1	9
309	23	0,3	1	8	0,2	1	9
309	24	2	1	8	1,5	1	9
309	25	1	1	8	1,5	1	9
309	27	9	1	8	9	1	9
309	28	12	16	8	10	16	9
309	29	8	16	8	8	16	9
309	30	2	1	8	3	1	9
309	32	10	1	8	7	1	9
309	33	5,8	1	8	6	1	9
309	34	1	1	8	1	1	9
309	35	2	1	8	1,5	1	9
309	36	4,5	1	8	4	1	9
309	37	0,6	1	8	0,6	1	9
309	38	-88	88	88	 	 	 
309	39	0,3	1	8	0,2	1	9
309	40	1,2	1	8	1	1	9
309	41	2	16	8	1,5	16	9
309	42	2,5	16	8	3	16	9
309	43	1	1	8	1	1	9
309	44	1,3	16	8	1,2	16	9
309	45	-88	16	8	 	 	 
309	46	39	16	8	32	16	9
309	61	4,5	1	8	5	1	9
309	70	3,8	1	8	4,5	1	9
310	1	1,5	1	3	1,5	16	5
310	2	38	16	3	40	16	5
310	3	20	16	3	20	16	5
310	4	20	16	3	18	16	5
310	5	35	16	3	30	16	5
310	6	35	16	3	32	16	5
310	7	0,6	10	1	1	16	6
310	8	0,02	10	1	0,1	16	6
310	9	0,1	10	1	0,25	16	6
310	10	0,4	10	1	0,2	16	6
310	11	1,2	1	3	1	1	5
310	12	2	1	3	1,8	1	5
310	13	3,5	16	3	3,2	16	5
310	15	0,8	1	3	1	1	5
310	16	3,2	1	3	3	1	5
310	17	1,8	1	3	2	1	5
310	18	-88	16	3	 	 	 
310	19	0,5	1	3	0,5	1	5
310	20	7	16	3	6,5	1	5
310	21	1,2	1	3	1,2	1	5
310	23	0,3	1	3	0,3	1	5
310	24	2	1	3	2	1	5
310	25	1	1	3	1,2	1	5
310	27	9	16	3	10	16	5
310	28	10	16	3	11	16	5
310	29	8	16	3	9	16	5
310	30	2,5	1	3	2,8	1	5
310	32	11	1	3	10	1	5
310	33	7	1	3	6,5	1	5
310	34	1	1	3	1	1	5
310	35	2	16	3	2	16	5
310	36	4,5	1	3	4	1	5
310	37	1	16	3	1	16	5
310	38	-88	16	3	 	 	 
310	39	0,3	1	3	0,3	1	5
310	40	1,5	1	3	1	1	5
310	41	2,5	1	3	2	16	5
310	42	4	16	3	5	16	5
310	43	0,8	1	3	0,8	1	5
310	44	1,5	16	3	1	1	5
310	45	6	16	3	6	16	5
310	46	40	16	3	38	16	5
310	61	4,8	1	3	5	1	5
310	70	4	1	3	5	16	5
311	1	1,2	1	7	2	16	2
311	2	40	16	7	45	16	2
311	3	20	16	7	18	16	2
311	4	20	16	7	18	16	2
311	5	25	16	7	28	16	2
311	6	25	16	7	25	16	2
311	7	0,62	10	5	0,51	10	6
311	8	0,02	10	5	0,03	10	6
311	9	0,12	10	5	0,26	10	6
311	10	0,08	10	5	0,08	10	6
311	11	1,5	1	7	1,2	16	8
311	12	2	1	7	1,6	16	8
311	13	3	1	7	2,6	16	8
311	15	0,8	1	7	0,8	16	8
311	16	3	1	7	3	16	8
311	17	2	1	7	1,7	16	8
311	18	-88	16	7	 	 	 
311	19	1	1	7	0,5	16	8
311	20	6,5	16	7	6	16	8
311	21	1	1	7	1,5	16	8
311	23	0,3	1	7	0,2	16	8
311	24	1,5	1	7	2	16	8
311	25	1	1	7	1,2	16	8
311	27	10	16	7	10	16	8
311	28	10	16	7	10	16	8
311	29	8	16	7	9	16	8
311	30	2,8	16	7	1,2	16	8
311	32	10	1	7	12	16	8
311	33	6,5	1	7	6	16	8
311	34	1	1	7	1	16	8
311	35	1,5	1	7	2	16	8
311	36	4,5	1	7	4	16	8
311	37	1	16	7	0,8	16	8
311	38	-88	16	7	 	 	 
311	39	0,3	1	7	0,3	16	8
311	40	1,2	1	7	1	16	8
311	41	1,5	1	7	2	16	8
311	42	4	16	7	6	16	8
311	43	2	16	7	1	16	8
311	44	2	16	7	1	16	8
311	45	-88	16	7	 	 	 
311	46	40	16	7	40	16	8
311	61	4,8	1	7	4,8	16	8
311	70	4	16	7	4	16	8
312	1	1,5	1	8	1,5	1	12
312	2	40	1	8	30	1	12
312	3	13	1	8	12	1	12
312	4	13	1	8	12	1	12
312	5	25	1	8	22	1	12
312	6	22	1	8	20	1	12
312	7	1	9	7	0,5	10	11
312	8	0,1	9	7	0,03	10	11
312	9	0,25	9	7	0,26	10	11
312	10	0,2	9	7	0,08	10	11
312	11	1,2	1	9	1,2	1	10
312	12	1,6	1	9	1,6	1	10
312	13	2,5	1	9	2,6	1	10
312	15	0,7	1	9	0,8	1	10
312	16	3	1	9	3	1	10
312	17	1,8	1	9	1,7	1	10
312	18	-88	1	9	 	 	 
312	19	0,4	1	9	0,5	1	10
312	20	6	1	9	6	1	10
312	21	2	1	9	1,5	1	10
312	23	0,2	1	9	0,2	1	10
312	24	2	1	9	2	1	10
312	25	1	1	9	1,2	1	10
312	27	9	1	9	10	1	10
312	28	10	1	9	12	1	10
312	29	6	1	9	15	1	10
312	30	1,2	1	9	1,2	1	10
312	32	10	1	9	12	1	10
312	33	6	1	9	6	1	10
312	34	1	1	9	1	1	10
312	35	2	1	9	2	1	10
312	36	4,5	1	9	4	1	10
312	37	1,25	1	9	0,8	1	10
312	38	-88	88	88	 	 	 
312	39	0,25	1	9	0,25	1	10
312	40	0,8	1	9	1	1	10
312	41	2	1	9	2	1	10
312	42	6	1	9	6	1	10
312	43	1	1	9	1	1	10
312	44	2,5	1	9	1	1	10
312	45	-88	16	9	 	 	 
312	46	41	1	9	40	1	10
312	61	4,8	1	9	1	1	10
312	70	5	1	9	4	1	10
313	1	1,5	1	5	1,5	1	8
313	2	40	1	5	30	1	8
313	3	13	1	5	12	1	8
313	4	13	1	5	12	1	8
313	5	25	1	5	22	1	8
313	6	22	1	5	20	1	8
313	7	1	9	4	0,5	10	9
313	8	0,1	9	4	0,03	10	9
313	9	0,25	9	4	0,26	10	9
313	10	0,2	9	4	0,08	10	9
313	11	1,2	1	6	1,2	1	7
313	12	1,6	1	6	1,6	1	7
313	13	2,5	1	6	2,6	1	7
313	15	0,7	1	6	0,8	1	7
313	16	3	1	6	3	1	7
313	17	1,8	1	6	1,7	1	7
313	18	-88	88	88	 	 	 
313	19	0,4	1	6	0,5	1	7
313	20	6	1	6	6	1	7
313	21	2	1	6	1,5	1	7
313	23	0,2	1	6	0,2	1	7
313	24	2	1	6	2	1	7
313	25	1	1	6	1,2	1	7
313	27	9	1	6	10	1	7
313	28	10	1	6	12	1	7
313	29	6	1	6	15	1	7
313	30	1,2	1	6	1,2	1	7
313	32	10	1	6	12	1	7
313	33	6	1	6	6	1	7
313	34	1	1	6	1	1	7
313	35	2	1	6	2	1	7
313	36	4,5	1	6	4	1	7
