PLACEID	HSTFIDR4	STAFFLL	STFFLNG1	STFFLNG2
1502	16	0	 	 
1502	17	0	 	 
1503	1	6	1	88
1503	2	1	1	88
1503	3	3	1	88
1503	4	0	 	 
1503	5	0	 	 
1503	6	14	1	88
1503	7	28	1	4
1503	8	2	1	88
1503	9	0	 	 
1503	10	2	1	88
1503	11	1	1	88
1503	12	5	1	88
1503	13	0	 	 
1503	14	11	1	88
1503	15	1	1	88
1503	16	3	1	88
1503	17	6	1	88
1504	1	1	1	88
1504	2	0	 	 
1504	3	0	 	 
1504	4	0	 	 
1504	5	0	 	 
1504	6	1	1	88
1504	7	1	1	88
1504	8	0	 	 
1504	9	0	 	 
1504	10	0	 	 
1504	11	0	 	 
1504	12	0	 	 
1504	13	0	 	 
1504	14	1	1	88
1504	15	0	 	 
1504	16	0	 	 
1504	17	0	 	 
1505	1	1	1	88
1505	2	0	 	 
1505	3	1	1	88
1505	4	0	 	 
1505	5	0	 	 
1505	6	0	 	 
1505	7	2	1	4
1505	8	0	 	 
1505	9	0	 	 
1505	10	0	 	 
1505	11	0	 	 
1505	12	1	1	88
1505	13	0	 	 
1505	14	1	1	88
1505	15	0	 	 
1505	16	0	 	 
1505	17	0	 	 
1506	1	1	1	88
1506	2	0	 	 
1506	3	1	1	88
1506	4	0	 	 
1506	5	0	 	 
1506	6	3	1	88
1506	7	3	1	88
1506	8	0	 	 
1506	9	0	 	 
1506	10	0	 	 
1506	11	0	 	 
1506	12	2	1	88
1506	13	0	 	 
1506	14	2	1	88
1506	15	0	 	 
1506	16	0	 	 
1506	17	0	 	 
1507	1	1	1	88
1507	2	0	 	 
1507	3	0	 	 
1507	4	0	 	 
1507	5	0	 	 
1507	6	0	 	 
1507	7	1	1	88
1507	8	0	 	 
1507	9	0	 	 
1507	10	0	 	 
1507	11	0	 	 
1507	12	1	1	88
1507	13	0	 	 
1507	14	1	1	88
1507	15	0	 	 
1507	16	0	 	 
1507	17	0	 	 
1508	1	1	1	88
1508	2	0	 	 
1508	3	1	1	88
1508	4	0	 	 
1508	5	0	 	 
1508	6	3	1	88
1508	7	3	1	88
1508	8	0	 	 
1508	9	0	 	 
1508	10	0	 	 
1508	11	0	 	 
1508	12	2	1	88
1508	13	0	 	 
1508	14	2	1	88
1508	15	0	 	 
1508	16	0	 	 
1508	17	0	 	 
1509	1	6	1	88
1509	2	1	1	88
1509	3	3	1	88
1509	4	0	 	 
1509	5	0	 	 
1509	6	14	1	88
1509	7	28	1	4
1509	8	2	1	88
1509	9	0	 	 
1509	10	2	1	88
1509	11	1	1	88
1509	12	5	1	88
1509	13	0	 	 
1509	14	11	1	88
1509	15	3	1	88
1509	16	1	1	88
1509	17	3	1	88
1601	1	1	1	2
1601	2	0	 	 
1601	3	3	1	2
1601	4	0	 	 
1601	5	0	 	 
1601	6	3	1	2
1601	7	2	1	2
1601	8	0	 	 
1601	9	0	 	 
1601	10	1	1	2
1601	11	0	 	 
1601	12	1	1	2
1601	13	0	 	 
1601	14	3	1	2
1601	15	0	 	 
1601	16	0	 	 
1601	17	0	 	 
1602	1	2	1	2
1602	2	0	 	 
1602	3	2	1	2
1602	4	0	 	 
1602	5	0	 	 
1602	6	4	1	2
1602	7	4	1	2
1602	8	0	 	 
1602	9	1	1	88
1602	10	1	1	88
1602	11	0	 	 
1602	12	1	1	2
1602	13	0	 	 
1602	14	3	1	2
1602	15	0	 	 
1602	16	0	 	 
1602	17	0	 	 
1603	1	0	 	 
1603	2	0	 	 
1603	3	0	 	 
1603	4	0	 	 
1603	5	0	 	 
1603	6	2	1	2
1603	7	0	 	 
1603	8	0	 	 
1603	9	0	 	 
1603	10	0	 	 
1603	11	0	 	 
1603	12	0	 	 
1603	13	0	 	 
1603	14	1	1	2
1603	15	0	 	 
1603	16	0	 	 
1603	17	0	 	 
1604	1	0	 	 
1604	2	0	 	 
1604	3	0	 	 
1604	4	0	 	 
1604	5	0	 	 
1604	6	3	1	2
1604	7	2	1	2
1604	8	0	 	 
1604	9	0	 	 
1604	10	0	 	 
1604	11	0	 	 
1604	12	0	 	 
1604	13	0	 	 
1604	14	1	1	2
1604	15	0	 	 
1604	16	0	 	 
1604	17	0	 	 
1605	1	1	1	2
1605	2	0	 	 
1605	3	0	 	 
1605	4	1	1	2
1605	5	0	 	 
1605	6	2	1	2
1605	7	2	1	2
1605	8	0	 	 
1605	9	0	 	 
1605	10	0	 	 
1605	11	0	 	 
1605	12	0	 	 
1605	13	0	 	 
1605	14	2	1	2
1605	15	0	 	 
1605	16	0	 	 
1605	17	0	 	 
1606	1	0	 	 
1606	2	0	 	 
1606	3	0	 	 
1606	4	0	 	 
1606	5	0	 	 
1606	6	3	1	2
1606	7	2	1	2
1606	8	0	 	 
1606	9	0	 	 
1606	10	0	 	 
1606	11	0	 	 
1606	12	0	 	 
1606	13	0	 	 
1606	14	1	1	2
1606	15	0	 	 
1606	16	0	 	 
1606	17	0	 	 
1607	1	0	 	 
1607	2	0	 	 
1607	3	0	 	 
1607	4	0	 	 
1607	5	0	 	 
1607	6	3	1	2
1607	7	2	1	2
1607	8	0	 	 
1607	9	0	 	 
1607	10	0	 	 
1607	11	0	 	 
1607	12	0	 	 
1607	13	0	 	 
1607	14	1	1	2
1607	15	0	 	 
1607	16	0	 	 
1607	17	0	 	 
1608	1	0	 	 
1608	2	0	 	 
1608	3	0	 	 
1608	4	0	 	 
1608	5	0	 	 
1608	6	3	1	2
1608	7	2	1	2
1608	8	0	 	 
1608	9	0	 	 
1608	10	0	 	 
1608	11	0	 	 
1608	12	0	 	 
1608	13	0	 	 
1608	14	1	1	2
1608	15	0	 	 
1608	16	0	 	 
1608	17	0	 	 
1701	1	0	 	 
1701	2	0	 	 
1701	3	0	 	 
1701	4	1	1	2
1701	5	0	 	 
1701	6	1	1	2
1701	7	1	1	2
1701	8	0	 	 
1701	9	0	 	 
1701	10	0	 	 
1701	11	0	 	 
1701	12	0	 	 
1701	13	0	 	 
1701	14	0	 	 
1701	15	0	 	 
1701	16	0	 	 
1701	17	0	 	 
1702	1	2	1	2
1702	2	0	 	 
1702	3	2	1	2
1702	4	0	 	 
1702	5	0	 	 
1702	6	2	1	2
1702	7	4	1	2
1702	8	0	 	 
1702	9	0	 	 
1702	10	1	1	88
1702	11	0	 	 
1702	12	1	1	88
1702	13	0	 	 
1702	14	3	1	88
1702	15	1	1	88
1702	16	0	 	 
1702	17	0	 	 
1703	1	0	 	 
1703	2	0	 	 
1703	3	0	 	 
1703	4	0	 	 
1703	5	0	 	 
1703	6	0	 	 
1703	7	3	1	2
1703	8	0	 	 
1703	9	0	 	 
1703	10	0	 	 
1703	11	0	 	 
1703	12	0	 	 
1703	13	0	 	 
1703	14	0	 	 
1703	15	0	 	 
1703	16	0	 	 
1703	17	0	 	 
1704	1	0	 	 
1704	2	0	 	 
1704	3	0	 	 
1704	4	0	 	 
1704	5	0	 	 
1704	6	0	 	 
1704	7	3	1	2
1704	8	0	 	 
1704	9	0	 	 
1704	10	0	 	 
1704	11	0	 	 
1704	12	0	 	 
1704	13	0	 	 
1704	14	0	 	 
1704	15	0	 	 
1704	16	0	 	 
1704	17	0	 	 
1705	1	2	1	2
1705	2	0	 	 
1705	3	1	1	2
1705	4	0	 	 
1705	5	0	 	 
1705	6	3	1	2
1705	7	2	1	2
1705	8	0	 	 
1705	9	0	 	 
1705	10	0	 	 
1705	11	0	 	 
1705	12	1	1	88
1705	13	0	 	 
1705	14	2	1	2
1705	15	0	 	 
1705	16	0	 	 
1705	17	0	 	 
1706	1	2	1	2
1706	2	0	 	 
1706	3	2	1	2
1706	4	0	 	 
1706	5	0	 	 
1706	6	2	1	2
1706	7	4	1	2
1706	8	0	 	 
1706	9	0	 	 
1706	10	1	1	88
1706	11	0	 	 
1706	12	1	1	88
1706	13	0	 	 
1706	14	3	1	88
1706	15	0	 	 
1706	16	0	 	 
1706	17	0	 	 
1708	1	2	1	2
1708	2	0	 	 
1708	3	1	1	2
1708	4	0	 	 
1708	5	0	 	 
1708	6	3	1	2
1708	7	2	1	2
1708	8	0	 	 
1708	9	0	 	 
1708	10	0	 	 
1708	11	0	 	 
1708	12	1	1	88
1708	13	0	 	 
1708	14	2	1	2
1708	15	0	 	 
1708	16	0	 	 
1708	17	0	 	 
1709	1	2	1	2
1709	2	0	 	 
1709	3	1	1	2
1709	4	0	 	 
1709	5	0	 	 
1709	6	3	1	2
1709	7	2	1	2
1709	8	0	 	 
1709	9	0	 	 
1709	10	0	 	 
1709	11	0	 	 
1709	12	1	1	2
1709	13	0	 	 
1709	14	0	 	 
1709	15	0	 	 
1709	16	0	 	 
1709	17	0	 	 
1710	1	4	1	2
1710	2	2	1	2
1710	3	3	1	2
1710	4	0	 	 
1710	5	0	 	 
1710	6	14	1	2
1710	7	36	1	2
1710	8	1	1	2
1710	9	0	 	 
1710	10	1	1	88
1710	11	1	1	2
1710	12	3	1	88
1710	13	2	1	88
1710	14	7	1	2
1710	15	1	1	2
1710	16	1	1	88
1710	17	0	 	 
1711	1	0	 	 
1711	2	0	 	 
1711	3	0	 	 
1711	4	0	 	 
1711	5	0	 	 
1711	6	0	 	 
1711	7	3	1	2
1711	8	0	 	 
1711	9	0	 	 
1711	10	0	 	 
1711	11	0	 	 
1711	12	0	 	 
1711	13	0	 	 
1711	14	0	 	 
1711	15	0	 	 
1711	16	0	 	 
1711	17	0	 	 
1801	1	1	1	88
1801	2	0	 	 
1801	3	1	1	88
1801	4	0	 	 
1801	5	0	 	 
1801	6	3	1	2
1801	7	2	1	2
1801	8	0	 	 
1801	9	0	 	 
1801	10	0	 	 
1801	11	0	 	 
1801	12	0	 	 
1801	13	0	 	 
1801	14	1	1	2
1801	15	0	 	 
1801	16	0	 	 
1801	17	0	 	 
1802	1	1	1	88
1802	2	0	 	 
1802	3	1	1	88
1802	4	0	 	 
1802	5	0	 	 
1802	6	3	1	2
1802	7	2	1	2
1802	8	0	 	 
1802	9	0	 	 
1802	10	0	 	 
1802	11	0	 	 
1802	12	0	 	 
1802	13	0	 	 
1802	14	1	1	2
1802	15	0	 	 
1802	16	0	 	 
1802	17	0	 	 
1803	1	1	1	88
1803	2	0	 	 
1803	3	0	 	 
1803	4	0	 	 
1803	5	0	 	 
1803	6	2	1	2
1803	7	1	1	2
1803	8	0	 	 
1803	9	0	 	 
1803	10	0	 	 
1803	11	0	 	 
1803	12	0	 	 
1803	13	0	 	 
1803	14	2	1	2
1803	15	0	 	 
1803	16	0	 	 
1803	17	0	 	 
1804	1	1	1	88
1804	2	0	 	 
1804	3	1	1	88
1804	4	0	 	 
1804	5	0	 	 
1804	6	3	1	2
1804	7	2	1	2
1804	8	0	 	 
1804	9	0	 	 
1804	10	0	 	 
1804	11	0	 	 
1804	12	0	 	 
1804	13	0	 	 
1804	14	1	1	2
1804	15	0	 	 
1804	16	0	 	 
1804	17	0	 	 
1806	1	1	1	88
1806	2	0	 	 
1806	3	0	 	 
1806	4	0	 	 
1806	5	0	 	 
1806	6	1	1	2
1806	7	1	1	2
1806	8	0	 	 
1806	9	0	 	 
1806	10	0	 	 
1806	11	0	 	 
1806	12	0	 	 
1806	13	0	 	 
1806	14	2	1	2
1806	15	0	 	 
1806	16	0	 	 
1806	17	0	 	 
1807	1	5	1	2
1807	2	0	 	 
1807	3	4	1	88
1807	4	0	 	 
1807	5	0	 	 
1807	6	11	1	2
1807	7	16	1	2
1807	8	1	1	88
1807	9	1	1	88
1807	10	2	1	2
1807	11	0	 	 
1807	12	3	1	88
1807	13	1	1	88
1807	14	15	1	2
1807	15	0	 	 
1807	16	0	 	 
1807	17	0	 	 
1901	1	2	1	88
1901	2	0	 	 
1901	3	1	1	88
1901	4	0	 	 
1901	5	0	 	 
1901	6	2	1	88
1901	7	4	1	88
1901	8	0	 	 
1901	9	0	 	 
1901	10	1	1	88
1901	11	0	 	 
1901	12	1	1	88
1901	13	0	 	 
1901	14	2	1	88
1901	15	0	 	 
1901	16	0	 	 
1901	17	0	 	 
1902	1	1	1	88
1902	2	0	 	 
1902	3	1	1	88
1902	4	0	 	 
1902	5	0	 	 
1902	6	2	1	88
1902	7	3	1	88
1902	8	0	 	 
1902	9	0	 	 
1902	10	1	1	88
1902	11	0	 	 
1902	12	0	 	 
1902	13	0	 	 
1902	14	1	1	88
1902	15	1	1	88
1902	16	0	 	 
1902	17	0	 	 
1903	1	1	1	88
1903	2	0	 	 
1903	3	0	 	 
1903	4	0	 	 
1903	5	0	 	 
1903	6	1	1	88
1903	7	1	1	88
1903	8	0	 	 
1903	9	0	 	 
1903	10	0	 	 
1903	11	0	 	 
1903	12	0	 	 
1903	13	0	 	 
1903	14	1	1	88
1903	15	0	 	 
1903	16	0	 	 
1903	17	0	 	 
1904	1	2	1	88
1904	2	0	 	 
1904	3	1	1	88
1904	4	0	 	 
1904	5	0	 	 
1904	6	2	1	88
1904	7	9	1	88
1904	8	1	1	88
1904	9	0	 	 
1904	10	1	1	88
1904	11	0	 	 
1904	12	1	1	88
1904	13	0	 	 
1904	14	1	1	88
1904	15	0	 	 
1904	16	0	 	 
1904	17	0	 	 
1905	1	1	1	88
1905	2	0	 	 
1905	3	1	1	88
1905	4	0	 	 
1905	5	0	 	 
1905	6	2	1	88
1905	7	3	1	88
1905	8	0	 	 
1905	9	0	 	 
1905	10	1	1	88
1905	11	0	 	 
1905	12	0	 	 
1905	13	0	 	 
1905	14	1	1	88
1905	15	0	 	 
1905	16	0	 	 
1905	17	0	 	 
2001	1	1	1	2
2001	2	0	 	 
2001	3	1	1	2
2001	4	0	 	 
2001	5	0	 	 
2001	6	1	1	2
2001	7	1	1	2
2001	8	1	1	2
2001	9	1	1	2
2001	10	1	1	2
2001	11	1	1	2
2001	12	1	1	2
2001	13	1	1	2
2001	14	1	1	2
2001	15	0	 	 
2001	16	0	 	 
2001	17	0	 	 
2002	1	35	1	88
2002	2	25	1	88
2002	3	2	1	88
2002	4	0	 	 
2002	5	2	1	88
2002	6	60	1	88
2002	7	110	1	88
2002	8	3	1	88
2002	9	3	1	88
2002	10	2	1	88
2002	11	4	1	88
2002	12	4	1	88
2002	13	6	1	88
2002	14	8	1	88
2002	15	0	 	 
2002	16	0	 	 
2002	17	0	 	 
2003	1	2	1	88
2003	2	0	 	 
2003	3	1	1	88
2003	4	0	 	 
2003	5	0	 	 
2003	6	5	1	88
2003	7	2	1	88
2003	8	1	1	88
2003	9	0	 	 
2003	10	0	 	 
2003	11	1	1	88
2003	12	0	 	 
2003	13	0	 	 
2003	14	4	1	88
2003	15	0	 	 
2003	16	0	 	 
2003	17	0	 	 
2004	1	1	1	2
2004	2	0	 	 
2004	3	1	1	2
2004	4	0	 	 
2004	5	0	 	 
2004	6	1	1	88
2004	7	1	1	2
2004	8	1	1	2
2004	9	1	1	2
2004	10	1	1	2
2004	11	1	1	2
2004	12	1	1	2
2004	13	1	1	2
2004	14	1	1	2
2004	15	0	 	 
2004	16	0	 	 
2004	17	0	 	 
2005	1	2	1	88
2005	2	0	 	 
2005	3	1	1	88
2005	4	0	 	 
2005	5	0	 	 
2005	6	5	1	88
2005	7	2	1	88
2005	8	1	1	88
2005	9	0	 	 
2005	10	0	 	 
2005	11	1	1	88
2005	12	0	 	 
2005	13	0	 	 
2005	14	4	1	88
2005	15	0	 	 
2005	16	0	 	 
2005	17	0	 	 
2006	1	1	1	2
2006	2	0	 	 
2006	3	2	1	2
2006	4	0	 	 
2006	5	0	 	 
2006	6	5	1	2
2006	7	2	1	2
2006	8	0	 	 
2006	9	0	 	 
2006	10	0	 	 
2006	11	0	 	 
2006	12	0	 	 
2006	13	0	 	 
2006	14	2	1	2
2006	15	0	 	 
2006	16	0	 	 
2006	17	0	 	 
2007	1	4	1	2
2007	2	0	 	 
2007	3	1	1	2
2007	4	0	 	 
2007	5	0	 	 
2007	6	11	1	2
2007	7	4	1	2
2007	8	2	1	2
2007	9	2	1	2
2007	10	0	 	 
2007	11	1	1	2
2007	12	2	1	2
2007	13	0	 	 
2007	14	9	1	2
2007	15	0	 	 
2007	16	0	 	 
2007	17	0	 	 
2008	1	0	 	 
2008	2	0	 	 
2008	3	0	 	 
2008	4	0	 	 
2008	5	0	 	 
2008	6	1	1	88
2008	7	1	1	88
2008	8	0	 	 
2008	9	0	 	 
2008	10	0	 	 
2008	11	0	 	 
2008	12	0	 	 
2008	13	0	 	 
2008	14	1	1	88
2008	15	0	 	 
2008	16	0	 	 
2008	17	0	 	 
8002	1	12	1	88
8002	2	28	1	88
8002	3	4	1	88
8002	4	0	 	 
8002	5	1	1	88
8002	6	64	1	88
8002	7	84	1	88
8002	8	2	1	88
8002	9	3	1	88
8002	10	3	1	88
8002	11	4	1	88
8002	12	2	1	88
8002	13	4	1	88
8002	14	22	1	88
8002	15	20	1	88
8002	16	12	1	88
8002	17	8	1	88
8003	1	7	1	88
8003	2	0	 	 
8003	3	1	1	88
8003	4	0	 	 
8003	5	0	 	 
8003	6	5	1	88
8003	7	32	1	88
8003	8	1	1	88
8003	9	0	 	 
8003	10	1	1	88
8003	11	0	 	 
8003	12	0	 	 
8003	13	1	1	88
8003	14	10	1	88
8003	15	2	1	88
8003	16	0	 	 
8003	17	0	 	 
8004	1	8	1	1
8004	2	3	1	1
8004	3	2	1	1
8004	4	0	 	 
8004	5	0	 	 
8004	6	13	1	1
8004	7	36	1	1
8004	8	1	1	1
8004	9	1	1	1
8004	10	1	1	1
8004	11	0	 	 
8004	12	2	1	1
8004	13	1	1	1
8004	14	13	1	1
8004	15	5	1	1
8004	16	10	1	1
8004	17	14	1	1
8006	1	4	1	88
8006	2	0	 	 
8006	3	1	1	88
8006	4	0	 	 
8006	5	0	 	 
8006	6	6	1	88
8006	7	32	1	88
8006	8	2	1	88
8006	9	0	 	 
8006	10	0	 	 
8006	11	0	 	 
8006	12	1	1	88
8006	13	0	 	 
8006	14	8	1	88
8006	15	7	1	88
8006	16	2	1	88
8006	17	1	1	88
8007	1	1	1	88
8007	2	0	 	 
8007	3	1	1	88
8007	4	0	 	 
8007	5	0	 	 
8007	6	4	1	88
8007	7	4	1	88
8007	8	1	1	88
8007	9	1	1	88
8007	10	1	1	88
8007	11	0	 	 
8007	12	1	1	88
8007	13	0	 	 
8007	14	6	1	88
8007	15	0	 	 
8007	16	0	 	 
8007	17	0	 	 
8008	1	68	1	2
8008	2	13	1	2
8008	3	2	1	2
8008	4	0	 	 
8008	5	1	1	2
8008	6	101	1	2
8008	7	358	1	2
8008	8	2	1	2
8008	9	2	1	2
8008	10	3	1	2
8008	11	13	1	2
8008	12	10	1	2
8008	13	0	 	 
8008	14	38	1	2
8008	15	23	1	2
8008	16	0	 	 
8008	17	0	 	 
8010	1	3	1	88
8010	2	5	1	88
8010	3	1	1	88
8010	4	0	 	 
8010	5	1	1	88
8010	6	33	1	88
8010	7	54	1	88
8010	8	1	1	88
8010	9	1	1	88
8010	10	2	1	88
8010	11	2	1	88
8010	12	1	1	88
8010	13	1	1	88
8010	14	12	1	88
8010	15	5	1	88
8010	16	3	1	88
8010	17	14	1	88
8011	1	2	1	88
8011	2	0	 	 
8011	3	2	1	88
8011	4	0	 	 
8011	5	0	 	 
8011	6	1	1	88
8011	7	5	1	88
8011	8	0	 	 
8011	9	0	 	 
8011	10	0	 	 
8011	11	0	 	 
8011	12	1	1	88
8011	13	0	 	 
8011	14	2	1	88
8011	15	0	 	 
8011	16	0	 	 
8011	17	0	 	 
8012	1	2	1	1
8012	2	0	 	 
8012	3	3	1	1
8012	4	0	 	 
8012	5	0	 	 
8012	6	5	1	88
8012	7	6	1	88
8012	8	2	1	88
8012	9	1	1	88
8012	10	1	1	88
8012	11	1	1	88
8012	12	1	1	88
8012	13	0	 	 
8012	14	4	1	88
8012	15	1	1	88
8012	16	2	1	88
8012	17	0	 	 
8014	1	5	1	2
8014	2	2	1	88
8014	3	2	1	2
8014	4	0	 	 
8014	5	0	 	 
8014	6	19	1	2
8014	7	34	1	2
8014	8	2	1	88
8014	9	2	1	2
8014	10	1	1	88
8014	11	2	1	2
8014	12	1	1	88
8014	13	0	 	 
8014	14	2	1	2
8014	15	1	1	88
8014	16	2	2	2
8014	17	7	1	2
8015	1	5	1	2
8015	2	2	1	88
8015	3	2	1	2
8015	4	0	 	 
8015	5	0	 	 
8015	6	19	1	2
8015	7	34	1	2
8015	8	2	1	88
8015	9	2	1	2
8015	10	1	1	88
8015	11	2	1	2
8015	12	1	1	88
8015	13	0	 	 
8015	14	2	1	2
8015	15	2	1	88
8015	16	1	1	2
8015	17	7	1	2
8016	1	16	1	88
8016	2	2	1	88
8016	3	3	1	88
8016	4	0	 	 
8016	5	0	 	 
8016	6	34	1	2
8016	7	30	1	2
8016	8	0	 	 
8016	9	1	1	88
8016	10	2	1	88
8016	11	1	1	88
8016	12	1	1	88
8016	13	0	 	 
8016	14	22	1	2
8016	15	2	1	88
8016	16	1	1	88
8016	17	4	1	88
8017	1	20	1	88
8017	2	19	1	88
8017	3	2	1	88
8017	4	0	 	 
8017	5	2	1	88
8017	6	110	1	88
8017	7	148	1	88
8017	8	5	1	88
8017	9	9	1	88
8017	10	1	1	88
8017	11	8	1	88
8017	12	10	1	88
8017	13	3	1	88
8017	14	10	1	88
8017	15	13	1	88
8017	16	3	1	88
8017	17	21	1	88
8018	1	3	1	88
8018	2	0	 	 
8018	3	1	1	88
8018	4	0	 	 
8018	5	0	 	 
8018	6	4	1	88
8018	7	6	1	88
8018	8	0	 	 
8018	9	0	 	 
8018	10	1	1	88
8018	11	1	1	88
8018	12	0	 	 
8018	13	0	 	 
8018	14	2	1	88
8018	15	0	 	 
8018	16	0	 	 
8018	17	0	 	 
8019	1	7	1	88
8019	2	0	 	 
8019	3	2	1	88
8019	4	0	 	 
8019	5	0	 	 
8019	6	3	1	88
8019	7	8	1	88
8019	8	0	 	 
8019	9	0	 	 
8019	10	1	1	88
8019	11	1	1	88
8019	12	0	 	 
8019	13	0	 	 
8019	14	4	1	88
8019	15	0	 	 
8019	16	0	 	 
8019	17	0	 	 
8020	1	5	1	2
8020	2	1	1	88
8020	3	2	1	88
8020	4	0	 	 
8020	5	0	 	 
8020	6	9	1	2
8020	7	27	1	2
8020	8	6	1	2
8020	9	1	1	88
8020	10	1	1	88
8020	11	1	1	88
8020	12	4	1	2
8020	13	2	1	2
8020	14	10	1	2
8020	15	0	 	 
8020	16	0	 	 
8020	17	0	 	 
8021	1	5	1	88
8021	2	0	 	 
8021	3	3	1	88
8021	4	0	 	 
8021	5	0	 	 
8021	6	4	1	88
8021	7	15	1	88
8021	8	2	1	88
8021	9	1	1	88
8021	10	1	1	88
8021	11	0	 	 
8021	12	1	1	88
8021	13	0	 	 
8021	14	4	1	88
8021	15	1	1	88
8021	16	0	 	 
8021	17	0	 	 
8022	1	3	1	88
8022	2	1	1	88
8022	3	2	1	88
8022	4	0	 	 
8022	5	0	 	 
8022	6	4	1	88
8022	7	20	1	88
8022	8	1	1	88
8022	9	1	1	88
8022	10	0	 	 
8022	11	0	 	 
8022	12	0	 	 
8022	13	1	1	88
8022	14	5	1	88
8022	15	6	1	88
8022	16	8	1	88
8022	17	2	1	88
8023	1	2	1	88
8023	2	0	 	 
8023	3	1	1	88
8023	4	0	 	 
8023	5	0	 	 
8023	6	2	1	88
8023	7	13	1	88
8023	8	1	1	88
8023	9	0	 	 
8023	10	1	1	88
8023	11	0	 	 
8023	12	1	1	88
8023	13	0	 	 
8023	14	4	1	88
8023	15	2	1	88
8023	16	1	1	88
8023	17	0	 	 
8024	1	1	1	88
8024	2	0	 	 
8024	3	0	 	 
8024	4	0	 	 
8024	5	0	 	 
8024	6	0	 	 
8024	7	7	1	88
8024	8	0	 	 
8024	9	0	 	 
8024	10	0	 	 
8024	11	0	 	 
8024	12	1	1	88
8024	13	0	 	 
8024	14	2	1	88
8024	15	3	1	88
8024	16	88	1	88
8024	17	0	 	 
8025	1	26	1	88
8025	2	20	1	88
8025	3	3	1	88
8025	4	0	 	 
8025	5	3	1	88
8025	6	82	1	88
8025	7	58	1	88
8025	8	3	1	88
8025	9	2	1	88
8025	10	3	1	88
8025	11	1	1	88
8025	12	1	1	88
8025	13	5	1	88
8025	14	22	1	88
8025	15	117	1	88
8025	16	88	88	88
8025	17	0	 	 
8026	1	12	1	88
8026	2	10	1	88
8026	3	3	1	88
8026	4	0	 	 
8026	5	2	1	88
8026	6	64	1	2
8026	7	64	1	2
8026	8	2	1	88
8026	9	2	1	88
8026	10	1	1	88
8026	11	2	1	88
8026	12	3	1	88
8026	13	5	1	88
8026	14	18	1	88
8026	15	2	1	88
8026	16	1	1	88
8026	17	14	1	88
8027	1	20	1	88
8027	2	30	1	88
8027	3	3	1	88
8027	4	0	 	 
8027	5	0	 	 
8027	6	50	1	88
8027	7	110	1	88
8027	8	5	1	88
8027	9	5	1	88
8027	10	4	1	88
8027	11	8	1	88
8027	12	22	1	88
8027	13	2	1	88
8027	14	25	1	88
8027	15	88	88	88
8027	16	88	88	88
8027	17	88	88	88
8028	1	8	1	88
8028	2	2	1	88
8028	3	1	1	88
8028	4	0	 	 
8028	5	1	1	88
8028	6	6	1	88
8028	7	11	1	88
8028	8	1	1	88
8028	9	1	1	88
8028	10	2	1	88
8028	11	1	1	88
8028	12	0	 	 
8028	13	3	1	88
8028	14	3	1	88
8028	15	1	1	88
8028	16	1	1	88
8028	17	3	1	88
