placeid	rsid	module	section	ageres	sexres	capac
PE11C04	7	1	1	45	1	1
PE11C04	8	1	1	37	1	1
PE11C04	9	1	1	66	1	2
PE11C04	10	1	5	44	2	10
PE11C05	1	2	5	25	1	3
PE11C05	2	1	3	31	1	3
PE11C05	3	2	3	41	1	4
PE11C05	4	2	4	46	1	4
PE11C05	5	1	3	37	2	4
PE11C05	6	1	1	30	1	8
PE11C05	7	1	2	39	1	10
PE11C05	8	1	4	40	2	10
PE11C05	9	1	1	30	1	10
PE11C05	10	1	5	50	1	7
PE11C05	11	1	5	38	1	7
PE11C05	12	1	6	42	1	10
PE11C05	13	1	5	36	2	7
PE11C05	14	1	5	40	2	7
PE11C06	1	2	1	40	1	4
PE11C06	2	2	1	51	2	4
PE11C06	3	2	1	34	2	4
PE11C06	4	1	1	56	1	1
PE11C06	5	2	5	21	2	7
PE11C06	6	1	5	30	1	3
PE11C06	7	1	1	60	1	1
PE11C06	8	1	1	43	2	10
PE11C06	9	1	1	48	2	10
PE11C06	10	1	5	46	1	1
PE11C06	11	2	1	38	1	10
PE11C06	12	2	1	23	1	4
PE11C07	1	2	5	43	1	3
PE11C07	2	1	5	30	2	3
PE11C07	3	1	1	46	2	9
PE11C07	4	1	2	56	1	9
PE11C07	5	2	1	33	2	4
PE11C07	6	2	2	36	2	4
PE11C07	7	1	3	38	2	4
PE11C07	8	1	4	38	1	8
PE11C07	9	2	6	33	1	10
PE11C07	10	1	5	56	2	7
PE11C07	11	1	5	50	2	7
PE12C02	1	2	2	60	1	4
PE12C02	2	2	2	36	1	4
PE12C02	3	2	6	36	2	2
PE12C02	4	1	1	65	1	9
PE12C02	5	2	5	27	2	3
PE12C02	6	2	5	30	2	3
PE12C02	7	1	5	35	2	7
PE12C02	8	1	5	38	2	7
PE12C02	9	1	5	25	2	7
PE12C02	10	1	5	30	2	7
PE12C02	11	1	5	33	2	7
PE12C02	12	1	5	40	1	7
PE12C02	13	1	5	55	1	7
PE12C02	14	2	5	30	2	3
PE12C02	15	1	1	-79	1	9
PE12C03	1	1	5	40	2	7
PE12C03	2	1	5	25	1	7
PE12C03	3	1	5	21	1	7
PE12C03	4	1	5	27	1	7
PE12C03	5	1	5	33	1	7
PE12C03	6	1	5	39	2	7
PE12C03	7	1	5	36	1	7
PE12C03	8	1	1	62	1	2
PE12C03	9	1	1	61	1	2
PE12C03	10	1	1	65	2	2
PE12C03	11	1	1	67	1	2
PE12C03	12	2	1	55	1	4
PE12C03	13	2	1	40	2	4
PE12C03	14	2	1	65	1	4
PE12C03	15	2	5	46	1	3
PE12C03	16	2	5	63	1	3
PE12C03	17	1	1	65	1	2
PE12C03	18	1	2	58	1	10
PE12C03	19	1	5	38	2	3
PE12C03	20	1	5	-88	88	7
PE12C03	21	2	6	36	2	2
PE13C02	1	1	1	50	1	2
PE13C02	2	1	5	49	2	7
PE13C02	3	1	3	31	2	3
PE13C02	4	1	5	31	1	3
PE13C02	5	1	5	-79	2	7
PE13C02	6	1	5	30	2	7
PE13C02	7	1	3	50	1	4
PE13C02	8	1	4	53	2	4
PE13C02	9	1	2	51	1	2
PE13C02	10	2	6	39	2	3
PE13C02	11	1	4	-79	1	3
PE13C02	12	1	1	50	2	10
PE13C02	13	1	1	38	2	1
PE13C02	14	1	5	40	2	10
PE13C02	15	2	6	49	2	8
PE13C02	16	2	5	23	2	3
PE13C02	17	2	5	34	2	3
PE13C02	18	2	5	35	2	3
PE13C02	19	1	1	45	1	10
PE13C02	20	1	5	25	2	7
PE13C02	21	1	5	43	2	7
PE13C02	22	1	5	16	2	7
PE13C02	23	1	5	25	2	7
PE13C03	1	2	5	47	1	3
PE13C03	2	1	5	38	2	3
PE13C03	3	2	5	42	2	3
PE13C03	4	2	5	47	2	3
PE13C03	5	2	2	47	1	4
PE13C03	6	2	1	46	1	8
PE13C03	7	1	1	46	1	8
PE13C03	8	1	2	49	1	8
PE13C03	9	1	3	41	1	8
PE13C03	10	1	5	30	2	7
PE13C03	11	1	5	48	2	7
PE13C03	12	1	5	60	2	7
PE13C03	13	1	5	43	1	7
PE13C03	14	1	5	38	1	7
PE13C03	15	1	5	38	2	7
PE13C03	16	1	5	23	2	7
PE13C03	17	1	5	40	1	7
PE13C03	18	1	4	78	1	10
PE13C03	19	1	4	65	2	10
PE13C03	20	2	6	51	1	8
PE13C04	1	2	5	-79	1	2
PE13C04	2	2	2	47	1	4
PE13C04	3	2	1	60	1	4
PE13C04	4	2	2	62	2	4
PE13C04	5	2	5	43	2	3
PE13C04	6	2	5	46	2	3
PE13C04	7	1	4	43	1	3
PE13C04	8	2	5	39	2	3
PE13C04	9	2	5	51	2	3
PE13C04	10	1	5	31	2	3
PE13C04	11	2	1	33	1	8
PE13C04	12	1	5	48	2	8
PE13C04	13	1	5	-88	88	7
PE13C04	14	1	5	36	2	7
PE13C04	15	1	5	35	2	7
PE13C04	16	1	5	-88	88	7
PE13C04	17	1	5	-88	88	7
PE13C04	18	1	5	-88	88	7
PE13C04	19	1	1	51	1	2
PE13C04	20	1	1	-79	1	2
PE13C04	21	1	1	48	1	10
PE13C04	22	1	5	32	2	7
PE13C04	23	1	5	38	2	7
PE13C04	24	1	5	49	2	7
PE14C02	1	2	2	41	2	4
PE14C02	2	2	2	63	2	8
PE14C02	3	2	4	55	1	4
PE14C02	4	2	4	49	2	8
PE14C02	5	1	1	75	1	10
PE14C02	6	2	5	50	2	3
PE14C02	7	1	5	52	2	3
PE14C02	8	1	5	40	1	7
PE14C02	9	1	2	70	1	9
PE14C02	10	1	3	74	1	9
PE14C02	11	1	5	65	2	7
PE14C02	12	1	5	-88	88	7
PE14C02	13	2	5	57	2	2
PE14C02	14	1	5	-88	88	7
PE14C02	15	1	5	22	2	7
PE14C03	1	1	1	34	1	1
PE14C03	2	1	3	63	1	3
PE14C03	3	1	5	44	1	3
PE14C03	4	2	5	-79	2	3
PE14C03	5	1	5	-88	88	7
PE14C03	6	1	5	-88	88	7
PE14C03	7	1	5	-88	88	7
PE14C03	8	1	5	-88	88	7
PE14C03	9	1	5	-88	88	7
PE14C03	10	2	4	36	1	4
PE14C03	11	1	3	55	2	4
PE14C03	12	1	4	54	2	4
PE14C03	13	2	6	-79	2	2
PE14C03	14	2	3	60	1	4
PE14C03	15	1	1	61	1	9
PE14C03	16	1	1	56	2	2
PE14C03	17	2	6	44	2	2
PE14C03	18	1	5	-88	88	7
PE14C03	19	1	5	-88	88	7
PE14C03	20	1	5	-88	88	7
PE14C03	21	1	5	-88	88	7
PE14C03	22	1	5	-88	88	7
PE14C04	1	2	1	63	1	4
PE14C04	2	1	1	47	1	9
PE14C04	3	1	1	44	1	9
PE14C04	4	1	2	28	2	10
PE14C04	5	1	2	40	2	10
PE14C04	6	1	5	-79	2	7
PE14C04	7	1	5	-88	88	7
PE14C04	8	1	5	-88	88	7
PE14C04	9	1	5	-88	88	7
PE14C04	10	1	5	-88	88	7
PE14C04	11	1	5	-88	88	7
PE14C04	12	2	5	63	1	3
PE14C04	13	2	5	44	2	3
PE14C04	14	2	5	-79	2	3
PE14C04	15	2	6	-79	2	2
PE14C04	16	2	6	-79	2	2
PE14C04	17	2	6	-79	2	2
PE14C04	18	1	5	-88	88	7
PE14C04	19	1	5	-88	88	7
PE14C04	20	1	5	-88	88	7
PE15C01	1	2	1	44	1	4
PE15C01	2	2	2	42	1	4
PE15C01	3	1	1	48	1	8
PE15C01	4	1	2	41	2	8
PE15C01	5	1	3	26	2	3
PE15C01	6	2	5	26	2	3
PE15C01	7	1	4	29	2	3
PE15C01	8	1	5	35	2	7
PE15C01	9	1	5	28	2	7
PE15C01	10	1	5	55	2	7
PE15C01	11	2	6	49	2	8
PE15C02	1	2	5	35	2	3
PE15C02	2	1	1	55	1	8
PE15C02	3	1	2	49	2	10
PE15C02	4	1	3	56	1	8
PE15C02	5	2	1	46	2	4
PE15C02	6	2	3	42	1	4
PE15C02	7	1	4	50	1	8
PE15C02	8	1	5	31	1	7
PE15C02	9	1	5	49	2	7
PE15C02	10	2	4	56	1	4
PE15C02	11	2	4	33	1	4
PE15C02	12	2	6	49	2	8
PE15C03	1	2	1	40	1	4
PE15C03	2	2	3	32	1	4
PE15C03	3	1	1	28	1	8
PE15C03	4	1	2	30	1	10
PE15C03	5	1	3	27	2	9
PE15C03	6	1	4	26	1	9
PE15C03	7	1	5	50	1	10
PE15C03	8	1	5	31	1	7
PE15C03	9	2	5	30	1	3
PE15C03	10	1	5	43	2	3
PE15C03	11	1	5	26	2	7
PE15C03	12	1	5	48	1	9
PE15C03	13	2	4	56	1	4
PE15C03	14	2	4	33	1	4
PE15C03	15	2	6	49	2	8
PE15C04	1	2	1	33	2	4
PE15C04	2	2	3	43	1	4
PE15C04	3	1	1	31	2	8
PE15C04	4	1	2	38	1	8
PE15C04	5	2	6	35	1	8
PE15C04	6	1	3	39	1	8
PE15C04	7	1	4	35	1	9
PE15C04	8	1	5	52	1	8
PE15C04	9	2	5	34	2	3
PE15C04	10	1	5	42	1	3
PE15C04	11	1	5	54	2	7
PE15C04	12	1	5	55	1	7
PE15C04	13	2	4	37	1	4
PE15C04	14	2	6	49	2	8
PE15C05	1	2	5	37	1	3
PE15C05	2	2	5	29	1	3
PE15C05	3	1	1	36	1	9
PE15C05	4	1	1	35	1	2
PE15C05	5	2	4	37	1	4
PE15C05	6	2	4	31	1	4
PE15C05	7	2	4	29	2	4
PE15C05	8	2	3	36	1	4
PE15C05	9	2	3	35	2	4
PE15C05	10	2	3	34	2	4
PE15C05	11	1	5	66	2	7
PE15C05	12	1	5	18	2	7
PE15C06	1	1	1	36	1	9
PE15C06	2	2	3	49	1	4
PE15C06	3	2	5	27	1	3
PE15C06	4	2	5	29	2	3
PE15C06	5	1	5	36	1	10
PE15C06	6	2	3	28	2	4
PE15C06	7	1	5	56	1	7
PE15C06	8	1	5	50	2	7
PE15C06	9	1	5	22	2	3
PE15C06	10	1	1	49	1	8
PE15C06	11	2	6	49	2	2
PE15C07	1	1	1	44	1	9
PE15C07	2	1	1	39	1	9
PE15C07	3	1	1	37	1	2
PE15C07	4	2	1	40	2	4
PE15C07	5	2	1	38	2	2
PE15C07	6	2	1	30	2	2
PE15C07	7	2	5	26	2	4
PE15C07	8	1	5	30	2	10
PE15C07	9	1	5	29	2	7
PE15C07	10	1	5	25	2	10
PE15C07	11	2	5	39	2	7
PE15C07	12	1	5	28	2	7
PE15C07	13	2	5	43	2	3
PE15C07	14	1	5	42	1	7
PE15C07	15	2	4	56	1	4
PE15C08	1	1	1	51	1	4
PE15C08	2	1	1	49	1	10
PE15C08	3	1	1	45	1	9
PE15C08	4	2	3	53	2	4
PE15C08	5	2	4	49	1	4
PE15C08	6	2	5	27	1	3
PE15C08	7	1	5	56	1	7
PE15C08	8	1	5	50	2	7
PE15C08	9	1	5	22	2	3
PE15C08	10	1	5	29	2	3
PE15C09	1	2	5	30	1	3
PE15C09	2	1	3	43	2	3
PE15C09	3	2	5	47	2	3
PE15C09	4	1	1	43	1	10
PE15C09	5	1	2	28	2	8
PE15C09	6	1	5	28	2	7
PE15C09	7	1	5	32	2	7
PE15C09	8	2	1	56	1	4
PE15C09	9	2	3	33	1	4
PE15C09	10	1	3	48	1	8
PE15C09	11	2	1	45	1	4
PE15C09	12	2	4	53	2	4
PE15C09	13	1	4	48	1	8
PE15C09	14	2	6	49	2	8
PE15C09	15	1	5	42	1	7
PE15C09	16	1	5	34	2	7
PE16C01	1	2	5	43	1	3
PE16C01	2	2	5	37	2	3
PE16C01	3	2	3	58	1	4
PE16C01	4	1	1	52	1	9
PE16C01	5	1	1	56	1	9
PE16C01	6	1	1	38	1	9
PE16C01	7	1	1	32	1	10
PE16C01	8	1	1	31	1	10
PE16C01	9	1	3	32	2	6
PE16C01	10	1	5	-79	2	7
PE16C01	11	2	6	-79	1	1
PE16C01	12	2	4	46	1	4
PE16C01	13	2	4	58	1	4
PE16C01	14	1	5	-88	88	7
PE16C01	15	1	5	-88	88	7
PE16C01	16	1	5	-88	88	7
PE16C01	17	1	5	-88	88	7
PE16C01	18	1	5	-88	88	7
PE16C01	19	1	5	-88	88	7
PE16C01	20	1	5	-88	88	7
PE16C01	21	1	5	-88	88	7
PE16C02	1	2	5	40	2	3
PE16C02	2	2	5	47	2	3
PE16C02	3	2	1	46	1	4
PE16C02	4	2	3	50	1	4
PE16C02	5	2	1	37	1	4
PE16C02	6	1	5	40	2	7
PE16C02	7	1	5	53	2	7
PE16C02	8	1	1	38	1	1
PE16C02	9	1	2	68	1	1
PE16C02	10	1	3	50	1	1
PE16C02	11	2	6	35	2	1
PE16C02	12	1	5	-88	88	7
PE16C02	13	1	5	-88	88	7
PE16C02	14	1	5	-88	88	7
PE16C02	15	1	5	-88	88	7
PE16C02	16	2	3	38	2	4
PE16C03	1	2	4	56	1	4
PE16C03	2	1	5	16	2	7
PE16C03	3	1	5	34	2	7
PE16C03	4	1	1	42	1	1
PE16C03	5	1	3	40	1	10
PE16C03	6	1	2	52	1	1
PE16C03	7	2	5	39	1	3
PE16C03	8	2	3	-79	2	4
PE16C03	9	1	5	-88	88	7
PE16C03	10	1	5	-88	88	7
PE16C03	11	1	5	-88	88	7
PE16C03	12	1	5	-88	88	7
PE16C03	13	1	5	-88	88	7
PE16C03	14	1	5	-88	88	7
PE16C04	1	2	3	47	1	4
PE16C04	2	2	3	35	1	4
PE16C04	3	2	3	36	2	4
PE16C04	4	2	4	34	2	4
PE16C04	5	1	5	47	2	7
PE16C04	6	1	1	36	1	1
PE16C04	7	1	2	40	1	2
PE16C04	8	1	1	39	2	10
PE16C04	9	2	5	38	1	3
PE16C04	10	1	5	38	2	7
PE16C04	11	2	5	37	2	3
PE16C04	12	2	5	37	1	3
PE16C04	13	2	5	34	1	3
PE16C04	14	1	5	-88	88	7
PE16C04	15	1	5	-88	88	7
PE16C04	16	1	5	-88	88	7
PE16C04	17	1	5	-88	88	7
PE16C04	18	1	5	-88	88	7
PE16C04	20	1	5	-88	88	7
PE16C04	21	1	5	-88	88	7
PE16C04	22	1	5	-88	88	7
PE16C04	23	1	5	-88	88	7
PE16C04	24	1	5	-88	88	7
PE16C04	25	2	6	35	2	1
PE16C05	1	2	5	50	2	3
PE16C05	2	2	5	29	2	3
PE16C05	3	2	5	28	2	3
PE16C05	4	2	5	53	2	3
PE16C05	5	2	6	39	2	2
PE16C05	6	1	1	28	1	1
PE16C05	7	1	1	41	1	9
PE16C05	8	1	1	51	1	9
PE16C05	9	1	2	37	1	1
PE16C05	10	2	2	50	1	4
PE16C05	11	2	2	45	2	4
PE16C05	12	1	5	51	2	7
PE16C05	13	1	5	-88	88	7
PE16C05	14	1	5	-88	88	7
PE16C05	15	1	5	-88	88	7
PE16C05	16	1	5	-88	88	7
PE16C05	17	1	5	-88	88	7
PE16C05	18	1	5	-88	88	7
PE16C05	19	1	5	-88	88	7
PE16C05	20	1	5	-88	88	7
PE16C06	1	2	3	50	1	4
PE16C06	2	2	3	49	1	4
PE16C06	3	1	1	55	1	9
PE16C06	4	1	2	56	1	9
PE16C06	5	1	3	45	1	2
PE16C06	6	1	5	25	2	7
PE16C06	7	1	5	35	2	7
PE16C06	8	1	3	37	1	3
PE16C06	9	2	5	37	1	3
PE16C06	10	1	5	34	2	3
PE16C06	11	1	5	-88	88	7
PE16C06	12	1	5	-88	88	7
PE16C06	13	1	5	-88	88	7
PE16C06	14	1	5	-88	88	7
PE16C06	15	2	4	34	1	4
PE16C06	16	2	4	48	1	4
PE16C07	1	2	3	60	2	4
PE16C07	2	2	4	34	1	4
PE16C07	3	2	4	48	1	4
PE16C07	4	1	3	30	2	10
PE16C07	5	1	4	18	2	10
PE16C07	6	2	1	44	1	10
PE16C07	7	1	2	30	1	1
PE16C07	8	1	1	55	1	1
PE16C07	9	2	5	37	1	3
PE16C07	10	2	5	37	2	3
PE16C07	11	1	5	34	1	3
PE16C07	12	1	5	25	2	7
PE16C07	13	1	5	35	2	7
PE16C07	14	1	5	-88	88	7
PE16C07	15	1	5	-88	88	7
PE16C07	16	1	5	-88	88	7
PE16C07	17	1	5	-88	88	7
PE16C08	1	1	1	49	1	9
PE16C08	2	1	2	53	1	2
PE16C08	3	1	1	56	1	2
PE16C08	4	1	2	29	1	8
PE16C08	5	2	3	51	2	4
PE16C08	6	2	3	41	2	4
PE16C08	7	2	5	37	1	3
PE16C08	8	2	5	37	2	3
PE16C08	9	2	5	34	2	3
PE16C08	10	1	5	-88	88	7
PE16C08	11	1	5	-88	88	7
PE16C08	12	1	5	-88	88	7
PE16C08	13	1	5	-88	88	7
PE16C08	14	1	5	-88	88	7
PE16C08	15	1	5	-88	88	7
PE16C08	16	1	5	-88	88	7
PE16C08	17	1	5	-88	88	7
PE16C08	18	1	5	-88	88	7
PE16C08	19	1	5	-88	88	7
PE16C08	20	1	5	-88	88	7
PE16C08	21	2	4	48	1	4
PE17C01	1	2	5	39	2	3
PE17C01	2	2	5	38	2	3
PE17C01	3	2	1	55	1	4
PE17C01	4	2	4	42	1	4
PE17C01	5	1	1	36	2	1
PE17C01	6	1	1	50	1	1
PE17C01	7	1	3	68	1	9
PE17C01	8	2	6	60	1	1
PE17C01	9	1	5	-88	88	7
PE17C01	10	1	5	-88	88	7
PE17C01	11	1	5	-88	88	7
PE17C01	12	1	5	-88	88	7
PE17C01	13	1	5	-88	88	7
PE17C01	14	1	5	-88	88	7
PE17C01	15	1	5	25	2	7
PE17C02	1	1	1	39	1	2
PE17C02	2	1	1	50	1	8
PE17C02	3	2	4	49	1	4
PE17C02	4	2	5	43	2	4
PE17C02	5	2	3	48	1	4
PE17C02	6	2	3	29	1	8
PE17C02	7	2	3	27	2	10
PE17C02	8	2	3	43	2	4
PE17C02	9	1	5	40	2	7
PE17C02	10	1	5	27	2	3
PE17C02	11	1	5	37	2	7
PE17C03	1	1	1	46	1	9
PE17C03	2	1	1	57	1	9
PE17C03	3	1	1	50	2	6
PE17C03	4	1	2	22	2	10
PE17C03	5	1	5	40	2	7
PE17C03	6	1	2	45	2	10
PE17C03	7	2	3	62	2	4
PE17C03	8	2	3	45	2	4
PE17C03	9	2	3	46	1	4
PE17C03	10	2	6	30	2	2
PE17C03	11	2	5	33	2	2
PE17C03	12	2	5	27	2	3
PE17C03	13	2	5	51	1	3
PE17C03	14	1	5	-88	88	7
PE17C03	15	1	5	-88	88	7
PE17C03	16	1	5	-88	88	7
PE17C03	17	1	5	-88	88	7
PE17C03	18	1	5	-88	88	7
PE17C03	19	1	5	-88	88	7
PE17C03	20	2	4	56	1	7
PE17C03	21	1	5	-88	88	7
PE17C04	1	1	1	37	1	1
PE17C04	2	1	1	35	2	6
PE17C04	3	2	1	43	2	4
PE17C04	4	1	5	24	2	7
PE17C04	5	1	1	64	1	10
PE17C04	6	2	6	49	2	10
PE17C04	7	2	6	43	1	1
PE17C04	8	1	1	32	2	6
PE17C04	9	1	5	-88	88	7
PE17C04	10	1	5	-88	88	7
PE17C04	11	1	5	-88	88	7
PE17C04	12	1	5	-88	88	7
PE17C04	13	1	5	-88	88	7
PE17C04	14	2	5	33	2	3
PE17C04	15	2	5	27	2	3
PE17C04	16	2	5	51	1	3
PE17C04	17	1	5	-88	88	7
PE17C04	18	2	4	44	1	4
PE17C04	19	1	5	-88	88	7
PE17C05	1	1	1	49	1	10
PE17C05	2	2	1	48	2	4
PE17C05	3	1	1	39	2	10
PE17C05	4	2	3	43	1	4
PE17C05	5	2	4	33	1	4
PE17C05	6	2	4	35	2	4
PE17C05	7	2	4	27	2	4
PE17C05	8	1	5	39	2	7
PE17C05	9	1	5	40	2	7
PE17C05	10	1	5	42	2	7
PE17C05	11	1	5	-88	88	7
PE17C05	12	2	5	30	2	3
PE17C05	13	1	5	-88	88	7
PE17C06	1	2	3	40	1	4
PE17C06	2	1	1	21	2	6
PE17C06	3	1	2	45	2	10
PE17C06	4	1	1	27	2	10
PE17C06	5	1	2	45	1	2
PE17C06	6	1	1	-79	1	9
PE17C06	7	1	5	-79	2	7
PE17C06	8	1	5	-79	2	7
PE17C06	9	1	1	33	2	10
PE17C06	10	1	1	43	2	10
PE17C06	11	1	5	-79	2	7
PE17C06	12	2	5	43	2	3
PE17C06	13	1	5	40	2	7
PE17C06	14	1	5	37	2	7
PE17C06	15	1	5	27	2	7
PE17C06	16	2	4	49	1	4
PE17C08	1	1	1	39	1	10
PE17C08	2	2	1	45	1	4
PE17C08	3	1	1	42	1	9
PE17C08	4	1	2	27	1	9
PE17C08	5	2	3	35	1	4
PE17C08	6	1	2	35	1	8
PE17C08	7	2	3	39	2	4
PE17C08	8	1	5	42	2	7
PE17C08	9	2	4	35	1	4
PE17C08	10	2	5	35	1	3
PE17C08	11	1	5	53	1	3
PE17C08	12	1	5	-88	88	7
PE17C08	13	1	5	-88	88	7
PE17C08	14	1	5	-88	88	7
PE17C08	15	1	5	-88	88	7
PE17C08	16	1	5	-88	88	7
PE17C08	17	1	5	-88	88	7
PE17C08	18	2	3	30	2	3
PE17C08	19	1	5	-88	88	7
PE17C09	1	2	3	44	1	4
PE17C09	2	1	1	52	1	1
PE17C09	3	1	1	44	1	2
PE17C09	4	2	4	35	1	4
PE17C09	5	2	5	30	1	3
PE17C09	6	2	5	30	2	3
PE17C09	7	2	5	37	1	3
PE17C09	8	1	2	61	1	8
PE17C09	9	1	5	60	1	7
PE17C09	10	1	5	42	2	7
PE17C09	11	1	5	-88	88	7
PE17C09	12	1	5	-88	88	7
PE17C10	1	1	1	47	1	1
PE17C10	2	1	1	40	2	1
PE17C10	3	2	4	56	1	4
PE17C10	4	2	1	42	1	4
PE17C10	5	2	5	50	1	3
PE17C10	6	2	5	53	1	3
PE17C10	7	2	6	30	2	2
PE17C10	8	1	5	-88	88	7
PE17C10	9	1	5	-88	88	7
PE17C10	10	1	5	-88	88	7
PE17C10	11	1	5	-88	88	7
PE17C10	12	1	5	-88	88	7
PE17C10	13	1	5	-88	88	7
PE17C10	14	1	5	-88	88	7
PE17C10	15	1	5	-88	88	7
PE17C11	1	1	1	49	1	9
PE17C11	2	2	5	33	2	3
PE17C11	3	2	5	27	2	3
PE17C11	4	2	5	51	1	3
PE17C11	5	1	5	44	2	7
PE17C11	6	2	3	48	1	4
PE17C11	7	2	3	50	2	4
PE17C11	8	1	5	45	2	7
PE17C11	9	1	1	58	1	9
PE17C11	10	1	2	81	1	10
PE17C11	11	1	1	37	2	10
PE17C11	12	1	3	-79	2	10
PE17C11	13	2	4	44	1	4
PE17C11	14	2	4	49	1	8
PE17C11	15	1	5	-88	88	7
PE17C11	16	1	5	-88	88	7
PE17C11	17	1	5	-88	88	7
PE18C01	1	1	1	43	1	4
PE18C01	2	1	1	36	1	9
PE18C01	3	2	5	26	1	3
PE18C01	4	2	5	24	1	3
PE18C01	5	2	4	41	1	4
PE18C01	6	1	5	38	2	7
PE18C01	7	1	5	42	2	7
PE18C01	8	1	5	48	1	7
PE18C01	9	1	5	28	1	7
PE18C01	10	1	5	38	2	7
PE18C01	11	1	5	28	1	7
PE18C01	12	1	5	-88	88	7
PE18C01	13	1	5	27	2	7
PE18C01	14	1	5	28	2	7
PE18C02	1	2	5	26	1	3
PE18C02	2	2	5	24	1	8
PE18C02	3	2	4	41	1	4
PE18C02	4	1	1	33	1	1
PE18C02	5	1	1	39	1	1
PE18C02	6	1	2	28	1	1
PE18C02	7	1	1	29	1	10
PE18C02	8	1	1	25	1	10
PE18C02	9	1	1	20	1	10
PE18C02	10	1	1	22	1	10
PE18C02	11	2	3	40	1	4
PE18C02	12	1	5	28	2	3
PE18C02	13	1	5	28	2	7
PE18C02	14	1	5	28	1	7
PE18C02	15	1	5	-88	88	7
PE18C02	16	1	5	38	2	7
PE18C02	17	1	5	28	1	7
PE18C02	18	1	5	-88	88	7
PE18C02	19	1	5	35	2	7
PE18C02	20	1	5	25	2	7
PE18C02	21	1	5	-88	88	7
PE18C02	22	1	5	-88	88	7
PE18C03	1	2	5	30	2	3
PE18C03	2	1	1	40	1	1
PE18C03	3	1	1	38	1	1
PE18C03	4	1	2	41	1	9
PE18C03	5	1	2	60	1	8
PE18C03	6	2	4	36	1	4
PE18C03	7	2	4	35	1	4
PE18C03	8	2	4	48	1	4
PE18C03	9	2	3	42	1	4
PE18C03	10	2	5	25	2	3
PE18C03	11	2	5	41	2	3
PE18C03	12	1	5	25	1	7
PE18C03	13	1	5	69	2	7
PE18C03	14	1	5	-88	88	7
PE18C03	15	1	5	-88	88	7
PE18C03	16	1	5	-88	88	7
PE18C03	17	1	5	-88	88	7
PE18C03	18	1	5	-88	88	7
PE18C03	19	1	5	-88	88	7
PE18C03	20	1	5	-88	88	7
PE18C03	21	1	5	38	2	7
PE18C04	1	2	3	42	1	4
PE18C04	2	2	5	26	1	3
PE18C04	3	2	5	24	1	3
PE18C04	4	1	1	33	1	9
PE18C04	5	1	3	51	1	9
PE18C04	6	1	2	44	1	9
PE18C04	7	1	1	32	1	9
PE18C04	8	1	5	32	2	7
PE18C04	9	2	4	45	1	4
PE18C04	10	2	4	41	1	4
PE18C04	11	2	6	45	1	2
PE18C04	12	1	5	28	1	7
PE18C04	13	1	5	38	2	7
PE18C04	14	1	5	28	1	7
PE18C04	15	1	5	-88	88	7
PE18C04	16	1	5	-88	88	7
PE18C04	17	1	5	42	2	7
PE18C04	18	1	5	48	1	7
PE18C06	1	1	1	36	1	10
PE18C06	2	1	1	36	1	10
PE18C06	3	1	1	36	1	4
PE18C06	4	1	1	38	1	2
PE18C06	5	2	5	30	2	3
PE18C06	6	2	4	36	1	4
PE18C06	7	2	4	35	1	4
PE18C06	8	2	4	48	1	4
PE18C06	9	2	3	42	1	4
PE18C06	10	2	5	25	2	3
PE18C06	11	2	5	41	2	3
PE18C06	12	1	5	25	1	7
PE18C06	13	1	5	69	2	7
PE18C06	14	1	5	-88	88	7
PE18C06	15	1	5	-88	88	7
PE18C06	16	1	5	-88	88	7
PE18C06	17	1	5	-88	88	7
PE18C06	18	1	5	-88	88	7
PE18C06	19	1	5	-88	88	7
PE18C06	20	1	5	-88	88	7
PE18C06	21	1	5	38	2	7
PE18C07	1	2	3	41	1	4
PE18C07	2	2	4	45	1	4
PE18C07	3	2	4	41	1	4
PE18C07	4	2	5	31	2	3
PE18C07	5	2	5	35	2	3
PE18C07	6	1	5	38	2	3
PE18C07	7	1	1	56	2	1
PE18C07	8	1	2	32	1	1
PE18C07	9	1	3	28	2	2
PE18C07	10	2	6	40	2	2
PE18C07	11	2	6	38	2	2
PE18C07	12	2	6	45	1	2
PE18C07	13	1	5	28	1	7
PE18C07	14	1	5	38	2	7
PE18C07	15	1	5	28	1	7
PE18C07	16	1	5	-88	88	7
PE18C07	17	1	5	-88	88	7
PE18C07	18	1	5	42	2	7
PE18C07	19	1	5	48	1	7
PE19C01	1	2	2	58	1	4
PE19C01	2	1	5	-88	88	7
PE19C01	3	2	5	43	2	3
PE19C01	4	1	3	47	2	3
PE19C01	5	2	6	40	2	2
PE19C01	6	1	1	51	2	2
PE19C01	7	1	1	37	1	1
PE19C01	8	1	2	47	2	6
PE19C01	9	1	3	42	2	10
PE19C01	10	1	5	40	2	7
PE19C01	11	1	5	-88	88	7
PE19C01	12	2	5	45	2	3
PE19C01	13	1	5	-88	88	7
PE19C01	14	1	5	25	2	7
PE19C01	15	1	5	40	1	7
PE19C01	16	1	5	28	2	7
PE19C01	17	1	5	34	2	7
PE19C01	18	1	5	48	2	7
PE19C01	19	1	5	-88	88	7
PE19C01	20	1	5	-88	88	7
PE19C01	21	1	5	42	2	7
PE19C02	1	2	1	54	2	4
PE19C02	2	2	1	45	2	4
PE19C02	3	2	1	51	2	4
PE19C02	4	1	5	48	2	7
PE19C02	5	1	5	53	2	7
PE19C02	6	1	1	51	2	7
PE19C02	7	1	1	42	2	10
