placeid	locltyid	code	route	trnsptnt	timearrv
PE10C01	3	6	1	7	10
PE10C01	4	6	1	7	10
PE10C03	1	1	1	1	10
PE10C03	2	1	1	6	20
PE10C03	3	1	1	7	240
PE10C03	4	1	1	7	20
PE10C03	5	1	1	7	45
PE10C04	1	1	1	1	10
PE10C04	2	1	1	6	20
PE10C04	3	1	1	7	240
PE10C04	4	1	1	7	20
PE10C04	5	1	1	7	45
PE10C05	1	1	1	6	20
PE10C05	2	1	1	6	240
PE10C05	3	1	1	7	20
PE10C05	4	1	1	7	45
PE10C05	5	1	1	1	10
PE11C01	1	1	1	1	10
PE11C01	2	2	1	1	90
PE11C01	3	2	1	1	90
PE11C01	4	2	1	1	30
PE11C01	5	2	3	1	60
PE11C02	1	1	1	1	-77
PE11C02	2	2	2	1	30
PE11C02	3	2	3	1	30
PE11C02	4	2	3	1	30
PE11C02	5	2	2	1	60
PE11C03	1	6	2	1	5
PE11C03	2	2	3	1	30
PE11C03	3	2	3	1	60
PE11C03	4	2	3	1	30
PE11C03	5	2	2	1	30
PE11C04	1	1	1	1	-77
PE11C04	2	2	2	1	120
PE11C04	3	2	2	1	45
PE11C05	1	1	1	1	20
PE11C05	2	2	2	1	40
PE11C05	3	2	2	1	120
PE11C05	4	2	2	1	140
PE11C05	5	2	3	1	210
PE11C06	1	1	1	1	-77
PE11C06	2	2	3	1	45
PE11C06	3	3	3	1	60
PE11C07	1	2	1	1	5
PE11C07	2	6	1	1	30
PE11C07	3	6	3	1	30
PE11C07	4	2	1	1	30
PE11C07	5	6	1	1	45
PE12C02	1	6	1	7	2
PE12C02	2	6	1	7	5
PE12C02	3	6	1	7	5
PE12C02	4	6	1	7	4
PE12C02	5	6	1	7	5
PE12C03	1	6	1	7	5
PE12C03	2	6	1	5	5
PE12C03	3	6	1	5	5
PE12C03	4	6	1	5	5
PE12C03	5	6	1	5	12
PE13C02	1	6	1	7	15
PE13C02	2	6	1	7	5
PE13C02	3	6	1	7	5
PE13C02	4	6	1	7	5
PE13C03	1	6	2	1	5
PE13C03	2	6	2	5	15
PE13C03	3	6	2	5	15
PE13C03	4	6	2	5	15
PE13C03	5	6	2	5	15
PE13C04	1	6	1	1	5
PE13C04	2	6	1	7	20
PE13C04	3	6	1	7	30
PE13C04	4	6	1	7	25
PE13C04	5	6	1	7	60
PE14C02	1	1	1	1	5
PE14C02	2	1	2	1	10
PE14C02	3	1	2	1	15
PE14C03	1	1	1	5	5
PE14C03	2	1	1	7	30
PE14C03	3	1	1	7	10
PE14C03	4	1	1	1	15
PE14C04	1	1	1	5	5
PE14C04	2	1	1	7	30
PE14C04	3	1	1	7	10
PE14C04	4	1	1	1	15
PE15C01	1	6	2	5	5
PE15C01	2	3	2	5	30
PE15C01	3	3	3	5	45
PE15C01	4	3	2	5	30
PE15C02	1	1	2	1	10
PE15C02	2	2	2	1	30
PE15C02	3	3	2	1	150
PE15C02	4	2	2	1	60
PE15C02	5	3	2	1	180
PE15C02	6	2	2	1	180
PE15C02	7	6	2	1	30
PE15C03	1	1	1	1	10
PE15C03	2	6	1	5	15
PE15C03	3	6	1	5	10
PE15C03	4	6	1	6	20
PE15C03	5	6	1	6	30
PE15C04	1	6	1	1	10
PE15C04	2	3	2	6	60
PE15C04	3	3	2	6	40
PE15C04	4	3	2	6	120
PE15C04	5	3	2	1	90
PE15C05	1	6	1	1	-77
PE15C05	2	6	3	1	10
PE15C05	3	6	3	1	9
PE15C05	4	6	3	1	6
PE15C05	5	3	2	1	6
PE15C06	1	1	2	1	-77
PE15C06	2	3	2	1	30
PE15C06	3	6	2	1	30
PE15C07	1	1	2	1	-77
PE15C07	2	2	2	1	10
PE15C07	3	2	2	1	30
PE15C07	4	2	2	1	240
PE15C07	5	2	2	1	60
PE15C08	1	1	2	1	-77
PE15C08	2	2	2	1	30
PE15C08	3	3	2	1	30
PE15C09	1	1	1	1	10
PE15C09	2	6	1	5	15
PE15C09	3	6	1	5	10
PE15C09	4	6	1	6	20
PE15C09	5	6	1	6	30
PE16C01	1	1	2	1	10
PE16C01	2	4	2	1	30
PE16C01	3	4	2	1	90
PE16C01	4	3	2	1	10
PE16C01	5	3	2	1	30
PE16C02	5	6	2	1	30
PE16C02	1	1	1	1	10
PE16C02	2	6	2	1	180
PE16C02	3	6	2	1	210
PE16C02	4	3	2	1	40
PE16C03	1	4	2	1	20
PE16C03	2	3	2	1	60
PE16C03	3	3	2	1	60
PE16C03	4	3	3	1	150
PE16C03	5	3	3	1	60
PE16C03	6	3	3	1	120
PE16C04	1	1	1	1	15
PE16C04	2	6	2	1	30
PE16C04	3	4	1	7	10
PE16C04	4	4	1	7	5
PE16C04	5	3	2	1	30
PE16C05	1	6	2	1	15
PE16C05	2	3	2	1	180
PE16C05	3	3	2	1	40
PE16C05	4	3	2	1	90
PE16C05	5	3	2	1	120
PE16C06	1	1	1	1	15
PE16C06	2	6	2	1	30
PE16C06	3	4	1	7	10
PE16C06	4	4	1	7	5
PE16C06	5	3	2	1	50
PE16C07	1	1	1	1	15
PE16C07	2	6	2	1	30
PE16C07	3	4	1	7	10
PE16C07	4	4	1	7	5
PE16C07	5	4	2	1	30
PE16C08	1	1	1	1	15
PE16C08	2	6	2	1	30
PE16C08	3	4	1	7	10
PE16C08	4	4	1	7	5
PE16C08	5	3	2	1	30
PE17C01	1	3	2	1	5
PE17C01	2	2	3	1	120
PE17C01	3	2	1	1	30
PE17C01	4	2	1	7	60
PE17C01	5	2	3	2	-99
PE17C02	1	1	1	1	-99
PE17C02	2	3	1	1	60
PE17C02	3	3	2	1	60
PE17C02	4	3	2	1	60
PE17C02	5	3	1	7	15
PE17C03	1	1	2	1	5
PE17C03	2	3	3	1	30
PE17C03	3	4	3	1	25
PE17C03	4	3	3	7	15
PE17C03	5	3	3	7	10
PE17C04	1	1	2	1	5
PE17C04	2	3	3	1	30
PE17C04	3	4	3	1	25
PE17C04	4	3	3	7	15
PE17C04	5	3	3	7	10
PE17C05	1	1	1	1	10
PE17C05	2	3	2	1	60
PE17C05	3	3	2	1	50
PE17C06	1	1	1	1	10
PE17C06	2	3	1	1	60
PE17C06	3	3	2	1	60
PE17C06	4	3	2	1	60
PE17C06	5	3	1	7	15
PE17C08	1	1	2	1	10
PE17C08	2	3	2	1	60
PE17C08	3	3	2	1	60
PE17C09	1	1	2	1	10
PE17C09	2	3	2	1	60
PE17C09	3	3	2	1	60
PE17C10	1	1	1	5	5
PE17C10	2	1	1	7	30
PE17C10	3	1	2	7	30
PE17C10	4	1	2	7	60
PE17C10	5	3	2	7	40
PE17C11	1	1	2	1	5
PE17C11	2	3	3	1	30
PE17C11	3	4	3	1	25
PE17C11	4	3	3	7	15
PE17C11	5	3	3	7	10
PE18C01	1	6	1	1	30
PE18C01	2	4	3	1	30
PE18C01	3	3	3	1	90
PE18C02	1	6	1	1	30
PE18C02	2	4	3	1	30
PE18C02	3	3	3	1	90
PE18C03	1	6	1	1	45
PE18C03	2	4	2	1	120
PE18C03	3	4	2	1	120
PE18C04	1	6	1	1	30
PE18C04	2	4	3	1	30
PE18C04	3	3	3	1	90
PE18C06	1	4	1	1	43
PE18C06	2	4	2	1	120
PE18C06	3	4	2	1	120
PE18C07	1	1	1	1	5
PE18C07	2	4	2	6	45
PE18C07	3	4	2	6	30
PE18C07	4	4	2	6	45
PE18C07	5	4	2	6	60
PE19C01	1	6	1	1	5
PE19C01	2	6	1	7	15
PE19C01	3	6	2	7	60
PE19C02	1	6	5	1	5
PE19C02	2	6	1	1	10
PE19C02	3	6	2	1	20
PE19C02	4	6	1	1	18
PE19C02	5	6	2	1	20
PE19C03	1	6	2	1	5
PE19C03	2	6	2	7	30
PE19C03	3	6	2	1	30
PE19C03	4	6	2	7	20
PE19C03	5	6	2	7	30
PE19C04	1	1	1	1	5
PE19C04	2	2	2	6	8
PE19C04	3	3	1	6	5
PE19C04	4	6	1	1	10
PE19C04	5	6	1	1	5
PE19C05	1	6	1	1	5
PE19C05	2	6	1	1	8
PE19C05	3	6	1	1	15
PE19C05	4	6	1	1	12
PE19C05	5	6	2	1	20
PE20C01	1	6	1	1	10
PE20C01	2	6	1	1	15
PE20C01	3	6	1	13	20
PE20C01	4	6	1	1	15
PE20C01	5	6	1	1	15
PE20C02	1	1	1	1	10
PE20C02	2	1	2	8	90
PE20C02	3	1	2	8	60
PE20C02	4	1	2	8	90
PE20C03	1	6	1	1	5
PE20C03	2	6	1	7	5
PE20C03	3	6	1	7	15
PE20C03	4	6	1	7	20
PE20C03	5	6	1	7	10
PE20C04	1	6	1	1	10
PE20C04	2	6	1	1	15
PE20C04	3	6	1	13	20
PE20C04	4	6	1	1	15
PE20C04	5	6	1	1	15
PE20C05	1	6	1	1	5
PE20C05	2	6	1	7	5
PE20C05	3	6	1	7	15
PE20C05	4	6	1	7	20
PE20C05	5	6	1	7	10
PE20C06	1	6	2	1	5
PE20C06	2	6	2	7	20
PE20C06	3	6	2	7	30
PE20C06	4	6	2	7	20
PE80C02	1	1	1	6	15
PE80C03	1	1	1	5	10
PE80C03	2	2	2	5	15
PE80C03	3	2	2	5	60
PE80C03	4	2	2	6	40
PE80C03	5	2	2	5	15
PE80C04	1	6	1	5	10
PE80C04	2	6	1	6	25
PE80C04	3	6	1	6	60
PE80C04	4	6	1	6	40
PE80C06	1	1	1	5	10
PE80C06	2	2	1	5	25
PE80C06	3	2	1	5	30
PE80C06	4	2	1	5	20
PE80C06	5	2	1	5	20
PE80C07	1	6	1	1	-77
PE80C08	1	1	1	7	30
PE80C08	2	1	1	7	60
PE80C08	3	1	1	7	180
PE80C08	4	1	1	7	240
PE80C08	5	1	1	6	480
PE80C10	1	1	1	1	5
PE80C10	2	3	1	7	15
PE80C10	3	1	1	7	10
PE80C10	4	3	1	7	10
PE80C10	5	1	1	7	5
PE80C11	1	1	1	1	20
PE80C11	2	6	1	7	45
PE80C11	3	6	1	7	80
PE80C11	4	6	1	7	60
PE80C11	5	6	1	7	60
PE80C12	1	6	1	1	5
PE80C12	2	6	2	1	20
PE80C12	3	6	1	6	10
PE80C12	4	6	1	6	20
PE80C12	5	6	2	6	20
PE80C14	1	1	1	5	5
PE80C14	2	1	1	7	20
PE80C14	3	1	1	6	15
PE80C14	4	1	1	6	40
PE80C14	5	1	1	7	45
PE80C15	1	1	1	5	5
PE80C15	2	1	1	7	20
PE80C15	3	1	1	6	15
PE80C15	4	1	1	6	40
PE80C15	5	1	1	7	45
PE80C16	1	1	1	1	-77
