CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	LIVHSER5	YRDIEDR5	CAREGVR5	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	PANELSIB	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	THSCOMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPLSTR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR5	PERFR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMTOBR5	MOTTOBR5	OFTSMKR5	MEMALCR5	OFTALCR5
140064	3	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
140064	4	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
140064	5	 	7	1	 	0	8	 	1	 	0	 	 	 	0	0	 	5	 	4	3	 	 	 	1	6	2	1	 	 	 	3	 	0	70	 	9	0	0	0	0	5	2	8	 	 	 	 	 	 	 	 	 	 	 	 
140065	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	9	1	 	 	 	3	5	378	4320	2	8	1	2	0	0	9	3	1	 	 	 	 	 	 	 	 	 	 	 	 
140065	1	 	6	1	 	0	76	 	2	 	0	 	 	 	0	0	 	3	3	98	98	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140065	2	 	1	1	 	1	39	 	2	0	0	 	 	 	0	0	 	1	3	1	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	16	39	1	1	0	0	 	0	6
140065	3	 	13	4	 	0	37	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140065	15	 	14	4	 	0	15	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140065	16	 	9	1	 	0	4	 	2	 	0	 	 	 	0	0	 	5	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140066	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	7	0	11	15	3	 	 	 	 	 	8	1	1	0	9	0	0	5	 	 	 	 	 	 	 	 	 	 	 	 
140066	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	1	1	1	2
140066	2	 	1	1	 	1	37	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140066	3	 	7	2	 	0	19	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140066	15	 	7	4	 	0	18	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140066	16	 	7	1	 	0	10	 	1	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	5	1	 	 	 	3	1	378	3780	2	8	0	1	0	0	8	3	4	0	 	0	 	 	 	 	 	 	 	 	 
140067	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	420	6120	2	9	0	1	1	0	8	3	2	 	 	 	 	 	 	 	 	 	 	 	 
140067	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	4
140067	2	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140067	15	 	7	1	 	0	17	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	10	1	 	 	 	3	5	378	6120	2	8	0	1	2	0	8	3	2	0	 	0	 	 	 	 	0	0	 	0	4
140068	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	0	8	15	3	 	 	 	 	 	8	0	2	0	8	0	0	6	 	 	 	 	 	 	 	 	 	 	 	 
140068	1	 	1	1	 	0	44	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	20	1	1	0	0	 	0	5
140068	2	 	1	1	 	1	42	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140068	3	 	7	1	 	0	20	 	1	 	0	 	 	 	0	0	 	5	0	2	1	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140069	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	378	3780	2	8	0	1	2	0	8	2	3	 	 	 	 	 	 	 	 	 	 	 	 
140069	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	4
140069	2	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	2	1	1	0	0	 	0	6
140069	15	 	7	1	 	0	17	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	11	1	 	 	 	3	5	504	6480	1	8	0	1	2	0	8	3	2	0	 	0	 	 	 	 	0	0	 	0	6
140070	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	1	378	9120	1	8	0	1	0	0	5.5	5	4.5	 	 	 	 	 	 	 	 	 	 	 	 
140070	1	 	1	1	 	0	43	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	1
140070	2	 	1	1	 	1	39	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
140070	15	 	7	1	 	0	17	 	2	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	11	1	 	 	 	3	1	378	9000	1	8	0	2	0	0	6	5	3	0	 	0	 	 	 	 	0	0	 	0	5
140070	16	 	7	1	 	0	9	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	3	1	 	 	 	3	 	0	1000	 	8	0	0	0	0	4.5	2	9.5	 	 	 	 	 	 	 	 	 	 	 	 
140071	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	9	1	 	 	 	1	1	378	5000	3	9	0	1	0	0	5.5	3	5.5	 	 	 	 	 	 	 	 	 	 	 	 
140071	1	 	 	 	 	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140071	2	 	1	1	 	1	34	 	2	0	0	 	 	 	0	0	 	1	3	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	6	0	 	0	0	 	0	6
140071	3	 	7	1	 	0	12	 	1	 	1	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	6	1	 	 	 	3	1	378	1500	3	9	0	0	0	0	5	2	8	0	 	0	 	 	 	 	0	0	 	0	6
140071	4	 	6	4	 	0	70	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140071	5	 	6	4	 	0	67	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140072	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	420	6900	2	8	1	1	0	0	6	4	4	 	 	 	 	 	 	 	 	 	 	 	 
140072	1	 	1	1	 	0	45	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	1	1	1	1
140072	2	 	1	1	 	1	42	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140072	15	 	7	1	 	0	18	 	1	 	0	 	 	 	0	0	 	5	0	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140073	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	378	10000	3	8	0	1	1	0	5	4	5	 	 	 	 	 	 	 	 	 	 	 	 
140073	1	 	1	1	 	0	51	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	1
140073	2	 	1	1	 	1	43	 	2	0	0	 	 	 	1	0	1	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140073	15	 	7	1	 	0	18	 	2	 	1	 	 	 	0	0	 	5	0	2	1	1	12	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
140074	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	0	11	13	3	 	 	 	 	 	8	0	2	4	0	0	0	10	 	 	 	 	 	 	 	 	 	 	 	 
140074	1	 	1	1	 	0	38	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	3	1	1	1	1	1	1	1
140074	2	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140074	3	 	7	1	 	0	12	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	1	 	 	 	3	1	378	5940	3	8	0	0	0	0	9	3	4	0	 	0	 	 	 	 	0	0	 	0	6
140077	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	10	378	2880	2	8	0	1	0	0	7	3	5	 	 	 	 	 	 	 	 	 	 	 	 
140077	1	 	1	1	 	1	36	 	1	 	0	 	 	 	0	0	 	1	1	4	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
140077	2	 	1	1	 	0	34	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140077	3	 	7	1	 	0	9	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	3	1	 	 	 	3	 	0	2400	 	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 	 	 	 	 	 
140077	4	 	7	1	 	0	58	 	2	 	 	 	 	 	 	 	 	3	3	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140078	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	378	4320	2	8	0	2	0	0	8	4	2	 	 	 	 	 	 	 	 	 	 	 	 
140078	1	 	1	1	 	0	45	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
140078	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140078	15	 	7	2	 	0	18	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140079	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	17	16	 	 	 	1	6	9	1	 	 	 	3	5	378	3780	2	8	1	1	0	0	8	3	3	 	 	 	 	 	 	 	 	 	 	 	 
140079	1	 	6	1	 	0	74	 	1	 	0	 	 	 	0	0	 	3	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140079	2	 	6	1	 	0	65	 	2	 	0	 	 	 	0	0	 	3	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140079	15	 	7	1	 	0	17	 	2	 	0	 	 	 	0	0	 	5	0	17	16	 	 	 	1	6	11	1	 	 	 	3	 	504	3420	 	8	0	2	0	0	8	4	2	 	 	 	 	 	 	 	 	 	 	 	 
140079	16	 	2	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	2	1	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	1	1	1	1
140079	17	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140079	18	 	7	1	 	0	11	 	1	 	1	 	 	 	0	0	 	5	 	17	16	 	 	 	1	6	5	1	 	 	 	3	1	0	1080	2	10	0	0	0	0	8	3	3	0	 	0	 	 	 	 	 	 	 	 	 
140079	19	 	7	1	 	0	8	 	2	 	0	 	 	 	0	0	 	5	 	17	16	 	 	 	1	6	2	1	 	 	 	3	 	0	360	 	10	0	0	0	0	8	2	4	 	 	 	 	 	 	 	 	 	 	 	 
140080	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	378	10500	3	7.5	0	2	0	0	7	2	5.5	 	 	 	 	 	 	 	 	 	 	 	 
140080	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	5	0	 	1	0	1	1	1
140080	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
140080	3	 	7	2	 	0	20	 	1	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140081	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	98	98	 	 	 	1	6	9	1	 	 	 	3	1	420	9500	3	9	0	1	1	0	7	3	3	 	 	 	 	 	 	 	 	 	 	 	 
140081	1	 	3	1	 	0	48	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140081	2	 	3	1	 	1	44	 	2	 	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140083	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	9	0	31	15	3	 	 	 	 	 	9	0	4	6	0	0	0	5	 	 	 	 	 	 	 	 	 	 	 	 
140083	1	 	1	3	2014	 	 	 	 	 	0	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140083	2	 	1	1	 	1	53	 	2	0	0	 	 	 	0	0	 	1	3	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140083	3	 	7	4	 	0	24	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140083	4	 	7	2	 	0	22	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140083	5	 	7	1	 	0	19	 	2	 	1	 	 	 	0	0	 	5	0	2	98	1	11	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	11	7	1	1	0	0	 	0	6
140084	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	378	4320	2	8	0	1	0	0	8	3	4	 	 	 	 	 	 	 	 	 	 	 	 
140084	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	1	1	1	1
140084	2	 	1	1	 	1	37	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140084	15	 	7	1	 	0	17	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	11	1	 	 	 	3	 	504	2700	 	8	0	2	0	0	8	3	3	 	 	 	 	 	 	 	 	 	 	 	 
140084	16	 	7	1	 	0	11	 	1	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	5	1	 	 	 	3	1	0	1620	2	9	0	1	0	0	8	2	4	0	 	0	 	 	 	 	 	 	 	 	 
140085	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	9	1	 	 	 	1	10	378	6000	3	8	0	1	0	0	8	2	5	 	 	 	 	 	 	 	 	 	 	 	 
140085	1	 	1	2	 	0	41	 	1	 	0	3	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140085	2	 	1	1	 	1	38	 	2	0	0	 	 	 	0	0	 	1	1	98	98	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	4	21	1	1	0	0	 	0	4
140085	15	 	7	1	 	0	17	 	1	 	1	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	11	1	 	 	 	3	5	604	5000	3	8	0	1	0	0	8	1	6	0	 	0	 	 	 	 	0	0	 	0	4
140086	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	1	98	 	 	 	1	6	8	1	 	 	 	3	1	378	3000	2	8	0	2	0	0	5	3	6	 	 	 	 	 	 	 	 	 	 	 	 
140086	1	 	1	1	 	1	53	 	2	0	0	 	 	 	0	0	 	1	4	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	3	5	1	0	0	 	0	6
140086	2	 	5	4	 	0	84	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140086	3	 	5	4	 	0	79	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140087	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	1	2	 	 	 	1	6	6	0	8	11	3	 	 	 	 	 	8	0	1	0	0	10	0	5	 	 	 	 	 	 	 	 	 	 	 	 
140087	1	 	1	1	 	1	38	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
140087	2	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	1	1	1	1
140087	15	 	7	1	 	0	16	 	1	 	1	 	 	 	0	0	 	5	0	1	2	 	 	 	1	6	7	0	1	14	3	 	 	 	 	 	8	0	1	0	0	10	0	5	0	 	0	 	 	 	 	0	0	 	1	4
140087	16	 	7	1	 	0	8	 	2	 	0	 	 	 	0	0	 	5	 	1	2	 	 	 	1	6	1	1	 	 	 	3	 	0	1040	 	9	0	0	0	0	5	3	7	 	 	 	 	 	 	 	 	 	 	 	 
140088	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	1	1	378	7620	2	8.5	0	1.5	0	0	5	3	6	 	 	 	 	 	 	 	 	 	 	 	 
140088	1	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
140088	2	 	1	1	 	1	34	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140088	3	 	7	1	 	0	12	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	1	 	 	 	3	1	378	1600	3	8.5	0	0	0	0	5.5	1.5	8.5	0	 	0	 	 	 	 	0	0	 	0	6
140089	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	378	5000	1	9	0	1	0	0	7	3	4	 	 	 	 	 	 	 	 	 	 	 	 
140089	1	 	1	1	 	0	44	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	10	6	0	 	0	0	 	1	2
140089	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140089	3	 	7	2	 	0	20	 	1	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140090	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	0	8	15	3	 	 	 	 	 	8	0	1	6	0	0	0	9	 	 	 	 	 	 	 	 	 	 	 	 
140090	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
140090	2	 	1	1	 	1	41	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140090	3	 	7	1	 	0	12	 	2	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	1	 	 	 	3	1	378	2000	2	8	0	1	0	0	5	3	7	0	 	0	 	 	 	 	0	0	 	0	6
140091	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	3	2	 	 	 	1	6	9	1	 	 	 	3	5	378	5940	2	8	0	1	2	0	8	3	2	 	 	 	 	 	 	 	 	 	 	 	 
140091	2	 	1	1	 	0	47	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	2
140091	3	 	1	1	 	1	43	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
140091	4	 	7	1	 	0	19	 	1	 	1	 	 	 	0	0	 	5	0	3	2	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	4
140092	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	4	3	 	 	 	1	6	9	0	8	15	3	 	 	 	 	 	8.5	0	0	0	9	0	0	6.5	 	 	 	 	 	 	 	 	 	 	 	 
140092	1	 	 	 	 	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140092	2	 	6	1	 	0	81	 	2	 	0	 	 	 	0	0	 	3	3	98	98	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
