CHILDCODE	IMEVIDR5	RKEVR5	LOSS13R5	LOSS14R5	LOSS15R5	LOSS16R5
10078	3	25	 	 	 	2
10079	1	1	 	 	 	2
10079	2	25	 	 	 	1
10079	3	88	 	 	 	 
10080	1	42	 	2	2	2
10080	2	88	 	 	 	 
10080	3	88	 	 	 	 
10081	1	14	 	2	 	 
10081	2	28	1	1	1	1
10081	3	88	 	 	 	 
10082	1	88	 	 	 	 
10082	2	88	 	 	 	 
10082	3	88	 	 	 	 
10083	1	39	 	 	 	2
10083	2	1	 	 	1	 
10083	3	42	1	1	1	1
10084	1	88	 	 	 	 
10084	2	88	 	 	 	 
10084	3	88	 	 	 	 
10086	1	88	 	 	 	 
10086	2	88	 	 	 	 
10086	3	88	 	 	 	 
10087	1	42	2	2	2	2
10087	2	24	 	 	 	1
10087	3	88	 	 	 	 
10088	1	42	2	2	2	2
10088	2	36	 	 	 	1
10088	3	88	 	 	 	 
10089	1	88	 	 	 	 
10089	2	88	 	 	 	 
10089	3	88	 	 	 	 
10091	1	39	 	 	 	2
10091	2	88	 	 	 	 
10091	3	88	 	 	 	 
10092	1	29	 	 	 	1
10092	2	88	 	 	 	 
10092	3	88	 	 	 	 
10093	1	88	 	 	 	 
10093	2	88	 	 	 	 
10093	3	88	 	 	 	 
10094	1	88	 	 	 	 
10094	2	88	 	 	 	 
10094	3	88	 	 	 	 
10095	1	88	 	 	 	 
10095	2	88	 	 	 	 
10095	3	88	 	 	 	 
10096	1	88	 	 	 	 
10096	2	88	 	 	 	 
10096	3	88	 	 	 	 
10097	1	88	 	 	 	 
10097	2	88	 	 	 	 
10097	3	88	 	 	 	 
10100	1	25	 	 	 	2
10100	2	88	 	 	 	 
10100	3	88	 	 	 	 
10104	1	37	 	 	1	 
10104	2	88	 	 	 	 
10104	3	88	 	 	 	 
10109	1	88	 	 	 	 
10109	2	88	 	 	 	 
10109	3	88	 	 	 	 
10118	1	37	 	 	 	2
10118	2	88	 	 	 	 
10118	3	88	 	 	 	 
10121	1	42	1	1	1	1
10121	2	88	 	 	 	 
10121	3	88	 	 	 	 
10122	1	88	 	 	 	 
10122	2	88	 	 	 	 
10122	3	88	 	 	 	 
10124	1	88	 	 	 	 
10124	2	88	 	 	 	 
10124	3	88	 	 	 	 
10140	1	88	 	 	 	 
10140	2	88	 	 	 	 
10140	3	88	 	 	 	 
20001	1	14	 	 	1	 
20001	2	88	 	 	 	 
20001	3	88	 	 	 	 
20002	1	48	 	 	 	1
20002	2	88	 	 	 	 
20002	3	88	 	 	 	 
20003	1	29	 	 	 	1
20003	2	88	 	 	 	 
20003	3	88	 	 	 	 
20004	1	48	 	3	3	 
20004	2	88	 	 	 	 
20004	3	88	 	 	 	 
20005	1	12	2	 	 	 
20005	2	88	 	 	 	 
20005	3	88	 	 	 	 
20007	1	88	 	 	 	 
20007	2	88	 	 	 	 
20007	3	88	 	 	 	 
20008	1	39	4	 	 	 
20008	2	38	1	1	1	1
20008	3	88	 	 	 	 
20009	1	38	1	1	1	1
20009	2	88	 	 	 	 
20009	3	88	 	 	 	 
20010	1	88	 	 	 	 
20010	2	88	 	 	 	 
20010	3	88	 	 	 	 
20011	1	88	 	 	 	 
20011	2	88	 	 	 	 
20011	3	88	 	 	 	 
20012	1	30	 	2	2	1
20012	2	88	 	 	 	 
20012	3	88	 	 	 	 
20013	1	88	 	 	 	 
20013	2	88	 	 	 	 
20013	3	88	 	 	 	 
20016	1	88	 	 	 	 
20016	2	88	 	 	 	 
20016	3	88	 	 	 	 
20017	1	88	 	 	 	 
20017	2	88	 	 	 	 
20017	3	88	 	 	 	 
20018	1	88	 	 	 	 
20018	2	88	 	 	 	 
20018	3	88	 	 	 	 
20019	1	25	 	 	 	3
20019	2	88	 	 	 	 
20019	3	88	 	 	 	 
20020	1	88	 	 	 	 
20020	2	88	 	 	 	 
20020	3	88	 	 	 	 
20021	1	25	 	 	 	3
20021	2	38	 	 	1	1
20021	3	88	 	 	 	 
20022	1	88	 	 	 	 
20022	2	88	 	 	 	 
20022	3	88	 	 	 	 
20023	1	88	 	 	 	 
20023	2	88	 	 	 	 
20023	3	88	 	 	 	 
20024	1	88	 	 	 	 
20024	2	88	 	 	 	 
20024	3	88	 	 	 	 
20025	1	88	 	 	 	 
20025	2	88	 	 	 	 
20025	3	88	 	 	 	 
20026	1	88	 	 	 	 
20026	2	88	 	 	 	 
20026	3	88	 	 	 	 
20027	1	25	 	 	3	 
20027	2	88	 	 	 	 
20027	3	88	 	 	 	 
20028	1	88	 	 	 	 
20028	2	88	 	 	 	 
20028	3	88	 	 	 	 
20029	1	88	 	 	 	 
20029	2	88	 	 	 	 
20029	3	88	 	 	 	 
20032	1	88	 	 	 	 
20032	2	88	 	 	 	 
20032	3	88	 	 	 	 
20033	1	88	 	 	 	 
20033	2	88	 	 	 	 
20033	3	88	 	 	 	 
20035	1	42	 	 	3	2
20035	2	88	 	 	 	 
20035	3	88	 	 	 	 
20036	1	48	 	 	1	1
20036	2	88	 	 	 	 
20036	3	88	 	 	 	 
20037	1	88	 	 	 	 
20037	2	88	 	 	 	 
20037	3	88	 	 	 	 
20038	1	41	 	1	1	 
20038	2	88	 	 	 	 
20038	3	88	 	 	 	 
20039	1	88	 	 	 	 
20039	2	88	 	 	 	 
20039	3	88	 	 	 	 
20041	1	88	 	 	 	 
20041	2	88	 	 	 	 
20041	3	88	 	 	 	 
20043	1	25	 	 	2	1
20043	2	88	 	 	 	 
20043	3	88	 	 	 	 
20044	1	88	 	 	 	 
20044	2	88	 	 	 	 
20044	3	88	 	 	 	 
20046	1	39	 	 	2	 
20046	2	25	 	 	1	 
20046	3	88	 	 	 	 
20047	1	25	 	 	 	2
20047	2	24	 	 	 	1
20047	3	28	 	 	 	1
20048	1	61	2	2	2	1
20048	2	88	 	 	 	 
20048	3	88	 	 	 	 
20050	1	88	 	 	 	 
20050	2	88	 	 	 	 
20050	3	88	 	 	 	 
20052	1	88	 	 	 	 
20052	2	88	 	 	 	 
20052	3	88	 	 	 	 
20053	1	25	 	 	3	3
20053	2	42	 	 	 	2
20053	3	88	 	 	 	 
20054	1	48	 	 	1	1
20054	2	88	 	 	 	 
20054	3	88	 	 	 	 
20055	1	88	 	 	 	 
20055	2	88	 	 	 	 
20055	3	88	 	 	 	 
20056	1	88	 	 	 	 
20056	2	88	 	 	 	 
20056	3	88	 	 	 	 
20057	1	88	 	 	 	 
20057	2	88	 	 	 	 
20057	3	88	 	 	 	 
20060	1	88	 	 	 	 
20060	2	88	 	 	 	 
20060	3	88	 	 	 	 
20061	1	39	 	 	 	1
20061	2	88	 	 	 	 
20061	3	88	 	 	 	 
20062	1	88	 	 	 	 
20062	2	88	 	 	 	 
20062	3	88	 	 	 	 
20063	1	88	 	 	 	 
20063	2	88	 	 	 	 
20063	3	88	 	 	 	 
20064	1	88	 	 	 	 
20064	2	88	 	 	 	 
20064	3	88	 	 	 	 
20065	1	88	 	 	 	 
20065	2	88	 	 	 	 
20065	3	88	 	 	 	 
20066	1	36	 	1	 	 
20066	2	88	 	 	 	 
20066	3	88	 	 	 	 
20067	1	88	 	 	 	 
20067	2	88	 	 	 	 
20067	3	88	 	 	 	 
20068	1	88	 	 	 	 
20068	2	88	 	 	 	 
20068	3	88	 	 	 	 
20069	1	88	 	 	 	 
20069	2	88	 	 	 	 
20069	3	88	 	 	 	 
20070	1	25	 	 	2	2
20070	2	88	 	 	 	 
20070	3	88	 	 	 	 
20073	1	25	 	 	 	3
20073	2	88	 	 	 	 
20073	3	88	 	 	 	 
20075	1	25	 	 	1	1
20075	2	88	 	 	 	 
20075	3	88	 	 	 	 
20077	1	29	 	 	 	3
20077	2	25	 	 	 	2
20077	3	28	 	 	1	 
20078	1	13	1	1	1	 
20078	2	88	 	 	 	 
20078	3	88	 	 	 	 
20079	1	88	 	 	 	 
20079	2	88	 	 	 	 
20079	3	88	 	 	 	 
20080	1	12	 	 	3	 
20080	2	88	 	 	 	 
20080	3	88	 	 	 	 
20081	1	37	 	 	 	1
20081	2	88	 	 	 	 
20081	3	88	 	 	 	 
20083	1	28	 	 	1	 
20083	2	88	 	 	 	 
20083	3	88	 	 	 	 
20084	1	25	 	 	 	2
20084	2	39	 	 	 	2
20084	3	88	 	 	 	 
20086	1	88	 	 	 	 
20086	2	88	 	 	 	 
20086	3	88	 	 	 	 
20087	1	37	 	 	 	1
20087	2	38	 	1	1	1
20087	3	25	 	 	1	1
20088	1	25	 	1	1	1
20088	2	88	 	 	 	 
20088	3	88	 	 	 	 
20089	1	36	 	 	 	3
20089	2	37	 	1	1	1
20089	3	25	 	 	1	1
20090	1	88	 	 	 	 
20090	2	88	 	 	 	 
20090	3	88	 	 	 	 
20091	1	38	 	 	 	2
20091	2	88	 	 	 	 
20091	3	88	 	 	 	 
20092	1	88	 	 	 	 
20092	2	88	 	 	 	 
20092	3	88	 	 	 	 
20094	1	88	 	 	 	 
20094	2	88	 	 	 	 
20094	3	88	 	 	 	 
20095	1	88	 	 	 	 
20095	2	88	 	 	 	 
20095	3	88	 	 	 	 
20096	1	25	 	 	 	1
20096	2	88	 	 	 	 
20096	3	88	 	 	 	 
20097	1	38	 	 	2	 
20097	2	88	 	 	 	 
20097	3	88	 	 	 	 
20098	1	39	1	1	1	1
20098	2	88	 	 	 	 
20098	3	88	 	 	 	 
20099	1	88	 	 	 	 
20099	2	88	 	 	 	 
20099	3	88	 	 	 	 
20100	1	31	 	3	3	 
20100	2	25	 	 	 	1
20100	3	88	 	 	 	 
20105	1	38	 	 	1	1
20105	2	88	 	 	 	 
20105	3	88	 	 	 	 
20106	1	25	 	 	 	1
20106	2	88	 	 	 	 
20106	3	88	 	 	 	 
20108	1	88	 	 	 	 
20108	2	88	 	 	 	 
20108	3	88	 	 	 	 
20110	1	88	 	 	 	 
20110	2	88	 	 	 	 
20110	3	88	 	 	 	 
20112	1	14	 	 	3	 
20112	2	28	 	 	4	 
20112	3	25	 	 	 	2
20113	1	88	 	 	 	 
20113	2	88	 	 	 	 
20113	3	88	 	 	 	 
20114	1	88	 	 	 	 
20114	2	88	 	 	 	 
20114	3	88	 	 	 	 
20117	1	88	 	 	 	 
20117	2	88	 	 	 	 
20117	3	88	 	 	 	 
20118	1	25	 	 	 	3
20118	2	88	 	 	 	 
20118	3	88	 	 	 	 
20119	1	88	 	 	 	 
20119	2	88	 	 	 	 
20119	3	88	 	 	 	 
20122	1	88	 	 	 	 
20122	2	88	 	 	 	 
20122	3	88	 	 	 	 
20123	1	88	 	 	 	 
20123	2	88	 	 	 	 
20123	3	88	 	 	 	 
20125	1	88	 	 	 	 
20125	2	88	 	 	 	 
20125	3	88	 	 	 	 
20129	1	42	 	 	2	2
20129	2	88	 	 	 	 
20129	3	88	 	 	 	 
20131	1	25	 	 	 	3
20131	2	28	 	 	 	1
20131	3	88	 	 	 	 
20133	1	37	 	4	3	1
20133	2	88	 	 	 	 
20133	3	88	 	 	 	 
20135	1	88	 	 	 	 
20135	2	88	 	 	 	 
20135	3	88	 	 	 	 
20136	1	37	 	 	 	1
20136	2	88	 	 	 	 
20136	3	88	 	 	 	 
30001	1	88	 	 	 	 
30001	2	88	 	 	 	 
30001	3	88	 	 	 	 
30002	1	88	 	 	 	 
30002	2	88	 	 	 	 
30002	3	88	 	 	 	 
30003	1	88	 	 	 	 
30003	2	88	 	 	 	 
30003	3	88	 	 	 	 
30004	1	88	 	 	 	 
30004	2	88	 	 	 	 
30004	3	88	 	 	 	 
30005	1	88	 	 	 	 
30005	2	88	 	 	 	 
30005	3	88	 	 	 	 
30006	1	36	 	 	 	1
30006	2	88	 	 	 	 
30006	3	88	 	 	 	 
30007	1	88	 	 	 	 
30007	2	88	 	 	 	 
30007	3	88	 	 	 	 
30008	1	88	 	 	 	 
30008	2	88	 	 	 	 
30008	3	88	 	 	 	 
30009	1	38	 	 	3	3
30009	2	88	 	 	 	 
30009	3	88	 	 	 	 
30010	1	88	 	 	 	 
30010	2	88	 	 	 	 
30010	3	88	 	 	 	 
30011	1	88	 	 	 	 
30011	2	88	 	 	 	 
30011	3	88	 	 	 	 
30012	1	88	 	 	 	 
30012	2	88	 	 	 	 
30012	3	88	 	 	 	 
30013	1	88	 	 	 	 
30013	2	88	 	 	 	 
30013	3	88	 	 	 	 
30014	1	88	 	 	 	 
30014	2	88	 	 	 	 
30014	3	88	 	 	 	 
30015	1	88	 	 	 	 
30015	2	88	 	 	 	 
30015	3	88	 	 	 	 
30016	1	88	 	 	 	 
30016	2	88	 	 	 	 
30016	3	88	 	 	 	 
30017	1	88	 	 	 	 
30017	2	88	 	 	 	 
30017	3	88	 	 	 	 
30018	1	88	 	 	 	 
30018	2	88	 	 	 	 
30018	3	88	 	 	 	 
30019	1	88	 	 	 	 
30019	2	88	 	 	 	 
30019	3	88	 	 	 	 
30020	1	36	2	 	 	 
30020	2	88	 	 	 	 
30020	3	88	 	 	 	 
30021	1	88	 	 	 	 
30021	2	88	 	 	 	 
30021	3	88	 	 	 	 
30022	1	88	 	 	 	 
30022	2	88	 	 	 	 
30022	3	88	 	 	 	 
30023	1	88	 	 	 	 
30023	2	88	 	 	 	 
30023	3	88	 	 	 	 
30024	1	88	 	 	 	 
30024	2	88	 	 	 	 
30024	3	88	 	 	 	 
30025	1	88	 	 	 	 
30025	2	88	 	 	 	 
30025	3	88	 	 	 	 
30026	1	88	 	 	 	 
30026	2	88	 	 	 	 
30026	3	88	 	 	 	 
30027	1	24	 	 	 	1
30027	2	29	 	 	 	1
30027	3	88	 	 	 	 
30028	1	40	 	 	 	3
30028	2	88	 	 	 	 
30028	3	88	 	 	 	 
30029	1	88	 	 	 	 
30029	2	88	 	 	 	 
30029	3	88	 	 	 	 
30030	1	88	 	 	 	 
30030	2	88	 	 	 	 
30030	3	88	 	 	 	 
30031	1	88	 	 	 	 
30031	2	88	 	 	 	 
30031	3	88	 	 	 	 
30032	1	88	 	 	 	 
30032	2	88	 	 	 	 
30032	3	88	 	 	 	 
30033	1	88	 	 	 	 
30033	2	88	 	 	 	 
30033	3	88	 	 	 	 
30034	1	88	 	 	 	 
30034	2	88	 	 	 	 
30034	3	88	 	 	 	 
30035	1	88	 	 	 	 
30035	2	88	 	 	 	 
30035	3	88	 	 	 	 
30036	1	40	 	 	3	 
30036	2	88	 	 	 	 
30036	3	88	 	 	 	 
30037	1	88	 	 	 	 
30037	2	88	 	 	 	 
30037	3	88	 	 	 	 
30038	1	88	 	 	 	 
30038	2	88	 	 	 	 
30038	3	88	 	 	 	 
30039	1	24	 	 	 	2
30039	2	88	 	 	 	 
30039	3	88	 	 	 	 
30040	1	36	 	 	 	1
30040	2	14	 	 	1	 
30040	3	88	 	 	 	 
30041	1	88	 	 	 	 
30041	2	88	 	 	 	 
30041	3	88	 	 	 	 
30042	1	24	1	1	1	1
30042	2	88	 	 	 	 
30042	3	88	 	 	 	 
30043	1	88	 	 	 	 
30043	2	88	 	 	 	 
30043	3	88	 	 	 	 
30044	1	88	 	 	 	 
30044	2	88	 	 	 	 
30044	3	88	 	 	 	 
30046	1	88	 	 	 	 
30046	2	88	 	 	 	 
30046	3	88	 	 	 	 
30047	1	39	 	 	 	2
30047	2	88	 	 	 	 
30047	3	88	 	 	 	 
30048	1	35	 	3	 	 
30048	2	24	 	3	 	 
30048	3	88	 	 	 	 
30049	1	88	 	 	 	 
30049	2	88	 	 	 	 
30049	3	88	 	 	 	 
30050	1	88	 	 	 	 
30050	2	88	 	 	 	 
30050	3	88	 	 	 	 
30051	1	88	 	 	 	 
30051	2	88	 	 	 	 
30051	3	88	 	 	 	 
30052	1	88	 	 	 	 
30052	2	88	 	 	 	 
30052	3	88	 	 	 	 
30053	1	88	 	 	 	 
30053	2	88	 	 	 	 
30053	3	88	 	 	 	 
30055	1	88	 	 	 	 
30055	2	88	 	 	 	 
30055	3	88	 	 	 	 
30056	1	37	 	 	 	3
30056	2	88	 	 	 	 
30056	3	88	 	 	 	 
30057	1	88	 	 	 	 
30057	2	88	 	 	 	 
30057	3	88	 	 	 	 
30058	1	37	 	 	2	2
30058	2	88	 	 	 	 
30058	3	88	 	 	 	 
30059	1	88	 	 	 	 
30059	2	88	 	 	 	 
30059	3	88	 	 	 	 
30061	1	38	3	3	3	3
30061	2	88	 	 	 	 
30061	3	88	 	 	 	 
30062	1	88	 	 	 	 
30062	2	88	 	 	 	 
30062	3	88	 	 	 	 
30063	1	24	 	 	 	2
30063	2	25	 	 	 	2
30063	3	88	 	 	 	 
30064	1	39	3	3	3	3
30064	2	24	 	 	4	 
30064	3	88	 	 	 	 
30065	1	88	 	 	 	 
30065	2	88	 	 	 	 
30065	3	88	 	 	 	 
30066	1	34	 	 	 	2
30066	2	88	 	 	 	 
30066	3	88	 	 	 	 
30067	1	88	 	 	 	 
30067	2	88	 	 	 	 
30067	3	88	 	 	 	 
30069	1	88	 	 	 	 
30069	2	88	 	 	 	 
30069	3	88	 	 	 	 
30070	1	42	2	 	 	 
30070	2	88	 	 	 	 
30070	3	88	 	 	 	 
30071	1	37	 	 	4	4
30071	2	24	 	 	 	4
30071	3	28	 	 	 	2
30072	1	88	 	 	 	 
30072	2	88	 	 	 	 
30072	3	88	 	 	 	 
30073	1	88	 	 	 	 
30073	2	88	 	 	 	 
30073	3	88	 	 	 	 
30074	1	24	 	 	1	 
30074	2	30	 	 	1	 
30074	3	88	 	 	 	 
30075	1	88	 	 	 	 
30075	2	88	 	 	 	 
30075	3	88	 	 	 	 
30077	1	88	 	 	 	 
30077	2	88	 	 	 	 
30077	3	88	 	 	 	 
30078	1	24	 	 	 	1
30078	2	88	 	 	 	 
30078	3	88	 	 	 	 
30079	1	88	 	 	 	 
30079	2	88	 	 	 	 
30079	3	88	 	 	 	 
30082	1	88	 	 	 	 
30082	2	88	 	 	 	 
30082	3	88	 	 	 	 
30083	1	88	 	 	 	 
30083	2	88	 	 	 	 
30083	3	88	 	 	 	 
30084	1	88	 	 	 	 
30084	2	88	 	 	 	 
30084	3	88	 	 	 	 
30086	1	37	 	 	 	2
30086	2	88	 	 	 	 
30086	3	88	 	 	 	 
30087	1	36	 	 	 	2
30087	2	88	 	 	 	 
30087	3	88	 	 	 	 
30088	1	24	 	1	1	 
30088	2	88	 	 	 	 
30088	3	88	 	 	 	 
30089	1	88	 	 	 	 
30089	2	88	 	 	 	 
30089	3	88	 	 	 	 
30090	1	88	 	 	 	 
30090	2	88	 	 	 	 
30090	3	88	 	 	 	 
30092	1	88	 	 	 	 
30092	2	88	 	 	 	 
30092	3	88	 	 	 	 
30093	1	42	4	4	4	4
30093	2	88	 	 	 	 
30093	3	88	 	 	 	 
30094	1	24	 	 	 	3
30094	2	28	 	 	 	2
30094	3	29	 	 	 	2
30095	1	88	 	 	 	 
30095	2	88	 	 	 	 
30095	3	88	 	 	 	 
30096	1	88	 	 	 	 
30096	2	88	 	 	 	 
30096	3	88	 	 	 	 
30097	1	42	2	2	2	2
30097	2	88	 	 	 	 
30097	3	88	 	 	 	 
30098	1	88	 	 	 	 
30098	2	88	 	 	 	 
30098	3	88	 	 	 	 
30099	1	88	 	 	 	 
30099	2	88	 	 	 	 
30099	3	88	 	 	 	 
30100	1	88	 	 	 	 
30100	2	88	 	 	 	 
30100	3	88	 	 	 	 
30120	1	12	 	 	2	 
30120	2	88	 	 	 	 
30120	3	88	 	 	 	 
30127	1	37	 	 	 	3
30127	2	61	 	 	 	2
30127	3	24	 	 	 	1
30129	1	39	 	 	 	3
30129	2	42	 	2	2	2
30129	3	88	 	 	 	 
30130	1	88	 	 	 	 
30130	2	88	 	 	 	 
30130	3	88	 	 	 	 
30131	1	88	 	 	 	 
30131	2	88	 	 	 	 
30131	3	88	 	 	 	 
30132	1	24	 	 	 	2
30132	2	88	 	 	 	 
30132	3	88	 	 	 	 
30138	1	38	 	4	 	 
30138	2	88	 	 	 	 
30138	3	88	 	 	 	 
40001	1	25	 	 	 	2
40001	2	88	 	 	 	 
40001	3	88	 	 	 	 
40002	1	25	 	 	4	4
40002	2	88	 	 	 	 
40002	3	88	 	 	 	 
40003	1	31	 	 	2	 
40003	2	13	 	 	2	 
40003	3	88	 	 	 	 
40004	1	25	 	 	3	 
40004	2	88	 	 	 	 
40004	3	88	 	 	 	 
40005	1	25	 	2	 	 
40005	2	88	 	 	 	 
40005	3	88	 	 	 	 
40006	1	25	 	2	 	 
40006	2	88	 	 	 	 
40006	3	88	 	 	 	 
40007	1	38	 	2	2	1
40007	2	88	 	 	 	 
40007	3	88	 	 	 	 
40008	1	88	 	 	 	 
40008	2	88	 	 	 	 
40008	3	88	 	 	 	 
40009	1	88	 	 	 	 
40009	2	88	 	 	 	 
40009	3	88	 	 	 	 
40010	1	25	 	 	 	2
40010	2	88	 	 	 	 
40010	3	88	 	 	 	 
40012	1	48	 	 	1	1
40012	2	88	 	 	 	 
40012	3	88	 	 	 	 
40013	1	88	 	 	 	 
40013	2	88	 	 	 	 
40013	3	88	 	 	 	 
40014	1	25	 	 	 	2
