CHILDID	PLANID	PLAN
IN190090	1	10
IN190091	1	8
IN190091	2	10
IN190092	1	10
IN190093	1	8
IN190093	2	10
IN190094	1	8
IN190094	2	10
IN190095	1	8
IN190095	2	10
IN190096	1	3
IN190096	2	10
IN190097	1	10
IN190098	1	10
IN190099	1	9
IN190099	2	10
IN190100	1	8
IN190100	2	10
IN200001	1	8
IN200001	2	9
IN200002	1	10
IN200002	2	3
IN200003	1	2
IN200003	2	4
IN200004	1	2
IN200004	2	4
IN200005	1	4
IN200005	2	4
IN200006	1	5
IN200006	2	2
IN200007	1	2
IN200007	2	4
IN200008	1	2
IN200008	2	4
IN200009	1	2
IN200010	1	4
IN200010	2	2
IN200011	1	3
IN200011	2	2
IN200012	1	8
IN200012	2	1
IN200013	1	9
IN200014	1	6
IN200014	2	3
IN200015	1	2
IN200015	2	5
IN200016	1	2
IN200016	2	1
IN200017	1	1
IN200017	2	4
IN200018	1	9
IN200018	2	1
IN200019	1	5
IN200019	2	2
IN200020	1	2
IN200020	2	4
IN200021	1	10
IN200021	2	4
IN200022	1	10
IN200022	2	4
IN200023	1	2
IN200023	2	3
IN200024	1	2
IN200024	2	4
IN200025	1	2
IN200025	2	6
IN200026	1	2
IN200026	2	3
IN200027	1	4
IN200027	2	6
IN200028	1	4
IN200028	2	8
IN200029	1	10
IN200029	2	10
IN200030	1	2
IN200031	1	2
IN200031	2	3
IN200032	1	4
IN200032	2	2
IN200033	1	4
IN200033	2	3
IN200034	1	4
IN200034	2	5
IN200035	1	3
IN200035	2	10
IN200036	1	2
IN200036	2	7
IN200037	1	4
IN200037	2	1
IN200038	1	4
IN200038	2	2
IN200039	1	3
IN200039	2	5
IN200040	1	5
IN200040	2	4
IN200041	1	4
IN200041	2	5
IN200042	1	5
IN200042	2	10
IN200043	1	4
IN200043	2	1
IN200044	1	4
IN200044	2	2
IN200045	1	4
IN200045	2	10
IN200046	1	3
IN200046	2	2
IN200047	1	2
IN200047	2	4
IN200048	1	8
IN200048	2	10
IN200049	1	3
IN200049	2	2
IN200050	1	2
IN200050	2	4
IN200051	1	4
IN200051	2	2
IN200052	1	3
IN200052	2	4
IN200053	1	4
IN200053	2	2
IN200054	1	2
IN200055	1	6
IN200055	2	2
IN200056	1	8
IN200056	2	10
IN200057	1	3
IN200058	1	4
IN200058	2	2
IN200059	1	8
IN200059	2	10
IN200060	1	4
IN200060	2	1
IN200061	1	4
IN200061	2	6
IN200062	1	8
IN200062	2	10
IN200063	1	5
IN200063	2	6
IN200064	1	2
IN200064	2	5
IN200065	1	5
IN200065	2	3
IN200066	1	4
IN200066	2	1
IN200067	1	4
IN200067	2	1
IN200068	1	4
IN200068	2	10
IN200069	1	4
IN200069	2	5
IN200070	1	4
IN200070	2	2
IN200071	1	4
IN200071	2	6
IN200072	1	2
IN200072	2	5
IN200073	1	4
IN200073	2	1
IN200074	1	4
IN200074	2	6
IN200075	1	5
IN200075	2	2
IN200076	1	2
IN200076	2	3
IN200077	1	4
IN200077	2	6
IN200078	1	4
IN200078	2	6
IN200079	1	2
IN200079	2	3
IN200080	1	4
IN200080	2	6
IN200081	1	4
IN200081	2	8
IN200082	1	5
IN200082	2	4
IN200083	1	4
IN200083	2	5
IN200084	1	10
IN200084	2	2
IN200085	1	4
IN200085	2	1
IN200086	1	5
IN200086	2	9
IN200087	1	8
IN200087	2	1
IN200088	1	5
IN200088	2	8
IN200089	1	4
IN200089	2	2
IN200090	1	4
IN200090	2	5
IN200091	1	4
IN200091	2	1
IN200092	1	10
IN200092	2	1
IN200093	1	10
IN200093	2	2
IN200094	1	2
IN200094	2	5
IN200095	1	4
IN200095	2	8
IN200096	1	10
IN200096	2	1
IN200097	1	3
IN200098	1	4
IN200098	2	1
IN200099	1	10
IN200099	2	1
IN200100	1	2
IN200100	2	5
IN200101	1	4
IN200101	2	2
IN200102	1	8
IN200102	2	4
IN200103	1	2
IN200103	2	1
IN200104	1	3
IN200104	2	1
IN200105	1	4
IN200105	2	2
