PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102
12	1	6	1	11	5.75	1	12
12	2	35	1	21	35	1	22
12	3	27	1	21	25	1	22
12	4	50	1	21	45	1	22
12	5	35	1	21	40	1	22
12	6	45	1	21	45	1	22
12	7	5	9	19	4.5	9	20
12	8	.400000005960464	9	19	.5	9	20
12	9	.5	9	19	.600000023841858	9	20
12	10	1	9	19	1	9	20
12	11	12	1	11	13	1	12
12	12	50	1	11	50	1	12
12	13	19	1	11	20	1	12
12	14	15.4899997711182	2	2	15.4899997711182	2	2
12	15	12.2799997329712	2	2	12.2799997329712	2	2
12	16	16.5	19	5	17	19	6
12	17	9.5	19	5	10	19	6
12	18	6	19	5	6.5	19	6
12	19	8	19	5	7.5	19	6
12	20	6	19	5	6.5	19	6
12	21	-77	16	5	-77	16	6
12	22	-77	16	5	-77	16	6
12	23	-77	16	5	-77	16	6
12	24	13	19	5	13.5	19	6
12	25	8	19	5	9	19	6
12	26	-77	16	5	-77	16	6
12	27	12	19	5	13	19	6
12	28	9	19	5	9.5	19	6
12	29	-77	19	5	-77	19	6
12	30	10	1	17	10	1	18
12	31	-77	16	17	-77	16	18
12	32	120	1	17	125	1	18
12	33	2.25	1	11	2.25	1	12
12	34	-77	16	5	-77	16	6
12	35	-77	16	5	-77	16	6
12	36	-77	16	5	-77	16	6
12	37	-77	16	5	-77	16	6
12	38	-77	16	5	-77	16	6
12	39	9	19	5	10	19	6
12	40	100	6	7	100	6	8
12	41	-77	16	7	-77	16	8
12	42	-77	16	7	-77	16	8
12	43	-77	16	7	-77	16	8
12	44	-77	6	7	-77	6	8
12	45	135	1	15	140	1	16
12	46	70	1	9	70	1	10
12	47	25	1	9	28	1	10
12	48	80	1	11	80	1	12
12	49	4	1	9	4.5	1	10
12	50	20	1	11	22	1	12
12	51	5	1	11	4.75	1	12
12	52	22.5	1	11	22.5	1	12
12	53	22	1	11	21	1	12
12	54	30	1	11	30	1	12
12	55	-77	1	17	-77	1	18
12	56	1	1	11	1	1	12
12	57	-88	16	5	-88	16	6
12	58	6	19	13	6.5	19	14
12	59	3	19	13	3	19	14
12	60	20	19	13	19	19	14
12	61	14	19	13	14	19	14
12	62	3	19	13	3.25	19	14
12	63	20	19	13	21	19	14
12	64	-77	16	13	-77	16	14
12	65	21	19	5	20	19	6
12	66	11	19	13	10	19	14
12	67	4	19	13	4	19	14
12	68	-77	16	17	-77	16	18
12	69	-77	16	4	-77	16	6
12	70	-77	19	5	-77	19	6
12	71	170	1	17	165	1	18
13	0	15	15	5	20	2	4
13	1	12	1	3	13	3	4
13	2	150	1	5	180	1	4
13	3	90	1	7	100	3	8
13	4	80	1	7	90	3	8
13	5	150	1	7	170	3	8
13	6	140	1	7	150	3	8
13	7	8	1	4	6	9	7
13	8	2.25	1	7	2	9	3
13	9	2.5	10	7	3	9	8
13	10	2	10	4	2.5	9	2
13	11	15	1	7	20	3	8
13	12	50	1	7	60	3	8
13	13	18	2	8	22	4	7
13	14	-77	16	7	-77	16	2
13	15	-77	16	7	-77	16	8
13	16	16	19	7	16.5	19	8
13	17	13	19	4	12.5	19	7
13	18	5	19	7	5.25	19	8
13	19	8	19	6	8.5	19	8
13	20	5.25	19	8	5.5	19	7
13	21	5	19	6	5.5	19	8
13	22	4.90000009536743	19	8	5	19	7
13	23	12	19	8	14	1	7
13	24	25	1	3	23	19	8
13	25	7	19	8	7.5	1	7
13	26	18	1	7	17.5	19	8
13	27	10	1	6	9.5	19	8
13	28	15	1	7	14.5	19	8
13	29	-88	16	3	-88	16	7
13	30	10	2	8	11	4	8
13	31	25	1	8	28	4	7
13	32	150	1	8	160	4	7
13	33	2.75	1	8	3	4	8
13	34	18	1	7	17.5	14	8
13	35	30	1	7	28	19	8
13	36	-77	16	8	-77	16	6
13	37	18	1	8	17	19	7
13	38	16	1	8	15.5	19	7
13	39	16	19	7	17	1	8
13	40	160	6	8	165	1	7
13	41	170	1	8	165	6	7
13	42	180	7	8	185	7	7
13	43	180	6	8	185	1	7
13	44	-88	16	8	-88	16	7
13	45	240	1	8	230	14	7
13	46	60	1	8	50	19	7
13	47	35	1	7	30	14	8
13	48	80	1	8	70	14	7
13	49	-88	16	8	-88	16	7
13	50	23	1	8	24	1	7
13	51	5	1	8	5	1	7
13	52	30	1	8	30	1	7
13	53	15	1	8	15.5	2	7
13	54	60	1	8	60	1	7
13	55	-88	16	8	-88	16	7
13	56	1	2	8	1	1	7
13	57	10	1	8	9	14	7
13	58	6	1	8	8	3	7
13	59	5	5	7	7	3	5
13	60	10	3	8	8	5	7
13	61	10	3	8	8	14	7
13	62	5	4	8	4	5	7
13	63	30	5	8	35	3	7
13	64	8	5	8	10	3	7
13	65	18	1	8	15	14	7
13	66	7.5	5	8	9.5	3	2
13	67	-88	16	7	-77	16	8
13	68	35	14	7	40	4	8
13	69	14	19	8	15	1	7
13	70	-88	16	8	-88	16	7
13	71	80	1	6	70	14	7
14	0	110	15	1	-88	16	1
14	1	7	1	1	7	1	7
14	2	170	3	11	200	1	9
14	3	150	3	11	130	1	9
14	4	150	3	11	170	1	9
14	5	225	3	11	250	1	9
14	6	120	3	11	90	1	9
14	7	5	9	3	5	10	6
14	8	.200000002980232	9	3	.100000001490116	10	6
14	9	1.60000002384186	9	3	.5	10	6
14	10	11	9	3	10	10	6
14	11	16	1	7	15	1	9
14	12	42.5	1	7	46	1	9
14	13	15.1999998092651	18	11	15	17	10
14	14	-88	16	11	-88	16	8
14	15	-88	16	11	-88	16	8
14	16	18	19	10	17	3	11
14	17	16	19	10	14.25	3	11
14	18	13	19	10	12	3	11
14	19	10	19	10	10	3	11
14	20	7	19	10	8	3	11
14	21	12	19	10	12	3	11
14	22	12	19	10	11	3	11
14	23	28	19	10	30	3	11
14	24	25	19	10	25	3	11
14	25	10	19	10	11	3	11
14	26	12	19	10	14	3	11
14	27	9	19	10	9	3	11
14	28	-88	16	10	-88	16	11
14	29	-88	16	10	-88	16	11
14	30	12	1	7	15	3	11
14	31	15	1	7	20	3	11
14	32	130	1	7	120	3	7
14	33	2.75	1	7	2.5	3	11
14	34	35	19	10	37	3	11
14	35	37	19	10	42	3	11
14	36	25	19	10	18	3	11
14	37	-88	16	10	18	3	11
14	38	15	19	10	17	3	11
14	39	30	19	10	28	3	11
14	40	110	6	11	110	6	8
14	41	120	6	11	-88	16	8
14	42	85	19	11	90	3	8
14	43	130	6	11	-88	16	8
14	44	-88	16	11	-88	16	8
14	45	280	1	9	200	19	10
14	46	15	1	9	24	19	10
14	47	10	1	9	16	19	10
14	48	70	1	9	60	19	10
14	49	-88	16	9	-88	16	10
14	50	14.5	1	11	15	1	7
14	51	4.5	1	11	5	1	7
14	52	23.6000003814697	1	11	45	1	7
14	53	30	5	11	28	19	10
14	54	33	19	11	40	19	10
14	55	-88	16	11	-88	16	10
14	56	1.20000004768372	1	9	1.20000004768372	1	7
14	57	25	19	9	28	1	10
14	58	6	19	9	5.5	5	10
14	59	15	5	11	12	19	10
14	60	24	5	11	20	19	10
14	61	10	5	11	10	19	10
14	62	10	5	11	8	19	10
14	63	35	5	11	35	19	10
14	64	20	5	11	22	19	10
14	65	25	5	11	21	19	10
14	66	15	5	11	13	19	10
14	67	-88	5	11	-88	19	10
14	68	40	1	7	-88	16	11
14	69	21	19	10	24	3	11
14	70	-88	16	10	-88	16	11
14	71	50	19	11	70	19	10
15	0	90.4599990844727	17	10	180	15	7
15	1	7	1	7	6.5	1	6
15	2	180	1	6	200	1	12
15	3	125	1	6	110	1	12
15	4	160	1	6	155	1	12
15	5	250	1	6	320	1	12
15	6	170	1	6	155	1	12
15	7	3	9	11	2.79999995231628	10	20
15	8	.100000001490116	9	11	.0599999986588955	10	20
15	9	3.04999995231628	9	11	2.59999990463257	10	20
15	10	10.1999998092651	9	11	9.39999961853027	10	20
15	11	15	1	7	15	1	6
15	12	40	1	7	45	1	6
15	13	15	17	21	-88	1	7
15	14	-88	16	3	-88	16	5
15	15	-88	16	3	-88	16	5
15	16	17.5	17	15	17	18	6
15	17	16	17	15	13	18	6
15	18	12	17	15	10.75	18	6
15	19	11	17	15	9.5	18	6
15	20	8	17	15	7.25	18	6
15	21	13	17	15	10	18	6
15	22	13	17	15	11.8000001907349	18	6
15	23	34	17	15	22	18	6
15	24	28	17	15	26	18	6
15	25	14	17	15	12.5	18	6
15	26	18	17	15	15	18	6
15	27	14	17	15	13	18	6
15	28	-88	16	15	-88	16	6
15	29	-88	16	15	-88	16	6
15	30	20	1	7	16	1	6
15	31	32	1	7	26	1	6
15	32	170	17	13	160	18	6
15	33	2.5	1	7	2.29999995231628	1	6
15	34	26	17	15	25	19	16
15	35	46	17	15	43.7999992370605	19	16
15	36	12	4	8	14.5	19	16
15	37	12	4	8	14.5	19	16
15	38	17	17	15	15.5	19	16
15	39	22	17	15	20.75	19	16
15	40	140	6	17	120	6	19
15	41	150	6	17	-88	6	19
15	42	120	7	17	80	19	13
15	43	-88	16	17	-88	6	19
15	44	-88	6	17	-88	6	19
15	45	140	1	14	260	1	14
15	46	17	17	8	28	17	13
15	47	16	17	8	18	17	13
15	48	65	1	6	80	1	7
15	49	-88	16	6	-88	16	7
15	50	15	1	6	14.5	2	8
15	51	5	1	6	5	1	7
15	52	52	1	6	50	1	7
15	53	30	5	16	28	19	13
15	54	60	1	6	45	19	13
15	55	-88	18	16	-88	4	8
15	56	1.20000004768372	1	6	1.20000004768372	1	7
15	57	40	18	16	-88	16	13
15	58	8	5	16	6.5	19	13
15	59	12	5	16	10	19	13
15	60	18	5	16	16	19	13
15	61	15	5	16	13	1	6
15	62	6	5	16	7	19	13
15	63	35	5	16	30	4	13
15	64	27	5	16	20	19	13
15	65	25	17	15	25	1	6
15	66	10	5	16	8	19	13
15	67	-88	16	16	-88	19	13
15	68	40	7	7	50	17	6
15	69	20	19	15	24	1	7
15	70	-88	16	15	-88	16	16
15	71	120	18	16	70	4	8
16	0	92	17	1	120	15	1
16	1	6.75	1	8	7	1	12
16	2	120	1	9	150	1	10
16	3	100	1	9	80	1	10
16	4	80	1	9	110	2	10
16	5	250	1	9	220	1	10
16	6	130	1	9	120	1	10
16	7	3	10	3	4	9	3
16	8	.100000001490116	10	3	.150000005960464	9	3
16	9	2.70000004768372	10	3	3	9	3
16	10	10	10	3	10.5	9	3
16	11	15	1	8	15	1	12
16	12	40	1	8	42	1	12
16	13	15	17	8	-88	16	12
16	14	-88	16	8	-88	16	12
16	15	-88	16	8	-88	16	12
16	16	17.5	19	13	18	18	7
16	17	15	19	13	15	18	7
16	18	13	19	13	13	18	7
16	19	11	19	13	11	18	7
16	20	8	19	13	7	18	7
16	21	11	19	13	12	18	7
16	22	11	19	13	11	18	7
16	23	36	19	13	20	18	7
16	24	25	19	13	30	18	7
16	25	14	19	13	14	18	7
16	26	16	19	13	15	18	7
16	27	15	19	13	13	18	7
16	28	-88	19	13	-88	18	7
16	29	-88	19	13	-88	18	7
16	30	16	1	8	20	1	12
16	31	18	1	8	-88	16	12
16	32	150	1	8	-88	16	12
16	33	2.59999990463257	1	8	2.5	1	12
16	34	33	19	13	35	18	7
16	35	45	19	13	42	18	7
16	36	22	19	13	-88	16	7
16	37	22	19	13	-88	16	7
16	38	18	19	13	-88	16	7
16	39	28	19	13	28	18	7
16	40	120	6	13	120	6	11
16	41	-88	16	13	-88	16	11
16	42	100	19	13	120	19	11
16	43	-88	16	13	-88	16	11
16	44	-88	16	13	-88	16	11
16	45	150	1	7	180	1	13
16	46	30	1	7	20	19	13
16	47	24	1	7	15	19	13
16	48	80	1	7	70	1	13
16	49	-88	16	7	-88	16	13
16	50	15.3999996185303	1	7	14.5	2	13
16	51	5	1	7	5	1	13
16	52	55	1	7	25	2	13
16	53	30	1	7	32	19	13
16	54	60	1	7	50	19	13
16	55	-88	16	7	-88	16	13
16	56	1.20000004768372	1	7	1.20000004768372	1	12
16	57	-88	16	7	30	1	12
16	58	8	5	7	7	1	12
16	59	10	5	7	8	5	12
16	60	18	5	7	20	5	12
16	61	12	5	7	10	5	12
16	62	8	5	7	8	5	12
16	63	32	5	7	35	5	12
16	64	25	5	7	24	5	12
16	65	30	5	7	28	5	12
16	66	13	5	7	14	5	12
16	67	-88	16	7	-88	16	12
16	68	30	7	8	-88	16	12
16	69	22	19	13	24	18	7
16	70	-88	16	13	-88	16	7
16	71	50	1	7	60	4	13
17	0	100	17	1	15	15	15
17	1	7	1	7	6.75	1	8
17	2	200	3	14	230	18	13
17	3	90	3	14	160	18	13
17	4	120	3	14	140	18	13
17	5	250	3	14	300	18	13
17	6	100	3	14	150	18	13
17	7	4	9	10	3	10	2
17	8	.100000001490116	9	10	.100000001490116	10	2
17	9	3	9	10	3	10	2
17	10	10.5	9	10	10	10	2
17	11	15	1	7	15	1	8
17	12	39	1	7	42	1	8
17	13	16	1	7	15	17	17
17	14	-88	16	6	-88	16	16
17	15	-88	16	6	-88	16	16
17	16	18	18	18	17	19	20
17	17	14	18	18	14	19	20
17	18	12	18	18	11.5	19	20
17	19	12	18	18	11	19	20
17	20	7.5	18	18	7.5	19	20
17	21	13	18	18	13	19	20
17	22	12	18	18	11	19	20
17	23	32	18	18	35	19	20
17	24	27	18	18	25	19	20
17	25	14	18	18	14	19	20
17	26	16	18	18	18	19	20
17	27	13.5	18	18	14	19	20
17	28	-88	16	18	-88	16	20
17	29	-88	16	18	-88	16	20
17	30	22	1	7	16	19	20
17	31	30	1	7	-88	16	20
17	32	150	18	16	160	19	20
17	33	2.75	1	7	2.5	19	20
17	34	27	18	18	26	19	20
17	35	45	18	18	-88	16	20
17	36	13	18	18	12	19	20
17	37	15	18	18	-88	16	20
17	38	20	18	18	18	19	20
17	39	23	18	18	20	19	20
17	40	120	6	11	120	6	16
17	41	-88	15	11	-88	6	16
17	42	80	6	11	100	19	16
17	43	-88	16	11	-88	16	16
17	44	-88	16	11	-88	16	16
17	45	300	1	21	220	1	21
17	46	26	17	9	35	17	16
17	47	18	17	9	24	17	16
17	48	80	1	7	70	1	8
17	49	-88	16	7	-88	16	8
17	50	15	1	7	14.5	2	16
17	51	5	1	7	5	1	16
17	52	54	1	7	24	2	16
17	53	32	5	19	28	19	17
17	54	45	5	19	50	19	16
17	55	-88	16	18	-88	16	16
17	56	1.20000004768372	1	7	1.20000004768372	1	16
17	57	37	18	8	-88	16	16
17	58	7	5	19	8	19	16
17	59	10	5	19	10	19	20
17	60	20	6	19	16	19	20
17	61	12	5	19	13	19	20
17	62	8	5	19	7	19	20
17	63	32	5	19	28	19	20
17	64	24	5	19	-88	16	20
17	65	30	1	7	27	19	20
17	66	12	5	19	10	19	20
17	67	-88	16	19	-88	16	20
17	68	-88	16	7	-88	16	20
17	69	26	18	18	23	19	20
17	70	-88	16	18	-88	16	20
17	71	80	18	18	100	18	16
18	0	4	1	5	5	1	6
18	1	6	1	5	7	2	4
18	2	135	1	6	120	19	5
18	3	85	1	2	100	1	6
18	4	40	1	5	35	1	6
18	5	150	1	6	130	3	2
18	6	150	1	6	140	1	5
18	7	4	9	3	4.5	10	6
18	8	2	9	1	1	10	3
18	9	1	9	2	.150000005960464	10	3
18	10	3	9	5	3	10	3
18	11	14	1	1	13	1	6
18	12	50	1	5	45	1	4
18	13	16.2999992370605	17	6	16.2999992370605	17	4
18	14	-88	16	6	-88	16	5
18	15	-88	16	1	-88	16	2
18	16	15	19	5	16	19	4
18	17	11	19	5	12	1	4
18	18	8	19	5	6.65000009536743	19	4
18	19	7.65000009536743	19	4	7.34999990463257	19	5
18	20	6.65000009536743	19	5	6.34999990463257	6	4
18	21	8.35000038146973	19	5	9.64999961853027	1	4
18	22	7.65000009536743	19	4	7.34999990463257	19	6
18	23	20	19	4	18.6499996185303	15	5
18	24	12	19	5	11.6499996185303	19	6
18	25	6.34999990463257	19	4	6.65000009536743	19	6
18	26	9	19	4	6.65000009536743	19	5
18	27	8.35000038146973	19	5	9	19	4
18	28	-77	19	4	-77	1	5
18	29	-88	19	4	-88	1	5
18	30	12.5	17	4	12.5	17	6
18	31	15	17	6	15	17	4
18	32	120	19	4	100	19	6
18	33	1.5	19	6	2	1	4
18	34	12	19	6	12	19	5
18	35	-88	19	6	-88	1	4
18	36	7.19999980926514	19	6	6.80000019073486	19	4
18	37	7	19	5	7.25	19	6
18	38	12.5	19	4	10	19	6
18	39	10	19	4	9.35000038146973	19	5
18	40	90	1	4	100	1	6
18	41	-88	1	6	-88	19	4
18	42	60	19	4	55	19	5
18	43	-88	1	5	-88	19	4
18	44	-88	1	5	-88	19	6
18	45	408	1	6	400	1	4
18	46	25	19	4	30	2	5
18	47	20	17	6	40	17	1
18	48	50	1	4	60	1	6
18	49	-88	1	6	-88	19	4
18	50	15.3000001907349	1	4	15.3000001907349	2	6
18	51	5	1	4	5	2	6
18	52	24.6499996185303	1	4	24.6499996185303	2	6
18	53	5	19	4	5.32999992370605	19	6
18	54	35	1	4	30	19	6
18	55	-88	1	6	-88	19	5
18	56	1	17	4	1	1	6
18	57	-88	1	4	-88	19	6
18	58	8	19	4	7	19	6
18	59	10	19	5	12	19	6
18	60	12	19	4	14	19	6
18	61	6.34999990463257	19	4	6.34999990463257	19	5
18	62	5	19	4	6	19	6
18	63	13.3500003814697	19	4	13.3500003814697	19	5
18	64	-88	88	6	-88	1	4
18	65	12	19	5	11.6499996185303	19	4
18	66	10	1	5	9.64999961853027	19	4
18	67	-88	19	6	-88	1	6
18	68	-77	1	6	-77	19	3
18	69	16	1	6	15	1	5
18	70	-88	1	5	-88	19	6
18	71	80	19	4	70	19	5
19	0	-88	16	49	-88	16	49
19	1	6	1	3	5.5	19	19
19	2	140	1	8	120	19	9
19	3	120	1	8	100	19	9
19	4	80	1	8	75	19	9
19	5	130	1	8	100	19	9
19	6	90	1	8	70	19	9
19	7	7	9	1	2	10	20
19	8	.150000005960464	9	1	.100000001490116	10	20
19	9	1.20000004768372	9	1	.75	10	20
19	10	2	9	1	.300000011920929	10	20
19	11	12	1	3	12	19	19
19	12	48	1	3	48	19	19
19	13	16	19	33	14.3199996948242	17	32
19	14	16.5	2	41	-88	16	49
19	15	13.4499998092651	2	41	-88	16	49
19	16	16	19	21	16	19	22
19	17	13	19	21	14	19	22
19	18	9	19	21	10	19	22
19	19	11	19	21	12	19	22
19	20	8	19	21	8.5	19	22
19	21	11	19	21	12	19	22
19	22	6	19	21	7	19	22
19	23	-88	16	49	-88	16	49
19	24	13	19	23	15	19	21
19	25	9	19	48	8	19	23
19	26	16	19	23	16	19	48
19	27	10	19	23	11	19	48
19	28	-88	16	22	-88	16	48
19	29	-88	16	49	-88	16	49
19	30	8.5	2	24	9.5	1	27
19	31	9.5	2	24	10	1	27
19	32	120	2	24	120	1	27
19	33	2	19	42	2.5	1	3
19	34	24	19	23	22	19	22
19	35	-88	16	49	-88	16	49
19	36	-88	16	49	-88	16	49
19	37	18	19	5	16	19	22
19	38	18	19	22	18	19	23
19	39	14	19	5	16	19	22
19	40	110	6	6	120	6	7
19	41	140	6	6	140	6	39
19	42	90	6	6	80	6	39
19	43	-88	16	6	-88	16	7
19	44	-88	16	49	-88	16	49
19	45	200	1	34	180	1	35
19	46	40	17	4	43	17	5
19	47	10	1	36	10	1	37
19	48	70	19	19	73	1	3
19	49	-88	16	49	-88	16	49
19	50	15	11	45	25	1	3
19	51	5	1	3	5	19	19
19	52	46	1	3	40	1	19
19	53	20	19	40	18	19	44
19	54	42	19	2	40	19	46
19	55	-88	16	49	-88	16	49
19	56	1	1	39	1	1	47
19	57	-88	16	49	-88	16	49
19	58	4	19	40	5	19	44
19	59	8	19	40	7	19	44
19	60	9	19	40	10	19	44
19	61	7	19	19	8	1	3
19	62	12	19	40	13	19	44
19	63	15	19	40	12	19	44
19	64	-88	16	40	-88	16	44
19	65	16	19	5	15	19	22
19	66	10	19	40	8	19	44
19	67	-88	16	49	-88	16	49
19	68	15	2	24	15	1	27
19	69	65	1	3	-88	16	19
19	70	-88	16	49	-88	16	49
19	71	60	19	19	-88	16	3
20	0	20	1	9	20	3	9
20	1	5	1	9	4.5	3	9
20	2	130	1	5	90	3	5
20	3	100	1	5	90	3	5
20	4	85	1	5	75	3	5
20	5	120	1	5	95	3	5
20	6	85	1	5	60	3	5
20	7	4	9	6	-88	88	6
20	8	.25	9	6	-88	88	6
20	9	.600000023841858	9	6	-88	88	6
20	10	.25	9	6	-88	88	6
20	11	11	1	9	10.5	3	9
20	12	40	1	9	-88	88	9
20	13	24	1	9	-88	88	9
20	14	18	12	1	-88	88	1
20	15	16	12	1	-88	88	1
20	16	13	1	7	-88	88	7
20	17	10	1	7	-88	88	7
20	18	8	1	7	-88	88	7
20	19	7.5	1	7	-88	88	7
20	20	5	1	7	-88	88	7
20	21	4	1	7	-88	88	7
20	22	4	1	7	-88	88	7
20	23	9	1	7	-88	88	7
20	24	22	1	7	-88	88	7
20	25	7	1	7	-88	88	7
20	26	8	1	7	-88	88	7
20	27	8.5	1	7	-88	88	7
20	28	8	1	7	-88	88	7
20	29	-88	88	7	-88	88	7
20	30	15	1	8	15	3	8
20	31	20	3	8	-88	88	8
20	32	140	3	8	-88	88	8
20	33	2	1	9	2	3	9
20	34	20	1	7	-88	88	7
20	35	25	1	7	-88	88	7
20	36	16	1	7	-88	88	7
20	37	16	1	7	-88	88	7
20	38	18	1	7	-88	88	7
20	39	22	1	7	-88	88	7
20	40	120	6	10	80	3	10
20	41	140	6	10	-88	88	10
20	42	100	3	10	-88	88	10
20	43	140	6	10	-88	88	10
20	44	-88	88	10	-88	88	10
20	45	90	3	11	-88	88	11
20	46	16	1	11	-88	88	11
20	47	12	1	11	-88	88	11
20	48	50	1	9	47	3	9
20	49	-88	88	9	-88	88	9
20	50	24	1	9	-88	88	9
20	51	4	1	9	-88	88	9
20	52	32	1	9	-88	88	9
20	53	18	5	12	-88	88	12
20	54	35	1	12	-88	88	12
20	55	-88	88	12	-88	88	12
20	56	2	1	9	-88	88	9
20	57	16	3	12	-88	88	12
20	58	6	5	12	-88	88	12
20	59	7	5	12	-88	88	12
20	60	14	5	12	-88	88	12
20	61	18	5	12	-88	88	12
20	62	10	5	12	-88	88	12
20	63	29	5	12	-88	88	12
20	64	11	5	12	-88	88	12
20	65	20	1	7	-88	88	12
20	66	10	5	12	-88	88	12
20	67	-88	88	12	-88	88	12
20	68	21	3	8	-88	88	8
20	69	30	1	7	-88	88	7
20	70	-88	88	7	-88	88	7
20	71	35	1	12	-88	88	12
21	0	15	1	5	16	1	5
21	1	5	1	10	5	1	11
21	2	28	1	13	30	1	14
21	3	45	19	13	45	1	14
21	4	85	1	10	120	1	11
21	5	20	3	13	18	3	14
21	6	100	3	8	130	1	14
21	7	4	9	8	4	9	9
21	8	.600000023841858	9	8	.600000023841858	9	9
21	9	.610000014305115	9	8	.610000014305115	9	9
21	10	2	9	8	2	9	9
21	11	.75	1	10	.75	1	11
21	12	10	19	7	10	1	11
21	13	14.25	19	7	14.25	19	6
21	14	-88	16	7	-88	16	7
21	15	-88	16	7	-88	88	10
21	16	16	19	7	16	19	6
21	17	14.5	19	6	14	19	7
21	18	9	19	6	8.5	19	7
21	19	10	19	6	10	19	7
21	20	6	19	6	7	19	7
21	21	10	19	6	11	19	7
21	22	-88	16	6	-88	19	7
21	23	18	19	6	18	19	7
21	24	24	19	6	25	19	7
21	25	8	19	6	9	19	7
21	26	10	19	6	10	19	7
21	27	10	19	6	10	19	7
21	28	-88	16	6	-88	19	7
21	29	-88	16	6	-88	16	7
21	30	16	1	6	18	88	7
21	31	16	1	12	16	1	11
21	32	120	19	6	120	19	7
21	33	2.5	19	11	2.5	19	7
21	34	-88	19	6	-88	19	7
21	35	-88	77	6	-88	19	7
21	36	-88	19	6	-88	19	7
21	37	-88	19	6	-88	19	7
21	38	-88	19	6	-88	19	7
21	39	-88	19	6	-88	19	7
21	40	150	2	12	140	1	7
21	41	160	1	6	170	1	7
21	42	60	19	6	65	19	7
21	43	150	19	6	150	19	7
21	44	-88	88	11	-88	88	6
21	45	40	19	6	40	19	7
21	46	70	1	10	75	1	7
21	47	19	14	3	19	14	10
21	48	60	19	6	80	19	7
21	49	-88	88	6	-88	88	7
21	50	31	19	6	32	19	7
21	51	5	19	6	5	19	8
21	52	50	1	10	55	1	11
21	53	14	19	6	14	19	7
21	54	40	1	6	60	1	7
21	55	-88	88	6	-88	88	7
21	56	1.25	14	6	1.5	14	7
21	57	10	19	6	10	19	7
21	58	3.5	19	6	4	19	7
21	59	2	19	6	2	19	7
21	60	20	19	6	21	19	7
21	61	8	19	6	8	19	7
21	62	2.5	19	6	2.5	19	7
21	63	24	19	6	24	19	7
21	64	18	19	6	19	19	7
21	65	18	19	6	18	19	7
21	66	10	19	6	10	19	7
21	67	-88	88	6	-88	88	7
21	68	-88	16	10	-88	16	11
21	69	20	19	6	19	19	7
21	70	-88	88	6	-88	88	7
21	71	110	19	6	120	19	7
22	0	19.5	1	6	25	1	8
22	1	5.5	1	7	5	1	8
22	2	26	1	14	30	1	15
22	3	60	1	14	45	1	15
22	4	35	1	14	40	1	15
22	5	300	1	14	250	1	15
22	6	120	1	14	130	1	15
22	7	4	9	11	4	9	12
22	8	-88	9	11	-88	9	12
22	9	.5	9	11	.5	9	12
22	10	 	9	11	 	9	12
22	11	14	1	7	114.5	1	8
22	12	10	1	7	10	1	8
22	13	14	1	7	14.5	1	8
22	14	-88	1	7	-88	1	8
22	15	-88	1	7	-88	1	8
22	16	16	19	9	16	19	10
22	17	14.5	1	9	15	19	10
22	18	9	19	9	9	19	10
22	19	10	19	10	10	19	10
22	20	6.5	19	9	6.5	19	10
22	21	-88	19	9	-88	88	10
22	22	-88	19	9	-88	19	10
22	23	-88	19	10	-88	19	10
22	24	24	19	9	24	19	10
22	25	9	19	9	8.5	19	10
22	26	10	19	9	10	19	10
22	27	10	19	9	11	19	10
22	28	-88	77	10	-88	19	10
22	29	-88	88	9	-88	88	10
22	30	10	19	9	11	19	10
22	31	9	19	9	10	19	10
22	32	-88	1	10	120	19	10
22	33	2.5	1	7	2.5	1	8
22	34	-88	19	9	-88	88	10
22	35	-88	88	9	-88	88	10
22	36	-88	19	9	-88	88	10
22	37	-88	19	10	-88	19	10
22	38	-88	88	9	-88	88	10
22	39	-88	88	9	-88	88	10
22	40	120	1	13	120	19	14
22	41	-88	88	9	-88	19	10
22	42	80	19	9	65	19	10
22	43	150	1	7	150	1	8
22	44	-88	88	10	-88	88	10
22	45	50	19	15	45	19	10
22	46	65	1	7	70	1	8
22	47	9	1	6	9	1	7
22	48	45	1	7	45	1	8
22	49	-88	1	7	-88	88	8
22	50	30	1	6	31	1	8
22	51	5	1	6	4.5	1	7
22	52	50	1	7	54	1	8
22	53	13	1	7	-88	1	8
22	54	60	1	6	62	1	7
22	55	-88	1	8	-88	1	6
22	56	1.25	1	6	1.25	1	8
22	57	12	1	9	12	1	10
22	58	4	1	9	4	1	10
22	59	3	1	9	2.5	2	10
22	60	16	19	9	12	19	10
22	61	10	1	7	10	1	9
22	62	2.5	1	7	2	1	8
22	63	24	19	10	26	1	9
22	64	18	19	9	18	19	10
22	65	18.5	1	6	19	1	8
22	66	9	19	10	10	1	6
22	67	-88	1	6	-88	1	7
22	68	-88	88	10	-88	88	10
22	69	-88	19	9	-88	19	10
22	70	-88	19	10	-88	88	8
22	71	50	19	9	60	19	10
23	0	30	1	11	-77	1	12
23	1	5	1	11	6	1	12
23	2	25	1	11	26	1	12
23	3	8	1	9	-88	1	12
23	4	50	1	9	45	1	13
23	5	15	1	9	12	1	12
23	6	70	1	9	85	1	9
23	7	5	9	12	5.5	9	12
23	8	-88	9	9	-88	9	9
23	9	.5	9	9	-88	9	9
23	10	1.60000002384186	9	9	-88	1	9
