comnro	monid	sufood	litwork	lotwrk	movwork	nofood
7	4	1	1	0	1	1
7	5	1	1	0	1	1
7	6	0	1	0	1	0
7	7	0	0	0	1	0
7	8	0	0	0	1	0
7	9	0	0	0	0	0
7	10	0	0	0	0	0
7	11	0	0	0	0	0
7	12	0	0	0	0	0
8	1	1	1	0	1	1
8	2	1	1	0	1	1
8	3	1	1	0	1	1
8	4	1	1	0	1	1
8	5	1	1	0	1	1
8	6	1	1	0	1	1
8	7	0	0	0	0	0
8	8	0	0	0	0	0
8	9	0	0	0	0	0
8	10	0	0	0	0	0
8	11	0	0	0	0	0
8	12	0	0	0	0	0
9	1	0	0	0	0	0
9	2	1	0	0	0	0
9	3	1	0	0	0	1
9	4	1	0	0	0	1
9	5	1	0	0	0	1
9	6	1	0	0	0	0
9	7	1	1	0	0	0
9	8	0	1	0	0	0
9	9	0	1	0	0	0
9	10	0	1	0	0	0
9	11	0	0	0	0	0
9	12	0	0	0	0	0
10	1	0	0	0	1	0
10	2	0	0	1	1	0
10	3	0	0	1	1	0
10	4	1	0	0	1	1
10	5	1	0	1	1	1
10	6	1	0	1	1	1
10	7	0	0	0	0	0
10	8	0	1	1	0	0
10	9	0	1	1	0	0
10	10	0	1	0	0	0
10	11	0	1	0	0	0
10	12	0	0	0	0	0
11	1	1	1	0	1	1
11	2	1	1	0	0	1
11	3	1	1	0	0	1
11	4	1	1	0	0	1
11	5	0	0	1	0	0
11	6	0	0	0	0	0
11	7	0	0	0	0	0
11	8	0	0	0	0	0
11	9	0	0	0	0	0
11	10	0	0	0	0	0
11	11	0	0	0	0	0
11	12	0	0	0	1	0
12	1	1	1	0	0	1
12	2	1	1	0	0	1
12	3	1	1	0	0	1
12	4	1	1	0	1	1
12	5	0	0	0	1	0
12	6	0	0	1	0	0
12	7	0	0	1	0	0
12	8	0	0	0	0	0
12	9	0	0	0	0	0
12	10	0	0	0	0	0
12	11	0	0	0	0	0
12	12	0	0	0	0	0
13	1	1	1	0	1	1
13	2	1	1	0	1	1
13	3	1	0	0	1	1
13	4	1	0	0	1	1
13	5	0	0	1	0	0
13	6	0	0	1	0	0
13	7	0	1	1	0	0
13	8	0	1	1	0	0
13	9	0	1	1	0	0
13	10	0	0	1	0	0
13	11	0	0	1	0	0
13	12	0	0	1	0	0
14	1	1	1	1	0	1
14	2	1	1	1	0	1
14	3	1	0	0	0	1
14	4	0	0	0	0	0
14	5	0	0	0	1	0
14	6	0	0	0	1	0
14	7	0	0	0	1	0
14	8	0	1	1	0	0
14	9	0	1	1	0	0
14	10	1	0	0	0	0
14	11	0	0	0	0	0
14	12	0	0	0	0	0
15	1	1	1	1	0	0
15	2	1	1	1	0	0
15	3	1	1	1	0	1
15	4	1	0	1	0	1
15	5	0	0	1	0	0
15	6	0	0	1	0	0
15	7	0	0	1	0	0
15	8	0	0	1	0	0
15	9	0	0	1	0	0
15	10	0	0	1	0	0
15	11	0	1	1	0	0
15	12	0	1	1	0	0
16	1	0	0	0	0	0
16	2	1	0	0	0	1
16	3	1	0	0	0	1
16	4	1	0	0	0	1
16	5	0	0	0	0	0
16	6	0	0	0	0	0
16	7	0	0	0	1	0
16	8	0	0	0	1	0
16	9	0	1	0	0	0
16	10	0	1	0	0	0
16	11	0	1	0	0	0
16	12	0	1	0	0	0
17	1	0	1	0	0	0
17	2	0	1	0	0	0
17	3	1	0	0	0	1
17	4	1	0	0	0	1
17	5	1	0	0	0	1
17	6	0	0	0	0	0
17	7	0	1	0	0	0
17	8	0	1	0	0	0
17	9	0	0	0	0	0
17	10	0	0	0	0	0
17	11	0	1	0	0	0
17	12	0	1	0	0	0
18	1	0	1	0	0	0
18	2	0	0	0	0	0
18	3	0	0	0	1	0
18	4	1	0	0	1	1
18	5	0	0	0	0	0
18	6	0	0	0	0	0
18	7	0	0	0	0	0
18	8	0	1	0	0	0
18	9	0	0	0	0	0
18	10	0	1	0	0	0
18	11	0	1	0	0	0
18	12	0	1	0	0	0
19	1	1	1	0	0	1
19	2	1	1	0	0	1
19	3	1	1	0	0	1
19	4	1	1	0	0	1
19	5	0	1	0	0	0
19	6	0	0	0	1	0
19	7	0	0	0	1	0
19	8	0	0	0	1	0
19	9	0	0	0	0	0
19	10	0	1	0	0	0
19	11	0	1	0	0	1
19	12	0	1	0	0	1
20	1	0	1	0	0	0
20	2	0	1	0	0	0
20	3	1	0	0	1	1
20	4	1	0	0	1	1
20	5	1	0	0	1	1
20	6	0	0	0	0	0
20	7	0	0	0	0	0
20	8	0	0	0	0	0
20	9	0	0	0	0	0
20	10	0	1	0	0	0
20	11	0	1	0	0	0
20	12	0	1	0	0	0
21	1	0	1	0	0	0
21	2	1	1	0	0	0
21	3	1	0	0	0	1
21	4	1	0	0	1	1
21	5	0	0	0	1	0
21	6	0	0	0	0	0
21	7	0	0	0	0	0
21	8	0	0	0	0	0
21	9	0	0	0	0	0
21	10	0	0	0	0	0
21	11	0	1	0	0	0
21	12	0	1	0	0	0
22	1	0	1	0	1	1
22	2	1	1	0	1	1
22	3	1	1	0	0	1
22	4	1	0	0	0	0
22	5	0	0	0	0	0
22	6	0	0	0	0	0
22	7	0	0	0	0	0
22	8	0	0	0	0	0
22	9	0	1	0	1	1
22	10	0	1	0	1	1
22	11	0	1	0	1	1
22	12	0	1	0	1	1
23	1	1	0	0	0	1
23	2	1	0	0	0	1
23	3	0	1	1	0	0
23	4	0	1	1	0	0
23	5	0	1	1	0	0
23	6	0	1	1	1	0
23	7	0	1	1	1	0
23	8	1	0	0	0	1
23	9	1	0	0	0	1
23	10	1	0	0	0	1
23	11	1	0	0	0	1
23	12	1	0	0	0	1
24	1	1	0	0	1	1
24	2	1	0	0	1	1
24	3	0	1	1	0	0
24	4	0	1	1	0	0
24	5	0	1	1	0	0
24	6	0	1	1	0	0
24	7	0	0	0	0	0
24	8	0	0	0	0	0
24	9	0	0	0	0	0
24	10	1	0	0	1	1
24	11	1	0	0	1	1
24	12	1	0	0	1	1
25	1	1	0	0	1	0
25	2	1	0	0	1	0
25	3	0	1	1	0	1
25	4	0	1	1	0	1
25	5	0	1	1	0	1
25	6	0	1	1	0	1
25	7	0	1	1	0	0
25	8	0	1	1	0	0
25	9	0	0	0	1	0
25	10	0	0	0	1	0
25	11	0	0	0	1	0
25	12	1	0	0	1	0
26	1	1	0	0	1	1
26	2	0	0	0	1	0
26	3	0	1	0	0	0
26	4	0	1	0	0	0
26	5	0	1	1	0	0
26	6	0	1	1	0	0
26	7	0	1	1	0	0
26	8	1	0	0	0	1
26	9	1	0	0	1	1
26	10	1	0	0	1	1
26	11	1	0	0	1	1
26	12	1	0	0	1	1
27	1	1	0	0	1	0
27	2	1	0	0	1	0
27	3	0	1	0	0	0
27	4	0	1	1	0	0
27	5	0	1	1	0	0
27	6	0	1	0	0	0
27	7	0	1	0	0	0
27	8	1	0	0	1	0
27	9	1	0	0	1	0
27	10	1	0	0	1	0
27	11	1	0	0	1	0
27	12	1	0	0	1	0
28	1	1	1	1	0	0
28	2	0	1	0	0	0
28	3	0	0	0	0	1
28	4	0	0	0	0	1
28	5	0	0	0	0	0
28	6	0	0	0	0	0
28	7	0	0	0	0	0
28	8	0	0	0	0	0
28	9	0	0	0	0	0
28	10	0	0	0	0	0
28	11	1	0	0	0	0
28	12	1	1	1	0	1
29	1	0	0	0	0	0
29	2	0	0	0	0	0
29	3	0	0	0	0	0
29	4	0	0	0	0	0
29	5	1	0	0	0	1
29	6	0	1	0	0	0
29	7	0	1	0	0	0
29	8	0	0	0	0	0
29	9	0	0	0	0	0
29	10	0	0	0	1	0
29	11	1	0	0	1	0
29	12	0	0	0	0	0
30	1	0	0	1	1	0
30	2	0	0	1	1	0
30	3	0	0	1	0	0
30	4	0	0	1	0	0
30	5	1	0	1	0	1
30	6	0	1	1	0	0
30	7	0	1	1	0	0
30	8	0	1	1	0	0
30	9	0	0	1	0	0
30	10	0	0	1	0	0
30	11	0	0	1	0	0
30	12	0	0	1	0	0
31	1	0	1	1	0	0
31	2	1	0	0	0	1
31	3	1	0	0	0	1
31	4	1	0	0	0	1
31	5	0	0	0	1	0
31	6	0	1	1	0	0
31	7	0	1	1	0	0
31	8	0	1	1	0	0
31	9	0	0	0	1	0
31	10	0	0	0	1	0
31	11	0	0	0	1	0
31	12	0	1	1	0	0
32	1	0	0	1	0	1
32	2	1	0	0	0	0
32	3	1	0	0	0	0
32	4	0	1	0	1	0
32	5	0	0	0	0	0
32	6	0	0	0	0	0
32	7	0	0	0	0	0
32	8	0	0	0	0	0
32	9	0	0	0	0	0
32	10	0	0	0	0	0
32	11	0	0	0	0	0
32	12	0	0	0	0	0
33	1	1	0	0	1	1
33	2	1	0	0	1	1
33	3	1	0	0	1	1
33	4	0	1	1	1	0
33	5	0	1	1	1	0
33	6	0	0	0	1	0
33	7	0	1	1	1	0
33	8	0	0	0	1	0
33	9	0	0	0	1	0
33	10	0	0	0	1	0
33	11	1	1	1	1	1
33	12	1	1	1	1	1
34	1	1	0	0	1	1
34	2	1	0	0	1	1
34	3	1	0	0	1	1
34	4	0	0	0	1	0
34	5	0	0	0	1	0
34	6	0	0	0	1	0
34	7	0	0	0	1	0
34	8	0	1	0	1	0
34	9	0	1	0	0	0
34	10	0	1	0	0	0
34	11	1	1	0	0	1
34	12	1	1	0	0	1
35	1	1	0	0	0	1
35	2	1	0	0	0	1
35	3	0	1	1	0	0
35	4	0	1	1	0	0
35	5	0	0	0	0	0
35	6	0	0	0	0	0
35	7	0	1	1	0	0
35	8	0	0	0	0	0
35	9	0	0	0	0	0
35	10	0	0	0	0	0
35	11	1	1	1	0	1
35	12	1	1	1	0	1
36	1	1	1	0	0	1
36	2	1	1	0	0	1
36	3	0	1	0	0	0
36	4	0	1	0	0	0
36	5	0	1	0	0	0
36	6	0	0	0	1	0
36	7	0	0	0	1	0
36	8	0	0	0	1	0
36	9	0	0	0	1	0
36	10	0	0	0	1	0
36	11	1	0	0	0	1
36	12	1	0	0	0	1
37	1	1	1	0	0	1
37	2	1	1	0	0	1
37	3	1	1	0	0	1
37	4	1	1	0	0	1
37	5	0	1	0	1	0
37	6	0	0	0	1	0
37	7	0	0	0	1	0
37	8	0	0	0	1	0
37	9	0	0	0	1	0
37	10	1	1	0	0	0
37	11	1	1	0	0	1
37	12	1	1	0	0	1
38	1	1	1	1	0	1
38	2	1	1	1	0	1
38	3	0	1	1	0	1
38	4	0	1	1	0	1
38	5	0	1	1	0	1
38	6	0	1	1	0	1
38	7	0	1	1	0	1
38	8	0	1	1	0	1
38	9	0	1	1	0	1
38	10	0	1	1	0	1
38	11	1	1	1	0	1
38	12	1	1	1	0	1
39	1	1	1	0	1	1
39	2	1	1	0	1	1
39	3	1	1	0	1	1
39	4	0	0	0	1	0
39	5	0	0	0	1	0
39	6	0	0	0	1	0
39	7	0	0	0	1	0
39	8	0	0	0	1	0
39	9	0	0	0	1	0
39	10	0	0	0	1	0
39	11	1	1	0	1	1
39	12	1	1	0	1	1
40	1	1	1	1	0	1
40	2	0	0	1	0	1
40	3	0	0	1	0	0
40	4	0	0	0	1	0
40	5	0	0	0	1	0
40	6	0	0	0	1	0
40	7	0	0	0	1	0
40	8	0	0	0	1	0
40	9	1	0	0	1	0
40	10	1	1	1	1	1
40	11	1	1	1	0	1
40	12	1	1	1	0	1
41	1	1	0	0	0	1
41	2	1	0	0	0	1
41	3	1	0	0	0	1
41	4	0	1	0	1	1
41	5	0	1	0	1	0
41	6	0	1	0	1	0
41	7	0	1	0	1	0
41	8	0	0	0	1	0
41	9	0	0	0	1	0
41	10	0	0	0	1	1
41	11	1	0	0	0	1
41	12	1	0	0	0	1
42	1	0	0	0	1	1
42	2	0	0	0	1	1
42	3	0	1	1	1	1
42	4	0	1	1	1	0
42	5	0	1	1	1	0
42	6	0	0	0	1	0
42	7	0	1	1	1	0
42	8	0	0	0	1	0
42	9	0	0	0	1	1
42	10	0	0	0	1	1
42	11	0	1	1	1	1
42	12	0	1	1	1	1
43	1	1	0	1	1	1
43	2	1	0	1	1	1
43	3	1	0	1	1	0
43	4	0	0	1	1	0
43	5	0	0	1	1	0
43	6	0	0	1	1	0
43	7	0	0	1	1	1
43	8	0	0	1	1	0
43	9	0	0	1	1	0
43	10	0	1	1	1	0
43	11	0	1	1	1	0
43	12	0	1	1	1	0
44	1	1	0	0	1	1
44	2	1	0	0	1	1
44	3	1	0	0	1	1
44	4	0	1	0	0	0
44	5	0	0	0	0	0
44	6	0	0	0	0	0
44	7	0	1	0	0	0
44	8	0	0	0	0	0
44	9	0	0	0	0	0
44	10	0	0	0	0	0
44	11	0	0	0	0	0
44	12	1	1	0	1	1
45	1	1	0	0	0	1
45	2	1	0	0	1	1
45	3	1	0	0	1	1
45	4	0	1	1	1	0
45	5	0	1	1	0	0
45	6	0	1	1	0	0
45	7	0	1	1	0	0
45	8	0	1	1	0	0
45	9	0	1	1	0	0
45	10	1	1	1	0	0
45	11	1	0	1	0	1
45	12	1	0	1	0	1
46	1	1	1	0	0	1
46	2	1	1	0	0	1
46	3	1	0	0	0	1
46	4	0	0	0	1	0
46	5	0	0	0	1	0
46	6	0	0	0	1	0
46	7	0	0	0	1	0
46	8	0	0	0	1	0
46	9	0	0	0	1	0
46	10	1	0	0	1	1
46	11	1	0	0	0	1
46	12	1	1	0	0	1
47	1	1	0	0	1	1
47	2	0	0	0	0	1
47	3	0	0	0	0	1
47	4	0	1	1	0	0
47	5	0	1	1	0	0
47	6	0	1	1	0	0
47	7	0	0	0	0	0
47	8	0	0	0	0	0
47	9	0	0	0	0	0
47	10	0	0	0	1	0
47	11	1	0	0	1	1
47	12	1	0	0	1	1
48	1	1	1	0	0	1
48	2	1	1	0	0	1
48	3	0	1	0	0	0
48	4	0	1	0	0	0
48	5	0	1	0	0	0
48	6	0	0	0	1	0
48	7	0	0	0	1	0
48	8	0	0	0	1	0
48	9	0	1	0	0	0
48	10	0	1	0	0	0
48	11	0	1	0	0	0
48	12	1	1	0	0	1
49	1	1	1	1	0	1
49	2	0	1	0	0	0
49	3	0	1	1	0	0
49	4	0	1	0	0	0
49	5	0	1	0	0	0
49	6	0	1	0	1	0
49	7	0	0	0	1	0
49	8	0	0	0	1	0
49	9	0	0	0	1	0
49	10	0	1	0	1	0
49	11	0	1	0	1	0
49	12	1	1	1	1	1
50	1	0	0	0	1	0
50	2	0	0	0	1	0
50	3	0	0	0	0	0
50	4	0	0	0	0	0
50	5	0	1	1	0	0
50	6	0	1	1	0	0
50	7	0	0	0	1	0
50	8	1	0	0	0	1
50	9	1	1	1	0	1
50	10	0	1	1	0	1
50	11	0	1	0	0	1
50	12	0	1	0	0	0
51	1	0	0	0	0	0
51	2	0	0	0	0	0
51	3	0	0	0	0	0
51	4	0	0	0	0	0
51	5	0	1	1	0	0
51	6	0	1	1	0	0
51	7	0	0	0	1	0
51	8	0	0	0	1	0
51	9	1	0	0	0	1
51	10	1	0	0	0	1
51	11	0	0	0	0	0
51	12	0	0	0	0	0
52	1	0	0	0	1	0
52	2	0	0	0	1	0
52	3	0	0	0	0	0
52	4	0	0	0	0	0
52	5	0	0	0	0	0
52	6	0	0	0	0	0
52	7	0	0	0	0	1
52	8	1	0	0	0	1
52	9	0	1	0	0	1
52	10	0	1	0	0	0
52	11	0	1	0	0	0
52	12	0	0	0	1	0
53	1	0	1	0	0	0
53	2	0	1	0	0	0
53	3	0	1	0	0	0
53	4	0	1	0	0	0
53	5	0	1	0	0	0
53	6	0	1	0	0	0
53	7	0	0	0	1	0
53	8	0	0	0	1	0
53	9	0	0	0	1	0
53	10	0	1	0	0	0
53	11	0	1	0	0	0
53	12	0	1	0	0	0
54	1	1	0	0	0	0
54	2	1	0	0	0	0
54	3	1	0	0	0	0
54	4	0	0	0	0	1
54	5	0	1	1	0	1
54	6	0	1	1	0	1
54	7	0	0	0	0	0
54	8	0	0	0	0	0
54	9	0	0	0	1	0
54	10	0	0	0	1	0
54	11	0	0	0	1	0
54	12	0	0	0	1	0
55	1	1	0	0	0	0
55	2	1	0	0	0	0
55	3	1	0	0	0	0
55	4	0	0	0	0	1
55	5	0	1	1	0	1
55	6	0	1	1	0	1
55	7	0	0	0	0	0
55	8	0	0	0	0	0
55	9	0	0	0	1	0
55	10	0	0	0	1	0
55	11	0	0	0	1	0
55	12	0	0	0	1	0
56	1	1	0	0	0	1
56	2	0	0	0	0	1
56	3	0	0	0	0	1
56	4	0	0	1	0	0
56	5	0	1	1	0	0
56	6	1	1	1	0	0
56	7	1	1	0	0	0
56	8	0	1	0	0	0
56	9	0	1	0	0	0
56	10	1	1	0	0	0
56	11	1	0	0	0	0
56	12	1	0	0	0	0
57	1	1	1	0	1	1
57	2	1	1	0	1	1
57	3	0	1	0	0	0
57	4	0	1	0	0	0
57	5	0	1	0	0	0
57	6	0	1	0	0	0
57	7	0	0	0	0	0
57	8	0	0	0	0	0
57	9	0	0	0	0	0
57	10	0	0	0	0	0
57	11	1	1	0	0	1
57	12	1	1	0	0	1
58	1	1	1	0	0	1
58	2	1	1	0	0	1
58	3	1	1	0	0	1
58	4	1	1	1	0	1
58	5	1	1	1	0	0
58	6	0	1	1	0	0
58	7	0	0	0	0	0
58	8	0	0	0	0	0
58	9	0	0	0	0	0
58	10	1	0	0	0	1
58	11	1	0	0	0	1
58	12	1	0	0	0	1
59	1	0	1	0	0	0
59	2	0	1	0	0	0
59	3	0	0	0	0	0
59	4	0	0	0	0	0
59	5	0	0	0	0	0
59	6	0	0	0	1	0
59	7	0	0	0	1	0
59	8	0	0	0	1	0
59	9	1	1	1	1	1
59	10	1	1	1	1	1
59	11	1	1	0	1	1
59	12	1	1	0	0	1
60	1	1	0	0	0	1
60	2	1	0	0	0	1
60	3	1	1	1	1	1
60	4	0	1	1	1	0
60	5	0	1	1	1	0
60	6	0	1	1	1	0
60	7	0	1	1	1	0
60	8	0	1	1	1	0
60	9	1	0	0	0	1
60	10	1	0	0	0	1
60	11	1	0	0	0	1
60	12	1	0	0	0	1
61	1	1	0	0	0	1
61	2	1	0	0	0	1
61	3	1	0	0	1	1
61	4	0	0	0	1	0
61	5	0	1	0	1	0
61	6	0	1	0	0	0
61	7	0	1	0	0	0
61	8	0	0	0	0	0
61	9	0	0	0	0	0
61	10	0	0	0	0	0
61	11	0	0	0	0	0
61	12	1	0	0	0	1
62	1	0	1	1	0	0
62	2	0	1	1	0	0
62	3	0	1	1	0	0
62	4	0	1	1	0	0
62	5	0	1	1	0	0
62	6	0	1	1	1	0
62	7	0	1	0	1	0
62	8	1	0	0	1	1
62	9	1	0	0	1	1
62	10	1	0	0	1	1
62	11	1	1	1	1	1
62	12	1	1	1	1	1
63	1	0	0	0	0	0
63	2	0	0	0	0	0
63	3	0	0	0	0	0
63	4	0	0	0	0	0
63	5	0	0	0	0	0
63	6	0	0	0	0	0
63	7	0	0	0	0	0
63	8	0	0	0	0	0
63	9	0	0	0	0	0
63	10	0	0	0	0	0
63	11	1	1	1	0	0
63	12	0	0	0	0	0
64	1	1	1	0	0	1
64	2	1	1	0	0	1
64	3	1	0	0	1	1
64	4	1	0	0	1	1
64	5	0	0	0	0	0
64	6	0	0	0	0	0
64	7	0	0	0	0	0
64	8	0	0	0	0	0
64	9	0	0	0	0	0
64	10	0	1	0	0	0
64	11	0	1	0	0	0
64	12	0	0	0	0	0
65	1	1	0	0	1	1
65	2	1	0	0	1	1
65	3	1	1	0	1	1
65	4	0	1	0	1	0
65	5	0	0	0	1	0
65	6	0	0	0	0	0
65	7	0	0	0	0	0
65	8	0	1	0	0	0
65	9	0	1	0	0	0
65	10	0	0	0	0	0
65	11	1	0	0	0	1
65	12	1	0	0	0	1
66	1	0	0	0	0	0
66	2	1	0	0	0	1
66	3	0	0	0	0	0
66	4	0	0	0	0	0
66	5	0	0	0	0	0
66	6	0	1	1	0	0
66	7	0	0	0	0	0
66	8	0	0	0	0	0
66	9	0	0	0	0	0
66	10	0	0	0	0	0
66	11	0	0	0	0	0
66	12	0	0	0	0	0
67	1	1	0	0	1	1
67	2	1	0	0	1	1
67	3	1	0	0	0	1
67	4	0	0	0	0	0
67	5	0	1	1	0	0
67	6	0	1	1	0	0
67	7	0	1	1	0	0
67	8	0	1	1	0	0
67	9	0	0	0	0	0
67	10	0	0	0	0	0
67	11	0	0	0	1	0
67	12	0	0	0	1	0
68	1	1	0	1	1	1
68	2	1	0	1	1	1
68	3	0	0	1	1	0
68	4	0	1	1	1	0
68	5	0	1	1	1	0
68	6	0	1	1	1	0
68	7	0	1	1	1	0
68	8	0	1	1	1	0
68	9	0	1	1	1	0
68	10	0	1	1	1	0
68	11	1	1	1	1	1
68	12	1	1	1	1	1
69	1	0	0	0	0	0
69	2	0	0	0	0	0
69	3	0	0	0	0	0
69	4	0	0	0	0	1
69	5	0	0	0	0	0
69	6	0	1	0	1	0
69	7	0	1	0	1	0
69	8	1	0	0	0	0
69	9	0	0	0	0	0
69	10	0	0	0	0	0
69	11	0	0	0	0	0
69	12	0	0	0	0	0
70	1	1	0	0	1	1
70	2	1	0	0	1	1
70	3	1	1	0	1	1
70	4	0	1	0	1	0
70	5	0	0	0	1	0
70	6	0	0	0	1	0
70	7	0	0	0	1	0
70	8	0	0	0	1	0
70	9	0	0	0	1	0
70	10	0	1	1	1	0
70	11	0	1	1	1	0
70	12	0	1	1	1	0
71	1	1	0	0	0	1
71	2	1	0	0	0	0
71	3	0	1	0	0	0
71	4	0	1	0	0	0
71	5	0	0	0	0	0
71	6	0	0	0	0	0
71	7	0	0	0	0	0
71	8	0	0	0	0	0
71	9	0	1	1	0	0
71	10	1	1	1	0	0
71	11	1	1	1	0	1
71	12	1	0	0	0	1
72	1	1	0	0	1	1
72	2	1	0	0	0	1
72	3	1	0	0	0	1
72	4	1	0	0	0	0
72	5	0	1	1	0	0
72	6	0	1	1	0	0
72	7	0	0	0	0	0
72	8	0	0	0	0	0
72	9	0	0	0	0	0
72	10	0	1	1	0	1
72	11	0	1	1	0	1
72	12	0	0	0	1	1
73	1	1	0	1	0	1
73	2	1	0	1	0	1
73	3	1	1	1	0	1
73	4	0	1	1	0	0
73	5	0	0	0	0	0
73	6	0	0	0	0	0
73	7	1	0	0	0	0
73	8	1	0	0	0	0
73	9	0	1	1	0	0
73	10	1	1	1	0	0
73	11	1	0	0	1	0
73	12	1	0	0	1	0
74	1	1	1	1	0	1
74	2	1	1	1	0	1
74	3	0	1	1	0	0
74	4	0	1	0	0	0
74	5	0	1	0	0	0
74	6	0	1	0	0	0
74	7	0	1	0	0	0
74	8	0	1	0	0	0
74	9	0	1	0	0	0
74	10	0	1	0	0	0
74	11	0	1	0	0	0
74	12	1	1	0	0	1
75	1	1	1	0	0	1
75	2	1	1	0	0	1
75	3	1	1	0	0	1
75	4	1	1	0	0	1
75	5	0	0	0	1	0
75	6	0	0	0	1	0
75	7	0	0	0	1	0
75	8	0	0	0	1	0
75	9	0	0	0	0	0
75	10	0	0	0	0	0
75	11	0	0	0	0	0
75	12	0	0	0	0	0
76	1	1	0	0	0	1
76	2	1	0	0	0	1
76	3	1	0	0	0	1
76	4	1	0	0	0	1
76	5	0	0	0	0	0
76	6	0	1	0	1	0
76	7	0	1	0	1	0
76	8	0	1	0	1	0
76	9	0	1	0	1	0
76	10	0	1	0	0	0
76	11	0	0	0	0	0
76	12	0	0	0	0	0
77	1	1	0	0	1	1
77	2	1	0	0	1	1
77	3	1	0	0	1	1
77	4	1	0	0	1	1
77	5	0	1	0	0	0
77	6	0	1	0	0	0
77	7	0	1	0	0	0
77	8	0	1	0	0	0
77	9	0	0	0	0	0
77	10	0	0	0	0	0
77	11	0	0	0	0	0
77	12	0	0	0	1	0
78	1	1	0	0	0	1
78	2	1	0	0	0	1
78	3	0	0	0	0	0
78	4	0	0	0	0	0
78	5	0	0	0	0	0
78	6	0	0	0	0	0
78	7	0	1	0	0	0
78	8	0	1	0	1	0
78	9	0	1	0	1	0
78	10	0	0	0	1	0
78	11	0	0	0	0	0
78	12	1	0	0	0	1
79	1	1	0	0	1	1
79	2	0	0	0	0	0
79	3	0	0	0	0	0
79	4	0	0	0	0	0
79	5	0	0	0	0	0
79	6	0	1	0	0	0
79	7	0	1	0	1	0
79	8	0	1	0	1	0
79	9	1	1	0	1	1
79	10	1	1	0	1	1
79	11	1	0	0	1	1
79	12	1	0	0	1	1
80	1	1	1	0	1	1
80	2	1	1	0	1	1
80	3	1	0	0	1	1
80	4	1	0	1	0	1
80	5	0	0	0	0	0
80	6	0	0	0	0	0
80	7	0	0	0	0	0
80	8	0	0	0	0	1
80	9	0	0	0	0	1
80	10	0	0	1	0	1
80	11	0	0	0	0	0
80	12	0	1	0	0	0
81	1	0	0	0	0	0
81	2	0	0	0	0	0
81	3	0	0	0	0	0
81	4	0	0	0	0	0
81	5	0	1	0	0	0
81	6	0	1	0	1	0
81	7	0	1	0	1	0
81	8	1	1	0	1	1
81	9	1	0	0	1	1
81	10	1	0	0	0	1
81	11	1	0	0	0	1
81	12	1	0	0	0	1
82	1	0	1	1	0	0
82	2	0	1	1	0	0
82	3	0	1	1	0	0
82	4	0	1	1	0	0
82	5	0	1	0	0	0
82	6	0	1	0	0	0
82	7	0	0	0	1	0
82	8	1	0	0	1	1
82	9	1	0	0	0	1
82	10	1	0	0	0	1
82	11	1	0	0	0	1
82	12	0	1	0	0	0
