CHILDCODE	LANGIDR5	LNCNSPR5	LNSPKR5	LNREADR5	LNWRTER5
31010	1	2	1	1	1
31010	2	19	3	2	2
31011	1	2	1	1	1
31011	2	19	5	3	3
31012	1	2	1	1	1
31013	1	2	1	1	1
31013	2	19	2	1	1
31015	1	2	1	1	1
31016	1	2	1	1	1
31016	2	19	3	1	1
31017	1	2	1	1	1
31017	2	19	3	2	2
31018	1	2	1	1	1
31018	2	19	2	2	2
31020	1	2	1	1	1
31020	2	19	4	4	4
31022	1	2	1	1	1
31022	2	19	3	2	2
31024	1	2	1	1	1
31024	2	11	2	1	2
31024	3	19	4	4	4
31025	1	2	1	1	1
31025	2	18	1	1	1
31025	3	19	4	4	4
31027	1	2	1	1	1
31027	2	19	4	2	2
31029	1	2	1	4	4
31031	1	2	1	1	1
31031	2	19	4	2	2
31033	1	2	1	1	1
31033	2	19	2	1	1
31033	3	15	4	4	4
31034	1	2	1	1	1
31034	2	15	1	1	1
31034	3	19	3	2	2
31035	1	2	1	1	1
31035	2	19	3	1	1
31035	3	11	5	3	3
31036	1	2	1	1	1
31036	2	19	3	2	3
31037	1	2	1	1	1
31037	2	19	2	1	1
31038	1	2	1	1	1
31038	2	19	2	1	1
31039	1	2	1	1	1
31039	2	19	2	1	1
31042	1	2	1	1	1
31042	2	19	3	2	1
31043	1	2	1	1	1
31043	2	19	4	2	2
31044	1	2	1	1	1
31044	2	15	4	2	2
31044	3	19	2	1	1
31045	1	2	1	1	1
31045	2	19	2	2	2
31046	1	2	1	1	1
31046	2	19	4	2	2
31047	1	2	1	1	1
31047	2	19	4	2	3
31050	1	2	1	1	1
31050	2	19	1	1	1
41001	1	2	1	1	1
41001	2	19	2	2	2
41002	1	2	1	2	2
41003	1	2	1	1	1
41003	2	19	1	1	1
41005	1	2	1	1	1
41005	2	19	3	2	3
41006	1	2	1	2	2
41008	1	2	1	2	3
41009	1	2	1	1	1
41009	2	19	1	1	1
41010	1	2	2	2	2
41011	1	2	1	1	1
41011	2	19	3	2	3
41012	1	2	1	1	1
41013	1	2	1	2	2
41014	1	2	1	1	1
41014	2	19	3	2	2
41015	1	2	1	1	1
41015	2	19	3	1	1
41016	1	2	1	1	1
41016	2	19	4	4	4
41017	1	2	1	1	1
41017	2	19	2	1	1
41018	1	2	1	1	1
41018	2	19	2	2	2
41018	3	18	3	4	4
41020	1	2	1	1	1
41020	2	19	3	2	2
41021	1	2	1	2	2
41022	1	2	2	2	2
41022	2	11	2	2	1
41023	1	2	1	2	2
41025	1	2	1	1	1
41026	1	2	1	3	3
41027	1	2	1	1	1
41027	2	19	3	1	1
41027	3	15	5	3	3
41029	1	2	1	2	2
41030	1	2	1	2	2
41031	1	2	1	1	1
41032	1	2	2	2	2
41034	1	2	1	2	2
41035	1	2	1	1	1
41035	2	19	4	3	4
41037	1	2	1	1	1
41037	2	19	3	3	2
41038	1	2	1	1	1
41039	1	2	1	2	3
41041	1	2	1	1	1
41041	2	19	2	2	2
41042	1	2	1	1	1
41043	1	2	1	1	1
41043	2	19	2	1	1
41044	1	2	1	1	1
41045	1	2	2	2	2
41046	1	2	1	1	1
41046	2	19	3	3	3
41048	1	2	1	1	1
41048	2	19	2	2	2
41050	1	2	1	1	1
41050	2	19	3	2	2
51001	1	2	1	2	2
51002	1	2	1	5	5
51003	1	2	1	1	1
51003	2	19	3	3	3
51004	1	2	1	1	1
51004	2	18	1	1	1
51004	3	19	4	4	4
51005	1	2	1	3	3
51006	1	2	1	1	1
51006	2	19	3	2	2
51007	1	2	1	1	1
51008	1	2	1	3	3
51009	1	2	1	3	3
51009	2	19	4	4	3
51010	1	2	1	3	3
51012	1	2	1	1	1
51012	2	19	2	2	2
51013	1	2	1	3	3
51014	1	2	1	2	2
51015	1	2	1	1	1
51015	2	19	2	2	2
51016	1	2	1	3	3
51017	1	2	1	2	2
51018	1	2	1	5	5
51021	1	2	1	5	5
51022	1	2	1	1	1
51022	2	19	2	1	1
51024	1	2	1	1	1
51024	2	19	3	2	2
51025	1	2	1	1	1
51025	2	19	2	2	2
51026	1	2	1	2	2
51027	1	2	1	1	1
51027	2	19	2	1	2
51028	1	2	1	1	1
51028	2	19	3	3	3
51029	1	2	1	2	2
51030	1	2	1	1	1
51030	2	19	3	2	3
51031	1	2	1	1	1
51032	1	2	1	5	5
51033	1	2	1	3	3
51034	1	2	1	1	1
51034	2	19	4	3	3
51036	1	2	1	2	2
51037	1	2	1	1	1
51038	1	2	1	1	1
51038	2	19	4	2	2
51039	1	2	1	3	3
51041	1	2	2	2	2
51042	1	2	1	1	1
51042	2	19	3	2	2
51043	1	2	1	1	1
51043	2	19	4	2	2
51044	1	2	1	2	1
51046	1	2	1	1	1
51046	2	19	3	2	2
51047	1	2	1	1	1
51047	2	15	4	4	5
51048	1	2	1	4	4
51050	1	2	1	1	1
51050	2	19	3	2	3
61003	1	2	1	1	1
61003	2	19	4	3	1
61005	1	2	1	2	2
61005	2	19	5	4	3
61007	1	2	1	3	2
61009	1	2	1	1	1
61009	2	19	3	1	1
61011	1	2	1	5	5
61014	1	2	1	1	1
61016	1	2	3	5	5
61018	1	2	1	5	5
61019	1	2	1	5	5
61020	1	2	1	1	1
61020	2	19	3	1	2
61021	1	2	1	3	3
61022	1	2	1	1	1
61022	2	19	2	1	1
61022	3	18	3	1	2
61023	1	2	1	3	3
61023	2	19	5	5	4
61025	1	2	1	1	1
61025	2	19	3	1	1
61026	1	2	3	2	3
61026	2	18	2	2	3
61027	1	2	1	1	2
61027	2	18	2	2	2
61029	1	2	3	3	3
61029	2	19	5	4	4
61031	1	2	1	1	1
61031	2	19	2	2	3
61033	1	2	2	1	2
61033	2	19	2	2	2
61034	1	2	1	1	1
61034	2	19	3	3	2
61036	1	2	1	1	1
61036	2	19	3	2	2
61038	1	2	1	3	1
61039	1	2	1	1	1
61039	2	19	4	2	2
61043	1	2	1	1	1
61043	2	19	3	2	3
61046	1	2	3	3	3
61046	2	19	3	3	3
61049	1	2	1	1	1
61049	2	19	5	3	3
61050	1	2	1	1	1
61050	2	19	3	2	3
61051	1	2	2	2	3
61051	2	18	1	1	3
61051	3	19	4	3	3
61057	1	2	1	1	1
61058	1	2	1	3	3
61059	1	2	3	3	3
61059	2	19	5	3	3
71001	1	2	1	1	1
71001	2	19	4	3	3
71002	1	2	1	1	1
71002	2	19	4	3	3
71004	1	2	3	3	3
71004	2	19	3	3	3
71006	1	2	1	3	3
71008	1	2	1	1	1
71008	2	19	3	1	1
71009	1	2	1	1	2
71009	2	19	4	4	3
71010	1	2	1	1	1
71010	2	19	2	2	2
71012	1	2	1	1	1
71012	2	19	4	2	3
71013	1	2	1	1	1
71013	2	19	4	3	3
71014	1	2	2	2	2
71015	1	2	1	1	1
71015	2	19	4	4	4
71016	1	2	1	1	1
71016	2	19	4	2	2
71017	1	2	1	1	1
71017	2	19	3	2	2
71018	1	2	1	3	2
71018	2	19	5	5	4
71019	1	2	1	1	1
71019	2	15	3	4	4
71019	3	19	4	2	3
71020	1	2	1	1	1
71020	2	19	2	2	2
71021	1	2	1	1	1
71021	2	19	4	2	3
71022	1	2	1	1	1
71024	1	2	2	1	1
71024	2	19	3	2	2
71025	1	2	3	2	3
71025	2	19	3	3	3
71026	1	2	1	2	2
71026	2	19	3	2	3
71028	1	2	1	1	1
71029	1	2	2	3	3
71029	2	19	4	3	3
71030	1	2	1	1	1
71030	2	19	3	2	2
71031	1	2	1	1	1
71031	2	19	5	3	2
71032	1	2	1	1	1
71032	2	19	3	2	2
71033	1	2	1	1	1
71033	2	19	4	3	2
71034	1	2	1	1	1
71035	1	2	1	3	2
71037	1	2	1	1	1
71037	2	19	3	2	2
71038	1	2	1	2	2
71039	1	2	1	1	1
71039	2	19	4	3	4
71040	1	2	1	3	1
71042	1	2	1	1	1
71042	2	19	3	1	1
71043	1	2	1	1	1
71044	1	2	1	2	2
71044	2	19	3	3	3
71045	1	2	1	2	2
71045	2	19	4	3	2
71047	1	2	1	1	1
71049	1	2	1	1	1
81001	1	11	1	1	1
81001	2	2	3	3	3
81001	3	19	4	2	2
81002	1	11	2	4	2
81002	2	17	4	4	2
81002	3	2	4	5	5
81003	1	11	1	1	1
81003	2	2	1	1	1
81003	3	19	3	2	2
81004	1	11	2	2	2
81004	2	2	3	3	3
81005	1	11	2	3	2
81006	1	11	1	5	5
81006	2	2	2	5	5
81007	1	11	1	2	2
81007	2	2	2	4	4
81008	1	11	1	1	1
81008	2	2	1	2	3
81008	3	18	1	5	5
81008	4	19	4	3	3
81008	5	17	2	5	5
81009	1	11	2	2	2
81009	2	2	4	4	4
81009	3	19	4	4	4
81010	1	11	1	1	1
81010	2	2	1	2	2
81010	3	19	4	2	2
81011	1	11	1	3	4
81011	2	2	2	77	77
81012	1	11	1	2	2
81012	2	2	1	2	2
81012	3	17	1	4	4
81012	4	16	2	4	4
81013	1	11	1	5	5
81013	2	17	1	5	5
81013	3	2	3	5	5
81014	1	11	1	1	1
81014	2	2	2	2	2
81014	3	19	4	3	3
81015	1	11	1	1	1
81015	2	2	3	3	3
81017	1	11	1	5	5
81017	2	2	2	5	5
81018	1	11	2	2	2
81018	2	2	3	4	4
81019	1	11	1	1	1
81019	2	2	3	3	2
81019	3	19	4	2	2
81020	1	11	1	1	1
81020	2	2	2	5	5
81021	1	11	2	4	3
81022	1	11	1	1	1
81022	2	2	2	2	2
81022	3	18	1	5	5
81023	1	11	1	3	3
81023	2	2	2	4	4
81024	1	11	2	2	2
81024	2	2	3	3	3
81025	1	11	2	2	2
81025	2	2	2	3	4
81026	1	11	1	3	4
81026	2	2	3	3	3
81027	1	11	2	2	2
81027	2	2	3	3	3
81027	3	19	4	2	2
81028	1	11	2	2	2
81028	2	2	4	4	4
81029	1	11	2	2	2
81029	2	2	3	3	4
81030	1	11	1	2	2
81031	1	11	1	4	4
81031	2	2	2	4	4
81032	1	11	1	1	1
81032	2	2	2	5	5
81033	1	11	1	1	1
81033	2	2	4	4	4
81034	1	11	1	3	3
81034	2	2	3	3	3
81035	1	11	1	1	1
81035	2	2	3	4	4
81035	3	19	4	4	4
81036	1	11	1	1	1
81036	2	2	2	2	4
81036	3	19	4	2	2
81037	1	11	2	3	2
81037	2	2	4	4	4
81038	1	11	1	2	1
81038	2	2	2	3	3
81038	3	19	4	3	3
81039	1	2	2	2	2
81039	2	11	2	2	4
81039	3	19	4	2	2
81040	1	11	2	3	3
81040	2	2	2	4	4
81041	1	11	2	2	2
81041	2	2	3	4	4
81043	1	11	1	1	1
81043	2	2	2	2	2
81043	3	17	2	5	5
81044	1	11	1	1	1
81044	2	2	2	4	4
81045	1	11	2	2	2
81045	2	2	3	4	4
81046	1	11	1	1	1
81046	2	2	1	2	2
81046	3	19	3	2	2
81047	1	11	2	2	2
81048	1	11	1	5	5
81048	2	2	2	5	5
81049	1	11	1	1	1
81049	2	2	2	3	3
81049	3	19	4	3	3
81050	1	11	1	5	5
81050	2	2	2	5	5
91001	1	2	1	3	3
91001	2	11	2	2	2
91001	3	19	4	2	4
91002	1	11	2	2	2
91002	2	2	3	4	4
91003	1	11	2	1	1
91003	2	2	2	2	2
91003	3	19	4	3	3
91004	1	11	1	1	1
91004	2	2	1	3	3
91004	3	19	4	3	3
91005	1	11	1	1	1
91005	2	2	1	2	2
91006	1	11	1	3	3
91006	2	2	1	2	2
91006	3	19	4	4	4
91007	1	11	1	1	1
91007	2	2	1	3	3
91008	1	11	1	4	4
91010	1	11	1	1	1
91010	2	2	1	2	3
91011	1	11	2	3	3
91012	1	11	1	1	1
91012	2	2	1	1	1
91012	3	19	4	1	1
91013	1	11	1	1	1
91013	2	2	1	1	1
91013	3	19	4	2	2
91014	1	11	2	2	2
91014	2	2	2	4	4
91015	1	11	1	2	2
91015	2	2	1	3	3
91016	1	11	2	2	2
91016	2	2	3	4	4
91016	3	19	4	4	4
91017	1	2	2	3	3
91017	2	11	3	2	2
91017	3	19	4	4	5
91018	1	11	2	2	2
91018	2	2	4	3	2
91018	3	19	3	2	3
91019	1	11	1	1	1
91019	2	2	1	2	1
91019	3	19	4	3	3
91020	1	11	1	1	1
91020	2	2	1	2	2
91021	1	11	1	2	2
91021	2	2	1	2	2
91022	1	11	1	3	3
91022	2	2	4	5	5
91023	1	11	1	1	1
91023	2	2	1	2	2
91024	1	11	1	3	3
91025	1	11	1	1	1
91025	2	2	3	2	2
91025	3	19	5	2	2
91026	1	11	1	1	1
91026	2	2	2	2	2
91026	3	19	2	2	2
91027	1	11	1	1	1
91027	2	2	2	2	2
91028	1	11	1	4	4
91028	2	2	4	4	4
91029	2	2	1	2	2
91030	1	11	1	1	1
91030	2	2	2	2	2
91031	1	11	1	1	1
91031	2	2	1	1	1
91031	3	19	2	2	2
91032	1	2	1	1	1
91032	2	11	1	1	1
91032	3	19	4	1	1
91033	1	11	1	4	4
91033	2	2	2	4	4
91034	1	11	1	1	1
91034	2	2	1	4	4
91035	1	11	2	2	2
91035	2	2	2	2	3
91035	3	19	3	3	2
91036	1	11	2	2	2
91037	1	11	2	2	2
91037	2	2	4	4	4
91038	1	11	1	1	1
91038	2	2	1	1	1
91038	3	19	4	3	3
91039	1	2	1	1	1
91039	2	11	1	1	1
91039	3	19	4	3	2
91040	1	11	1	1	1
91040	2	2	2	2	1
91040	3	19	3	1	1
91041	1	11	2	3	2
91041	2	2	3	3	2
91041	3	19	4	3	2
91042	1	11	1	2	2
91042	2	2	1	4	4
91043	1	11	2	2	2
91044	1	11	1	1	1
91044	2	2	2	3	3
91045	1	11	1	1	1
91045	2	2	2	3	3
91045	3	19	4	3	3
91046	1	11	1	2	2
91046	2	2	2	2	2
91047	1	11	2	2	2
91047	2	2	3	4	3
91047	3	19	4	3	3
91048	1	11	2	2	2
91048	2	2	4	3	4
91049	1	11	1	1	1
91049	2	2	3	4	4
91050	1	11	1	1	1
101001	1	2	1	1	1
101001	2	11	1	1	1
101003	1	2	1	1	2
101003	2	11	1	1	1
101003	3	19	3	1	1
101004	1	11	1	1	1
101004	2	2	2	2	2
101004	3	19	4	3	3
101006	1	11	1	3	3
101006	2	2	2	5	5
101012	1	11	1	1	1
101012	2	2	2	3	3
101013	1	11	1	1	1
101013	2	19	4	2	2
101013	3	1	2	2	3
101014	1	2	1	1	1
101014	2	11	2	4	4
101016	1	11	1	1	1
101016	2	2	2	2	2
101016	3	19	2	2	2
101017	1	11	1	1	1
101017	2	2	1	1	1
101017	3	19	3	2	2
101018	1	11	1	2	2
101018	2	2	2	3	3
101019	1	1	1	1	1
101019	2	11	2	2	2
101019	3	19	4	1	2
101020	1	2	1	1	1
101020	2	11	1	2	2
101020	3	19	3	2	2
101021	1	11	2	2	2
101021	2	2	2	2	2
101021	3	19	3	2	3
101022	1	2	2	3	3
101022	2	11	1	1	1
101022	3	19	4	3	3
101024	1	11	1	1	1
101024	2	2	1	1	1
101024	3	19	3	2	2
101025	1	2	1	1	1
101025	2	11	2	4	3
101025	3	19	3	2	2
101028	1	2	1	1	1
101028	2	11	2	3	3
101028	3	19	3	3	3
101029	1	2	1	3	3
101029	2	11	2	4	4
101030	1	11	1	1	1
101030	2	2	1	1	1
101030	3	19	3	1	1
101031	1	11	1	1	1
101031	2	2	2	3	3
101032	1	2	1	1	1
101032	2	11	2	4	4
101034	1	11	1	1	1
101034	2	2	2	2	2
101034	3	19	4	3	3
101035	1	2	1	1	1
101035	2	11	2	2	2
101036	1	2	1	1	1
101036	2	19	4	1	2
101036	3	11	2	2	4
101037	1	11	2	2	2
101037	2	2	3	4	4
101040	1	2	1	3	1
101040	2	11	2	3	3
101040	3	19	4	4	4
101041	1	2	1	3	3
101041	2	11	1	1	1
101041	3	19	2	3	3
101042	1	11	1	2	2
101042	2	2	1	1	1
101042	3	19	2	1	1
101045	1	11	1	1	1
101045	2	2	1	2	3
101045	3	19	4	3	3
101048	1	11	1	1	1
101048	2	2	1	1	1
101048	3	19	2	3	2
111002	1	11	2	1	1
111002	2	2	2	4	4
111003	1	11	1	1	2
111003	2	2	2	2	3
111004	1	2	1	2	1
111004	2	11	1	1	2
111004	3	19	4	2	2
111005	1	11	1	3	4
111005	2	2	4	4	4
111006	1	2	2	5	5
111006	2	11	1	5	4
111008	1	11	1	1	1
111008	2	2	2	2	3
111009	1	11	1	1	1
111009	2	2	2	2	3
111011	1	11	1	1	1
111011	2	2	2	2	2
111011	3	19	1	1	1
111012	1	2	2	2	3
111012	2	11	1	2	2
111012	3	19	3	3	3
111013	1	11	2	3	2
111013	2	2	2	4	4
111015	1	11	1	1	1
111015	2	2	1	2	2
111015	3	19	3	2	2
111016	1	11	1	1	1
111016	2	2	3	3	3
111017	1	11	1	2	3
111017	2	2	2	3	4
111018	1	11	1	4	4
111019	1	11	1	2	2
111019	2	2	2	3	3
111019	3	19	3	2	3
111020	1	11	1	1	1
111020	2	2	2	3	3
111020	3	19	3	2	3
111021	1	2	1	1	2
111021	2	11	1	3	3
111022	1	11	1	2	2
111022	2	2	2	4	4
111023	1	11	1	1	1
111023	2	2	1	4	4
111024	1	11	1	1	1
111024	2	2	1	1	1
111024	3	19	4	3	3
111025	1	11	1	1	2
111025	2	2	2	2	3
111027	1	2	1	1	1
111027	2	11	2	2	3
111028	1	11	1	1	1
111028	2	11	2	4	4
111030	1	2	2	5	2
111030	2	11	1	2	2
111031	1	11	1	2	1
111031	2	2	2	2	2
111032	1	11	1	1	1
111032	2	2	2	4	4
111035	1	2	1	5	4
111035	2	11	1	5	4
111036	1	11	1	1	1
111036	2	2	1	2	2
111036	3	19	2	1	1
111040	1	11	1	2	2
111040	2	2	2	4	5
111041	1	11	1	2	3
111041	2	2	2	4	4
111042	1	11	2	1	2
111042	2	2	3	3	3
111043	1	11	1	1	1
111043	2	2	3	2	2
111043	3	19	3	1	1
111044	1	11	2	3	3
111044	2	2	2	5	5
111045	1	2	2	3	3
111045	2	11	1	3	3
111047	1	11	1	1	1
111047	2	2	2	4	4
111048	1	11	1	2	1
111048	2	2	3	2	2
121002	1	6	1	1	1
121002	2	2	1	1	1
121003	1	6	1	77	77
121003	2	2	2	3	3
121005	1	6	1	1	1
121005	2	2	1	1	1
121005	3	13	1	3	3
121007	1	6	1	4	4
121007	2	2	1	1	1
121007	3	19	4	3	3
121008	1	5	1	1	1
121008	2	2	1	1	1
121008	3	11	2	5	5
121009	1	6	1	1	1
121009	2	19	3	3	3
121009	3	11	4	5	5
121010	1	6	1	1	1
121010	2	1	1	1	1
121010	3	19	3	2	2
121011	1	6	1	1	1
121011	2	13	1	1	1
121011	3	2	1	1	1
121011	4	11	3	5	5
121012	1	6	1	3	3
121012	2	2	1	3	4
121013	1	6	1	1	1
121013	2	2	1	1	1
121013	3	11	2	4	4
121013	4	19	4	2	2
121014	1	6	1	1	1
121014	2	2	1	2	2
121015	1	6	1	3	3
121015	2	2	1	3	3
121015	3	18	3	5	5
121018	1	6	1	1	1
121018	2	2	1	1	1
121020	1	2	1	2	2
121020	2	6	1	1	1
121020	3	19	3	2	2
121021	1	2	1	1	1
121021	2	6	1	1	1
121021	3	19	3	3	3
121022	1	6	1	3	3
121022	2	2	1	3	3
121023	1	6	1	1	1
121023	2	13	1	5	5
121023	3	2	1	2	2
121024	1	6	2	5	5
121024	2	2	3	4	4
121026	1	6	1	2	2
121026	2	2	1	2	2
121026	3	11	3	5	5
121027	1	6	1	3	3
121027	2	2	1	3	3
121028	1	2	1	1	1
121028	2	6	1	4	4
121028	3	19	3	2	2
121030	1	6	1	1	1
121030	2	2	1	1	1
121030	3	19	3	2	2
121031	1	6	1	1	1
121031	2	2	1	1	1
121031	3	11	2	2	2
121034	1	6	1	1	2
121034	2	2	1	2	1
121034	3	11	1	4	5
121037	1	6	1	1	1
121037	2	2	1	1	1
121037	3	11	2	3	3
121037	4	19	4	2	2
121038	1	6	1	1	1
121038	2	2	1	1	1
121038	3	11	2	3	5
121039	1	6	1	1	1
121039	2	2	1	2	2
121039	3	13	1	2	2
121039	4	18	2	5	5
121040	1	6	1	1	1
121040	2	2	1	1	1
121043	1	6	1	1	1
121043	2	2	1	1	1
121043	3	11	2	5	5
121046	1	6	1	1	1
121046	2	2	1	1	1
121046	3	13	2	4	5
121046	4	19	3	2	2
121046	5	18	2	2	5
121047	1	6	1	1	1
121047	2	2	1	1	1
121047	3	19	2	2	2
121050	1	3	1	1	1
121050	2	2	1	1	1
121050	3	13	1	5	5
121050	4	18	1	5	5
121053	1	6	1	1	1
121053	2	2	1	1	1
121054	1	2	1	1	1
121054	2	6	1	4	4
121055	1	2	1	2	2
121055	2	6	1	77	77
121057	1	6	1	1	1
121057	2	2	1	1	1
121057	3	15	1	3	3
131001	1	16	1	2	2
131001	2	2	2	2	2
131001	3	19	5	3	3
131004	1	2	1	2	2
131004	2	16	1	2	2
131005	1	16	1	3	3
131005	2	2	3	3	3
131005	3	19	4	3	3
131006	1	16	1	5	5
131006	2	2	2	5	5
131007	1	16	1	2	2
131007	2	2	2	2	2
131007	3	19	3	3	3
131008	1	12	1	2	2
131008	2	2	1	1	1
131008	3	19	3	1	1
131009	1	16	1	4	4
131009	2	2	3	3	3
131009	3	19	5	4	4
131010	1	16	2	3	4
131010	2	2	2	2	4
131010	3	19	4	4	4
131011	1	16	1	2	2
131011	2	2	2	2	2
131012	1	16	1	3	2
131012	2	2	2	4	4
131013	1	2	1	3	3
131013	2	16	1	3	3
131013	3	1	2	5	5
131013	4	19	4	4	4
131015	1	16	1	1	1
131015	2	2	1	2	2
131015	3	19	3	2	2
131016	1	16	1	2	2
131016	2	2	2	2	2
131018	1	16	1	5	5
131018	2	2	3	5	5
131020	1	16	1	3	2
131020	2	2	1	4	4
131021	1	16	1	3	3
131021	2	2	2	3	3
131022	1	16	1	3	3
131022	2	2	3	4	4
131022	3	19	5	4	4
131023	1	16	1	2	3
131023	2	2	1	1	1
131023	3	19	2	2	2
131024	1	16	1	1	1
131024	2	1	1	2	2
131024	3	19	2	2	2
131027	1	16	1	3	3
131027	2	2	3	3	3
131027	3	19	5	4	4
131029	1	16	1	1	1
131029	2	2	1	1	1
131029	3	19	2	1	1
131032	1	3	2	2	2
131032	2	16	1	4	4
131034	1	16	2	2	2
131034	2	2	4	4	4
131034	3	19	4	4	4
131036	1	16	1	3	3
131036	2	2	2	2	2
131036	3	19	4	3	4
131038	1	16	1	2	2
131038	2	2	3	3	3
131041	1	16	1	1	2
131041	2	2	2	2	2
131041	3	19	3	3	2
131042	1	16	1	2	2
131042	2	2	2	2	2
131045	1	16	1	2	2
131045	2	2	1	2	2
131045	3	19	4	3	3
131046	1	2	1	1	1
131046	2	16	2	3	3
131047	1	13	1	2	2
131047	2	16	1	2	2
131047	3	2	1	1	1
131048	1	16	1	3	3
131048	2	2	1	2	2
131048	3	19	5	4	4
131050	1	16	1	2	2
131050	2	2	1	1	1
131050	3	19	2	2	2
141001	1	2	1	1	1
141001	2	19	2	2	2
141001	3	12	2	2	2
141001	4	16	2	2	2
141004	1	1	1	1	1
141004	2	16	2	2	2
141004	3	19	3	2	2
141005	1	2	1	1	1
141005	2	16	2	5	5
141005	3	19	3	2	2
141007	1	2	1	1	1
141007	2	19	4	3	3
141007	3	16	1	3	3
141008	1	2	1	1	1
141008	2	19	3	1	2
141009	1	2	1	1	1
141009	2	11	3	3	4
141009	3	19	4	2	2
141010	1	2	1	1	1
141010	2	19	4	3	3
141011	1	2	1	1	1
141011	2	16	1	4	4
141013	1	2	1	1	1
