childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE158050	3	14	2	5	1	33	2	2	 	6	 
PE158050	4	11	1	5	1	33	2	2	 	5	 
PE158050	5	6	1	5	1	32	2	2	 	 	 
PE158050	15	4	2	5	 	 	2	 	2	 	 
PE158050	16	2	1	5	 	 	2	 	2	 	 
PE158051	1	33	1	1	2	34	2	1	 	 	5
PE158051	2	27	2	1	2	33	2	1	 	6	 
PE158051	3	11	1	5	1	33	2	2	 	6	 
PE158051	4	9	2	5	1	33	2	2	 	4	 
PE158051	5	45	2	3	2	0	2	2	 	 	 
PE158051	6	17	1	4	2	33	2	2	 	6	 
PE158051	7	12	1	4	1	33	1	2	 	4	 
PE158051	8	8	2	4	1	33	2	2	 	2	 
PE158052	1	35	1	1	2	35	2	1	 	 	 
PE158052	2	26	2	1	2	34	2	1	 	 	5
PE158052	3	6	2	5	1	0	2	2	 	 	 
PE158052	15	4	1	5	 	 	2	 	2	 	 
PE158052	16	0	2	5	 	 	2	 	2	 	 
PE158053	1	 	1	1	2	34	2	1	 	 	5
PE158053	2	26	2	1	2	33	2	2	 	5	 
PE158053	3	6	2	5	1	32	2	2	 	 	 
PE158054	1	45	1	1	2	34	2	1	 	 	2
PE158054	2	39	2	1	2	0	2	1	 	 	 
PE158054	3	15	2	5	2	33	2	2	 	3	 
PE158054	4	13	1	5	1	33	2	2	 	3	 
PE158054	5	11	1	5	1	33	2	2	 	3	 
PE158054	6	9	1	5	1	33	2	2	 	2	 
PE158054	7	6	1	5	2	0	2	2	 	 	 
PE158054	15	0	1	9	 	 	2	 	2	 	 
PE158055	1	48	1	1	2	33	2	1	 	 	5
PE158055	2	43	2	1	2	33	2	1	 	 	5
PE158055	3	21	1	5	1	34	2	2	 	 	2
PE158055	4	19	1	5	1	33	2	2	 	3	 
PE158055	5	17	1	5	1	34	2	2	 	 	2
PE158055	6	15	2	5	1	33	2	2	 	5	 
PE158055	7	13	1	5	2	33	2	2	 	4	 
PE158055	8	6	2	5	2	0	2	2	 	 	 
PE158056	1	29	2	1	2	34	1	2	 	 	3
PE158056	2	43	2	3	2	0	2	1	 	 	 
PE158056	3	53	1	3	2	34	2	1	 	 	1
PE158056	4	22	2	4	2	0	1	1	 	 	 
PE158056	5	17	2	4	1	34	2	2	 	 	2
PE158056	6	15	2	4	1	33	2	1	 	5	 
PE158056	7	13	2	4	1	34	2	2	 	 	2
PE158056	8	10	2	4	1	33	2	1	 	3	 
PE158056	9	9	2	4	1	33	2	2	 	2	 
PE158056	10	5	1	5	2	0	2	2	 	 	 
PE158056	15	3	1	4	 	 	2	 	2	 	 
PE158057	1	37	1	1	2	38	2	1	 	 	5
PE158057	2	29	2	1	2	34	2	2	 	 	3
PE158057	3	10	1	5	1	33	2	2	 	5	 
PE158057	15	3	2	5	 	 	2	 	2	 	 
PE158057	16	1	1	5	 	 	2	 	2	 	 
PE168001	1	31	1	1	2	33	2	1	 	 	5
PE168001	2	28	2	1	2	33	2	2	 	6	 
PE168001	3	6	2	5	1	32	2	2	 	 	 
PE168001	15	4	1	5	 	 	2	 	1	 	 
PE168001	16	1	1	5	 	 	2	 	2	 	 
PE168002	1	35	2	1	2	0	2	1	 	 	 
PE168002	2	13	1	10	1	33	2	2	 	5	 
PE168002	3	5	2	5	2	0	2	2	 	 	 
PE168002	15	2	1	10	 	 	2	 	2	 	 
PE168003	1	29	1	1	2	33	2	1	 	5	 
PE168003	2	29	2	1	2	33	2	1	 	4	 
PE168003	3	10	2	5	1	33	2	2	 	4	 
PE168004	1	34	1	1	2	 	2	1	 	 	 
PE168004	2	34	2	1	2	33	2	1	 	 	5
PE168004	3	12	1	5	1	33	2	2	 	5	 
PE168004	4	10	2	5	1	33	2	2	 	3	 
PE168005	1	44	1	1	2	33	2	1	 	 	3
PE168005	2	45	2	1	2	0	2	1	 	 	 
PE168005	3	14	1	5	1	33	2	2	 	6	 
PE168005	4	11	1	5	1	33	2	2	 	4	 
PE168005	5	6	1	5	1	32	2	2	 	 	 
PE168005	15	2	1	5	 	 	2	 	2	 	 
PE168006	1	46	1	1	2	33	2	1	 	 	5
PE168006	2	43	2	1	2	0	2	1	 	 	 
PE168006	3	9	1	5	1	33	2	2	 	2	 
PE168006	4	5	1	5	2	0	2	2	 	 	 
PE168006	15	3	1	5	 	 	2	 	2	 	 
PE168007	1	31	1	1	2	33	2	1	 	 	5
PE168007	2	31	2	1	2	33	2	1	 	 	4
PE168007	3	6	1	5	1	32	2	2	 	 	 
PE168008	1	38	1	1	2	33	2	1	 	 	5
PE168008	2	35	2	1	2	33	2	1	 	 	2
PE168008	3	11	2	5	1	33	2	2	 	5	 
PE168008	4	10	1	5	1	33	2	2	 	3	 
PE168008	5	5	2	5	2	0	2	2	 	 	 
PE168009	1	43	2	1	2	0	2	1	 	 	 
PE168009	2	14	1	5	1	33	2	2	 	5	 
PE168009	3	12	2	5	1	33	2	2	 	2	 
PE168009	4	10	1	5	1	33	2	2	 	2	 
PE168009	15	4	1	5	 	 	2	 	2	 	 
PE168010	1	31	1	1	2	34	2	1	 	 	1
PE168010	2	30	2	1	2	33	2	1	 	2	 
PE168010	3	16	2	5	1	34	2	2	 	 	2
PE168010	4	13	1	5	1	33	2	2	 	6	 
PE168010	5	10	1	5	1	33	2	2	 	4	 
PE168010	6	5	1	5	1	0	2	2	 	 	 
PE168011	1	52	1	1	2	33	2	1	 	 	4
PE168011	2	48	2	1	2	 	2	1	 	2	 
PE168011	3	21	1	5	2	33	2	1	 	6	 
PE168011	4	19	2	5	2	33	2	2	 	6	 
PE168011	5	16	2	5	1	34	2	2	 	 	1
PE168011	6	12	1	5	1	33	2	2	 	6	 
PE168011	7	6	1	5	1	0	2	2	 	 	 
PE168012	1	34	1	1	2	0	2	1	 	 	 
PE168012	2	26	2	1	2	0	2	2	 	 	 
PE168012	3	9	1	5	1	33	2	2	 	2	 
PE168012	15	2	2	5	 	 	2	 	2	 	 
PE168013	1	37	1	1	2	33	1	1	 	 	2
PE168013	2	37	2	1	2	0	2	1	 	 	 
PE168013	3	19	2	5	2	34	2	1	 	 	1
PE168013	4	16	1	5	2	34	2	1	 	 	1
PE168013	5	13	2	5	2	33	2	2	 	3	 
PE168013	6	10	1	5	1	33	2	2	 	4	 
PE168013	7	5	2	5	2	0	2	2	 	 	 
PE168013	15	2	1	5	 	 	2	 	2	 	 
PE168014	1	36	1	1	2	35	2	1	 	 	2
PE168014	2	34	2	1	2	33	2	1	 	 	5
PE168014	3	10	2	5	1	33	2	2	 	5	 
PE168015	1	27	1	1	2	33	2	1	 	6	 
PE168015	2	27	2	1	2	33	2	2	 	6	 
PE168015	3	6	2	5	1	32	2	2	 	 	 
PE168016	1	35	1	1	2	33	2	1	 	 	5
PE168016	2	40	2	1	2	0	2	1	 	 	 
PE168016	3	14	1	5	1	33	2	2	 	6	 
PE168016	4	12	1	5	1	33	2	2	 	5	 
PE168016	15	2	1	5	 	 	2	 	2	 	 
PE168017	1	31	1	1	2	33	2	1	 	 	5
PE168017	2	31	2	1	2	33	2	2	 	 	5
PE168017	3	13	2	5	1	33	2	2	 	6	 
PE168017	4	10	1	5	1	33	2	2	 	3	 
PE168017	5	60	2	3	2	0	2	2	 	 	 
PE168017	15	4	1	5	 	 	2	 	1	 	 
PE168018	1	33	1	1	2	34	2	1	 	 	5
PE168018	2	35	2	1	2	33	2	1	 	 	4
PE168018	3	14	2	5	1	34	2	1	 	 	1
PE168018	4	12	2	5	1	33	2	2	 	6	 
PE168018	5	10	2	5	1	33	2	2	 	4	 
PE168018	6	70	1	3	2	0	2	1	 	 	 
PE168018	7	70	2	3	2	0	1	2	 	 	 
PE168019	1	46	1	2	2	0	2	2	 	 	 
PE168019	2	37	2	1	2	0	2	1	 	 	 
PE168019	3	17	1	5	2	0	1	1	 	 	 
PE168019	4	14	1	5	1	33	2	2	 	5	 
PE168019	5	12	2	5	1	33	2	2	 	2	 
PE168019	6	10	2	5	1	33	2	2	 	2	 
PE168019	7	5	2	5	1	0	2	2	 	 	 
PE168019	15	3	1	5	 	 	1	 	2	 	 
PE168020	1	35	1	1	2	33	2	1	 	 	5
PE168020	2	37	2	1	2	0	2	1	 	 	 
PE168020	3	14	1	5	1	33	2	1	 	5	 
PE168020	4	12	1	5	1	33	2	1	 	6	 
PE168020	5	10	2	5	1	33	2	2	 	2	 
PE168020	6	6	2	5	1	0	2	2	 	 	 
PE168020	15	4	1	5	 	 	2	 	2	 	 
PE168020	16	0	2	5	 	 	2	 	2	 	 
PE168021	1	35	1	1	2	34	2	1	 	 	3
PE168021	2	35	2	1	2	0	2	1	 	 	 
PE168021	3	13	2	5	1	34	2	1	 	 	1
PE168021	4	10	1	5	1	33	2	1	 	4	 
PE168021	5	9	1	5	1	33	2	1	 	4	 
PE168022	1	45	1	1	2	33	2	1	 	 	5
PE168022	2	44	2	1	2	0	2	1	 	 	 
PE168022	3	16	2	5	2	33	2	2	 	6	 
PE168022	4	10	2	5	1	33	2	2	 	4	 
PE168022	5	5	1	5	2	0	2	2	 	 	 
PE168023	1	27	1	1	2	33	2	1	 	3	 
PE168023	2	27	2	1	2	0	2	2	 	 	 
PE168023	3	6	1	5	1	32	2	2	 	 	 
PE168024	1	44	1	1	2	0	2	1	 	 	 
PE168024	2	44	2	1	2	0	2	1	 	 	 
PE168024	3	20	1	5	1	34	2	2	 	 	2
PE168024	4	17	2	5	1	34	2	2	 	 	1
PE168024	5	13	2	5	1	33	2	2	 	4	 
PE168024	6	9	2	5	1	33	2	2	 	2	 
PE168024	15	4	1	5	 	 	2	 	1	 	 
PE168025	1	35	1	1	2	34	2	1	 	 	5
PE168025	2	35	2	1	2	33	2	2	 	 	1
PE168025	3	10	1	5	1	33	2	2	 	4	 
PE168025	4	5	1	5	1	0	2	2	 	 	 
PE178001	1	33	1	1	2	34	2	1	 	 	2
PE178001	2	32	2	1	2	33	2	1	 	 	2
PE178001	3	14	2	5	1	34	2	2	 	 	1
PE178001	4	13	1	5	1	34	2	2	 	 	1
PE178001	5	11	2	5	1	33	2	2	 	5	 
PE178001	6	9	2	5	1	33	2	2	 	2	 
PE178001	7	76	2	3	2	0	1	2	 	 	 
PE178001	8	15	1	4	2	0	1	2	 	 	 
PE178001	15	2	2	5	 	 	2	 	2	 	 
PE178002	1	29	1	1	2	0	2	1	 	 	 
PE178002	2	33	2	1	2	34	2	1	 	 	5
PE178002	3	13	1	10	1	33	2	2	 	5	 
PE178002	4	11	1	10	1	33	2	2	 	4	 
PE178002	5	6	2	5	1	32	2	2	 	 	 
PE178002	15	3	1	5	 	 	2	 	1	 	 
PE178003	1	34	1	1	2	34	1	1	 	 	5
PE178003	2	32	2	1	2	36	2	1	 	 	5
PE178003	3	14	1	5	1	34	2	2	 	 	2
PE178003	4	12	1	5	1	34	2	2	 	 	1
PE178003	5	5	1	5	1	0	1	2	 	 	 
PE178004	1	41	1	1	2	35	2	1	 	 	2
PE178004	2	27	2	1	2	34	2	2	 	 	5
PE178004	3	9	2	5	1	33	2	2	 	3	 
PE178004	4	9	2	5	1	33	2	2	 	3	 
PE178006	1	51	1	1	2	33	2	1	 	 	2
PE178006	2	43	2	1	2	0	2	1	 	 	 
PE178006	3	22	2	5	2	34	2	1	 	 	5
PE178006	4	15	2	5	1	33	2	2	 	6	 
PE178006	5	10	1	5	1	33	2	2	 	2	 
PE178006	6	6	2	5	1	32	2	2	 	 	 
PE178006	15	3	2	9	 	 	2	 	2	 	 
PE178007	1	30	2	1	2	34	2	1	 	 	5
PE178007	2	11	1	5	1	33	2	2	 	5	 
PE178009	1	34	2	1	2	34	2	1	 	 	4
PE178009	2	17	1	10	1	34	2	2	 	 	4
PE178009	3	13	1	10	1	34	2	2	 	 	1
PE178009	15	3	1	10	 	 	2	 	2	 	 
PE178010	1	30	2	1	2	34	2	1	 	 	1
PE178010	2	12	2	5	1	33	2	2	 	5	 
PE178010	3	6	1	10	1	32	2	2	 	 	 
PE178010	4	63	2	3	2	0	1	2	 	 	 
PE178011	1	30	1	1	2	34	2	1	 	 	5
PE178011	2	30	2	1	2	34	2	1	 	 	5
PE178011	3	5	1	5	1	0	2	2	 	 	 
PE178013	1	60	1	3	2	33	1	1	 	 	 
PE178013	2	53	2	3	2	0	1	1	 	 	 
PE178013	3	20	1	4	1	34	2	2	 	 	4
PE178013	4	12	1	4	1	33	2	2	 	6	 
PE178013	5	13	1	6	1	34	2	2	 	 	1
PE178015	1	48	1	1	2	33	2	1	 	 	3
PE178015	2	47	2	1	2	33	2	1	 	 	1
PE178015	3	18	1	5	1	34	2	1	 	 	3
PE178015	4	16	1	5	1	33	2	2	 	3	 
PE178015	5	12	1	5	1	33	2	2	 	3	 
PE178015	6	10	1	5	1	33	2	2	 	2	 
PE178015	15	0	2	5	 	 	2	 	2	 	 
PE178016	1	34	2	1	2	33	2	1	 	 	5
PE178016	2	67	2	3	2	0	2	2	 	 	 
PE178016	3	14	1	10	1	34	2	2	 	 	2
PE178019	1	57	1	1	2	33	2	1	 	 	3
PE178019	2	45	2	1	2	33	2	1	 	 	5
PE178019	3	19	1	5	1	34	2	2	 	 	3
PE178019	4	16	2	5	1	34	2	2	 	 	1
PE178019	5	13	2	5	1	33	2	2	 	6	 
PE178019	6	12	1	5	1	33	2	2	 	4	 
PE178019	7	10	1	5	1	33	2	2	 	3	 
PE178020	1	34	2	1	2	34	1	1	 	 	5
PE178020	2	14	2	10	1	34	2	2	 	 	3
PE178020	3	65	2	3	2	 	2	1	 	 	 
PE178020	4	31	1	4	2	33	2	1	 	 	5
PE178020	5	8	2	6	1	33	2	2	 	3	 
PE178021	1	42	1	1	2	33	2	1	 	 	3
PE178021	2	43	2	1	2	31	2	1	 	 	 
PE178021	3	10	1	5	1	33	2	2	 	4	 
PE178021	4	7	2	5	1	0	2	2	 	 	 
PE178021	15	4	2	5	 	 	2	 	1	 	 
PE178021	16	3	2	5	 	 	2	 	2	 	 
PE178022	1	39	1	1	2	33	2	1	 	 	2
PE178022	2	37	2	1	2	0	2	2	 	 	 
PE178022	3	16	1	5	1	34	2	2	 	 	5
PE178022	4	14	2	5	1	34	2	2	 	 	1
PE178022	5	12	1	5	1	34	2	2	 	 	1
PE178022	6	10	2	5	1	33	2	2	 	4	 
PE178022	7	6	1	5	1	0	2	2	 	 	 
PE178023	1	33	1	1	2	33	2	1	 	 	5
PE178023	2	28	2	1	2	34	2	2	 	 	1
PE178023	15	3	2	5	 	 	2	 	1	 	 
PE178024	1	 	2	1	2	0	2	1	 	 	 
PE178024	2	20	2	5	2	33	2	1	 	3	 
PE178024	3	16	2	5	1	33	2	1	 	6	 
PE178024	4	13	1	5	1	33	2	1	 	6	 
PE178024	5	11	2	5	1	33	2	2	 	4	 
PE178025	1	44	2	1	2	0	2	1	 	 	 
PE178025	2	21	2	5	2	34	2	1	 	 	3
PE178025	3	18	1	5	2	33	2	2	 	6	 
PE178025	4	16	1	5	1	33	2	2	 	6	 
PE178025	5	12	2	5	1	33	2	2	 	3	 
PE178025	6	36	1	11	2	36	2	2	 	 	3
PE178025	15	4	2	9	 	 	2	 	1	 	 
PE178025	16	3	1	9	 	 	2	 	1	 	 
PE178026	1	29	2	1	2	33	2	1	 	3	 
PE178026	2	 	1	3	2	33	2	1	 	 	2
PE178026	3	 	2	3	2	0	2	1	 	 	 
PE178026	4	9	2	4	1	32	2	2	 	 	 
PE178026	15	4	2	10	 	 	2	 	2	 	 
PE178027	1	50	1	1	2	33	2	1	 	 	5
PE178027	2	50	2	1	2	33	2	1	 	 	3
PE178027	3	80	2	3	2	0	2	2	 	 	 
PE178027	4	27	1	5	2	33	2	2	 	6	 
PE178027	5	19	1	5	2	34	2	2	 	 	4
PE178027	6	15	2	5	1	33	2	2	 	6	 
PE178027	7	9	1	5	1	33	2	2	 	4	 
PE178028	1	39	1	1	2	34	2	1	 	 	2
PE178028	2	38	2	1	2	33	2	1	 	 	2
PE178028	3	12	2	5	1	33	2	2	 	4	 
PE178028	4	10	1	5	1	33	2	2	 	3	 
PE178028	5	6	2	5	1	0	2	2	 	 	 
PE178029	1	36	1	1	2	33	2	1	 	 	1
PE178029	2	37	2	1	2	33	2	1	 	 	1
PE178029	3	10	1	5	1	33	2	2	 	5	 
PE178029	4	5	1	5	1	0	2	2	 	 	 
PE178029	15	3	1	5	 	 	2	 	1	 	 
PE178030	1	41	1	1	2	34	2	1	 	 	5
PE178030	2	35	2	1	2	0	2	2	 	 	 
PE178030	3	16	1	5	1	34	2	2	 	 	3
PE178030	4	15	2	5	1	33	2	2	 	6	 
PE178030	5	9	2	5	1	33	2	2	 	3	 
PE178030	6	6	2	5	1	33	2	2	 	1	 
PE178030	15	4	1	5	 	 	2	 	1	 	 
PE178031	1	33	2	1	2	0	1	1	 	 	 
PE178031	2	63	2	3	2	0	1	1	 	 	 
PE178031	3	37	1	4	2	34	2	1	 	 	2
PE178031	4	23	2	13	2	34	2	2	 	 	1
PE178031	5	6	2	13	1	32	2	2	 	 	 
PE178032	1	29	1	1	2	33	2	1	 	3	 
PE178032	2	29	2	1	2	33	2	1	 	2	 
PE178032	3	10	2	5	1	33	2	2	 	4	 
PE178032	15	3	1	5	 	 	2	 	1	 	 
PE178032	16	2	2	5	 	 	2	 	2	 	 
PE178033	1	40	1	1	2	33	2	1	 	 	2
PE178033	2	38	2	1	2	0	2	1	 	 	 
PE178033	3	12	1	5	1	33	2	2	 	6	 
PE178033	4	10	1	5	1	33	2	2	 	4	 
PE178033	5	5	2	5	1	0	2	2	 	 	 
PE178033	6	60	1	3	2	33	2	2	 	 	5
PE178033	7	62	2	3	2	0	2	2	 	 	 
PE178034	1	41	1	1	2	34	2	1	 	 	5
PE178034	2	37	2	1	2	33	2	1	 	 	3
PE178034	3	19	1	5	1	34	2	2	 	 	4
PE178034	4	18	2	5	2	33	2	2	 	6	 
PE178034	5	12	1	5	1	33	2	2	 	4	 
PE178035	1	48	2	1	2	0	1	2	 	 	 
PE178035	2	68	2	3	2	0	2	2	 	 	 
PE178035	3	11	1	5	1	33	2	1	 	4	 
PE178035	4	16	2	6	2	33	2	2	 	6	 
PE178035	5	14	1	6	1	34	2	2	 	 	1
PE178035	6	11	1	6	1	33	2	2	 	4	 
PE178035	7	10	1	6	1	33	2	2	 	3	 
PE178036	1	26	1	1	2	33	2	1	 	6	 
PE178036	2	27	2	1	2	33	2	1	 	6	 
PE178036	3	5	2	5	1	0	2	2	 	 	 
PE178036	4	14	1	4	1	34	2	2	 	 	3
PE178036	15	1	2	5	 	 	2	 	2	 	 
PE188001	1	27	1	1	2	33	2	1	 	2	 
PE188001	2	25	2	1	2	0	2	1	 	 	 
PE188001	15	4	2	5	 	 	2	 	1	 	 
PE188001	16	2	1	5	 	 	2	 	2	 	 
PE188002	1	30	1	1	2	33	2	1	 	1	 
PE188002	2	25	2	1	2	0	2	1	 	 	 
PE188002	15	4	2	5	 	 	2	 	2	 	 
PE188002	16	2	1	5	 	 	2	 	2	 	 
PE188003	1	27	1	1	2	33	1	1	 	2	 
PE188003	2	31	2	1	2	0	1	2	 	 	 
PE188004	1	38	1	1	2	33	2	2	 	 	2
PE188004	2	32	2	1	2	0	2	1	 	 	 
PE188004	3	18	1	5	1	34	2	1	 	 	1
PE188004	4	16	1	5	1	33	2	1	 	5	 
PE188004	5	11	1	5	1	33	2	2	 	4	 
PE188004	15	4	2	5	 	 	2	 	2	 	 
PE188004	16	1	2	5	 	 	2	 	2	 	 
PE188005	1	48	1	1	2	0	2	1	 	 	 
PE188005	2	48	2	1	2	0	2	1	 	 	 
PE188005	3	20	2	5	2	33	2	2	 	2	 
PE188005	4	18	1	5	1	37	2	2	 	 	1
PE188005	5	16	1	5	1	34	2	2	 	 	4
PE188005	6	14	1	5	1	34	2	2	 	 	3
PE188005	7	11	1	5	1	33	2	2	 	4	 
PE188005	8	90	2	3	2	0	2	2	 	 	 
PE188006	1	32	1	1	2	33	2	1	 	 	3
PE188006	2	33	2	1	2	0	2	1	 	 	 
PE188006	3	12	1	5	1	33	2	2	 	5	 
PE188006	4	6	2	5	1	32	2	2	 	 	 
PE188006	15	2	1	5	 	 	2	 	2	 	 
PE188007	1	30	1	1	2	34	2	1	 	 	2
PE188007	2	26	2	1	2	0	2	1	 	 	 
PE188007	3	5	2	5	2	0	2	2	 	 	 
PE188007	4	60	2	13	2	0	2	2	 	 	 
PE188007	15	2	2	5	 	 	2	 	2	 	 
PE188008	1	 	1	1	2	 	2	1	 	 	 
PE188008	2	30	2	1	2	0	2	2	 	 	 
PE188008	3	9	2	5	1	33	2	2	 	2	 
PE188008	4	5	2	5	2	0	2	2	 	 	 
PE188008	15	2	1	5	 	 	2	 	2	 	 
PE188009	1	50	1	1	2	33	2	1	 	 	5
PE188009	2	43	2	1	2	0	2	1	 	 	 
PE188009	3	20	1	5	2	33	1	2	 	6	 
PE188009	4	12	1	5	1	33	2	2	 	2	 
PE188009	5	10	2	5	1	33	2	2	 	1	 
PE188010	1	30	1	1	2	34	2	1	 	 	5
PE188010	2	26	2	1	2	34	2	1	 	 	3
PE188010	3	24	1	4	1	34	2	2	 	 	4
PE188010	15	4	1	6	 	 	2	 	1	 	 
PE188011	1	31	1	1	2	33	2	1	 	 	5
PE188011	2	27	2	1	2	0	2	1	 	 	 
PE188011	3	10	1	5	1	33	2	2	 	3	 
PE188012	1	44	1	1	2	0	2	1	 	 	 
PE188012	2	43	2	1	2	0	2	2	 	 	 
PE188012	3	17	1	5	1	34	2	2	 	 	3
PE188012	4	15	1	5	1	33	2	2	 	5	 
PE188012	5	12	1	5	1	33	2	2	 	3	 
PE188012	15	4	2	5	 	 	2	 	1	 	 
PE188012	16	1	1	5	 	 	1	 	4	 	 
PE188013	1	29	1	1	2	34	2	2	 	 	3
PE188013	2	27	2	1	2	34	2	1	 	 	1
PE188013	3	5	1	5	1	0	2	2	 	 	 
PE188014	1	31	1	4	2	34	2	1	 	 	2
PE188014	2	31	2	4	2	34	2	1	 	 	1
PE188014	3	11	2	6	1	33	2	2	 	5	 
PE188014	4	7	2	6	1	33	2	2	 	2	 
PE188015	1	33	1	1	2	33	1	1	 	 	5
PE188015	2	32	2	1	2	0	2	1	 	 	 
PE188015	3	16	2	5	1	34	2	2	 	 	1
PE188015	4	14	1	5	1	34	2	2	 	 	1
PE188015	5	13	2	5	1	33	2	2	 	6	 
PE188015	6	9	2	5	1	33	2	2	 	2	 
PE188015	15	4	2	5	 	 	2	 	1	 	 
PE188016	1	50	1	1	2	0	2	1	 	 	 
PE188016	2	48	2	1	2	0	2	1	 	 	 
PE188016	3	13	2	5	1	34	2	2	 	 	1
PE188016	4	11	1	5	1	33	2	2	 	5	 
PE188016	5	6	2	5	2	0	2	2	 	 	 
PE188016	15	4	1	5	 	 	2	 	1	 	 
PE188017	1	37	1	1	2	0	2	1	 	 	 
PE188017	2	36	2	1	2	0	2	2	 	 	 
PE188017	3	16	1	5	1	34	2	1	 	 	2
PE188017	4	13	2	5	1	33	2	2	 	5	 
PE188017	5	10	1	5	1	33	2	2	 	2	 
PE188017	15	4	1	5	 	 	2	 	4	 	 
PE188017	16	0	1	5	 	 	2	 	2	 	 
PE188018	1	35	1	1	2	33	2	1	 	 	5
PE188018	2	35	2	1	2	0	2	1	 	 	 
PE188018	3	12	1	5	1	33	2	1	 	5	 
PE188018	15	0	1	5	 	 	2	 	1	 	 
PE188019	1	29	1	1	2	33	2	1	 	1	 
PE188019	2	32	2	1	2	0	2	2	 	 	 
PE188019	3	15	2	10	2	33	2	1	 	2	 
PE188019	4	9	1	5	1	33	2	2	 	2	 
PE188019	5	5	1	5	2	0	1	2	 	 	 
PE188019	15	3	2	5	 	 	2	 	1	 	 
PE188019	16	0	2	5	 	 	2	 	2	 	 
PE188020	1	30	1	1	2	34	2	1	 	 	4
PE188020	2	30	2	1	2	33	2	2	 	5	 
PE188020	3	9	1	5	1	33	2	2	 	2	 
PE188020	15	2	1	5	 	 	2	 	4	 	 
PE188021	1	46	1	1	2	33	1	1	 	 	4
PE188021	2	42	2	1	2	0	2	1	 	 	 
PE188021	3	13	2	5	1	34	2	2	 	 	1
PE188021	4	6	1	5	2	0	2	2	 	 	 
PE188021	5	22	2	5	1	34	2	2	 	 	5
PE188021	15	1	1	9	 	 	1	 	1	 	 
PE188022	1	38	1	1	2	33	2	1	 	 	5
PE188022	2	38	2	1	2	0	2	2	 	 	 
PE188022	3	16	1	5	1	34	2	2	 	 	4
PE188022	4	14	1	5	1	34	2	2	 	 	1
PE188022	5	10	2	5	1	33	2	2	 	4	 
PE188023	1	49	1	1	2	0	2	1	 	 	 
PE188023	2	50	2	1	2	0	2	1	 	 	 
PE188023	3	17	1	5	1	34	2	1	 	 	5
PE188023	4	15	1	5	1	34	2	1	 	 	1
PE188023	5	12	1	5	1	33	2	2	 	6	 
PE188023	6	9	1	5	1	33	2	2	 	5	 
PE188024	1	34	1	1	2	34	2	1	 	 	5
PE188024	2	26	2	1	2	34	2	2	 	 	2
PE188024	3	9	1	5	1	33	2	2	 	3	 
PE188024	15	1	1	5	 	 	2	 	2	 	 
PE188025	1	29	1	1	2	33	2	1	 	3	 
PE188025	2	30	2	1	2	0	2	1	 	 	 
PE188025	3	12	1	5	1	33	2	2	 	3	 
PE188025	4	9	2	5	1	33	2	2	 	2	 
PE188025	15	0	2	5	 	 	2	 	2	 	 
PE188026	1	43	2	1	2	0	2	1	 	 	 
PE188026	2	17	2	5	2	34	1	1	 	 	5
PE188026	3	14	2	5	1	34	2	2	 	 	3
PE188026	4	11	2	5	1	33	2	2	 	6	 
PE188026	5	74	1	3	2	33	1	1	 	 	5
PE188026	6	77	2	3	2	0	2	2	 	 	 
PE188027	1	36	2	1	2	0	2	1	 	 	 
PE188027	2	12	1	5	1	33	2	2	 	6	 
PE188027	3	10	1	5	1	33	2	2	 	3	 
PE188027	4	73	2	3	2	0	2	2	 	 	 
PE198001	1	45	1	1	2	34	2	1	 	 	5
PE198001	2	38	2	1	2	36	1	1	 	 	4
PE198001	15	4	2	5	 	 	2	 	1	 	 
PE198002	1	34	2	1	2	36	2	1	 	 	3
PE198002	2	70	2	3	2	33	2	1	 	 	 
PE198002	3	38	1	4	2	34	2	2	 	 	5
PE198003	1	26	1	2	2	33	2	1	 	6	 
PE198003	2	27	2	1	2	33	2	1	 	4	 
PE198003	15	2	2	10	 	 	2	 	2	 	 
PE198004	1	39	1	1	2	34	2	1	 	 	4
PE198004	2	38	2	1	2	33	2	1	 	 	5
PE198004	3	9	1	5	1	33	2	2	 	3	 
PE198006	1	30	1	1	2	33	2	1	 	6	 
PE198006	2	29	2	1	2	33	2	1	 	3	 
PE198006	3	10	1	5	1	33	2	2	 	5	 
PE198007	1	38	1	1	2	34	2	1	 	 	5
PE198007	2	34	2	1	2	34	2	1	 	 	3
PE198007	3	15	2	5	1	34	2	2	 	 	4
PE198007	4	7	1	5	1	33	2	2	 	2	 
PE198008	1	32	1	1	2	34	2	1	 	 	3
PE198008	2	32	2	1	2	33	2	1	 	 	5
PE198008	3	11	2	5	1	33	2	2	 	6	 
PE198009	1	47	1	1	2	33	2	1	 	 	5
PE198009	2	31	2	1	2	34	2	2	 	 	4
PE198009	3	6	2	5	1	32	1	2	 	 	 
PE198009	4	6	2	5	1	32	2	2	 	 	 
PE198009	15	2	1	5	 	 	2	 	3	 	 
PE198010	1	26	1	1	2	34	2	1	 	 	4
PE198010	2	27	2	1	2	34	2	1	 	 	3
PE198011	1	42	1	1	2	 	2	1	 	 	 
PE198011	2	52	2	1	2	33	2	1	 	 	3
PE198011	3	17	2	5	1	34	2	2	 	 	5
PE198012	1	40	1	1	2	34	1	1	 	 	3
PE198012	2	33	2	1	2	33	2	1	 	 	5
PE198012	3	15	1	5	1	34	2	2	 	 	1
