childid	linecode	id	paymt	months	days	importa	actcode
PE028005	6	5	2	1	2	1	92
PE028006	1	1	1	12	1	1	51
PE028006	2	1	1	12	1	2	92
PE028007	1	1	1	12	1	1	92
PE028008	1	1	1	12	1	1	51
PE028008	2	1	2	12	3	2	61
PE028008	3	2	2	12	3	1	91
PE028009	1	1	2	12	1	1	61
PE028010	1	1	1	11	2	1	93
PE028010	2	1	2	12	2	2	92
PE028011	1	1	2	12	2	1	91
PE028012	1	1	2	1	1	1	91
PE028012	2	1	1	11	2	2	93
PE028013	1	1	2	12	2	1	61
PE028013	2	1	1	3	2	2	92
PE028014	1	1	1	12	2	1	92
PE028014	2	2	1	5	2	1	93
PE028015	1	3	1	5	3	1	92
PE028016	1	1	2	12	1	1	61
PE028016	2	2	2	12	1	2	52
PE028016	3	2	2	6	3	1	 
PE028017	1	1	2	12	1	1	61
PE028017	2	1	2	12	1	2	61
PE028018	1	1	1	12	2	1	92
PE028018	2	1	1	12	3	2	92
PE028019	1	1	1	12	1	1	92
PE028019	2	1	2	12	1	2	61
PE028019	3	2	2	12	1	1	91
PE028019	4	4	1	1	2	1	93
PE028019	5	4	2	12	1	2	71
PE028020	1	1	1	12	1	1	92
PE028020	2	1	2	12	1	2	61
PE028021	1	1	2	12	2	1	52
PE028021	2	1	2	12	3	2	91
PE028022	1	1	2	12	1	1	61
PE028022	2	2	2	3	1	1	52
PE028023	1	1	2	12	2	1	61
PE028023	2	2	2	12	1	1	52
PE028024	1	1	1	12	3	1	61
PE028024	2	2	1	12	1	1	51
PE028025	1	1	2	12	1	2	61
PE028025	2	1	1	12	1	1	92
PE038001	1	2	2	12	1	1	61
PE038001	2	4	2	12	1	1	61
PE038002	1	1	2	12	2	1	61
PE038002	2	2	2	12	3	1	92
PE038002	3	3	2	12	2	1	92
PE038002	4	4	2	12	3	1	92
PE038002	5	5	2	3	2	1	92
PE038002	6	6	2	3	2	1	92
PE038003	1	1	2	12	1	1	61
PE038003	2	2	2	12	3	1	92
PE038003	3	4	2	12	3	1	92
PE038004	1	1	2	12	1	1	61
PE038004	2	4	2	12	1	1	92
PE038004	3	5	2	12	1	1	92
PE038004	4	7	2	12	1	1	92
PE038004	5	10	2	12	1	1	92
PE038005	1	1	2	12	1	1	61
PE038005	2	1	1	12	1	2	61
PE038005	3	3	2	12	3	1	92
PE038006	1	1	2	12	1	1	61
PE038006	2	2	2	12	2	1	92
PE038007	1	1	2	5	1	1	61
PE038007	2	2	2	6	2	1	74
PE038007	3	2	2	12	1	2	61
PE038008	1	1	2	12	1	1	61
PE038008	2	3	2	4	2	1	92
PE038008	3	4	2	4	2	1	92
PE038008	4	5	2	4	2	1	92
PE038009	1	3	2	12	2	1	74
PE038009	2	4	2	12	2	1	61
PE038009	3	4	1	3	1	2	92
PE038009	4	5	1	9	1	1	92
PE038009	5	5	1	3	3	2	93
PE038009	6	6	2	2	1	1	74
PE038011	1	1	2	12	1	1	52
PE038011	2	1	2	12	3	2	61
PE038011	3	2	1	12	1	1	22
PE038011	4	2	2	12	1	2	22
PE038011	5	4	1	12	1	1	91
PE038012	1	1	1	12	2	1	23
PE038012	2	2	2	12	2	1	52
PE038013	1	1	1	10	2	1	23
PE038013	2	1	2	3	3	2	34
PE038013	3	2	2	7	2	1	93
PE038013	4	2	2	7	3	2	51
PE038013	5	4	2	12	1	1	52
PE038013	6	5	1	10	2	1	33
PE038014	1	1	1	10	2	1	92
PE038014	2	1	1	2	2	2	71
PE038014	3	2	2	12	4	1	91
PE038015	1	1	1	8	1	1	71
PE038015	2	1	1	2	1	2	71
PE038015	3	1	1	2	3	3	71
PE038015	4	2	2	12	1	1	61
PE038015	5	2	1	12	3	2	41
PE038015	6	4	2	9	3	1	52
PE038015	7	5	1	1	1	1	93
PE038015	8	5	1	12	3	2	92
PE038015	9	5	2	12	2	3	92
PE038016	1	1	2	12	1	1	61
PE038016	2	1	1	1	1	2	93
PE038016	3	2	2	12	1	1	92
PE038017	1	1	2	4	1	1	61
PE038017	2	1	2	7	1	2	71
PE038017	3	1	2	2	2	3	 
PE038017	4	2	2	2	2	1	74
PE038017	5	3	2	12	2	1	92
PE038018	1	1	2	12	1	1	61
PE038018	2	2	2	12	1	1	74
PE038018	3	2	2	12	2	2	92
PE038018	4	3	2	12	3	1	74
PE038019	1	1	2	12	1	1	61
PE038020	1	1	2	12	1	1	61
PE038020	2	1	1	2	3	2	92
PE038020	3	2	2	1	2	1	92
PE038020	4	4	2	4	2	1	92
PE038020	5	5	2	4	2	1	92
PE038021	1	1	2	11	1	1	61
PE038021	2	1	1	1	1	2	92
PE038021	3	2	2	10	1	1	52
PE038022	1	1	2	12	2	2	61
PE038022	2	1	1	1	1	1	93
PE038022	3	2	2	1	1	2	91
PE038022	4	2	2	1	3	1	52
PE038022	5	3	2	3	1	1	92
PE038022	6	4	2	3	1	1	92
PE038022	7	5	2	3	1	1	92
PE038023	1	1	1	12	1	1	41
PE038023	2	2	2	12	1	1	52
PE038024	1	1	1	2	1	1	93
PE038024	2	2	2	12	1	1	 
PE038025	1	1	2	8	1	1	61
PE048001	1	1	1	12	1	1	32
PE048001	2	2	1	12	2	1	23
PE048002	1	2	2	12	2	1	61
PE048003	1	1	2	12	1	1	61
PE048003	2	1	1	2	1	2	71
PE048003	3	3	2	12	1	2	92
PE048003	4	4	2	12	3	1	92
PE048003	5	3	2	8	3	1	61
PE048004	1	1	2	12	1	1	61
PE048004	2	1	2	12	1	2	61
PE048004	3	2	1	12	3	1	92
PE048005	1	1	1	10	2	1	 
PE048005	2	1	2	2	3	3	72
PE048006	1	1	2	12	2	1	61
PE048006	2	2	2	12	2	1	92
PE048007	1	1	2	12	1	1	61
PE048007	2	1	2	12	1	2	61
PE048007	3	2	2	12	1	1	92
PE048008	1	1	2	12	1	2	61
PE048008	2	1	2	12	1	3	61
PE048008	3	2	2	12	3	1	92
PE048008	4	2	2	3	1	2	92
PE048009	1	1	2	12	1	1	61
PE048009	2	2	2	12	1	1	92
PE048009	3	3	2	12	1	1	92
PE048010	1	1	2	12	1	1	61
PE048010	2	2	2	4	1	 	92
PE048010	3	3	2	12	3	1	92
PE048010	4	4	2	12	3	1	92
PE048010	5	5	2	12	3	1	92
PE048010	6	6	2	12	3	1	92
PE048011	1	1	2	12	1	1	61
PE048011	2	1	2	1	3	2	61
PE048011	3	2	2	12	1	1	92
PE048011	4	3	2	12	1	1	92
PE048011	5	4	2	12	1	1	92
PE048011	6	5	2	12	1	1	92
PE048012	1	1	2	12	1	1	61
PE048012	2	2	2	12	1	1	92
PE048013	1	1	2	12	1	1	61
PE048013	2	2	2	12	1	1	92
PE048013	3	3	2	3	1	1	92
PE048013	4	4	2	12	1	1	92
PE048013	5	5	2	3	1	1	92
PE048014	1	1	2	12	2	1	61
PE048014	2	1	1	12	3	2	92
PE048014	3	2	2	12	2	1	92
PE048015	1	1	2	11	1	1	74
PE048015	2	1	2	1	1	2	61
PE048015	3	2	2	1	1	1	92
PE048016	1	1	2	12	1	1	61
PE048016	2	2	2	12	1	1	92
PE048016	3	3	2	2	3	1	92
PE048016	4	4	2	12	1	1	92
PE048016	5	5	2	12	3	1	92
PE048017	1	1	2	12	1	1	61
PE048017	2	2	2	12	2	1	92
PE048017	3	3	1	2	2	1	41
PE048017	4	4	2	12	2	1	92
PE048017	5	5	2	12	2	1	92
PE048018	1	1	2	12	1	1	61
PE048018	2	2	2	5	2	1	92
PE048018	3	3	2	7	2	1	92
PE048018	4	4	2	12	1	1	92
PE048018	5	6	2	12	1	1	61
PE048019	1	1	2	12	1	1	61
PE048019	2	1	2	12	3	2	92
PE048019	3	2	2	12	1	1	61
PE048019	4	2	2	2	1	2	92
PE048019	5	3	2	12	1	1	92
PE048019	6	4	2	12	1	1	92
PE048019	7	3	1	12	1	2	91
PE048020	1	1	2	12	1	1	61
PE048020	2	2	2	3	2	1	92
PE048020	3	4	2	10	1	1	61
PE048020	4	5	2	3	1	1	92
PE048021	1	1	2	12	1	1	61
PE048021	2	1	2	12	3	3	74
PE048021	3	1	2	12	3	2	92
PE048021	4	2	2	12	3	1	92
PE048022	1	1	2	12	1	1	61
PE048022	2	2	2	3	2	1	92
PE048023	1	1	2	12	1	1	61
PE048023	2	1	2	12	3	2	74
PE048023	3	2	2	12	1	1	92
PE048023	4	3	2	12	1	1	92
PE048024	1	1	2	12	1	1	61
PE048024	2	2	2	12	2	1	92
PE048024	3	3	2	12	1	1	92
PE048025	1	1	2	12	1	1	61
PE048025	2	1	2	1	3	2	74
PE048025	3	2	2	12	1	1	92
PE048025	4	3	2	12	1	1	92
PE048025	5	4	2	12	1	1	92
PE048025	6	5	2	12	1	1	92
PE048025	7	6	2	12	3	1	92
PE048025	8	7	2	12	3	1	92
PE048026	1	1	2	12	1	1	61
PE048026	2	1	2	1	3	2	61
PE048026	3	2	2	2	1	1	74
PE058001	1	1	1	12	2	1	83
PE058002	1	1	1	12	2	1	92
PE058003	1	1	2	12	2	1	61
PE058003	2	1	1	12	3	2	92
PE058003	3	2	2	12	1	1	52
PE058003	4	4	1	12	2	1	93
PE058003	5	6	1	12	2	1	92
PE058004	1	1	2	12	2	1	61
PE058004	2	1	1	12	2	2	92
PE058004	3	2	2	1	1	1	74
PE058005	1	1	1	12	2	1	61
PE058005	2	2	1	1	2	1	92
PE058006	1	1	2	12	3	1	61
PE058006	2	1	1	12	2	2	92
PE058007	1	1	2	12	2	1	61
PE058007	2	1	1	12	3	2	92
PE058007	3	2	2	12	2	1	92
PE058007	4	2	1	12	2	2	92
PE058007	5	3	2	12	1	1	92
PE058007	6	4	2	12	2	1	92
PE058007	7	4	1	12	2	2	92
PE058008	1	1	2	12	1	1	61
PE058008	2	1	1	12	2	2	92
PE058008	3	2	2	3	2	1	92
PE058011	1	1	1	12	1	1	92
PE058011	2	2	2	12	2	1	92
PE058012	1	1	2	12	1	1	61
PE058012	2	1	2	12	1	2	61
PE058012	3	1	1	12	3	3	92
PE058013	1	1	1	12	2	1	92
PE058013	2	1	2	4	2	2	61
PE058014	1	1	2	12	1	1	61
PE058014	2	1	1	4	2	2	92
PE058014	3	2	2	6	2	1	92
PE058015	1	1	1	12	3	1	92
PE058015	2	3	1	12	3	1	92
PE058016	1	1	2	12	1	1	61
PE058016	2	2	2	12	1	1	74
PE058017	1	2	2	12	1	1	61
PE058017	2	2	2	12	1	2	61
PE058017	3	3	2	12	1	1	92
PE058017	4	4	2	12	1	1	92
PE058017	5	5	2	12	2	1	92
PE058017	6	5	1	12	2	2	91
PE058017	7	6	2	12	3	1	92
PE058017	8	7	2	12	1	1	92
PE058019	1	1	1	12	1	1	92
PE058019	2	1	2	1	2	2	61
PE058019	3	2	1	4	1	1	92
PE058020	1	1	2	3	2	1	61
PE058020	2	1	2	2	2	2	61
PE058020	3	1	2	2	2	3	61
PE058020	4	2	2	12	2	1	92
PE058020	5	2	1	1	1	2	91
PE058020	6	3	2	12	2	1	92
PE058021	1	1	1	12	1	1	92
PE058021	2	2	2	3	1	1	92
PE058022	1	1	2	7	1	2	71
PE058022	2	1	2	5	1	1	61
PE058023	1	1	2	12	1	1	61
PE058023	2	2	2	9	1	1	92
PE058025	1	1	2	12	2	1	61
PE058025	2	1	1	12	2	2	92
PE058025	3	2	2	12	3	2	74
PE058025	4	2	1	2	1	1	92
PE058025	5	3	1	4	3	1	92
PE058025	6	3	2	12	3	2	92
PE058026	1	1	2	12	2	1	61
PE058026	2	2	2	12	1	1	52
PE058026	3	3	2	12	3	1	92
PE058027	1	1	2	12	2	1	61
PE058027	2	1	1	12	3	2	92
PE058027	3	2	2	12	1	1	92
PE058028	1	1	2	2	1	1	61
PE058028	2	1	2	2	1	2	61
PE058028	3	2	1	3	2	1	92
PE058028	4	2	2	2	3	2	92
PE058028	5	6	2	12	1	1	61
PE058029	1	1	1	3	1	1	92
PE058029	2	2	2	3	1	1	92
PE058029	3	3	2	3	1	1	92
PE058030	1	1	2	12	2	1	61
PE058030	2	3	2	12	3	1	92
PE058030	3	4	2	12	3	1	92
PE068001	1	1	1	12	2	1	23
PE068001	2	1	1	12	2	2	24
PE068001	3	2	2	12	3	1	91
PE068002	1	1	2	12	1	1	83
PE068002	2	2	2	6	2	1	74
PE068002	3	4	2	12	3	1	34
PE068003	1	1	1	10	1	1	74
PE068003	2	2	1	12	2	1	91
PE068004	1	1	1	12	1	1	52
PE068004	2	3	2	12	2	1	74
PE068004	3	4	1	12	1	1	72
PE068005	1	1	1	7	1	1	91
PE068005	2	2	2	12	1	1	83
PE068006	1	1	1	12	1	1	83
PE068006	2	3	1	6	1	1	52
PE068006	3	4	1	8	1	1	72
PE068006	4	5	2	12	1	1	91
PE068007	1	1	2	12	3	1	61
PE068007	2	1	2	6	3	2	61
PE068007	3	1	1	1	3	3	92
PE068008	1	1	2	11	2	1	92
PE068008	2	1	2	1	2	2	71
PE068009	1	1	2	12	1	1	52
PE068009	2	1	2	12	3	2	32
PE068009	3	2	2	12	1	1	52
PE068010	1	1	1	12	2	1	51
PE068010	2	2	2	12	1	1	51
PE068011	1	1	1	12	1	1	51
PE068011	2	2	2	12	1	1	91
PE068012	1	1	2	12	1	1	72
PE068012	2	3	1	5	1	1	42
PE068012	3	4	1	6	1	1	42
PE068012	4	4	1	6	2	2	41
PE068013	1	1	2	9	2	1	91
PE068013	2	1	2	12	2	2	32
PE068013	3	2	2	12	3	1	74
PE068013	4	3	2	12	1	1	83
PE068013	5	4	2	12	1	1	32
PE068014	1	1	2	12	1	1	91
PE068014	2	2	1	12	1	1	92
PE068015	1	1	2	12	1	1	72
PE068015	2	5	2	12	1	1	83
PE068016	1	1	2	12	1	1	74
PE068016	2	2	1	1	1	1	32
PE068016	3	2	1	3	1	2	42
PE068018	1	1	1	12	1	1	83
PE068018	2	4	1	12	1	1	83
PE068019	1	1	1	12	2	1	83
PE068019	2	2	1	12	1	1	41
PE068020	1	1	2	12	1	1	 
PE068020	2	2	2	7	1	1	91
PE068020	3	3	2	5	1	1	61
PE068020	4	4	2	8	1	1	61
PE068020	5	5	1	12	2	1	52
PE068021	1	1	2	1	1	1	71
PE068021	2	1	2	11	1	2	83
PE068021	3	2	2	12	1	1	51
PE068021	4	3	1	12	1	1	52
PE068021	5	4	1	12	1	1	52
PE068021	6	6	2	12	1	1	52
PE068022	1	1	2	10	1	1	91
PE068023	1	1	2	8	1	1	52
PE068023	2	2	2	4	1	2	52
PE068023	3	3	2	4	1	1	52
PE068023	4	2	1	9	1	2	42
PE068024	1	1	2	12	1	1	91
PE068024	2	1	2	12	1	2	83
PE068024	3	2	2	12	2	1	91
PE068024	4	2	2	12	2	2	91
PE068025	1	1	2	12	3	1	51
PE068025	2	1	2	12	1	2	52
PE068025	3	1	2	4	3	3	51
PE078001	1	2	2	12	1	1	74
PE078001	2	1	1	12	2	1	23
PE078001	3	1	2	12	1	2	74
PE078002	1	1	2	12	1	1	74
PE078003	1	1	2	12	1	2	91
PE078003	2	1	2	3	3	1	91
PE078004	1	1	2	12	1	1	82
PE078004	2	2	2	10	2	1	74
PE078004	3	2	2	2	3	3	33
PE078004	4	2	2	2	2	2	33
PE078005	1	1	2	12	2	1	91
PE078005	2	2	2	12	2	1	91
PE078005	3	3	2	12	1	1	91
PE078006	1	1	2	12	1	1	31
PE078006	2	2	2	9	1	2	91
PE078006	3	3	2	9	1	1	91
PE078007	1	1	1	12	1	1	31
PE078007	2	1	2	12	2	2	61
PE078008	1	1	2	12	1	1	52
PE078009	1	2	1	12	1	1	71
PE078009	2	3	2	12	1	1	93
PE078009	3	5	2	12	1	1	91
PE078009	4	7	2	5	1	1	52
PE078010	1	1	1	12	2	1	34
PE078010	2	2	1	12	2	1	23
PE078010	3	3	2	12	1	1	73
PE078010	4	6	1	12	1	1	73
PE078010	5	7	1	12	2	1	24
PE078011	1	1	2	12	1	1	52
PE078012	1	3	1	6	2	1	33
PE078012	2	3	2	6	3	2	34
PE078013	1	1	1	10	2	1	23
PE078013	2	2	1	10	2	2	23
PE078013	3	2	1	5	2	1	23
PE078014	1	1	1	12	1	1	83
PE078014	2	1	1	6	2	2	72
PE078014	3	4	2	12	1	1	52
PE078015	1	1	1	12	2	1	23
PE078015	2	2	1	5	2	1	23
PE078016	1	1	2	12	1	1	71
PE078016	2	2	1	7	1	1	91
PE078017	1	1	2	12	1	1	72
PE078018	1	1	2	12	1	1	91
PE078019	1	1	1	12	1	1	72
PE078020	1	1	2	12	1	1	91
PE078021	1	1	2	12	2	2	52
PE078021	2	1	2	2	1	1	61
PE078021	3	2	1	10	1	1	91
PE078021	4	2	2	12	1	2	91
PE078022	1	2	1	12	2	1	24
PE078023	1	1	1	12	2	1	41
PE078024	1	1	1	3	2	1	93
PE078024	2	1	1	4	3	2	93
PE078024	3	3	1	12	1	1	31
PE078024	4	5	1	3	2	1	31
PE078025	1	1	1	3	2	1	22
PE078025	2	1	1	7	2	2	31
PE078025	3	2	1	12	1	1	22
PE078025	4	3	1	6	1	1	91
PE078026	1	1	2	9	1	1	74
PE078026	2	2	2	12	3	2	61
PE078026	3	2	2	12	1	1	61
PE078027	1	1	2	3	2	2	91
PE078027	2	1	2	12	2	3	51
PE078027	3	1	2	12	2	1	91
PE078027	4	2	1	2	2	1	74
PE078028	1	1	2	12	1	1	52
PE078028	2	2	2	12	1	1	72
PE078029	1	1	1	12	1	1	34
PE078029	2	3	2	12	1	1	74
PE078029	3	4	2	12	1	1	93
PE078029	4	4	2	12	1	1	52
PE078029	5	6	2	3	1	1	74
PE078029	6	6	1	7	1	1	34
PE078030	1	1	1	12	1	1	91
PE078030	2	1	2	6	1	2	71
PE078030	3	2	2	1	3	1	91
PE078031	1	1	2	12	1	1	93
PE078032	1	1	1	12	1	1	74
PE078033	1	1	1	12	1	1	74
PE078034	1	1	2	12	1	1	71
PE078034	2	2	1	12	1	1	91
PE078035	1	1	2	10	2	1	74
PE078035	2	1	1	2	2	2	91
PE078035	3	2	2	12	1	2	74
PE078035	4	2	2	12	2	1	91
PE078036	1	1	2	2	3	1	91
PE078036	2	2	1	3	1	1	93
PE078037	1	1	1	12	1	1	83
PE078038	1	1	2	12	1	1	83
PE078038	2	2	2	12	1	1	52
PE078038	3	2	2	12	3	1	91
PE078039	1	1	2	12	1	1	71
PE078040	1	1	1	12	2	1	83
PE078041	1	1	1	9	2	1	41
PE078041	2	2	2	3	1	1	52
PE078041	3	2	2	12	1	2	52
PE078041	4	4	1	6	1	1	31
PE078042	1	1	2	12	1	1	52
PE078042	2	2	2	12	1	1	52
PE078042	3	7	2	12	1	1	52
PE078042	4	6	2	12	1	1	52
PE078043	1	1	2	9	1	1	83
PE078043	2	2	2	10	1	1	93
PE078044	1	1	1	12	2	1	23
PE078044	2	1	1	12	3	2	83
PE078044	3	2	1	12	2	1	23
PE078045	1	1	2	12	1	1	71
PE078045	2	2	2	12	2	1	91
PE078046	1	1	2	12	1	1	83
PE078046	2	2	2	12	2	1	91
PE078046	3	2	2	12	1	1	91
PE078047	1	1	1	12	1	1	74
PE078047	2	3	1	12	1	1	51
PE078048	1	1	2	12	2	3	93
PE078048	2	1	2	12	3	1	71
PE078048	3	1	2	12	3	2	93
PE078048	4	2	2	12	3	1	91
PE078048	5	2	2	12	3	2	74
PE078049	1	1	2	10	1	1	71
PE078049	2	1	2	12	1	2	52
PE078049	3	2	2	12	1	1	52
PE078050	1	1	1	12	1	1	93
PE078050	2	1	2	12	1	2	93
PE078050	3	2	2	12	1	1	52
PE078050	4	3	2	3	3	1	93
PE078050	5	4	2	12	3	1	93
PE078050	6	5	2	1	1	1	83
PE078050	7	5	1	12	1	2	93
PE078051	1	1	2	12	1	1	74
PE078051	2	2	2	12	3	1	91
PE078052	1	1	2	8	1	1	52
PE078052	2	2	2	1	1	1	91
PE078052	3	2	2	12	2	2	91
PE088001	1	1	1	3	2	1	93
PE088001	2	1	2	6	1	2	91
PE088001	3	3	2	12	2	1	52
PE088002	1	1	1	1	1	1	72
PE088002	2	2	2	3	1	1	91
PE088002	3	3	2	2	1	1	91
PE088003	1	1	2	12	1	 	71
PE088003	2	2	1	12	1	 	91
PE088003	3	3	1	1	3	 	91
PE088004	1	1	1	12	2	1	 
PE088004	2	4	1	6	1	1	51
PE088004	3	4	2	12	2	2	91
PE088004	4	5	2	12	2	1	91
PE088004	5	2	1	12	1	1	91
PE088005	1	1	2	12	3	2	91
PE088005	2	1	2	12	3	1	91
PE088005	3	1	2	2	3	3	91
PE088006	1	2	2	12	1	1	72
PE088007	1	1	2	12	1	1	91
PE088007	2	1	2	12	1	1	91
PE088007	3	2	2	12	1	1	91
PE088008	1	1	2	12	1	1	74
PE088009	1	1	2	12	1	1	93
PE088009	2	3	1	7	1	1	74
PE088010	1	1	2	12	2	1	51
PE088011	1	1	2	12	1	1	74
PE088011	2	1	2	12	1	2	93
PE088011	3	1	2	12	1	3	83
PE088011	4	2	2	12	2	1	91
PE088012	1	1	2	11	1	1	52
PE088012	2	1	2	6	3	2	61
PE088012	3	1	1	5	3	3	91
PE088013	1	1	2	12	1	1	31
PE088014	1	1	2	12	1	1	74
PE088014	2	2	1	12	1	1	91
PE088015	1	1	2	12	2	1	51
PE088015	2	1	2	12	1	2	93
PE088015	3	1	2	12	1	3	72
PE088015	4	3	2	12	1	1	93
PE088015	5	3	2	12	2	2	71
PE088015	6	3	2	12	2	3	71
PE088015	7	4	1	12	1	1	91
PE088016	1	1	2	3	1	1	91
PE088016	2	1	2	2	2	3	91
PE088016	3	1	2	2	3	2	91
PE088016	4	4	2	12	1	1	71
PE088016	5	5	2	5	2	1	91
PE088016	6	6	2	2	2	1	74
PE088016	7	7	1	5	1	1	93
PE088017	1	1	1	12	1	1	93
PE088017	2	2	1	12	2	1	91
PE088018	1	1	1	12	1	1	74
PE088018	2	1	1	12	1	2	91
PE088018	3	2	2	12	1	1	71
PE088018	4	4	2	12	1	1	71
PE088018	5	5	1	12	1	1	52
PE088019	1	1	2	6	1	1	91
PE088019	2	3	2	12	1	1	74
PE088020	1	1	2	12	3	1	91
PE088021	1	1	1	12	1	1	83
PE088022	1	1	1	9	2	1	91
PE088022	2	2	2	8	1	1	52
PE088023	1	1	2	12	1	1	74
PE088023	2	4	2	12	1	1	52
PE088024	1	1	1	12	1	1	51
PE088024	2	1	2	12	3	2	61
PE088025	1	1	2	12	1	1	83
PE088025	2	5	2	12	1	1	51
PE088026	1	2	1	3	1	1	41
PE088027	1	1	1	12	1	1	83
PE088028	1	1	2	12	1	1	83
PE088028	2	7	2	12	1	1	52
PE088029	1	1	2	12	1	1	52
