CHILDCODE	SCSTIDR4	FEESR4	PAYPERR4	NUMPERR4
208038	5	25	1	200
208038	6	7,5	1	40
208038	7	0	88	0
208038	8	135	6	270
208041	1	 	 	 
208041	2	 	 	 
208041	3	 	 	 
208041	4	 	 	 
208041	5	 	 	 
208041	6	 	 	 
208041	7	 	 	 
208041	8	 	 	 
208042	1	800	3	1
208042	2	380	2	10
208042	3	300	3	1
208042	4	0	88	-88
208042	5	70	3	1
208042	6	20	2	10
208042	7	0	88	88
208042	8	480	3	88
208043	1	 	 	 
208043	2	 	 	 
208043	3	 	 	 
208043	4	 	 	 
208043	5	 	 	 
208043	6	 	 	 
208043	7	 	 	 
208043	8	 	 	 
208044	1	 	 	 
208044	2	 	 	 
208044	3	 	 	 
208044	4	 	 	 
208044	5	 	 	 
208044	6	 	 	 
208044	7	 	 	 
208044	8	 	 	 
208046	1	630	6	2
208046	2	500	6	2
208046	3	0	88	-88
208046	4	0	88	-88
208046	5	200	6	2
208046	6	150	6	2
208046	7	0	88	-88
208046	8	300	6	2
208047	1	100	6	2
208047	2	230	2	8
208047	3	0	88	-88
208047	4	0	88	-88
208047	5	0	88	-88
208047	6	20	2	8
208047	7	10	3	1
208047	8	0	88	-88
208048	1	70	6	2
208048	2	195	2	8
208048	3	20	3	1
208048	4	0	88	0
208048	5	15	1	480
208048	6	5	1	160
208048	7	0	88	0
208048	8	20	3	2
208049	1	0	88	0
208049	2	0	88	0
208049	3	30	2	10
208049	4	0	88	0
208049	5	50	1	40
208049	6	10	1	40
208049	7	3000	3	1
208049	8	70	2	10
208050	1	120	3	1
208050	2	0	77	0
208050	3	0	77	0
208050	4	0	77	0
208050	5	500	2	10
208050	6	180	2	10
208050	7	3000	3	1
208050	8	200	4	3
208051	1	 	 	 
208051	2	 	 	 
208051	3	 	 	 
208051	4	 	 	 
208051	5	 	 	 
208051	6	 	 	 
208051	7	 	 	 
208051	8	 	 	 
