CHILDCODE	EDCHSTR4	ATDSCHR4	GRDER4	TYSCR4	SMESCHR4	DEPTR4
138017	13	0	 	 	 	 
138018	9	1	10	1	1	 
138018	10	1	11	1	1	 
138018	11	1	13	1	0	15
138018	12	1	13	1	0	15
138018	13	1	13	1	0	15
138020	9	0	 	 	 	 
138020	10	0	 	 	 	 
138020	11	0	 	 	 	 
138020	12	0	 	 	 	 
138020	13	0	 	 	 	 
138021	9	1	8	1	1	 
138021	10	1	9	1	1	 
138021	11	1	10	1	1	 
138021	12	1	11	1	1	 
138021	13	0	 	 	 	 
138022	9	1	10	4	1	 
138022	10	1	11	1	0	15
138022	11	0	 	 	 	 
138022	12	0	 	 	 	 
138022	13	0	 	 	 	 
138023	9	0	 	 	 	 
138023	10	0	 	 	 	 
138023	11	0	 	 	 	 
138023	12	0	 	 	 	 
138023	13	0	 	 	 	 
138024	9	1	10	4	1	 
138024	10	1	11	4	1	 
138024	11	0	 	 	 	 
138024	12	1	13	1	0	15
138024	13	1	13	1	1	 
138025	9	1	10	1	1	 
138025	10	1	11	1	1	 
138025	11	0	 	 	 	 
138025	12	0	 	 	 	 
138025	13	0	 	 	 	 
138027	9	1	10	4	1	 
138027	10	1	11	4	1	 
138027	11	0	 	 	 	 
138027	12	0	 	 	 	 
138027	13	1	15	4	0	4
138028	9	1	10	4	0	15
138028	10	1	11	4	1	 
138028	11	0	 	 	 	 
138028	12	0	 	 	 	 
138028	13	0	 	 	 	 
138029	9	1	10	1	1	 
138029	10	1	11	1	1	 
138029	11	1	13	1	0	15
138029	12	1	13	1	1	 
138029	13	1	13	1	1	 
138030	9	1	9	4	1	 
138030	10	1	10	4	1	 
138030	11	1	11	4	1	 
138030	12	0	 	 	 	 
138030	13	0	 	 	 	 
138031	9	1	8	4	1	 
138031	10	1	9	1	3	15
138031	11	0	 	 	 	 
138031	12	0	 	 	 	 
138031	13	0	 	 	 	 
138033	9	1	10	4	1	 
138033	10	1	11	4	1	 
138033	11	1	13	1	3	15
138033	12	1	13	1	1	 
138033	13	1	13	1	1	 
138035	9	1	10	4	1	 
138035	10	1	11	4	1	 
138035	11	1	15	1	0	15
138035	12	1	15	1	1	 
138035	13	1	15	1	1	 
138036	9	1	9	7	0	15
138036	10	1	10	7	1	 
138036	11	1	11	7	1	 
138036	12	1	13	1	0	15
138036	13	1	13	1	1	 
138037	9	0	 	 	 	 
138037	10	0	 	 	 	 
138037	11	0	 	 	 	 
138037	12	0	 	 	 	 
138037	13	0	 	 	 	 
138038	9	1	9	4	1	 
138038	10	1	10	4	1	 
138038	11	1	11	4	1	 
138038	12	0	 	 	 	 
138038	13	0	 	 	 	 
138039	9	1	9	4	1	 
138039	10	1	10	4	1	 
138039	11	1	11	4	1	 
138039	12	0	 	 	 	 
138039	13	0	 	 	 	 
138040	9	1	10	4	0	15
138040	10	1	11	4	1	 
138040	11	0	 	 	 	 
138040	12	1	13	1	0	15
138040	13	1	13	1	1	 
138041	9	1	10	1	1	 
138041	10	1	11	1	1	 
138041	11	0	 	 	 	 
138041	12	0	 	 	 	 
138041	13	1	13	4	0	15
138042	9	1	10	4	1	 
138042	10	1	11	4	1	 
138042	11	1	14	4	0	19
138042	12	1	14	4	1	 
138042	13	0	 	 	 	 
138044	9	1	10	7	1	 
138044	10	1	11	7	1	 
138044	11	0	 	 	 	 
138044	12	1	13	1	0	15
138044	13	1	13	1	1	 
138045	9	1	9	4	1	 
138045	10	1	10	7	1	 
138045	11	1	11	7	0	15
138045	12	0	 	 	 	 
138045	13	1	13	1	3	15
138046	9	1	8	4	1	 
138046	10	0	 	 	 	 
138046	11	0	 	 	 	 
138046	12	1	18	1	0	15
138046	13	0	 	 	 	 
138047	9	1	10	7	1	 
138047	10	1	11	7	1	 
138047	11	0	 	 	 	 
138047	12	0	 	 	 	 
138047	13	1	15	4	0	15
138048	9	1	10	4	1	 
138048	10	1	11	4	1	 
138048	11	1	13	1	0	15
138048	12	1	13	1	1	 
138048	13	1	13	1	1	 
138049	9	1	9	1	1	 
138049	10	1	10	1	1	 
138049	11	1	11	1	1	 
138049	12	1	13	1	0	15
138049	13	1	13	1	1	 
138050	9	1	9	4	1	 
138050	10	1	10	4	1	 
138050	11	1	11	4	1	 
138050	12	0	 	 	 	 
138050	13	0	 	 	 	 
138051	9	1	11	1	1	 
138051	10	0	 	 	 	 
138051	11	0	 	 	 	 
138051	12	0	 	 	 	 
138051	13	0	 	 	 	 
138053	9	1	10	4	1	 
138053	10	1	11	4	1	 
138053	11	0	 	 	 	 
138053	12	0	 	 	 	 
138053	13	0	 	 	 	 
148001	9	1	9	4	1	 
148001	10	1	10	4	1	 
148001	11	1	11	4	1	 
148001	12	0	 	 	 	 
148001	13	0	 	 	 	 
148002	9	1	10	1	1	 
148002	10	1	11	1	1	 
148002	11	1	13	1	0	15
148002	12	1	13	1	0	15
148002	13	0	 	 	 	 
148003	9	1	9	4	1	 
148003	10	1	10	4	1	 
148003	11	1	11	4	1	 
148003	12	0	 	 	 	 
148003	13	0	 	 	 	 
148004	9	1	8	4	1	 
148004	10	0	 	 	 	 
148004	11	0	 	 	 	 
148004	12	0	 	 	 	 
148004	13	0	 	 	 	 
148005	9	1	7	4	0	15
148005	10	1	8	4	1	 
148005	11	1	9	4	1	 
148005	12	1	10	4	1	 
148005	13	1	11	3	1	 
148006	9	1	10	1	1	 
148006	10	1	11	1	1	 
148006	11	1	13	1	0	15
148006	12	1	13	1	1	 
148006	13	1	13	1	1	 
148007	9	1	7	1	0	15
148007	10	1	8	1	1	 
148007	11	1	9	1	1	 
148007	12	1	10	1	1	 
148007	13	1	11	1	1	 
148008	9	1	10	4	1	 
148008	10	1	11	1	0	15
148008	11	1	15	4	0	15
148008	12	1	15	4	1	 
148008	13	1	15	4	1	 
148009	9	1	10	1	1	 
148009	10	1	11	1	1	 
148009	11	1	15	1	0	15
148009	12	1	15	1	1	 
148009	13	1	15	1	1	 
148010	9	1	9	4	1	 
148010	10	1	10	4	1	 
148010	11	1	11	4	1	 
148010	12	1	13	1	0	15
148010	13	1	13	1	1	 
148011	9	1	9	4	1	 
148011	10	1	10	4	1	 
148011	11	1	11	4	1	 
148011	12	1	13	1	0	15
148011	13	1	13	1	0	13
148012	9	1	9	1	1	 
148012	10	1	10	1	1	 
148012	11	1	11	1	1	 
148012	12	0	 	 	 	 
148012	13	0	 	 	 	 
148013	9	1	8	4	1	 
148013	10	1	18	1	0	15
148013	11	1	18	1	1	 
148013	12	0	 	 	 	 
148013	13	1	13	1	0	15
148014	9	1	10	4	1	 
148014	10	1	11	4	1	 
148014	11	0	 	 	 	 
148014	12	0	 	 	 	 
148014	13	0	 	 	 	 
148015	9	1	9	1	1	 
148015	10	1	10	1	1	 
148015	11	1	11	1	1	 
148015	12	0	 	 	 	 
148015	13	0	 	 	 	 
148016	9	1	10	4	1	 
148016	10	1	11	4	1	 
148016	11	1	22	1	0	15
148016	12	1	13	1	0	15
148016	13	1	13	1	1	 
148017	9	1	10	4	1	 
148017	10	1	11	4	1	 
148017	11	1	13	1	0	15
148017	12	0	 	 	 	 
148017	13	0	 	 	 	 
148018	9	1	8	4	1	 
148018	10	1	9	4	1	 
148018	11	1	10	4	0	15
148018	12	1	18	1	0	15
148018	13	1	15	1	0	10
148019	9	1	9	4	1	 
148019	10	1	10	4	1	 
148019	11	1	11	4	1	 
148019	12	1	13	4	0	15
148019	13	1	13	4	1	 
148020	9	1	9	1	1	 
148020	10	1	10	1	0	15
148020	11	1	11	1	1	 
148020	12	0	 	 	 	 
148020	13	1	13	1	3	15
148021	9	 	 	 	 	 
148021	10	 	 	 	 	 
148021	11	 	 	 	 	 
148021	12	 	 	 	 	 
148021	13	 	 	 	 	 
148022	9	1	9	4	1	 
148022	10	1	10	4	1	 
148022	11	1	11	4	1	 
148022	12	1	13	1	0	15
148022	13	1	13	1	1	 
148023	9	1	9	4	1	 
148023	10	1	10	4	1	 
148023	11	1	11	4	1	 
148023	12	0	 	 	 	 
148023	13	0	 	 	 	 
148024	9	1	7	4	1	 
148024	10	0	 	 	 	 
148024	11	0	 	 	 	 
148024	12	0	 	 	 	 
148024	13	0	 	 	 	 
148025	9	0	 	 	 	 
148025	10	0	 	 	 	 
148025	11	0	 	 	 	 
148025	12	0	 	 	 	 
148025	13	1	7	4	0	15
148026	9	0	 	 	 	 
148026	10	0	 	 	 	 
148026	11	0	 	 	 	 
148026	12	0	 	 	 	 
148026	13	0	 	 	 	 
148027	9	1	9	4	1	 
148027	10	1	10	4	1	 
148027	11	1	11	4	1	 
148027	12	0	 	 	 	 
148027	13	0	 	 	 	 
148028	9	1	10	4	1	 
148028	10	1	10	4	1	 
148028	11	1	11	4	1	 
148028	12	1	13	1	0	15
148028	13	1	13	1	1	 
148029	9	1	9	1	0	15
148029	10	1	10	1	1	 
148029	11	1	11	1	1	 
148029	12	0	 	 	 	 
148029	13	0	 	 	 	 
148030	9	1	9	4	1	 
148030	10	1	10	4	1	 
148030	11	1	11	4	1	 
148030	12	0	 	 	 	 
148030	13	1	13	4	0	15
148031	9	1	10	4	1	 
148031	10	1	11	4	1	 
148031	11	1	13	1	0	15
148031	12	1	13	1	1	 
148031	13	0	 	 	 	 
148033	9	1	9	4	1	 
148033	10	1	10	4	1	 
148033	11	1	11	4	1	 
148033	12	1	13	1	0	15
148033	13	1	13	1	1	 
148034	9	1	9	4	1	 
148034	10	1	10	4	1	 
148034	11	1	11	4	1	 
148034	12	0	 	 	 	 
148034	13	0	 	 	 	 
148035	9	1	8	4	1	 
148035	10	1	9	4	1	 
148035	11	1	10	1	0	15
148035	12	0	 	 	 	 
148035	13	0	 	 	 	 
148036	9	1	8	4	1	 
148036	10	1	8	4	1	 
148036	11	1	9	4	1	 
148036	12	1	10	4	1	 
148036	13	1	11	4	1	 
148038	9	1	7	4	0	15
148038	10	1	8	4	1	 
148038	11	1	9	4	1	 
148038	12	1	18	1	0	15
148038	13	0	 	 	 	 
148039	9	1	10	4	1	 
148039	10	1	10	4	1	 
148039	11	1	11	4	1	 
148039	12	0	 	 	 	 
148039	13	0	 	 	 	 
148040	9	0	 	 	 	 
148040	10	0	 	 	 	 
148040	11	0	 	 	 	 
148040	12	0	 	 	 	 
148040	13	0	 	 	 	 
148041	9	1	10	4	1	 
148041	10	1	11	4	1	 
148041	11	1	15	1	0	15
148041	12	1	15	1	0	15
148041	13	1	15	1	1	 
148042	9	1	11	1	1	 
148042	10	0	 	 	 	 
148042	11	1	14	1	0	15
148042	12	1	13	1	1	 
148042	13	0	 	 	 	 
148043	9	1	9	1	1	 
148043	10	1	10	4	0	4
148043	11	1	11	4	1	 
148043	12	0	 	 	 	 
148043	13	0	 	 	 	 
148044	9	1	10	1	1	 
148044	10	1	11	4	0	15
148044	11	0	 	 	 	 
148044	12	0	 	 	 	 
148044	13	1	13	1	0	15
148045	9	1	10	1	0	15
148045	10	1	11	1	1	 
148045	11	1	15	1	0	15
148045	12	1	15	1	1	 
148045	13	1	15	1	1	 
148046	9	1	10	4	1	 
148046	10	1	11	4	1	 
148046	11	1	13	1	0	15
148046	12	1	13	1	1	 
148046	13	0	 	 	 	 
148047	9	1	9	4	1	 
148047	10	1	10	4	1	 
148047	11	1	11	4	1	 
148047	12	0	 	 	 	 
148047	13	0	 	 	 	 
148048	9	1	9	7	1	 
148048	10	1	9	4	0	15
148048	11	1	10	4	1	 
148048	12	1	11	4	1	 
148048	13	0	 	 	 	 
148049	9	1	6	4	1	 
148049	10	1	7	4	0	15
148049	11	1	8	4	1	 
148049	12	1	9	4	1	 
148049	13	1	9	1	0	15
148051	9	1	9	4	1	 
148051	10	1	10	4	1	 
148051	11	1	11	4	1	 
148051	12	0	 	 	 	 
148051	13	0	 	 	 	 
158001	9	0	 	 	 	 
158001	10	0	 	 	 	 
158001	11	0	 	 	 	 
158001	12	0	 	 	 	 
158001	13	1	4	1	0	17
158002	9	1	9	4	1	 
158002	10	1	9	4	1	 
158002	11	0	 	 	 	 
158002	12	0	 	 	 	 
158002	13	0	 	 	 	 
158003	9	1	9	4	1	 
158003	10	1	10	4	1	 
158003	11	1	11	4	1	 
158003	12	0	 	 	 	 
158003	13	0	 	 	 	 
158004	9	1	6	4	0	25
158004	10	1	7	4	0	12
158004	11	1	8	4	1	 
158004	12	0	 	 	 	 
158004	13	0	 	 	 	 
158005	9	1	7	4	0	12
158005	10	1	8	4	1	 
158005	11	1	9	4	1	 
158005	12	1	10	4	1	 
158005	13	1	11	4	1	 
158006	9	1	8	4	1	 
158006	10	1	9	4	1	 
158006	11	1	10	4	1	 
158006	12	1	11	4	1	 
158006	13	1	13	1	0	15
158007	9	1	10	4	1	 
158007	10	1	11	4	1	 
158007	11	0	 	 	 	 
158007	12	0	 	 	 	 
158007	13	1	15	1	0	12
158008	9	1	8	1	0	12
158008	10	1	9	1	1	 
158008	11	1	10	1	1	 
158008	12	1	11	1	1	 
158008	13	0	 	 	 	 
158009	9	1	9	4	1	 
158009	10	1	10	4	1	 
158009	11	1	11	4	1	 
158009	12	0	 	 	 	 
158009	13	0	 	 	 	 
158010	9	1	8	4	1	 
158010	10	1	9	4	1	 
158010	11	1	10	4	1	 
158010	12	1	11	4	1	 
158010	13	1	15	1	0	15
158011	9	1	9	1	1	 
158011	10	1	10	1	1	 
158011	11	1	11	1	1	 
158011	12	0	 	 	 	 
158011	13	0	 	 	 	 
158013	9	1	10	1	0	12
158013	10	1	11	1	1	 
158013	11	0	 	 	 	 
158013	12	0	 	 	 	 
158013	13	0	 	 	 	 
158014	9	 	 	 	 	 
158014	10	 	 	 	 	 
158014	11	 	 	 	 	 
158014	12	 	 	 	 	 
158014	13	 	 	 	 	 
158015	9	1	10	4	1	 
158015	10	1	11	4	1	 
158015	11	1	13	1	0	15
158015	12	1	13	1	1	 
158015	13	1	13	1	1	 
158016	9	1	9	4	1	 
158016	10	1	10	4	0	12
158016	11	1	11	4	1	 
158016	12	0	 	 	 	 
158016	13	1	13	4	0	12
158018	9	0	 	 	 	 
158018	10	0	 	 	 	 
158018	11	0	 	 	 	 
158018	12	0	 	 	 	 
158018	13	0	 	 	 	 
158019	9	1	8	4	1	 
158019	10	1	9	4	1	 
158019	11	1	10	4	1	 
158019	12	1	11	4	1	 
158019	13	0	 	 	 	 
158021	9	1	9	4	1	 
158021	10	1	10	4	1	 
158021	11	1	11	4	1	 
158021	12	1	15	1	0	12
158021	13	1	15	1	1	 
158022	9	1	7	4	0	12
158022	10	1	8	4	1	 
158022	11	1	9	4	1	 
158022	12	1	10	4	1	 
158022	13	1	11	4	1	 
158023	9	1	9	4	1	 
158023	10	1	10	4	1	 
158023	11	1	11	4	1	 
158023	12	0	 	 	 	 
158023	13	1	13	1	0	15
158024	9	1	9	4	1	 
158024	10	1	10	4	1	 
158024	11	1	11	4	1	 
158024	12	1	13	4	0	12
158024	13	1	13	4	1	 
158025	9	0	 	 	 	 
158025	10	0	 	 	 	 
158025	11	0	 	 	 	 
158025	12	0	 	 	 	 
158025	13	0	 	 	 	 
158026	9	1	9	4	1	 
158026	10	1	10	4	1	 
158026	11	1	11	4	1	 
158026	12	1	15	4	0	12
158026	13	1	15	4	1	 
158032	9	1	9	4	1	 
158032	10	1	10	4	1	 
158032	11	1	11	4	1	 
158032	12	0	 	 	 	 
158032	13	1	13	1	0	15
158033	9	1	9	4	1	 
158033	10	1	18	1	0	12
158033	11	1	11	4	0	10
158033	12	0	 	 	 	 
158033	13	1	13	4	0	12
158034	9	1	10	4	1	 
158034	10	1	11	4	1	 
158034	11	1	22	1	0	15
158034	12	1	22	1	1	 
158034	13	1	13	1	0	15
158035	9	1	9	4	1	 
158035	10	1	10	4	1	 
158035	11	1	11	4	1	 
158035	12	0	 	 	 	 
158035	13	0	 	 	 	 
158036	9	1	9	4	1	 
158036	10	1	10	4	1	 
158036	11	1	11	4	1	 
158036	12	0	 	 	 	 
158036	13	1	13	4	0	12
158037	9	1	9	4	1	 
158037	10	1	10	4	1	 
158037	11	1	11	4	1	 
158037	12	1	13	1	0	12
158037	13	1	13	1	1	 
158038	9	1	8	4	1	 
158038	10	1	9	4	1	 
158038	11	1	9	4	1	 
158038	12	1	10	4	1	 
158038	13	0	 	 	 	 
158039	9	1	8	4	1	 
158039	10	1	9	4	1	 
158039	11	1	10	4	0	15
158039	12	1	11	4	1	 
158039	13	1	13	4	0	15
158040	9	1	7	4	1	 
158040	10	1	8	4	1	 
158040	11	1	9	4	1	 
158040	12	0	 	 	 	 
158040	13	1	18	3	0	12
158041	9	1	9	4	1	 
158041	10	1	10	4	1	 
158041	11	1	11	4	1	 
158041	12	0	 	 	 	 
158041	13	1	13	1	0	15
158042	9	0	 	 	 	 
158042	10	1	9	7	1	 
158042	11	1	10	7	1	 
158042	12	1	11	7	1	 
158042	13	0	 	 	 	 
158043	9	1	10	4	1	 
158043	10	1	11	4	1	 
158043	11	0	 	 	 	 
158043	12	0	 	 	 	 
158043	13	1	13	4	0	12
158044	9	1	10	7	1	 
158044	10	1	11	7	1	 
158044	11	1	13	1	0	12
158044	12	1	13	1	1	 
158044	13	1	13	1	1	 
158045	9	1	9	4	1	 
158045	10	0	 	 	 	 
158045	11	0	 	 	 	 
158045	12	0	 	 	 	 
158045	13	0	 	 	 	 
158047	9	1	9	4	1	 
158047	10	1	10	4	1	 
158047	11	1	11	4	1	 
158047	12	0	 	 	 	 
158047	13	1	15	1	0	15
158048	9	1	9	4	1	 
158048	10	1	10	4	0	15
158048	11	1	11	4	1	 
158048	12	1	14	1	0	12
158048	13	1	14	1	1	 
158049	9	1	7	4	0	12
158049	10	1	8	4	1	 
158049	11	1	9	4	1	 
158049	12	1	10	4	1	 
158049	13	1	11	4	1	 
158050	9	0	 	 	 	 
158050	10	0	 	 	 	 
158050	11	0	 	 	 	 
158050	12	0	 	 	 	 
158050	13	0	 	 	 	 
158051	9	1	10	4	1	 
158051	10	1	11	4	1	 
158051	11	0	 	 	 	 
158051	12	0	 	 	 	 
158051	13	0	 	 	 	 
158052	9	1	8	4	1	 
158052	10	1	9	4	1	 
158052	11	1	10	4	1	 
158052	12	1	11	4	1	 
158052	13	0	 	 	 	 
158053	9	0	 	 	 	 
158053	10	0	 	 	 	 
158053	11	0	 	 	 	 
158053	12	0	 	 	 	 
158053	13	0	 	 	 	 
158054	9	1	5	4	0	12
158054	10	1	6	4	1	 
158054	11	0	 	 	 	 
158054	12	0	 	 	 	 
158054	13	0	 	 	 	 
158055	9	0	 	 	 	 
158055	10	0	 	 	 	 
158055	11	0	 	 	 	 
158055	12	0	 	 	 	 
158055	13	0	 	 	 	 
158056	9	1	9	4	1	 
158056	10	1	10	4	1	 
158056	11	1	11	4	1	 
158056	12	1	13	4	0	15
158056	13	1	13	4	1	 
158057	9	1	9	2	0	12
158057	10	1	10	4	0	15
158057	11	1	11	4	0	15
158057	12	1	13	1	0	15
158057	13	0	 	 	 	 
168001	9	1	9	4	1	 
168001	10	1	10	4	1	 
168001	11	1	11	4	1	 
168001	12	0	 	 	 	 
168001	13	1	15	4	0	5
168002	9	1	9	3	1	 
168002	10	1	10	4	1	 
168002	11	1	11	4	1	 
168002	12	1	15	4	0	5
168002	13	1	15	4	1	 
168004	9	1	8	4	1	 
168004	10	1	9	4	1	 
168004	11	1	10	4	0	5
168004	12	1	11	4	1	 
168004	13	0	 	 	 	 
168005	9	1	7	4	0	5
168005	10	1	8	4	1	 
168005	11	1	9	1	0	15
168005	12	0	 	 	 	 
168005	13	0	 	 	 	 
168006	9	1	8	4	1	 
168006	10	1	9	4	1	 
168006	11	1	10	4	1	 
168006	12	1	11	4	1	 
168006	13	0	 	 	 	 
168007	9	1	9	4	0	5
168007	10	1	10	4	1	 
168007	11	1	11	4	1	 
168007	12	1	22	1	0	5
168007	13	0	 	 	 	 
168008	9	1	8	4	1	 
168008	10	1	9	4	1	 
168008	11	1	10	4	1	 
168008	12	1	11	4	1	 
168008	13	0	 	 	 	 
168009	9	1	7	4	0	5
168009	10	1	8	4	1	 
168009	11	1	9	4	1	 
168009	12	1	10	4	1	 
168009	13	1	11	4	1	 
168010	9	1	10	4	1	 
168010	10	1	11	4	1	 
168010	11	0	 	 	 	 
168010	12	0	 	 	 	 
168010	13	0	 	 	 	 
168011	9	1	9	4	1	 
168011	10	1	10	4	1	 
168011	11	1	11	4	1	 
168011	12	1	13	1	0	5
168011	13	0	 	 	 	 
168012	9	1	4	4	1	 
168012	10	0	 	 	 	 
168012	11	0	 	 	 	 
168012	12	0	 	 	 	 
168012	13	0	 	 	 	 
168013	9	1	8	1	1	 
168013	10	1	9	1	1	 
168013	11	1	10	1	1	 
168013	12	1	11	1	1	 
168013	13	0	 	 	 	 
168015	9	1	9	4	1	 
168015	10	1	10	4	1	 
168015	11	1	11	4	1	 
168015	12	0	 	 	 	 
168015	13	0	 	 	 	 
168016	9	1	7	4	1	 
168016	10	1	7	4	1	 
168016	11	1	8	4	1	 
168016	12	0	 	 	 	 
168016	13	0	 	 	 	 
168017	9	1	9	4	1	 
168017	10	1	10	4	1	 
168017	11	1	11	4	1	 
168017	12	0	 	 	 	 
168017	13	0	 	 	 	 
168018	9	1	8	4	1	 
168018	10	1	9	1	0	5
168018	11	1	10	1	1	 
168018	12	1	11	1	1	 
168018	13	0	 	 	 	 
168019	9	1	7	4	0	5
168019	10	1	8	4	1	 
168019	11	1	9	4	1	 
168019	12	1	10	4	1	 
168019	13	1	11	4	1	 
168020	9	1	8	4	1	 
168020	10	1	9	4	1	 
168020	11	1	10	4	1	 
168020	12	0	 	 	 	 
168020	13	1	11	4	1	 
168022	9	1	10	4	1	 
168022	10	1	11	4	1	 
168022	11	0	 	 	 	 
168022	12	0	 	 	 	 
168022	13	0	 	 	 	 
168023	9	1	10	4	1	 
168023	10	1	11	4	1	 
168023	11	0	 	 	 	 
168023	12	0	 	 	 	 
168023	13	1	15	4	0	5
168024	9	1	6	4	1	 
168024	10	1	7	4	0	5
168024	11	1	8	4	1	 
168024	12	1	9	4	1	 
168024	13	1	10	4	1	 
168025	9	0	 	 	 	 
168025	10	0	 	 	 	 
168025	11	0	 	 	 	 
168025	12	0	 	 	 	 
168025	13	0	 	 	 	 
178001	9	1	8	4	1	 
178001	10	1	9	4	1	 
178001	11	1	10	4	1	 
178001	12	1	11	4	1	 
178001	13	1	13	3	0	11
178002	9	1	9	4	1	 
178002	10	1	10	4	1	 
178002	11	1	11	4	1	 
178002	12	0	 	 	 	 
178002	13	0	 	 	 	 
178003	9	1	10	4	1	 
178003	10	1	11	4	1	 
178003	11	0	 	 	 	 
178003	12	0	 	 	 	 
178003	13	1	15	1	0	11
178004	9	1	10	4	1	 
178004	10	1	11	4	1	 
178004	11	1	13	1	0	11
178004	12	1	14	1	1	 
178004	13	0	 	 	 	 
178006	9	1	10	4	1	 
178006	10	1	11	4	1	 
178006	11	1	13	4	0	5
178006	12	1	13	4	1	 
178006	13	1	13	4	1	 
178007	9	1	7	1	0	15
178007	10	1	8	1	1	 
178007	11	0	 	 	 	 
178007	12	0	 	 	 	 
178007	13	0	 	 	 	 
178009	9	1	9	4	1	 
178009	10	1	10	4	1	 
178009	11	1	11	4	1	 
178009	12	0	 	 	 	 
178009	13	0	 	 	 	 
178010	9	1	9	4	1	 
178010	10	1	10	4	1	 
178010	11	1	11	4	1	 
178010	12	0	 	 	 	 
178010	13	0	 	 	 	 
178011	9	1	8	4	1	 
178011	10	1	9	4	1	 
178011	11	1	10	4	1	 
178011	12	1	11	4	1	 
178011	13	0	 	 	 	 
178013	9	1	9	4	1	 
178013	10	1	10	4	1	 
178013	11	1	11	4	1	 
178013	12	0	 	 	 	 
178013	13	1	15	4	0	11
178015	9	1	6	4	0	11
178015	10	1	18	4	0	11
178015	11	1	18	4	1	 
178015	12	1	11	4	1	 
178015	13	1	13	1	0	11
178019	9	1	9	4	1	 
178019	10	1	10	4	1	 
178019	11	1	11	4	1	 
178019	12	0	 	 	 	 
178019	13	0	 	 	 	 
178020	9	1	9	3	1	 
178020	10	1	10	4	1	 
178020	11	1	11	4	1	 
178020	12	1	13	4	0	15
178020	13	1	13	4	1	 
178021	9	1	9	4	1	 
178021	10	1	10	4	1	 
178021	11	1	11	4	1	 
178021	12	0	 	 	 	 
178021	13	0	 	 	 	 
178022	9	1	10	4	1	 
178022	10	1	11	4	1	 
178022	11	0	 	 	 	 
178022	12	1	13	1	0	11
178022	13	1	13	1	1	 
178024	9	1	5	4	1	 
178024	10	1	6	4	1	 
178024	11	1	7	4	0	5
178024	12	0	 	 	 	 
178024	13	0	 	 	 	 
178025	9	1	6	4	1	 
178025	10	0	 	 	 	 
178025	11	0	 	 	 	 
178025	12	0	 	 	 	 
178025	13	0	 	 	 	 
178026	9	1	7	4	0	5
178026	10	1	8	4	1	 
178026	11	1	9	4	1	 
178026	12	1	10	4	1	 
178026	13	1	11	4	0	11
178027	9	1	9	4	1	 
178027	10	1	10	4	1	 
178027	11	1	11	4	1	 
178027	12	0	 	 	 	 
178027	13	1	13	4	0	11
178028	9	1	9	4	1	 
178028	10	1	10	4	1	 
178028	11	1	11	4	1	 
178028	12	1	13	4	0	11
178028	13	1	13	4	1	 
178029	9	1	9	4	1	 
178029	10	1	10	4	1	 
178029	11	1	11	4	1	 
178029	12	0	 	 	 	 
178029	13	0	 	 	 	 
178030	9	1	9	4	1	 
178030	10	1	10	4	1	 
178030	11	1	11	4	1	 
178030	12	0	 	 	 	 
178030	13	0	 	 	 	 
178031	9	1	9	4	1	 
178031	10	1	10	4	1	 
178031	11	1	11	4	1	 
178031	12	0	 	 	 	 
178031	13	0	 	 	 	 
178035	9	1	6	4	1	 
178035	10	1	7	4	0	5
178035	11	1	8	4	1	 
178035	12	1	9	4	1	 
178035	13	0	 	 	 	 
178036	9	1	9	4	1	 
178036	10	1	10	4	0	5
178036	11	1	11	4	1	 
178036	12	1	15	1	0	11
178036	13	1	15	1	1	 
188001	9	1	8	4	1	 
188001	10	1	9	4	1	 
188001	11	0	 	 	 	 
188001	12	0	 	 	 	 
188001	13	0	 	 	 	 
188002	9	1	8	4	1	 
188002	10	1	9	4	1	 
188002	11	1	10	4	1	 
188002	12	1	11	4	1	 
188002	13	0	 	 	 	 
188003	9	1	9	4	1	 
188003	10	1	10	4	1	 
188003	11	1	11	4	1	 
188003	12	0	 	 	 	 
188003	13	0	 	 	 	 
188004	9	1	9	4	1	 
188004	10	1	10	4	1	 
188004	11	1	11	4	1	 
188004	12	0	 	 	 	 
188004	13	0	 	 	 	 
188005	9	1	8	4	1	 
188005	10	1	9	4	1	 
188005	11	1	9	4	1	 
188005	12	1	10	4	1	 
188005	13	1	11	4	1	 
188006	9	1	10	4	1	 
188006	10	1	11	4	1	 
188006	11	0	 	 	 	 
188006	12	0	 	 	 	 
188006	13	0	 	 	 	 
188007	9	1	8	4	1	 
188007	10	1	9	4	1	 
188007	11	0	 	 	 	 
188007	12	0	 	 	 	 
188007	13	0	 	 	 	 
188009	9	1	6	4	1	 
188009	10	1	7	1	0	15
188009	11	1	8	1	1	 
188009	12	1	9	1	1	 
188009	13	1	18	1	0	15
188010	9	1	9	4	1	 
188010	10	1	10	4	1	 
188010	11	1	11	4	1	 
188010	12	0	 	 	 	 
188010	13	1	15	4	0	3
188011	9	1	9	4	1	 
188011	10	1	10	4	1	 
188011	11	1	11	4	1	 
188011	12	1	15	4	0	3
188011	13	1	15	4	1	 
188012	9	1	8	4	1	 
188012	10	1	9	4	1	 
188012	11	1	10	4	1	 
188012	12	1	11	4	1	 
188012	13	1	14	1	0	4
188013	9	1	9	4	1	 
188013	10	1	10	4	1	 
188013	11	1	11	4	1	 
188013	12	0	 	 	 	 
188013	13	0	 	 	 	 
188014	9	1	10	4	1	 
188014	10	1	11	4	0	15
188014	11	1	13	4	0	15
