CHILDCODE	ACTIDR4	DESWRKR4	ECNSCTR4	ACTR4	ACTFORR4	ACTMTHR4	ACTDAYMTR4	ACTWEKR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
208032	2	 	7	11	1	1	1	4	6	8	1	350	0	4	 	1	1
208032	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208033	1	 	13	11	1	4	24	4	5	10	1	650	150	4	 	0	 
208033	2	 	3	11	3	1	20	2	5	8	1	50	0	3	 	0	 
208033	3	 	7	14	2	8	20	4	4	4	0	 	 	 	 	0	 
208034	1	 	7	14	2	12	26	4	6	12	1	50	50	2	 	1	12
208034	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208034	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208037	1	 	7	11	2	3	4	4	1	15	1	80	0	2	 	0	 
208037	2	 	1	7	2	4	1	1	1	10	0	 	 	 	 	1	4
208037	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208038	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208038	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208041	1	 	3	11	3	4	20	3	6	10	1	35	0	2	 	1	8
208041	2	 	8	10	7	12	20	3	4	5	1	30	0	2	 	1	6
208041	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208043	1	 	3	15	2	12	24	4	5	6	0	 	 	 	 	1	12
208043	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208043	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208044	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208044	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208044	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208046	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208046	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208046	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208050	1	 	10	11	3	1	25	4	6	8	1	200	0	4	 	0	 
208050	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208050	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208051	1	 	2	11	2	11	24	4	6	9	1	500	0	4	 	1	2
208051	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208051	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
