CHILDCODE	EDCHSTR5	EDAGR5	ATDSCHR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	ZONER5	SCHNMER5
100092	4	14	1	6	4	0	4	4	406	1740
100093	1	11	1	5	1	1	4	4	406	238
100093	2	12	1	6	1	1	 	 	 	 
100093	3	13	1	7	1	1	 	 	 	 
100093	4	14	1	8	4	1	 	 	 	 
100094	1	11	1	4	1	1	4	4	408	1741
100094	2	12	1	5	1	1	 	 	 	 
100094	3	13	1	6	1	1	 	 	 	 
100094	4	14	1	7	4	1	 	 	 	 
100095	1	11	1	3	1	1	4	4	406	238
100095	2	12	1	4	1	1	 	 	 	 
100095	3	13	1	5	1	1	 	 	 	 
100095	4	14	1	6	4	1	 	 	 	 
100096	1	12	1	5	1	1	4	4	9999	1742
100096	2	13	1	6	2	1	 	 	 	 
100096	3	14	1	6	1	1	 	 	 	 
100096	4	15	1	7	4	1	 	 	 	 
100098	1	12	1	7	1	1	4	4	406	238
100098	2	13	1	8	1	1	 	 	 	 
100098	3	14	1	9	1	0	4	4	406	241
100098	4	15	1	10	4	1	 	 	 	 
100099	1	12	1	6	1	1	4	4	406	238
100099	2	13	1	7	1	1	 	 	 	 
100099	3	14	1	8	1	1	 	 	 	 
100099	4	15	1	9	4	0	4	4	406	241
100100	1	11	1	5	1	1	4	4	406	238
100100	2	12	1	6	1	1	 	 	 	 
100100	3	13	1	7	1	1	 	 	 	 
100100	4	14	1	8	4	1	 	 	 	 
110001	1	12	1	2	1	1	4	4	407	215
110001	2	13	1	3	1	1	 	 	 	 
110001	3	14	1	4	1	1	 	 	 	 
110001	4	15	1	5	4	1	 	 	 	 
110002	1	12	1	6	1	1	4	4	407	1743
110002	2	13	1	7	1	1	 	 	 	 
110002	3	14	1	8	1	1	 	 	 	 
110002	4	15	1	9	4	0	4	4	407	122
110003	1	11	1	4	1	1	4	4	407	215
110003	2	12	1	5	1	0	5	4	407	226
110003	3	13	1	6	1	1	 	 	 	 
110003	4	14	1	7	77	1	 	 	 	 
110004	1	12	1	3	1	1	4	4	407	215
110004	2	13	1	4	1	1	 	 	 	 
110004	3	14	0	 	 	 	 	 	 	 
110004	4	15	0	 	 	 	 	 	 	 
110005	1	11	1	3	1	1	4	4	407	249
110005	2	12	0	 	 	 	 	 	 	 
110005	3	13	0	 	 	 	 	 	 	 
110005	4	14	1	4	4	1	 	 	 	 
110006	1	11	1	2	1	1	4	4	407	215
110006	2	12	1	3	1	1	 	 	 	 
110006	3	13	1	4	1	1	 	 	 	 
110006	4	14	1	5	4	1	 	 	 	 
110007	1	12	1	4	1	1	4	4	407	215
110007	2	13	1	5	1	1	 	 	 	 
110007	3	14	1	6	1	1	 	 	 	 
110007	4	15	1	7	4	1	 	 	 	 
110008	1	11	1	1	1	1	4	4	407	1744
110008	2	12	1	2	1	1	 	 	 	 
110008	3	13	1	3	1	0	4	4	407	1744
110008	4	14	1	4	4	0	4	4	407	215
110009	1	12	1	6	1	1	4	4	407	215
110009	2	13	1	7	1	1	 	 	 	 
110009	3	14	1	8	1	1	 	 	 	 
110009	4	15	1	9	4	0	4	4	407	252
110011	1	11	1	3	1	1	4	4	407	215
110011	2	12	1	4	1	1	 	 	 	 
110011	3	13	1	5	2	1	 	 	 	 
110011	4	14	1	5	4	1	 	 	 	 
110012	1	12	1	5	1	1	4	4	407	215
110012	2	13	1	6	1	1	 	 	 	 
110012	3	14	1	7	1	1	 	 	 	 
110012	4	15	1	8	4	1	 	 	 	 
110013	1	12	1	5	1	1	4	4	407	215
110013	2	13	1	6	1	1	 	 	 	 
110013	3	14	1	7	1	1	 	 	 	 
110013	4	15	1	8	4	1	 	 	 	 
110014	1	11	1	5	1	1	4	4	407	215
110014	2	12	1	6	1	1	 	 	 	 
110014	3	13	1	7	1	1	 	 	 	 
110014	4	14	1	8	4	1	 	 	 	 
110015	1	12	1	5	1	1	4	4	407	215
110015	2	13	1	6	1	1	 	 	 	 
110015	3	14	1	7	1	1	 	 	 	 
110015	4	15	1	8	4	1	 	 	 	 
110016	1	12	1	5	1	1	4	4	407	215
110016	2	13	1	6	1	1	 	 	 	 
110016	3	14	1	7	1	1	 	 	 	 
110016	4	15	1	8	4	1	 	 	 	 
110017	1	11	1	2	1	1	4	4	407	215
110017	2	12	1	3	1	1	 	 	 	 
110017	3	13	1	4	1	1	 	 	 	 
110017	4	14	1	5	4	1	 	 	 	 
110019	1	12	1	3	1	1	4	4	407	215
110019	2	13	1	4	1	1	 	 	 	 
110019	3	14	1	5	1	1	 	 	 	 
110019	4	15	1	6	4	1	 	 	 	 
110020	1	11	1	6	1	1	4	4	407	252
110020	2	12	1	7	1	1	 	 	 	 
110020	3	13	1	8	1	1	 	 	 	 
110020	4	14	1	9	4	0	4	4	407	252
110021	1	11	1	4	1	1	4	4	407	1745
110021	2	12	1	5	1	1	 	 	 	 
110021	3	13	1	6	1	1	 	 	 	 
110021	4	14	1	7	4	1	 	 	 	 
110022	1	11	1	5	1	1	4	4	407	252
110022	2	12	1	6	1	1	 	 	 	 
110022	3	13	1	7	1	1	 	 	 	 
110022	4	14	1	8	4	1	 	 	 	 
110023	1	11	1	5	1	1	4	4	407	215
110023	2	12	1	6	1	1	 	 	 	 
110023	3	13	1	7	1	1	 	 	 	 
110023	4	14	1	8	4	1	 	 	 	 
110024	1	11	1	6	3	1	4	4	407	215
110024	2	12	1	6	1	1	 	 	 	 
110024	3	13	1	7	1	1	 	 	 	 
110024	4	14	1	8	4	1	 	 	 	 
110025	1	12	1	5	1	1	4	4	407	226
110025	2	13	1	6	1	1	 	 	 	 
110025	3	14	1	7	1	1	 	 	 	 
110025	4	15	1	8	4	1	 	 	 	 
110026	1	12	1	6	1	1	4	4	407	226
110026	2	13	1	7	1	1	 	 	 	 
110026	3	14	0	 	 	 	 	 	 	 
110026	4	15	0	 	 	 	 	 	 	 
110027	1	11	1	4	1	1	4	4	407	226
110027	2	12	1	5	1	1	 	 	 	 
110027	3	13	1	6	1	1	 	 	 	 
110027	4	14	1	7	4	1	 	 	 	 
110028	1	12	1	2	1	1	4	4	407	249
110028	2	13	0	 	 	 	 	 	 	 
110028	3	14	1	3	3	1	 	 	 	 
110028	4	15	0	 	 	 	 	 	 	 
110029	1	13	1	4	2	1	4	4	407	215
110029	2	14	1	4	1	1	 	 	 	 
110029	3	15	1	5	1	1	 	 	 	 
110029	4	16	1	0	 	 	 	 	 	 
110030	1	12	1	7	1	1	4	4	407	215
110030	2	13	1	8	1	1	 	 	 	 
110030	3	14	1	9	1	0	4	4	407	252
110030	4	15	1	10	4	1	 	 	 	 
110031	1	12	1	3	1	1	4	4	407	215
110031	2	13	1	4	1	1	 	 	 	 
110031	3	14	0	 	 	 	 	 	 	 
110031	4	15	0	 	 	 	 	 	 	 
110032	1	11	1	6	1	1	4	4	407	215
110032	2	12	1	7	1	1	 	 	 	 
110032	3	13	1	8	1	1	 	 	 	 
110032	4	14	1	9	4	1	 	 	 	 
110033	1	12	1	3	3	0	4	4	407	249
110033	2	13	1	3	3	1	 	 	 	 
110033	3	14	1	0	 	 	 	 	 	 
110033	4	15	1	0	 	 	 	 	 	 
110034	1	12	1	4	1	1	4	4	407	215
110034	2	13	1	5	1	1	 	 	 	 
110034	3	14	1	6	3	1	 	 	 	 
110034	4	15	1	6	4	1	 	 	 	 
110035	1	12	1	6	1	1	4	4	407	215
110035	2	13	1	7	1	1	 	 	 	 
110035	3	14	1	8	1	1	 	 	 	 
110035	4	15	1	9	4	0	4	4	407	252
110036	1	11	1	5	1	1	4	4	407	1746
110036	2	12	1	6	1	1	 	 	 	 
110036	3	13	1	7	1	1	 	 	 	 
110036	4	14	1	8	4	1	 	 	 	 
110037	1	11	1	1	1	1	4	4	407	215
110037	2	12	1	2	1	1	 	 	 	 
110037	3	13	1	3	1	1	 	 	 	 
110037	4	14	1	4	4	1	 	 	 	 
110038	1	11	1	5	1	1	4	4	407	215
110038	2	12	1	6	1	1	 	 	 	 
110038	3	13	1	7	1	1	 	 	 	 
110038	4	14	1	8	4	1	 	 	 	 
110039	1	11	1	4	1	1	4	4	407	1747
110039	2	12	1	5	1	1	 	 	 	 
110039	3	13	1	6	1	1	 	 	 	 
110039	4	14	1	7	4	1	 	 	 	 
110040	1	12	1	6	1	0	4	3	306	1748
110040	2	13	1	7	1	1	 	 	 	 
110040	3	14	1	8	1	1	 	 	 	 
110040	4	15	1	9	4	0	4	3	306	1749
110041	1	12	1	5	3	1	4	4	407	249
110041	2	13	1	5	1	0	4	4	407	215
110041	3	14	1	6	1	1	 	 	 	 
110041	4	15	1	7	4	1	 	 	 	 
110042	1	11	1	3	1	1	4	4	407	249
110042	2	12	1	4	1	1	 	 	 	 
110042	3	13	0	 	 	 	 	 	 	 
110042	4	14	0	 	 	 	 	 	 	 
110043	1	12	1	4	3	1	4	4	407	215
110043	2	13	1	4	1	1	 	 	 	 
110043	3	14	1	5	1	1	 	 	 	 
110043	4	15	1	6	4	1	 	 	 	 
110045	1	12	1	2	1	1	4	4	407	215
110045	2	13	1	3	1	1	 	 	 	 
110045	3	14	1	4	1	1	 	 	 	 
110045	4	15	1	5	4	1	 	 	 	 
110046	1	12	1	3	1	1	4	4	407	249
110046	2	13	1	4	1	1	 	 	 	 
110046	3	14	0	 	 	 	 	 	 	 
110046	4	15	0	 	 	 	 	 	 	 
110047	1	12	1	4	3	1	4	4	407	249
110047	2	13	0	 	 	 	 	 	 	 
110047	3	14	1	1	1	1	 	 	 	 
110047	4	15	1	2	4	1	 	 	 	 
110048	1	12	1	6	3	1	4	4	407	215
110048	2	13	1	6	1	1	 	 	 	 
110048	3	14	1	7	1	1	 	 	 	 
110048	4	15	1	8	4	1	 	 	 	 
110049	1	12	1	1	3	1	4	4	407	249
110049	2	13	1	1	1	1	 	 	 	 
110049	3	14	1	2	1	1	 	 	 	 
110049	4	15	1	3	4	1	 	 	 	 
110051	1	11	1	5	1	1	4	4	407	1750
110051	2	13	1	6	1	1	 	 	 	 
110051	3	14	1	7	1	1	 	 	 	 
110051	4	15	1	8	4	1	 	 	 	 
110052	1	11	1	3	1	1	4	4	407	249
110052	2	12	1	4	1	1	 	 	 	 
110052	3	13	1	5	1	0	4	4	407	215
110052	4	14	1	6	4	1	 	 	 	 
110053	1	12	1	2	1	1	4	4	407	249
110053	2	13	1	3	1	1	 	 	 	 
110053	3	14	1	4	1	1	 	 	 	 
110053	4	15	1	5	4	0	4	4	407	215
110054	1	12	0	 	 	 	 	 	 	 
110054	2	13	0	 	 	 	 	 	 	 
110054	3	14	0	 	 	 	 	 	 	 
110054	4	15	1	1	4	0	4	4	408	1751
110055	1	12	1	5	3	1	4	4	407	215
110055	2	13	1	5	1	1	 	 	 	 
110055	3	14	1	6	1	1	 	 	 	 
110055	4	15	1	7	4	1	 	 	 	 
110056	1	12	1	6	1	1	4	4	407	215
110056	2	13	1	7	1	1	 	 	 	 
110056	3	14	1	8	1	1	 	 	 	 
110056	4	15	1	9	4	0	4	4	407	1752
110057	1	11	1	4	3	1	4	4	407	249
110057	2	12	1	5	1	0	4	4	407	215
110057	3	13	1	6	1	1	 	 	 	 
110057	4	14	1	7	4	1	 	 	 	 
110059	1	12	1	5	3	0	4	4	407	249
110059	2	13	1	5	1	1	 	 	 	 
110059	3	14	1	6	1	1	 	 	 	 
110059	4	15	1	7	4	1	 	 	 	 
110060	1	13	1	3	2	1	4	4	405	249
110060	2	14	1	3	2	1	 	 	 	 
110060	3	15	1	3	3	1	 	 	 	 
110060	4	16	0	 	 	 	 	 	 	 
110061	1	12	1	3	1	1	4	4	407	1753
110061	2	13	1	4	1	1	 	 	 	 
110061	3	14	1	5	1	1	 	 	 	 
110061	4	15	1	6	4	1	 	 	 	 
110062	1	12	1	5	3	1	4	4	407	215
110062	2	13	1	5	1	1	 	 	 	 
110062	3	14	1	6	1	1	 	 	 	 
110062	4	15	1	7	3	1	 	 	 	 
110063	1	11	1	4	1	1	4	4	407	249
110063	2	12	1	5	3	0	4	4	407	226
110063	3	13	1	5	1	0	4	4	407	226
110063	4	14	1	6	4	1	 	 	 	 
110065	1	12	1	5	1	1	4	4	408	1754
110065	2	13	1	6	1	1	 	 	 	 
110065	3	14	1	7	3	0	4	4	407	215
110065	4	15	0	 	 	 	 	 	 	 
110066	1	12	1	5	1	1	4	4	407	215
110066	2	13	1	6	1	1	 	 	 	 
110066	3	14	1	7	1	1	 	 	 	 
110066	4	15	1	8	4	1	 	 	 	 
110067	1	12	1	3	1	1	4	4	407	215
110067	2	13	1	4	1	1	 	 	 	 
110067	3	14	1	5	1	1	 	 	 	 
110067	4	15	1	6	4	1	 	 	 	 
110068	1	11	1	5	1	1	4	4	407	215
110068	2	12	1	6	1	1	 	 	 	 
110068	3	13	1	7	1	1	 	 	 	 
110068	4	14	1	8	4	1	 	 	 	 
110069	1	12	1	5	3	1	4	4	407	215
110069	2	13	0	 	 	 	 	 	 	 
110069	3	14	0	 	 	 	 	 	 	 
110069	4	15	0	 	 	 	 	 	 	 
110070	1	12	1	4	3	1	4	4	407	249
110070	2	13	1	4	1	1	 	 	 	 
110070	3	14	1	5	1	0	4	4	407	215
110070	4	15	1	6	4	1	 	 	 	 
110071	1	12	1	5	1	1	4	4	407	215
110071	2	13	1	6	1	1	 	 	 	 
110071	3	14	1	7	1	1	 	 	 	 
110071	4	15	1	8	4	1	 	 	 	 
110072	1	12	1	4	1	1	4	4	407	249
110072	2	13	1	5	1	0	4	4	407	215
110072	3	14	1	6	1	1	 	 	 	 
110072	4	15	1	7	4	1	 	 	 	 
110073	1	12	1	6	1	1	4	4	407	215
110073	2	13	1	7	1	1	 	 	 	 
110073	3	14	1	8	3	1	 	 	 	 
110073	4	15	1	8	4	1	 	 	 	 
110074	1	11	1	5	3	1	4	4	407	215
110074	2	12	1	5	3	1	 	 	 	 
110074	3	13	1	5	1	1	 	 	 	 
110074	4	14	0	 	 	 	 	 	 	 
110075	1	12	1	5	1	1	4	4	407	215
110075	2	13	1	6	1	1	 	 	 	 
110075	3	14	1	7	1	1	 	 	 	 
110075	4	15	1	8	4	1	 	 	 	 
110076	1	12	1	4	1	1	4	4	407	1359
110076	2	13	1	5	1	1	 	 	 	 
110076	3	14	1	6	1	1	 	 	 	 
110076	4	15	1	7	4	1	 	 	 	 
110077	1	12	1	4	1	1	4	4	407	249
110077	2	13	1	5	1	0	4	4	407	215
110077	3	14	1	6	1	1	 	 	 	 
110077	4	15	1	7	4	1	 	 	 	 
110078	1	12	1	5	3	1	4	4	407	215
110078	2	13	1	5	3	1	 	 	 	 
110078	3	14	0	 	 	 	 	 	 	 
110078	4	15	1	5	4	1	 	 	 	 
110079	1	12	1	5	2	1	4	4	407	215
110079	2	13	1	5	1	1	 	 	 	 
110079	3	14	1	6	1	1	 	 	 	 
110079	4	15	1	7	4	1	 	 	 	 
110081	1	12	1	6	1	1	4	4	407	215
110081	2	13	1	7	1	1	 	 	 	 
110081	3	14	1	8	1	1	 	 	 	 
110081	4	15	1	9	4	0	4	4	407	252
110082	1	11	1	1	1	1	4	4	407	1755
110082	2	12	1	2	1	1	 	 	 	 
110082	3	13	1	3	1	1	 	 	 	 
110082	4	14	1	4	4	1	 	 	 	 
110083	1	12	1	5	3	1	4	4	407	215
110083	2	13	1	5	1	1	 	 	 	 
110083	3	14	1	6	1	1	 	 	 	 
110083	4	15	1	7	4	1	 	 	 	 
110084	1	11	1	1	3	1	4	4	407	215
110084	2	12	1	1	3	1	 	 	 	 
110084	3	13	1	1	1	1	 	 	 	 
110084	4	14	1	2	4	1	 	 	 	 
110085	1	11	1	3	1	1	4	4	407	215
110085	2	12	1	4	1	1	 	 	 	 
110085	3	13	1	5	1	1	 	 	 	 
110085	4	14	1	6	4	1	 	 	 	 
110086	1	12	1	5	1	1	4	4	407	215
110086	2	13	1	6	1	1	 	 	 	 
110086	3	14	1	7	1	1	 	 	 	 
110086	4	15	1	8	4	1	 	 	 	 
110088	1	11	1	3	1	1	4	4	408	1756
110088	2	12	1	4	1	0	4	4	407	215
110088	3	13	1	5	1	1	 	 	 	 
110088	4	14	1	6	4	1	 	 	 	 
110089	1	12	1	5	1	1	4	4	407	215
110089	2	13	1	6	1	1	 	 	 	 
110089	3	14	1	7	1	1	 	 	 	 
110089	4	15	1	8	4	1	 	 	 	 
110091	1	11	1	4	1	1	4	4	407	226
110091	2	12	1	5	1	1	 	 	 	 
110091	3	13	1	6	1	1	 	 	 	 
110091	4	14	1	7	4	1	 	 	 	 
110092	1	12	1	5	1	1	4	4	406	226
110092	2	13	1	6	1	1	 	 	 	 
110092	3	14	1	7	1	1	 	 	 	 
110092	4	15	1	8	4	1	 	 	 	 
110093	1	11	1	3	1	1	4	4	407	215
110093	2	12	1	4	1	1	 	 	 	 
110093	3	13	1	5	1	1	 	 	 	 
110093	4	14	1	6	4	1	 	 	 	 
110094	1	12	1	6	1	1	4	4	407	215
110094	2	13	1	7	1	1	 	 	 	 
110094	3	14	1	8	1	1	 	 	 	 
110094	4	15	1	9	4	0	4	4	407	1757
110096	1	12	1	5	1	1	4	4	407	494
110096	2	13	1	6	1	1	 	 	 	 
110096	3	14	1	7	1	1	 	 	 	 
110096	4	15	1	8	4	1	 	 	 	 
110098	1	12	1	5	2	1	4	4	407	215
110098	2	13	1	5	1	1	 	 	 	 
110098	3	14	1	6	1	1	 	 	 	 
110098	4	15	1	7	4	1	 	 	 	 
110099	1	11	1	3	3	1	4	4	407	226
110099	2	12	1	3	3	1	 	 	 	 
110099	3	13	1	3	1	1	 	 	 	 
110099	4	14	0	 	 	 	 	 	 	 
110100	1	12	1	5	1	1	4	4	407	215
110100	2	13	1	6	1	1	 	 	 	 
110100	3	14	1	7	1	1	 	 	 	 
110100	4	15	1	8	4	1	 	 	 	 
120001	1	11	1	1	3	1	4	7	701	369
120001	2	12	0	 	 	 	 	 	 	 
120001	3	13	0	 	 	 	 	 	 	 
120001	4	14	1	2	4	1	 	 	 	 
120002	1	11	0	 	 	 	 	 	 	 
120002	2	12	0	 	 	 	 	 	 	 
120002	3	13	1	2	1	1	 	 	 	 
120002	4	14	1	3	4	1	 	 	 	 
120004	1	12	1	2	1	1	4	7	701	369
120004	2	13	1	3	1	1	 	 	 	 
120004	3	14	1	4	1	1	 	 	 	 
120004	4	15	0	 	 	 	 	 	 	 
120005	1	12	1	4	1	1	4	7	701	330
120005	2	13	1	5	1	1	 	 	 	 
120005	3	14	1	6	1	1	 	 	 	 
120005	4	15	1	7	4	1	 	 	 	 
120006	1	11	1	1	3	1	4	7	701	369
120006	2	12	0	 	 	 	 	 	 	 
120006	3	13	1	1	1	1	 	 	 	 
120006	4	14	1	2	4	1	 	 	 	 
120007	1	12	0	 	 	 	 	 	 	 
120007	2	13	0	 	 	 	 	 	 	 
120007	3	14	0	 	 	 	 	 	 	 
120007	4	15	0	 	 	 	 	 	 	 
120008	1	11	0	 	 	 	 	 	 	 
120008	2	12	1	1	1	1	 	 	 	 
120008	3	13	1	1	1	1	 	 	 	 
120008	4	14	1	2	2	1	 	 	 	 
120009	1	12	1	2	1	1	4	7	701	369
120009	2	13	1	3	1	1	 	 	 	 
120009	3	14	1	4	1	1	 	 	 	 
120009	4	15	1	5	4	1	 	 	 	 
120010	1	12	1	2	1	1	4	7	701	330
120010	2	13	1	3	1	1	 	 	 	 
120010	3	14	1	4	1	1	 	 	 	 
120010	4	15	1	5	4	1	 	 	 	 
120011	1	11	1	3	2	1	4	7	701	330
120011	2	12	1	3	1	1	 	 	 	 
120011	3	13	1	4	1	1	 	 	 	 
120011	4	14	1	5	4	1	 	 	 	 
120012	1	11	0	 	 	 	 	 	 	 
120012	2	12	1	1	1	1	 	 	 	 
120012	3	13	1	2	1	1	 	 	 	 
120012	4	14	1	3	4	1	 	 	 	 
120013	1	 	 	 	 	 	 	 	 	 
120013	2	 	 	 	 	 	 	 	 	 
120013	3	 	 	 	 	 	 	 	 	 
120013	4	 	 	 	 	 	 	 	 	 
120014	1	11	1	1	1	1	4	7	701	369
120014	2	12	1	2	1	1	 	 	 	 
120014	3	13	1	3	1	1	 	 	 	 
120014	4	14	1	4	4	1	 	 	 	 
120015	1	11	1	3	1	1	4	7	701	369
120015	2	12	1	4	1	1	 	 	 	 
120015	3	13	1	5	1	1	 	 	 	 
120015	4	14	1	6	4	1	 	 	 	 
120016	1	12	1	3	1	1	4	7	701	369
120016	2	13	1	4	1	1	 	 	 	 
120016	3	14	1	5	1	1	 	 	 	 
120016	4	15	1	6	4	1	 	 	 	 
120017	1	11	1	1	3	1	3	7	701	369
120017	2	12	1	1	1	1	 	 	 	 
120017	3	13	1	2	1	1	 	 	 	 
120017	4	14	1	3	4	1	 	 	 	 
120018	1	11	1	3	1	1	4	7	701	369
120018	2	12	1	4	1	1	 	 	 	 
120018	3	13	1	5	1	1	 	 	 	 
120018	4	14	1	6	1	1	 	 	 	 
120019	1	12	1	1	1	0	4	7	701	369
120019	2	13	1	2	1	1	 	 	 	 
120019	3	14	1	3	1	1	 	 	 	 
120019	4	15	1	4	4	1	 	 	 	 
120020	1	12	1	5	1	1	4	7	701	369
120020	2	13	1	6	1	1	 	 	 	 
120020	3	14	1	7	1	1	 	 	 	 
120020	4	15	1	8	4	1	 	 	 	 
120021	1	11	1	1	1	1	4	7	701	330
120021	2	12	1	2	1	1	 	 	 	 
120021	3	13	1	3	1	1	 	 	 	 
120021	4	14	1	4	4	1	 	 	 	 
120023	1	12	1	5	1	1	4	4	414	1758
120023	2	13	1	6	1	1	 	 	 	 
120023	3	14	1	7	1	1	 	 	 	 
120023	4	15	1	8	4	1	 	 	 	 
120024	1	11	1	2	1	1	4	7	701	369
120024	2	12	1	3	1	1	 	 	 	 
120024	3	13	1	4	1	1	 	 	 	 
120024	4	14	1	5	4	1	 	 	 	 
120025	1	12	1	3	3	1	4	7	701	253
120025	2	13	1	3	3	1	 	 	 	 
120025	3	14	1	3	1	1	 	 	 	 
120025	4	15	1	5	4	1	 	 	 	 
120026	1	11	1	1	1	1	4	7	701	369
120026	2	12	1	2	1	1	 	 	 	 
120026	3	13	1	3	1	1	 	 	 	 
120026	4	14	1	4	4	1	 	 	 	 
120027	1	12	1	1	1	1	4	7	701	369
120027	2	13	1	2	1	1	 	 	 	 
120027	3	14	1	3	1	1	 	 	 	 
120027	4	15	1	4	4	1	 	 	 	 
120028	1	11	1	1	1	1	4	7	704	999
120028	2	12	1	2	1	1	 	 	 	 
120028	3	13	1	3	1	1	 	 	 	 
120028	4	15	1	0	 	 	 	 	 	 
120029	1	11	0	 	 	 	 	 	 	 
120029	2	12	0	 	 	 	 	 	 	 
120029	3	13	1	1	2	0	4	7	701	261
120029	4	14	1	1	4	1	 	 	 	 
120031	1	11	1	1	1	1	4	7	701	1760
120031	2	12	1	2	1	1	 	 	 	 
120031	3	13	1	3	1	1	 	 	 	 
120031	4	14	1	4	4	1	 	 	 	 
120032	1	11	1	2	1	1	4	7	701	330
120032	2	12	1	3	2	1	 	 	 	 
120032	3	13	1	3	1	1	 	 	 	 
120032	4	14	1	4	4	1	 	 	 	 
120033	1	12	1	0	 	 	 	 	 	 
120033	2	13	1	1	1	1	 	 	 	 
120033	3	14	1	2	2	1	 	 	 	 
120033	4	15	1	2	4	1	 	 	 	 
120034	1	12	0	 	 	 	 	 	 	 
120034	2	13	0	 	 	 	 	 	 	 
120034	3	14	1	1	1	1	 	 	 	 
120034	4	15	1	2	4	1	 	 	 	 
120035	1	12	1	1	1	1	4	7	701	369
120035	2	13	1	2	1	1	 	 	 	 
120035	3	14	1	3	1	1	 	 	 	 
120035	4	15	1	4	4	1	 	 	 	 
120036	1	12	1	3	1	1	4	7	701	330
120036	2	13	1	4	1	1	 	 	 	 
120036	3	14	1	5	1	1	 	 	 	 
120036	4	15	1	6	4	1	 	 	 	 
120037	1	12	1	3	1	1	4	7	701	369
120037	2	13	1	4	1	1	 	 	 	 
120037	3	14	1	5	1	1	 	 	 	 
120037	4	15	1	6	4	1	 	 	 	 
120038	1	12	1	1	1	0	4	7	701	369
120038	2	13	1	2	1	1	 	 	 	 
120038	3	14	1	3	1	1	 	 	 	 
120038	4	15	1	4	4	1	 	 	 	 
120039	1	11	0	 	 	 	 	 	 	 
120039	2	12	0	 	 	 	 	 	 	 
120039	3	13	1	1	1	0	4	7	701	369
120039	4	14	1	2	4	1	 	 	 	 
120040	1	12	1	1	1	1	4	7	701	369
120040	2	13	1	2	1	1	 	 	 	 
120040	3	14	1	3	1	1	 	 	 	 
120040	4	15	1	3	4	1	 	 	 	 
120041	1	12	1	1	3	1	4	7	701	369
120041	2	13	0	 	 	 	 	 	 	 
120041	3	14	1	1	1	1	 	 	 	 
120041	4	15	1	2	4	1	 	 	 	 
120042	1	12	1	2	1	0	4	7	701	330
120042	2	13	1	3	3	1	 	 	 	 
120042	3	14	1	3	1	1	 	 	 	 
120042	4	15	1	4	4	0	4	7	701	480
120043	1	11	1	3	3	1	4	7	701	330
120043	2	12	1	3	1	1	 	 	 	 
120043	3	13	1	4	1	1	 	 	 	 
120043	4	14	1	5	4	1	 	 	 	 
120044	1	12	1	3	1	1	4	7	701	369
120044	2	13	1	4	1	1	 	 	 	 
120044	3	14	1	5	1	1	 	 	 	 
120044	4	15	1	6	4	1	 	 	 	 
120045	1	12	1	1	1	1	4	7	701	369
120045	2	13	1	2	1	1	 	 	 	 
120045	3	14	1	3	1	1	 	 	 	 
120045	4	15	1	4	4	1	 	 	 	 
120046	1	12	1	1	3	1	4	7	701	369
120046	2	13	1	1	1	1	 	 	 	 
120046	3	14	1	2	1	1	 	 	 	 
120046	4	15	1	3	4	1	 	 	 	 
120047	1	12	1	2	1	1	4	7	701	369
120047	2	13	1	3	1	1	 	 	 	 
120047	3	14	1	4	1	1	 	 	 	 
120047	4	15	1	5	4	1	 	 	 	 
120048	1	11	0	 	 	 	 	 	 	 
120048	2	12	0	 	 	 	 	 	 	 
120048	3	13	0	 	 	 	 	 	 	 
120048	4	14	1	2	4	0	4	7	701	506
120049	1	11	1	4	1	1	4	7	704	999
120049	2	12	1	5	3	1	 	 	 	 
120049	3	13	0	 	 	 	 	 	 	 
120049	4	14	0	 	 	 	 	 	 	 
120050	1	12	1	1	3	1	4	7	701	369
120050	2	13	1	1	1	1	 	 	 	 
120050	3	14	1	2	1	1	 	 	 	 
120050	4	15	1	3	4	1	 	 	 	 
120051	1	12	1	3	1	1	4	7	701	369
120051	2	13	1	4	1	1	 	 	 	 
120051	3	14	1	5	2	1	 	 	 	 
120051	4	15	1	5	4	1	 	 	 	 
120052	1	13	1	4	1	1	4	7	701	330
120052	2	14	1	5	3	1	 	 	 	 
120052	3	15	0	 	 	 	 	 	 	 
120052	4	16	0	 	 	 	 	 	 	 
120053	1	12	1	2	1	1	4	7	701	369
120053	2	13	0	 	 	 	 	 	 	 
120053	3	14	0	 	 	 	 	 	 	 
120053	4	15	1	3	3	1	 	 	 	 
120054	1	12	1	3	1	1	4	7	701	369
120054	2	13	1	4	1	1	 	 	 	 
120054	3	14	1	5	1	1	 	 	 	 
120054	4	15	1	6	4	1	 	 	 	 
120055	1	12	1	3	1	1	4	7	701	330
120055	2	13	1	4	1	1	 	 	 	 
120055	3	14	0	 	 	 	 	 	 	 
120055	4	15	0	 	 	 	 	 	 	 
120056	1	12	1	2	1	0	4	7	701	330
120056	2	13	1	3	1	1	 	 	 	 
120056	3	14	1	4	1	1	 	 	 	 
120056	4	15	1	5	4	1	 	 	 	 
120057	1	11	0	 	 	 	 	 	 	 
120057	2	12	0	 	 	 	 	 	 	 
120057	3	13	1	1	1	0	4	4	414	1761
120057	4	14	1	2	4	1	 	 	 	 
120058	1	12	0	 	 	 	 	 	 	 
120058	2	13	0	 	 	 	 	 	 	 
