CHILDCODE	EDCHSTR5	EDAGR5	ATDSCHR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	ZONER5	SCHNMER5
70019	3	13	1	3	1	1	 	 	 	 
70019	4	14	1	4	4	1	 	 	 	 
70020	1	12	1	4	1	1	4	3	302	189
70020	2	13	1	5	1	1	 	 	 	 
70020	3	14	1	6	1	1	 	 	 	 
70020	4	15	1	7	4	1	 	 	 	 
70021	1	12	1	3	1	1	4	3	302	189
70021	2	13	1	4	1	1	 	 	 	 
70021	3	14	1	5	1	1	 	 	 	 
70021	4	15	1	6	4	1	 	 	 	 
70022	1	12	0	 	 	 	 	 	 	 
70022	2	13	1	7	1	1	 	 	 	 
70022	3	14	1	8	1	1	 	 	 	 
70022	4	15	1	9	4	0	4	3	302	172
70023	1	11	1	1	3	1	4	3	302	189
70023	2	12	1	1	3	1	 	 	 	 
70023	3	13	1	1	1	0	4	3	302	493
70023	4	14	1	2	4	0	4	3	302	189
70024	1	12	1	5	1	1	4	3	302	189
70024	2	13	1	6	1	1	 	 	 	 
70024	3	14	1	7	1	1	 	 	 	 
70024	4	15	1	8	4	1	 	 	 	 
70025	1	11	1	5	1	1	4	3	302	189
70025	2	12	1	6	1	1	 	 	 	 
70025	3	13	1	7	1	1	 	 	 	 
70025	4	14	1	8	4	1	 	 	 	 
70026	1	11	1	1	1	1	4	3	302	189
70026	2	12	1	2	1	1	 	 	 	 
70026	3	13	1	3	1	1	 	 	 	 
70026	4	14	1	4	4	1	 	 	 	 
70027	1	12	1	2	1	1	4	3	302	493
70027	2	13	1	3	1	1	 	 	 	 
70027	3	14	1	4	1	1	 	 	 	 
70027	4	15	1	5	4	1	 	 	 	 
70028	1	12	1	4	1	1	4	3	302	493
70028	2	13	1	5	1	1	 	 	 	 
70028	3	14	1	6	1	1	 	 	 	 
70028	4	15	1	7	4	1	 	 	 	 
70029	1	12	1	6	3	0	4	3	301	493
70029	2	13	0	 	 	 	 	 	 	 
70029	3	14	1	6	1	0	4	3	9999	1701
70029	4	15	0	 	 	 	 	 	 	 
70030	1	12	1	2	1	1	4	3	302	493
70030	2	13	1	3	1	1	 	 	 	 
70030	3	14	1	4	1	1	 	 	 	 
70030	4	15	1	5	4	1	 	 	 	 
70031	1	12	1	4	1	1	4	3	302	180
70031	2	13	1	5	1	0	4	3	302	493
70031	3	14	1	6	1	1	 	 	 	 
70031	4	15	1	7	4	1	 	 	 	 
70032	1	11	1	4	1	1	4	3	302	189
70032	2	12	1	5	1	1	 	 	 	 
70032	3	13	1	6	1	0	4	3	302	1702
70032	4	14	1	7	4	1	 	 	 	 
70033	1	11	1	6	1	1	4	3	302	189
70033	2	12	1	7	1	0	4	3	302	493
70033	3	13	1	7	3	1	 	 	 	 
70033	4	14	1	8	4	0	4	3	302	189
70034	1	11	1	5	1	1	4	3	302	189
70034	2	12	1	6	1	1	 	 	 	 
70034	3	13	1	7	1	1	 	 	 	 
70034	4	14	1	8	4	1	 	 	 	 
70035	1	12	0	 	 	 	 	 	 	 
70035	2	13	1	6	1	1	 	 	 	 
70035	3	14	1	7	1	1	 	 	 	 
70035	4	15	1	8	4	1	 	 	 	 
70036	1	12	1	6	1	1	4	3	302	189
70036	2	13	1	7	1	1	 	 	 	 
70036	3	14	1	8	1	1	 	 	 	 
70036	4	15	1	9	4	0	4	3	302	1434
70037	1	12	1	5	1	1	4	3	302	189
70037	2	13	1	6	1	1	 	 	 	 
70037	3	14	1	7	1	1	 	 	 	 
70037	4	15	1	8	4	0	4	3	302	1702
70038	1	12	1	7	1	0	4	3	302	189
70038	2	13	1	8	1	1	 	 	 	 
70038	3	14	1	9	1	0	4	3	302	172
70038	4	15	1	10	4	1	 	 	 	 
70039	1	11	0	 	 	 	 	 	 	 
70039	2	12	0	 	 	 	 	 	 	 
70039	3	13	0	 	 	 	 	 	 	 
70039	4	14	0	 	 	 	 	 	 	 
70040	1	12	1	5	1	1	4	3	302	493
70040	2	13	1	6	1	1	 	 	 	 
70040	3	14	1	7	1	1	 	 	 	 
70040	4	15	1	8	4	1	 	 	 	 
70041	1	12	1	7	1	0	4	3	302	493
70041	2	13	1	8	1	1	 	 	 	 
70041	3	14	1	9	1	0	4	3	302	172
70041	4	15	1	10	4	1	 	 	 	 
70042	1	12	1	3	1	1	4	3	302	493
70042	2	13	1	4	1	1	 	 	 	 
70042	3	14	1	5	1	1	 	 	 	 
70042	4	15	1	6	4	1	 	 	 	 
70043	1	11	1	2	1	1	4	3	302	493
70043	2	12	1	3	1	1	 	 	 	 
70043	3	13	1	4	1	1	 	 	 	 
70043	4	14	1	5	4	1	 	 	 	 
70044	1	12	1	4	1	1	4	3	302	189
70044	2	13	1	5	1	1	 	 	 	 
70044	3	14	1	6	1	1	 	 	 	 
70044	4	15	1	7	4	1	 	 	 	 
70045	1	12	1	7	1	1	4	3	302	189
70045	2	13	1	8	1	1	 	 	 	 
70045	3	14	1	9	1	0	4	3	302	172
70045	4	15	1	10	4	1	 	 	 	 
70046	1	12	1	5	1	1	4	3	302	189
70046	2	13	1	6	1	1	 	 	 	 
70046	3	14	1	7	1	1	 	 	 	 
70046	4	15	1	8	4	1	 	 	 	 
70047	1	12	1	3	1	1	4	3	302	189
70047	2	13	1	4	1	1	 	 	 	 
70047	3	14	1	5	1	1	 	 	 	 
70047	4	15	1	6	4	1	 	 	 	 
70048	1	12	1	5	1	1	4	3	302	189
70048	2	13	1	6	1	1	 	 	 	 
70048	3	14	1	7	1	1	 	 	 	 
70048	4	15	1	8	4	1	 	 	 	 
70049	1	12	1	6	2	1	4	3	302	189
70049	2	13	1	6	1	1	 	 	 	 
70049	3	14	1	7	1	1	 	 	 	 
70049	4	15	1	8	4	1	 	 	 	 
70050	1	12	1	4	1	1	4	3	302	189
70050	2	13	1	5	1	1	 	 	 	 
70050	3	14	1	6	1	1	 	 	 	 
70050	4	15	1	7	4	1	 	 	 	 
70051	1	11	1	5	1	1	4	3	302	493
70051	2	12	1	6	1	1	 	 	 	 
70051	3	13	1	7	1	1	 	 	 	 
70051	4	14	1	8	4	1	 	 	 	 
70052	1	12	1	2	3	1	4	3	302	493
70052	2	13	1	2	3	1	 	 	 	 
70052	3	14	1	2	1	1	 	 	 	 
70052	4	15	1	3	4	1	 	 	 	 
70054	1	12	1	6	1	1	4	3	302	189
70054	2	13	1	7	1	1	 	 	 	 
70054	3	14	1	8	1	1	 	 	 	 
70054	4	15	1	9	4	0	4	3	302	172
70056	1	11	1	5	1	1	4	3	302	189
70056	2	12	1	6	1	1	 	 	 	 
70056	3	13	1	7	1	1	 	 	 	 
70056	4	14	1	8	4	1	 	 	 	 
70057	1	12	1	5	1	1	4	3	302	189
70057	2	13	1	6	1	1	 	 	 	 
70057	3	14	1	7	1	1	 	 	 	 
70057	4	15	1	8	4	1	 	 	 	 
70058	1	12	1	5	1	1	4	3	302	493
70058	2	13	1	6	1	1	 	 	 	 
70058	3	14	1	7	1	1	 	 	 	 
70058	4	15	1	8	4	1	 	 	 	 
70059	1	11	1	5	1	1	4	3	302	189
70059	2	12	1	6	1	1	 	 	 	 
70059	3	13	1	7	1	1	 	 	 	 
70059	4	14	1	8	4	1	 	 	 	 
70060	1	12	1	6	3	1	4	3	302	1703
70060	2	13	1	6	1	1	 	 	 	 
70060	3	14	1	7	1	0	4	3	302	189
70060	4	15	1	8	4	1	 	 	 	 
70061	1	12	1	5	1	0	4	3	302	189
70061	2	13	1	6	1	1	 	 	 	 
70061	3	14	1	7	1	1	 	 	 	 
70061	4	15	1	8	4	1	 	 	 	 
70062	1	12	1	6	1	1	4	3	302	189
70062	2	13	1	7	1	1	 	 	 	 
70062	3	14	1	8	1	1	 	 	 	 
70062	4	15	1	9	4	0	4	3	302	172
70063	1	12	1	5	1	1	4	3	302	189
70063	2	13	1	6	1	1	 	 	 	 
70063	3	14	1	7	1	1	 	 	 	 
70063	4	15	1	8	4	1	 	 	 	 
70064	1	11	1	4	1	1	4	3	302	189
70064	2	12	0	 	 	 	 	 	 	 
70064	3	13	1	5	1	1	 	 	 	 
70064	4	14	1	6	4	1	 	 	 	 
70065	1	12	1	7	1	1	4	3	301	1704
70065	2	13	1	8	1	1	 	 	 	 
70065	3	14	0	 	 	 	 	 	 	 
70065	4	15	0	 	 	 	 	 	 	 
70067	1	12	1	5	2	1	4	3	302	189
70067	2	13	1	5	3	1	 	 	 	 
70067	3	14	1	5	1	1	 	 	 	 
70067	4	15	1	6	4	0	4	3	302	493
70068	1	12	1	5	1	1	4	3	302	493
70068	2	13	1	6	2	1	 	 	 	 
70068	3	14	1	6	1	1	 	 	 	 
70068	4	15	1	7	4	1	 	 	 	 
70069	1	11	1	4	1	0	4	3	302	493
70069	2	12	1	5	1	1	 	 	 	 
70069	3	13	1	6	1	1	 	 	 	 
70069	4	14	1	7	4	1	 	 	 	 
70070	1	12	1	6	1	1	4	3	302	189
70070	2	13	1	7	1	1	 	 	 	 
70070	3	14	1	8	1	1	 	 	 	 
70070	4	15	1	9	4	0	4	3	302	172
70071	1	12	1	4	1	1	4	3	304	180
70071	2	13	1	5	1	0	4	3	302	493
70071	3	14	1	6	1	1	 	 	 	 
70071	4	15	1	7	4	1	 	 	 	 
70072	1	11	1	5	1	1	4	3	302	492
70072	2	12	1	6	1	1	 	 	 	 
70072	3	13	1	7	1	1	 	 	 	 
70072	4	14	1	8	4	1	 	 	 	 
70073	1	11	1	3	1	1	4	3	302	180
70073	2	12	1	4	1	0	4	3	302	189
70073	3	13	1	5	1	1	 	 	 	 
70073	4	14	1	6	4	0	4	3	302	493
70074	1	11	1	6	1	1	4	3	302	189
70074	2	12	0	 	 	 	 	 	 	 
70074	3	13	0	 	 	 	 	 	 	 
70074	4	14	0	 	 	 	 	 	 	 
70075	1	12	1	6	1	1	4	3	302	189
70075	2	13	1	7	1	1	 	 	 	 
70075	3	14	1	8	1	1	 	 	 	 
70075	4	15	1	9	4	0	4	3	302	1434
70076	1	11	1	3	1	1	4	3	302	180
70076	2	12	1	4	1	1	 	 	 	 
70076	3	13	1	5	2	1	 	 	 	 
70076	4	14	1	5	4	1	 	 	 	 
70077	1	11	1	4	1	1	4	3	302	493
70077	2	12	1	5	1	1	 	 	 	 
70077	3	13	1	6	1	1	 	 	 	 
70077	4	14	1	7	4	1	 	 	 	 
70078	1	12	1	5	1	1	4	3	301	493
70078	2	13	1	6	1	1	 	 	 	 
70078	3	14	1	7	1	1	 	 	 	 
70078	4	15	1	8	4	1	 	 	 	 
70079	1	12	1	7	1	1	4	4	413	1705
70079	2	13	1	8	3	1	 	 	 	 
70079	3	14	1	8	1	1	 	 	 	 
70079	4	15	1	9	4	0	4	4	413	1706
70080	1	11	1	6	1	1	4	3	302	493
70080	2	12	1	7	1	1	 	 	 	 
70080	3	13	1	8	1	1	 	 	 	 
70080	4	14	1	9	4	0	4	3	302	172
70081	1	12	1	2	1	1	4	3	302	493
70081	2	13	1	3	1	1	 	 	 	 
70081	3	14	1	4	1	1	 	 	 	 
70081	4	15	1	5	3	1	 	 	 	 
70082	1	12	1	5	3	1	4	3	302	493
70082	2	13	1	5	1	1	 	 	 	 
70082	3	14	1	6	1	1	 	 	 	 
70082	4	15	1	7	4	1	 	 	 	 
70083	1	12	1	5	1	1	4	3	302	493
70083	2	13	1	6	1	1	 	 	 	 
70083	3	14	1	7	1	1	 	 	 	 
70083	4	15	1	8	4	1	 	 	 	 
70084	1	12	1	4	1	1	4	3	302	493
70084	2	13	1	5	1	1	 	 	 	 
70084	3	14	1	6	1	1	 	 	 	 
70084	4	15	1	7	4	1	 	 	 	 
70085	1	11	1	4	1	1	4	3	301	493
70085	2	12	1	5	1	1	 	 	 	 
70085	3	13	1	6	1	1	 	 	 	 
70085	4	14	1	7	4	1	 	 	 	 
70086	1	12	1	3	1	1	4	3	302	493
70086	2	13	1	4	3	1	 	 	 	 
70086	3	14	1	4	1	1	 	 	 	 
70086	4	15	1	5	4	1	 	 	 	 
70087	1	12	1	4	1	1	4	3	302	493
70087	2	13	1	5	1	1	 	 	 	 
70087	3	14	1	6	1	1	 	 	 	 
70087	4	15	1	7	4	1	 	 	 	 
70088	1	12	1	1	3	1	4	3	302	493
70088	2	13	1	1	3	1	 	 	 	 
70088	3	14	0	 	 	 	 	 	 	 
70088	4	15	1	1	4	0	4	3	302	492
70089	1	11	1	4	1	1	4	3	302	493
70089	2	12	1	5	1	1	 	 	 	 
70089	3	13	1	6	1	1	 	 	 	 
70089	4	14	1	7	4	1	 	 	 	 
70090	1	12	1	3	1	1	4	3	302	493
70090	2	13	1	4	1	1	 	 	 	 
70090	3	14	1	5	1	1	 	 	 	 
70090	4	15	1	6	4	1	 	 	 	 
70091	1	11	1	5	1	1	4	3	302	493
70091	2	12	1	6	1	1	 	 	 	 
70091	3	13	1	7	1	1	 	 	 	 
70091	4	14	1	8	4	1	 	 	 	 
70092	1	11	1	2	1	1	4	3	302	493
70092	2	12	0	 	 	 	 	 	 	 
70092	3	13	1	3	1	1	 	 	 	 
70092	4	14	1	4	4	1	 	 	 	 
70094	1	11	1	4	3	1	4	3	302	493
70094	2	12	1	4	1	1	 	 	 	 
70094	3	13	1	5	1	1	 	 	 	 
70094	4	14	1	6	4	1	 	 	 	 
70096	1	12	1	6	1	1	4	3	302	493
70096	2	13	1	7	1	1	 	 	 	 
70096	3	14	1	8	1	1	 	 	 	 
70096	4	15	1	9	4	0	4	3	302	492
70097	1	12	0	 	 	 	 	 	 	 
70097	2	13	0	 	 	 	 	 	 	 
70097	3	14	0	 	 	 	 	 	 	 
70097	4	15	0	 	 	 	 	 	 	 
70098	1	11	1	3	1	1	4	3	302	189
70098	2	12	0	 	 	 	 	 	 	 
70098	3	13	1	4	1	1	 	 	 	 
70098	4	14	1	5	4	1	 	 	 	 
70099	1	12	1	5	1	1	4	3	302	189
70099	2	13	1	6	1	1	 	 	 	 
70099	3	14	1	7	1	1	 	 	 	 
70099	4	15	1	8	4	1	 	 	 	 
70100	1	11	1	2	1	1	4	3	303	1707
70100	2	12	1	3	1	1	 	 	 	 
70100	3	13	1	4	1	0	4	3	303	1707
70100	4	14	1	5	4	1	 	 	 	 
80001	1	11	0	 	 	 	 	 	 	 
80001	2	12	0	 	 	 	 	 	 	 
80001	3	13	0	 	 	 	 	 	 	 
80001	4	14	1	1	4	1	 	 	 	 
80002	1	11	1	6	1	1	4	4	407	201
80002	2	12	1	7	1	1	 	 	 	 
80002	3	13	1	8	1	0	4	4	407	201
80002	4	14	1	9	4	0	4	4	407	202
80003	1	12	1	4	1	1	4	4	407	209
80003	2	13	1	5	1	1	 	 	 	 
80003	3	14	1	6	2	1	 	 	 	 
80003	4	15	1	6	4	1	 	 	 	 
80004	1	12	1	1	1	1	4	4	407	209
80004	2	13	1	1	3	1	 	 	 	 
80004	3	14	1	2	3	1	 	 	 	 
80004	4	15	1	2	4	1	 	 	 	 
80005	1	12	1	1	1	1	4	4	407	209
80005	2	13	1	3	1	1	 	 	 	 
80005	3	14	1	4	1	1	 	 	 	 
80005	4	15	1	5	4	1	 	 	 	 
80006	1	11	1	2	1	1	4	4	407	209
80006	2	12	1	3	1	1	 	 	 	 
80006	3	13	1	4	1	1	 	 	 	 
80006	4	14	1	5	4	1	 	 	 	 
80007	1	11	1	3	1	1	4	4	407	209
80007	2	12	1	4	1	1	 	 	 	 
80007	3	13	1	5	1	1	 	 	 	 
80007	4	14	1	6	4	1	 	 	 	 
80008	1	12	1	5	1	1	4	4	407	209
80008	2	13	1	6	1	1	 	 	 	 
80008	3	14	1	7	1	1	 	 	 	 
80008	4	15	1	8	4	1	 	 	 	 
80009	1	11	1	5	1	1	4	4	407	209
80009	2	12	1	6	1	1	 	 	 	 
80009	3	13	1	7	1	1	 	 	 	 
80009	4	14	1	8	4	1	 	 	 	 
80010	1	12	1	2	1	1	4	4	407	209
80010	2	13	1	3	1	1	 	 	 	 
80010	3	14	1	4	1	1	 	 	 	 
80010	4	15	1	5	4	1	 	 	 	 
80011	1	12	1	1	1	1	4	4	407	209
80011	2	13	1	2	1	1	 	 	 	 
80011	3	14	1	3	1	1	 	 	 	 
80011	4	15	1	4	4	1	 	 	 	 
80012	1	12	1	3	1	1	4	4	408	1708
80012	2	13	1	4	1	1	 	 	 	 
80012	3	14	1	5	1	1	 	 	 	 
80012	4	15	1	6	4	1	 	 	 	 
80013	1	11	1	1	1	1	4	4	407	209
80013	2	12	1	2	3	1	 	 	 	 
80013	3	13	1	2	3	1	 	 	 	 
80013	4	14	1	2	4	1	 	 	 	 
80014	1	11	1	4	1	1	4	4	407	209
80014	2	12	1	5	1	1	 	 	 	 
80014	3	13	1	6	1	1	 	 	 	 
80014	4	14	1	7	4	1	 	 	 	 
80015	1	12	1	3	2	1	4	4	407	209
80015	2	13	1	3	1	1	 	 	 	 
80015	3	14	1	4	2	1	 	 	 	 
80015	4	15	0	 	 	 	 	 	 	 
80016	1	12	1	3	1	1	4	4	407	209
80016	2	13	1	4	1	1	 	 	 	 
80016	3	14	1	5	1	1	 	 	 	 
80016	4	15	0	 	 	 	 	 	 	 
80017	1	12	1	3	1	1	4	4	407	209
80017	2	13	1	4	1	1	 	 	 	 
80017	3	14	1	5	1	1	 	 	 	 
80017	4	15	1	6	4	1	 	 	 	 
80018	1	12	1	3	1	1	4	4	407	209
80018	2	13	1	4	1	1	 	 	 	 
80018	3	14	1	5	2	1	 	 	 	 
80018	4	15	0	 	 	 	 	 	 	 
80019	1	12	1	2	1	1	4	4	407	209
80019	2	13	1	3	1	1	 	 	 	 
80019	3	14	1	4	1	1	 	 	 	 
80019	4	15	0	 	 	 	 	 	 	 
80020	1	12	1	5	2	1	4	4	407	209
80020	2	13	1	5	2	1	 	 	 	 
80020	3	14	1	5	3	1	 	 	 	 
80020	4	15	1	5	4	1	 	 	 	 
80021	1	11	1	3	1	1	4	4	407	209
80021	2	12	1	4	1	1	 	 	 	 
80021	3	13	1	5	1	1	 	 	 	 
80021	4	14	1	6	4	1	 	 	 	 
80022	1	12	1	1	1	1	4	4	407	209
80022	2	13	1	2	3	1	 	 	 	 
80022	3	14	1	2	3	1	 	 	 	 
80022	4	15	1	2	4	1	 	 	 	 
80023	1	11	1	1	1	1	4	4	407	209
80023	2	12	1	2	1	1	 	 	 	 
80023	3	13	1	3	3	1	 	 	 	 
80023	4	14	1	3	4	1	 	 	 	 
80024	1	12	1	3	3	1	4	4	407	209
80024	2	13	1	3	1	1	 	 	 	 
80024	3	14	1	4	1	1	 	 	 	 
80024	4	15	1	5	1	1	 	 	 	 
80025	1	11	1	2	1	1	4	4	407	209
80025	2	12	1	3	1	1	 	 	 	 
80025	3	13	1	4	1	1	 	 	 	 
80025	4	14	1	5	4	1	 	 	 	 
80027	1	12	1	2	2	1	4	4	407	209
80027	2	13	1	2	3	1	 	 	 	 
80027	3	14	1	2	1	1	 	 	 	 
80027	4	15	1	3	4	1	 	 	 	 
80028	1	11	1	3	1	1	4	4	407	209
80028	2	12	1	4	1	1	 	 	 	 
80028	3	13	1	5	1	1	 	 	 	 
80028	4	14	1	6	4	1	 	 	 	 
80029	1	12	1	2	1	1	4	4	407	209
80029	2	13	1	3	1	1	 	 	 	 
80029	3	14	1	4	1	1	 	 	 	 
80029	4	15	1	5	4	1	 	 	 	 
80030	1	12	1	4	1	1	4	4	407	201
80030	2	13	1	5	3	1	 	 	 	 
80030	3	14	1	5	1	1	 	 	 	 
80030	4	15	1	6	4	1	 	 	 	 
80031	1	11	1	5	1	1	4	4	407	209
80031	2	12	1	6	1	1	 	 	 	 
80031	3	13	1	7	3	1	 	 	 	 
80031	4	14	1	7	4	0	4	4	407	1709
80032	1	12	1	4	1	1	4	4	407	209
80032	2	13	1	4	3	1	 	 	 	 
80032	3	14	1	5	1	1	 	 	 	 
80032	4	15	1	6	4	1	 	 	 	 
80033	1	11	1	1	3	0	4	4	407	209
80033	2	12	1	1	1	1	 	 	 	 
80033	3	13	1	2	1	1	 	 	 	 
80033	4	14	1	3	4	1	 	 	 	 
80034	1	12	1	1	1	1	4	4	407	209
80034	2	13	1	2	1	1	 	 	 	 
80034	3	14	1	3	1	1	 	 	 	 
80034	4	15	1	4	4	1	 	 	 	 
80035	1	12	1	7	3	1	3	4	407	1710
80035	2	13	1	7	3	1	 	 	 	 
80035	3	14	1	7	1	1	 	 	 	 
80035	4	15	1	8	4	0	4	4	407	201
80036	1	12	1	5	3	1	4	4	407	209
80036	2	13	1	5	3	1	 	 	 	 
80036	3	14	1	5	1	1	 	 	 	 
80036	4	15	1	6	4	1	 	 	 	 
80037	1	12	1	3	1	1	4	4	407	209
80037	2	13	1	3	3	1	 	 	 	 
80037	3	14	1	4	1	1	 	 	 	 
80037	4	15	1	5	4	1	 	 	 	 
80038	1	12	1	5	1	1	4	4	407	209
80038	2	13	1	6	1	1	 	 	 	 
80038	3	14	1	7	1	1	 	 	 	 
80038	4	15	1	8	4	1	 	 	 	 
80039	1	12	1	2	1	1	4	4	407	201
80039	2	13	1	3	1	1	 	 	 	 
80039	3	14	1	4	1	1	 	 	 	 
80039	4	15	1	5	4	1	 	 	 	 
80040	1	12	1	5	1	1	4	4	407	209
80040	2	13	1	6	1	1	 	 	 	 
80040	3	14	1	7	1	1	 	 	 	 
80040	4	15	1	8	4	1	 	 	 	 
80041	1	11	1	3	1	1	4	4	407	209
80041	2	12	1	4	1	1	 	 	 	 
80041	3	13	1	5	2	1	 	 	 	 
80041	4	14	1	5	4	1	 	 	 	 
80042	1	11	1	2	1	1	4	4	407	209
80042	2	12	0	 	 	 	 	 	 	 
80042	3	13	0	 	 	 	 	 	 	 
80042	4	14	1	3	4	1	 	 	 	 
80043	1	12	1	3	1	1	4	4	407	209
80043	2	13	1	4	3	1	 	 	 	 
80043	3	14	1	4	1	0	4	4	407	201
80043	4	15	1	5	4	0	4	4	407	209
80045	1	12	1	4	1	1	4	4	407	209
80045	2	13	1	5	1	1	 	 	 	 
80045	3	14	1	6	1	1	 	 	 	 
80045	4	15	1	7	4	1	 	 	 	 
80046	1	11	1	1	1	0	4	4	407	209
80046	2	12	0	 	 	 	 	 	 	 
80046	3	13	1	1	3	1	 	 	 	 
80046	4	14	1	2	4	1	 	 	 	 
80047	1	11	1	2	1	1	4	4	407	209
80047	2	12	1	3	1	1	 	 	 	 
80047	3	13	1	4	3	1	 	 	 	 
80047	4	14	0	 	 	 	 	 	 	 
80049	1	12	1	3	3	1	4	4	407	209
80049	2	13	1	3	1	1	 	 	 	 
80049	3	14	1	4	1	1	 	 	 	 
80049	4	15	0	 	 	 	 	 	 	 
80050	1	11	1	3	1	1	4	4	407	209
80050	2	12	1	4	1	1	 	 	 	 
80050	3	13	1	5	1	1	 	 	 	 
80050	4	14	1	6	4	1	 	 	 	 
80051	1	12	1	3	1	1	4	4	407	201
80051	2	13	1	4	1	1	 	 	 	 
80051	3	14	1	5	1	1	 	 	 	 
80051	4	15	1	6	4	1	 	 	 	 
80052	1	12	1	2	1	1	4	4	407	209
80052	2	13	1	3	1	1	 	 	 	 
80052	3	14	1	4	1	1	 	 	 	 
80052	4	15	1	5	4	1	 	 	 	 
80053	1	12	1	2	3	1	4	4	407	209
80053	2	13	0	 	 	 	 	 	 	 
80053	3	14	1	2	1	1	 	 	 	 
80053	4	15	1	3	4	1	 	 	 	 
80054	1	12	1	1	1	1	4	4	407	1711
80054	2	13	1	2	1	1	 	 	 	 
80054	3	14	1	3	3	1	 	 	 	 
80054	4	15	1	3	4	1	 	 	 	 
80055	1	11	1	1	1	1	4	4	407	209
80055	2	12	0	 	 	 	 	 	 	 
80055	3	13	0	 	 	 	 	 	 	 
80055	4	14	1	2	4	1	 	 	 	 
80056	1	12	1	1	1	1	4	4	407	209
80056	2	13	1	1	3	1	 	 	 	 
80056	3	14	1	1	3	1	 	 	 	 
80056	4	15	1	2	4	1	 	 	 	 
80057	1	12	1	2	3	1	4	4	407	209
80057	2	13	0	 	 	 	 	 	 	 
80057	3	14	1	2	1	1	 	 	 	 
80057	4	15	1	3	4	1	 	 	 	 
80058	1	11	1	5	1	1	4	4	407	201
80058	2	12	1	6	1	1	 	 	 	 
80058	3	13	1	7	1	1	 	 	 	 
80058	4	14	1	8	4	1	 	 	 	 
80059	1	12	0	 	 	 	 	 	 	 
80059	2	13	1	1	1	0	4	4	407	209
80059	3	14	1	2	1	1	 	 	 	 
80059	4	15	1	3	4	1	 	 	 	 
80060	1	11	1	3	1	1	4	4	407	209
80060	2	12	1	4	1	1	 	 	 	 
80060	3	13	1	5	1	1	 	 	 	 
80060	4	14	1	6	4	1	 	 	 	 
80061	1	12	1	3	1	1	4	4	407	201
80061	2	13	1	3	1	1	 	 	 	 
80061	3	14	1	4	1	1	 	 	 	 
80061	4	15	1	6	4	1	 	 	 	 
80062	1	11	1	3	3	1	4	4	407	209
80062	2	13	1	3	1	1	 	 	 	 
80062	3	13	0	 	 	 	 	 	 	 
80062	4	14	1	3	4	1	 	 	 	 
80063	1	12	1	3	1	1	4	4	407	209
80063	2	13	0	 	 	 	 	 	 	 
80063	3	14	1	4	2	0	4	4	412	1712
80063	4	15	1	4	4	0	4	4	407	209
80065	1	12	1	5	3	1	4	4	407	209
80065	2	13	1	5	1	1	 	 	 	 
80065	3	14	1	6	1	1	 	 	 	 
80065	4	15	1	7	4	1	 	 	 	 
80066	1	11	1	2	3	1	4	4	407	209
80066	2	12	1	2	1	1	 	 	 	 
80066	3	13	1	3	1	1	 	 	 	 
80066	4	14	1	4	4	1	 	 	 	 
80067	1	12	1	6	1	1	3	4	407	1713
80067	2	13	1	7	1	1	 	 	 	 
80067	3	14	1	8	1	1	 	 	 	 
80067	4	15	1	9	4	1	 	 	 	 
80068	1	12	1	5	1	1	4	4	407	209
80068	2	13	1	6	3	1	 	 	 	 
80068	3	14	0	 	 	 	 	 	 	 
80068	4	15	0	 	 	 	 	 	 	 
80069	1	12	1	2	1	1	4	4	407	209
80069	2	13	0	 	 	 	 	 	 	 
80069	3	14	0	 	 	 	 	 	 	 
80069	4	15	0	 	 	 	 	 	 	 
80070	1	12	1	4	3	1	4	4	407	209
80070	2	13	1	4	1	1	 	 	 	 
80070	3	14	1	5	3	1	 	 	 	 
80070	4	15	0	 	 	 	 	 	 	 
80071	1	12	1	3	3	1	4	4	407	209
80071	2	13	1	3	3	1	 	 	 	 
80071	3	14	1	1	1	1	 	 	 	 
80071	4	15	1	2	4	1	 	 	 	 
80072	1	11	1	4	3	1	4	4	407	209
80072	2	12	1	4	3	1	 	 	 	 
80072	3	13	1	4	1	1	 	 	 	 
80072	4	14	1	5	4	1	 	 	 	 
80073	1	11	1	4	1	1	4	4	407	209
80073	2	12	1	5	3	1	 	 	 	 
80073	3	13	1	5	1	1	 	 	 	 
80073	4	14	1	6	4	1	 	 	 	 
80074	1	12	1	2	1	1	4	4	407	209
80074	2	13	1	3	1	1	 	 	 	 
80074	3	14	1	4	1	1	 	 	 	 
80074	4	15	1	5	4	1	 	 	 	 
80075	1	12	1	6	1	1	4	4	407	209
80075	2	13	1	7	3	1	 	 	 	 
80075	3	14	1	7	3	1	 	 	 	 
80075	4	15	1	8	4	1	 	 	 	 
80076	1	12	1	1	1	1	4	4	407	209
80076	2	13	1	2	1	0	4	4	407	209
80076	3	14	1	2	3	0	4	4	407	1714
80076	4	15	0	 	 	 	 	 	 	 
80078	1	12	1	1	3	1	4	4	407	209
80078	2	13	1	1	1	0	4	4	407	201
80078	3	14	1	2	1	1	 	 	 	 
80078	4	15	1	3	4	1	 	 	 	 
80079	1	11	1	5	1	1	4	4	407	209
80079	2	12	1	6	1	1	 	 	 	 
80079	3	13	1	7	1	1	 	 	 	 
80079	4	14	1	8	4	1	 	 	 	 
80080	1	11	1	3	1	1	4	4	407	209
80080	2	12	1	4	1	1	 	 	 	 
