PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN063	13	1	5	 	 	35	1	4	8	35
IN063	14	1	5	 	 	31	1	3	8	31
IN063	15	1	5	 	 	32	1	3	8	32
IN063	16	1	5	 	 	38	1	3	8	38
IN063	17	1	5	 	 	43	1	3	8	43
IN063	18	1	3	4	5	50	1	3	8	50
IN063	19	2	2	4	5	29	2	3	4	29
IN063	20	2	2	3	4	25	2	3	8	7
IN063	21	2	2	3	4	40	1	1	8	40
IN063	22	2	1	3	4	33	1	3	8	33
IN063	23	2	1	3	4	20	1	1	3	20
IN063	24	2	3	 	 	57	1	3	4	5
IN063	25	2	4	 	 	38	1	3	3	38
IN063	26	2	4	5	 	50	2	4	6	40
IN063	27	2	1	4	5	23	1	1	1	23
IN064	1	1	1	2	3	35	2	1	1	17
IN064	2	1	1	2	3	35	1	3	1	35
IN064	3	1	2	3	5	56	1	3	8	56
IN064	4	1	3	4	5	37	1	3	8	37
IN064	5	1	2	3	5	30	2	3	6	10
IN064	6	1	2	4	5	30	1	3	8	30
IN064	7	1	1	3	4	35	1	3	8	35
IN064	8	2	1	4	5	39	2	3	6	20
IN064	9	2	1	4	5	35	1	3	8	35
IN064	10	2	1	2	4	30	2	3	4	14
IN064	11	2	1	2	5	28	2	3	8	32
IN064	12	2	1	2	5	32	2	4	4	32
IN064	13	2	3	2	5	35	2	3	8	16
IN064	14	2	1	3	5	33	1	4	4	4
IN064	15	2	1	3	5	38	1	3	4	4
IN064	16	2	2	3	5	40	2	3	8	25
IN064	17	2	3	4	5	30	 	3	8	30
IN064	18	1	5	 	 	32	1	3	8	32
IN064	19	1	5	 	 	42	1	4	8	42
IN064	20	1	5	 	 	31	1	3	8	31
IN064	21	1	5	 	 	38	1	3	8	38
IN064	22	1	5	 	 	43	1	3	8	43
IN064	23	1	5	 	 	32	1	3	8	32
IN064	24	1	4	 	 	38	1	3	3	38
IN064	25	2	3	5	 	40	1	1	8	40
IN064	26	2	3	5	 	42	2	1	8	30
IN064	27	1	5	 	 	35	1	4	8	35
IN065	1	1	1	3	4	37	1	1	1	37
IN065	2	1	1	2	3	45	1	3	8	45
IN065	3	1	1	2	4	45	2	3	6	36
IN065	4	1	1	3	4	70	1	3	8	70
IN065	5	1	1	2	3	53	1	3	1	53
IN065	6	1	1	3	4	45	1	1	8	45
IN065	7	1	1	2	3	50	1	3	8	50
IN065	8	1	5	 	 	24	1	3	8	24
IN065	9	1	5	 	 	27	1	3	8	27
IN065	10	1	5	 	 	42	1	4	8	42
IN065	11	1	5	 	 	36	1	4	8	36
IN065	12	1	5	 	 	41	1	3	8	31
IN065	13	1	5	 	 	32	1	3	8	32
IN065	14	1	5	 	 	38	1	3	8	38
IN065	15	1	5	 	 	43	1	3	8	43
IN065	16	1	5	 	 	36	1	1	8	36
IN065	17	2	2	 	 	27	2	3	4	27
IN065	18	2	2	 	 	30	2	2	8	10
IN065	19	2	1	3	5	50	1	3	4	1
IN065	20	2	1	3	4	35	1	3	8	35
IN065	21	2	3	 	 	34	1	3	4	5
IN065	22	2	1	4	5	30	1	3	8	30
IN065	23	2	1	4	5	37	1	1	1	37
IN065	24	2	1	3	5	50	1	3	1	50
IN065	25	2	4	5	 	45	2	3	6	36
IN065	26	2	4	 	 	43	1	3	8	43
IN065	27	2	4	5	 	45	2	1	8	32
IN066	1	1	1	3	4	50	1	3	1	50
IN066	2	1	1	2	 	26	1	4	1	26
IN066	3	1	1	2	 	27	1	3	1	27
IN066	4	1	1	4	5	25	1	3	8	25
IN066	5	1	4	1	 	45	1	3	8	45
IN066	6	1	1	2	3	26	1	4	8	26
IN066	7	1	1	2	3	70	1	3	8	50
IN066	8	1	1	3	4	45	1	3	8	45
IN066	9	1	1	4	 	40	1	3	8	40
IN066	10	2	4	5	 	36	2	1	3	13
IN066	11	1	3	4	 	40	2	3	6	28
IN066	12	2	4	5	2	38	2	3	6	20
IN066	13	2	2	3	 	42	1	3	4	8
IN066	14	2	2	5	 	22	2	3	4	5
IN066	15	1	5	 	 	53	1	4	8	26
IN066	16	1	5	 	 	50	2	3	8	30
IN066	17	1	5	 	 	55	1	3	8	55
IN066	18	1	5	 	 	40	1	4	8	40
IN066	19	1	5	 	 	34	1	3	8	34
IN066	20	1	5	 	 	25	1	4	8	25
IN066	21	1	5	 	 	25	1	1	8	1
IN066	22	1	5	 	 	23	1	4	8	23
IN066	23	2	1	2	3	40	2	3	8	25
IN066	24	2	3	 	 	26	1	4	8	26
IN066	25	2	3	4	 	58	1	4	4	1
IN066	26	1	4	5	 	30	2	3	8	18
IN066	27	2	4	 	 	28	1	3	3	1
IN067	1	1	1	2	3	50	1	4	9	2
IN067	2	1	1	2	3	50	1	3	7	50
IN067	3	1	2	3	4	50	1	3	8	50
IN067	4	1	1	3	4	40	1	1	8	40
IN067	5	1	2	3	4	42	2	4	6	24
IN067	6	1	2	3	4	25	1	4	8	25
IN067	7	1	3	4	 	45	1	3	1	45
IN067	8	1	5	 	 	56	1	4	8	56
IN067	9	1	5	 	 	60	1	4	8	60
IN067	10	1	5	 	 	30	1	4	8	30
IN067	11	1	5	 	 	25	1	4	8	25
IN067	12	1	5	 	 	23	1	4	8	1
IN067	13	1	5	 	 	26	1	4	8	26
IN067	14	1	5	 	 	62	1	4	8	62
IN067	15	1	5	 	 	34	1	3	8	34
IN067	16	2	2	4	5	24	2	3	4	11
IN067	17	1	1	4	 	22	1	4	1	22
IN067	18	1	4	 	 	27	2	4	8	12
IN067	19	1	3	5	 	28	1	3	8	28
IN067	20	2	3	 	 	50	1	4	4	1
IN067	21	2	3	4	5	55	1	1	8	55
IN067	22	1	3	4	5	65	1	1	8	65
IN067	23	2	3	 	 	58	1	4	4	1
IN067	24	2	4	 	 	42	1	4	3	10
IN067	25	2	1	2	3	25	1	4	8	25
IN067	26	2	3	4	5	42	2	4	6	24
IN067	27	2	1	2	5	27	2	4	8	12
IN067	28	2	1	2	 	28	1	3	8	28
IN068	1	1	1	2	3	40	1	3	7	40
IN068	2	1	1	2	3	35	1	3	8	35
IN068	3	1	1	2	3	22	2	3	4	6
IN068	4	1	1	2	3	60	1	3	7	60
IN068	5	1	2	3	4	38	2	3	6	26
IN068	6	1	3	4	 	28	1	3	8	28
IN068	7	1	2	3	4	48	1	1	8	48
IN068	8	1	5	4	 	36	1	4	8	20
IN068	9	1	5	4	 	46	1	3	8	46
IN068	10	1	5	 	 	30	1	4	8	30
IN068	11	1	5	 	 	25	1	4	8	25
IN068	12	1	5	 	 	23	1	4	8	1
IN068	13	1	5	 	 	26	1	4	8	26
IN068	14	1	5	 	 	62	1	4	8	62
IN068	15	1	5	 	 	34	1	3	8	34
IN068	16	1	4	5	3	42	1	3	8	42
IN068	17	2	1	3	5	48	1	4	4	8
IN068	18	2	3	5	4	38	2	3	6	26
IN068	19	2	2	1	4	22	2	3	4	6
IN068	20	2	2	3	5	36	2	3	8	30
IN068	21	2	2	4	5	34	2	3	8	14
IN068	22	2	3	 	 	50	2	1	4	1
IN068	23	2	4	 	 	28	1	3	3	1
IN068	24	2	1	2	4	70	1	3	8	40
IN069	1	1	1	2	3	45	1	3	1	45
IN069	2	1	1	2	5	35	2	4	1	20
IN069	3	1	2	3	5	58	1	4	8	58
IN069	4	2	1	3	4	42	1	4	8	42
IN069	5	1	1	3	4	60	1	1	8	60
IN069	6	1	2	3	 	40	2	3	6	22
IN069	7	1	4	5	 	29	2	1	6	15
IN069	8	1	1	4	5	40	1	3	8	40
IN069	9	1	3	5	 	55	1	1	8	55
IN069	10	1	3	 	 	42	1	4	8	20
IN069	11	2	1	3	5	31	1	3	8	31
IN069	12	2	2	4	 	33	2	4	3	4
IN069	13	2	2	5	3	39	2	4	4	17
IN069	14	2	2	3	4	25	2	1	8	8
IN069	15	2	2	3	5	28	2	4	8	9
IN069	16	1	5	4	 	55	1	4	8	55
IN069	17	1	3	5	 	52	1	3	8	52
IN069	18	1	5	 	 	55	1	3	8	55
IN069	19	1	5	 	 	40	1	4	8	40
IN069	20	1	5	 	 	34	1	3	8	25
IN069	21	1	5	 	 	25	1	4	8	25
IN069	22	1	5	 	 	25	1	1	8	1
IN069	23	1	5	 	 	23	1	4	8	23
IN069	24	2	4	 	 	36	1	3	3	1
IN069	25	2	1	3	5	41	1	3	4	6
IN069	26	2	3	5	 	50	1	1	4	5
IN070	1	1	1	2	3	52	1	4	8	52
IN070	2	1	1	3	5	36	2	4	6	16
IN070	3	1	2	3	4	30	2	3	6	30
IN070	4	1	1	3	4	45	1	4	8	45
IN070	5	1	2	3	4	40	1	1	8	40
IN070	6	1	2	3	4	35	2	1	8	10
IN070	7	1	1	2	 	23	2	3	4	23
IN070	8	1	2	3	5	60	1	2	8	60
IN070	9	1	1	2	4	33	1	4	8	33
IN070	10	1	5	 	 	63	1	4	8	63
IN070	11	1	5	 	 	46	1	4	8	46
IN070	12	1	5	 	 	30	1	4	8	30
IN070	13	1	5	 	 	25	1	4	8	25
IN070	14	1	5	 	 	23	1	4	8	1
IN070	15	1	5	 	 	26	1	4	8	26
IN070	16	1	5	 	 	62	1	4	8	62
IN070	17	1	5	 	 	34	1	3	8	34
IN070	18	2	1	2	4	23	2	3	4	23
IN070	19	2	2	3	5	36	2	4	8	16
IN070	20	2	1	4	5	45	1	4	8	45
IN070	21	2	1	4	5	24	1	1	8	24
IN070	22	2	2	4	5	54	2	4	8	40
IN070	23	2	3	 	 	57	1	4	4	1
IN070	24	2	4	 	 	36	1	3	3	10
IN070	25	2	4	 	 	46	1	3	8	46
IN070	26	2	3	 	 	37	1	3	4	6
IN070	27	2	3	4	 	36	2	4	6	16
IN070	28	2	3	4	5	39	2	3	8	24
IN071	1	1	1	 	 	45	1	2	1	45
IN071	2	1	1	2	3	28	1	1	1	28
IN071	3	1	3	4	 	35	1	1	8	35
IN071	4	1	3	4	 	49	1	1	8	49
IN071	5	1	2	 	 	60	1	1	8	60
IN071	6	1	1	2	3	40	2	1	6	40
IN071	7	1	5	 	 	43	1	4	8	43
IN071	8	1	5	 	 	28	2	4	8	15
IN071	9	2	1	3	 	40	1	1	4	3
IN071	10	1	2	3	1	32	1	4	8	32
IN071	11	2	2	 	 	37	2	1	8	25
IN071	12	2	1	2	4	22	2	2	3	5
IN071	13	2	2	4	 	47	2	1	3	1
IN071	14	2	1	2	5	45	2	4	8	10
IN071	15	2	3	 	 	46	1	2	4	1
IN071	16	2	3	 	 	40	2	1	8	25
IN071	17	2	2	3	5	25	2	1	8	8
IN071	18	1	5	 	 	68	1	3	8	68
IN071	19	1	5	 	 	25	1	4	8	3
IN071	20	2	4	 	 	24	2	3	3	1
IN071	21	1	5	 	 	28	2	3	8	1
IN071	22	1	5	 	 	32	1	4	8	2
IN072	1	1	1	2	3	45	2	2	8	45
IN072	2	1	1	 	 	56	1	2	5	56
IN072	3	1	1	2	 	45	1	2	1	45
IN072	4	1	1	5	 	75	1	4	7	65
IN072	5	1	1	2	 	45	1	4	7	45
IN072	6	1	1	2	4	22	2	4	6	2
IN072	7	1	2	 	 	32	1	4	5	32
IN072	8	1	2	2	 	28	1	2	1	28
IN072	9	1	2	 	 	40	1	2	5	40
IN072	10	1	3	 	 	60	1	4	5	60
IN072	11	1	1	 	 	60	2	4	5	40
IN072	12	1	3	 	 	28	1	4	8	28
IN072	13	1	3	5	 	25	1	4	8	25
IN072	14	1	1	5	 	38	1	4	8	38
IN072	15	1	1	4	 	45	1	3	8	38
IN072	16	1	3	 	 	41	1	1	4	1
IN072	17	1	3	5	 	29	1	2	4	6
IN072	18	1	5	 	 	53	1	4	8	34
IN072	19	1	5	 	 	38	1	4	8	38
IN072	20	1	5	 	 	28	2	3	8	1
IN072	21	1	5	 	 	27	1	3	8	20
IN072	22	1	5	 	 	38	2	4	8	38
IN072	23	1	5	 	 	60	1	4	8	60
IN072	24	1	1	3	4	34	1	1	3	4
IN072	25	2	2	 	 	40	2	4	8	40
IN072	26	2	2	4	 	20	2	2	3	3
IN072	27	2	2	4	 	21	2	2	3	4
IN072	28	2	4	5	 	32	2	2	3	10
IN072	29	2	4	 	 	50	1	3	3	1
IN072	30	2	4	 	 	30	1	1	3	4
IN072	31	1	1	 	 	75	1	4	8	75
IN073	1	1	1	3	4	50	1	2	1	50
IN073	2	1	1	2	 	32	1	3	8	32
IN073	3	1	2	4	3	26	1	1	8	26
IN073	4	1	3	4	 	26	1	3	8	26
IN073	5	1	3	4	2	25	1	3	8	25
IN073	6	2	3	2	4	28	2	1	6	28
IN073	7	2	3	5	 	35	1	1	8	35
IN073	8	1	2	3	 	24	1	2	8	24
IN073	9	2	1	2	 	40	1	4	8	40
IN073	10	2	3	 	 	51	1	4	4	1
IN073	11	2	3	 	 	25	1	2	4	3
IN073	12	2	1	2	3	35	2	4	4	11
IN073	13	2	1	2	3	27	1	1	2	27
IN073	14	2	2	5	 	45	2	3	8	45
IN073	15	2	3	 	 	52	1	3	4	5
IN073	16	2	3	 	 	56	1	3	4	5
IN073	17	2	4	 	 	32	2	2	3	10
IN073	18	2	4	 	 	50	1	3	3	1
IN073	19	2	4	 	 	30	1	1	3	4
IN073	20	1	5	 	 	53	1	4	8	34
IN073	21	1	5	 	 	38	1	4	8	38
IN073	22	1	5	 	 	28	2	3	8	1
IN073	23	1	5	 	 	27	1	3	8	20
IN073	24	1	5	 	 	35	2	3	8	25
IN073	25	1	5	 	 	37	2	3	8	37
IN074	1	1	1	3	 	34	1	2	8	34
IN074	2	1	1	2	4	45	1	2	1	45
IN074	3	1	1	 	 	35	1	3	8	35
IN074	4	1	1	2	3	30	1	3	1	30
IN074	5	1	2	3	 	26	1	3	3	26
IN074	6	1	2	3	4	29	2	3	6	16
IN074	7	1	1	3	 	50	1	2	8	50
IN074	8	2	1	2	3	29	2	4	8	4
IN074	9	2	1	2	3	23	2	1	8	7
IN074	10	2	2	4	5	65	2	1	8	65
IN074	11	1	3	 	 	40	1	1	4	6
IN074	12	1	4	3	 	50	1	3	4	3
IN074	13	2	3	4	5	28	2	2	3	3
IN074	14	2	4	5	 	29	2	1	8	29
IN074	15	2	2	3	5	26	2	1	8	8
IN074	16	1	5	 	 	25	1	4	8	3
IN074	17	1	5	 	 	68	1	3	8	68
IN074	18	1	5	 	 	32	1	4	8	2
IN074	19	1	5	 	 	32	1	4	8	5
IN074	20	1	5	 	 	62	1	4	8	62
IN074	21	1	5	 	 	36	1	4	8	36
IN074	22	1	5	 	 	42	2	3	8	10
IN074	23	1	5	 	 	36	1	3	8	5
IN075	1	1	2	3	5	48	1	2	1	48
IN075	2	1	1	3	4	28	1	2	8	28
IN075	3	1	4	 	 	30	1	2	8	30
IN075	4	1	3	4	 	25	2	1	1	25
IN075	5	1	3	 	 	43	1	2	1	43
IN075	6	2	1	4	 	26	1	1	1	26
IN075	7	1	1	4	 	30	2	4	6	10
IN075	8	1	2	 	 	35	2	3	6	35
IN075	9	1	2	3	 	25	1	3	2	25
IN075	10	2	1	2	 	49	2	3	4	21
IN075	11	2	2	 	 	25	2	1	8	25
IN075	12	2	2	 	 	25	2	1	8	10
IN075	13	2	4	 	 	18	2	1	3	18
IN075	14	2	3	 	 	45	1	4	4	1
IN075	15	2	3	5	 	30	1	3	4	6
IN075	16	2	3	 	 	28	1	1	4	1
IN075	17	1	5	 	 	25	1	4	8	3
IN075	18	1	5	 	 	68	1	3	8	68
IN075	19	2	4	 	 	24	2	3	3	1
IN075	20	2	4	 	 	28	2	2	3	10
IN075	21	2	4	 	 	28	2	2	3	10
IN075	22	1	5	 	 	32	1	4	8	2
IN075	23	1	5	 	 	32	1	4	8	5
IN076	1	1	1	2	3	60	1	4	8	60
IN076	2	1	1	2	3	24	1	4	1	24
IN076	3	1	2	3	4	55	1	3	7	55
IN076	4	1	1	3	4	35	2	3	6	20
IN076	5	1	3	4	5	30	1	3	1	30
IN076	6	1	2	3	4	21	1	3	8	21
IN076	7	1	3	4	5	40	1	3	8	40
IN076	8	1	5	 	 	75	1	3	8	75
IN076	9	1	5	 	 	40	2	3	8	30
IN076	10	1	5	 	 	25	1	3	8	25
IN076	11	1	5	 	 	28	1	3	8	25
IN076	12	1	5	 	 	32	2	4	8	18
IN076	13	1	5	 	 	26	1	3	8	26
IN076	14	1	5	 	 	33	1	3	8	33
IN076	15	1	5	 	 	50	1	3	8	50
IN076	16	1	5	 	 	23	1	3	8	23
IN076	17	2	2	 	 	56	2	3	8	44
IN076	18	2	2	 	 	35	2	3	8	15
IN076	19	2	2	 	 	25	2	3	8	7
IN076	20	2	3	 	 	25	1	3	8	25
IN076	21	2	3	1	 	36	2	3	4	7
IN076	22	2	3	1	 	35	1	3	8	35
IN076	23	2	3	4	4	35	2	4	8	17
IN076	24	2	3	 	 	56	1	4	8	2
IN076	25	2	4	 	 	36	2	3	3	7
IN076	26	2	4	5	 	30	2	3	8	12
IN077	1	1	1	2	3	40	1	1	1	40
IN077	2	1	5	 	 	50	1	3	8	50
IN077	3	1	5	 	 	23	1	3	8	2
IN077	4	1	5	 	 	45	1	3	8	45
IN077	5	1	5	 	 	50	1	3	8	50
IN077	6	2	1	2	 	28	2	1	4	8
IN077	7	1	5	 	 	26	1	3	8	26
IN077	8	1	5	 	 	33	1	3	8	33
IN077	9	1	4	 	 	40	1	1	8	40
IN077	10	1	1	2	3	28	1	3	8	28
IN077	11	1	1	2	3	25	1	3	7	25
IN077	12	1	1	2	3	36	1	3	1	36
IN077	13	2	1	5	 	55	1	3	8	55
IN077	14	1	1	2	3	35	1	3	1	35
IN077	15	1	3	4	 	28	2	1	6	13
IN077	16	1	4	 	 	50	2	1	8	36
IN077	17	1	5	 	 	23	1	4	8	2
IN077	18	1	5	 	 	31	2	4	8	18
IN077	19	2	3	1	 	35	1	1	4	6
IN077	20	2	1	2	5	28	2	3	8	12
IN077	21	2	4	2	 	26	2	3	3	5
IN077	22	2	3	 	 	52	1	4	8	3
IN077	23	1	4	5	3	19	1	1	8	19
IN077	24	2	4	 	 	35	2	1	8	20
IN077	25	2	5	3	 	41	2	4	6	23
IN077	26	1	4	5	 	40	1	3	8	40
IN077	27	2	4	 	 	45	1	3	8	45
IN078	1	1	1	2	4	45	1	3	8	45
IN078	2	1	3	4	5	36	2	3	6	21
IN078	3	1	1	2	3	66	1	3	7	6
IN078	4	1	1	2	3	31	1	1	7	31
IN078	5	1	3	4	1	36	1	3	8	36
IN078	6	1	3	5	 	38	1	3	8	38
IN078	7	1	3	5	 	24	1	3	8	24
IN078	8	1	5	 	 	26	1	3	8	26
IN078	9	1	5	 	 	33	1	3	8	33
IN078	10	1	5	 	 	50	1	3	8	5
IN078	11	1	5	 	 	23	1	3	8	2
IN078	12	1	4	 	 	28	1	3	8	25
IN078	13	1	4	 	 	29	1	3	8	29
IN078	14	2	1	2	4	35	2	3	4	2
IN078	15	2	3	4	 	28	2	3	4	1
IN078	16	2	3	 	 	33	1	1	4	1
IN078	17	2	1	3	4	42	1	1	8	42
IN078	18	2	1	3	4	30	1	3	8	30
IN078	19	2	4	 	 	56	1	4	8	7
IN078	20	1	1	2	 	42	1	3	8	15
IN078	21	2	2	4	5	28	2	1	8	12
IN078	22	2	4	5	 	40	2	3	6	24
IN078	23	2	2	3	4	36	2	3	6	21
IN078	24	2	3	4	5	378	1	3	8	38
IN078	25	2	4	 	 	50	1	3	3	50
IN078	26	1	4	5	 	28	1	3	8	28
IN078	27	1	4	5	 	28	2	1	8	12
IN079	1	2	1	3	 	36	1	3	4	8
IN079	2	2	2	 	 	26	2	1	8	8
IN079	3	2	1	3	 	43	1	3	8	43
IN079	4	2	1	3	 	53	1	3	8	53
IN079	5	2	1	3	 	40	2	3	6	18
IN079	6	2	2	 	 	30	2	1	8	16
IN079	7	1	5	3	 	56	2	4	8	40
IN079	8	1	5	4	 	35	1	1	4	6
IN079	9	2	3	 	 	35	1	1	4	6
IN079	10	1	5	 	 	23	1	4	8	2
IN079	11	1	5	 	 	31	2	4	8	18
IN079	12	1	5	 	 	26	1	3	8	26
IN079	13	1	5	 	 	33	1	3	8	33
IN079	14	1	5	 	 	50	1	3	8	50
IN079	15	1	5	 	 	23	1	3	8	23
IN079	16	2	2	4	5	26	2	1	8	6
IN079	17	2	2	5	 	28	2	1	8	4
IN079	18	1	1	2	3	26	2	3	1	6
IN079	19	1	1	2	4	35	2	1	9	3
IN079	20	2	3	5	1	26	2	3	1	6
IN079	21	1	4	3	5	42	1	3	8	42
IN079	22	2	4	 	 	50	2	3	8	50
IN079	23	2	4	 	 	28	1	4	8	28
IN079	24	1	1	2	3	28	1	4	8	28
IN079	25	1	5	 	 	30	1	3	8	30
IN079	26	2	4	 	 	28	2	3	3	1
IN080	1	1	1	2	3	55	2	1	1	55
IN080	2	2	2	5	 	55	2	1	1	55
IN080	3	1	1	2	4	38	1	2	9	1
IN080	4	1	1	3	4	55	1	4	8	55
IN080	5	1	1	2	5	48	1	3	8	48
IN080	6	2	1	2	5	30	1	3	8	30
IN080	7	1	4	2	 	5	2	3	8	30
IN080	8	1	3	5	 	35	1	3	8	35
IN080	9	1	4	 	 	35	1	3	1	35
IN080	10	1	4	 	 	42	1	3	8	42
IN080	11	2	1	2	3	43	1	4	4	1
IN080	12	2	1	3	 	30	1	4	8	30
IN080	13	1	5	 	 	28	2	4	8	3
IN080	14	1	5	 	 	38	2	4	8	21
IN080	15	1	5	 	 	23	1	4	8	2
IN080	16	1	5	 	 	31	2	4	8	18
IN080	17	1	5	 	 	26	1	3	8	26
IN080	18	1	5	 	 	33	1	3	8	33
IN080	19	1	5	 	 	50	1	3	8	50
IN080	20	1	5	 	 	23	1	3	8	23
IN080	21	2	2	5	 	35	2	3	8	18
IN080	22	2	2	5	3	30	2	1	8	13
IN080	23	2	2	5	4	55	2	1	8	25
IN080	24	2	3	 	 	43	1	4	4	9
IN080	25	2	1	2	4	35	1	3	8	35
IN080	26	2	4	 	 	50	1	3	3	50
IN081	1	1	1	2	4	45	1	2	1	45
IN081	2	1	3	 	 	52	1	3	2	50
IN081	3	1	1	2	3	46	1	3	8	46
IN081	4	1	3	 	 	40	1	1	1	40
IN081	5	1	1	2	4	50	1	4	1	50
IN081	6	1	5	 	 	40	1	1	1	40
IN081	7	1	5	 	 	35	2	3	6	35
IN081	8	1	4	 	 	45	2	3	6	30
IN081	9	1	2	1	 	26	2	3	6	12
IN081	10	2	1	3	 	24	1	2	4	1
IN081	11	2	2	1	 	30	2	3	4	30
IN081	12	2	2	 	 	28	2	3	8	28
IN081	13	1	5	 	 	30	1	3	8	30
IN081	14	1	5	 	 	35	1	1	8	35
IN081	15	1	5	 	 	28	1	3	8	2
IN081	16	1	5	 	 	23	1	3	8	1
IN081	17	1	5	 	 	40	1	3	8	40
IN081	18	1	5	 	 	55	1	3	8	30
IN081	19	2	4	 	 	33	1	4	8	2
IN081	20	1	2	 	 	28	2	1	6	15
IN081	21	1	2	3	 	35	2	1	6	20
IN081	22	2	2	 	 	40	2	1	6	25
IN081	23	1	4	 	 	20	1	1	8	20
IN081	24	2	5	 	 	45	2	1	8	30
IN081	25	1	4	 	 	40	1	1	8	40
IN081	26	1	4	 	 	45	1	1	8	45
IN081	27	1	4	 	 	52	1	1	5	52
IN081	28	2	4	 	 	25	2	1	3	1
IN082	1	1	1	2	3	52	1	4	1	52
IN082	2	1	1	2	3	60	1	4	1	60
IN082	3	1	1	2	3	24	2	3	1	24
IN082	4	1	1	2	3	30	2	1	6	10
IN082	5	1	5	 	 	38	1	3	8	38
IN082	6	1	5	 	 	28	1	3	8	2
IN082	7	1	5	 	 	55	1	3	8	2
IN082	8	1	5	 	 	28	1	3	8	2
IN082	9	1	5	 	 	40	1	3	8	40
IN082	10	2	1	 	 	40	2	3	8	40
IN082	11	2	1	4	5	23	2	3	8	3
IN082	12	2	1	2	5	34	2	3	8	34
IN082	13	2	1	2	5	52	2	3	8	52
IN082	14	2	1	2	5	22	2	3	8	22
IN082	15	2	3	 	 	43	1	1	4	1
IN082	16	2	3	 	 	35	2	4	4	4
IN082	17	1	5	 	 	55	1	4	8	55
IN082	18	1	5	 	 	23	1	3	8	1
IN082	19	2	4	 	 	33	1	4	8	2
IN082	20	1	5	 	 	23	1	4	8	23
IN082	21	1	2	3	4	45	2	3	8	45
IN082	22	1	1	2	3	29	1	4	9	5
IN082	23	1	1	3	4	40	1	3	8	40
IN082	24	1	1	2	3	42	1	3	8	42
IN083	1	1	1	2	3	36	1	3	1	36
IN083	2	1	1	2	 	35	1	1	1	35
IN083	3	1	3	4	 	48	1	1	2	48
IN083	4	1	4	 	 	45	1	1	2	45
IN083	5	2	5	 	 	28	2	1	6	28
IN083	6	1	2	 	 	38	2	1	6	20
IN083	7	1	4	 	 	65	1	3	8	65
IN083	8	1	1	 	 	60	1	4	2	60
IN083	9	1	3	 	 	30	1	4	2	30
IN083	10	2	1	2	 	45	2	4	8	45
IN083	11	2	1	2	 	38	2	4	8	28
IN083	12	1	5	 	 	50	1	3	8	2
IN083	13	1	2	 	 	30	2	4	6	14
IN083	14	1	4	 	 	35	2	3	8	35
IN083	15	2	5	 	 	50	1	4	1	50
IN083	16	2	5	 	 	29	2	3	3	29
IN083	17	2	1	2	5	27	2	3	1	8
IN083	18	2	3	 	 	47	1	1	4	1
IN083	19	2	3	 	 	31	1	1	4	5
IN083	20	1	5	 	 	28	1	3	8	2
IN083	21	1	5	 	 	55	1	3	8	30
IN083	22	2	4	 	 	31	1	3	8	4
IN083	23	2	4	 	 	28	2	3	3	3
IN083	24	1	5	 	 	28	1	3	8	2
IN083	25	1	5	 	 	23	1	3	8	1
IN083	26	1	2	 	 	45	1	4	2	45
IN083	27	1	5	 	 	40	1	3	8	40
IN084	1	1	1	2	3	45	1	1	1	45
IN084	2	1	1	2	4	22	2	2	1	4
IN084	3	1	1	2	5	5	1	3	8	25
IN084	4	1	1	 	 	30	1	3	1	30
IN084	5	1	2	4	5	29	1	4	8	30
IN084	6	1	1	3	 	31	1	3	8	30
IN084	7	1	3	4	 	35	2	3	6	14
IN084	8	1	3	4	 	50	2	3	6	14
IN084	9	2	2	 	 	25	2	3	8	7
IN084	10	2	2	 	 	20	2	3	8	10
IN084	11	2	2	 	 	20	2	3	8	4
IN084	12	2	 	 	 	30	2	3	8	12
IN084	13	2	3	 	 	40	1	2	4	1
IN084	14	2	3	 	 	32	1	4	4	4
IN084	15	2	4	 	 	33	1	4	8	2
IN084	16	2	4	 	 	31	1	3	1	31
IN084	17	1	3	 	 	25	2	1	8	9
IN084	18	1	5	 	 	30	2	4	8	6
IN084	19	1	5	 	 	28	1	3	8	2
IN084	20	1	5	 	 	32	1	3	8	12
IN084	21	1	5	 	 	37	1	4	8	15
IN084	22	1	5	 	 	35	1	3	8	10
IN084	23	1	5	 	 	32	1	3	8	12
IN084	24	2	3	 	 	41	2	1	4	1
IN084	25	2	3	 	 	20	2	3	4	1
IN084	26	1	5	 	 	33	1	3	8	4
IN084	27	1	5	 	 	25	1	3	8	5
IN085	1	 	 	 	 	48	1	1	8	48
IN085	2	1	1	2	 	35	2	1	1	10
IN085	3	1	4	 	 	36	1	4	8	36
IN085	4	1	3	 	 	22	1	2	1	22
IN085	5	1	1	4	 	26	1	1	8	26
IN085	6	1	1	2	3	36	1	2	8	36
IN085	7	1	3	 	 	26	1	4	1	26
IN085	8	1	 	 	 	25	2	3	6	25
IN085	9	1	2	4	 	54	2	3	6	54
IN085	10	1	5	 	 	30	1	4	8	6
IN085	11	1	5	 	 	28	1	3	8	2
IN085	12	1	5	 	 	32	1	3	8	12
IN085	13	1	5	 	 	37	1	4	8	15
IN085	14	1	5	 	 	35	1	3	8	10
IN085	15	1	5	 	 	32	1	3	8	12
IN085	16	1	5	 	 	48	1	4	8	10
