CHILDID	PLOT	LAREA	LOWN	LUSE
ET160028	2	5000	4	1
ET160029	1	2500	4	1
ET160029	2	2500	4	1
ET160030	1	5000	4	1
ET160030	2	2500	4	1
ET160031	1	5000	3	1
ET160031	2	5000	4	1
ET160032	1	5000	4	1
ET160033	1	2500	3	1
ET160034	1	2500	4	1
ET160034	2	2500	4	1
ET160035	1	2500	4	1
ET160035	2	2500	4	1
ET160036	1	3750	4	1
ET160037	1	2500	4	1
ET160037	2	2500	4	1
ET160038	1	5000	4	1
ET160038	2	2500	4	1
ET160039	1	5000	4	1
ET160039	2	5000	3	1
ET160040	1	2500	4	1
ET160040	2	5000	4	1
ET160041	1	2500	4	1
ET160042	1	2500	4	1
ET160043	1	5000	1	1
ET160043	2	2500	4	1
ET160044	1	5000	4	1
ET160044	2	5000	4	1
ET160045	1	2500	4	1
ET160047	1	2500	4	1
ET160047	2	10000	4	1
ET160048	1	5000	4	1
ET160048	2	5000	3	1
ET160049	1	5000	1	1
ET160049	2	2500	2	1
ET160050	1	5000	4	1
ET160050	2	2500	4	1
ET160051	1	5000	4	1
ET160051	2	2500	4	1
ET160052	1	2500	4	1
ET160052	2	5000	4	1
ET160052	3	2500	3	1
ET160053	1	5000	4	1
ET160053	2	5000	4	1
ET160054	1	2500	4	1
ET160054	2	5000	4	1
ET160054	3	5000	4	1
ET160055	1	2500	4	7
ET160057	1	5000	4	1
ET160057	2	5000	3	1
ET160058	1	5000	4	1
ET160059	1	2500	4	1
ET160059	2	5000	3	1
ET160060	1	2500	4	1
ET160061	1	7500	3	1
ET160061	2	3750	1	1
ET160064	1	5000	4	1
ET160065	1	2500	4	1
ET160066	1	2500	4	1
ET160066	2	2500	4	1
ET160066	3	2500	4	1
ET160068	1	2500	4	1
ET160068	2	2500	4	1
ET160068	3	2500	4	1
ET160068	4	2500	4	1
ET160069	1	5000	4	1
ET160069	2	5000	4	1
ET160070	1	10000	3	1
ET160071	1	2500	4	1
ET160071	2	2500	4	1
ET160072	1	2500	4	1
ET160072	2	2500	4	1
ET160072	3	2500	4	1
ET160073	1	10000	4	1
ET160074	1	5000	4	1
ET160075	1	5000	4	1
ET160076	1	2500	4	1
ET160076	2	7500	1	1
ET160077	1	2500	4	1
ET160077	2	2500	4	1
ET160078	1	5000	4	1
ET160079	1	5000	4	1
ET160079	2	2500	4	1
ET160080	1	5000	4	1
ET160080	2	7500	4	1
ET160081	1	2500	4	1
ET160082	1	5000	4	1
ET160083	1	5000	4	1
ET160083	2	2500	4	1
ET160084	1	2500	4	1
ET160084	2	2500	3	1
ET160085	1	2500	4	1
ET160086	1	5000	4	1
ET160086	2	5000	4	1
ET160086	3	2500	4	1
ET160087	1	7500	4	1
ET160088	1	10000	4	1
ET160089	1	2500	4	1
ET160089	2	2500	4	1
ET160089	3	5000	1	1
ET160090	1	2500	4	1
ET160090	2	2500	4	1
ET160090	3	2500	4	1
ET160091	1	5000	4	1
ET160091	2	5000	1	1
ET160092	1	2500	4	1
ET160092	2	2500	4	1
ET160093	1	5000	4	1
ET160093	2	5000	4	1
ET160094	1	5000	4	1
ET160094	2	2500	4	1
ET160095	1	2500	4	1
ET160096	1	5000	4	1
ET160097	1	2500	4	1
ET160097	2	7500	4	1
ET160097	3	2500	4	1
ET160097	4	2500	4	1
ET160098	1	5000	4	1
ET160098	2	2500	4	1
ET160098	3	2500	3	1
ET160099	1	5000	4	1
ET170002	1	7500	4	1
ET170003	1	2500	4	1
ET170003	2	2500	4	1
ET170003	3	2500	4	1
ET170004	1	5000	4	1
ET170004	2	5000	4	1
ET170004	3	5000	4	1
ET170005	1	7500	4	1
ET170006	1	5000	4	1
ET170006	2	2500	4	1
ET170007	1	5000	2	1
ET170007	2	5000	2	1
ET170008	1	7500	4	1
ET170008	2	5000	4	1
ET170008	3	5000	4	1
ET170009	1	5000	4	1
ET170009	2	5000	4	1
ET170010	1	7500	4	1
ET170010	2	5000	4	1
ET170010	3	5000	4	1
ET170011	1	7500	4	1
ET170011	2	7500	4	1
ET170011	3	2500	4	1
ET170011	4	2500	3	1
ET170011	5	2500	3	1
ET170012	1	2500	4	1
ET170012	2	2500	4	1
ET170012	3	2500	4	1
ET170013	1	3750	4	1
ET170013	2	2500	4	1
ET170013	3	2500	4	1
ET170014	1	5000	4	1
ET170014	2	5000	4	1
ET170014	3	5000	4	1
ET170015	1	5000	4	1
ET170015	2	5000	4	1
ET170015	3	5000	4	1
ET170016	1	7500	4	1
ET170016	2	5000	4	1
ET170016	3	1250	4	1
ET170017	1	5000	4	1
ET170017	2	5000	4	1
ET170017	3	5000	4	1
ET170018	1	5000	4	1
ET170018	2	5000	4	1
ET170018	3	5000	4	1
ET170019	1	7500	4	1
ET170020	1	5000	4	1
ET170020	2	3750	4	1
ET170020	3	2500	4	1
ET170021	1	2500	4	1
ET170021	2	2500	4	1
ET170021	3	2500	4	1
ET170022	1	5000	4	1
ET170022	2	5000	4	1
ET170022	3	5000	4	1
ET170022	4	5000	4	1
ET170023	1	5000	4	1
ET170023	2	5000	4	1
ET170023	3	5000	4	1
ET170024	1	2500	4	1
ET170024	2	2500	4	1
ET170025	1	5000	4	1
ET170025	2	5000	4	1
ET170025	3	2500	4	1
ET170026	1	5000	4	1
ET170026	2	5000	4	1
ET170026	3	2500	4	1
ET170027	1	7500	4	1
ET170027	2	6250	4	1
ET170027	3	5000	4	1
ET170028	1	2500	4	1
ET170028	2	2500	4	1
ET170028	3	2500	4	1
ET170029	1	5000	4	1
ET170029	2	5000	4	1
ET170029	3	5000	4	1
ET170030	1	5000	4	1
ET170030	2	5000	4	1
ET170030	3	5000	4	1
ET170031	1	5000	4	1
ET170031	2	2500	4	1
ET170032	1	2500	4	1
ET170032	2	2500	4	1
ET170032	3	2500	4	1
ET170033	1	5000	4	1
ET170033	2	5000	4	1
ET170033	3	5000	4	1
ET170034	1	2500	4	1
ET170034	2	2500	4	1
ET170035	1	5000	4	1
ET170037	1	2500	4	1
ET170037	2	5000	4	1
ET170038	1	5000	4	1
ET170038	2	5000	4	1
ET170038	3	5000	4	1
ET170039	1	6250	4	1
ET170039	2	6250	4	1
ET170039	3	5000	4	1
ET170040	1	5000	4	1
ET170040	2	2500	4	1
ET170040	3	2500	4	1
ET170041	1	5000	4	1
ET170041	2	5000	4	1
ET170041	3	2500	4	1
ET170041	4	5000	1	1
ET170042	1	7500	4	1
ET170042	2	5000	4	1
ET170042	3	3750	4	1
ET170043	1	7500	4	1
ET170043	2	5000	4	1
ET170043	3	5000	4	1
ET170044	1	7500	4	1
ET170044	2	7500	4	1
ET170044	3	7500	4	1
ET170044	4	625	4	1
ET170045	1	6250	4	1
ET170045	2	5000	4	1
ET170045	3	3750	4	1
ET170046	1	3750	4	1
ET170046	2	2500	4	1
ET170046	3	2500	4	1
ET170047	1	5000	4	1
ET170047	2	5000	4	1
ET170047	3	5000	4	1
ET170048	1	3750	4	1
ET170048	2	2500	4	1
ET170048	3	2500	4	1
ET170049	1	5000	4	1
ET170050	1	5000	4	1
ET170050	2	5000	4	1
ET170050	3	5000	4	1
ET170051	1	2500	4	1
ET170051	2	2500	4	1
ET170051	3	2500	4	1
ET170053	1	5000	4	1
ET170053	2	2500	4	1
ET170053	3	7500	1	1
ET170054	1	5000	1	1
ET170054	2	2500	4	1
ET170054	3	2500	4	1
ET170054	4	2500	4	1
ET170055	1	10000	4	1
ET170055	2	7500	4	1
ET170055	3	5000	4	1
ET170057	1	5000	4	1
ET170057	2	3750	4	1
ET170057	3	3750	4	1
ET170058	1	5000	4	1
ET170058	2	5000	4	1
ET170058	3	5000	4	1
ET170059	1	5000	4	1
ET170059	2	3750	4	1
ET170059	3	2500	4	1
ET170060	1	10000	4	1
ET170060	2	7500	4	1
ET170060	3	2500	4	1
ET170060	4	2500	4	1
ET170061	1	10000	3	1
ET170061	2	7500	3	1
ET170061	3	3750	3	1
ET170062	1	5000	4	1
ET170062	2	5000	4	1
ET170062	3	5000	4	1
ET170063	1	2500	3	1
ET170063	2	2500	3	1
ET170063	3	2500	3	1
ET170064	1	7500	4	1
ET170064	2	7500	4	1
ET170064	3	5000	4	1
ET170065	1	2500	4	1
ET170065	2	2500	4	1
ET170065	3	2500	4	1
ET170066	1	6750	4	1
ET170066	2	3750	4	1
ET170067	1	2500	3	1
ET170067	2	2500	3	1
ET170068	1	2500	4	1
ET170068	2	5000	4	1
ET170068	3	5000	4	1
ET170069	1	5000	4	1
ET170069	2	3750	4	1
ET170069	3	3750	4	1
ET170070	1	5000	3	1
ET170070	2	2500	3	1
ET170070	3	2500	3	1
ET170071	1	7500	4	1
ET170071	2	5000	4	1
ET170071	3	2500	4	1
ET170072	1	2500	4	1
ET170072	2	2500	4	1
ET170073	1	5000	3	1
ET170073	2	5000	3	1
ET170073	3	5000	3	1
ET170074	1	7550	3	1
ET170074	2	5000	4	1
ET170075	1	2500	4	1
ET170075	2	2500	4	1
ET170076	1	5000	4	1
ET170076	2	2500	4	1
ET170076	3	1250	4	1
ET170077	1	5000	3	1
ET170077	2	5000	3	1
ET170078	1	10000	4	1
ET170078	2	5000	4	1
ET170078	3	2500	4	1
ET170079	1	7550	4	1
ET170079	2	5000	4	1
ET170080	1	2500	4	1
ET170080	2	2500	4	1
ET170080	3	625	4	1
ET170081	1	2500	4	1
ET170081	2	2500	4	1
ET170081	3	2500	4	1
ET170082	1	2500	4	1
ET170082	2	2500	4	1
ET170082	3	2500	4	1
ET170083	1	5000	4	1
ET170083	2	2500	4	1
ET170084	1	5000	4	1
ET170084	2	2500	4	1
ET170084	3	2500	4	1
ET170084	4	2500	4	1
ET170085	1	2500	4	1
ET170085	2	5000	4	1
ET170085	3	2500	4	1
ET170086	1	5000	4	1
ET170086	2	2500	4	1
ET170087	1	2500	4	1
ET170087	2	2500	4	1
ET170087	3	2500	4	1
ET170088	1	2500	4	1
ET170088	2	2500	4	1
ET170088	3	2500	4	1
ET170089	1	2500	4	1
ET170089	2	2500	4	1
ET170090	1	7500	4	1
ET170090	2	5000	4	1
ET170090	3	5000	4	1
ET170091	1	2500	4	1
ET170091	2	2500	4	1
ET170092	1	7500	4	1
ET170092	2	5000	4	1
ET170092	3	5000	4	1
ET170092	4	5000	3	1
ET170093	1	7500	4	1
ET170093	2	5000	4	1
ET170093	3	2500	4	1
ET170095	1	2500	4	1
ET170095	2	2500	4	1
ET170096	1	5000	4	1
ET170096	2	5000	4	1
ET170096	3	5000	4	1
ET170097	1	7500	4	1
ET170097	2	10000	3	1
ET170098	1	10000	4	1
ET170098	2	5000	4	1
ET170098	3	2500	4	1
ET170098	4	2500	4	1
ET170099	1	5000	4	1
ET170099	2	5000	4	1
ET170099	3	5000	4	1
ET170100	1	5000	4	1
ET170100	2	5000	4	1
ET170100	3	5000	4	1
ET180001	1	2500	4	1
ET180001	2	3750	4	1
ET180002	1	2500	3	1
ET180002	2	2500	3	1
ET180002	3	2500	3	1
ET180002	4	2500	3	1
ET180004	1	3750	4	1
ET180004	2	2500	4	1
ET180004	3	1250	4	1
ET180005	1	1250	4	1
ET180005	2	1250	4	1
ET180005	3	1250	4	1
ET180005	4	625	4	1
ET180005	5	625	4	1
ET180006	1	3750	4	1
ET180006	2	3750	4	1
ET180007	1	2500	4	1
ET180007	2	1250	4	1
ET180008	1	2500	3	1
ET180008	2	2500	3	1
ET180008	3	625	4	1
ET180009	1	750	3	1
ET180009	2	2500	3	1
ET180009	3	1250	3	1
ET180010	1	2500	3	1
ET180010	2	2500	3	1
ET180010	3	1250	3	1
ET180011	1	2500	4	1
ET180011	2	1250	4	1
ET180011	3	1250	4	1
ET180012	1	2500	4	1
ET180012	2	2500	4	1
ET180014	1	3750	4	1
ET180014	2	3750	4	1
ET180015	1	3750	4	1
ET180015	2	3750	4	1
ET180016	1	3750	4	1
ET180016	2	1875	4	1
ET180017	1	1500	4	1
ET180017	2	1500	4	1
ET180018	1	2500	4	1
ET180018	2	2500	4	1
ET180019	1	1875	4	1
ET180019	2	1875	4	1
ET180020	1	1250	4	1
ET180021	1	1875	4	1
ET180021	2	1875	4	1
ET180022	1	7500	4	1
ET180024	1	1875	4	1
ET180024	2	1875	4	1
ET180026	1	3750	4	1
ET180026	2	7500	4	1
ET180027	1	7500	4	1
ET180029	1	1875	4	1
ET180029	2	1875	4	1
ET180030	1	3750	4	1
ET180030	2	3750	4	1
ET180031	1	3750	2	1
ET180032	1	1250	4	1
ET180032	2	500	4	1
ET180033	1	1250	4	1
ET180033	2	3750	4	1
ET180034	1	1250	4	1
ET180034	2	3750	4	1
ET180035	1	2500	4	1
ET180035	2	2500	4	1
ET180035	3	1250	4	1
ET180036	1	2500	4	1
ET180036	2	2500	4	1
ET180037	1	1250	4	1
ET180037	2	1250	4	1
ET180038	1	3750	5	7
ET180038	2	2500	5	1
ET180038	3	2500	5	1
ET180039	1	2500	4	1
ET180039	2	2500	4	1
ET180039	3	2500	4	1
ET180039	4	2500	4	1
ET180040	1	2500	4	1
ET180040	2	2500	4	1
ET180041	1	3750	4	1
ET180042	1	2500	4	1
ET180042	2	2500	4	1
ET180042	3	3750	4	1
ET180043	1	2500	4	1
ET180044	1	2945	4	1
ET180044	2	2945	4	1
ET180045	1	7500	4	1
ET180045	2	7500	4	1
ET180046	1	3750	4	1
ET180046	2	3750	4	1
ET180046	3	3750	4	1
ET180047	1	2500	4	1
ET180048	1	2500	1	1
ET180049	1	625	4	1
ET180050	1	5000	4	1
ET180050	2	2500	4	1
ET180050	3	1250	4	1
ET180051	1	7500	4	1
ET180051	2	3750	4	1
ET180051	3	5000	4	1
ET180052	1	2500	4	1
ET180052	2	1250	4	1
ET180053	1	5000	4	1
ET180055	1	5000	4	1
ET180055	2	5000	4	1
ET180056	1	3750	1	1
ET180057	1	7500	4	1
ET180057	2	7500	4	1
ET180058	1	5000	4	1
ET180058	2	2500	4	1
ET180058	3	2500	4	1
ET180059	1	2500	4	1
ET180059	2	2500	4	1
ET180059	3	1250	4	1
ET180059	4	1250	4	1
ET180059	5	1250	4	1
ET180059	6	1875	4	1
ET180059	7	1250	4	1
ET180059	8	1250	4	1
ET180060	1	7500	4	1
ET180060	2	5000	4	1
ET180060	3	1250	4	1
ET180061	1	1250	5	1
ET180062	1	2500	4	1
ET180062	2	1250	4	1
ET180062	3	1250	4	1
ET180064	1	10000	4	1
ET180064	2	7500	4	1
ET180065	1	5000	4	1
ET180065	2	2500	4	1
ET180066	1	2500	4	1
ET180066	2	2500	4	1
ET180066	3	2500	4	1
ET180067	1	2500	4	1
ET180067	2	2500	4	1
ET180067	3	5000	4	1
ET180068	1	2500	4	1
ET180068	2	2500	4	1
ET180071	1	5000	4	1
ET180071	2	2500	4	1
ET180071	3	5000	4	1
ET180072	1	3750	4	1
ET180073	1	5000	4	1
ET180073	2	3750	4	1
ET180074	1	2500	4	1
ET180074	2	7500	4	1
ET180075	1	3750	4	1
ET180075	2	2500	4	1
ET180077	1	7500	4	1
ET180078	1	2500	4	1
ET180078	2	2500	4	1
ET180078	3	5000	4	1
ET180080	1	7500	4	1
ET180080	2	5000	4	1
ET180080	3	5000	4	1
ET180080	4	5000	4	1
ET180082	1	5000	4	1
ET180082	2	5000	4	1
ET180083	1	2500	4	1
ET180083	2	2500	4	1
ET180087	1	3750	4	1
ET180088	1	7500	4	1
ET180090	1	7500	4	1
ET180091	1	7500	4	1
ET180092	1	2500	4	1
ET180093	1	2500	4	1
ET180093	2	2500	4	1
ET180093	3	2500	4	1
ET180093	4	5000	4	1
ET180094	1	7500	4	1
ET180094	2	5000	4	1
ET180094	3	3750	4	1
ET180096	1	3750	4	1
ET180097	1	2500	4	1
ET180097	2	5000	4	1
ET180100	1	1250	2	1
ET190005	1	10000	3	1
ET190010	1	5000	4	1
ET190015	1	1250	4	1
ET190018	1	2500	4	1
ET190022	1	1250	4	1
ET190023	1	5000	4	1
ET190024	1	5000	4	1
ET190025	1	5000	4	1
ET190026	1	1250	4	1
ET190027	1	7500	4	1
ET190028	1	2500	4	1
ET190030	1	2500	4	1
ET190031	1	10000	4	1
ET190031	2	120	4	6
ET190033	1	2500	4	1
ET190034	1	5000	4	1
ET190041	1	355	4	1
ET190043	1	2500	4	1
ET190044	1	1200	4	1
ET190055	1	5000	4	1
ET190063	1	2500	4	1
ET190069	1	5000	4	1
ET190074	1	2500	4	1
ET190074	2	2500	4	1
ET190077	1	2500	4	1
ET190077	2	2500	4	1
ET190077	3	2500	4	1
ET190077	4	2500	4	1
ET190079	1	1250	4	1
ET190087	1	1250	4	1
ET190091	1	5000	4	1
ET190093	1	2500	4	1
ET190096	1	5000	4	7
ET190100	1	2500	4	1
ET200002	1	5000	4	1
ET200003	1	7500	4	1
ET200004	1	3750	4	1
ET200004	2	1250	4	1
ET200005	1	5000	2	1
ET200009	1	2500	4	1
ET200009	2	2500	4	1
ET200009	3	2500	4	1
ET200011	1	7500	4	1
ET200011	2	5000	4	1
ET200011	3	2500	4	1
ET200012	1	2500	4	1
ET200012	2	2500	4	1
ET200013	1	5000	3	1
ET200013	2	2500	3	1
ET200014	1	2500	4	1
ET200015	1	825	4	1
ET200016	1	7500	4	1
ET200017	1	5000	4	1
ET200017	2	5000	4	1
ET200018	1	1250	4	1
ET200018	2	1250	4	1
ET200019	1	7500	4	1
ET200020	1	10000	4	1
ET200021	1	7500	4	1
ET200022	1	7500	4	1
ET200022	2	2500	3	1
ET200023	1	7500	4	1
ET200024	1	7500	4	1
ET200025	1	2500	4	1
ET200026	1	2500	3	1
ET200028	1	7500	4	1
ET200029	1	5000	4	1
ET200029	2	2500	4	1
ET200030	1	3750	4	1
ET200031	1	2500	4	1
ET200031	2	2500	4	1
ET200033	1	2500	4	1
ET200033	2	2500	4	1
ET200034	1	5000	4	1
ET200035	1	5000	4	1
ET200036	1	10000	4	1
ET200037	1	5000	4	1
ET200037	2	5000	4	1
ET200037	3	5000	4	2
ET200037	4	2500	4	1
ET200037	5	2500	4	1
ET200037	6	1250	4	1
ET200038	1	5000	4	1
ET200038	2	2500	4	1
ET200038	3	2500	4	1
ET200039	1	5000	5	1
ET200040	1	2500	4	1
ET200040	2	2500	4	1
ET200040	3	1250	4	1
ET200041	1	2500	4	1
ET200041	2	1250	4	1
ET200042	1	2500	4	1
ET200042	2	2500	4	1
ET200042	3	2500	4	1
ET200043	1	2500	4	1
ET200045	1	5000	4	1
ET200046	1	3750	4	1
ET200047	1	2500	4	1
ET200047	2	2500	4	1
ET200047	3	2500	4	1
ET200048	1	5000	4	1
ET200049	1	7500	3	1
ET200050	1	5000	4	1
ET200050	2	2500	3	1
ET200051	1	5000	4	1
ET200051	2	3750	4	1
ET200051	3	1250	4	1
ET200052	1	3750	4	1
ET200052	2	1250	4	1
ET200053	1	3250	1	1
ET200053	2	3250	3	1
ET200053	3	1250	4	1
ET200054	1	2500	4	1
ET200054	2	2500	4	1
ET200054	3	1250	4	1
ET200055	1	5000	4	1
ET200055	2	5000	4	1
ET200056	1	2500	4	1
ET200056	2	2500	4	1
ET200056	3	1250	4	1
ET200057	1	5000	4	1
ET200058	1	1250	4	1
ET200059	1	2500	4	1
ET200059	2	2500	3	1
ET200060	1	2500	4	1
ET200060	2	2500	3	1
ET200061	1	5000	4	1
ET200062	1	5000	4	1
ET200062	2	5000	4	1
ET200064	1	2500	4	1
ET200064	2	1250	4	1
ET200065	1	2500	4	1
ET200066	1	2500	4	1
ET200067	1	2500	4	1
ET200069	1	2500	4	1
ET200069	2	2500	4	1
ET200070	1	1250	4	1
ET200070	2	1250	4	1
ET200071	1	5000	4	1
ET200071	2	2500	4	1
ET200071	3	1250	4	1
ET200072	1	2500	3	1
ET200073	1	2500	4	1
ET200073	2	2500	4	1
ET200074	1	5000	3	1
ET200074	2	2500	4	7
ET200075	1	5000	4	1
ET200075	2	5000	4	1
ET200076	1	5000	4	1
ET200076	2	2500	4	1
ET200077	1	2500	4	1
ET200077	2	1250	4	1
ET200078	1	5000	4	1
ET200080	1	2500	1	1
ET200080	2	2500	1	1
ET200080	3	2500	1	1
ET200080	4	2500	1	1
ET200081	1	2500	4	1
ET200081	2	2500	4	1
ET200082	1	7500	4	1
ET200082	2	5000	4	1
ET200082	3	1250	4	1
ET200083	1	2500	3	1
ET200084	1	5000	4	1
ET200085	1	5000	3	1
ET200087	1	8500	4	1
ET200088	1	1250	4	1
ET200088	2	2500	4	1
ET200089	1	5000	4	1
ET200090	1	2500	4	1
ET200090	2	2500	4	1
ET200090	3	5000	4	1
ET200090	4	5000	4	1
ET200090	5	2500	4	1
ET200091	1	5000	4	1
ET200092	1	7500	4	1
ET200093	1	2500	4	1
ET200094	1	10000	4	1
ET200095	1	7500	4	1
ET200096	1	2500	4	1
ET200098	1	2500	4	1
ET200098	2	3750	4	1
ET200098	3	5000	4	1
ET200098	4	1250	4	1
ET200099	1	5000	4	1
ET200100	1	5000	4	1
