CHILDCODE	IMEVIDR5	RKEVR5	LOSS13R5	LOSS14R5	LOSS15R5	LOSS16R5	RESEVR51	RESEVR52	RESEVR53
11025	2	47	 	3	4	4	6	18	88
11025	3	88	 	 	 	 	 	 	 
11026	1	 	 	 	 	 	 	 	 
11026	2	 	 	 	 	 	 	 	 
11026	3	 	 	 	 	 	 	 	 
11027	1	 	 	 	 	 	 	 	 
11027	2	 	 	 	 	 	 	 	 
11027	3	 	 	 	 	 	 	 	 
11029	1	37	 	 	 	2	17	23	88
11029	2	45	 	 	3	 	17	88	88
11029	3	47	3	3	2	3	2	88	88
11030	1	37	2	 	 	 	9	7	88
11030	2	38	2	 	 	 	9	10	7
11030	3	88	 	 	 	 	 	 	 
11031	1	38	 	 	 	4	16	6	18
11031	2	61	 	 	 	2	18	6	88
11031	3	47	 	3	3	4	2	22	88
11032	1	37	3	3	2	2	9	12	88
11032	2	10	 	3	2	2	28	18	88
11032	3	39	2	1	2	3	9	28	12
11034	1	61	 	2	 	 	17	16	88
11034	2	47	 	2	2	3	2	17	88
11034	3	88	 	 	 	 	 	 	 
11035	1	 	 	 	 	 	 	 	 
11035	2	 	 	 	 	 	 	 	 
11035	3	 	 	 	 	 	 	 	 
11036	1	37	 	 	 	2	16	17	7
11036	2	38	 	 	 	2	16	17	7
11036	3	88	 	 	 	 	 	 	 
11037	1	47	 	 	3	2	2	18	88
11037	2	88	 	 	 	 	 	 	 
11037	3	88	 	 	 	 	 	 	 
11038	1	47	 	 	 	2	2	18	88
11038	2	88	 	 	 	 	 	 	 
11038	3	88	 	 	 	 	 	 	 
11039	1	47	2	3	4	2	2	18	88
11039	2	88	 	 	 	 	 	 	 
11039	3	88	 	 	 	 	 	 	 
11040	1	36	 	 	3	 	17	16	7
11040	2	88	 	 	 	 	 	 	 
11040	3	88	 	 	 	 	 	 	 
11041	1	 	 	 	 	 	 	 	 
11041	2	 	 	 	 	 	 	 	 
11041	3	 	 	 	 	 	 	 	 
11042	1	36	 	 	 	2	9	18	88
11042	2	47	 	2	3	4	2	18	88
11042	3	88	 	 	 	 	 	 	 
11043	1	 	 	 	 	 	 	 	 
11043	2	 	 	 	 	 	 	 	 
11043	3	 	 	 	 	 	 	 	 
11044	1	39	 	 	3	 	17	28	7
11044	2	41	 	 	 	3	16	17	7
11044	3	47	 	3	3	3	1	2	7
11045	1	45	 	4	 	 	16	9	88
11045	2	88	 	 	 	 	 	 	 
11045	3	88	 	 	 	 	 	 	 
11046	1	36	 	 	2	 	9	88	88
11046	2	38	 	 	3	3	6	18	88
11046	3	47	 	3	2	1	2	6	88
11047	1	39	 	 	2	1	6	2	7
11047	2	47	 	 	2	 	6	2	7
11047	3	88	 	 	 	 	 	 	 
11048	1	 	 	 	 	 	 	 	 
11048	2	 	 	 	 	 	 	 	 
11048	3	 	 	 	 	 	 	 	 
11049	1	 	 	 	 	 	 	 	 
11049	2	 	 	 	 	 	 	 	 
11049	3	 	 	 	 	 	 	 	 
11050	1	16	 	 	 	4	16	7	88
11050	2	88	 	 	 	 	 	 	 
11050	3	88	 	 	 	 	 	 	 
21001	1	12	 	3	2	 	6	2	7
21001	2	13	 	 	3	 	6	16	7
21001	3	37	 	 	3	 	17	16	7
21002	1	29	 	 	4	 	6	2	1
21002	2	38	 	 	 	2	10	16	7
21002	3	88	 	 	 	 	 	 	 
21003	1	 	 	 	 	 	 	 	 
21003	2	 	 	 	 	 	 	 	 
21003	3	 	 	 	 	 	 	 	 
21004	1	47	 	3	3	3	18	6	2
21004	2	37	 	3	 	 	6	18	2
21004	3	88	 	 	 	 	 	 	 
21005	1	29	2	 	 	 	10	2	88
21005	2	28	 	 	2	 	2	6	88
21005	3	47	 	 	 	3	2	6	88
21006	1	29	 	 	4	 	6	18	88
21006	2	42	 	 	2	 	2	12	88
21006	3	47	 	3	3	3	2	6	88
21007	1	13	 	3	2	2	6	2	9
21007	2	29	 	 	 	3	6	2	7
21007	3	47	 	 	 	3	6	2	7
21008	1	47	 	 	3	2	2	21	7
21008	2	88	 	 	 	 	 	 	 
21008	3	88	 	 	 	 	 	 	 
21009	1	47	2	3	4	2	2	18	88
21009	2	88	 	 	 	 	 	 	 
21009	3	88	 	 	 	 	 	 	 
21010	1	47	 	 	2	2	2	6	7
21010	2	41	 	 	3	 	17	16	7
21010	3	88	 	 	 	 	 	 	 
21011	1	36	 	 	 	3	17	88	88
21011	2	88	 	 	 	 	 	 	 
21011	3	88	 	 	 	 	 	 	 
21012	1	25	 	 	 	4	9	7	88
21012	2	47	 	2	3	3	1	2	9
21012	3	88	 	 	 	 	 	 	 
21013	1	47	 	 	3	3	2	17	21
21013	2	88	 	 	 	 	 	 	 
21013	3	88	 	 	 	 	 	 	 
21014	1	47	3	3	3	2	6	18	88
21014	2	41	 	 	2	 	16	9	7
21014	3	45	 	 	 	3	16	9	7
21015	1	24	 	2	4	 	6	2	88
21015	2	38	 	3	3	 	6	2	88
21015	3	47	 	3	3	3	6	2	88
21016	1	12	 	2	4	 	2	18	88
21016	2	47	 	3	2	3	3	2	88
21016	3	37	 	2	 	 	2	6	88
21017	1	45	 	4	 	 	18	2	88
21017	2	13	 	3	3	 	2	18	88
21017	3	47	 	3	2	3	2	18	88
21018	1	29	 	 	3	 	16	17	7
21018	2	47	 	 	3	 	2	3	7
21018	3	88	 	 	 	 	 	 	 
21019	1	37	 	 	4	 	2	1	7
21019	2	38	 	 	4	 	9	1	7
21019	3	39	 	 	2	2	6	16	7
21020	1	36	 	 	 	2	2	9	17
21020	2	41	 	3	 	 	17	21	7
21020	3	88	 	 	 	 	 	 	 
21021	1	47	 	3	3	3	2	18	88
21021	2	1	 	3	 	 	2	18	88
21021	3	88	 	 	 	 	 	 	 
21022	1	29	2	3	 	 	9	16	7
21022	2	47	3	3	3	3	2	16	7
21022	3	88	 	 	 	 	 	 	 
21023	1	42	 	3	3	3	2	18	88
21023	2	47	3	3	2	3	17	22	88
21023	3	88	 	 	 	 	 	 	 
21024	1	38	 	 	4	 	17	88	88
21024	2	42	 	 	2	 	17	16	88
21024	3	47	 	3	3	3	2	18	88
21025	1	39	 	3	 	 	16	18	21
21025	2	47	 	3	3	2	2	6	18
21025	3	88	 	 	 	 	 	 	 
21026	1	42	 	 	4	4	18	2	88
21026	2	47	 	3	2	3	2	18	88
21026	3	88	 	 	 	 	 	 	 
21027	1	36	 	 	2	 	28	9	88
21027	2	39	 	 	2	 	9	88	88
21027	3	47	 	 	2	2	2	10	88
21028	1	36	 	 	 	1	7	88	88
21028	2	88	 	 	 	 	 	 	 
21028	3	88	 	 	 	 	 	 	 
21029	1	47	 	 	3	3	2	18	7
21029	2	88	 	 	 	 	 	 	 
21029	3	88	 	 	 	 	 	 	 
21030	1	47	3	2	4	2	18	2	88
21030	2	88	 	 	 	 	 	 	 
21030	3	88	 	 	 	 	 	 	 
21031	1	36	 	2	 	 	17	16	88
21031	2	29	 	2	3	 	2	18	88
21031	3	47	 	 	3	 	2	6	88
21032	1	47	 	2	2	2	2	18	88
21032	2	38	 	2	 	 	18	6	88
21032	3	29	 	 	2	 	2	18	88
21033	1	47	 	 	2	 	2	7	88
21033	2	88	 	 	 	 	 	 	 
21033	3	88	 	 	 	 	 	 	 
21034	1	28	 	2	2	 	6	2	7
21034	2	47	2	2	2	2	2	6	7
21034	3	88	 	 	 	 	 	 	 
21035	1	41	 	 	 	4	28	88	88
21035	2	47	 	3	3	3	2	18	88
21035	3	88	 	 	 	 	 	 	 
21036	1	39	 	 	3	 	6	2	88
21036	2	88	 	 	 	 	 	 	 
21036	3	88	 	 	 	 	 	 	 
21037	1	24	 	 	4	 	18	6	88
21037	2	47	 	3	3	3	2	18	88
21037	3	38	 	 	3	2	12	18	88
21038	1	47	2	3	4	3	27	17	88
21038	2	88	 	 	 	 	 	 	 
21038	3	88	 	 	 	 	 	 	 
21039	1	 	 	 	 	 	 	 	 
21039	2	 	 	 	 	 	 	 	 
21039	3	 	 	 	 	 	 	 	 
21040	1	38	 	 	 	2	17	5	7
21040	2	12	 	 	2	2	17	16	7
21040	3	88	 	 	 	 	 	 	 
21042	1	47	3	2	3	2	2	18	88
21042	2	88	 	 	 	 	 	 	 
21042	3	88	 	 	 	 	 	 	 
21043	1	42	 	4	4	 	2	6	18
21043	2	38	 	3	3	3	2	18	88
21043	3	47	3	3	3	3	2	18	88
21044	1	47	 	3	3	3	18	2	88
21044	2	24	 	2	3	 	2	22	88
21044	3	88	 	 	 	 	 	 	 
21045	1	45	 	 	3	 	2	18	88
21045	2	88	 	 	 	 	 	 	 
21045	3	88	 	 	 	 	 	 	 
21046	1	24	 	 	2	3	18	22	88
21046	2	38	 	 	 	2	9	6	18
21046	3	47	 	3	3	3	2	18	88
21047	1	47	 	 	 	3	2	18	88
21047	2	39	 	2	 	 	17	9	88
21047	3	88	 	 	 	 	 	 	 
21048	1	 	 	 	 	 	 	 	 
21048	2	 	 	 	 	 	 	 	 
21048	3	 	 	 	 	 	 	 	 
21049	1	47	 	 	3	3	2	17	7
21049	2	88	 	 	 	 	 	 	 
21049	3	88	 	 	 	 	 	 	 
21050	1	47	2	3	4	2	2	6	88
21050	2	88	 	 	 	 	 	 	 
21050	3	88	 	 	 	 	 	 	 
31002	1	36	 	2	 	 	9	88	88
31002	2	88	 	 	 	 	 	 	 
31002	3	88	 	 	 	 	 	 	 
31005	1	 	 	 	 	 	 	 	 
31005	2	 	 	 	 	 	 	 	 
31005	3	 	 	 	 	 	 	 	 
31006	1	47	 	2	 	 	2	88	88
31006	2	88	 	 	 	 	 	 	 
31006	3	88	 	 	 	 	 	 	 
31007	1	42	 	 	2	 	16	88	88
31007	2	88	 	 	 	 	 	 	 
31007	3	88	 	 	 	 	 	 	 
31009	1	 	 	 	 	 	 	 	 
31009	2	 	 	 	 	 	 	 	 
31009	3	 	 	 	 	 	 	 	 
31010	1	37	 	 	 	3	16	17	88
31010	2	88	 	 	 	 	 	 	 
31010	3	88	 	 	 	 	 	 	 
31011	1	 	 	 	 	 	 	 	 
31011	2	 	 	 	 	 	 	 	 
31011	3	 	 	 	 	 	 	 	 
31012	1	42	 	 	 	2	16	88	88
31012	2	88	 	 	 	 	 	 	 
31012	3	88	 	 	 	 	 	 	 
31013	1	29	2	 	 	 	17	88	88
31013	2	88	 	 	 	 	 	 	 
31013	3	88	 	 	 	 	 	 	 
31014	1	34	 	 	 	2	6	16	88
31014	2	88	 	 	 	 	 	 	 
31014	3	88	 	 	 	 	 	 	 
31015	1	45	 	 	2	2	16	18	88
31015	2	88	 	 	 	 	 	 	 
31015	3	88	 	 	 	 	 	 	 
31016	1	47	 	 	2	 	2	88	88
31016	2	88	 	 	 	 	 	 	 
31016	3	88	 	 	 	 	 	 	 
31018	1	42	 	2	 	 	16	88	88
31018	2	88	 	 	 	 	 	 	 
31018	3	88	 	 	 	 	 	 	 
31019	1	42	 	 	2	 	16	88	88
31019	2	88	 	 	 	 	 	 	 
31019	3	88	 	 	 	 	 	 	 
31020	1	16	 	 	 	3	2	9	88
31020	2	37	 	 	 	3	17	21	88
31020	3	88	 	 	 	 	 	 	 
31022	1	 	 	 	 	 	 	 	 
31022	2	 	 	 	 	 	 	 	 
31022	3	 	 	 	 	 	 	 	 
31023	1	 	 	 	 	 	 	 	 
31023	2	 	 	 	 	 	 	 	 
31023	3	 	 	 	 	 	 	 	 
31024	1	36	 	 	3	 	13	16	88
31024	2	88	 	 	 	 	 	 	 
31024	3	88	 	 	 	 	 	 	 
31025	1	47	 	2	2	2	2	88	88
31025	2	88	 	 	 	 	 	 	 
31025	3	88	 	 	 	 	 	 	 
31026	1	47	 	2	2	2	2	88	88
31026	2	88	 	 	 	 	 	 	 
31026	3	88	 	 	 	 	 	 	 
31027	1	47	2	2	2	 	2	88	88
31027	2	88	 	 	 	 	 	 	 
31027	3	88	 	 	 	 	 	 	 
31028	1	 	 	 	 	 	 	 	 
31028	2	 	 	 	 	 	 	 	 
31028	3	 	 	 	 	 	 	 	 
31029	1	39	 	2	 	 	16	18	88
31029	2	88	 	 	 	 	 	 	 
31029	3	88	 	 	 	 	 	 	 
31030	1	39	 	 	2	 	16	88	88
31030	2	88	 	 	 	 	 	 	 
31030	3	88	 	 	 	 	 	 	 
31031	1	42	 	 	2	 	16	88	88
31031	2	88	 	 	 	 	 	 	 
31031	3	88	 	 	 	 	 	 	 
31032	1	 	 	 	 	 	 	 	 
31032	2	 	 	 	 	 	 	 	 
31032	3	 	 	 	 	 	 	 	 
31033	1	38	 	 	 	2	16	9	88
31033	2	88	 	 	 	 	 	 	 
31033	3	88	 	 	 	 	 	 	 
31034	1	37	 	2	 	 	2	6	21
31034	2	88	 	 	 	 	 	 	 
31034	3	88	 	 	 	 	 	 	 
31035	1	36	 	 	4	4	16	17	88
31035	2	47	 	2	2	2	2	88	88
31035	3	88	 	 	 	 	 	 	 
31036	1	47	 	2	2	2	2	88	88
31036	2	88	 	 	 	 	 	 	 
31036	3	88	 	 	 	 	 	 	 
31038	1	47	 	1	1	1	2	88	88
31038	2	88	 	 	 	 	 	 	 
31038	3	88	 	 	 	 	 	 	 
31039	1	35	 	 	4	 	21	16	88
31039	2	10	 	2	 	 	16	88	88
31039	3	47	 	2	2	2	2	88	88
31040	1	38	 	 	 	2	17	88	88
31040	2	47	 	1	1	1	2	88	88
31040	3	88	 	 	 	 	 	 	 
31041	1	39	 	 	 	2	16	88	88
31041	2	88	 	 	 	 	 	 	 
31041	3	88	 	 	 	 	 	 	 
31042	1	37	 	 	3	 	16	88	88
31042	2	88	 	 	 	 	 	 	 
31042	3	88	 	 	 	 	 	 	 
31043	1	39	 	 	4	 	16	19	88
31043	2	47	 	2	2	2	2	88	88
31043	3	88	 	 	 	 	 	 	 
31047	1	47	 	 	2	2	2	88	88
31047	2	88	 	 	 	 	 	 	 
31047	3	88	 	 	 	 	 	 	 
31048	1	39	 	 	3	 	16	88	88
31048	2	88	 	 	 	 	 	 	 
31048	3	88	 	 	 	 	 	 	 
31049	1	 	 	 	 	 	 	 	 
31049	2	 	 	 	 	 	 	 	 
31049	3	 	 	 	 	 	 	 	 
31050	1	36	 	 	3	 	2	9	88
31050	2	88	 	 	 	 	 	 	 
31050	3	88	 	 	 	 	 	 	 
41001	1	47	2	3	4	2	18	2	88
41001	2	88	 	 	 	 	 	 	 
41001	3	88	 	 	 	 	 	 	 
41002	1	47	 	3	3	3	18	22	2
41002	2	29	 	3	 	 	9	2	88
41002	3	38	 	2	 	 	28	12	88
41003	1	 	 	 	 	 	 	 	 
41003	2	 	 	 	 	 	 	 	 
41003	3	 	 	 	 	 	 	 	 
41004	1	 	 	 	 	 	 	 	 
41004	2	 	 	 	 	 	 	 	 
41004	3	 	 	 	 	 	 	 	 
41005	1	28	 	3	 	 	2	6	7
41005	2	29	3	 	3	 	2	4	7
41005	3	47	4	3	 	 	6	2	7
41006	1	47	 	 	3	 	2	7	88
41006	2	88	 	 	 	 	 	 	 
41006	3	88	 	 	 	 	 	 	 
41007	1	47	 	2	2	2	2	7	88
41007	2	88	 	 	 	 	 	 	 
41007	3	88	 	 	 	 	 	 	 
41009	1	13	 	 	4	 	18	6	88
41009	2	47	 	2	2	3	2	1	88
41009	3	38	 	 	 	3	9	88	88
41010	1	29	 	 	4	 	2	17	88
41010	2	88	 	 	 	 	 	 	 
41010	3	88	 	 	 	 	 	 	 
41011	1	47	 	 	3	3	2	7	88
41011	2	88	 	 	 	 	 	 	 
41011	3	88	 	 	 	 	 	 	 
41012	1	47	 	 	 	2	2	18	88
41012	2	88	 	 	 	 	 	 	 
41012	3	88	 	 	 	 	 	 	 
41013	1	47	2	4	3	2	2	12	88
41013	2	88	 	 	 	 	 	 	 
41013	3	88	 	 	 	 	 	 	 
41014	1	42	 	 	2	 	9	7	88
41014	2	29	 	 	4	 	18	6	88
41014	3	47	 	2	3	3	2	1	88
41015	1	47	 	 	 	2	2	18	88
41015	2	29	 	2	 	 	2	18	88
41015	3	88	 	 	 	 	 	 	 
41016	1	29	 	 	4	 	9	18	88
41016	2	47	 	2	2	2	2	18	88
41016	3	88	 	 	 	 	 	 	 
41017	1	47	2	4	4	3	2	18	88
41017	2	29	 	2	2	 	2	7	88
41017	3	88	 	 	 	 	 	 	 
41018	1	47	4	3	2	2	12	18	88
41018	2	29	 	2	2	 	2	7	88
41018	3	88	 	 	 	 	 	 	 
41019	1	37	 	3	2	 	2	6	1
41019	2	38	2	 	 	 	2	1	6
41019	3	47	 	3	2	 	2	1	7
41020	1	12	 	3	 	 	6	2	1
41020	2	25	 	 	4	 	6	2	7
41020	3	28	 	 	3	 	6	2	1
41021	1	24	 	 	 	4	18	22	88
41021	2	39	 	 	3	 	2	12	88
41021	3	88	 	 	 	 	 	 	 
41022	1	47	2	4	3	2	6	18	88
41022	2	29	 	 	2	 	2	6	7
41022	3	88	 	 	 	 	 	 	 
41023	1	13	 	4	 	 	2	18	88
41023	2	88	 	 	 	 	 	 	 
41023	3	88	 	 	 	 	 	 	 
41024	1	47	 	 	 	2	2	6	88
41024	2	29	 	 	2	 	18	17	88
41024	3	88	 	 	 	 	 	 	 
41025	1	29	 	 	2	 	18	6	88
41025	2	12	 	 	2	 	18	6	88
41025	3	47	 	 	2	2	2	1	88
41026	1	29	 	 	4	 	17	7	88
41026	2	47	 	 	 	2	2	7	88
41026	3	88	 	 	 	 	 	 	 
41027	1	47	 	 	2	2	2	18	88
41027	2	88	 	 	 	 	 	 	 
41027	3	88	 	 	 	 	 	 	 
41028	1	 	 	 	 	 	 	 	 
41028	2	 	 	 	 	 	 	 	 
41028	3	 	 	 	 	 	 	 	 
41029	1	28	2	 	 	2	2	9	7
41029	2	47	1	2	1	 	17	9	7
41029	3	88	 	 	 	 	 	 	 
41031	1	47	 	 	2	2	2	18	88
41031	2	88	 	 	 	 	 	 	 
41031	3	88	 	 	 	 	 	 	 
41032	1	47	 	 	 	2	2	17	88
41032	2	88	 	 	 	 	 	 	 
41032	3	88	 	 	 	 	 	 	 
41033	1	39	 	 	3	 	6	18	88
41033	2	47	 	 	2	2	2	1	88
41033	3	88	 	 	 	 	 	 	 
41034	1	 	 	 	 	 	 	 	 
41034	2	 	 	 	 	 	 	 	 
41034	3	 	 	 	 	 	 	 	 
41035	1	42	 	 	 	3	6	18	88
41035	2	47	 	 	2	2	2	1	88
41035	3	88	 	 	 	 	 	 	 
41036	1	 	 	 	 	 	 	 	 
41036	2	 	 	 	 	 	 	 	 
41036	3	 	 	 	 	 	 	 	 
41037	1	47	 	 	2	2	2	1	88
41037	2	88	 	 	 	 	 	 	 
41037	3	88	 	 	 	 	 	 	 
41039	1	28	1	2	 	 	3	13	7
41039	2	13	 	 	3	 	9	28	7
41039	3	29	3	3	 	 	3	8	7
41040	1	 	 	 	 	 	 	 	 
41040	2	 	 	 	 	 	 	 	 
41040	3	 	 	 	 	 	 	 	 
41041	1	38	 	4	 	 	16	2	88
41041	2	47	2	3	2	4	6	9	88
41041	3	88	 	 	 	 	 	 	 
41042	1	45	 	 	 	4	17	16	88
41042	2	88	 	 	 	 	 	 	 
41042	3	88	 	 	 	 	 	 	 
41043	1	 	 	 	 	 	 	 	 
41043	2	 	 	 	 	 	 	 	 
41043	3	 	 	 	 	 	 	 	 
41044	1	47	 	 	 	2	2	17	7
41044	2	88	 	 	 	 	 	 	 
41044	3	88	 	 	 	 	 	 	 
41045	1	47	 	 	 	2	2	17	88
41045	2	88	 	 	 	 	 	 	 
41045	3	88	 	 	 	 	 	 	 
41046	1	 	 	 	 	 	 	 	 
41046	2	 	 	 	 	 	 	 	 
41046	3	 	 	 	 	 	 	 	 
41047	1	13	 	4	 	 	2	18	88
41047	2	88	 	 	 	 	 	 	 
41047	3	88	 	 	 	 	 	 	 
41048	1	37	 	 	4	 	12	18	88
41048	2	47	3	4	2	3	2	9	88
41048	3	88	 	 	 	 	 	 	 
41049	1	61	 	 	 	4	15	17	88
41049	2	88	 	 	 	 	 	 	 
41049	3	88	 	 	 	 	 	 	 
51001	1	29	 	3	 	 	2	3	28
51001	2	88	 	 	 	 	 	 	 
51001	3	88	 	 	 	 	 	 	 
51002	1	41	 	 	3	 	16	21	88
51002	2	25	 	3	 	 	16	17	88
51002	3	14	 	2	 	 	17	88	88
51003	1	29	 	2	 	 	2	88	88
51003	2	88	 	 	 	 	 	 	 
51003	3	88	 	 	 	 	 	 	 
51004	1	29	 	 	2	 	16	88	88
51004	2	88	 	 	 	 	 	 	 
51004	3	88	 	 	 	 	 	 	 
51005	1	37	4	 	 	 	16	88	88
51005	2	38	3	 	 	 	16	88	88
51005	3	29	 	2	 	 	7	88	88
51006	1	38	 	 	2	 	6	88	88
51006	2	88	 	 	 	 	 	 	 
51006	3	88	 	 	 	 	 	 	 
51007	1	29	 	2	 	 	16	88	88
51007	2	88	 	 	 	 	 	 	 
51007	3	88	 	 	 	 	 	 	 
51008	1	29	 	2	 	 	16	88	88
51008	2	88	 	 	 	 	 	 	 
51008	3	88	 	 	 	 	 	 	 
51009	1	 	 	 	 	 	 	 	 
51009	2	 	 	 	 	 	 	 	 
51009	3	 	 	 	 	 	 	 	 
51010	1	29	 	3	 	 	2	9	10
51010	2	37	 	 	 	3	11	1	88
51010	3	88	 	 	 	 	 	 	 
51011	1	 	 	 	 	 	 	 	 
51011	2	 	 	 	 	 	 	 	 
51011	3	 	 	 	 	 	 	 	 
51012	1	28	 	 	2	 	6	88	88
51012	2	39	 	 	 	4	9	6	88
51012	3	45	 	 	3	 	2	88	88
51013	1	36	 	3	 	 	16	17	88
51013	2	39	 	 	3	 	16	17	88
51013	3	47	 	 	2	2	2	88	88
51014	1	14	 	 	2	3	6	88	88
51014	2	31	 	 	 	2	16	88	88
51014	3	88	 	 	 	 	 	 	 
51016	1	29	3	 	 	 	16	17	88
51016	2	47	 	2	2	 	2	88	88
51016	3	13	 	2	2	 	16	17	88
51017	1	39	 	 	3	 	2	16	10
51017	2	88	 	 	 	 	 	 	 
51017	3	88	 	 	 	 	 	 	 
51018	1	47	 	 	2	2	2	88	88
51018	2	88	 	 	 	 	 	 	 
51018	3	88	 	 	 	 	 	 	 
51019	1	39	 	 	 	2	9	88	88
51019	2	88	 	 	 	 	 	 	 
51019	3	88	 	 	 	 	 	 	 
51020	1	38	 	 	 	2	9	10	88
51020	2	39	 	 	 	2	10	88	88
51020	3	88	 	 	 	 	 	 	 
51021	1	45	3	 	 	 	16	6	88
51021	2	88	 	 	 	 	 	 	 
51021	3	88	 	 	 	 	 	 	 
51022	1	28	 	 	2	 	9	88	88
51022	2	88	 	 	 	 	 	 	 
51022	3	88	 	 	 	 	 	 	 
51023	1	1	 	 	4	 	7	88	88
51023	2	88	 	 	 	 	 	 	 
51023	3	88	 	 	 	 	 	 	 
51024	1	 	 	 	 	 	 	 	 
51024	2	 	 	 	 	 	 	 	 
51024	3	 	 	 	 	 	 	 	 
51025	1	37	2	 	 	 	6	7	88
51025	2	38	 	4	2	 	12	15	7
51025	3	47	 	3	2	 	6	2	7
51026	1	47	2	4	3	2	2	18	88
51026	2	88	 	 	 	 	 	 	 
51026	3	88	 	 	 	 	 	 	 
51027	1	 	 	 	 	 	 	 	 
51027	2	 	 	 	 	 	 	 	 
51027	3	 	 	 	 	 	 	 	 
51028	1	 	 	 	 	 	 	 	 
51028	2	 	 	 	 	 	 	 	 
51028	3	 	 	 	 	 	 	 	 
51029	1	47	 	2	2	2	2	18	88
51029	2	29	 	 	 	2	16	17	88
51029	3	88	 	 	 	 	 	 	 
51030	1	 	 	 	 	 	 	 	 
51030	2	 	 	 	 	 	 	 	 
51030	3	 	 	 	 	 	 	 	 
51031	1	 	 	 	 	 	 	 	 
51031	2	 	 	 	 	 	 	 	 
51031	3	 	 	 	 	 	 	 	 
51032	1	28	 	 	2	 	6	9	7
51032	2	39	2	 	3	 	6	10	7
51032	3	38	 	 	3	 	6	2	7
51033	1	14	 	 	 	2	3	88	88
51033	2	88	 	 	 	 	 	 	 
51033	3	88	 	 	 	 	 	 	 
51034	1	47	 	 	 	2	2	17	88
51034	2	88	 	 	 	 	 	 	 
51034	3	88	 	 	 	 	 	 	 
51035	1	38	 	2	 	 	28	88	88
51035	2	88	 	 	 	 	 	 	 
51035	3	88	 	 	 	 	 	 	 
51036	1	38	 	 	2	 	17	6	88
51036	2	47	2	4	2	3	2	12	88
51036	3	88	 	 	 	 	 	 	 
51037	1	29	4	4	 	 	6	4	88
51037	2	28	4	4	 	 	4	6	88
51037	3	47	2	2	2	2	2	16	88
51038	1	45	 	 	 	4	9	88	88
51038	2	47	 	 	 	3	2	88	88
51038	3	88	 	 	 	 	 	 	 
51039	1	47	 	 	 	2	2	7	88
51039	2	88	 	 	 	 	 	 	 
51039	3	88	 	 	 	 	 	 	 
51040	1	47	 	 	2	2	2	17	88
51040	2	88	 	 	 	 	 	 	 
