CHILDCODE	VSIMPR5	PPVTDAY	PPVTMTH	PPVTYEAR	STRTHRPP	STRTMNPP	ENDHRPP	ENDMNPP	PPVT004	PPVT007	PPVT008	PPVT009	PPVT011	PPVT012	PPVT016	PPVT023	PPVT024	PPVT025	PPVT026	PPVT028	PPVT029	PPVT030	PPVT031	PPVT033	PPVT035	PPVT039	PPVT045	PPVT046	PPVT047	PPVT052	PPVT055	PPVT057	PPVT059	PPVT060	PPVT063	PPVT064	PPVT071	PPVT074	PPVT075	PPVT077	PPVT078	PPVT079	PPVT080	PPVT082	PPVT084	PPVT087	PPVT088	PPVT090	PPVT091	PPVT092	PPVT101	PPVT103	PPVT106	PPVT107	PPVT110	PPVT120	PPVT129	PPVT130	PPVT131	PPVT151	PPVT163	PPVT179	PPVT197	ENGDAY	ENGMTH	ENGYEAR	STRTHREN	STRTMNEN	ENDHREN	ENDMNEN	ENGITM01	ENGITM02	ENGITM03	ENGITM04	ENGITM05	ENGITM06	ENGITM07	ENGITM08	ENGITM09	ENGITM10	ENGITM11	ENGITM12	ENGITM13	ENGITM14	ENGITM15	ENGITM16	ENGITM17	ENGITM18	ENGITM19	ENGITM20	ENGITM21	ENGITM22	ENGITM23	ENGITM24	ENGITM25	ENGITM26	ENGITM27	MATHDAY	MATHMTH	MATHYEAR	STRTHRMT	STRTMNMT	ENDHRMT	ENDMNMT	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	LANGPPVT	LANGMATH	LANGREAD	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct30maths	correct06maths	correct07maths	correct08maths	correct15maths	correct29maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	correct27read	reading_raw	reading_perco	correct004ppvt	correct007ppvt	correct008ppvt	correct009ppvt	correct011ppvt	correct012ppvt	correct016ppvt	correct023ppvt	correct024ppvt	correct025ppvt	correct026ppvt	correct028ppvt	correct029ppvt	correct030ppvt	correct031ppvt	correct033ppvt	correct035ppvt	correct039ppvt	correct045ppvt	correct046ppvt	correct047ppvt	correct052ppvt	correct055ppvt	correct057ppvt	correct059ppvt	correct060ppvt	correct063ppvt	correct064ppvt	correct071ppvt	correct074ppvt	correct075ppvt	correct077ppvt	correct078ppvt	correct079ppvt	correct080ppvt	correct082ppvt	correct084ppvt	correct087ppvt	correct088ppvt	correct090ppvt	correct091ppvt	correct092ppvt	correct101ppvt	correct103ppvt	correct106ppvt	correct107ppvt	correct110ppvt	correct120ppvt	correct129ppvt	correct130ppvt	correct131ppvt	correct151ppvt	correct163ppvt	correct179ppvt	correct197ppvt	ppvt_raw	ppvt_perco
90096	0	14	2	2009	13	30	13	45	1	2	3	4	2	3	1	2	4	1	3	4	1	3	2	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	1	1	2	1	4	3	4	3	1	2	4	3	4	1	1	4	2	3	4	14	2	2009	9	0	9	40	2	99	2	2	2	3	3	2	2	3	3	2	2	1	3	3	2	3	3	3	2	3	3	4	4	2	3	14	2	2009	8	5	8	55	5	214	23	42	5	743	38	60	-77	1	2	1	3	99	-99	1	4	1	3	4	3	4	3	2	4	3	99	2	-99	2	4	4	4	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	16.6666660308838	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	22.2222213745117	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	42	76.363639831543
100001	0	5	2	2009	11	50	12	2	1	2	3	4	2	3	1	1	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	3	1	4	3	1	4	1	4	2	4	3	3	1	2	3	4	1	4	4	2	4	1	26	2	2009	12	7	12	37	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	4	1	4	2	4	4	1	4	3	3	1	1	26	2	2009	11	8	11	48	5	634	238	45	3	17.43	18	1	60	3	3	3	4	2	35	2	3	1	3	3	3	2	2	2	1	2	3	2	54	2	 	 	 	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	12	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	16	59.2592582702637	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	49	89.0909118652344
100003	0	17	2	2009	9	58	10	5	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	1	4	3	1	1	2	3	4	4	1	2	1	4	3	4	3	2	4	3	3	4	1	4	4	2	4	1	17	2	2009	11	0	11	14	2	1	1	3	2	3	2	3	1	3	2	3	3	1	2	3	2	4	1	2	4	4	1	2	2	3	4	17	2	2009	10	14	10	42	5	623	230	45	3	1743	18	78	35	3	4	4	2	2	_	2	3	3	2	2	2	1	4	4	3	2	1	1	_	3	4	4	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	8	26.6666660308838	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	18.518518447876	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	46	83.636360168457
100005	0	17	2	2009	14	0	14	16	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	2	2	1	4	4	3	2	1	2	3	4	3	2	1	2	4	4	1	4	4	2	4	1	17	2	2009	14	30	14	55	2	1	2	1	1	3	1	1	1	4	1	2	1	1	3	4	3	1	4	1	3	4	3	4	3	2	1	17	2	2009	14	0	14	20	5	5115	225	47	3	2143	1821	42	215	1	2	1	1	1	0.1	1	3	2	4	4	2	4	3	4	2	4	2	1	_	1	4	4	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	16.6666660308838	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7	25.9259262084961	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	47	85.4545440673828
100006	1	28	2	2009	15	26	15	37	1	2	3	4	2	3	1	1	1	1	3	4	1	2	3	2	4	3	2	2	3	2	2	2	3	4	2	3	4	4	4	1	3	2	1	1	1	1	1	1	1	1	4	3	2	2	4	2	1	1	1	1	1	1	2	28	2	2009	15	55	16	23	2	2	2	1	2	4	3	4	3	1	1	4	3	2	3	2	2	1	3	1	4	1	1	2	4	4	2	28	2	2009	15	43	15	53	11	115	54	57	100	160	100	23	125	1	1	4	1	1	MISS/BLANK	3	2	99	99	4	1	2	1	3	1	1	99	3	9	2	 	 	 	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4	13.3333330154419	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	7	25.9259262084961	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	33	60
100007	0	26	2	2009	10	15	10	25	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	4	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	1	4	4	1	4	4	2	4	1	26	2	2009	10	26	10	50	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	2	2	3	4	2	4	1	2	1	2	2	3	26	2	2009	10	51	11	40	5	624	240	45	5	12.43	18.20	18/24	MISSED	3	4	3	2	4	MISSED	1	3	3	1	2	4	1	1	2	1	4	4	3	15	1	4	4	4	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	10	33.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	19	70.3703689575195	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	50	90.9090881347656
100008	0	19	2	2009	9	54	10	15	1	2	3	4	2	3	1	2	1	1	3	4	1	2	3	2	4	3	1	2	3	2	1	2	3	4	2	3	1	4	3	1	3	2	3	4	3	1	1	1	4	1	4	3	2	1	2	3	3	4	4	4	3	4	1	19	2	2009	10	15	10	20	2	1	2	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	19	2	2009	10	30	10	40	MISS	MISS	MISS	MISS	MISS	MISS	MISS	MISS	MSS	99	99	99	99	99	MISS	99	99	99	99	99	99	99	99	99	99	99	99	99	MISS	99	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11.1111106872559	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	43	78.1818161010742
100009	1	21	2	2009	9	38	9	50	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	1	2	3	4	2	3	1	1	3	1	3	2	3	4	4	1	2	1	4	3	4	3	3	1	4	3	4	1	4	4	3	4	1	11	2	2009	9	15	9	33	2	1	2	3	2	3	2	3	2	3	2	3	3	4	3	3	3	4	2	3	3	3	3	3	3	3	3	11	2	2009	9	59	10	28	5	1135	2320	49	25	645	23	442	22	3	4	3	1	3	Blänk/Miss/	3	3	3	2	4	3	3	3	3	3	2	2	2	Empety/Miss/	2	 	 	 	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	8	26.6666660308838	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	18.518518447876	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	44	80
100010	0	19	2	2009	11	52	12	25	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	2	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	19	2	2009	12	56	13	15	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	4	2	2	2	1	2	2	2	19	2	2009	13	30	13	15	5	624	240	46	3	1.743	18.21	18/24	215	3	2	3	2	2	_	3	2	2	1	2	4	3	3	4	1	2	1	4	4.10	3	4	4	4	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	9	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52	94.5454559326172
100011	0	6	3	2009	13	18	13	30	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	4	4	2	3	2	1	2	3	4	2	3	4	4	3	1	3	2	1	4	4	1	2	1	2	2	4	3	3	1	2	3	4	1	4	4	2	4	3	6	3	2009	13	35	14	0	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	3	2	4	4	99	1	2	2	1	2	2	2	6	3	2009	14	5	14	35	5	624	240	45	3	17.33	18.2	18/24	60	3	1	3	4	4	missing	1	2	3	1	99	99	99	2	4	1	2	3	3	missing	2	4	4	4	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	12	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	20	74.0740737915039	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	47	85.4545440673828
100012	0	4	5	2009	9	55	10	15	1	2	3	4	2	3	3	1	1	1	3	4	1	2	3	2	4	3	4	2	3	2	2	2	3	4	2	3	4	4	3	1	3	2	1	4	4	1	1	1	1	3	4	3	3	1	2	3	4	1	2	4	2	4	2	4	5	2009	10	45	11	25	2	1	2	4	1	3	2	2	1	3	4	1	3	1	3	1	2	1	3	3	3	2	3	3	3	1	3	4	5	2009	10	20	10	43	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	2	3	1	1	_99	1	1	2	1	4	1	3	2	1	3	2	4	99	-99	2	4	4	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	7	23.3333339691162	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	7	25.9259262084961	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	42	76.363639831543
100014	0	9	4	2009	12	5	12	29	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	2	1	1	4	1	4	3	4	3	2	1	2	1	4	1	4	4	2	4	1	9	4	2009	10	11	10	50	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	3	2	4	4	1	1	2	4	1	99	1	1	9	4	2009	10	51	11	39	5	624	200	45	3	17.43	18.21	27/11	6000	3	4	3	4	4	-99	3	99	99	2	2	99	99	99	2	4	99	1	2	-99	99	2	2	2	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	20	74.0740737915039	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	49	89.0909118652344
100015	0	22	2	2009	10	50	11	7	1	2	3	4	2	3	1	1	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	1	1	4	3	4	3	2	1	2	4	3	1	1	4	2	4	1	22	2	2009	11	10	11	32	2	1	2	2	3	2	1	2	4	1	3	2	4	3	1	3	2	2	2	3	1	2	2	1	1	3	3	22	2	2009	11	37	11	55	5	624	240	45	5	17.43	18	0	50	2	2	3	4	3	7	1	3	2	4	2	3	2	2	3	3	3	2	2	3	2	4	4	4	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	11	36.6666679382324	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	19	70.3703689575195	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	47	85.4545440673828
100016	0	28	2	2009	12	13	12	17	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	4	1	2	4	3	1	3	2	2	4	4	28	2	2009	11	2	11	30	3	1	2	3	3	2	1	2	4	1	3	2	2	3	4	2	2	3	1	2	3	1	1	1	4	3	3	28	2	2009	11	30	12	10	5	624	240	45	3	17.43	18.21	18/24	280	99	99	99	99	99	-77	99	99	99	99	99	99	99	99	99	99	99	99	99	-77	99	4	4	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	7	23.3333339691162	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	16	59.2592582702637	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	47	85.4545440673828
100017	1	11	2	2009	10	10	10	17	1	2	3	4	2	3	1	2	1	1	3	4	1	2	3	2	1	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	1	3	4	3	2	1	2	4	4	1	3	4	2	4	1	11	2	2009	9	40	9	55	2	1	2	3	3	1	4	4	4	1	1	3	1	1	2	1	1	3	1	1	2	1	2	2	2	3	3	11	2	2009	9	57	10	20	5	648	89	48	8	743	1821	48	60	5	4	2	2	3	BLANK/ MISS/	2	3	2	2	3	2	3	2	1	1	3	2	2	9	2	 	 	 	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	20	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25.9259262084961	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	47	85.4545440673828
100018	1	25	2	2009	14	43	14	57	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	1	1	4	2	4	3	2	2	2	3	4	1	4	4	2	4	4	25	2	2009	15	1	15	43	3	1	2	3	3	2	2	3	3	1	4	3	1	4	3	2	2	1	4	1	2	4	2	4	1	2	3	25	2	2009	15	44	16	26	5	624	240	45	3	1.6142	18	0	60	3	3	2	4	2	3	1	4	1	1	2	99	1	99	3	4	3	2	4	MISSED	2	4	4	4	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	11	36.6666679382324	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	9	33.3333320617676	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	49	89.0909118652344
100019	1	16	2	2009	9	55	10	10	1	2	3	4	2	3	1	2	4	1	2	4	1	3	4	1	2	3	2	4	3	2	1	1	3	2	2	3	1	4	3	1	1	2	1	4	4	1	1	1	2	2	1	3	2	1	2	3	4	1	4	4	3	4	3	16	2	2009	9	23	9	54	2	1	2	3	3	2	1	2	4	1	3	2	4	1	4	3	2	2	4	1	1	1	3	4	1	4	1	16	2	2009	10	12	10	42	5	624	240	45	3	17.43	18.21	18/24	2225%	2	2	1	2	3	3/5	1	1	1	2	4	1	4	4	4	4	1	1	4	4	2	 	 	 	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	13	43.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	18	66.6666641235352	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	37	67.2727279663086
100020	0	15	2	2009	15	58	16	6	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	1	4	2	1	4	2	4	3	2	1	1	3	4	1	3	4	2	4	4	15	2	2009	16	30	16	41	2	1	2	3	3	2	1	2	4	1	3	2	4	4	1	3	4	4	2	3	4	2	4	3	1	3	4	15	2	2009	16	10	16	22	5	624	240	45	3	17.23	18	0	240	2	2	3	1	2	30	1	3	1	2	2	1	2	1	3	4	1	1	3	3	2	4	4	4	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	13	43.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	16	59.2592582702637	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	47	85.4545440673828
100021	0	4	3	2009	15	2	15	16	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	3	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	4	3	2009	14	8	14	30	2	3	2	3	3	2	1	2	1	1	1	3	4	4	4	2	2	2	4	3	1	1	2	3	4	2	4	4	3	2009	14	32	15	8	5	624	58	45	7	17.43	18.21	36/32	50%	1	2	2	3	4	missing	1	3	2	1	2	2	2	4	4	2	99	99	99	missing	99	4	4	4	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	20	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	14	51.8518524169922	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52	94.5454559326172
100022	1	5	4	2009	12	34	12	48	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	1	4	3	4	2	3	2	2	2	3	4	2	3	3	4	3	1	3	2	3	1	4	1	1	1	1	3	4	3	4	1	3	3	4	1	4	1	2	4	3	5	3	2009	9	50	9	25	2	1	2	3	3	2	2	2	4	1	3	2	4	3	1	2	2	3	3	3	2	3	1	2	2	99	99	5	3	2009	10	45	11	15	5	624	24	45	30	159	41.5	11/11	MISS/BLANK	3	2	1	4	4	12	1	3	2	3	1	1	2	1	99	99	99	99	99	MISS/BLANK	99	 	 	 	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	26.6666660308838	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	16	59.2592582702637	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	42	76.363639831543
100023	1	15	2	2009	10	15	10	25	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	4	1	1	2	4	3	2	1	2	3	4	1	4	4	3	4	1	15	2	2009	9	32	10	0	2	1	2	3	3	2	1	2	4	1	3	3	4	99	4	1	2	2	2	2	3	3	1	2	1	3	4	15	2	2009	10	18	10	48	5	624	240	45	3	17.43	18	18	60	5	4	1	1	3	6/8	1	2	1	1	2	2	1	2	2	2	1	3	1	3	4	 	 	 	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	15	55.5555572509766	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	50	90.9090881347656
100024	0	21	2	2009	15	20	15	33	1	2	3	4	2	3	1	2	1	1	2	4	1	2	3	2	4	3	2	2	3	2	2	2	3	4	2	3	2	4	3	1	3	4	1	2	4	4	2	1	3	2	4	3	2	2	2	2	1	1	4	4	2	2	1	21	2	2009	15	35	16	0	1	1	1	2	3	2	2	2	3	3	1	4	4	3	3	2	2	4	1	3	1	2	3	4	1	2	1	21	2	2009	16	0	16	23	5	627	53	59	30	159	43	5	265	4	1	3	2	3	MISSED	4	1	3	4	2	4	2	1	2	4	2	3	4	MISSED	1	4	4	4	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	7	23.3333339691162	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	10	37.037036895752	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	39	70.9090881347656
