CHILDCODE	VSIMPR5	PPVTDAY	PPVTMTH	PPVTYEAR	STRTHRPP	STRTMNPP	ENDHRPP	ENDMNPP	PPVT004	PPVT007	PPVT008	PPVT009	PPVT011	PPVT012	PPVT016	PPVT023	PPVT024	PPVT025	PPVT026	PPVT028	PPVT029	PPVT030	PPVT031	PPVT033	PPVT035	PPVT039	PPVT045	PPVT046	PPVT047	PPVT052	PPVT055	PPVT057	PPVT059	PPVT060	PPVT063	PPVT064	PPVT071	PPVT074	PPVT075	PPVT077	PPVT078	PPVT079	PPVT080	PPVT082	PPVT084	PPVT087	PPVT088	PPVT090	PPVT091	PPVT092	PPVT101	PPVT103	PPVT106	PPVT107	PPVT110	PPVT120	PPVT129	PPVT130	PPVT131	PPVT151	PPVT163	PPVT179	PPVT197	ENGDAY	ENGMTH	ENGYEAR	STRTHREN	STRTMNEN	ENDHREN	ENDMNEN	ENGITM01	ENGITM02	ENGITM03	ENGITM04	ENGITM05	ENGITM06	ENGITM07	ENGITM08	ENGITM09	ENGITM10	ENGITM11	ENGITM12	ENGITM13	ENGITM14	ENGITM15	ENGITM16	ENGITM17	ENGITM18	ENGITM19	ENGITM20	ENGITM21	ENGITM22	ENGITM23	ENGITM24	ENGITM25	ENGITM26	ENGITM27	MATHDAY	MATHMTH	MATHYEAR	STRTHRMT	STRTMNMT	ENDHRMT	ENDMNMT	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	LANGPPVT	LANGMATH	LANGREAD	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct30maths	correct06maths	correct07maths	correct08maths	correct15maths	correct29maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	correct27read	reading_raw	reading_perco	correct004ppvt	correct007ppvt	correct008ppvt	correct009ppvt	correct011ppvt	correct012ppvt	correct016ppvt	correct023ppvt	correct024ppvt	correct025ppvt	correct026ppvt	correct028ppvt	correct029ppvt	correct030ppvt	correct031ppvt	correct033ppvt	correct035ppvt	correct039ppvt	correct045ppvt	correct046ppvt	correct047ppvt	correct052ppvt	correct055ppvt	correct057ppvt	correct059ppvt	correct060ppvt	correct063ppvt	correct064ppvt	correct071ppvt	correct074ppvt	correct075ppvt	correct077ppvt	correct078ppvt	correct079ppvt	correct080ppvt	correct082ppvt	correct084ppvt	correct087ppvt	correct088ppvt	correct090ppvt	correct091ppvt	correct092ppvt	correct101ppvt	correct103ppvt	correct106ppvt	correct107ppvt	correct110ppvt	correct120ppvt	correct129ppvt	correct130ppvt	correct131ppvt	correct151ppvt	correct163ppvt	correct179ppvt	correct197ppvt	ppvt_raw	ppvt_perco
10012	0	13	4	2009	11	5	11	15	1	2	3	4	2	1	1	1	4	1	3	1	1	1	3	2	4	1	4	1	3	2	1	2	3	4	2	3	3	4	3	1	1	2	1	4	4	1	2	1	4	2	4	3	1	1	3	3	4	1	4	4	2	4	1	12	4	2009	9	30	10	10	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	1	1	2	4	1	3	2	3	12	4	2009	10	13	11	0	5	624	240	45	3	17.43	18.03	18/24	6000	99	2	3	4	4	30/5	1	4	1	2	2	99	2	2	2	1	99	99	99	-99	99	2	2	2	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	15	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	23	85.185188293457	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	44	80
10014	0	26	4	2009	12	10	12	18	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	2	2	3	4	2	3	4	4	3	1	3	2	1	4	1	1	2	1	4	3	4	3	4	1	3	3	4	1	1	4	2	4	1	26	4	2009	11	42	12	7	2	3	2	2	3	1	1	2	2	1	1	2	4	3	1	3	2	4	1	2	4	2	1	1	3	3	2	26	4	2009	11	12	11	40	5	624	240	45	3	1743	18.21	42	-99	4	4	2	2	1	-99	1	3	1	2	1	2	1	2	4	3	1	2	3	-99	3	2	2	2	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	11	36.6666679382324	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	16	59.2592582702637	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	45	81.8181838989258
10015	0	24	3	2009	17	28	11	44	1	2	3	4	2	3	1	2	4	1	3	4	3	2	3	2	4	4	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	3	1	4	3	4	3	4	1	3	3	4	1	4	4	2	4	1	24	2	2009	16	58	17	25	2	1	2	3	1	2	1	2	4	1	3	2	4	4	99	1	2	3	4	2	4	1	3	2	4	1	1	24	3	2009	16	20	16	55	5	624	240	45	3	14.431	18.21	18/24	-99	5	3	3	4	2	12	1	3	1	1	2	2	3	4	3	1	4	2	3	12	4	2	2	2	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	10	33.3333320617676	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	15	55.5555572509766	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	47	85.4545440673828
10016	0	9	5	2009	15	43	16	0	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	2	4	3	1	3	2	1	4	4	1	3	1	4	2	4	3	2	2	2	3	4	1	4	4	2	4	1	9	5	2009	16	3	16	30	2	1	2	3	3	2	1	2	4	1	3	2	4	4	1	2	2	2	4	2	1	2	2	1	3	4	2	9	5	2009	16	32	11	5	5	624	240	45	3	17.43	18.03	3/4	60	5	2	3	4	4	4	1	1	3	2	2	3	2	3	1	1	2	2	1	7	2	2	2	2	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	19	63.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	25	92.5925903320313	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	50	90.9090881347656
10017	0	21	3	2009	8	27	8	33	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	4	1	4	2	4	3	2	3	2	3	4	1	4	4	2	4	1	21	3	2009	7	56	8	24	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	3	4	1	3	4	3	3	4	3	3	3	2	21	3	2009	7	4	7	54	5	624	240	45	3	17.43	18.21	18/24	9.6%	1	99	99	99	4	32	3	2	2	2	3	2	2	2	1	1	2	2	4	15	2	2	2	2	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	14	46.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	17	62.962963104248	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	51	92.7272720336914
10018	0	20	4	2009	10	45	10	57	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	20	4	2009	9	10	9	50	2	1	2	3	3	2	1	2	4	1	1	2	4	3	1	2	2	1	4	2	1	2	3	1	3	4	3	20	4	2009	9	55	10	40	5	624	240	45	3	17.43	18.21	3/4	60	4	1	1	4	4	30	99	99	1	3	2	2	2	2	2	3	4	2	2	38	2	2	2	2	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	17	56.6666679382324	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	23	85.185188293457	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
10020	0	16	3	2009	8	40	8	45	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	2	1	2	3	4	3	2	1	2	3	3	1	4	1	2	4	1	16	3	2009	8	10	8	37	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	3	4	1	1	4	4	1	1	3	1	16	3	2009	7	24	8	7	5	624	200	45	4	16.143	18.21	18/24	9	5	2	3	4	4	-99	4	1	2	3	2	2	2	4	2	1	4	1	2	15	1	2	2	2	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	33.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	21	77.7777786254883	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	48	87.2727279663086
10021	0	18	3	2009	9	4	9	10	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	4	4	1	4	4	2	4	1	18	3	2009	8	30	9	0	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	2	3	4	4	1	3	4	1	18	3	2009	7	36	8	26	11	624	240	55	3	17.43	18.21	27/16	-99	4	2	3	4	4	2/5	1	3	1	2	2	2	4	3	2	1	1	2	1	7	4	2	2	2	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	14	46.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	24	88.8888854980469	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	52	94.5454559326172
10022	0	23	3	2009	10	10	10	16	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	23	3	2009	9	48	10	6	2	1	1	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	2	1	2	4	1	3	3	2	23	3	2009	9	21	9	46	5	624	240	45	3	17.43	18.21	18/24	60	4	2	3	4	2	6/5	3	4	1	2	4	1	1	4	99	99	99	99	4	11	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	18	60	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	24	88.8888854980469	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
10023	0	23	4	2009	10	36	10	44	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	2	4	3	1	3	2	1	4	4	1	4	1	4	2	3	3	2	3	2	3	4	1	4	4	2	4	1	23	4	2009	10	2	10	31	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	1	4	2	1	2	3	1	4	4	2	23	4	2009	9	25	9	58	5	624	240	45	3	17.43	18.03	-99	-99	1	1	2	3	1	-99	3	2	3	3	3	4	1	2	3	1	4	1	3	-99	2	2	2	2	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	24	88.8888854980469	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	50	90.9090881347656
10024	0	25	4	2009	11	17	11	25	1	2	3	4	2	3	4	2	3	1	3	4	1	2	3	2	4	3	4	2	3	2	2	2	3	4	2	3	3	4	3	1	3	2	1	4	1	1	3	1	4	2	2	3	2	3	2	3	4	1	4	4	2	4	1	25	4	2009	10	50	11	15	2	3	2	3	3	2	1	2	4	1	3	2	4	3	4	2	1	3	4	1	1	2	4	4	3	1	2	25	4	2009	10	8	10	47	5	924	238	45	3	17.43	18.03	-99	-99	3	2	3	2	2	1/6	2	2	1	2	2	2	3	2	2	1	2	2	4	15	3	2	2	2	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	12	40	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	20	74.0740737915039	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	46	83.636360168457
10025	1	29	3	2009	10	45	10	55	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	29	3	2009	9	15	9	45	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	3	2	3	4	2	1	4	1	3	3	2	2	29	3	2009	9	48	10	48	5	624	240	45	0.2	17.43	18.03	18/24	-99	3	2	3	4	99	-99	4	2	1	2	3	2	1	2	3	2	2	99	99	3	2	2	2	2	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	16	53.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	21	77.7777786254883	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
10026	0	17	3	2009	8	12	8	23	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	2	2	4	3	4	1	2	3	4	1	4	4	2	4	1	17	3	2009	8	25	8	50	2	1	2	3	3	2	1	2	4	1	1	2	4	1	1	1	2	2	2	3	1	1	2	3	1	1	2	17	3	2009	8	54	9	40	5	624	240	45	3	18.43	18.25	18/24	5	4	2	3	4	2	30	1	4	1	2	2	2	3	3	2	1	2	1	3	3	3	2	2	2	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	15	50	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	17	62.962963104248	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
10028	0	23	4	2009	10	37	10	43	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	2	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	2	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	23	4	2009	10	11	10	33	2	3	2	3	3	2	1	2	4	1	3	3	4	99	1	3	1	2	4	2	99	2	4	4	3	3	2	23	4	2009	9	24	10	8	5	622	240	45	3	17.43	18.03	3/4	600	4	4	1	3	3	27	1	1	4	2	3	2	4	2	1	4	4	2	2	15	2	2	2	2	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	13	43.3333320617676	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	19	70.3703689575195	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
10029	0	27	4	2009	10	25	10	35	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	27	4	2009	9	40	10	20	2	1	2	3	3	2	1	2	4	1	3	2	4	1	1	1	3	2	2	2	4	2	2	1	2	1	4	27	4	2009	8	45	9	35	5	624	240	45	3	17.43	18.03	3/4	60	5	2	4	4	4	4	3	4	4	4	1	3	2	3	2	1	4	2	1	15	2	2	2	2	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	17	56.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	18	66.6666641235352	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
10030	0	23	4	2009	17	27	17	35	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	4	1	4	2	4	3	2	2	2	3	4	1	1	4	2	4	1	23	4	2009	16	15	16	35	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	3	2	2	4	2	1	2	4	1	1	4	3	23	4	2009	16	40	17	25	5	624	240	45	3	17.43	18.3	8/12	300/5	3	4	3	4	2	6/5	1	2	1	3	2	2	4	3	2	3	4	1	3	16	1	2	2	2	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	24	88.8888854980469	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	50	90.9090881347656
10031	0	10	4	2009	9	35	9	41	1	2	3	4	2	3	4	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	10	4	2009	9	3	9	30	2	1	2	3	2	1	1	2	2	1	3	2	4	3	99	1	3	1	3	1	1	2	4	3	2	1	1	10	4	2009	8	10	8	56	5	624	240	45	3	17.43	18.03	4/5	1/5	1	4	4	3	4	-99	3	2	1	2	2	2	2	2	1	2	2	1	2	-99	2	2	2	2	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	13	43.3333320617676	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	14	51.8518524169922	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
10032	0	17	3	2009	8	45	8	57	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	18	3	2009	7	15	7	50	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	2	2	4	4	3	1	4	4	4	2	4	1	18	3	2009	7	52	8	40	5	624	240	45	3	17.43	18.21	27/27	80	3	3	2	4	3	9.0	3	3	1	2	3	1	1	2	2	2	2	2	1	7	2	2	2	2	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	18	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	20	74.0740737915039	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52	94.5454559326172
10033	0	16	4	2009	10	55	11	10	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	16	4	2009	9	20	10	0	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	1	1	4	1	1	4	4	1	16	4	2009	10	5	10	50	5	624	240	45	3	17.43	18.03	18/24	60	5	2	3	4	4	4	3	1	2	3	3	2	1	3	2	4	4	2	1	15	2	2	2	2	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	21	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
10035	0	27	4	2009	11	31	11	38	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	2	2	3	4	2	3	2	4	3	1	3	2	1	4	1	1	4	1	4	2	2	3	2	1	2	3	4	1	4	4	2	4	1	27	4	2009	11	6	11	27	2	3	2	3	3	2	1	2	1	1	3	3	3	2	4	1	1	2	2	2	1	2	2	4	3	99	99	27	4	2009	10	22	11	3	5	624	240	45	3	17.43	18.21	18/24	6000	4	2	3	3	3	12	3	3	4	3	1	2	1	2	3	3	1	3	3	-99	2	2	2	2	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	14	46.6666679382324	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	14	51.8518524169922	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	49	89.0909118652344
10036	0	19	3	2009	10	53	10	59	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	2	2	2	3	2	2	2	3	4	2	3	3	4	3	1	3	2	1	4	3	1	2	1	4	3	4	4	2	1	2	3	3	1	4	4	2	4	1	19	3	2009	9	48	10	0	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	2	2	1	2	4	1	3	4	4	19	3	2009	9	6	9	46	5	624	240	45	3	17.43	18.21	18/24	80	2	2	3	4	4	25	4	1	1	2	1	2	1	2	2	1	3	1	2	7	2	2	2	2	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	17	56.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	25	92.5925903320313	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	45	81.8181838989258
10037	0	9	4	2009	15	10	15	27	1	2	3	4	2	3	1	2	4	1	3	4	3	2	3	2	4	2	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	9	4	2009	16	15	16	48	2	3	2	3	3	2	1	2	4	1	3	2	4	3	4	2	1	4	4	1	3	2	1	1	3	1	3	9	4	2009	15	30	16	10	5	624	240	45	9	17.43	18.03	27/16	60	4	2	3	4	1	12	3	99	1	2	3	3	2	2	2	3	2	1	2	22	1	2	2	2	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	18	60	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	18	66.6666641235352	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
