placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE81MC92	14	99	4	3	10	2009	10/3/2009	3500	1	5	88	5	5	5	5	5	5	2	88	1	8	6	88	88	8	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	1	0	0	0	1	88	88	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	88	88	88	88	2	88	88	88	88	1	0	0	1	0	1	1	1	0	88	88	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	88	88	88	8	-77	8	10	-88	8	8	-88	-88	-88	-88	-88	10	10	-88	-88	-88	6	77	6	6	88	6	6	88	88	88	88	88	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	0	0	1	0	1	88	0	0	0	1	0	1	88	0	1	0	0	1	0	0	0	0	88	88	0	1	99	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	1	0	1	1	88	1	1	1	1	1	0	1	1	0	1	0	1	1	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	30	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	40	18	18	35	35	.5	.0299999993294477	.150000005960464	.0399999991059303	1	1.70000004768372	3.20000004768372	-88	.600000023841858	2.70000004768372	1.89999997615814	6	.800000011920929	5	1.20000004768372	-88	.200000002980232	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC93	14	99	69	3	10	2009	10/3/2009	20000	2	5	88	1	3	5	5	4	4	4	88	1	-88	88	88	88	-88	10	7	88	88	10	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	1	0	0	0	0	 	 	1	0	0	0	1	0	1	99	1	1	88	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	15	5	12	9	9	1	0	1	0	0	1	1	1	0	1	88	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	88	88	88	-88	-88	10	-88	10	10	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	7	88	7	7	7	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	2	88	2	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	1	0	1	1	0	1	0	88	88	0	1	1	0	1	0	0	1	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	88	1	1	1	1	1	0	0	1	1	1	0	1	1	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	1	1	0	1	0	0	1	0	1	88	88	0	1	0	0	0	0	1	0	0	88	88	-77	-88	77	88	-77	-88	77	88	-77	-88	77	88	-11	15	20	20	-11	-88	-11	-11	-11	-11	-11	-88	-11	-11	-11	-11	-11	-11	-11	-11	-22	-88	-88	-88	1.5	35	15	15	30	30	1	.100000001490116	.25	.300000011920929	1	1.60000002384186	3	8	.600000023841858	2.5	1.79999995231628	6	.800000011920929	4	1.20000004768372	16	.200000002980232	-77	-77	-77	-77	-77	-77	-77	-77	-77	3000	2000	2000	300	600	-88	100	150	20	-88	-88	-88	2000	30	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-77	-77
PE81MC95	15	99	23	22	7	2009	7/22/2009	2600	1	5	88	5	5	5	5	5	5	2	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	1	0	88	88	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	1	1	1	1	88	88	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	88	0	0	0	0	1	1	1	1	1	0	0	1	88	1	0	88	88	88	5	-88	5	5	5	5	-88	-88	-88	-88	-88	5	5	5	-88	-88	-88	5	88	5	5	5	5	88	88	88	88	88	5	5	5	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	1	1	1	0	1	0	0	0	0	88	88	1	1	1	0	1	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	1	0	88	88	0	0	0	0	0	0	0	1	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	30	-11	-88	-88	25	-11	-11	-11	-88	-88	-11	-11	-11	-11	15	20	-11	20	-88	-88	-88	-88	1	28	26	25	20	20	.800000011920929	.5	.5	.200000002980232	1	2.40000009536743	3.79999995231628	-88	.699999988079071	2.5	1.79999995231628	5.40000009536743	.800000011920929	4	1.20000004768372	11.5	.200000002980232	-88	-88	300	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC98	16	99	7	28	11	2009	11/28/2009	2270	2	5	88	1	3	5	5	5	5	4	88	1	-88	88	88	88	-88	120	11	88	88	120	0	0	0	0	1	0	0	88	0	0	0	0	1	0	0	88	0	0	1	1	0	 	 	0	0	1	1	0	0	1	0	1	88	88	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	88	88	88	5	9	88	88	88	1	1	1	0	0	0	0	1	0	1	88	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	88	88	88	120	-88	120	120	120	120	120	-88	120	-88	-88	-88	-88	120	-88	-88	-88	11	88	11	11	11	11	11	88	11	88	88	88	88	11	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	2	7	0	1	88	1	88	1	88	2	88	2	88	0	0	0	0	1	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	88	88	0	0	0	0	0	0	0	0	1	88	88	0	0	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	2	88	10	-88	2	88	5	-88	2	88	-11	-11	20	-11	-11	-88	-11	-11	-11	-11	20	-88	-11	-11	-11	-11	-11	-11	-11	-11	-22	-88	-88	-88	2	35	15	15	25	23	.699999988079071	.100000001490116	.200000002980232	.100000001490116	1.5	1	4	-88	.600000023841858	3	2.40000009536743	6	.5	2.5	1	-88	.25	5000	1000	30	-88	-88	-88	-88	-88	-88	-88	1000	-88	-88	1000	-88	-88	200	20	-88	10	-88	1000	600	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE81MC99	20	99	7	2	10	2009	10/2/2009	900	1	5	88	5	5	5	5	5	5	2	88	1	15	6	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	1	1	1	0	0	0	0	0	88	88	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	88	88	88	5	15	88	88	88	1	0	0	0	0	0	0	0	0	1	88	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	5	-88	5	1	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	88	88	88	5	5	15	15	15	15	10	-88	5	5	5	10	15	15	-88	-88	-88	1	1	6	6	6	6	6	88	1	1	1	6	1	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	0	0	1	0	1	88	0	1	0	0	1	0	0	0	0	88	88	0	1	0	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	25	-11	-88	-88	4	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	12	12	18	16	.5	.100000001490116	.200000002980232	.200000002980232	1.5	1.60000002384186	3.20000004768372	-88	.600000023841858	2.5	1.60000002384186	7	1	4	1.20000004768372	-88	.200000002980232	-88	-88	37.5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	24	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE82MC01	22	99	67	2	12	2009	12/2/2009	600	1	5	88	2	3	5	5	5	5	4	88	1	15	6	88	88	60	-88	88	88	88	-88	0	0	0	1	0	0	0	88	0	0	0	1	0	0	0	88	0	0	0	0	0	 	 	0	0	0	1	0	0	0	0	0	88	88	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	-88	-88	20	88	88	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	88	88	88	20	20	20	20	45	45	20	20	-77	-88	-88	20	45	120	-88	-88	-88	6	6	6	6	6	6	6	6	88	88	88	6	6	6	88	88	88	0	0	1	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	0	88	88	88	88	0	1	0	0	0	0	0	0	88	1	0	0	0	88	88	1	0	0	0	0	88	88	0	1	1	0	0	1	0	0	0	88	88	0	1	1	0	0	1	0	0	0	 	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	0	88	10	-88	0	88	-11	-88	88	88	-11	-11	-11	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	28	15	18	30	25	.5	.5	1.5	1.70000004768372	1	1.29999995231628	3	8	.699999988079071	3	2.20000004768372	3.70000004768372	.800000011920929	3.79999995231628	1.60000002384186	-88	.300000011920929	1000	500	25	-88	-88	-88	-88	-88	-88	1400	1400	3000	1000	1000	-88	-88	250	25	-88	15	-88	-88	1500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3.5	-88	-88
PE82MC02	24	99	7	14	8	2009	8/14/2009	3811	2	4	88	1	4	4	5	4	5	3	88	1	10	7	88	88	10	20	7	88	88	20	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	1	0	1	0	0	 	 	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	88	9	9	15	15	88	1	1	1	0	0	0	0	0	0	1	88	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	-88	-88	10	88	88	7	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	88	88	88	-88	20	20	20	20	20	-88	-88	20	-88	-88	-88	1	20	88	88	88	88	7	7	7	7	7	88	88	7	88	88	88	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	3	4	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	1	1	0	1	88	1	1	1	0	1	1	0	1	0	88	88	1	1	1	0	1	0	0	1	0	88	88	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	88	0	0	0	0	0	0	0	0	0	1	88	1	0	0	1	1	0	0	0	0	88	88	1	0	0	1	1	0	0	0	0	88	88	25	-88	0	88	-11	-88	88	88	10	-88	0	88	-11	-11	30	25	25	18	5	-11	-11	25	-11	18	-11	-11	-11	-11	-11	-11	-11	-11	25	-11	3.5	3	1.5	35	20	18	33	30	.5	.0299999993294477	.140000000596046	.0700000002980232	1.20000004768372	1.5	3.79999995231628	-88	.600000023841858	2.79999995231628	2	6	.400000005960464	4.5	1	10	.25	30000	15000	-77	-88	-88	12	-88	-88	15	-88	1000	1200	300	-88	-88	70	250	20	15	13	-88	-88	2000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE82MC04	1	99	69	11	11	2009	11/11/2009	800	3	5	88	2	1	5	5	5	4	4	88	1	40	6	88	88	60	120	6	88	88	120	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	1	0	1	1	0	0	0	0	1	88	88	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	88	88	88	88	5	88	88	88	88	1	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	-88	-88	40	88	88	6	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	88	88	88	10	-88	90	90	90	40	-77	-88	-88	-88	-88	-88	90	90	-88	-88	-88	6	88	6	6	6	6	88	88	88	88	88	88	6	6	88	88	88	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	6	7	0	1	88	0	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	1	0	1	0	88	88	0	1	1	0	1	1	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	-88	6	88	10	-88	6	88	-22	-88	0	88	-11	10	30	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	35	12	12	24	18	1.5	.0299999993294477	.140000000596046	.0500000007450581	.800000011920929	1.20000004768372	2.79999995231628	-88	.600000023841858	2.5	2	5	.800000011920929	4.5	1.20000004768372	-88	.200000002980232	-88	10000	2	-88	-88	-88	-88	-88	-88	4000	800	800	-88	-88	-88	-88	300	12	-88	8	-88	600	500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2.5	-88	-88
PE82MC05	1	99	69	27	10	2009	10/27/2009	1000	3	5	88	1	2	5	5	5	5	4	88	1	-88	88	88	88	-88	60	6	88	88	60	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	1	0	0	88	88	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	88	88	88	11	5	88	88	88	0	0	0	0	0	0	0	1	0	88	88	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	-88	-88	60	88	88	6	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	88	88	88	60	-88	60	60	60	60	60	-88	60	-88	-88	-88	60	60	-88	-88	-88	6	88	6	6	6	6	6	88	6	88	88	88	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	4	88	4	88	1	0	0	0	0	0	0	0	88	1	0	1	0	0	88	1	0	0	0	0	1	88	0	1	1	0	1	1	0	0	1	1	88	0	1	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	88	88	1	1	1	1	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	1	88	1	0	0	1	0	0	0	0	0	0	88	18	-88	0	88	15	-88	0	88	12	-88	0	88	-11	-11	25	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	35	17	17	25	20	.5	.0299999993294477	.300000011920929	.200000002980232	.5	2	3.40000009536743	-88	.600000023841858	2.59999990463257	1.60000002384186	6	1	6	1.29999995231628	-88	.300000011920929	-88	8000	10	-88	-88	-88	-88	-88	-88	3000	700	-88	-88	-88	120	-88	350	20	-88	10	-88	1000	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE82MC06	1	99	1	24	10	2009	10/24/2009	800	3	5	88	1	2	5	5	5	5	4	88	1	26	1	88	88	26	290	6	88	88	90	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	1	0	1	0	0	0	1	0	0	88	88	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	88	88	88	88	5	88	88	88	88	1	1	0	0	0	0	0	1	0	88	88	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	-88	-88	90	88	88	6	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	88	88	88	35	-88	90	90	90	90	90	-88	-88	-88	-88	-88	90	90	-88	-88	-88	1	88	6	6	6	6	6	88	88	88	88	88	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	7	88	10	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	1	0	0	1	0	0	0	0	1	88	0	1	0	0	1	1	0	0	0	 	88	99	1	1	1	1	0	1	0	1	1	1	1	88	88	99	1	1	1	1	1	1	0	1	1	1	1	88	88	1	0	0	0	0	0	0	1	0	88	88	0	1	0	1	1	1	0	1	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	1	0	0	1	0	0	88	88	10	-88	6	88	10	-88	6	88	8	-88	0	88	-11	20	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	12	13	30	20	-88	.00999999977648258	.0199999995529652	.0199999995529652	.759999990463257	1.5	3.70000004768372	-88	.600000023841858	2.79999995231628	2.29999995231628	6	1	2.5	1.5	-88	.300000011920929	1500	500	5	-88	-88	-88	-88	-88	-88	2500	1000	1500	200	700	300	-88	100	20	-88	30	-88	2500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE82MC07	1	99	73	25	10	2009	10/25/2009	1200	3	5	88	1	2	5	5	5	5	4	88	1	-88	88	88	88	-88	20	2	88	88	20	0	1	1	1	0	1	0	88	0	1	0	0	0	0	0	88	0	0	1	1	0	 	 	0	0	0	0	0	0	0	0	0	88	88	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	88	88	88	88	5	88	88	88	88	1	1	1	0	0	1	1	1	0	88	88	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	-88	-88	-88	88	88	88	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	88	88	88	-88	-88	20	20	20	20	-77	-88	20	-88	-88	-88	20	240	-88	-88	-88	88	88	6	6	6	6	77	88	6	88	88	88	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	1	88	1	88	6	88	6	0	0	0	0	0	0	0	0	1	1	0	0	0	88	88	1	1	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	0	0	1	1	1	1	1	88	88	1	1	1	1	0	1	0	0	0	88	88	0	1	1	1	0	1	0	0	0	88	88	0	0	0	1	0	0	1	0	0	88	88	0	0	0	1	0	0	1	0	0	88	88	18	-88	0	88	18	-88	0	88	-11	-88	88	88	-11	30	30	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	.800000011920929	30	10	10	15	20	.5	1	1.20000004768372	.5	1	1.79999995231628	2.5	5	.800000011920929	2.79999995231628	2	6.5	.300000011920929	5	2.20000004768372	-77	.300000011920929	-88	15000	15	-88	-88	-88	-88	-88	-88	2000	800	-88	-88	1500	100	-88	-88	20	30	30	-88	-88	1000	-88	-88	2000	150	-88	-88	60	100	-88	-88	-88	-88	500	-88	-88	-88	3000	250	-88	-88	80	300	-88	-88	-88	-88	1500	-88	2	-88	-88
