placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE82MC08	1	99	6	25	10	2009	10/25/2009	40	5	5	2	1	5	5	5	5	5	5	88	1	20	1	88	88	20	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	1	1	0	 	 	0	0	1	0	0	0	0	0	0	88	88	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	-88	20	20	88	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	88	88	20	20	15	15	15	-77	20	-88	20	20	20	20	15	15	-88	-88	-88	1	1	6	6	6	77	1	88	1	1	1	1	6	6	88	88	88	0	0	0	0	0	1	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	88	88	88	88	88	0	0	0	0	0	0	0	1	88	1	0	0	0	88	88	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	0	1	1	88	88	1	1	1	1	1	0	0	1	1	0	1	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	-88	0	88	15	-88	0	88	10	-88	0	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	8.80000019073486	30	10	10	15	20	.5	1	1.20000004768372	.5	1	1.79999995231628	2.5	5	.800000011920929	2.79999995231628	2	6.5	.300000011920929	5	2.20000004768372	18	.300000011920929	8000	3000	30	-88	-88	-88	-88	-88	-88	3000	900	1500	-88	1000	-88	-88	400	25	-88	10	-88	2000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1.5	-88	-88
PE82MC09	1	99	58	26	10	2009	10/26/2009	200	5	5	3	1	2	5	5	5	5	4	88	1	30	6	88	88	30	-88	88	88	88	-88	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	0	0	0	0	0	0	88	88	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	-88	-88	90	88	88	6	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	88	88	88	30	-77	30	90	90	90	90	-88	90	-88	60	60	90	90	-88	-88	-88	6	88	6	6	6	6	6	88	6	88	1	1	6	6	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	88	88	88	88	88	0	0	0	0	0	1	0	0	88	1	0	0	0	88	88	1	0	0	0	0	88	88	0	1	1	1	1	1	0	0	0	88	88	88	1	1	0	1	0	0	0	0	 	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	1	0	1	0	0	0	0	0	0	88	88	0	0	1	0	0	0	0	0	0	88	88	1	0	1	0	1	0	0	0	0	88	88	1	0	1	0	1	0	0	0	0	88	88	15	-88	0	88	15	-88	0	88	-11	-88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	17	12	10	23	18	-88	-88	-88	-88	1.20000004768372	2.5	3.5	10	-88	3	2.40000009536743	6	1	2.5	2	12.5	.25	-88	4000	7.5	-88	-88	-88	-88	-88	-88	2500	1000	5000	500	2000	100	-88	15	25	-88	20	-88	1000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	4	-88	-88
PE82MC10	1	99	12	26	10	2009	10/26/2009	50	5	5	3	1	2	5	5	5	5	5	88	1	60	6	88	88	120	-88	88	88	88	-88	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	1	1	0	 	 	0	1	1	0	0	0	0	0	1	88	88	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	88	88	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	60	-88	60	1	88	1	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	180	-88	180	180	180	180	60	60	60	60	60	60	180	180	-88	-88	-88	6	88	6	6	6	6	1	1	1	1	1	1	6	6	88	88	88	0	0	1	0	0	0	0	88	1	0	0	0	0	0	1	88	24	7	0	1	88	0	88	0	88	88	88	88	88	0	0	0	0	1	0	0	0	88	0	0	0	0	88	88	0	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	1	0	1	88	88	1	1	1	1	1	1	1	1	0	1	0	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	12	-88	0	88	10	-88	0	88	-22	-88	88	88	-11	-11	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2	15	10	8	20	15	1	.300000011920929	.5	.5	1	1.79999995231628	2	5	1	2.5	2	7	.5	2	3	8	.5	-88	-88	10	4000	2000	-88	5000	3000	-88	-77	-77	-77	-77	-77	-88	-88	-77	20	15	10	-88	-77	-77	1500	1000	2000	500	600	-88	-88	300	-88	-88	-88	-88	2000	500	200	1500	2500	600	650	-88	-88	350	-88	-88	-88	-88	2500	600	-77	10	15
PE82MC11	1	99	69	9	10	2009	10/9/2009	700	1	5	88	5	5	5	5	5	5	2	88	1	15	1	88	88	15	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	1	0	0	1	0	0	0	0	1	88	88	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	88	88	88	15	5	88	88	88	1	0	0	0	0	0	1	0	0	1	88	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	-88	15	5	88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	88	88	88	15	-88	15	15	15	15	5	5	15	5	5	15	15	15	-88	-88	-88	1	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	88	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	1	1	0	1	0	1	88	1	0	0	1	0	1	88	0	0	1	0	1	0	0	0	0	88	88	0	0	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	20	-11	-11	-88	10	-11	-11	-11	-11	-88	-11	-11	-11	-11	-11	-11	-11	-11	6	-88	-88	-88	1.5	30	15	15	25	25	1.5	.0299999993294477	.150000005960464	.0399999991059303	1	1.70000004768372	3.20000004768372	-88	.600000023841858	2.59999990463257	1.79999995231628	6	.5	4.5	1.20000004768372	-88	.200000002980232	-88	-88	7	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	200	24	-88	-88	-88	-88	32	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE82MC12	1	99	69	9	10	2009	10/9/2009	600	5	1	88	5	5	5	5	5	2	3	88	1	5	5	88	88	5	-88	88	88	88	-88	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	1	0	1	0	0	0	0	0	1	88	88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	0	0	0	0	1	88	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	5	5	5	10	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	88	88	88	5	-88	5	5	5	5	-88	5	5	5	5	5	5	5	-88	-88	-88	5	88	5	5	5	5	88	5	5	1	1	5	5	5	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	88	6	7	0	1	88	1	88	1	88	1	88	1	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	0	0	1	0	1	88	1	0	1	0	1	0	0	0	0	88	88	0	0	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	20	-11	15	15	6	-11	-11	-11	15	10	-11	-11	-11	-11	-11	-11	-11	-11	-11	10	-88	-88	1.5	30	20	20	25	20	1.5	.0299999993294477	.150000005960464	.0399999991059303	1	1.5	3.5	-88	.600000023841858	2.59999990463257	1.89999997615814	6	.5	4.5	1	-88	.200000002980232	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	150	40	-88	-88	-88	-88	30	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE82MC13	1	99	68	26	10	2009	10/26/2009	50	5	5	3	1	2	5	5	5	5	5	88	1	300	2	88	88	480	-88	88	88	88	-88	0	0	0	1	0	0	0	88	0	0	0	1	0	0	0	88	0	0	0	0	0	 	 	0	1	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	300	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	300	300	540	540	540	540	-77	60	300	60	300	60	540	540	-88	-88	-88	2	2	6	6	6	6	77	1	2	1	2	1	6	6	88	88	88	0	0	0	0	0	1	0	88	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	0	88	0	0	0	0	88	88	0	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	 	0	 	88	1	0	1	1	1	0	1	1	0	1	1	0	88	88	1	0	1	1	1	0	1	1	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	.150000005960464	-88	2	88	15	-88	2	88	15	-88	2	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2	45	15	15	30	25	2	.5	.75	.100000001490116	1.5	3	3.29999995231628	5.5	.800000011920929	3	3	6.5	1.20000004768372	2.5	1.79999995231628	-88	.25	-88	4000	-77	-88	-88	-77	-88	-88	-77	2500	1200	4500	1800	2500	120	-88	350	30	-88	20	-88	400	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	-88	-88
PE82MC14	2	99	66	18	11	2009	11/18/2009	8500	5	4	88	1	3	4	2	5	4	4	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	1	0	0	0	0	0	88	1	1	88	88	88	88	88	88	1	1	1	1	0	 	 	1	1	1	1	1	1	0	0	1	1	88	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	88	88	88	88	4	88	88	88	88	1	1	0	0	0	0	0	0	0	88	88	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	88	88	88	-88	-88	3	-88	-88	4	4	3	-88	-88	-88	-88	3	-88	-88	-88	-88	88	88	7	88	88	7	7	7	88	88	88	88	7	88	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	1	88	1	88	1	0	0	1	0	0	0	0	88	1	0	1	0	88	88	1	1	88	1	88	88	88	0	1	1	0	1	0	0	1	0	88	88	88	1	1	88	1	88	88	1	88	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	88	1	1	1	88	88	1	1	1	1	0	1	0	1	0	88	88	1	1	1	1	88	0	88	0	88	88	88	1	1	1	1	1	1	1	1	0	88	88	0	1	0	0	1	0	1	0	88	88	88	20	-88	0	88	20	-88	0	88	10	-88	0	88	11	30	40	-11	-88	-88	4	-11	-11	-11	-88	-88	0	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	50	10	10	-99	19	1.5	.200000002980232	.5	.5	1	2.5	4	-77	.600000023841858	2.5	2.40000009536743	7	.800000011920929	5	1	-77	.300000011920929	-88	3000	35	-88	-88	-88	-88	-88	-88	800	500	1200	300	1000	150	60	600	20	15	15	-88	3500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	25	-88	-88
PE82MC15	2	99	15	23	10	2009	10/23/2009	3200	5	5	88	1	2	5	5	5	5	3	88	1	15	7	88	88	7	-88	88	88	88	-88	1	1	0	0	0	0	0	88	1	1	0	0	0	0	0	88	0	0	1	0	0	 	 	1	0	1	0	0	0	0	0	0	88	88	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	88	88	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	-88	-88	20	88	88	7	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	88	88	88	20	-88	20	20	20	20	20	-88	20	-88	-88	-88	-88	40	-88	-88	-88	7	88	7	7	7	7	7	88	7	88	88	88	88	7	88	88	88	1	0	1	0	0	1	1	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	4	88	6	88	1	0	1	0	1	0	0	1	88	1	0	0	0	88	88	1	1	0	1	0	88	88	0	1	1	0	1	1	0	0	0	88	88	1	1	1	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	1	1	1	88	88	1	1	1	1	1	0	0	0	0	1	0	0	88	88	1	1	1	1	1	1	0	0	1	88	88	0	0	1	1	1	0	0	0	1	88	88	0	1	0	0	0	0	0	0	0	88	88	0	1	0	1	0	0	0	0	0	88	88	15	-88	6	88	10	-88	6	88	-11	-88	88	88	-11	25	20	-11	-88	-88	20	15	20	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1	40	25	25	40	35	.400000005960464	.300000011920929	.300000011920929	.300000011920929	1	2.5	4	-99	.5	2.20000004768372	1.20000004768372	7	.5	4	2	3	.300000011920929	-88	-88	-88	7000	769	8.93000030517578	10000	381.6	11.96	800	600	1500	600	-88	80	-88	300	25	20	15	-88	1500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE82MC16	2	99	66	22	10	2009	10/22/2009	7500	5	1	88	5	5	5	5	5	5	5	88	1	10	7	88	88	10	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	1	1	1	1	1	1	0	0	0	88	88	77	1	0	1	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	1	1	0	1	1	1	1	88	88	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	88	88	88	10	20	20	20	20	20	-88	20	-88	-88	-88	25	15	10	-88	-88	-88	7	7	7	7	7	7	88	7	88	88	88	7	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	1	1	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	0	0	1	0	0	0	0	0	0	88	88	0	0	1	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	25	30	20	-88	-88	20	-11	-11	20	-88	-88	-11	-11	-11	-11	15	15	20	40	-88	-88	-88	-88	2.5	30	15	15	30	25	5	.5	.5	1.5	1	2	3.79999995231628	-99	1	2.5	2	6	1	4	2	-77	.200000002980232	-88	-88	100	-88	-88	-88	-88	-88	-88	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-88	800	500	800	150	200	80	70	200	20	20	15	-77	-77	-88	1000	800	900	200	250	100	80	250	25	25	20	-77	-77	-88	-77	-77	-77
PE82MC17	2	99	76	20	10	2009	10/20/2009	15000	1	5	88	5	5	5	5	5	5	2	88	1	15	1	88	88	15	15	1	88	88	15	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	1	0	1	0	0	0	0	0	1	88	88	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	88	88	88	88	11	88	88	88	88	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	88	20	-88	20	20	20	20	20	-88	-88	-88	-88	-88	15	20	-88	-88	-88	1	88	1	1	1	1	1	88	88	88	88	88	1	1	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	18	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	0	0	1	0	0	0	0	88	88	0	1	0	0	1	0	0	0	0	88	88	1	1	1	1	1	1	1	1	0	1	1	1	88	88	1	1	1	1	1	0	1	1	0	1	1	1	88	88	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	1	0	0	0	88	88	0	0	0	0	0	1	0	0	0	88	88	20	-88	0	88	-11	-88	88	88	10	-88	2	88	-11	20	25	-11	-88	-88	15	-11	-11	-11	-88	-88	15	10	15	-11	10	10	15	10	-88	-88	-88	-88	1.29999995231628	45	15	15	28	28	1	.0199999995529652	.150000005960464	.0799999982118607	1	2	4	-77	.699999988079071	2.59999990463257	2.20000004768372	6	.699999988079071	4.80000019073486	1	-77	.300000011920929	-88	-88	150	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	-88	-88	-88	-12	-88	-88	-88	-88	-88	-88	-88	-88	80	-88	150	25	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	120	-88	300	30	25	-88	-88	-88	-88	-88	-88	-88
PE82MC18	2	99	76	21	10	2009	10/21/2009	1000	1	5	88	5	5	5	5	5	5	2	88	1	10	7	88	88	10	15	7	88	88	15	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	0	0	0	0	1	0	1	0	88	88	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	88	88	88	15	-88	15	15	15	15	10	-88	10	10	10	-88	10	15	-88	-88	-88	7	88	7	7	7	7	1	88	7	1	1	88	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	1	1	0	0	1	0	0	0	0	88	88	1	1	0	0	1	0	0	0	0	88	88	1	1	1	1	1	1	1	1	0	0	1	1	88	88	1	1	1	1	1	0	1	1	0	0	0	1	88	88	0	0	1	1	0	0	0	0	0	88	88	0	0	1	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	20	-88	0	88	15	-88	0	88	10	-88	2	88	-11	-11	30	-11	20	-88	20	-11	-11	-11	15	-88	-11	-11	15	-11	-11	-11	-11	-11	10	-88	-88	-88	1.5	45	15	15	25	25	.5	.0500000007450581	.150000005960464	.0500000007450581	1.20000004768372	2.20000004768372	4	-77	.699999988079071	2.59999990463257	2.40000009536743	6	.699999988079071	5	1	-77	.300000011920929	-88	-88	150	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	200	25	15	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
