CHILDCODE	LANGIDR5	LNCNSPR5	LNSPKR5	LNREADR5	LNWRTER5
71015	1	41	1	1	1
71018	1	41	1	1	1
71019	1	41	1	1	1
71019	2	51	2	2	2
71019	3	53	4	4	4
71020	1	41	1	1	1
71020	2	51	4	4	4
71021	1	41	1	1	1
71021	2	51	3	3	3
71023	1	41	1	2	2
71024	1	41	1	1	1
71024	2	51	4	3	3
71025	1	41	1	1	1
71026	1	41	1	2	2
71027	1	41	2	2	2
71027	2	51	4	4	4
71028	1	41	2	2	2
71029	1	41	1	1	1
71029	2	51	4	4	4
71031	1	41	1	1	1
71032	1	41	2	2	2
71033	1	41	1	1	1
71033	2	51	3	4	4
71034	1	41	1	1	1
71035	1	41	1	1	1
71036	1	41	1	1	1
71037	1	41	1	1	1
71037	2	51	2	3	3
71038	1	41	2	2	2
71038	2	51	4	4	4
71039	1	41	1	1	1
71039	2	51	4	4	4
71041	1	41	1	1	1
71041	2	51	4	4	4
71042	1	41	2	2	2
71042	2	51	3	3	3
71043	1	41	1	1	1
71044	1	41	1	1	1
71046	1	41	1	1	1
71046	2	51	4	4	4
71047	1	41	1	1	1
71048	1	41	1	1	1
71048	2	51	4	3	4
71049	1	41	2	2	2
71049	2	51	4	3	3
71073	1	41	1	1	1
71073	2	51	2	3	3
71097	1	41	1	1	1
71097	2	51	3	2	3
71112	1	41	1	1	1
71112	2	51	1	1	1
71112	3	55	1	2	2
71120	1	41	1	1	1
71120	2	51	3	3	3
71120	3	55	4	4	4
71121	1	41	3	4	4
81001	1	41	1	1	2
81003	1	41	1	1	1
81003	2	51	2	3	3
81004	1	41	2	2	2
81005	1	41	1	1	1
81005	2	51	4	3	4
81006	1	41	1	1	1
81006	2	51	3	4	4
81007	1	41	1	1	1
81007	2	51	3	3	3
81008	1	41	1	1	1
81008	2	51	4	4	4
81009	1	41	3	5	5
81010	1	51	1	1	1
81010	2	51	4	3	3
81011	1	41	1	1	1
81012	1	41	1	1	1
81012	2	51	2	2	3
81012	3	42	4	4	4
81013	1	41	1	4	4
81017	1	41	1	1	1
81017	2	51	4	4	4
81018	1	41	2	3	3
81018	2	51	4	4	4
81019	1	41	1	1	1
81020	1	41	1	1	1
81020	2	51	3	3	3
81021	1	41	1	1	1
81021	2	51	5	4	4
81022	1	41	2	2	2
81022	2	51	3	3	3
81023	1	41	1	1	1
81024	1	41	1	1	1
81024	2	51	4	3	4
81025	1	41	2	2	3
81026	1	41	1	1	1
81026	2	51	3	3	3
81028	1	41	1	1	1
81029	1	41	1	1	1
81029	2	51	5	4	4
81030	1	41	1	1	1
81030	2	51	4	3	4
81031	1	41	1	1	2
81031	2	51	3	3	3
81032	1	41	1	1	1
81032	2	51	4	4	4
81035	1	41	1	1	1
81035	2	51	2	3	3
81036	1	51	3	2	3
81038	1	41	1	1	1
81038	2	51	3	1	1
81039	1	41	1	1	1
81041	1	41	1	2	2
81041	2	51	3	3	3
81042	1	41	2	1	2
81043	1	41	1	1	1
81043	2	51	4	4	4
81045	1	41	1	1	1
81046	1	41	1	1	1
81047	1	41	2	1	1
81047	2	51	4	3	4
81049	1	41	1	1	1
81049	2	51	3	2	2
81049	3	52	3	3	3
81050	1	41	1	1	1
81050	2	56	4	4	4
81050	3	51	3	3	4
81073	1	41	1	1	1
81092	1	41	1	1	1
81105	1	41	1	1	1
81105	2	51	4	3	3
81108	1	41	3	4	4
81120	1	41	1	1	1
81120	2	51	3	3	3
81130	1	41	2	2	2
81139	1	41	2	2	2
81139	2	51	4	4	4
81145	1	41	1	1	1
81150	1	41	1	1	1
81150	2	51	3	2	3
81150	3	53	4	3	3
81150	4	56	4	3	3
81152	1	41	1	1	1
91001	1	41	1	2	2
91001	2	49	1	2	2
91003	1	41	1	1	1
91003	2	42	1	4	4
91003	3	49	1	5	5
91005	1	41	1	1	1
91005	2	51	1	1	3
91006	1	41	2	2	2
91006	2	49	2	5	5
91008	1	41	2	2	2
91008	2	48	1	5	5
91009	1	41	1	2	2
91009	2	48	1	5	5
91009	3	42	4	5	5
91010	1	41	2	2	2
91010	2	48	2	5	5
91011	1	44	1	2	2
91011	2	41	3	2	3
91012	1	41	3	3	3
91012	2	44	3	5	5
91014	1	41	2	3	4
91014	2	44	1	5	5
91015	1	41	2	3	3
91015	2	44	2	5	5
91016	1	44	1	5	5
91016	2	41	4	5	5
91017	1	41	1	2	2
91017	2	44	2	1	4
91019	1	41	1	1	1
91019	2	44	1	1	1
91020	1	41	3	3	3
91020	2	44	2	3	5
91021	1	41	2	5	5
91021	2	44	2	5	5
91022	1	41	2	2	2
91022	2	48	2	5	5
91024	1	41	2	3	4
91024	2	48	2	5	5
91025	1	41	3	3	4
91025	2	48	2	5	5
91026	1	41	3	3	3
91026	2	42	3	5	5
91027	1	41	2	2	3
91027	2	48	2	5	5
91028	1	41	3	2	3
91028	2	44	4	5	5
91028	3	42	4	5	4
91028	4	49	4	5	5
91029	1	41	3	4	4
91029	2	49	2	5	5
91030	1	41	3	2	3
91030	2	48	2	5	5
91031	1	41	2	3	4
91031	2	48	2	5	5
91032	1	44	1	3	4
91032	2	41	2	3	4
91033	1	41	3	3	3
91033	2	44	2	5	5
91036	1	41	2	2	2
91036	2	44	1	2	4
91037	1	41	3	3	3
91037	2	44	2	5	5
91039	1	41	2	2	2
91039	2	44	2	5	5
91042	1	41	2	3	4
91042	2	44	1	2	3
91044	1	41	2	2	2
91044	2	44	2	5	5
91045	1	41	3	3	3
91045	2	44	2	5	5
91046	1	41	2	2	2
91046	2	49	2	5	5
91047	1	41	1	1	1
91047	2	49	3	5	5
91048	1	41	2	2	2
91048	2	44	2	2	5
91049	1	41	3	3	4
91049	2	44	1	3	4
91052	1	41	2	2	2
91052	2	48	1	77	5
91053	1	41	2	3	3
91056	1	41	1	2	2
91056	2	48	1	5	77
91057	1	41	2	3	3
91057	2	48	3	5	5
91061	1	41	4	4	4
91061	2	44	2	5	5
91062	1	41	3	3	3
91062	2	44	2	5	5
91070	1	41	3	4	4
91070	2	44	2	5	5
91071	1	44	1	5	5
91071	2	41	1	3	3
101001	1	41	2	5	5
101001	2	44	2	5	5
101004	1	41	1	2	2
101005	1	41	1	1	1
101010	1	41	1	1	1
101011	1	41	1	1	1
101013	1	41	1	1	1
101013	2	51	4	3	3
101014	1	41	2	2	2
101015	1	41	2	1	2
101016	1	41	1	2	1
101016	2	51	3	4	4
101017	1	41	2	2	2
101018	1	45	3	3	5
101018	2	41	1	1	1
101018	3	51	3	3	3
101019	1	41	2	2	2
101020	1	41	1	1	1
101021	1	41	3	2	2
101022	1	41	2	3	3
101024	1	41	2	3	3
101025	1	41	2	2	2
101027	1	41	1	1	1
101028	1	41	2	2	2
101030	1	41	2	2	2
101030	2	51	4	4	4
101031	1	41	1	1	1
101034	1	41	2	2	2
101035	1	41	2	2	2
101036	1	41	1	1	1
101037	1	45	3	4	4
101037	2	41	1	1	1
101038	1	41	2	2	2
101038	2	45	2	5	5
101040	1	41	1	1	1
101041	1	41	2	3	3
101043	1	41	1	2	2
101043	2	43	2	5	5
101044	1	41	1	2	2
101044	2	43	2	5	5
101045	1	41	1	1	1
101045	2	43	1	5	5
101047	1	41	1	1	1
101047	2	43	2	3	3
101048	1	41	1	2	2
101048	2	43	1	5	5
101049	1	41	2	2	2
101049	2	43	2	5	5
101050	1	41	2	2	2
101050	2	51	3	4	4
101064	1	41	1	1	1
101075	1	41	1	2	2
101083	1	41	2	2	2
101083	2	43	2	5	5
111001	1	41	1	1	1
111001	2	51	3	2	2
111002	1	41	1	1	1
111002	2	41	3	3	4
111003	1	41	1	1	1
111004	1	41	2	2	2
111005	1	44	2	2	2
111005	2	41	2	2	2
111006	1	41	1	1	1
111006	2	44	1	3	3
111006	3	51	4	4	4
111008	1	41	2	3	3
111008	2	42	4	4	5
111009	1	41	1	1	1
111009	2	45	1	77	77
111010	1	41	1	1	1
111010	2	51	3	3	3
111011	1	41	1	1	1
111012	1	41	1	1	1
111012	2	51	4	4	4
111013	1	41	1	1	1
111013	2	51	3	3	3
111014	1	41	1	1	1
111014	2	51	3	3	3
111015	1	41	2	1	2
111015	2	51	2	1	2
111015	3	42	4	3	3
111016	1	41	1	1	1
111016	2	51	4	4	4
111018	1	41	1	1	1
111018	2	51	4	4	4
111019	1	41	1	1	1
111019	2	51	4	4	3
111020	1	41	1	1	1
111021	1	41	3	3	3
111022	1	41	1	1	3
111022	2	42	4	5	5
111022	3	45	1	77	77
111025	1	41	2	2	2
111025	2	48	3	3	5
111027	1	41	1	1	1
111028	1	41	1	1	2
111028	2	48	1	5	5
111030	1	41	1	1	1
111031	1	41	2	2	3
111032	1	41	1	2	3
111033	1	41	1	1	1
111033	2	51	4	3	4
111033	3	55	3	3	4
111034	1	41	1	1	1
111034	2	51	4	4	4
111035	1	41	1	1	1
111035	2	51	4	4	4
111036	1	41	2	2	2
111038	1	41	2	2	2
111038	2	51	4	4	4
111039	1	41	1	1	1
111040	1	41	1	1	1
111040	2	51	3	3	3
111041	1	41	1	1	1
111042	1	41	1	3	3
111043	1	41	1	1	1
111044	1	41	1	2	2
111045	1	41	2	2	3
111048	1	41	1	1	1
111048	2	51	4	4	3
111050	1	41	1	1	1
111057	1	41	2	2	2
111057	2	48	2	5	5
111065	1	41	1	1	1
111065	2	51	4	4	4
111069	1	41	2	2	2
111069	2	48	2	4	5
111069	3	51	4	4	4
111086	1	41	2	2	2
111086	2	48	3	5	5
111109	1	41	1	1	1
111111	1	41	1	1	1
111111	2	51	4	4	4
111119	1	41	1	1	1
111119	2	51	1	1	4
121001	1	41	2	1	1
121001	2	51	3	2	2
121001	3	42	2	3	3
121002	1	41	1	1	1
121003	1	41	2	2	2
121003	2	51	4	4	4
121004	1	48	2	5	5
121004	2	41	2	2	2
121005	1	41	1	1	1
121005	2	51	3	3	4
121006	1	41	1	3	3
121007	1	41	1	1	1
121007	2	45	1	77	77
121008	1	45	4	4	5
121008	2	41	2	3	3
121008	3	42	4	4	5
121009	1	41	1	1	1
121009	2	51	1	1	1
121009	3	42	1	1	1
121011	1	41	1	1	1
121011	2	45	1	5	5
121011	3	42	3	4	4
121011	4	51	3	4	4
121012	1	41	1	1	1
121012	2	51	4	4	4
121012	3	52	3	3	4
121013	1	41	1	1	2
121013	2	51	3	3	3
121014	1	41	1	1	1
121019	1	48	2	77	77
121019	2	41	1	1	1
121019	3	51	4	3	3
121020	1	48	1	2	3
121020	2	41	2	2	2
121021	1	41	1	1	1
121022	1	45	3	77	77
121022	2	41	1	1	1
121022	3	44	3	3	3
121022	4	48	3	77	77
121023	1	41	1	1	1
121023	2	51	3	3	2
121025	1	41	1	1	1
121025	2	51	4	4	4
121028	1	41	1	1	1
121028	2	44	1	1	2
121030	1	44	1	1	5
121031	1	41	1	1	1
121032	1	41	1	1	1
121033	1	41	1	1	1
121033	2	51	4	4	4
121034	1	41	1	1	1
121034	2	51	4	4	4
121035	1	41	2	3	2
121035	2	48	2	5	5
121036	1	41	2	2	2
121037	1	41	1	1	1
121038	1	41	1	1	1
121038	2	51	4	4	4
121039	1	41	1	1	2
121040	1	41	3	3	3
121040	2	51	4	4	4
121041	1	49	1	1	1
121041	2	41	1	1	1
121042	1	41	1	1	1
121043	1	41	2	2	2
121044	1	41	1	1	1
121044	2	42	4	4	4
121044	3	51	3	3	3
121045	1	41	2	2	2
121047	1	41	1	1	1
121047	2	51	3	4	3
121048	1	41	2	2	2
121048	2	51	4	4	4
121049	1	41	1	1	1
121050	1	41	1	2	3
121052	1	41	1	1	1
121052	2	48	4	4	5
121057	1	41	2	2	2
121061	1	41	2	2	2
121061	2	51	4	4	4
121063	1	41	2	2	2
121063	2	45	2	2	5
121063	3	51	3	2	3
121074	1	41	1	4	4
121074	2	44	1	2	2
121088	1	41	1	1	1
121088	2	42	4	4	4
121094	1	41	2	2	2
121094	2	42	3	5	5
121109	1	44	3	5	4
121109	2	41	4	5	5
121124	1	41	3	3	3
121124	2	44	1	4	5
121126	1	41	1	1	1
131001	1	41	1	1	1
131001	2	51	3	3	3
131002	1	41	1	1	1
131002	2	51	4	3	4
131003	1	41	1	1	1
131003	2	51	4	4	4
131004	1	41	1	1	1
131005	1	41	1	1	1
131005	2	51	3	3	3
131006	1	41	1	1	1
131006	2	51	4	4	4
131007	1	41	1	1	2
131008	1	41	1	1	1
131008	2	51	4	4	4
131009	1	41	1	1	1
131009	2	51	3	3	3
131009	3	55	4	4	5
131010	1	41	1	1	1
131010	2	51	4	3	3
131011	1	41	1	1	1
131011	2	51	4	4	4
131012	1	41	1	1	1
131012	2	51	2	2	1
131012	3	56	3	3	4
131013	1	41	1	1	1
131013	2	51	3	3	3
131014	1	41	1	1	1
131014	2	51	3	3	3
131017	1	41	1	1	1
131017	2	51	3	2	3
131019	1	41	1	1	1
131019	2	51	3	3	3
131020	1	41	1	1	1
131020	2	51	4	4	5
131021	1	41	1	1	1
131021	2	51	4	4	4
131022	1	41	1	1	1
131022	2	51	4	3	4
131023	1	41	1	1	1
131023	2	51	4	3	3
131024	1	41	1	1	1
131025	1	41	1	1	1
131025	2	51	4	3	3
131026	1	41	1	1	1
131026	2	51	3	2	2
131027	1	41	1	1	1
131027	2	51	4	4	5
131028	1	41	1	1	1
131028	2	51	3	2	3
131030	1	41	2	1	1
131030	2	51	4	3	3
131031	1	41	2	1	1
131031	2	51	3	3	3
131033	1	41	1	1	1
131033	2	51	3	3	3
131033	3	55	3	2	2
131036	1	41	1	1	1
131036	2	51	5	5	5
131037	1	41	1	1	2
131037	2	51	3	3	3
131038	1	41	1	1	1
131038	2	51	3	3	4
131038	3	55	3	3	4
131039	1	41	1	1	1
131039	2	51	4	3	4
131040	1	41	1	1	1
131040	2	51	3	2	3
131041	1	41	1	1	1
131041	2	51	3	3	3
131042	1	41	1	1	1
131042	2	51	4	4	4
131043	1	41	1	1	1
131043	2	51	4	4	4
131044	1	41	1	1	1
131044	2	51	3	3	3
131045	1	41	1	1	1
131045	2	51	4	4	5
131046	1	41	1	1	1
131046	2	51	3	3	3
131047	1	41	1	1	1
131047	2	51	4	4	4
131048	1	41	1	1	1
131050	1	41	1	1	1
131050	2	51	4	4	4
131051	1	41	1	1	1
131051	2	51	3	2	2
131051	3	55	4	4	4
131053	1	41	1	1	1
131053	2	51	3	3	3
131054	1	41	1	1	1
131054	2	51	4	4	3
131055	1	41	1	1	1
131055	2	51	4	5	5
131058	1	41	1	1	1
131058	2	51	4	4	4
141001	1	41	1	1	1
141001	2	51	5	4	4
141002	1	41	1	1	1
141002	2	51	4	4	4
141003	1	41	1	1	1
141003	2	51	3	2	3
141003	3	55	3	3	3
141004	1	41	2	1	2
141004	2	51	3	3	3
141005	1	41	1	2	2
141005	2	51	4	3	3
141006	1	41	1	1	1
141006	2	51	4	3	3
141007	1	41	2	2	2
141009	1	41	1	1	1
141009	2	51	4	4	3
141010	1	41	1	1	1
141010	2	51	4	4	4
141010	3	55	4	4	3
141011	1	41	1	1	1
141011	2	55	2	1	3
141012	1	41	2	1	2
141012	2	51	3	2	3
141013	1	41	1	1	1
141013	2	51	4	4	4
141014	1	41	1	1	1
141014	2	51	4	4	4
141015	1	41	2	1	2
141015	2	51	4	4	5
141016	1	41	1	1	1
141016	2	51	3	3	3
141017	1	41	1	1	1
141017	2	51	4	4	4
141018	1	41	1	1	1
141018	2	42	2	3	3
