CHILDCODE	MEMIDR4	AGER3	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	LIVHSER4	YRDIEDR4	CHCSTER3	CHCSTER4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPATDR4	MEMCNSR4
111026	8	22	26	 	2	16	16	 	1	 	 	23	4	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111026	9	4	8	 	1	19	19	 	1	 	 	23	5	0	0	8	4	 	 	 	 	1	1	1	 	 	3	N
111026	10	 	4	 	2	 	19	 	1	 	 	23	5	0	1	8	4	 	 	 	 	 	 	 	 	 	 	N
111027	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
111027	1	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111027	2	38	42	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111027	3	23	27	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111027	4	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111027	5	17	21	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111027	6	 	60	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111027	7	 	50	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111027	8	 	50	 	1	 	26	 	1	 	 	23	11	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
111027	9	 	45	 	2	 	26	 	1	 	 	23	7	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111027	10	 	25	 	1	 	25	 	1	 	 	23	3	1	0	9	8	1	10	0	0	 	 	 	 	 	 	N
111027	11	 	23	 	1	 	28	 	1	 	 	23	3	0	0	9	8	1	7	0	0	 	 	 	 	 	 	N
111027	12	 	17	 	2	 	28	 	1	 	 	23	3	0	0	9	8	 	 	 	 	1	11	1	 	 	1	N
111028	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	8	0	0	 	 	 	 	 	 	N
111028	1	82	86	 	2	6	6	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	2	52	56	 	1	1	1	 	3	2000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111028	3	42	46	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111028	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	5	13	17	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	12	1	 	 	3	N
111028	6	 	25	 	1	 	25	 	1	 	 	23	3	1	0	7	9	0	 	 	 	 	 	 	 	 	 	N
111028	7	 	40	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111028	8	 	3	 	2	 	27	 	1	 	 	23	5	0	0	0	6	 	 	 	 	 	 	 	 	 	 	N
111028	9	 	50	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111028	10	 	27	 	1	 	28	 	1	 	 	23	3	1	0	7	9	0	 	 	 	 	 	 	 	 	 	N
111028	11	 	20	 	2	 	28	 	1	 	 	23	4	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
111028	12	 	4	 	1	 	19	 	1	 	 	23	5	0	0	11	10	 	 	 	 	 	 	 	 	 	 	N
111028	13	 	1	 	1	 	19	 	1	 	 	23	5	0	0	11	10	 	 	 	 	 	 	 	 	 	 	N
111029	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	13	1	1	 	 	 	 	 	 	N
111029	1	32	36	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111029	2	29	33	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111029	28	9	13	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	7	1	 	 	3	N
111030	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
111030	1	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111030	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
111030	28	10	14	 	2	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	8	1	 	 	3	N
111031	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
111031	1	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111031	2	30	34	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111031	3	13	17	 	2	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	13	1	 	 	3	N
111032	0	15	19	 	2	0	0	1	1	 	21	21	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
111032	1	77	81	 	2	6	6	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111032	2	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111032	3	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111032	4	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111032	5	14	18	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111032	6	 	52	 	1	 	26	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111032	7	 	40	 	2	 	26	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111032	8	 	20	 	1	 	25	 	1	 	 	21	3	1	0	7	6	1	12	0	0	 	 	 	 	 	 	N
111032	9	 	0	2	1	 	27	 	1	 	 	21	5	0	0	0	8	 	 	 	 	 	 	 	 	 	 	N
111033	0	15	19	 	2	0	0	1	2	 	21	21	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
111033	1	53	57	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
111033	2	45	49	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111033	3	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111033	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111033	5	16	20	 	2	7	7	 	1	 	 	21	3	0	0	2	1	1	13	0	0	 	 	 	 	 	 	N
111034	0	15	19	 	2	0	0	1	1	 	23	23	5	0	0	98	98	1	12	1	1	 	 	 	 	 	 	N
111034	1	67	71	 	2	6	6	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111034	2	38	42	 	1	1	1	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111034	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111034	4	 	20	 	2	 	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111035	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	9	0	0	 	 	 	 	 	 	N
111035	1	67	71	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111035	2	52	56	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111035	3	18	22	 	1	7	7	 	1	 	 	21	3	0	0	2	1	1	8	0	0	 	 	 	 	 	 	N
111035	4	14	18	 	2	7	7	 	1	 	 	21	3	0	0	2	1	1	9	0	0	 	 	 	 	 	 	N
111036	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	13	1	1	 	 	 	 	 	 	N
111036	1	45	49	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
111036	2	39	43	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	2	0	0	 	 	 	 	 	 	N
111036	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111038	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	4	3	1	9	0	0	 	 	 	 	 	 	N
111038	1	77	81	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111038	2	52	56	 	2	13	13	 	1	 	 	23	11	3	0	1	98	0	 	 	 	 	 	 	 	 	 	N
111038	3	42	46	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	10	0	0	 	 	 	 	 	 	N
111038	4	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
111038	5	17	21	 	2	7	7	 	1	 	 	23	3	0	0	4	3	1	9	0	0	 	 	 	 	 	 	N
111038	6	13	17	 	2	7	7	 	1	 	 	23	3	0	0	4	3	 	 	 	 	1	12	1	 	 	8	N
111039	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
111039	1	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	15	0	1	 	 	 	 	 	 	N
111039	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	8	0	0	 	 	 	 	 	 	N
111039	3	18	22	 	2	7	7	 	1	 	 	23	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
111039	4	13	17	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	12	1	 	 	1	N
111040	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	N
111040	1	62	66	 	2	6	6	 	1	 	 	23	5	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
111040	2	39	43	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	7	0	0	 	 	 	 	 	 	N
111040	3	36	40	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111040	4	35	39	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	5	32	36	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	6	30	34	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	7	27	31	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	8	25	29	 	1	13	13	 	1	 	 	23	7	0	0	1	98	1	16	0	0	 	 	 	 	 	 	N
111040	9	19	23	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	10	19	23	 	1	7	7	 	1	 	 	23	3	0	0	3	2	1	15	0	0	 	 	 	 	 	 	N
111040	11	13	17	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	12	1	 	 	11	N
111040	28	9	13	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	4	1	 	 	2	N
111040	29	 	11	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	5	1	 	 	11	N
111041	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
111041	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111041	2	34	38	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111041	3	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111041	4	14	18	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111041	5	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	10	0	20	15	 	 
111041	28	10	14	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	8	1	 	 	3	N
111041	29	 	60	 	2	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111041	30	 	25	 	1	 	25	 	1	 	 	23	3	1	0	29	98	0	 	 	 	 	 	 	 	 	 	N
111041	31	 	3	 	1	 	27	 	1	 	 	23	5	0	0	0	30	 	 	 	 	 	 	 	 	 	 	N
111044	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
111044	1	42	46	 	1	1	1	 	1	 	 	23	1	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
111044	2	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111044	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111044	4	14	18	 	1	7	7	 	1	 	 	23	3	1	0	2	1	1	12	1	1	 	 	 	 	 	 	N
111045	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
111045	1	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111045	2	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111045	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111045	4	14	18	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	7	0	0	 	 	 	 	 	 	N
111046	0	14	18	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	1	0	 	 	 	 	 	 	N
111046	1	41	45	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111046	2	37	41	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111046	3	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111046	4	 	53	 	1	 	26	 	1	 	 	23	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
111046	5	 	46	 	2	 	26	 	1	 	 	23	2	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
111046	6	 	26	 	1	 	25	 	1	 	 	23	3	1	0	5	4	1	11	0	0	 	 	 	 	 	 	N
111046	7	 	29	 	1	 	16	 	1	 	 	79	3	1	0	5	4	1	11	0	0	 	 	 	 	 	 	N
111046	8	 	27	 	2	 	14	 	1	 	 	23	4	1	0	98	98	1	15	1	4	 	 	 	 	 	 	N
111046	9	 	24	 	1	 	16	 	1	 	 	23	3	1	0	5	4	1	10	0	0	 	 	 	 	 	 	N
111046	10	 	18	 	2	 	14	 	1	 	 	23	4	1	0	98	98	1	12	1	4	 	 	 	 	 	 	N
111046	11	 	5	 	2	 	19	 	1	 	 	23	5	0	0	8	7	 	 	 	 	1	0	1	 	 	1	N
111046	12	 	3	 	2	 	19	 	1	 	 	23	5	0	0	8	7	 	 	 	 	 	 	 	 	 	 	N
111047	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
111047	1	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111047	2	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111048	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	3	2	1	10	1	0	 	 	 	 	 	 	N
111048	1	77	81	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111048	2	52	56	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111048	3	47	51	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111048	4	31	35	 	1	7	7	 	1	 	 	23	3	1	0	3	2	1	10	0	0	 	 	 	 	 	 	N
111048	5	19	23	 	2	7	7	 	1	 	 	23	3	0	0	3	2	1	14	1	2	 	 	 	 	 	 	N
111048	6	28	32	 	2	16	16	 	1	 	 	23	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
111048	7	5	9	 	1	19	19	 	1	 	 	23	5	0	0	6	4	 	 	 	 	1	0	1	 	 	1	N
111048	8	3	7	 	2	19	19	 	1	 	 	23	5	0	0	6	4	 	 	 	 	1	0	1	 	 	1	N
111048	9	 	5	 	1	 	19	 	1	 	 	23	5	0	0	6	4	 	 	 	 	1	0	1	 	 	1	N
111049	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	3	98	1	10	0	0	 	 	 	 	 	 	N
111049	1	67	71	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111049	2	42	46	 	1	1	1	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111049	3	35	39	 	2	1	1	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111049	28	11	15	 	2	7	7	 	1	 	 	23	3	0	0	3	98	 	 	 	 	1	9	1	 	 	3	N
111050	0	15	19	 	2	0	0	0	1	 	24	24	3	0	0	4	3	1	12	1	1	 	 	 	 	 	 	N
111050	1	67	71	 	1	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111050	2	62	66	 	2	6	6	 	1	 	 	24	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111050	3	42	46	 	1	1	1	 	1	 	 	24	1	1	0	2	98	1	9	0	0	 	 	 	 	 	 	N
111050	4	39	43	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111050	5	10	14	 	1	7	7	 	1	 	 	24	3	0	0	4	3	 	 	 	 	1	7	1	 	 	3	N
111051	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	3	2	1	10	0	0	 	 	 	 	 	 	N
111051	1	71	75	 	2	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111051	2	47	51	 	1	1	1	 	1	 	 	24	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111051	3	41	45	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111051	4	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111051	5	11	15	 	1	7	7	 	1	 	 	24	3	0	0	3	2	 	 	 	 	1	9	1	 	 	3	N
111053	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	3	2	1	12	0	1	 	 	 	 	 	 	N
111053	1	77	81	 	1	6	6	 	1	 	 	23	6	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
111053	2	43	47	 	1	1	1	 	1	 	 	23	1	1	0	98	1	1	12	0	0	 	 	 	 	 	 	N
111053	3	38	42	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111053	4	20	24	 	2	7	7	 	1	 	 	23	3	0	0	3	2	1	15	1	0	 	 	 	 	 	 	N
111053	5	18	22	 	1	7	7	 	1	 	 	23	3	0	0	3	2	1	15	1	0	 	 	 	 	 	 	N
111054	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
111054	1	51	55	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	2	52	56	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	3	37	41	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	4	29	33	 	1	7	7	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	5	27	31	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	6	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111054	7	 	23	 	1	 	25	 	1	 	 	23	3	1	0	8	98	1	5	0	0	 	 	 	 	 	 	N
111054	8	 	55	 	2	 	26	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111054	9	 	2	 	2	 	27	 	1	 	 	23	5	0	0	0	7	 	 	 	 	 	 	 	 	 	 	N
111054	10	 	17	 	1	 	28	 	1	 	 	23	3	0	0	8	98	 	 	 	 	1	11	1	 	 	3	N
111054	11	 	16	 	1	 	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	6	0	21	11	 	 
111055	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	98	1	5	0	0	 	 	 	 	 	 	N
111055	1	45	49	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	2	39	43	 	2	1	1	 	1	 	 	21	1	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
111055	3	37	41	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	4	32	36	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	5	29	33	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	6	27	31	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	7	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111055	8	12	16	 	2	7	7	 	1	 	 	21	3	0	0	2	98	 	 	 	 	1	9	1	 	 	3	N
111055	9	12	16	 	1	7	7	 	1	 	 	21	3	0	0	2	98	 	 	 	 	1	9	1	 	 	3	N
111055	28	 	13	 	2	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	6	1	 	 	3	N
111056	0	14	18	 	2	0	0	0	1	 	23	23	3	0	0	4	3	1	10	1	1	 	 	 	 	 	 	N
111056	1	87	91	 	2	18	18	 	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111056	2	67	71	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111056	3	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
111056	4	33	37	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
111056	5	23	27	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111056	6	13	17	 	2	7	7	 	1	 	 	23	3	0	0	4	3	 	 	 	 	1	10	1	 	 	1	N
111057	0	15	19	 	2	0	0	1	1	 	23	23	2	1	0	98	98	1	12	1	0	 	 	 	 	 	 	N
111057	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111057	2	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111057	3	7	11	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	6	1	 	 	3	N
111057	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	10	0	23	15	 	N
111057	29	 	22	 	1	 	25	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
121001	0	15	19	 	1	0	0	0	1	 	22	22	3	0	0	2	1	1	10	1	1	 	 	 	 	 	 	N
121001	1	37	41	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
121001	2	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121001	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	7	1	 	 	1	N
121002	0	14	18	 	1	0	0	0	1	 	22	22	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	N
121002	1	37	41	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121002	2	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	3	1	0	 	 	 	 	 	 	N
121002	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	6	1	 	 	1	N
121003	0	14	18	 	2	0	0	0	1	 	22	22	4	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
121003	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121003	2	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121003	3	17	21	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121003	4	 	50	 	1	 	26	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121003	5	 	45	 	2	 	26	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121003	6	 	26	 	1	 	25	 	1	 	 	22	3	1	0	5	4	1	10	0	0	 	 	 	 	 	 	N
121003	7	 	1	 	1	 	27	 	1	 	 	22	5	0	0	0	6	 	 	 	 	 	 	 	 	 	 	N
121004	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	N
121004	1	47	51	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
121004	2	42	46	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121004	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121004	4	17	21	 	2	7	7	 	1	 	 	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
121004	5	12	16	 	2	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	7	1	 	 	3	N
121005	0	14	18	 	1	0	0	0	1	 	23	23	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	N
121005	1	39	43	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121005	2	35	39	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
121005	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121005	4	15	19	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121006	0	14	18	 	2	0	0	1	1	 	23	23	2	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
121006	1	38	42	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121006	2	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
