CHILDCODE	NREGIDR4	MEMREGR4	NEG1DYR4	NEG1WGR4	NEG2DYR4	NEG2WGR4
41010	2	2	30	2400	0	0
41010	3	3	25	2000	0	0
41010	4	0	20	1600	0	0
41011	1	4	30	4500	20	3000
41011	2	5	20	3000	30	4500
41012	1	1	0	0	50	4000
41012	2	2	0	0	50	4000
41013	1	2	30	2400	20	1600
41013	2	3	30	2400	20	1600
41014	1	1	25	3000	20	2000
41014	2	2	25	3000	20	2000
41015	1	2	0	0	50	5000
41015	2	4	0	0	50	5000
41016	1	1	50	6000	0	0
41016	2	2	50	6000	0	0
41016	3	0	20	2400	0	0
41017	1	5	60	5400	30	2700
41017	2	6	60	4800	30	2400
41018	1	1	50	4500	0	0
41018	2	2	50	4000	0	0
41019	1	0	0	0	30	2700
41019	2	1	0	0	50	4500
41019	3	2	0	0	30	2700
41020	1	6	25	2000	0	0
41020	2	7	20	1600	0	0
41020	3	8	30	2400	0	0
41020	4	9	25	2000	0	0
41021	1	1	40	4000	0	0
41021	2	2	40	4000	0	0
41022	1	1	60	5400	30	2700
41022	2	2	60	4800	30	2700
41023	1	1	66	5940	30	2700
41023	2	2	50	4500	20	1600
41023	3	0	30	2700	30	3000
41023	4	3	20	1800	10	800
41024	1	1	0	0	30	3000
41024	2	2	0	0	30	3000
41025	1	1	25	2500	15	1800
41025	2	2	18	2000	15	1900
41025	3	3	18	2000	15	2000
41026	1	2	40	3200	0	0
41026	2	3	40	3600	0	0
41026	3	0	20	2000	0	0
41027	1	1	0	0	14	1400
41027	2	2	0	0	14	1400
41031	1	2	0	0	60	5600
41031	2	1	0	0	20	1600
41033	1	3	45	4000	0	0
41033	2	1	45	4000	0	0
41035	1	1	40	3900	0	0
41035	2	2	40	3900	0	0
41041	1	6	0	0	50	4500
41041	2	7	56	3000	45	2300
41045	1	7	0	0	50	4500
41047	1	3	0	0	46	2668
41047	2	4	0	0	54	4590
41048	1	1	70	6300	20	1800
41048	2	2	70	6300	20	1800
51002	1	1	18	1800	18	1800
51002	2	2	12	840	12	840
51003	1	1	0	0	297	7
51003	2	2	0	0	7	297
51004	1	1	10	800	0	0
51004	2	2	26	2210	0	0
51005	1	1	16	1340	24	1860
51005	2	2	18	1450	26	1980
51006	1	1	52	90	11	45
51006	2	2	30	90	5	45
51007	1	2	80	7120	6	480
51008	1	1	56	3920	0	0
51008	2	2	38	2660	0	0
51010	1	1	26	2340	0	0
51010	2	2	42	3780	0	0
51012	1	5	58	4640	35	2800
51013	1	1	45	3600	0	0
51013	2	0	34	2720	0	0
51014	1	1	7	350	0	0
51015	1	2	68	4760	0	0
51016	1	3	38	3800	0	0
51016	2	4	42	4200	0	0
51019	1	1	36	2140	34	2200
51020	1	2	40	3200	0	0
51021	1	2	65	5200	0	0
51026	1	2	40	1600	0	0
51027	1	2	27	810	0	0
51028	1	1	43	3010	0	0
51028	2	2	43	3010	0	0
51029	1	3	26	1170	0	0
51029	2	2	6	300	0	0
51031	1	2	32	2560	0	0
51031	2	3	26	2080	0	0
51032	1	2	30	1800	0	0
51033	1	3	23	1380	0	0
51034	1	7	58	4640	39	3120
51036	1	2	34	2460	23	1800
51037	1	3	20	1200	0	0
51037	2	4	25	1250	0	0
51040	1	2	65	5525	33	2805
51041	1	2	35	1980	43	3170
51043	1	2	45	1800	0	0
51043	2	3	35	1400	0	0
51046	1	2	47	3760	0	0
51046	2	3	53	4240	0	0
51047	1	2	22	1556	23	2052
51048	1	3	23	1955	0	0
51048	2	4	18	1530	0	0
51048	3	5	32	2720	0	0
51048	4	6	27	2295	0	0
51050	1	2	42	3360	0	0
51050	2	0	26	2080	0	0
51050	4	4	18	1440	0	0
61002	1	1	30	2700	0	0
61002	2	2	28	2500	0	0
61003	1	2	45	4500	48	4560
61004	1	0	25	2347	0	0
61004	2	2	39	3876	0	0
61005	1	1	58	4640	34	2720
61007	1	8	21	1635	12	890
61008	1	2	55	4675	0	0
61008	2	3	45	3825	0	0
61009	1	3	32	3200	7	700
61009	2	4	51	5100	10	100
61010	1	0	21	1890	0	0
61011	1	5	32	2560	6	540
61011	2	6	28	2240	5	400
61013	1	4	5	550	0	0
61013	2	5	50	5000	0	0
61013	3	7	40	4200	0	0
61014	1	1	4	380	6	560
61014	2	2	35	2890	29	2670
61015	1	3	45	2250	0	0
61015	2	4	30	1500	0	0
61016	1	1	53	2650	0	0
61016	2	2	28	1400	0	0
61017	1	2	42	3780	0	0
61018	1	3	47	3017	0	0
61019	1	8	40	2842	35	2820
61020	1	1	7	500	0	0
61023	1	1	60	5400	0	0
61023	2	2	35	2450	0	0
61024	1	4	32	2980	46	4200
61025	1	1	23	1670	14	860
61025	2	2	21	1480	14	920
61025	3	3	13	750	6	410
61027	1	2	38	2660	0	0
61027	2	3	32	2240	0	0
61029	1	1	48	2880	0	0
61029	2	2	42	2520	0	0
61030	1	6	20	1600	0	0
61030	2	8	20	1600	0	0
61031	1	1	32	2560	5	400
61031	2	3	35	2800	6	480
61032	1	5	25	2100	32	3210
61032	2	0	25	2100	12	1176
61033	1	1	30	2400	0	0
61033	2	2	30	2400	0	0
61034	1	1	32	2800	18	1450
61034	2	2	12	980	10	780
61035	1	3	48	3840	0	0
61035	2	4	40	3200	0	0
61036	1	31	30	2400	12	960
61036	2	0	40	3200	6	480
61038	1	3	12	860	10	760
61038	2	4	23	1890	14	1178
61038	3	5	10	870	0	0
61041	1	4	36	2900	18	1760
61042	1	0	6	420	0	0
61042	2	32	6	420	0	0
61044	1	3	60	6000	0	0
61045	1	28	14	1200	0	0
61047	1	0	14	1280	8	720
61047	2	2	32	2980	30	2760
61048	1	2	65	5850	31	3720
61049	1	2	1	100	0	0
61050	1	2	23	2700	25	2870
61050	2	3	22	2215	25	2560
71001	1	1	13	1300	61	6100
71001	2	2	70	7000	88	8800
71002	1	3	40	4580	42	4970
71005	1	2	40	3400	0	0
71005	2	3	30	2550	0	0
71006	1	7	64	5760	35	3150
71007	1	2	60	6400	32	3108
71011	2	2	80	7800	0	0
71013	1	1	65	6500	0	0
71013	2	2	25	2500	0	0
71014	1	1	15	1800	17	2010
71014	2	5	20	2100	32	3800
71015	1	2	60	6000	0	0
71015	2	3	40	4000	0	0
71016	1	5	35	3500	0	0
71016	2	5	35	3500	0	0
71016	3	7	30	3000	0	0
71017	1	30	50	3500	0	0
71017	2	31	50	3500	0	0
71018	1	29	42	4200	11	1100
71018	2	30	36	2880	7	700
71020	1	1	48	4320	0	0
71020	2	2	35	3150	0	0
71021	1	1	12	960	0	0
71021	2	2	60	4800	0	0
71021	3	0	28	2440	0	0
71024	1	2	55	4400	0	0
71024	2	0	36	2880	0	0
71024	3	1	9	720	0	0
71025	1	2	75	5800	0	0
71025	2	1	25	2200	0	0
71026	1	3	30	2400	0	0
71027	1	4	48	5760	9	900
71027	2	5	48	5760	10	1000
71027	3	29	12	1440	0	0
71030	1	2	20	2000	0	0
71031	1	3	40	2800	20	1450
71034	1	3	35	2800	0	0
71034	2	5	45	3600	0	0
71035	1	3	48	3840	0	0
71035	2	4	22	1760	0	0
71035	3	5	30	2400	0	0
71036	1	29	15	800	0	0
71036	2	30	21	1500	0	0
71038	1	2	48	4800	0	0
71043	1	4	60	7200	9	1080
71046	1	2	85	6800	0	0
71047	1	1	80	8000	0	0
71048	1	2	34	2800	26	2100
71050	1	2	45	5000	0	0
81001	1	2	29	2030	0	0
81001	2	3	29	2030	0	0
81002	1	1	21	1470	0	0
81002	2	2	21	1470	0	0
81006	1	1	23	1610	0	0
81006	2	2	23	1610	0	0
81008	1	2	18	540	0	0
81012	1	1	29	2030	0	0
81012	2	2	29	2030	0	0
81014	1	0	80	7200	0	0
81016	1	29	2	180	0	0
81017	1	4	30	3600	0	0
81017	2	5	30	3600	0	0
81017	3	6	30	3600	0	0
81023	1	6	35	2800	0	0
81023	2	8	35	2800	0	0
81028	1	5	6	420	0	0
81033	1	1	35	2100	0	0
81033	2	2	35	2100	0	0
81034	1	2	27	1890	0	0
81034	2	3	27	1890	0	0
81035	1	2	30	1800	0	0
81036	1	29	90	1800	0	0
81037	1	30	30	2700	0	0
81037	2	31	30	3700	0	0
81038	1	2	30	2100	0	0
81038	2	5	30	2100	0	0
81038	3	4	30	2100	0	0
81038	4	3	30	2100	0	0
81038	5	5	30	2100	0	0
81039	1	2	45	3600	0	0
81039	2	3	45	3600	0	0
81040	1	3	6	360	0	0
81043	1	2	30	2100	0	0
81044	1	2	50	3500	0	0
81046	1	2	50	3750	0	0
91002	1	2	26	2080	0	0
91004	1	2	7	420	0	0
91005	1	1	0	0	90	6300
91005	2	2	0	0	90	6300
91006	1	1	60	4200	80	5600
91006	2	2	65	4550	80	5600
91007	1	7	20	1800	0	0
91007	2	8	20	1800	0	0
91008	1	30	18	1440	0	0
91010	1	 	 	 	 	 
91010	2	 	 	 	 	 
91012	1	2	0	0	13	720
91014	1	5	30	2100	10	700
91015	1	1	15	1500	0	0
91015	2	2	20	2000	0	0
91017	1	2	40	3500	0	0
91018	1	33	20	1200	0	0
91018	2	34	20	1200	0	0
91018	3	35	17	1020	0	0
91018	4	36	20	1200	0	0
91018	5	37	6	360	0	0
91019	1	5	40	3600	0	0
91019	2	4	10	900	0	0
91019	3	6	40	3600	0	0
91020	1	2	0	0	21	1680
91020	2	0	0	0	21	1680
91020	3	3	0	0	21	1680
91021	1	1	30	2100	0	0
91021	2	0	30	2100	0	0
91022	1	29	50	4500	10	900
91022	2	30	30	2700	10	900
91022	3	35	20	1800	0	0
91023	1	1	78	6240	0	0
91023	2	2	78	6240	0	0
91026	1	16	156	10920	0	0
91026	2	6	156	10920	0	0
91027	1	30	50	6000	30	3600
91027	2	31	50	6000	30	3600
91029	1	32	74	5460	0	0
91029	2	0	52	3640	0	0
91036	1	2	40	3600	0	0
91036	2	3	50	4500	0	0
91036	3	4	40	3600	0	0
91037	1	1	21	1260	0	0
91037	2	2	21	1260	0	0
91041	1	3	50	1500	0	0
91043	1	2	20	1400	15	1050
91043	2	1	15	1050	0	0
91044	1	1	0	0	30	1800
91044	2	2	0	0	30	1800
91045	1	1	30	240	0	0
91045	2	2	50	4000	0	0
91047	1	2	20	1400	20	1200
91047	2	3	25	1500	0	0
91047	3	4	25	1500	0	0
111001	1	1	30	3000	50	5000
111001	2	2	30	2700	50	4500
111001	3	3	30	3000	50	5000
111002	1	4	20	1600	25	1377
111002	2	3	20	2000	20	1500
111006	1	7	40	3200	0	0
111006	2	8	40	3200	0	0
111007	1	1	15	1200	15	1563
111007	2	2	12	1200	3	306
111007	3	4	16	1640	10	1036
111008	1	1	30	3000	38	3098
111008	2	2	30	1500	18	991
111009	1	2	50	3500	26	1882
111009	2	1	54	4320	20	2015
111010	1	1	16	1260	60	4109
111010	2	2	18	1260	60	4109
111011	1	1	45	1428	50	2000
111011	2	2	42	1624	45	2000
111012	1	1	15	848	7	320
111012	2	2	49	2719	7	295
111013	1	1	0	0	9	948
111013	2	2	0	0	8	367
111014	1	2	0	0	40	3970
111014	2	3	0	0	40	4150
111014	3	4	0	0	40	4250
111015	1	2	12	600	35	2079
111015	2	3	12	720	27	1581
111017	1	7	42	3360	0	0
111017	2	6	45	4500	0	0
111019	1	 	 	 	 	 
111019	2	 	 	 	 	 
111019	3	 	 	 	 	 
111020	1	1	12	1360	26	2860
111020	2	2	12	1260	26	2730
111020	4	4	12	1360	26	2860
111023	1	2	10	1100	10	1050
111023	2	3	10	1100	10	1100
111024	1	2	0	0	12	160
111024	2	3	12	1200	8	850
111024	3	4	15	1500	5	480
111024	4	0	12	950	10	1100
111024	5	6	15	1600	10	1150
111025	1	5	10	1000	10	1100
111026	1	2	25	2500	7	685
111026	2	3	25	2500	13	1214
111028	1	10	15	1600	20	1450
111028	2	0	15	1500	20	2200
111029	1	1	11	1062	18	1782
111029	2	2	10	1020	17	1698
111030	1	1	0	0	30	3430
111030	2	2	0	0	30	3120
111031	1	1	30	3759	24	2960
111031	2	2	30	3450	24	2630
111032	1	6	40	3400	0	0
111032	2	7	45	3000	0	0
111033	1	1	10	1050	23	2530
111033	2	2	10	1050	22	2425
111033	3	5	10	1050	22	2425
111034	1	0	12	1200	38	3990
111034	2	1	12	1200	38	3990
111035	1	1	12	1320	0	0
111035	2	2	12	1320	0	0
111035	3	3	12	1320	0	0
111036	1	0	22	3420	12	1680
111036	2	1	46	7915	12	1548
111036	3	2	40	5267	12	1360
111038	1	3	12	1110	18	2252
111038	2	2	12	1110	18	2252
111038	3	4	12	1110	18	2252
111039	1	2	30	2084	14	600
111039	2	1	14	987	36	3600
111041	1	29	20	1900	15	1560
111041	2	30	20	1950	15	1560
111041	3	0	20	1950	15	1450
111044	1	1	28	2500	0	0
111044	2	2	25	2500	35	3000
111044	3	0	25	2500	35	3000
111048	1	3	30	3046	6	571
111048	2	4	24	2267	20	1834
111053	1	3	0	0	40	3200
111053	2	2	0	0	40	4000
121003	1	5	0	0	28	2000
121003	2	6	0	0	28	2000
121014	1	3	58	8484	16	1996
121023	1	2	48	7850	25	3349
121023	2	3	40	4808	12	1325
121024	1	0	12	1000	0	0
121024	2	6	48	4500	0	0
121025	1	2	30	3000	20	2000
121026	1	1	30	3526	0	0
121026	2	2	29	3407	0	0
121026	3	3	30	5149	0	0
121026	4	4	35	4218	0	0
121027	1	1	24	3936	6	984
121027	2	2	30	4620	6	924
121027	3	3	24	3896	6	974
121027	4	5	30	4870	6	974
121028	1	1	12	1676	0	0
121028	2	2	17	2695	0	0
121028	3	5	17	2172	0	0
121028	4	6	17	2095	0	0
121028	5	7	6	932	0	0
121028	6	9	24	3750	0	0
121028	7	10	17	2048	0	0
121028	8	13	24	2710	0	0
121028	9	14	17	2085	0	0
121028	10	15	22	2445	0	0
121028	11	16	12	1634	0	0
121029	1	2	34	4117	0	0
121029	2	3	34	3894	0	0
121030	1	30	6	830	0	0
121030	2	31	6	788	0	0
121030	3	32	6	788	0	0
121031	1	1	30	3600	0	0
121031	2	2	36	4320	0	0
121032	1	2	30	3600	0	0
121032	2	1	30	3600	0	0
121035	1	1	20	2200	15	1650
121035	2	2	40	4000	20	2000
121037	1	1	38	4940	12	1440
121037	2	2	32	3840	8	960
121038	1	0	30	3000	0	0
121038	2	1	30	3000	0	0
121038	3	2	30	3000	0	0
121038	4	3	30	3000	0	0
121039	1	7	24	2640	12	1320
121039	2	4	24	2400	12	1200
121040	1	1	30	3600	0	0
121040	2	2	30	3600	0	0
121041	1	2	12	1300	30	3500
121041	2	3	12	1310	12	1300
121041	3	1	12	1350	0	0
121042	1	2	0	0	24	2250
121042	2	3	0	0	24	2200
121044	1	2	32	3600	0	0
121048	1	1	38	4100	12	1500
121048	2	2	38	3950	12	1400
121050	1	1	28	3200	0	0
121050	2	2	28	3200	0	0
131003	1	3	12	1350	20	2500
131003	2	2	12	1350	20	2500
131005	1	2	0	0	32	2500
131006	1	1	12	4180	12	1320
131006	2	2	38	4028	12	1272
131019	1	3	0	0	20	2200
131019	2	1	0	0	20	2200
131020	1	4	0	0	25	2750
131020	2	2	0	0	25	2750
131027	1	1	28	4000	0	0
131027	2	3	28	4000	0	0
131030	1	1	15	1500	0	0
131030	2	2	15	1500	0	0
131030	3	0	15	1500	0	0
131032	1	3	18	2160	30	3600
131032	2	4	16	1680	30	3000
131034	1	3	33	3600	0	0
131034	2	2	33	3600	0	0
131034	3	6	33	3600	0	0
131039	1	12	24	2400	14	1400
131039	2	14	24	2880	14	1680
131048	1	1	60	6500	0	0
131048	2	2	60	6500	0	0
151002	1	2	10	1000	0	0
151003	1	2	40	4800	0	0
151004	1	1	12	1050	6	480
151004	2	8	10	1050	6	480
151005	1	1	12	612	12	750
151005	2	5	12	612	12	750
151005	3	0	12	612	12	750
151006	1	0	6	450	0	0
151006	2	2	6	450	0	0
151008	1	1	15	1500	0	0
151008	2	2	15	1500	0	0
151012	1	2	15	1350	0	0
151012	2	1	15	1350	0	0
151012	3	3	15	1350	0	0
151015	1	3	6	460	0	0
151015	2	4	6	460	0	0
151017	1	1	14	1550	0	0
151017	2	2	14	1450	0	0
151020	1	3	9	1099	0	0
151021	1	1	6	420	0	0
151021	2	2	6	420	0	0
151021	3	4	6	420	0	0
151022	1	2	15	1800	0	0
151022	2	3	15	1800	0	0
151022	3	4	10	1200	0	0
151022	4	0	8	960	0	0
151023	1	2	30	3000	0	0
151023	2	1	20	2000	0	0
151023	3	3	20	2000	0	0
151023	4	4	10	1000	0	0
151023	5	0	10	1000	0	0
151024	1	1	12	720	0	0
151024	2	2	12	720	0	0
151027	1	29	20	2100	0	0
151027	2	30	30	3200	0	0
151027	3	31	22	2300	0	0
151028	1	7	90	10800	0	0
151028	2	5	90	10800	0	0
151029	1	2	11	1524	0	0
151029	2	1	11	1524	3	197
151029	3	0	6	824	3	197
151029	4	4	11	1524	3	197
151034	1	4	13	1500	0	0
151034	2	0	13	1500	0	0
151036	1	3	21	2520	0	0
151036	2	2	21	2120	0	0
151037	1	2	10	1000	0	0
151038	1	1	10	1000	0	0
151038	2	2	10	1000	0	0
151041	1	1	16	1120	0	0
151041	2	2	16	1120	0	0
151041	3	3	16	1120	0	0
151041	4	28	16	1120	0	0
151041	5	0	16	1120	0	0
151043	1	0	5	402	0	0
151045	1	1	10	663	3	227
151045	2	2	7	432	5	379
151045	3	0	6	362	6	454
151046	1	0	14	2000	0	0
151046	2	1	25	3000	0	0
151046	3	2	30	4000	0	0
151046	4	3	30	4000	0	0
151046	5	7	25	3400	0	0
151048	1	1	18	1620	0	0
161015	1	2	15	1200	0	0
161015	2	1	15	1100	0	0
161021	1	3	7	0	0	0
161021	2	4	10	0	0	0
161024	1	5	12	1500	0	0
161024	2	6	12	1500	0	0
161025	1	2	0	0	0	0
161026	1	9	0	0	21	2000
161026	2	10	0	0	21	2000
161027	1	3	0	0	5	500
161028	1	2	16	123	0	0
161028	2	1	16	113	0	0
161028	3	0	16	123	0	0
161030	1	1	32	2250	28	2250
161030	2	0	20	1650	22	1900
161030	3	5	20	1650	22	1900
161030	4	8	20	1650	22	1900
161033	1	2	36	1080	0	0
161036	1	2	7	700	20	2000
161036	2	1	7	700	20	2000
161041	1	2	0	0	7	300
161041	2	3	0	0	7	300
161043	1	2	0	0	150	1500
171004	1	7	100	11250	0	0
171005	1	2	21	1800	0	0
171006	1	4	72	7200	0	0
171006	2	5	72	7200	0	0
171008	1	1	10	1000	0	0
171008	2	2	10	1000	0	0
171009	1	1	21	1575	0	0
171009	2	0	45	4000	0	0
171010	1	2	60	5400	40	4000
171011	1	7	40	4000	20	1900
171012	1	3	15	1955	0	0
171013	1	8	15	1200	0	0
171016	1	1	46	5060	0	0
171016	2	2	40	4385	0	0
171017	1	2	54	5182	0	0
171017	2	3	53	4750	0	0
171018	1	3	62	5719	9	1048
171019	1	1	23	3243	0	0
171019	2	2	39	5657	0	0
171020	1	1	30	2700	0	0
171020	2	2	32	2820	0	0
171020	3	4	30	2700	0	0
171021	1	2	26	681	12	358
171023	1	2	28	1330	0	0
171023	2	1	30	1571	0	0
171024	1	1	42	4620	0	0
171024	2	2	46	5060	0	0
171025	1	2	30	3400	0	0
171026	1	3	50	5000	0	0
171026	2	4	50	5000	0	0
171027	1	1	7	700	0	0
171027	2	2	60	6000	0	0
171028	1	2	2	240	0	0
171029	1	29	30	3600	0	0
171031	1	3	18	2400	18	2470
171033	1	33	100	12000	0	0
171038	1	10	15	1650	0	0
171038	2	12	15	1650	0	0
171038	3	0	6	660	0	0
171040	1	33	30	3600	0	0
171040	2	32	30	3600	0	0
171041	1	30	26	2860	0	0
171043	1	1	50	6000	0	0
171045	1	1	13	1430	0	0
171045	2	2	13	1430	0	0
171048	1	3	30	3600	0	0
171048	2	4	30	3600	0	0
171048	3	2	40	4800	0	0
171049	1	6	35	3850	0	0
171049	2	7	35	3850	0	0
171049	3	8	30	3300	0	0
181002	1	30	30	2970	0	0
181003	1	2	24	2640	0	0
181003	2	0	24	2640	0	0
181007	1	3	33	4211	0	0
181007	2	0	37	4665	0	0
181007	3	2	5	670	0	0
181008	1	2	30	3000	0	0
181008	2	3	60	6000	0	0
181010	1	7	4	480	0	0
181013	1	2	70	7000	30	3000
181013	2	3	70	7000	30	3000
181016	1	39	80	6800	0	0
181018	1	6	15	1100	0	0
181019	1	32	4	400	0	0
181019	2	36	2	180	0	0
181019	3	35	2	180	0	0
181020	1	2	60	6000	0	0
181020	2	3	80	8000	0	0
181020	3	6	60	6000	0	0
181020	4	4	60	6000	0	0
181021	1	3	52	5289	0	0
181021	2	1	15	1535	0	0
181023	1	3	60	6000	0	0
181023	2	2	35	3500	0	0
181024	1	2	30	3000	0	0
181024	2	1	15	1500	0	0
181025	1	0	10	100	0	0
181025	2	2	10	1000	0	0
181025	3	3	25	2500	0	0
181025	4	6	25	2500	0	0
181025	5	5	15	1500	0	0
181025	6	10	15	1500	0	0
181026	1	3	15	1500	0	0
181026	2	4	20	2000	0	0
181026	3	5	20	2000	0	0
181027	1	1	48	5760	0	0
181027	2	2	48	5760	0	0
181027	3	0	48	5760	0	0
181029	1	1	23	2530	0	0
181029	2	2	25	2750	0	0
181029	3	3	22	2420	0	0
181029	4	29	24	2640	0	0
181030	1	2	20	1800	0	0
181030	2	3	50	4500	0	0
181031	1	3	50	3500	0	0
181032	1	1	50	4500	0	0
181032	2	2	40	3600	0	0
181037	1	7	65	8125	0	0
181037	2	8	65	8125	0	0
181038	1	0	45	5400	0	0
181038	2	10	45	5400	0	0
181039	1	2	30	3600	0	0
181039	2	3	35	4200	0	0
181039	3	4	35	4200	0	0
181039	4	6	30	3600	0	0
181040	1	7	30	3600	0	0
181040	2	9	30	3650	0	0
181040	3	14	25	3000	0	0
181041	1	3	35	3500	0	0
181041	2	2	35	3500	0	0
181042	1	6	60	5400	0	0
181047	1	9	30	3000	0	0
181047	2	10	30	3000	0	0
191002	1	0	20	1600	0	0
191002	2	1	28	2800	0	0
191002	3	2	15	1200	0	0
191003	1	0	20	2000	0	0
191003	2	2	15	1350	0	0
191003	3	4	10	1000	0	0
191003	4	6	10	1000	0	0
191004	1	1	15	1500	0	0
191004	2	2	15	1500	0	0
191004	3	3	15	1500	0	0
191004	4	29	15	1500	0	0
191004	5	0	15	1500	0	0
191005	1	1	60	6000	0	0
191005	2	2	60	6500	0	0
191005	3	3	60	7200	0	0
191005	4	6	60	7000	0	0
191007	1	1	15	1080	0	0
191007	2	2	15	1080	0	0
191007	3	3	15	1080	0	0
191007	4	6	15	1080	0	0
191007	5	4	15	1080	0	0
191007	6	8	15	1080	0	0
191007	7	0	15	1080	0	0
191008	1	5	20	1800	0	0
191008	2	12	20	1800	0	0
191011	1	4	35	3500	0	0
191012	1	3	16	800	0	0
191012	2	5	16	850	0	0
191012	3	6	16	800	0	0
191012	4	7	16	750	0	0
191013	1	2	100	7200	0	0
191013	2	3	100	7200	0	0
191013	3	6	100	7500	0	0
191013	4	5	100	7900	0	0
191013	5	0	100	7500	0	0
191014	1	3	10	1000	20	2000
191014	2	6	10	1000	20	2000
191015	1	1	0	0	18	630
191015	2	2	0	0	18	630
191015	3	3	0	0	18	630
191015	4	7	0	0	18	630
191016	1	1	42	1533	0	0
191016	2	2	42	1533	0	0
191016	3	4	42	1533	0	0
191017	1	2	30	2400	0	0
191021	1	2	60	6000	0	0
191021	2	0	7	700	0	0
191023	1	1	15	600	0	0
191023	2	2	15	600	0	0
191024	1	0	28	1400	0	0
191024	2	31	24	1250	0	0
191024	3	33	24	1480	0	0
191027	1	1	14	1400	0	0
191028	1	1	30	3000	0	0
191028	2	2	30	3000	0	0
191031	1	1	100	13000	0	0
191031	2	2	100	13000	0	0
191034	1	4	10	1100	0	0
191034	2	7	10	980	0	0
191034	3	8	10	1100	0	0
191035	1	2	30	3000	0	0
191035	2	0	30	3000	0	0
191036	1	0	16	1600	0	0
191036	2	1	16	1600	0	0
191036	3	2	16	1600	0	0
191046	1	10	10	900	0	0
191046	2	11	10	900	0	0
191046	3	12	10	900	0	0
191046	4	13	10	900	0	0
191047	1	3	45	2250	0	0
191047	2	2	45	2250	0	0
191047	3	9	45	2250	0	0
191047	4	4	45	2250	0	0
191047	5	11	45	2250	0	0
191049	1	5	60	3890	0	0
191049	2	0	60	3860	0	0
191049	3	28	60	3860	0	0
