PLACEID	DISTIDR5	DISASTER	DISTYEAR	DISTMNTH	DISEFCT1	DISEFCT2	PRCEFFCT	RECVHLP1	RECVHLP2	RECVHLP3
311	4	4	2016	3	10	88	1	0	 	 
312	1	11	2013	5	10	88	2	0	 	 
312	2	11	2014	5	10	88	2	0	 	 
312	3	11	2015	5	10	88	2	0	 	 
312	4	4	2015	4	10	88	1	0	 	 
313	1	16	2016	3	6	7	2	1	88	 
314	1	16	2014	3	19	10	2	0	 	 
314	2	11	2014	7	6	10	1	0	 	 
314	3	16	2015	3	19	10	2	0	 	 
314	4	11	2015	7	6	10	1	0	 	 
314	5	16	2016	3	19	10	2	0	 	 
314	6	11	2016	7	6	10	1	0	 	 
403	1	7	2014	4	10	88	3	0	 	 
403	2	7	2015	7	10	88	2	0	 	 
403	3	7	2015	5	10	88	2	0	 	 
403	4	3	2016	8	10	88	3	0	 	 
404	1	16	2014	12	10	88	1	0	 	 
405	1	16	2015	3	10	88	2	0	 	 
504	1	13	2014	6	6	88	1	1	88	 
504	2	11	2015	4	8	88	2	1	88	 
504	3	13	2015	5	6	88	1	1	88	 
505	1	11	2016	9	8	6	1	3	88	 
508	1	6	2014	1	10	5	2	1	88	 
509	1	11	2014	4	10	88	2	0	 	 
510	1	16	2014	3	6	10	1	1	88	 
510	2	16	2015	3	6	10	1	1	88	 
511	1	10	2013	3	10	88	3	1	88	 
512	1	13	2016	9	6	88	1	1	88	 
602	1	11	2013	4	8	6	1	1	88	 
602	2	11	2014	4	8	6	1	1	88	 
602	3	11	2015	4	8	6	1	1	88	 
602	4	11	2016	4	8	6	1	1	88	 
703	1	16	2015	2	6	7	1	1	88	 
901	1	3	2015	10	10	88	2	1	88	 
902	1	7	2016	5	10	88	2	0	 	 
903	1	3	2015	11	10	88	2	0	 	 
905	1	3	2015	8	10	88	2	0	 	 
906	1	3	2015	9	10	4	88	2	88	 
907	1	3	2016	9	10	88	3	0	 	 
910	1	3	2015	9	15	88	2	0	 	 
912	1	3	2015	11	10	88	2	1	88	 
1103	1	7	2015	9	10	88	3	0	 	 
1104	1	13	2015	9	14	88	3	0	 	 
1104	2	4	2015	3	19	88	1	0	 	 
1108	1	11	2015	11	10	88	2	5	88	 
1302	1	13	2013	6	6	88	1	1	88	 
1504	1	10	2015	6	14	10	3	1	88	 
1505	1	6	2015	2	5	10	1	0	 	 
1601	1	7	2016	5	10	88	3	0	 	 
1601	2	7	2015	5	10	88	3	0	 	 
1601	3	7	2014	5	10	88	3	0	 	 
1602	1	6	2013	3	1	8	1	1	2	3
1603	1	11	2015	12	10	88	3	0	 	 
1603	2	6	2013	3	10	88	3	0	 	 
1603	3	11	2014	12	10	88	3	0	 	 
1604	1	3	2015	5	10	88	2	0	 	 
1606	1	14	2014	2	8	19	1	0	 	 
1606	2	3	2016	11	3	88	2	0	 	 
1607	1	3	2016	9	10	88	3	0	 	 
1607	2	7	2015	2	10	88	2	0	 	 
1701	1	3	2015	3	10	88	1	0	 	 
1702	1	16	2015	2	10	88	2	1	88	 
1704	1	14	2015	2	10	88	1	0	 	 
1704	2	12	2016	7	15	18	4	0	 	 
1705	1	7	2015	3	10	88	3	0	 	 
1705	2	7	2016	3	10	88	3	0	 	 
1708	1	2	2014	8	8	88	2	0	 	 
1801	1	7	2016	7	10	88	2	0	 	 
1801	2	7	2015	5	10	88	2	0	 	 
1801	3	7	2014	5	10	88	2	0	 	 
1802	1	11	2016	10	10	88	1	0	 	 
1802	2	11	2015	10	10	88	1	0	 	 
1802	3	11	2014	10	10	88	1	0	 	 
1803	1	3	2015	9	10	5	3	0	 	 
1803	2	3	2014	1	10	5	3	0	 	 
1804	1	7	2015	7	10	88	3	0	 	 
1805	1	7	2015	7	10	88	3	0	 	 
1807	1	 	 	 	 	 	 	 	 	 
2006	1	11	15	9	7	88	3	0	 	 
8003	1	10	2013	3	6	10	2	0	 	 
8003	2	10	2014	3	6	10	2	0	 	 
8004	1	 	 	 	 	 	 	 	 	 
8010	1	 	 	 	 	 	 	 	 	 
8022	1	10	2013	2	10	7	3	0	 	 
8022	2	10	2014	2	10	7	3	0	 	 
8023	1	10	2014	6	10	6	1	1	88	 
8023	2	10	2015	6	10	6	1	1	88	 
8024	1	16	2015	3	6	10	1	0	 	 
8024	2	11	2015	3	8	88	1	1	88	 
8024	3	16	2016	3	6	10	1	0	 	 
8024	4	11	2016	10	8	88	1	1	88	 
8030	1	13	2016	3	6	88	1	1	88	 
8032	1	4	2015	4	6	7	4	1	88	 
8032	2	10	2014	6	10	88	1	1	88	 
8032	3	10	2015	6	10	88	1	1	88	 
8032	4	11	2016	10	8	88	1	1	88	 
8033	1	11	2014	4	10	88	1	0	 	 
8033	2	16	2015	2	10	88	3	0	 	 
8033	3	3	2016	4	10	88	4	0	 	 
8033	4	7	2016	6	10	88	1	0	 	 
