PLACEID	DWAGIDR5	EARNMALE	EARNFMLE
503	1	-1111	-1111
503	2	25	25
503	3	40	-1111
503	4	30	-1111
504	1	-1111	-1111
504	2	30	30
504	3	30	20
504	4	25	-1111
505	1	-1111	-1111
505	2	20	-1111
505	3	-1111	-1111
505	4	-8888	-8888
507	1	-1111	-1111
507	2	30	30
507	3	40	-1111
507	4	40	-1111
508	1	-1111	-1111
508	2	25	25
508	3	50	-1111
508	4	-8888	-8888
509	1	-8888	-8888
509	2	50	50
509	3	50	-1111
509	4	-8888	-8888
510	1	-1111	-1111
510	2	40	25
510	3	50	-1111
510	4	40	-1111
511	1	-1111	-1111
511	2	20	20
511	3	40	-1111
511	4	30	-1111
512	1	-1111	-1111
512	2	20	20
512	3	30	30
512	4	30	-1111
601	1	-8888	-8888
601	2	-8888	-8888
601	3	50	-1111
601	4	40	-1111
602	1	-8888	-8888
602	2	-8888	-8888
602	3	50	30
602	4	30	-1111
701	1	-8888	-8888
701	2	-8888	-8888
701	3	50	50
701	4	30	30
702	1	-8888	-8888
702	2	-8888	-8888
702	3	100	-1111
702	4	80	30
703	1	400	-1111
703	2	300	-1111
703	3	50	-1111
703	4	30	-1111
704	1	-8888	-8888
704	2	-8888	-8888
704	3	70	70
704	4	40	40
801	1	-8888	-8888
801	2	-8888	-8888
801	3	70	-1111
801	4	50	30
802	1	-8888	-8888
802	2	-8888	-8888
802	3	50	-1111
802	4	30	-1111
803	1	-8888	-8888
803	2	-8888	-8888
803	3	50	20
803	4	30	20
901	1	25	25
901	2	25	25
901	3	35	-1111
901	4	30	-1111
902	1	25	25
902	2	25	25
902	3	35	-1111
902	4	30	-1111
903	1	20	20
903	2	20	20
903	3	40	-1111
903	4	20	-1111
904	1	-1111	-1111
904	2	-1111	-1111
904	3	40	-1111
904	4	20	-1111
905	1	25	25
905	2	25	25
905	3	30	-1111
905	4	30	-1111
906	1	25	25
906	2	25	25
906	3	40	-1111
906	4	20	-1111
907	1	15	15
907	2	15	15
907	3	20	-1111
907	4	10	-1111
908	1	35	-1111
908	2	25	-1111
908	3	40	-1111
908	4	20	-1111
909	1	30	30
909	2	30	30
909	3	40	-1111
909	4	20	-1111
910	1	25	25
910	2	25	25
910	3	40	-1111
910	4	20	-1111
911	1	25	25
911	2	25	-1111
911	3	40	-1111
911	4	30	-1111
912	1	35	-1111
912	2	25	25
912	3	40	-1111
912	4	30	-1111
1001	1	-1111	-1111
1001	2	-1111	-1111
1001	3	50	-1111
1001	4	30	 
1003	1	-1111	-1111
1003	2	-1111	-1111
1003	3	50	50
1003	4	30	30
1004	1	-1111	-1111
1004	2	-1111	-1111
1004	3	70	70
1004	4	50	50
1005	1	-1111	-1111
1005	2	-1111	-1111
1005	3	70	70
1005	4	40	40
1006	1	-1111	-1111
1006	2	-1111	-1111
1006	3	60	60
1006	4	40	40
1101	1	40	-1111
1101	2	20	-1111
1101	3	60	-1111
1101	4	20	-1111
1102	1	20	-1111
1102	2	20	-1111
1102	3	40	-1111
1102	4	20	-1111
1103	1	70	-1111
1103	2	30	-1111
1103	3	-1111	-1111
1103	4	-1111	-1111
1104	1	20	-1111
1104	2	20	-1111
1104	3	-1111	-1111
1104	4	-1111	-1111
1105	1	20	-1111
1105	2	20	-1111
1105	3	60	50
1105	4	40	30
1106	1	45	-1111
1106	2	15	-1111
1106	3	15	-1111
1106	4	15	-1111
1107	1	20	-1111
1107	2	20	-1111
1107	3	50	-1111
1107	4	30	-1111
1108	1	20	-1111
1108	2	20	-1111
1108	3	-1111	-1111
1108	4	-1111	-1111
1202	1	-1111	-1111
1202	2	-1111	-1111
1202	3	40	40
1202	4	25	20
1203	1	-1111	-1111
1203	2	-1111	-1111
1203	3	40	-1111
1203	4	25	20
1302	1	1111	1111
1302	2	1111	1111
1302	3	100	1111
1302	4	60	30
1303	1	-1111	-1111
1303	2	-1111	-1111
1303	3	80	-1111
1303	4	50	50
1304	1	60	50
1304	2	40	30
1304	3	80	1111
1304	4	90	80
1402	1	-8888	-8888
1402	2	-8888	-8888
1402	3	80	-1111
1402	4	-1111	-1111
1403	1	-8888	-8888
1403	2	-8888	-8888
1403	3	90	80
1403	4	30	30
1404	1	-8888	-8888
1404	2	-8888	-8888
1404	3	-8888	-8888
1404	4	-8888	-8888
1501	1	40	-1111
1501	2	30	-1111
1501	3	40	-1111
1501	4	30	-1111
1502	1	-2222	-1111
1502	2	-2222	-1111
1502	3	-1111	-1111
1502	4	-1111	-1111
1503	1	30	-1111
1503	2	20	-1111
1503	3	40	-1111
1503	4	20	-1111
1504	1	30	25
1504	2	30	25
1504	3	60	-1111
1504	4	45	-1111
1505	1	30	25
1505	2	30	25
1505	3	20	20
1505	4	15	15
1506	1	40	-1111
1506	2	20	-1111
1506	3	60	-1111
1506	4	40	-1111
1507	1	40	-1111
1507	2	30	-1111
1507	3	60	-1111
1507	4	30	-1111
1508	1	-2222	-1111
1508	2	-2222	-1111
1508	3	40	-1111
1508	4	20	-1111
1509	1	-1111	-1111
1509	2	-1111	-1111
1509	3	30	30
1509	4	20	20
1601	1	-1111	-1111
1601	2	35	30
1601	3	-1111	-1111
1601	4	-1111	-1111
1602	1	-1111	-1111
1602	2	40	-1111
1602	3	60	60
1602	4	25	25
1603	1	-1111	-1111
1603	2	35	30
1603	3	-1111	-1111
1603	4	-1111	-1111
1604	1	-1111	-1111
1604	2	35	25
1604	3	70	-1111
1604	4	-1111	-1111
1605	1	-1111	-1111
1605	2	30	15
1605	3	60	-1111
1605	4	-1111	-1111
1606	1	-1111	-1111
1606	2	35	25
1606	3	60	-1111
1606	4	-1111	-1111
1607	1	-1111	-1111
1607	2	45	30
1607	3	50	-1111
1607	4	-1111	-1111
1608	1	-1111	-1111
1608	2	35	-1111
1608	3	-1111	-1111
1608	4	-1111	-1111
1701	1	-1111	-1111
1701	2	35	35
1701	3	40	-1111
1701	4	-1111	-1111
1702	1	80	60
1702	2	30	15
1702	3	35	-1111
1702	4	-1111	20
1703	1	-1111	-1111
1703	2	35	35
1703	3	60	-1111
1703	4	-1111	-1111
1704	1	-1111	-1111
1704	2	30	30
1704	3	45	-1111
1704	4	-1111	-1111
1705	1	-1111	-1111
1705	2	30	10
1705	3	50	-1111
1705	4	-1111	-1111
1708	1	-8888	-8888
1708	2	25	-1111
1708	3	25	-1111
1708	4	-1111	15
1709	1	-1111	-1111
1709	2	35	35
1709	3	45	-1111
1709	4	15	15
1710	1	-1111	-1111
1710	2	35	25
1710	3	50	-1111
1710	4	25	25
1711	1	-88	-88
1711	2	30	-88
1711	3	30	-1111
1711	4	-1111	-1111
1801	1	-1111	-1111
1801	2	40	35
1801	3	-1111	-1111
1801	4	-1111	-1111
1802	1	-1111	-1111
1802	2	45	40
1802	3	-1111	-1111
1802	4	60	-1111
1803	1	-1111	-1111
1803	2	35	25
1803	3	45	-1111
1803	4	-1111	-1111
1804	1	-8888	-8888
1804	2	35	30
1804	3	50	-1111
1804	4	-1111	-1111
1805	1	-1111	-1111
1805	2	35	30
1805	3	50	-1111
1805	4	-1111	-1111
1806	1	-1111	-1111
1806	2	35	30
1806	3	-8888	-8888
1806	4	-8888	-8888
1807	1	-1111	-1111
1807	2	35	30
1807	3	55	-1111
1807	4	20	20
1901	1	100010	100
1901	2	70	60
1901	3	80	-1111
1901	4	40	40
1902	1	100	-1111
1902	2	70	50
1902	3	-1111	-1111
1902	4	20	20
1903	1	60	-1111
1903	2	55	55
1903	3	90	-1111
1903	4	-1111	-1111
1904	1	100	-1111
1904	2	60	60
1904	3	80	-1111
1904	4	30	30
1905	1	-8888	-8888
1905	2	60	50
1905	3	-7777	-7777
1905	4	-1111	-1111
2001	1	-8888	-8888
2001	2	-8888	-8888
2001	3	80	-1111
2001	4	20	20
2002	1	-8888	-8888
2002	2	-8888	-8888
2002	3	80	-1111
2002	4	25	25
2003	1	-8888	-8888
2003	2	-8888	-8888
2003	3	80	-11111
2003	4	25	25
2004	1	-8888	-8888
2004	2	-8888	-8888
2004	3	60	-1111
2004	4	30	30
2005	1	-8888	-8888
2005	2	-8888	-8888
2005	3	80	-1111
2005	4	30	30
2006	1	-8888	-8888
2006	2	-8888	-8888
2006	3	60	-1111
2006	4	30	30
2007	1	-8888	-8888
2007	2	-8888	-8888
2007	3	60	-1111
2007	4	25	-1111
2008	1	-8888	-8888
2008	2	-8888	-8888
2008	3	60	-1111
2008	4	15	15
8002	1	-8888	-8888
8002	2	-8888	-8888
8002	3	50	30
8002	4	30	30
8003	1	-1111	-1111
8003	2	30	30
8003	3	30	30
8003	4	25	25
8004	1	-8888	-8888
8004	2	25	20
8004	3	35	-1111
8004	4	30	15
8006	1	-8888	-8888
8006	2	-8888	-8888
8006	3	35	20
8006	4	30	20
8007	1	-8888	-8888
8007	2	-8888	-8888
8007	3	50	-1111
8007	4	30	-1111
8008	1	-1111	-1111
8008	2	35	25
8008	3	60	-1111
8008	4	25	25
8009	1	-8888	-8888
8009	2	-8888	-8888
8009	3	80	-1111
8009	4	30	40
8010	1	-8888	-8888
8010	2	-8888	-8888
8010	3	70	-1111
8010	4	25	25
8011	1	-1111	-1111
8011	2	-1111	-1111
8011	3	30	30
8011	4	20	20
8012	1	-1111	-1111
8012	2	40	40
8012	3	60	60
8012	4	40	40
8014	1	-1111	-1111
8014	2	-1111	-1111
8014	3	80	80
8014	4	50	50
8015	1	35	35
8015	2	35	-1111
8015	3	60	-1111
8015	4	350	-1111
8016	1	-1111	-1111
8016	2	-1111	-1111
8016	3	80	60
8016	4	40	40
8017	1	-8888	-8888
8017	2	-8888	-8888
8017	3	60	30
8017	4	40	-1111
8018	1	-8888	-8888
8018	2	-8888	-8888
8018	3	80	-1111
8018	4	25	25
8019	1	-1111	-1111
8019	2	-1111	-1111
8019	3	120	100
8019	4	80	80
8020	1	35	35
8020	2	35	35
8020	3	30	-111
8020	4	20	-1111
8021	1	-1111	-1111
8021	2	40	40
8021	3	60	60
8021	4	30	30
8022	1	-1111	-1111
8022	2	30	30
8022	3	50	50
8022	4	40	40
8023	1	-1111	-1111
8023	2	25	25
8023	3	50	50
8023	4	40	-1111
8024	1	-1111	-1111
8024	2	25	25
8024	3	50	-1111
8024	4	30	-1111
8025	1	-8888	-8888
8025	2	20	20
8025	3	30	20
8025	4	25	20
8026	1	-1111	-1111
8026	2	-1111	-1111
8026	3	60	60
8026	4	40	40
8027	1	-1111	-1111
8027	2	25	25
8027	3	50	35
8027	4	50	20
8028	1	-8888	-8888
8028	2	-8888	-8888
8028	3	40	30
8028	4	40	25
8029	1	-8888	-8888
8029	2	-8888	-8888
8029	3	50	-1111
8029	4	30	-1111
8030	1	-8888	-8888
8030	2	-8888	-8888
8030	3	40	-1111
8030	4	30	-1111
8031	1	-1111	-1111
8031	2	-1111	-1111
8031	3	60	-1111
8031	4	40	-1111
8032	1	-8888	-8888
8032	2	30	30
8032	3	40	30
8032	4	30	15
8033	1	-1111	-1111
8033	2	40	35
8033	3	55	-1111
8033	4	25	25
8034	1	-1111	-1111
8034	2	-1111	-1111
8034	3	80	-1111
8034	4	40	-1111
