PLACEID	RSID	AGERES	SEXRES	CAPAC
2003	6	74	2	7
2003	7	64	1	9
2003	8	72	1	8
2003	9	36	1	3
2003	10	47	1	9
2003	11	37	1	9
2003	12	38	1	9
2003	13	49	1	10
2003	14	54	1	7
2003	15	39	2	7
2003	16	47	1	7
2003	17	38	2	10
2003	18	57	1	10
2003	19	48	2	1
2004	1	55	1	9
2004	2	34	1	9
2004	3	66	1	9
2004	4	60	1	9
2004	5	56	1	9
2004	6	54	2	9
2004	7	50	1	4
2004	8	41	2	7
2004	9	37	2	7
2004	10	48	1	7
2004	11	48	2	2
2004	12	26	2	7
2004	13	43	2	3
2004	14	32	2	3
2004	15	28	2	7
2005	1	36	1	4
2005	2	31	2	3
2005	3	36	1	3
2005	4	53	1	4
2005	5	32	1	3
2005	6	48	2	7
2005	7	30	1	8
2005	8	56	1	10
2005	9	48	2	2
2005	10	67	1	9
2005	11	38	2	7
2005	12	41	2	7
2005	13	46	1	10
2005	14	31	2	10
2006	1	36	1	9
2006	2	64	1	4
2006	3	58	1	10
2006	4	63	2	10
2006	5	64	2	10
2006	6	41	2	3
2006	7	62	2	3
2006	8	48	2	2
2006	9	31	2	7
2006	10	40	2	7
2006	11	36	2	7
2006	12	52	2	7
2007	1	55	2	3
2007	2	40	2	4
2007	3	38	2	3
2007	4	48	1	3
2007	5	48	2	2
2007	6	41	2	9
2007	7	32	2	7
2007	8	38	2	7
2007	9	40	1	7
2007	10	53	2	7
2007	11	60	1	10
2007	12	65	1	10
2007	13	28	2	10
2007	14	37	2	10
2007	15	28	2	10
2008	1	55	1	10
2008	2	69	1	4
2008	3	48	2	2
2008	4	34	1	10
2008	5	41	2	3
2008	6	31	2	3
2008	7	50	1	9
2008	8	55	1	9
2008	9	42	2	7
2008	10	30	2	7
2008	11	36	2	7
2008	12	28	2	7
8002	1	29	2	3
8002	2	32	1	2
8002	3	55	2	7
8002	4	33	2	7
8002	5	68	2	7
8002	6	32	1	7
8002	7	25	2	7
8002	8	50	2	4
8002	9	56	2	2
8003	1	62	1	2
8003	2	60	1	2
8003	3	45	1	7
8003	4	45	1	7
8003	5	45	2	7
8003	6	39	2	7
8003	7	25	2	7
8003	8	36	2	7
8003	9	49	1	4
8003	10	33	2	3
8004	1	39	1	3
8004	2	42	1	4
8004	3	49	1	2
8004	4	60	2	7
8004	5	56	2	7
8004	6	40	2	7
8004	7	50	1	7
8006	1	45	1	4
8006	2	51	1	3
8006	3	25	2	7
8006	4	28	2	7
8006	5	40	1	2
8006	6	30	2	7
8006	7	45	2	7
8007	1	49	1	3
8007	2	39	2	3
8007	3	49	2	3
8007	4	32	1	3
8007	5	31	2	3
8007	6	41	1	2
8007	7	31	2	2
8007	8	45	2	7
8007	9	38	2	7
8007	10	66	1	7
8007	11	62	1	10
8007	12	51	1	10
8007	13	49	1	4
8007	14	29	1	4
8008	1	57	1	2
8008	2	39	1	2
8008	3	43	1	4
8008	4	32	1	3
8008	5	34	1	1
8008	6	47	1	2
8008	7	39	1	2
8008	8	26	2	7
8008	9	35	2	7
8008	10	28	2	7
8008	11	45	1	7
8008	12	46	1	7
8008	13	36	2	3
8008	14	29	2	7
8008	15	51	2	7
8008	16	36	2	7
8008	17	42	1	7
8008	18	28	2	7
8008	19	36	2	7
8008	20	41	1	7
8008	21	45	2	7
8008	22	32	2	7
8008	23	27	2	7
8008	24	28	2	7
8009	1	58	2	2
8009	2	44	2	4
8009	3	27	1	3
8009	4	48	1	2
8009	5	33	1	10
8009	6	28	1	10
8009	7	37	1	7
8009	8	54	1	7
8009	9	41	1	7
8009	10	39	2	7
8009	11	28	2	10
8009	12	56	2	10
8009	13	28	1	10
8009	14	39	2	10
8009	15	32	1	7
8009	16	28	2	7
8010	1	42	2	4
8010	2	52	2	2
8010	3	28	1	2
8010	4	32	2	3
8010	5	68	2	7
8010	6	58	2	7
8010	7	35	1	7
8010	8	28	1	10
8010	9	38	1	10
8010	10	58	1	10
8010	11	47	2	7
8010	12	42	2	7
8010	13	36	1	7
8010	14	46	2	10
8010	15	54	2	7
8011	1	48	1	1
8011	2	37	2	1
8011	3	56	1	4
8011	4	44	1	3
8011	5	35	2	7
8011	6	26	2	7
8011	7	42	2	7
8011	8	44	1	7
8011	9	35	1	7
8011	10	39	2	7
8011	11	30	2	7
8011	12	35	2	7
8011	13	21	1	7
8011	14	45	2	7
8011	15	54	1	2
8011	16	35	1	2
8011	17	25	1	7
8011	18	21	2	7
8011	19	23	2	7
8011	20	25	2	7
8011	21	30	2	7
8011	22	29	2	7
8012	1	47	2	2
8012	2	51	2	4
8012	3	48	2	3
8012	4	37	2	3
8012	5	55	2	2
8012	6	64	1	7
8012	7	66	2	7
8012	8	28	2	7
8012	9	27	2	7
8012	10	29	2	7
8012	11	59	1	7
8012	12	62	2	7
8012	13	43	2	7
8012	14	25	2	7
8012	15	32	2	7
8012	16	52	2	7
8012	17	36	2	7
8012	18	43	1	7
8012	19	40	2	7
8012	20	31	1	7
8012	21	47	2	7
8012	22	28	2	7
8012	23	33	2	7
8014	1	54	1	4
8014	2	52	1	4
8014	3	45	2	10
8014	4	62	1	10
8014	5	50	1	3
8014	6	25	1	7
8014	7	28	2	7
8014	8	33	2	7
8014	9	36	1	10
8014	10	39	1	1
8014	11	45	1	2
8014	12	48	2	10
8014	13	36	2	3
8014	14	23	2	3
8015	1	51	2	4
8015	2	21	2	4
8015	3	54	2	9
8015	4	35	2	6
8015	5	70	1	9
8015	6	45	1	9
8015	7	32	2	7
8015	8	48	2	7
8016	1	33	1	2
8016	2	28	2	2
8016	3	45	1	4
8016	4	63	1	4
8016	5	52	2	3
8016	6	46	1	3
8016	7	57	2	10
8016	8	61	2	7
8016	9	56	1	10
8016	10	62	1	10
8016	11	29	2	7
8016	12	41	2	3
8017	1	35	1	2
8017	2	63	1	2
8017	3	32	1	10
8017	4	46	1	10
8017	5	38	1	4
8017	6	56	1	10
8017	7	37	1	3
8017	8	46	2	3
8017	9	56	1	3
8017	10	61	2	7
8017	11	52	2	7
8017	12	59	1	7
8017	13	51	2	3
8017	14	56	2	7
8017	15	51	1	7
8017	16	42	1	7
8017	17	46	1	7
8017	18	39	2	7
8017	19	61	1	7
8018	1	47	1	10
8018	2	38	2	3
8018	3	42	2	2
8018	4	63	1	2
8018	5	54	1	7
8018	6	64	2	7
8018	7	45	2	7
8018	8	34	2	10
8018	9	52	1	10
8018	10	25	2	10
8018	11	46	2	10
8018	12	68	1	7
8018	13	72	1	10
8018	14	59	1	10
8018	15	68	1	7
8019	1	42	1	1
8019	2	21	1	10
8019	3	68	2	2
8019	4	29	2	3
8019	5	34	2	3
8019	6	59	2	3
8019	7	46	2	10
8019	8	32	1	4
8019	9	28	1	7
8019	10	41	1	7
8019	11	36	1	7
8019	12	42	2	7
8019	13	28	1	7
8019	14	31	1	3
8019	15	48	1	7
8019	16	51	2	7
8020	1	42	1	2
8020	2	34	1	2
8020	3	49	1	2
8020	4	28	2	3
8020	5	60	1	10
8020	6	45	2	4
8020	7	40	2	4
8020	8	45	2	3
8020	9	60	1	3
8020	10	30	2	3
8020	11	50	2	3
8020	12	38	1	7
8020	13	31	2	2
8021	1	35	1	2
8021	2	50	2	3
8021	3	27	2	2
8021	4	61	2	10
8021	5	38	2	3
8021	6	59	1	10
8021	7	32	2	7
8021	8	24	2	7
8021	9	28	1	7
8021	10	36	2	7
8021	11	40	1	7
8021	12	26	2	7
8021	13	39	2	7
8021	14	68	1	4
8021	15	47	1	7
8021	16	32	1	7
8021	17	28	2	7
8021	18	43	1	7
8021	19	26	1	7
8021	20	32	2	7
8022	1	57	2	7
8022	2	49	2	7
8022	3	50	1	7
8022	4	42	1	7
8022	5	32	1	7
8022	6	24	2	7
8022	7	34	2	7
8022	8	30	1	3
8022	9	44	2	4
8022	10	50	2	2
8022	11	50	1	2
8023	1	53	1	2
8023	2	40	1	9
8023	3	41	1	7
8023	4	40	1	7
8023	5	56	1	4
8023	6	35	2	7
8023	7	25	2	7
8023	8	41	1	3
8024	1	30	1	2
8024	2	32	2	3
8024	3	57	2	4
8024	4	55	1	7
8024	5	46	2	7
8024	6	28	2	7
8025	1	30	2	2
8025	2	24	2	2
8025	3	50	2	2
8025	4	56	1	4
8025	5	46	1	3
8025	6	43	2	7
8025	7	38	2	7
8025	8	39	1	7
8026	1	39	1	2
8026	2	31	2	10
8026	3	30	2	2
8026	4	36	2	2
8026	5	26	2	2
8026	6	48	1	3
8026	7	36	2	3
8026	8	53	2	3
8026	9	41	2	4
8026	10	61	1	4
8026	11	68	2	7
8026	12	55	2	7
8026	13	46	2	7
8026	14	58	2	7
8026	15	36	1	3
8027	1	60	2	2
8027	2	45	1	2
8027	3	24	1	2
8027	4	36	2	2
8027	5	48	2	4
8027	6	47	1	3
8027	7	27	2	7
8027	8	43	2	7
8027	9	38	1	7
8027	10	33	2	7
8027	11	62	1	7
8027	12	28	2	7
8027	13	40	2	7
8027	14	54	1	7
8028	1	25	1	2
8028	2	45	2	7
8028	3	37	1	7
8028	4	35	2	7
8028	5	28	1	7
8028	6	65	1	7
8028	7	58	2	7
8028	8	25	2	7
8028	9	40	1	7
8028	10	32	2	7
8028	11	27	2	7
8028	12	55	1	2
8028	13	52	2	3
8028	14	51	2	4
8029	1	53	1	2
8029	2	59	2	2
8029	3	39	2	9
8029	4	37	1	3
8029	5	55	1	9
8029	6	38	1	1
8029	7	48	1	1
8029	8	51	2	9
8029	9	60	1	10
8029	10	66	1	10
8029	11	52	1	10
8029	12	39	1	10
8029	13	53	2	7
8029	14	38	2	7
8030	1	64	1	4
8030	2	71	1	9
8030	3	54	1	9
8030	4	28	2	7
8030	5	48	2	7
8030	6	62	2	7
8030	7	35	1	7
8031	1	35	2	10
8031	2	28	1	4
8031	3	50	2	3
8031	4	30	2	3
8031	5	35	2	10
8031	6	32	2	10
8031	7	50	2	10
8031	8	21	2	3
8031	9	36	1	4
8031	10	42	2	7
8031	11	36	1	3
8032	1	46	2	2
8032	2	37	1	2
8032	3	40	1	3
8032	4	31	2	7
8032	5	25	2	7
8032	6	30	2	7
8032	7	45	2	7
8033	1	58	1	2
8033	2	49	1	3
8033	3	53	2	3
8033	4	57	1	4
8033	5	43	1	2
8033	6	38	1	2
8033	7	52	1	10
8033	8	46	2	7
8033	9	35	2	3
8033	10	28	2	7
8033	11	43	2	7
8033	12	39	2	7
8033	13	33	2	7
8033	14	26	2	7
8033	15	44	2	7
8033	16	22	1	7
8033	17	43	2	7
8033	18	51	2	7
8033	19	28	1	7
8033	20	41	2	7
8033	21	39	2	7
8033	22	52	2	7
8033	23	36	2	7
8033	24	32	2	7
8033	25	42	2	7
8034	1	33	2	2
8034	2	28	1	2
8034	3	28	1	10
8034	4	35	1	2
8034	5	24	2	3
8034	6	38	1	4
8034	7	32	2	4
8034	8	26	2	7
8034	9	59	1	7
8034	10	68	1	10
8034	11	48	1	3
8034	12	44	2	3
8034	13	36	2	3
