PLACEID	PLCCODE	DEPARTID	CLUSTID	MAPLOC	STRTDINT	CHRINF1	CHRINF2	CHRINF3	INTBEGDT	INTBEGH	POPSIZE	CITY	TIMECAP	TRANS1	TRANS2	TRANS3	TIMPRVCA	PRTRANS1	PRTRANS2	PRTRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	OTRASPEN	MAINRTE	JANACC	FEBACC	MARACC	APRACC	MAYACC	JUNACC	JULACC	AUGACC	SEPACC	OCTACC	NOVACC	DECACC	NTRLDIST	CURRVULN	CSFRWTR1	CSFRWTR2	CSFRWTR3	CSFRWTR4	CSFRWTR5	CSFRWTR6	CSFRWTR7	CSFRWTR8	CSFRWTR9	CSFRWTR10	CSFRWTR11	CSFRWTR12	CSFRWTR13	CSFRWTR14	CSFRWTR15	CSFRWTR16	CSFRWTR17	CSFRWTR18	CSFRWTR19	CSFRWTR20	CSFRWTR21	CSFRWTR22	RECYCLE	SOCINF1	SOCINF2	SOCINF3	SRVINF1	SRVINF2	SRVINF3	CMNGARB1	CMNGARB2	CMNGARB3	PRGINF1	PRGINF2	PRGINF3	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	ECNINF1	ECNINF2	ECNINF3	PRCINF1	PRCINF2	PRCINF3	PRCINF4	PRCINF5	PRCINF6	PRCINF7	PRCINF8	PRCINF9	PRCINF10	IMPCROP	PRICCROP	MINCROP	MAXCROP	EDCINF1	EDCINF2	EDCINF3	LTRCYCMP	TYPAUTOR	HLTINF1	MIDWIFE	BIRTHATT	TRADHLR	CURIOSO	VILHTHWK	AUXILIAR	NURSE	SOCWRKR	MTLHLTH	GENPHYS	SPECPHYS	ANESTST	DENTIST	BLOODBNK	OTHRPERS	NTRLTRNG	CPRTINF1	CPRTINF2	CPRTINF3	CHORGACC	CHPOLICE	CHPLCWMN	CHHEALTH	CHDEMUNA	CHCHRDNA	CHCMTDNA	CHNGODNA	CHTWNDNA	CHSCHDNA	CHOTHDNA	CHSCHOOL	CHPARCHR	CHINFMLY	CHAUTCOM	CHNGOOTH	CHOTHOR1	CHOTHOR2	CHOTHOR3	WMORGACC	WMPOLICE	WMPLCWMN	WMHEALTH	WMCEM	WMSCHOOL	WMPARCHR	WMINFMLY	WMNAUTCM	WMNGOOTH	WMOTHOR1	WMOTHOR2	WMOTHOR3	DISTRICT	DISTFNC	DISTUSE	OTHRDNA	OTHRFNC	OTHRUSE	ENDDINT
1709	PE17C09	5	17	0	05/10/2016	1	6	7	04/10/2016	9:10	1800	1	-88	88	 	 	180	7	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	1	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	7	1	6	7	1	8	88	1	4	3	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	6	7	8	9	10	11	12	13	88	88	88	88	CEBADA	5	 	 	1	6	7	0	 	3	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	5	6	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	 	 	05/10/2016
1710	PE17C10	5	17	0	08/10/2016	1	6	7	10/10/2016	09:05	15500	0	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	7	1	6	7	1	3	88	1	3	5	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	6	7	4	10	11	12	13	14	15	16	17	18	PAPA	2	 	 	1	6	7	0	 	3	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	2	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	 	 	10/|10/2016         13:40
1711	PE17C11	5	17	0	30/09/2010	4	5	6	30/09/2016	09:30	130	1	50	7	88	 	50	7	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	88	88	88	88	0	88	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	6	4	5	6	3	8	6	1	3	6	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	11	12	2	7	8	9	10	3	88	88	88	88	ZANAHORIA	4	 	 	1	6	4	0	 	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	6	13	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	07/10/2016
1801	PE18C01	3	18	0	20/10/2016	1	3	3	20/10/2016	07:50	200	1	70	1	7	88	40	1	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	1	3	7	6	88	 	1	2	10	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	3	7	8	9	11	12	88	88	88	88	88	88	PAPA	2	 	 	1	3	7	0	 	10	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	13	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 	 	20/10/2016
1802	PE18C02	3	18	0	19/10/2016	1	5	6	24/10/2016	14:20	2800	1	30	7	88	 	35	7	88	 	0	0	1	1	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	6	1	5	6	3	8	6	2	3	4	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	5	6	3	8	9	10	11	88	88	88	88	88	PAPA	2	 	 	1	5	6	0	 	2	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	12	13	14	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 	 	24/10/2016
1803	PE18C03	3	18	0	21/10/2016	6	7	9	26/10/2016	05:00	700	1	30	7	88	 	30	7	88	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	88	0	0	88	88	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	9	6	7	9	8	7	6	4	3	8	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	7	13	14	1	3	10	11	12	15	16	88	88	88	PAPA	2	 	 	6	7	17	0	 	2	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	5	6	17	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	01/11/2016
1804	PE18C04	3	18	0	21/10/2016	2	6	7	22/10/2016	08:10	450	1	30	7	88	 	40	7	88	 	0	1	1	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	88	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	7	2	6	7	3	2	8	1	2	3	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	13	14	15	1	4	9	7	10	8	11	12	88	88	MAIZ	2	 	 	1	2	7	0	 	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	2	5	6	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	24/10/2016
1805	PE18C05	3	18	0	22/10/2016	2	5	8	22/10/2016	11:30	86	1	30	7	88	 	40	7	88	 	0	1	1	1	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	88	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	88	2	5	8	3	7	8	3	2	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	7	88	1	9	10	11	12	88	88	88	88	88	MAIZ	2	 	 	2	3	8	0	 	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	4	2	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	24/10/2016
1806	PE18C06	3	18	0	25/10/2016	6	8	9	25/10/2016	08:30	320	1	40	1	88	 	45	1	6	88	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	9	6	8	9	6	8	88	8	9	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	8	9	1	4	5	6	7	88	88	88	88	88	PAPA	2.5	 	 	6	8	9	0	 	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	2	8	9	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	26/10/2016
1807	PE18C07	3	18	0	28/10/2016	1	5	6	02/11/2016	10:15	22000	1	-88	88	 	 	5	6	88	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	6	1	5	6	1	8	88	1	3	4	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	5	6	3	5	6	7	8	9	10	11	12	13	PAPA	1	 	 	1	4	5	0	 	3	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	2	5	6	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	 	 	03/11/2016
1901	PE19C01	4	19	0	30/08/2016   HORA:10:08	1	5	13	31/08/2016	10:20	2600	1	-88	88	 	 	12	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	13	1	5	13	1	8	88	1	2	3	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	13	4	7	8	9	10	11	12	13	88	88	FREJOL	1	 	 	1	5	2	0	 	3	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	6	13	88	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	 	 	31/08/2016
1902	PE19C02	4	19	0	01/09/2016	5	6	13	02/09/2016	10:30	600	1	5	6	88	 	10	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	1	5	6	13	5	6	3	1	7	5	1	4	88	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	5	6	13	7	8	9	10	11	12	5	6	13	14	FREJOL	1	 	 	5	6	1	0	 	3	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	2	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	 	 	02/09/2016
1903	PE19C03	4	19	0	05/09/2016	1	8	9	05/09/2016	09:00	120	1	60	8	88	 	75	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	9	1	8	9	3	88	 	1	2	6	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8	9	5	9	10	11	88	88	88	88	88	88	FREJOL	2	 	 	1	2	8	0	 	6	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	3	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	 	 	05/09/2016     15:09
1904	PE19C04	4	19	0	06/09/2016	1	10	88	06/09/2016	10:40	8000	0	-88	88	 	 	60	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	88	1	10	88	1	8	88	2	3	88	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	88	5	6	7	8	9	2	10	88	88	88	ARROZ	2	 	 	1	10	88	0	 	2	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	4	10	88	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	 	 	06/09/2016
1905	PE19C05	4	19	0	30/08/2016	3	7	8	30/08/2016	08:00	1200	1	5	6	88	 	7	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	3	7	8	3	11	12	1	88	 	1	5	2	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	11	12	2	6	9	10	11	88	88	88	88	88	FREJOL	1	 	 	2	3	5	0	 	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	3	4	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	30/08/2016
2001	PE20C01	21	20	0	11/08/2016	5	2	6	14/08/2016	08:20	900	1	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	5	6	88	5	6	12	1	3	88	5	1	2	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	12	13	14	7	8	9	11	2	88	88	88	88	88	88	-88	 	 	5	10	88	0	 	2	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	3	88	88	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	27/08/2016
2002	PE20C02	21	20	0	10/08/16	2	3	7	10/08/16	13:09	2400	1	88	88	 	 	-88	88	 	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	1	2	3	7	3	7	11	3	1	2	3	4	11	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	13	14	88	4	8	9	10	12	88	88	88	88	88	88	-88	 	 	6	11	14	0	 	4	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	3	6	88	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	19/08/2016
2003	PE20C03	21	20	0	08/08/2016	7	8	11	08/08/2016	09:20	5400	1	-88	88	 	 	-88	88	 	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	7	10	12	7	10	11	2	1	8	7	4	5	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	7	2	8	3	2	13	14	15	16	17	88	88	88	-88	-88	 	 	1	18	19	0	 	3	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	7	18	19	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	08/08/2016
2004	PE20C04	21	20	0	11/08/2016	1	2	3	11/08/2016	10:30	3600	1	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	0	88	88	88	88	1	88	88	88	88	88	88	88	0	88	88	0	0	0	88	0	1	2	3	1	2	3	2	1	88	7	13	4	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	8	9	10	12	14	15	5	6	88	88	-88	-88	 	 	1	2	3	0	 	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	11	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	18/08/2016   10:40
2005	PE20C05	21	20	0	08/08/2016	7	8	10	08/08/2016   12:00	12:00	2000	1	-88	88	 	 	-88	88	 	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	7	8	10	7	8	10	1	2	8	4	5	10	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	7	8	10	3	6	8	9	11	12	13	88	88	88	-88	-88	 	 	7	8	10	0	 	10	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	9	7	10	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	18/08/2016
2006	PE20C06	21	20	0	09/08/2016	1	3	4	09/08/2016	9:20	30000	1	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	88	0	0	0	0	88	1	1	3	4	1	3	4	1	8	5	2	6	88	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	4	9	10	11	12	7	88	88	88	88	88	-88	-88	 	 	1	3	5	0	 	6	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	8	88	88	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	18/08/2016
2007	PE20C07	21	20	0	09/08/2016	6	11	12	24/08/2016	09:20	9800	1	-88	88	 	 	-88	88	 	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	88	88	88	88	88	88	0	88	88	88	88	0	6	11	12	6	11	12	1	2	3	1	2	13	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	13	14	88	3	8	9	7	88	88	88	88	88	88	88	-88	 	 	5	11	12	0	 	4	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	2	6	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	27/08/2016
2008	PE20C08	21	20	0	13/08/2016	7	8	1	13/08/2016	09:00	20000	1	-88	88	 	 	-88	88	 	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	0	1	7	8	1	7	8	8	6	2	2	5	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	7	8	9	10	11	12	4	6	88	88	88	88	-88	-88	 	 	1	7	8	0	 	5	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	3	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	18/08/2016
8002	PE80C02	1	80	0	15/10/2016	2	88	88	21/10/2016	15:25	33000	0	-88	88	 	 	-88	88	 	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	1	1	1	0	0	88	88	0	0	88	0	1	0	0	0	88	0	1	0	0	88	1	2	9	88	2	9	88	1	88	 	1	2	9	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	2	88	88	3	4	5	6	7	8	88	88	88	88	-88	-88	 	 	8	9	88	0	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	9	88	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	 	 	25/10/2016
8003	PE80C03	22	80	0	09/11/2016	1	2	88	09/11/2016	09:12	30000	0	-88	88	 	 	15	6	88	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	88	88	0	0	88	0	0	0	0	0	88	0	0	0	0	88	1	1	2	88	1	2	88	1	88	 	1	2	9	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	88	3	4	5	6	7	8	88	88	88	88	ARROZ	5	 	 	9	88	88	0	 	10	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	2	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	 	 	09/11/2016
8004	PE80C04	22	80	0	07/11/2016	3	88	88	07/11/2016	12:50	30000	0	-88	88	 	 	-88	88	 	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	88	0	0	0	0	0	88	0	0	88	0	0	0	0	0	88	0	0	0	0	1	1	3	88	88	3	88	88	1	88	 	3	2	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	3	88	88	4	5	6	7	88	88	88	88	88	88	ARROZ	5	 	 	2	88	88	0	 	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	3	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	 	 	07/11/2016
