childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN061034	2	40	2	1	2	0	2	2	0
IN061034	3	15	2	5	2	0	2	2	0
IN061034	4	12	2	5	1	24	2	2	6
IN061035	1	70	1	3	2	0	2	2	0
IN061035	2	58	2	3	2	0	2	2	0
IN061035	3	35	1	1	2	23	2	1	5
IN061035	4	27	2	1	2	23	2	1	4
IN061035	5	6	2	5	1	23	2	2	1
IN061036	1	30	1	1	2	0	2	2	0
IN061036	2	25	2	1	2	0	2	2	0
IN061036	3	7	2	5	1	23	2	2	2
IN061036	28	4	1	5	 	 	2	 	0
IN061037	1	35	2	1	2	0	2	2	0
IN061037	2	25	1	5	2	23	2	2	5
IN061037	3	20	2	5	2	24	2	2	7
IN061037	28	3	1	 	 	 	2	 	0
IN061038	1	70	1	3	2	0	2	2	0
IN061038	2	66	2	3	2	0	2	2	0
IN061038	3	35	1	1	2	0	2	1	0
IN061038	4	30	2	1	2	0	2	1	0
IN061038	5	10	1	5	1	0	2	2	0
IN061039	1	32	1	1	2	0	2	1	0
IN061039	2	26	2	1	2	0	2	1	0
IN061039	3	11	1	5	1	24	2	2	6
IN061039	4	9	2	5	1	23	2	2	5
IN061040	1	60	1	3	2	23	2	2	3
IN061040	2	55	2	3	2	0	2	2	0
IN061040	3	40	1	1	2	0	2	2	0
IN061040	4	35	2	1	2	0	2	2	0
IN061040	5	12	2	5	1	24	2	2	6
IN061040	28	3	1	5	 	 	2	 	0
IN061041	1	70	1	3	2	0	1	2	0
IN061041	2	65	2	3	2	0	2	2	0
IN061041	3	33	1	1	2	23	2	1	5
IN061041	4	27	2	1	2	23	2	1	5
IN061041	28	4	1	5	 	 	2	 	0
IN061042	1	35	1	1	2	0	1	2	0
IN061042	2	28	2	1	2	0	2	2	0
IN061042	28	2	2	5	 	 	2	 	0
IN061043	1	36	1	1	2	0	2	2	0
IN061043	2	25	2	1	2	0	2	2	0
IN061044	1	60	2	3	2	0	1	2	0
IN061044	2	35	1	1	2	23	1	1	5
IN061044	3	31	2	1	2	23	2	2	5
IN061044	4	14	2	5	1	25	2	2	9
IN061044	5	12	2	5	1	24	2	2	6
IN061044	6	6	1	5	1	23	2	2	1
IN061045	1	38	1	1	2	0	2	1	0
IN061045	2	35	2	1	2	0	2	1	0
IN061045	28	4	2	5	 	 	2	 	0
IN061046	1	60	2	3	2	0	2	2	0
IN061046	2	28	1	1	2	0	2	1	0
IN061046	3	24	2	1	2	0	2	2	0
IN061046	28	4	1	5	 	 	2	 	0
IN061047	1	35	1	1	2	0	2	2	0
IN061047	2	28	2	1	2	0	2	2	0
IN061047	3	14	1	5	1	25	2	2	9
IN061047	4	13	1	5	1	25	2	2	8
IN061048	1	30	1	1	2	0	2	1	0
IN061048	2	24	2	1	2	0	2	1	0
IN061048	3	5	2	5	1	23	2	2	1
IN061049	1	28	1	1	2	23	2	1	4
IN061049	2	24	2	1	2	0	2	1	0
IN061049	3	10	1	5	1	23	2	2	4
IN061049	4	5	1	5	2	0	2	2	0
IN061050	1	80	1	3	2	0	2	2	0
IN061050	2	36	1	1	2	25	2	2	11
IN061050	3	25	2	1	2	23	2	2	2
IN061050	28	4	2	5	 	 	2	 	0
IN071001	1	40	1	1	2	0	2	1	0
IN071001	2	30	2	1	2	24	2	2	7
IN071001	3	11	1	5	1	24	2	2	6
IN071001	28	4	2	5	 	 	2	 	0
IN071002	1	53	2	3	2	0	1	2	0
IN071002	2	28	1	1	2	24	2	1	7
IN071002	3	25	2	1	2	0	2	2	0
IN071002	4	12	2	5	1	24	2	2	6
IN071003	1	28	1	1	2	0	2	1	0
IN071003	2	25	2	1	2	0	2	2	0
IN071003	3	10	2	5	1	23	2	2	5
IN071003	28	3	1	5	 	 	2	 	0
IN071004	1	40	1	1	2	0	2	2	0
IN071004	2	35	2	1	2	0	2	2	0
IN071004	3	12	2	5	2	0	2	2	0
IN071004	4	10	2	5	2	0	2	2	0
IN071004	28	4	1	5	 	 	2	 	0
IN071005	1	60	2	3	2	0	2	2	0
IN071005	2	35	1	1	2	0	2	1	0
IN071005	3	25	2	1	2	0	2	2	0
IN071005	4	19	2	4	2	24	2	2	7
IN071005	5	6	2	5	1	23	2	2	1
IN071005	28	4	2	5	 	 	2	 	0
IN071006	1	70	2	3	2	0	2	2	0
IN071006	2	60	2	3	2	0	2	2	0
IN071006	3	45	1	4	2	25	2	2	10
IN071006	4	35	2	4	2	0	2	2	0
IN071006	5	35	1	4	2	25	2	2	12
IN071006	6	30	1	1	2	23	2	2	2
IN071006	7	25	2	1	2	0	2	2	0
IN071006	8	20	1	4	2	25	2	2	14
IN071006	9	10	2	6	1	23	2	2	5
IN071006	10	10	1	5	1	23	2	2	5
IN071006	11	6	1	6	1	23	2	2	2
IN071007	1	40	1	1	2	25	2	2	10
IN071007	2	28	2	1	2	23	2	2	5
IN071007	28	4	1	5	 	 	2	 	0
IN071007	29	3	1	5	 	 	2	 	0
IN071008	1	35	1	1	2	25	2	1	15
IN071008	2	28	2	1	2	24	2	2	7
IN071008	3	6	1	5	1	23	2	2	1
IN071009	1	45	1	1	2	25	2	2	10
IN071009	2	35	2	1	2	23	2	2	3
IN071009	3	21	2	5	2	24	2	2	7
IN071009	4	19	1	5	2	25	2	2	10
IN071009	5	17	1	5	2	24	2	2	7
IN071009	6	16	1	5	1	25	2	2	10
IN071009	7	14	1	5	1	25	2	2	9
IN071009	8	12	1	5	1	24	2	2	6
IN071009	28	4	2	5	 	 	2	 	0
IN071010	1	69	1	3	2	23	1	2	4
IN071010	2	55	2	3	2	24	2	2	7
IN071010	3	41	1	1	2	25	2	1	13
IN071010	4	31	2	1	2	25	2	1	12
IN071010	5	13	2	5	1	25	2	2	9
IN071011	1	36	1	1	2	25	2	2	15
IN071011	2	28	2	1	2	24	2	1	7
IN071011	3	12	1	5	1	24	2	2	6
IN071011	4	10	1	5	1	23	2	2	5
IN071012	1	40	1	1	2	23	1	1	5
IN071012	2	32	2	1	2	0	2	1	2
IN071012	3	11	1	5	1	23	2	2	5
IN071012	4	6	2	5	1	23	2	2	1
IN071013	1	35	1	1	2	0	2	1	0
IN071013	2	31	2	1	2	0	2	1	0
IN071013	3	6	2	5	1	23	2	2	2
IN071014	1	38	1	1	2	24	2	1	7
IN071014	2	28	2	1	2	23	2	1	5
IN071014	3	12	2	5	1	24	2	2	6
IN071015	1	68	2	3	2	0	1	2	0
IN071015	2	39	1	1	2	0	1	1	0
IN071015	3	32	2	1	2	0	2	2	0
IN071015	4	11	2	5	1	24	2	2	6
IN071015	28	4	1	5	 	 	2	 	0
IN071016	1	35	1	1	2	24	2	1	7
IN071016	2	30	2	1	2	0	2	2	0
IN071016	3	12	2	5	1	23	2	2	5
IN071016	4	10	1	5	1	23	2	2	5
IN071017	1	33	1	1	2	0	2	1	0
IN071017	2	25	2	1	2	0	2	2	0
IN071017	28	4	2	5	 	 	2	 	0
IN071017	29	2	2	5	 	 	2	 	0
IN071018	1	37	1	1	2	24	2	1	7
IN071018	2	34	2	1	2	0	2	1	0
IN071018	3	5	2	5	1	23	2	2	1
IN071018	28	3	1	5	 	 	2	 	0
IN071019	1	32	1	1	2	0	2	1	0
IN071019	2	23	2	1	2	0	2	1	0
IN071019	3	10	1	5	1	23	2	2	5
IN071020	1	35	1	1	2	0	2	1	0
IN071020	2	23	2	1	2	23	2	1	5
IN071021	1	35	1	1	2	0	2	1	0
IN071021	2	30	2	1	2	0	2	1	0
IN071021	3	7	1	5	1	23	1	2	2
IN071021	28	1	1	5	 	 	1	 	0
IN071022	1	35	1	1	2	0	2	1	0
IN071022	2	30	2	1	2	0	2	2	0
IN071022	3	12	2	5	1	24	2	2	6
IN071022	4	6	2	5	2	0	2	2	0
IN071023	1	40	1	1	2	23	2	1	5
IN071023	2	30	2	1	2	0	2	1	0
IN071023	3	9	2	5	1	23	2	2	4
IN071023	28	4	2	5	 	 	2	 	0
IN071024	1	32	1	1	2	23	2	1	5
IN071024	2	24	2	1	2	0	2	1	0
IN071024	3	6	1	5	1	23	2	2	1
IN071024	28	3	1	5	 	 	2	 	0
IN071025	1	35	1	1	2	23	2	1	3
IN071025	2	30	2	1	2	0	2	2	0
IN071025	3	15	2	5	2	23	2	2	5
IN071025	4	9	2	5	1	23	2	2	5
IN071025	28	4	1	5	 	 	2	 	0
IN071026	1	55	1	3	2	0	2	2	0
IN071026	2	29	1	1	2	0	2	1	0
IN071026	3	26	2	1	2	0	2	2	0
IN071026	4	10	2	5	2	23	2	2	5
IN071026	5	6	1	5	1	23	2	2	1
IN071027	1	60	1	3	2	0	2	1	0
IN071027	2	50	2	3	2	0	2	2	0
IN071027	3	30	1	1	2	23	2	2	3
IN071027	4	27	2	1	2	0	2	2	4
IN071027	5	26	1	4	2	23	2	2	5
IN071027	6	5	2	5	2	0	2	2	0
IN071027	28	3	2	5	 	 	2	 	0
IN071028	1	35	1	2	2	22	1	2	0
IN071028	2	29	2	1	2	0	2	1	0
IN071028	3	10	2	5	2	23	2	2	5
IN071029	1	55	2	3	2	0	2	2	0
IN071029	2	33	1	1	2	0	2	1	0
IN071029	3	25	2	1	2	0	2	1	0
IN071029	4	11	2	5	1	25	2	2	8
IN071029	5	6	1	5	1	23	2	2	1
IN071030	1	50	1	1	2	0	2	1	0
IN071030	2	45	2	1	2	24	2	1	7
IN071030	3	17	2	5	2	23	2	2	5
IN071030	4	14	2	5	1	25	2	2	9
IN071031	1	70	2	3	2	0	2	2	0
IN071031	2	45	1	1	2	23	2	1	5
IN071031	3	35	2	1	2	0	2	1	0
IN071031	4	13	1	5	1	25	2	2	9
IN071032	1	35	1	1	2	25	2	2	12
IN071032	2	26	2	1	2	0	2	1	0
IN071032	3	12	2	5	1	25	2	2	8
IN071032	4	9	1	5	1	23	2	2	5
IN071032	5	6	1	5	2	0	2	2	0
IN071033	1	34	1	1	2	0	2	1	0
IN071033	2	30	2	1	2	0	2	1	0
IN071033	3	7	1	5	1	23	2	2	2
IN071034	1	65	2	3	2	0	2	2	0
IN071034	2	45	1	1	2	0	2	1	0
IN071034	3	35	2	1	2	0	2	1	0
IN071034	4	16	2	5	2	24	2	2	6
IN071034	5	12	2	5	1	25	2	2	8
IN071035	1	68	1	3	2	0	2	2	0
IN071035	2	60	2	3	2	0	2	2	0
IN071035	3	40	1	1	2	0	2	1	0
IN071035	4	38	2	4	2	0	2	2	0
IN071035	5	36	2	1	2	0	2	1	0
IN071035	6	18	2	4	2	23	2	1	5
IN071035	7	12	1	5	1	24	2	2	6
IN071036	1	37	1	1	2	0	2	1	0
IN071036	2	33	2	1	2	0	1	1	0
IN071036	28	3	2	5	 	 	2	 	0
IN071037	1	35	1	1	2	0	2	1	0
IN071037	2	28	2	1	2	0	2	2	0
IN071037	3	10	2	5	1	23	2	2	5
IN071037	28	4	2	5	 	 	2	 	0
IN071038	1	62	2	3	2	0	2	2	0
IN071038	2	54	2	3	2	0	2	2	0
IN071038	3	40	1	1	2	0	2	1	0
IN071038	4	38	2	1	2	0	2	1	0
IN071038	5	12	2	5	2	23	2	1	5
IN071038	6	10	2	5	1	23	2	2	5
IN071038	28	2	1	5	 	 	2	 	0
IN071039	1	60	1	3	2	0	2	1	0
IN071039	2	55	2	3	2	0	2	2	0
IN071039	3	32	2	1	2	0	2	2	0
IN071039	4	23	1	4	2	0	2	2	0
IN071039	5	19	1	4	2	0	2	2	0
IN071039	6	6	1	5	1	23	2	2	1
IN071040	1	37	1	1	2	23	2	1	5
IN071040	2	30	2	1	2	23	2	2	5
IN071040	3	11	2	5	1	24	2	2	6
IN071041	1	65	2	3	2	0	2	2	0
IN071041	2	30	1	1	2	0	2	1	0
IN071041	3	25	2	1	2	23	2	1	5
IN071041	4	11	1	5	1	24	2	2	6
IN071042	1	36	1	1	2	0	2	1	0
IN071042	2	32	2	1	2	23	2	1	5
IN071042	3	11	1	5	1	24	2	2	6
IN071043	1	55	1	3	2	0	2	1	0
IN071043	2	50	2	3	2	0	2	2	0
IN071043	3	27	1	1	2	0	2	1	0
IN071043	4	25	2	1	2	0	2	2	0
IN071043	5	25	1	4	2	25	2	1	10
IN071043	6	20	2	4	2	0	2	2	0
IN071043	7	19	1	4	2	0	1	2	0
IN071043	8	18	2	4	2	0	2	2	0
IN071043	9	17	1	4	2	0	2	1	0
IN071043	10	16	2	4	2	23	2	2	5
IN071043	28	4	2	5	 	 	2	 	0
IN071043	29	3	1	5	 	 	2	 	0
IN071043	30	3	2	5	 	 	2	 	0
IN071043	31	2	1	5	 	 	2	 	0
IN071043	32	1	2	5	 	 	2	 	0
IN071044	1	62	1	3	2	23	2	1	5
IN071044	2	57	2	3	2	0	2	2	0
IN071044	3	36	1	1	2	0	2	1	0
IN071044	4	28	2	1	2	24	2	2	7
IN071044	5	25	1	4	2	24	2	2	7
IN071044	6	18	2	4	2	24	2	2	7
IN071044	7	7	2	5	1	23	2	2	3
IN071044	8	7	2	5	1	23	2	2	3
IN071045	1	30	1	1	2	0	2	1	0
IN071045	2	21	2	1	2	0	2	1	0
IN071045	3	9	1	5	1	23	2	2	5
IN071046	1	30	1	1	2	23	2	1	5
IN071046	2	27	2	1	2	0	2	2	0
IN071046	3	12	1	5	1	23	2	2	5
IN071047	1	35	1	1	2	25	2	1	12
IN071047	2	26	2	1	2	24	2	1	7
IN071047	3	10	2	5	1	23	2	2	5
IN071048	1	37	1	1	2	0	2	1	0
IN071048	2	28	2	1	2	0	2	1	0
IN071048	3	11	1	5	1	24	2	2	6
IN071048	4	6	2	5	1	23	2	2	1
IN071049	1	45	1	1	2	25	2	1	15
IN071049	2	32	2	1	2	25	2	1	10
IN071049	3	15	1	5	1	25	2	2	11
IN071049	4	11	1	5	1	24	2	2	6
IN071050	1	35	1	1	2	25	2	1	10
IN071050	2	32	2	1	2	0	2	2	0
IN071050	3	12	1	5	1	25	2	2	8
IN081001	1	55	2	3	2	0	2	1	0
IN081001	2	33	1	1	2	24	2	1	7
IN081001	3	29	2	1	2	0	2	2	0
IN081001	4	11	2	5	1	23	2	2	5
IN081001	28	3	1	5	 	 	2	 	0
IN081002	1	34	1	1	2	25	2	1	12
IN081002	2	26	2	1	2	0	2	1	0
IN081002	3	10	2	5	1	23	2	2	5
IN081002	28	3	2	5	 	 	2	 	0
IN081003	1	32	1	1	2	23	2	1	5
IN081003	2	27	2	1	2	0	2	1	0
IN081003	3	6	1	5	1	0	2	2	0
IN081004	1	42	1	1	2	23	2	1	5
IN081004	2	35	2	1	2	0	2	1	0
IN081004	3	18	1	5	2	23	2	2	5
IN081004	4	10	2	5	1	24	2	2	6
IN081004	28	4	1	5	 	 	2	 	0
IN081005	1	33	1	1	2	24	2	1	7
IN081005	2	29	2	1	2	0	2	1	0
IN081005	3	13	1	5	1	23	2	2	5
IN081006	1	45	1	1	2	0	2	1	0
IN081006	2	36	2	1	2	0	2	1	0
IN081006	3	11	2	5	1	24	2	2	6
IN081006	4	5	1	5	1	23	2	2	1
IN081007	1	29	1	1	2	24	2	1	7
IN081007	2	25	2	1	2	0	2	1	0
IN081007	3	10	2	5	1	23	2	2	2
IN081007	4	6	1	5	1	23	2	2	1
IN081008	1	34	1	1	2	23	2	1	5
IN081008	2	28	2	1	2	23	2	1	5
IN081008	3	10	2	5	1	23	2	2	5
IN081008	4	6	1	5	1	22	2	2	0
IN081009	1	68	1	3	2	25	1	1	10
IN081009	2	55	2	3	2	0	1	1	0
IN081009	3	38	1	1	2	25	1	1	15
IN081009	4	30	2	1	2	24	1	1	7
IN081009	5	6	1	5	1	23	2	2	3
IN081010	1	30	1	1	2	0	2	2	0
IN081010	2	23	2	1	2	0	2	2	0
IN081010	3	12	1	5	1	23	2	2	5
IN081010	28	4	1	5	 	 	2	 	0
IN081011	1	55	1	3	2	23	2	1	5
IN081011	2	45	2	3	2	0	2	1	0
IN081011	3	34	1	1	2	25	2	1	12
IN081011	4	25	2	1	2	23	2	1	5
IN081011	5	10	1	5	1	23	2	2	5
IN081012	1	33	1	1	2	25	2	1	10
IN081012	2	27	2	1	2	23	2	1	5
IN081012	3	6	1	5	1	0	2	2	0
IN081013	1	45	2	1	2	0	2	1	0
IN081013	2	15	1	5	2	0	2	1	0
IN081013	3	12	2	5	2	0	2	2	0
IN081013	4	6	2	5	1	22	2	2	0
IN081013	28	3	2	5	 	 	2	 	0
IN081014	1	60	2	3	2	0	2	2	0
IN081014	2	32	1	1	2	25	2	1	12
IN081015	1	40	1	1	2	0	2	1	0
IN081015	2	35	2	1	2	0	2	1	0
IN081015	3	14	1	5	1	25	2	2	10
IN081015	4	12	2	5	2	0	2	2	0
IN081016	1	60	2	3	2	0	2	1	0
IN081016	2	53	1	1	2	0	2	1	0
IN081016	3	48	2	1	2	0	2	2	0
IN081016	4	15	2	5	2	23	2	2	5
IN081016	28	4	1	5	 	 	2	 	0
IN081017	1	40	1	1	2	0	2	1	0
IN081017	2	32	2	1	2	0	2	1	0
IN081017	3	16	1	5	2	23	2	2	4
IN081018	1	50	2	3	2	0	2	1	0
IN081018	2	45	1	1	2	0	2	1	0
IN081018	3	35	2	1	2	0	2	1	0
IN081019	1	35	1	2	2	0	2	1	0
IN081019	2	28	2	1	2	0	2	1	0
IN081020	1	60	1	3	2	0	2	2	0
IN081020	2	55	2	3	2	0	2	2	0
IN081020	3	30	1	1	2	22	2	1	0
IN081020	4	25	2	1	2	0	2	1	0
IN081020	28	4	2	5	 	 	2	 	0
IN081020	29	2	1	5	 	 	2	 	0
IN081021	1	40	1	1	2	0	2	1	0
IN081021	2	33	2	1	2	0	2	1	0
IN081021	3	12	2	5	1	24	2	1	6
IN081021	28	4	1	5	 	 	2	 	0
IN081022	1	40	1	1	2	0	2	1	0
IN081022	2	33	2	1	2	0	2	1	0
IN081022	3	12	1	5	1	24	2	2	6
IN081023	1	40	1	1	2	24	2	1	7
IN081023	2	34	2	1	2	0	2	1	0
IN081023	3	14	1	5	1	24	2	2	6
IN081023	4	8	2	5	1	23	2	1	3
IN081024	1	60	1	3	2	0	2	2	0
IN081024	2	52	2	3	2	0	2	1	0
IN081024	3	38	2	1	2	0	2	1	0
IN081024	28	4	2	5	 	 	2	 	0
IN081025	1	38	1	1	2	0	2	1	0
IN081025	2	34	2	1	2	0	2	1	0
IN081025	3	12	1	5	1	24	2	2	6
IN081025	4	10	2	5	1	23	2	2	5
IN081026	1	65	2	3	2	0	2	1	0
IN081026	2	35	1	1	2	24	2	1	7
IN081026	3	30	2	1	2	0	2	1	0
IN081026	4	10	2	5	1	23	2	2	4
IN081026	28	4	1	5	 	 	2	 	0
IN081027	1	45	1	1	2	23	2	2	5
IN081027	2	35	2	1	2	0	2	1	0
IN081027	3	14	1	5	1	25	2	2	10
IN081028	1	40	1	1	2	23	2	1	5
IN081028	2	35	2	1	2	0	2	1	0
IN081028	3	13	1	5	1	24	2	2	6
IN081028	4	9	1	5	1	23	2	2	4
IN081029	1	30	1	1	2	24	2	1	7
IN081029	2	22	2	1	2	23	2	1	5
IN081029	3	9	1	5	1	23	2	2	5
IN081030	1	38	1	1	2	0	2	1	0
IN081030	2	33	2	1	2	0	2	1	0
IN081030	3	13	1	5	1	24	2	2	6
IN081030	4	6	2	5	1	23	2	2	1
IN081031	1	45	1	1	2	23	2	1	5
IN081031	2	40	2	1	2	0	2	1	0
IN081031	3	15	1	5	1	25	2	1	9
IN081032	1	30	1	1	2	0	2	1	0
IN081032	2	25	2	1	2	0	2	1	0
IN081032	3	11	1	5	1	22	2	2	0
IN081032	4	7	2	5	1	22	2	2	0
IN081033	1	37	1	1	2	22	1	2	0
IN081033	2	30	2	1	2	0	2	1	0
IN081033	28	3	2	5	 	 	2	 	0
IN081034	1	70	2	3	2	0	2	1	0
IN081034	2	35	1	1	2	24	2	1	7
IN081034	3	30	2	1	2	0	2	1	0
IN081034	4	9	2	5	1	23	2	2	3
IN081034	5	8	1	5	1	23	2	2	1
IN081035	1	50	2	3	2	0	2	1	0
IN081035	2	35	2	1	2	0	2	1	0
IN081035	3	17	1	5	2	23	2	1	5
IN081035	4	5	2	5	1	23	2	1	1
IN081036	1	55	1	3	2	0	2	2	0
IN081036	2	45	2	3	2	0	2	2	0
IN081036	3	30	1	1	2	0	2	1	0
IN081036	4	25	2	1	2	0	2	1	0
IN081036	5	22	1	4	2	23	2	1	4
IN081036	6	20	1	4	2	0	2	2	0
IN081036	7	18	1	4	2	0	2	1	0
IN081036	8	15	1	4	1	25	2	1	10
IN081036	9	13	2	4	2	0	2	2	0
IN081036	10	6	1	5	1	22	2	2	0
IN081036	28	1	1	5	 	 	2	 	0
IN081037	1	55	1	3	2	0	2	2	0
IN081037	2	26	1	1	2	25	2	1	10
IN081037	3	24	2	1	2	0	2	1	0
IN081037	4	7	1	5	1	23	2	2	2
IN081037	28	3	1	5	 	 	2	 	0
IN081038	1	65	2	3	2	0	2	1	0
IN081038	2	40	1	4	2	0	2	1	0
IN081038	3	35	2	4	2	0	2	1	0
IN081038	4	30	1	1	2	0	2	1	0
IN081038	5	26	2	1	2	0	2	1	0
IN081038	6	15	1	5	1	25	2	2	10
IN081038	7	13	1	5	1	24	2	2	6
IN081038	8	12	2	5	1	24	2	2	6
IN081038	9	10	1	5	1	23	2	2	5
IN081038	10	8	1	5	1	23	2	2	3
IN081039	1	60	2	3	2	0	2	1	0
IN081039	2	40	1	1	2	23	2	1	5
IN081039	3	35	2	1	2	0	2	1	0
IN081039	4	16	2	5	2	23	2	1	5
IN081039	5	13	1	5	1	25	2	2	8
IN081040	1	70	2	3	2	0	2	1	0
IN081040	2	36	1	1	2	23	2	1	5
IN081040	3	30	2	1	2	23	2	1	5
IN081040	4	6	1	5	1	23	2	2	1
IN081041	1	44	1	1	2	0	2	1	0
IN081041	2	40	2	2	2	0	2	1	0
IN081041	3	25	2	1	2	0	2	1	0
IN081041	28	2	1	5	 	 	2	 	0
IN081042	1	35	1	1	2	0	2	1	0
IN081042	2	30	2	1	2	0	2	1	0
IN081042	3	12	2	5	2	0	2	1	0
IN081042	4	10	2	5	2	0	2	1	0
IN081042	28	3	1	5	 	 	2	 	0
IN081043	1	35	1	1	2	0	2	1	0
IN081043	2	30	2	1	2	0	2	1	0
IN081043	3	14	1	5	1	25	2	2	10
IN081043	4	7	2	5	1	23	2	2	3
IN081044	1	32	1	1	2	25	2	1	12
IN081044	2	28	2	1	2	0	2	1	0
IN081044	3	10	2	5	1	23	2	2	5
IN081044	4	6	1	5	1	22	2	2	0
IN081045	1	34	1	1	2	25	2	1	12
IN081045	2	26	2	1	2	0	2	1	0
IN081045	3	9	1	5	1	23	2	2	4
IN081046	1	45	1	1	2	0	2	1	0
IN081046	2	40	2	1	2	0	2	1	0
IN081047	1	65	2	3	2	0	2	1	0
IN081047	2	35	1	1	2	0	2	1	0
IN081047	3	30	2	1	2	0	2	1	0
IN081047	28	4	2	5	 	 	2	 	0
IN081048	1	60	2	3	2	0	2	1	0
IN081048	2	30	1	1	2	0	2	1	0
IN081048	3	27	2	1	2	0	2	1	0
IN081048	4	12	1	5	2	0	2	2	0
IN081048	5	10	2	5	2	0	2	2	0
IN081049	1	35	1	1	2	24	2	1	7
IN081049	2	30	2	1	2	24	2	1	7
IN081049	3	11	2	5	1	24	2	2	6
IN081049	4	10	2	5	1	23	2	2	5
IN081050	1	45	1	1	2	25	2	2	10
IN081050	2	35	2	1	2	25	2	1	15
IN081050	3	5	1	5	2	0	2	2	0
IN091001	1	40	2	1	2	0	2	1	0
IN091001	2	11	1	5	1	24	2	1	6
IN091002	1	29	1	1	2	0	2	1	0
IN091002	2	26	2	1	2	0	2	1	0
IN091003	1	35	1	1	2	25	2	1	10
IN091003	2	30	2	1	2	0	2	1	0
IN091004	1	30	1	1	2	24	2	1	7
IN091004	2	25	2	1	2	0	2	1	0
IN091005	1	28	1	1	2	0	2	1	0
IN091005	2	24	2	1	2	0	2	1	0
IN091005	28	3	2	5	 	 	2	 	0
IN091005	29	4	2	5	 	 	2	 	0
IN091006	1	32	1	1	2	0	2	1	0
IN091006	2	27	2	1	2	0	2	1	0
IN091007	1	35	1	1	2	0	2	1	0
IN091007	2	30	2	1	2	0	2	1	0
IN091007	3	15	1	5	2	0	2	1	0
IN091007	4	10	1	5	1	23	2	2	5
IN091008	1	35	1	1	2	0	2	1	0
IN091008	2	30	2	1	2	0	2	1	0
IN091008	28	4	2	5	 	 	2	 	0
IN091009	1	36	1	1	2	0	2	1	0
IN091009	2	28	2	1	2	0	2	1	0
IN091009	3	5	2	5	1	23	2	2	1
IN091009	28	2	2	5	 	 	2	 	0
IN091010	1	30	1	1	2	23	2	1	5
IN091010	2	26	2	1	2	0	2	1	0
IN091010	3	9	2	5	1	23	2	2	4
IN091010	28	4	1	5	 	 	2	 	0
IN091011	1	55	1	3	2	0	2	1	0
IN091011	2	50	2	3	2	0	2	1	0
IN091011	3	15	1	4	2	23	2	1	5
IN091012	1	35	1	1	2	0	2	1	0
IN091012	2	30	2	1	2	0	2	1	0
IN091012	3	14	2	5	2	0	2	2	0
IN091013	1	30	1	1	2	24	2	1	7
IN091013	2	25	2	1	2	0	2	1	0
IN091013	3	9	2	5	1	23	2	2	3
IN091013	4	9	2	5	1	23	2	2	3
IN091014	1	40	1	1	2	0	2	1	0
IN091014	2	35	2	1	2	0	2	1	0
IN091014	3	20	1	5	2	0	2	1	0
IN091014	4	12	1	5	1	24	2	2	6
IN091015	1	35	1	1	2	0	2	1	0
IN091015	2	30	2	1	2	0	2	1	0
IN091015	3	10	1	5	1	23	2	2	3
IN091016	1	60	1	3	2	0	2	1	0
IN091016	2	55	2	3	2	0	2	1	0
IN091016	3	38	1	1	2	0	2	1	0
IN091016	4	30	2	1	2	0	2	1	0
IN091017	1	30	1	1	2	23	2	1	5
IN091017	2	25	2	1	2	0	2	1	0
IN091018	1	50	1	1	2	0	2	1	0
IN091018	2	45	2	1	2	0	2	1	0
IN091018	3	23	1	5	2	22	2	1	0
IN091018	4	20	2	4	2	0	2	1	0
IN091018	5	16	1	5	2	25	2	2	8
IN091018	6	12	1	5	1	24	2	2	6
IN091018	7	11	2	5	1	23	2	2	5
IN091018	8	7	2	5	1	22	2	2	0
IN091018	28	2	2	4	 	 	2	 	0
IN091019	1	34	1	1	2	0	2	1	0
IN091019	2	30	2	1	2	0	2	1	0
IN091019	3	11	2	5	1	24	2	2	6
IN091020	1	70	2	3	2	0	2	2	0
IN091020	2	55	1	1	2	0	2	1	0
IN091020	3	50	2	1	2	0	2	1	0
IN091020	4	30	1	5	2	25	2	2	12
IN091020	5	26	2	 	2	0	2	1	0
IN091020	6	22	2	5	2	0	2	1	0
IN091020	7	20	1	5	2	0	2	1	0
IN091020	8	13	1	5	1	24	2	2	6
IN091020	28	4	1	5	 	 	2	 	0
IN091020	29	2	1	5	 	 	2	 	0
IN091021	1	55	2	3	2	0	2	1	0
IN091021	2	32	1	1	2	23	2	1	5
IN091021	3	30	2	1	2	0	2	1	0
IN091021	4	15	1	4	1	25	2	2	10
IN091021	5	12	1	5	1	24	2	2	6
IN091021	6	10	1	5	1	23	2	2	5
IN091022	1	32	1	1	2	23	2	1	5
IN091022	2	28	2	1	2	0	2	1	0
IN091022	3	6	2	5	1	23	2	1	2
IN091022	28	2	1	5	 	 	2	 	0
IN091023	1	40	2	1	2	0	2	1	0
IN091023	2	18	1	5	2	24	2	2	7
IN091023	3	12	2	5	1	24	2	2	6
IN091023	4	11	1	5	1	23	2	2	5
IN091024	1	35	1	1	2	0	2	1	0
IN091024	2	29	2	1	2	0	2	1	0
IN091024	3	13	2	5	1	24	2	2	6
IN091024	4	10	2	5	1	23	2	2	5
IN091024	28	4	1	5	 	 	2	 	0
IN091025	1	35	1	1	2	25	2	1	12
IN091025	2	25	2	1	2	24	2	1	7
IN091025	3	10	2	5	1	23	2	1	5
