childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN171012	5	10	2	5	2	0	2	2	0
IN171012	6	6	2	5	1	23	2	2	1
IN171013	1	40	1	1	2	0	1	1	0
IN171013	2	35	2	1	2	0	2	1	0
IN171013	3	27	1	5	2	0	1	1	0
IN171013	4	20	2	 	2	0	2	1	0
IN171013	5	20	1	5	2	23	2	1	5
IN171013	6	17	2	5	2	0	2	1	0
IN171014	1	70	1	3	2	25	2	1	12
IN171014	2	45	1	1	2	25	2	1	10
IN171014	3	30	2	1	2	24	2	1	7
IN171014	4	25	1	6	2	24	2	1	7
IN171014	5	20	2	4	2	24	2	1	7
IN171014	6	20	1	6	2	24	2	1	7
IN171014	7	19	2	4	2	24	2	1	7
IN171014	8	10	1	5	1	24	1	1	6
IN171014	9	8	2	5	1	23	2	1	4
IN171014	10	7	2	5	1	23	2	1	1
IN171014	28	3	2	5	 	 	2	 	0
IN171014	29	1	2	5	 	 	2	 	0
IN171015	1	40	1	2	2	0	2	1	0
IN171015	2	33	2	1	2	0	2	1	0
IN171015	3	20	2	5	2	0	1	2	0
IN171015	4	14	1	5	1	23	2	2	5
IN171016	1	50	1	1	2	0	1	2	0
IN171016	2	45	2	1	2	0	2	2	0
IN171016	3	20	1	5	2	24	2	1	7
IN171016	4	18	2	5	2	0	2	2	0
IN171016	5	15	1	5	2	0	2	2	0
IN171016	6	9	1	5	1	23	2	2	5
IN171016	7	5	2	5	2	0	2	2	0
IN171017	1	60	2	3	2	0	1	2	0
IN171017	2	30	1	1	2	0	1	1	0
IN171017	3	25	2	1	2	0	2	2	0
IN171017	4	11	1	5	1	23	2	2	4
IN171017	5	6	2	5	1	23	2	2	1
IN171018	1	55	2	3	2	0	2	2	0
IN171018	2	40	1	1	2	0	2	1	0
IN171018	3	35	2	1	2	0	2	2	0
IN171018	4	18	1	5	2	0	2	1	0
IN171018	5	16	1	5	2	24	2	1	7
IN171018	6	12	2	5	2	0	2	2	0
IN171018	7	6	2	5	2	0	2	2	0
IN171018	28	3	2	5	 	 	2	 	0
IN171019	1	45	1	1	2	0	2	1	0
IN171019	2	30	2	1	2	0	2	1	0
IN171019	3	16	1	5	1	25	2	2	11
IN171019	4	12	2	5	1	24	2	2	6
IN171020	1	33	1	1	2	0	2	1	0
IN171020	2	28	2	1	2	0	2	1	0
IN171020	3	13	2	5	2	0	2	2	0
IN171020	4	11	1	5	2	0	2	2	0
IN171020	28	2	1	5	 	 	2	 	0
IN171021	1	25	1	1	2	0	2	2	0
IN171021	2	20	2	1	2	0	2	2	0
IN171022	1	30	1	1	2	24	2	1	7
IN171022	2	25	2	1	2	0	2	1	0
IN171022	3	9	2	5	2	0	2	2	0
IN171022	4	6	1	5	1	23	2	2	1
IN171022	5	5	1	5	2	0	2	2	0
IN171023	1	30	1	1	2	0	2	2	0
IN171023	2	25	2	1	2	0	2	2	0
IN171024	1	40	1	1	2	0	2	2	0
IN171024	2	30	2	1	2	0	2	2	0
IN171024	3	13	1	5	1	24	2	2	6
IN171025	1	45	1	1	2	0	1	2	0
IN171025	2	38	2	1	2	0	2	2	0
IN171025	3	22	1	5	2	25	2	2	10
IN171025	4	18	2	5	2	22	2	2	0
IN171025	5	16	1	5	1	25	2	2	10
IN171025	6	12	1	5	1	24	2	2	6
IN171025	28	1	2	 	 	 	2	 	0
IN171026	1	60	1	3	2	0	1	2	0
IN171026	2	55	2	3	2	0	1	2	0
IN171026	3	40	1	1	2	0	1	1	0
IN171026	4	35	2	1	2	0	1	1	0
IN171026	5	25	1	4	2	25	1	1	12
IN171026	6	14	1	5	1	25	1	2	8
IN171026	7	10	2	5	1	23	1	2	5
IN171027	1	35	1	1	2	0	2	1	0
IN171027	2	28	2	1	2	0	2	1	0
IN171027	3	10	2	5	1	23	1	1	3
IN171027	4	5	1	5	2	0	2	2	0
IN171028	1	40	1	1	2	24	2	1	7
IN171028	2	28	2	1	2	23	2	1	5
IN171028	3	10	2	5	1	23	2	2	4
IN171029	1	65	2	3	2	0	2	2	0
IN171029	2	40	1	1	2	23	2	1	5
IN171029	3	28	2	1	2	0	2	1	0
IN171029	4	10	2	5	2	22	2	2	0
IN171029	28	4	2	5	 	 	2	 	0
IN171030	1	70	2	7	2	0	2	2	0
IN171030	2	50	2	3	2	0	2	1	0
IN171030	3	40	2	3	2	0	2	2	0
IN171030	4	35	1	1	2	0	2	1	0
IN171030	5	25	2	1	2	0	2	1	0
IN171030	6	22	1	4	2	0	2	2	0
IN171030	7	18	2	4	2	0	2	2	0
IN171030	8	16	1	4	2	24	2	2	7
IN171030	9	37	1	3	2	25	2	2	10
IN171030	10	30	2	3	2	23	2	2	5
IN171030	11	16	2	4	2	25	2	2	10
IN171030	12	9	2	4	1	23	2	2	3
IN171031	1	60	2	3	2	0	2	1	0
IN171031	2	40	1	1	2	0	2	1	0
IN171031	3	35	2	1	2	0	2	1	0
IN171031	28	3	2	5	 	 	2	 	0
IN171032	1	48	1	1	2	0	2	1	0
IN171032	2	40	2	1	2	0	2	1	0
IN171032	3	26	1	5	2	24	2	1	7
IN171032	4	19	2	5	2	24	2	2	7
IN171032	5	18	1	5	2	0	2	2	0
IN171032	6	14	1	5	1	23	2	2	3
IN171032	7	11	2	5	1	23	2	2	5
IN171033	1	50	1	1	2	0	2	1	0
IN171033	2	40	2	1	2	0	2	1	0
IN171033	3	28	1	5	2	25	2	2	12
IN171033	4	20	2	 	2	0	2	2	0
IN171033	5	15	1	5	1	25	2	2	10
IN171033	6	18	2	5	2	0	1	2	0
IN171033	7	12	1	5	2	0	1	2	0
IN171033	28	2	1	6	 	 	2	 	0
IN171034	1	50	1	1	2	0	2	1	0
IN171034	2	40	2	1	2	0	1	1	0
IN171034	3	18	1	5	2	0	2	2	0
IN171034	4	13	2	5	2	0	2	2	0
IN171035	1	65	2	3	2	0	2	2	0
IN171035	2	40	1	1	2	23	2	1	5
IN171035	3	35	2	1	2	0	2	1	0
IN171035	4	14	1	5	1	25	2	2	9
IN171035	5	9	2	5	1	23	2	2	5
IN171035	6	6	1	5	1	22	2	2	0
IN171036	1	30	1	1	2	24	2	1	7
IN171036	2	25	2	1	2	22	2	1	3
IN171036	3	10	2	5	1	0	2	2	0
IN171037	1	70	2	3	2	0	2	1	0
IN171037	2	30	1	1	2	0	2	1	0
IN171037	3	25	2	1	2	0	2	1	0
IN171037	4	5	2	5	2	0	2	2	0
IN171037	28	1	2	5	 	 	2	 	0
IN171038	1	55	1	3	2	0	1	2	0
IN171038	2	45	2	3	2	0	2	2	0
IN171038	3	28	1	1	2	23	2	1	5
IN171038	4	23	2	1	2	0	2	1	0
IN171038	5	18	1	4	2	24	1	2	7
IN171038	6	10	2	4	2	0	2	2	0
IN171039	1	35	1	1	2	25	2	1	11
IN171039	2	28	2	1	2	0	2	1	0
IN171039	3	14	1	5	1	25	2	2	8
IN171039	4	10	1	5	1	24	2	2	6
IN171040	1	26	1	1	2	24	2	1	7
IN171040	2	23	2	1	2	24	2	1	7
IN171040	3	6	2	5	1	23	2	2	1
IN171040	28	4	2	5	 	 	2	 	0
IN171040	29	2	2	5	 	 	2	 	0
IN171041	1	35	1	1	2	0	2	1	0
IN171041	2	30	2	1	2	0	2	1	0
IN171041	3	8	2	5	1	23	2	2	4
IN171041	4	6	2	5	1	23	2	2	1
IN171041	5	11	1	5	1	23	2	2	5
IN171041	28	3	1	5	 	 	2	 	0
IN171042	1	60	2	3	2	0	1	1	0
IN171042	2	32	1	1	2	24	2	1	7
IN171042	3	29	2	1	2	0	2	1	0
IN171042	4	16	1	5	1	25	2	2	9
IN171042	5	10	2	5	1	24	2	2	6
IN171043	1	40	1	1	2	0	2	1	1
IN171043	2	13	2	5	2	0	2	2	1
IN171044	1	65	1	3	2	0	1	1	0
IN171044	2	55	2	3	2	0	2	1	0
IN171044	3	30	1	1	2	0	2	1	0
IN171044	4	25	2	1	2	0	2	1	0
IN171045	1	30	1	1	2	0	2	1	0
IN171045	2	25	2	1	2	0	2	1	0
IN171045	3	5	1	5	1	23	2	2	1
IN171045	28	4	2	5	 	 	2	 	0
IN171045	29	1	2	5	 	 	2	 	0
IN171046	1	35	1	1	2	23	2	1	5
IN171046	2	28	2	1	2	0	2	1	0
IN171046	3	12	1	5	1	24	2	2	6
IN171046	4	10	1	5	1	23	2	2	4
IN171047	1	45	1	1	2	0	1	1	0
IN171047	2	36	2	1	2	0	1	1	0
IN171047	3	18	1	5	2	24	2	1	7
IN171047	4	16	2	5	2	22	2	2	0
IN171047	5	12	1	5	2	22	2	2	0
IN171048	1	50	1	1	2	0	2	1	0
IN171048	2	40	2	1	2	0	2	1	0
IN171048	3	18	1	5	2	23	2	2	5
IN171048	4	12	1	5	1	24	2	2	6
IN171048	5	10	1	5	1	23	1	2	4
IN171048	6	6	1	5	2	0	2	2	0
IN171049	1	70	1	3	2	0	2	1	0
IN171049	2	35	1	1	2	0	2	1	0
IN171049	3	8	2	5	1	23	2	2	4
IN171049	4	10	1	5	1	23	2	2	4
IN171049	5	25	2	1	2	0	2	1	0
IN171050	1	35	1	1	2	24	1	1	7
IN171050	2	29	2	1	2	24	2	2	7
IN171050	3	15	1	5	1	25	2	2	10
IN181001	1	70	1	3	2	25	2	2	10
IN181001	2	60	2	3	2	0	2	2	0
IN181001	3	40	1	1	2	24	2	1	7
IN181001	4	30	2	1	2	24	2	1	6
IN181001	5	7	2	5	1	23	2	2	2
IN181001	6	5	2	5	1	22	2	2	0
IN181002	1	45	1	1	2	0	2	1	0
IN181002	2	38	2	1	2	0	2	2	0
IN181002	3	12	2	5	2	0	2	2	0
IN181002	4	10	2	5	1	23	2	2	3
IN181002	5	9	2	5	1	23	2	2	2
IN181002	6	6	2	5	1	23	2	2	2
IN181002	28	4	2	5	 	 	2	 	0
IN181003	1	35	1	1	2	24	2	1	7
IN181003	2	30	2	1	2	0	2	1	0
IN181003	3	6	2	5	1	23	2	2	2
IN181004	1	32	1	1	2	0	2	1	0
IN181004	2	28	2	1	2	0	2	1	0
IN181004	3	7	1	5	1	23	2	2	2
IN181004	4	5	2	5	2	0	2	2	0
IN181005	1	35	1	1	2	25	2	1	10
IN181005	2	30	2	1	2	0	2	1	0
IN181005	3	10	1	5	1	23	2	2	3
IN181005	4	6	1	5	1	23	2	2	1
IN181006	1	60	1	3	2	0	2	1	0
IN181006	2	50	2	3	2	0	2	1	0
IN181006	3	35	1	4	2	0	2	2	0
IN181006	4	25	2	4	2	0	2	2	0
IN181006	5	30	1	1	2	0	2	1	0
IN181006	6	25	2	1	2	0	2	1	0
IN181006	7	7	1	5	1	23	2	2	2
IN181006	8	6	1	5	1	23	2	2	1
IN181006	28	3	1	5	 	 	2	 	0
IN181006	29	1	1	5	 	 	2	 	0
IN181007	1	85	1	3	2	0	2	2	0
IN181007	2	35	1	1	2	0	2	1	0
IN181007	3	25	2	1	2	0	1	1	0
IN181007	4	6	1	5	2	23	2	2	1
IN181007	28	2	2	5	 	 	2	 	0
IN181008	1	65	2	3	2	0	2	2	0
IN181008	2	45	1	1	2	0	2	1	0
IN181008	3	35	2	1	2	0	2	1	1
IN181008	4	15	1	5	2	0	2	1	0
IN181008	5	10	2	5	2	0	2	2	0
IN181008	6	7	1	5	1	23	2	2	2
IN181009	1	35	1	1	2	25	2	1	15
IN181009	2	28	2	1	2	23	2	1	5
IN181009	3	30	1	4	2	25	2	1	10
IN181009	4	22	2	4	2	23	2	2	5
IN181009	5	11	1	5	1	23	2	2	5
IN181009	6	6	2	5	1	23	2	2	1
IN181010	1	45	1	1	2	23	2	1	5
IN181010	2	35	2	1	2	0	2	1	0
IN181010	3	9	1	5	1	23	2	2	3
IN181011	1	70	1	3	2	23	2	2	5
IN181011	2	40	1	1	2	23	2	1	5
IN181011	3	35	2	1	2	0	2	1	0
IN181011	4	17	2	5	2	24	2	1	7
IN181011	5	14	1	5	1	25	2	2	8
IN181012	1	50	2	3	2	0	2	1	0
IN181012	2	30	1	1	2	23	2	1	5
IN181012	3	25	2	1	2	0	2	1	0
IN181012	4	7	2	5	1	23	2	2	3
IN181012	5	6	2	5	1	23	2	2	2
IN181013	1	60	2	3	2	0	2	2	0
IN181013	2	35	1	1	2	0	2	1	0
IN181013	3	30	2	1	2	0	2	1	0
IN181013	4	10	1	5	1	22	2	2	0
IN181013	28	4	1	5	 	 	2	 	0
IN181014	1	38	1	1	2	0	2	1	0
IN181014	2	29	2	1	2	0	2	1	0
IN181015	1	64	2	3	2	0	1	2	0
IN181015	2	48	1	1	2	0	2	1	0
IN181015	3	40	2	1	2	0	2	1	0
IN181015	4	24	1	5	2	0	2	1	0
IN181015	5	21	1	5	2	0	2	1	0
IN181015	6	18	1	5	2	0	2	1	0
IN181016	1	70	1	3	2	0	2	1	0
IN181016	2	60	2	3	2	0	2	1	0
IN181016	3	38	1	4	2	0	2	2	0
IN181016	4	30	2	4	2	0	2	2	0
IN181016	5	34	1	4	2	23	2	2	5
IN181016	6	29	2	4	2	0	2	2	0
IN181016	7	30	1	2	2	0	2	1	0
IN181016	8	23	2	1	2	0	2	1	0
IN181016	9	26	1	4	2	25	2	1	15
IN181016	10	20	2	4	2	25	1	2	12
IN181016	11	22	1	4	2	24	2	2	6
IN181016	12	19	2	4	2	0	2	2	0
IN181016	13	11	2	6	1	24	2	2	6
IN181016	14	7	1	6	1	23	2	2	2
IN181016	15	6	1	5	1	23	2	2	2
IN181016	28	3	1	6	 	 	2	 	0
IN181016	29	3	1	5	 	 	2	 	0
IN181016	30	4	2	6	 	 	2	 	0
IN181017	1	58	1	3	2	24	2	1	7
IN181017	2	45	2	3	2	0	2	2	0
IN181017	3	30	2	4	2	0	2	2	0
IN181017	4	28	2	1	2	0	1	1	0
IN181017	5	11	2	5	1	23	2	2	5
IN181017	6	10	1	5	1	23	2	2	3
IN181018	1	45	1	1	2	0	2	1	0
IN181018	2	10	1	5	1	23	2	2	5
IN181018	3	12	2	6	2	0	2	2	0
IN181018	4	20	2	4	2	0	2	2	0
IN181019	1	90	2	7	2	0	1	2	0
IN181019	2	64	1	3	2	0	2	1	0
IN181019	3	40	2	3	2	0	2	1	0
IN181019	4	30	1	4	2	0	2	2	0
IN181019	5	25	2	4	2	0	2	2	0
IN181019	6	25	1	4	2	25	2	2	10
IN181019	7	17	1	4	2	24	2	2	7
IN181019	28	3	1	6	 	 	2	 	0
IN181019	29	1	2	6	 	 	2	 	0
IN181020	1	70	1	3	2	0	2	2	0
IN181020	2	45	1	1	2	0	2	1	0
IN181020	3	35	2	1	2	0	2	1	0
IN181020	4	7	1	5	1	23	2	2	2
IN181020	5	12	2	5	2	0	2	2	0
IN181020	6	9	2	5	2	0	2	2	0
IN181021	1	60	2	3	2	0	2	2	0
IN181021	2	28	1	1	2	25	2	1	11
IN181021	3	25	2	1	2	24	2	1	7
IN181021	28	4	1	5	 	 	2	 	0
IN181021	29	2	1	5	 	 	2	 	0
IN181022	1	80	2	3	2	0	1	2	0
IN181022	2	35	1	1	2	0	1	1	0
IN181022	3	30	2	1	2	0	2	1	0
IN181022	4	12	2	5	2	0	2	2	0
IN181022	5	7	1	5	1	23	2	2	2
IN181022	28	4	2	5	 	 	2	 	0
IN181023	1	75	2	3	2	0	2	2	0
IN181023	2	40	1	1	2	0	2	1	0
IN181023	3	35	2	1	2	0	2	1	0
IN181023	4	16	2	5	2	0	2	2	0
IN181023	5	14	1	5	1	25	2	2	9
IN181023	6	11	2	5	2	0	2	2	0
IN181024	1	50	1	1	2	0	2	1	0
IN181024	2	40	2	1	2	0	2	1	0
IN181024	3	10	2	5	2	0	2	2	0
IN181025	1	65	2	3	2	0	1	2	0
IN181025	2	50	1	1	2	0	2	1	0
IN181025	3	42	2	1	2	0	1	1	0
IN181025	4	26	1	5	2	0	2	1	0
IN181025	5	20	2	 	2	0	2	2	0
IN181025	6	12	2	5	2	0	2	2	0
IN181025	7	11	2	5	2	0	2	2	0
IN181025	8	9	1	5	1	23	2	2	4
IN181025	28	1	2	 	 	 	2	 	0
IN181026	1	70	1	3	2	0	2	2	0
IN181026	2	60	2	3	2	0	2	2	0
IN181026	3	50	1	1	2	0	2	1	0
IN181026	4	40	2	1	2	0	2	1	0
IN181026	5	19	1	5	1	25	1	2	9
IN181026	6	12	1	5	2	0	2	2	0
IN181027	1	35	1	1	2	0	2	1	0
IN181027	2	30	2	1	2	0	2	1	0
IN181027	3	8	2	5	1	23	2	2	3
IN181028	1	60	2	3	2	0	2	2	0
IN181028	2	40	1	1	2	0	2	1	0
IN181028	3	35	2	1	2	0	2	1	0
IN181028	4	20	2	5	2	0	2	2	0
IN181028	5	10	2	5	2	0	2	2	0
IN181028	28	4	2	5	 	 	2	 	0
IN181029	1	40	1	1	2	0	2	1	0
IN181029	2	30	2	1	2	0	2	1	0
IN181029	3	10	1	5	1	23	2	2	4
IN181029	28	4	1	5	 	 	2	 	0
IN181030	1	65	1	3	2	23	2	1	5
IN181030	2	40	1	1	2	23	1	1	5
IN181030	3	36	2	1	2	0	2	1	0
IN181030	4	18	1	5	2	25	2	1	10
IN181030	5	14	1	5	2	0	2	2	0
IN181030	6	12	1	5	1	24	2	2	6
IN181030	7	10	2	5	1	23	2	2	4
IN181031	1	65	2	3	2	0	2	2	0
IN181031	2	45	1	1	2	0	2	1	0
IN181031	3	40	2	1	2	0	2	1	0
IN181031	4	11	2	5	2	0	2	2	0
IN181031	5	9	2	5	1	23	2	2	2
IN181031	28	3	1	5	 	 	2	 	0
IN181032	1	35	1	1	2	0	2	1	0
IN181032	2	29	2	1	2	0	2	1	0
IN181032	3	11	1	5	2	23	2	2	5
IN181032	4	6	2	5	1	23	2	2	2
IN181032	28	3	2	5	 	 	2	 	0
IN181033	1	34	1	1	2	0	2	1	0
IN181033	2	27	2	1	2	0	1	1	0
IN181033	3	11	2	5	1	23	1	2	4
IN181033	4	6	1	5	1	23	1	2	1
IN181033	28	3	1	5	 	 	2	 	0
IN181034	1	55	1	3	2	0	1	1	0
IN181034	2	45	2	3	2	0	2	2	0
IN181034	3	30	1	4	2	0	2	2	0
IN181034	4	25	2	4	2	0	2	2	0
IN181034	5	20	1	4	2	0	2	2	0
IN181034	6	17	2	4	2	0	2	2	0
IN181034	7	25	2	1	2	0	2	1	0
IN181034	28	2	2	6	 	 	2	 	0
IN181035	1	60	2	3	2	0	2	1	0
IN181035	2	30	1	1	2	0	2	2	0
IN181035	3	24	2	1	2	0	2	2	0
IN181035	4	6	1	6	1	23	2	2	1
IN181035	28	3	1	6	 	 	2	 	0
IN181036	1	50	1	1	2	0	2	1	0
IN181036	2	40	2	1	2	0	2	1	0
IN181036	3	20	1	5	2	0	2	1	0
IN181036	4	6	1	5	1	23	2	2	2
IN181037	1	35	1	1	2	0	2	1	0
IN181037	2	30	2	1	2	0	2	1	0
IN181037	3	13	1	5	2	23	2	2	5
IN181037	4	10	1	5	2	23	2	2	5
IN181038	1	45	1	1	2	0	2	1	0
IN181038	2	35	2	1	2	0	2	1	0
IN181038	3	8	1	5	2	0	2	2	0
IN181038	4	15	1	5	2	0	2	2	0
IN181039	1	60	2	3	2	0	2	2	0
IN181039	2	40	1	1	2	0	2	1	0
IN181039	3	35	2	1	2	0	2	1	0
IN181039	4	15	1	5	2	0	2	2	0
IN181039	5	12	1	5	1	24	2	2	6
IN181040	1	45	1	1	2	0	2	1	0
IN181040	2	40	2	1	2	0	2	1	0
IN181040	3	13	2	5	2	0	2	2	0
IN181040	4	10	2	5	2	0	2	2	0
IN181040	5	6	1	5	1	23	2	2	1
IN181041	1	60	1	3	2	0	2	2	0
IN181041	2	30	1	1	2	0	2	1	0
IN181041	3	26	2	1	2	0	2	1	0
IN181041	4	17	1	4	2	0	2	2	0
IN181041	5	14	2	4	2	0	2	2	0
IN181041	6	10	1	5	1	23	1	2	5
IN181042	1	55	1	3	2	0	2	1	0
IN181042	2	48	2	3	2	0	2	2	0
IN181042	3	30	1	1	2	25	2	1	10
IN181042	4	26	2	1	2	0	1	2	0
IN181043	1	40	1	1	2	25	2	1	10
IN181043	2	30	2	1	2	0	2	1	0
IN181043	3	15	2	5	2	0	2	2	0
IN181043	4	13	1	5	2	0	2	2	0
IN181043	28	2	1	5	 	 	2	 	0
IN181044	1	45	1	1	2	0	2	1	0
IN181044	2	35	2	1	2	0	2	1	0
IN181044	3	14	2	5	2	0	2	2	0
IN181044	4	10	1	5	1	23	2	2	5
IN181044	5	5	2	5	2	0	2	2	0
IN181044	29	2	1	5	 	 	2	 	0
IN181045	1	48	1	1	2	0	2	1	0
IN181045	2	44	2	1	2	0	2	1	0
IN181045	3	17	1	5	2	0	2	2	0
IN181045	4	13	2	5	2	0	2	1	0
IN181045	5	70	2	3	2	0	2	1	0
IN181045	28	4	2	5	 	 	2	 	0
IN181045	29	2	2	5	 	 	2	 	0
IN181046	1	43	1	1	2	25	2	1	12
IN181046	2	35	2	1	2	23	2	1	5
IN181046	3	12	1	5	1	23	1	2	5
IN181046	4	6	2	5	1	23	2	2	1
IN181047	1	65	1	3	2	0	2	1	0
IN181047	2	50	2	3	2	0	2	1	0
IN181047	3	25	1	4	2	0	2	2	0
IN181047	4	22	1	4	2	0	2	2	0
IN181047	5	18	1	4	2	0	2	2	0
IN181047	6	16	2	4	1	25	2	2	11
IN181048	1	42	1	1	2	23	1	1	5
IN181048	2	36	2	1	2	0	2	1	0
IN181048	3	20	1	5	2	25	2	2	14
IN181048	4	16	1	5	1	25	2	2	10
IN181048	5	12	1	5	1	24	2	2	6
IN181049	1	35	1	1	2	0	2	1	0
IN181049	2	25	2	1	2	0	2	1	0
IN181049	28	3	2	5	 	 	2	 	0
IN181050	1	55	1	3	2	23	1	2	2
IN181050	2	45	2	3	2	0	1	2	0
IN181050	3	38	2	3	2	0	2	2	0
IN181050	4	34	1	1	2	25	2	1	11
IN181050	5	25	2	1	2	25	2	1	10
IN181050	6	19	2	5	2	25	2	2	11
IN181050	7	10	2	5	1	23	2	2	5
IN181050	28	2	1	5	 	 	2	 	0
IN191001	1	33	1	1	2	0	2	1	0
IN191001	2	28	2	1	2	23	2	1	5
IN191001	3	5	2	5	1	23	2	2	1
IN191002	1	36	1	1	2	0	2	1	0
IN191002	2	30	2	1	2	0	2	1	0
IN191002	3	15	2	5	2	0	2	2	0
IN191003	1	60	1	3	2	0	1	2	0
IN191003	2	50	2	3	2	0	2	2	0
IN191003	3	35	1	1	2	0	2	1	0
IN191003	4	30	2	1	2	0	2	1	0
IN191003	5	10	2	5	2	0	2	2	0
IN191003	6	7	2	5	1	23	2	2	3
IN191003	7	5	1	5	1	23	2	2	1
IN191003	28	4	1	5	 	 	2	 	0
IN191004	1	45	1	1	2	0	2	1	0
IN191004	2	38	2	1	2	0	2	1	0
IN191004	3	10	1	5	1	24	2	2	6
IN191004	4	12	2	5	2	0	2	2	0
IN191004	28	4	2	5	 	 	2	 	0
IN191005	1	36	1	1	2	0	2	1	0
IN191005	2	28	2	1	2	0	2	1	0
IN191005	3	10	1	5	1	23	2	2	5
IN191005	4	9	2	5	1	23	2	2	4
IN191005	5	6	2	5	1	23	2	2	1
IN191006	1	30	1	1	2	23	2	1	5
IN191006	2	25	2	1	2	0	2	1	0
IN191006	3	7	1	5	1	23	2	2	2
IN191006	4	6	1	5	1	23	2	2	1
IN191007	1	55	1	1	2	0	2	1	0
IN191007	2	40	2	1	2	0	2	1	0
IN191007	3	18	1	5	2	0	2	2	0
IN191007	4	15	1	5	2	0	2	2	0
IN191007	5	13	2	5	2	0	2	2	0
IN191008	1	70	2	3	2	0	1	2	0
IN191008	2	68	2	3	2	0	2	1	0
IN191008	3	50	1	1	2	0	2	1	0
IN191008	4	40	2	1	2	0	2	1	0
IN191008	5	20	1	5	2	0	2	2	0
IN191008	6	17	2	5	2	0	2	2	0
IN191008	7	15	1	5	2	0	2	2	0
IN191008	8	5	1	5	1	23	2	2	1
IN191008	9	18	2	4	2	0	1	2	0
IN191009	1	35	1	1	2	0	2	1	0
IN191009	2	25	2	1	2	0	2	1	0
IN191009	3	10	2	5	2	0	2	2	0
IN191009	4	5	1	5	2	0	2	2	0
IN191009	29	4	1	5	 	 	2	 	0
IN191010	1	35	1	1	2	0	2	1	0
IN191010	2	30	2	1	2	0	2	1	0
IN191010	3	12	2	5	2	0	2	2	0
IN191010	4	6	2	5	1	23	2	2	2
IN191011	1	70	2	3	2	0	1	2	0
IN191011	2	35	1	1	2	0	2	1	0
IN191011	3	30	2	1	2	0	1	1	0
IN191011	4	15	1	5	2	0	1	2	0
IN191011	5	18	2	5	2	0	2	2	0
IN191012	1	80	2	3	2	0	2	2	0
IN191012	2	40	1	1	2	0	2	1	0
IN191012	3	35	2	1	2	0	2	1	0
IN191012	4	12	1	5	1	24	2	2	6
IN191012	5	12	1	5	2	0	2	2	0
IN191012	6	5	2	5	2	0	2	2	0
IN191013	1	70	2	3	2	0	2	2	0
IN191013	2	40	1	1	2	0	1	1	0
IN191013	3	35	2	1	2	0	2	1	0
IN191013	4	18	1	5	2	0	2	2	0
IN191013	5	18	1	5	2	0	2	2	0
IN191013	6	12	1	5	2	0	2	2	0
IN191014	1	65	2	3	2	0	2	2	0
IN191014	2	45	1	1	2	0	2	1	0
IN191014	3	30	2	1	2	0	2	1	0
IN191014	4	30	2	2	2	0	2	2	0
IN191014	5	15	2	5	2	0	2	2	0
IN191014	6	10	1	5	1	23	2	2	3
IN191014	7	8	2	5	2	0	2	2	0
IN191014	8	5	1	5	1	23	2	2	1
IN191014	9	5	2	5	1	23	2	2	1
IN191015	1	45	1	1	2	0	2	1	0
IN191015	2	38	2	1	2	0	2	1	0
IN191015	3	22	1	5	2	23	2	2	5
IN191015	4	12	1	5	1	24	2	2	6
IN191015	5	10	2	5	2	22	2	2	0
IN191015	6	6	1	5	1	23	2	2	1
IN191016	1	35	1	1	2	0	2	1	0
IN191016	2	32	2	1	2	0	2	1	0
IN191016	3	11	2	5	2	0	1	2	0
IN191016	4	6	1	5	1	23	2	2	1
IN191017	1	40	1	1	2	0	2	1	0
IN191017	2	32	2	1	2	0	2	1	0
IN191017	3	16	1	5	2	24	2	2	7
IN191017	4	7	2	5	1	23	2	2	1
IN191018	1	30	1	1	2	25	2	1	15
IN191018	2	25	2	1	2	24	2	1	7
IN191018	28	4	2	5	 	 	2	 	0
IN191019	1	58	2	3	2	0	2	2	0
IN191019	2	35	1	1	2	0	2	1	0
IN191019	3	28	2	1	2	23	2	1	5
IN191019	4	6	2	5	1	23	2	2	2
IN191019	5	5	1	5	1	23	2	2	1
IN191019	28	2	1	5	 	 	2	 	0
IN191020	1	30	1	1	2	0	2	1	0
IN191020	2	26	2	1	2	0	2	1	0
IN191020	3	10	1	5	2	0	2	2	0
IN191020	28	2	1	5	 	 	2	 	0
IN191021	1	40	1	1	2	0	2	1	0
IN191021	2	35	2	1	2	0	2	1	0
IN191021	3	10	1	5	1	23	2	2	5
IN191021	28	4	1	5	 	 	2	 	0
IN191022	1	80	1	3	2	0	2	1	0
IN191022	2	45	1	1	2	23	2	1	5
IN191022	3	40	2	2	2	0	2	1	0
IN191022	4	12	2	5	2	0	2	2	0
IN191023	1	25	2	1	2	23	2	1	5
IN191023	2	10	1	5	1	23	2	2	4
IN191024	1	42	1	1	2	0	2	1	0
IN191024	2	37	2	1	2	0	1	1	0
IN191024	3	23	2	5	2	0	2	2	0
IN191024	4	15	2	5	2	0	2	2	0
IN191024	5	13	1	5	1	24	2	2	6
IN191024	6	11	2	5	2	22	2	2	0
IN191024	7	5	2	 	1	23	2	2	1
IN191024	28	3	1	5	 	 	2	 	0
IN191024	29	1	1	5	 	 	2	 	0
IN191025	1	55	1	1	2	0	2	1	0
IN191025	2	50	2	1	2	0	2	1	0
IN191025	3	15	1	5	2	24	2	2	7
IN191025	4	6	2	5	1	23	2	2	1
