CHILDID	PLANID	PLAN
IN101045	1	8
IN101045	2	2
IN101046	1	4
IN101046	2	7
IN101047	1	3
IN101047	2	8
IN101048	1	8
IN101049	1	1
IN101050	1	5
IN101050	2	2
IN111001	1	3
IN111001	2	8
IN111002	1	10
IN111003	1	8
IN111003	2	10
IN111004	1	10
IN111004	2	8
IN111005	1	8
IN111005	2	1
IN111006	1	3
IN111006	2	2
IN111007	1	10
IN111007	2	8
IN111008	1	10
IN111008	2	1
IN111009	1	10
IN111009	2	8
IN111010	1	8
IN111010	2	10
IN111011	1	8
IN111011	2	10
IN111012	1	8
IN111012	2	10
IN111013	1	8
IN111013	2	9
IN111014	1	8
IN111014	2	1
IN111015	1	10
IN111016	1	10
IN111016	2	8
IN111017	1	10
IN111018	1	10
IN111019	1	10
IN111019	2	8
IN111020	1	8
IN111020	2	10
IN111021	1	10
IN111022	1	10
IN111022	2	1
IN111023	1	10
IN111023	2	8
IN111024	1	8
IN111024	2	3
IN111025	1	3
IN111025	2	8
IN111026	1	8
IN111027	1	8
IN111028	1	3
IN111028	2	2
IN111029	1	8
IN111029	2	10
IN111030	1	10
IN111030	2	10
IN111031	1	10
IN111032	1	8
IN111032	2	2
IN111033	1	8
IN111033	2	10
IN111034	1	8
IN111034	2	10
IN111035	1	8
IN111035	2	3
IN111036	1	10
IN111037	1	8
IN111038	1	10
IN111038	2	8
IN111039	1	10
IN111040	1	8
IN111040	2	10
IN111041	1	10
IN111043	1	8
IN111043	2	10
IN111044	1	8
IN111045	1	10
IN111046	1	8
IN111046	2	10
IN111047	1	10
IN111047	2	10
IN111048	1	10
IN111048	2	8
IN111049	1	8
IN111049	2	4
IN111050	1	10
IN111050	2	8
IN111051	1	10
IN111051	2	8
IN111052	1	8
IN111052	2	3
IN111053	1	2
IN111053	2	7
IN111054	1	10
IN111055	1	5
IN111055	2	6
IN111056	1	3
IN111056	2	8
IN111057	1	8
IN111057	2	10
IN121001	1	8
IN121001	2	10
IN121002	1	10
IN121003	1	8
IN121003	2	7
IN121004	1	10
IN121004	2	8
IN121005	1	10
IN121006	1	5
IN121006	2	6
IN121007	1	2
IN121007	2	8
IN121008	1	8
IN121008	2	2
IN121009	1	8
IN121009	2	10
IN121010	1	3
IN121010	2	10
IN121011	1	4
IN121011	2	8
IN121012	1	8
IN121012	2	7
IN121013	1	10
IN121014	1	8
IN121014	2	9
IN121015	1	3
IN121015	2	10
IN121016	1	8
IN121016	2	10
IN121017	1	10
IN121017	2	8
IN121018	1	3
IN121018	2	8
IN121019	1	10
IN121019	2	8
IN121020	1	3
IN121020	2	10
IN121021	1	4
IN121021	2	8
IN121022	1	3
IN121022	2	8
IN121023	1	8
IN121023	2	3
IN121024	1	8
IN121024	2	5
IN121025	1	10
IN121025	2	8
IN121026	1	10
IN121026	2	8
IN121027	1	8
IN121027	2	9
IN121028	1	8
IN121028	2	9
IN121029	1	10
IN121029	2	8
IN121030	1	8
IN121030	2	9
IN121031	1	3
IN121031	2	8
IN121032	1	8
IN121033	1	8
IN121033	2	10
IN121034	1	10
IN121034	2	8
IN121035	1	3
IN121035	2	8
IN121036	1	10
IN121036	2	8
IN121037	1	10
IN121037	2	1
IN121038	1	5
IN121038	2	8
IN121039	1	8
IN121040	1	8
IN121040	2	3
IN121041	1	8
IN121041	2	10
IN121042	1	8
IN121042	2	10
IN121043	1	8
IN121043	2	10
IN121044	1	8
IN121045	1	10
IN121046	1	8
IN121048	1	8
IN121048	2	5
IN121049	1	10
IN121050	1	10
IN121050	2	8
IN121051	1	8
IN131001	1	8
IN131001	2	10
IN131002	1	8
IN131002	2	10
IN131003	1	8
IN131003	2	10
IN131004	1	10
IN131004	2	8
IN131005	1	10
IN131006	1	10
IN131007	1	8
IN131007	2	4
IN131008	1	4
IN131008	2	8
IN131009	1	10
IN131010	1	8
IN131011	1	10
IN131011	2	8
IN131012	1	10
IN131013	1	5
IN131013	2	8
IN131014	1	10
IN131014	2	8
IN131015	1	10
IN131015	2	10
IN131016	1	8
IN131016	2	10
IN131017	1	10
IN131017	2	10
IN131018	1	8
IN131019	1	8
IN131019	2	10
IN131020	1	10
IN131020	2	10
IN131021	1	10
IN131022	1	10
IN131023	1	8
IN131023	2	5
IN131024	1	4
IN131024	2	7
IN131025	1	10
IN131026	1	10
IN131027	1	8
IN131027	2	2
IN131028	1	8
IN131028	2	7
IN131029	1	10
IN131029	2	10
IN131030	1	5
IN131030	2	8
IN131031	1	8
IN131032	1	10
IN131033	1	1
IN131034	1	10
IN131034	2	10
IN131035	1	5
IN131035	2	8
IN131036	1	8
IN131036	2	10
IN131037	1	8
IN131037	2	5
IN131038	1	7
IN131038	2	8
IN131039	1	8
IN131039	2	7
IN131040	1	8
IN131040	2	10
IN131041	1	8
IN131041	2	5
IN131042	1	8
IN131043	1	3
IN131043	2	8
IN131044	1	1
IN131045	1	8
IN131045	2	7
IN131046	1	10
IN131046	2	10
IN131047	1	1
IN131048	1	8
IN131049	1	8
IN131049	2	10
IN131050	1	8
IN141001	1	4
IN141002	1	1
IN141003	1	10
IN141003	2	10
IN141004	1	4
IN141005	1	3
IN141005	2	4
IN141006	1	1
IN141007	1	8
IN141007	2	4
IN141008	1	8
IN141008	2	3
IN141009	1	4
IN141009	2	3
IN141010	1	5
IN141010	2	3
IN141011	1	5
IN141011	2	4
IN141012	1	1
IN141012	2	3
IN141013	1	4
IN141014	1	1
IN141015	1	4
IN141016	1	5
IN141017	1	8
IN141018	1	9
IN141019	1	1
IN141020	1	8
IN141021	1	8
IN141022	1	1
IN141023	1	5
IN141023	2	6
IN141024	1	1
IN141025	1	10
IN141025	2	2
IN141026	1	1
IN141027	1	6
IN141027	2	8
IN141028	1	5
IN141028	2	6
IN141029	1	8
IN141029	2	4
IN141030	1	5
IN141030	2	4
IN141032	1	5
IN141033	1	4
IN141034	1	1
IN141035	1	1
IN141036	1	4
IN141037	1	4
IN141037	2	2
IN141038	1	4
IN141038	2	2
IN141039	1	1
IN141040	1	1
IN141041	1	4
IN141041	2	2
IN141042	1	1
IN141043	1	1
IN141044	1	8
IN141044	2	4
IN141045	1	2
IN141045	2	4
IN141046	1	1
IN141047	1	4
IN141047	2	8
IN141048	1	8
IN141048	2	4
IN141049	1	1
IN141050	1	4
IN141050	2	6
IN151001	1	1
IN151002	1	8
IN151003	1	10
IN151003	2	10
IN151004	1	10
IN151005	1	8
IN151005	2	2
IN151006	1	4
IN151007	1	5
IN151007	2	8
IN151008	1	1
IN151009	1	7
IN151010	1	1
IN151011	1	1
IN151012	1	10
IN151013	1	8
IN151014	1	3
IN151014	2	8
IN151015	1	8
IN151015	2	2
IN151016	1	1
IN151017	1	1
IN151018	1	10
IN151018	2	8
IN151019	1	10
IN151020	1	1
IN151021	1	8
IN151021	2	6
IN151022	1	8
IN151023	1	1
IN151024	1	10
IN151025	1	1
IN151025	2	5
IN151026	1	1
IN151027	1	10
IN151028	1	10
IN151029	1	10
IN151030	1	3
IN151030	2	8
IN151031	1	8
IN151031	2	3
IN151032	1	4
IN151032	2	10
IN151033	1	4
IN151034	1	1
IN151035	1	2
IN151036	1	4
IN151037	1	8
IN151037	2	4
IN151038	1	1
IN151039	1	10
IN151040	1	10
IN151041	1	8
IN151041	2	10
IN151042	1	5
IN151043	1	1
IN151044	1	4
IN151045	1	4
IN151045	2	8
IN151046	1	10
IN151047	1	8
IN151048	1	2
IN151048	2	3
IN151049	1	10
IN151050	1	1
IN161001	1	2
IN161001	2	4
IN161002	1	3
IN161002	2	4
IN161003	1	4
IN161003	2	10
IN161004	1	1
IN161005	1	5
IN161005	2	6
IN161006	1	1
IN161007	1	4
IN161008	1	4
IN161008	2	2
IN161009	1	1
IN161010	1	2
IN161010	2	8
IN161011	1	1
IN161012	1	4
IN161012	2	8
IN161013	1	1
IN161014	1	4
IN161014	2	8
IN161015	1	5
IN161015	2	6
IN161016	1	4
IN161016	2	10
IN161017	1	1
IN161018	1	1
IN161019	1	2
IN161019	2	4
IN161020	1	10
IN161021	1	4
IN161021	2	2
IN161022	1	1
IN161023	1	1
IN161024	1	8
IN161024	2	5
IN161025	1	1
IN161026	1	1
IN161027	1	1
IN161028	1	1
IN161029	1	8
IN161029	2	4
IN161030	1	4
IN161031	1	8
IN161032	1	1
IN161033	1	5
IN161033	2	4
IN161034	1	1
IN161035	1	1
IN161036	1	1
IN161037	1	4
IN161038	1	1
IN161038	2	1
IN161039	1	1
IN161040	1	1
IN161041	1	3
IN161041	2	4
IN161042	1	1
IN161042	2	1
IN161043	1	5
IN161043	2	6
IN161044	1	8
IN161044	2	4
IN161045	1	8
IN161045	2	4
IN161046	1	5
IN161046	2	6
IN161047	1	4
IN161047	2	5
IN161048	1	1
IN161048	2	1
IN161049	1	5
IN161049	2	6
IN161050	1	1
IN171001	1	3
IN171001	2	1
IN171002	1	8
IN171002	2	3
IN171003	1	3
IN171003	2	10
IN171004	1	1
IN171005	1	3
IN171005	2	8
IN171006	1	7
IN171006	2	10
IN171007	1	8
IN171007	2	10
IN171008	1	10
IN171008	2	1
IN171009	1	3
IN171009	2	8
IN171010	1	10
IN171010	2	8
IN171011	1	8
IN171011	2	10
IN171012	1	9
IN171012	2	1
IN171013	1	4
IN171014	1	8
IN171015	1	8
IN171015	2	10
IN171016	1	8
IN171016	2	3
IN171017	1	8
IN171017	2	10
IN171018	1	8
IN171018	2	10
IN171019	1	8
IN171019	2	3
IN171020	1	8
IN171020	2	10
IN171021	1	8
IN171021	2	3
IN171022	1	10
IN171022	2	1
IN171023	1	8
IN171023	2	10
IN171024	1	3
IN171024	2	10
IN171025	1	8
IN171025	2	10
IN171026	1	7
IN171026	2	1
IN171027	1	4
IN171028	1	9
IN171028	2	1
IN171029	1	10
IN171029	2	1
IN171030	1	6
IN171031	1	10
IN171031	2	1
IN171032	1	8
IN171032	2	5
IN171033	1	6
IN171033	2	9
IN171034	1	10
IN171034	2	9
IN171035	1	9
IN171035	2	1
IN171036	1	10
IN171036	2	9
IN171037	1	4
IN171037	2	1
IN171038	1	3
IN171038	2	8
IN171039	1	5
IN171040	1	8
IN171040	2	1
IN171041	1	1
IN171042	1	3
IN171043	1	4
IN171044	1	8
IN171045	1	8
IN171045	2	10
IN171046	1	8
IN171046	2	10
IN171047	1	8
IN171047	2	6
IN171048	1	10
IN171049	1	1
IN171050	1	10
IN171050	2	10
IN181001	1	8
IN181001	2	2
IN181002	1	8
IN181002	2	10
IN181003	1	1
IN181004	1	7
IN181005	1	4
IN181005	2	9
IN181006	1	10
IN181006	2	10
IN181007	1	10
IN181007	2	3
IN181008	1	10
IN181008	2	9
IN181009	1	5
IN181009	2	7
IN181010	1	1
IN181011	1	10
IN181011	2	10
IN181012	1	1
IN181013	1	10
IN181013	2	6
IN181014	1	8
IN181014	2	10
IN181015	1	8
IN181015	2	10
IN181016	1	5
IN181016	2	10
IN181017	1	10
IN181018	1	1
IN181019	1	8
IN181019	2	3
IN181020	1	6
IN181021	1	6
IN181021	2	8
IN181022	1	10
IN181022	2	1
IN181023	1	10
IN181024	1	10
IN181025	1	8
IN181025	2	10
IN181026	1	5
IN181027	1	8
IN181027	2	10
IN181028	1	10
IN181028	2	9
IN181029	1	10
IN181029	2	4
IN181030	1	8
IN181030	2	10
IN181031	1	10
IN181032	1	8
IN181032	2	10
IN181033	1	8
IN181033	2	10
IN181034	1	10
IN181035	1	10
IN181036	1	10
IN181037	1	10
IN181037	2	9
IN181038	1	9
IN181038	2	10
IN181039	1	3
IN181040	1	7
IN181040	2	1
IN181041	1	10
IN181041	2	10
IN181042	1	8
IN181042	2	10
IN181043	1	9
IN181043	2	10
IN181044	1	10
IN181045	1	9
IN181046	1	9
IN181047	1	10
IN181048	1	8
IN181048	2	10
IN181049	1	10
IN181049	2	9
IN181050	1	4
IN191001	1	5
IN191001	2	8
IN191002	1	8
IN191002	2	10
IN191003	1	3
IN191003	2	8
IN191004	1	10
IN191005	1	3
IN191005	2	7
IN191006	1	8
IN191007	1	10
IN191008	1	10
IN191009	1	10
IN191010	1	5
IN191010	2	6
IN191011	1	8
IN191011	2	3
IN191012	1	10
IN191013	1	10
IN191013	2	1
IN191015	1	10
IN191015	2	9
IN191016	1	10
IN191016	2	9
