CHILDCODE	ASSTIDR5	ASSETR5	TOTASSR5	ASACTR5	NMOWNR5	VLASTR5
201084	1	 	 	 	 	 
201084	2	 	 	 	 	 
201084	3	 	 	 	 	 
201086	1	40	8	23	8	800
201086	2	15	209	12	209	250
201086	3	40	5	23	5	200
201090	1	 	 	 	 	 
201090	2	 	 	 	 	 
201090	3	 	 	 	 	 
201104	1	30	1	30	1	1200000
201104	2	25	1	23	1	6000
201104	3	88	 	 	 	 
