CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSCOMR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH17R4	MEMCNSR4
101028	3	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	4	19	23	 	1	7	7	 	1	 	3	6	0	2	1	1	13	0	1	 	 	 	 	 	 	 	N
101029	0	14	18	 	1	0	0	1	1	 	3	6	0	4	3	1	12	0	1	 	 	 	 	 	 	 	N
101029	1	80	-88	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	2	78	83	 	2	6	6	 	1	 	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101029	3	38	42	 	1	1	1	 	1	 	1	3	0	2	98	1	8	0	0	 	 	 	 	 	 	 	N
101029	4	36	40	 	2	1	1	1	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
101029	5	17	21	 	2	7	7	 	1	 	3	6	0	4	3	1	12	1	1	 	 	 	 	 	 	 	Y
101030	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	Y
101030	1	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	11	0	0	 	 	 	 	 	 	 	N
101030	2	41	45	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101030	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
101031	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101031	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
101031	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	4	19	23	 	1	7	7	 	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	Y
101034	0	14	18	 	2	0	0	1	1	 	3	6	0	3	2	1	12	0	1	 	 	 	 	 	 	 	N
101034	1	78	82	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	2	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
101034	3	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
101034	4	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	5	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	Y
101035	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
101035	2	37	41	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	1	 	 	 	 	 	 	 	N
101035	3	13	15	 	1	7	7	 	1	 	3	3	0	2	1	 	 	 	 	1	9	1	3	 	 	1	N
101036	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
101036	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
101036	2	35	39	 	2	1	1	1	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
101036	17	10	15	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
101036	18	4	9	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	2	1	3	 	 	1	Y
101037	0	15	19	 	2	0	0	1	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101037	1	64	68	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	2	40	44	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	3	39	43	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	5	12	16	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	6	 	61	 	1	 	28	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
101037	7	 	61	 	2	 	28	 	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
101037	8	 	1	 	1	 	27	 	1	 	5	 	 	0	9	 	 	 	 	 	 	 	 	 	 	 	N
101037	9	 	28	 	1	 	24	 	1	 	3	3	0	7	6	1	11	0	 	 	 	 	 	 	 	 	N
101038	0	15	19	 	1	0	0	1	1	 	3	6	0	2	98	1	9	0	0	 	 	 	 	 	 	 	Y
101038	1	78	-88	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	2	40	44	 	2	1	1	1	1	 	1	5	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101039	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
101039	1	54	58	 	1	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	2	66	70	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	3	51	55	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	4	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	5	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	6	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	17	11	15	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	18	6	10	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101039	19	 	48	 	1	 	28	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
101039	20	 	49	 	2	 	28	 	1	 	2	3	0	98	98	1	8	0	 	 	 	 	 	 	 	 	N
101039	21	 	27	 	1	 	24	 	1	 	3	3	0	20	19	1	12	0	 	 	 	 	 	 	 	 	Y
101039	22	 	24	 	1	 	29	 	1	 	3	6	0	20	19	1	12	0	 	 	 	 	 	 	 	 	Y
101039	23	 	17	 	1	 	29	 	1	 	3	6	0	20	19	 	 	 	 	1	10	1	3	 	 	 	N
101040	0	15	19	 	2	0	0	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101040	1	40	44	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	2	34	38	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	3	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	17	9	13	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	18	1	5	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	19	 	27	 	1	 	24	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	Y
101040	20	 	0	9	1	 	27	 	1	 	3	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 	N
101041	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	Y
101041	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
101041	2	35	39	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101041	3	12	16	 	2	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	10	1	3	 	 	1	N
101042	0	15	19	 	2	0	0	1	1	 	2	3	0	98	98	1	9	0	1	 	 	 	 	 	 	 	N
101042	1	40	44	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	2	39	43	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	3	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	17	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	18	9	13	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	19	4	8	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	20	 	20	 	1	 	24	 	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 	 	 	N
101042	21	 	0	10	1	 	27	 	1	 	3	 	 	0	20	 	 	 	 	 	 	 	 	 	 	 	N
101043	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
101043	1	40	44	 	1	1	1	 	1	 	1	6	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
101043	2	38	42	 	2	1	1	1	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
101043	3	14	18	 	1	7	7	 	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
101044	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
101044	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
101044	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
101044	17	11	15	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	9	1	3	 	 	1	N
101045	0	15	19	 	2	0	0	1	1	 	3	2	0	2	1	1	7	0	0	 	 	 	 	 	 	 	N
101045	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
101045	2	34	38	 	2	1	1	0	1	 	2	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
101045	3	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	5	0	 	8	11	0	Y
101045	17	10	14	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	6	1	3	 	 	1	N
101045	18	 	1	 	1	 	27	 	1	 	5	 	 	0	98	 	 	 	 	 	 	 	 	 	 	 	N
101047	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
101047	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101047	2	36	40	 	2	1	1	1	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101047	17	11	15	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
101048	0	15	19	 	2	0	0	1	1	 	3	6	0	3	4	1	12	1	1	 	 	 	 	 	 	 	Y
101048	1	72	76	 	1	5	5	 	1	 	11	6	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101048	2	67	-88	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	3	46	50	 	2	1	1	1	1	 	2	3	0	98	1	1	6	0	0	 	 	 	 	 	 	 	N
101048	4	43	47	 	1	1	1	 	1	 	1	6	0	3	4	1	8	0	0	 	 	 	 	 	 	 	N
101048	5	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	6	17	21	 	1	7	7	 	1	 	3	6	0	3	4	1	11	0	1	 	 	 	 	 	 	 	Y
101049	0	14	18	 	2	0	0	1	1	 	3	6	0	2	3	1	12	1	1	 	 	 	 	 	 	 	N
101049	1	74	76	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101049	2	44	48	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
101049	3	40	44	 	1	1	1	 	1	 	1	3	0	1	98	1	1	0	0	 	 	 	 	 	 	 	N
101049	4	25	29	 	2	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	5	13	17	 	1	7	7	 	1	 	3	6	0	2	3	 	 	 	 	1	11	1	3	 	 	1	N
101050	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
101050	1	62	66	 	1	1	1	 	1	 	1	3	0	98	98	1	13	0	0	 	 	 	 	 	 	 	N
101050	2	57	61	 	2	1	1	0	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
101051	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
101051	1	83	87	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101051	2	79	83	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101051	3	39	43	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101051	17	9	13	 	1	8	8	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101051	18	 	68	 	1	 	28	 	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 	 	 	N
101051	19	 	44	 	2	 	28	 	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
101051	20	 	20	 	1	 	24	 	1	 	3	3	0	19	18	1	9	0	 	 	 	 	 	 	 	 	N
101054	0	14	18	 	2	0	0	0	1	 	2	3	0	98	98	1	10	0	1	 	 	 	 	 	 	 	N
101054	1	39	43	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101054	2	37	41	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101054	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101054	4	16	20	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101054	5	 	24	 	1	 	24	 	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 	 	 	N
101064	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
101064	1	41	43	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
101064	2	39	41	 	2	1	1	0	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
101064	3	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101064	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101064	5	 	17	 	1	 	14	 	1	 	7	6	0	98	98	 	 	 	 	1	11	1	3	 	 	 	N
101064	6	 	4	 	1	 	15	 	1	 	5	 	 	98	98	 	 	 	 	 	 	 	 	 	 	 	N
101067	0	15	19	 	1	0	0	1	1	 	3	6	0	1	98	1	8	1	1	 	 	 	 	 	 	 	N
101067	1	48	52	 	2	1	1	1	1	 	1	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
101067	2	24	28	 	1	7	7	 	1	 	3	6	0	1	98	1	12	0	0	 	 	 	 	 	 	 	N
101067	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101067	4	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101067	5	18	22	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101075	0	15	19	 	2	0	0	1	2	 	3	6	0	2	98	 	 	 	 	1	12	1	3	 	 	1	 
101075	1	43	44	 	1	1	1	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101075	2	42	46	 	2	1	1	0	1	 	1	4	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
101075	3	17	21	 	2	7	7	 	1	 	3	6	0	2	98	1	14	0	1	 	 	 	 	 	 	 	Y
101083	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	Y
101083	1	41	45	 	1	1	1	 	1	 	1	3	0	2	1	0	 	 	 	 	 	 	 	 	 	 	N
101083	2	41	45	 	2	1	1	1	1	 	2	3	0	2	1	1	4	0	0	 	 	 	 	 	 	 	N
101083	3	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101083	4	13	17	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
111001	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111001	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111001	2	41	45	 	2	1	1	0	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
111001	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111001	4	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111001	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
111002	0	14	18	 	2	0	0	1	1	 	2	3	0	98	98	1	9	0	1	 	 	 	 	 	 	 	N
111002	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111002	2	33	37	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111002	3	12	16	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111002	4	79	83	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111002	5	 	25	 	1	 	24	 	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 	 	 	N
111002	6	 	0	2	1	 	27	 	1	 	3	 	 	0	5	 	 	 	 	 	 	 	 	 	 	 	N
111003	0	15	18	 	2	0	0	1	2	 	3	6	0	2	1	1	12	1	1	1	12	1	3	 	 	1	 
111003	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111003	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111003	3	18	22	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	17	8	12	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	6	1	3	 	 	1	N
111004	0	14	18	 	1	0	0	1	1	 	3	6	0	3	2	1	7	0	0	 	 	 	 	 	 	 	N
111004	1	78	82	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111004	2	49	53	 	1	1	1	 	1	 	1	3	1	1	98	1	7	0	0	 	 	 	 	 	 	 	N
111004	3	47	51	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111004	4	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111004	5	21	25	 	2	7	7	 	1	 	3	6	1	3	2	0	 	 	 	 	 	 	 	 	 	 	N
111005	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	10	0	1	 	 	 	 	 	 	 	N
111005	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
111005	2	38	42	 	2	1	1	0	1	 	2	3	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
111005	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	4	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	0	 	6	17	1	N
111005	17	11	15	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	9	1	3	 	 	0	N
111006	0	14	18	 	2	0	0	1	2	 	3	6	0	1	2	 	 	 	 	1	11	1	3	 	 	1	N
111006	1	35	39	 	2	1	1	 	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111006	2	34	38	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111006	3	13	17	 	1	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	11	1	3	 	 	1	Y
111006	4	11	15	 	1	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	8	1	3	 	 	1	N
111008	0	14	18	 	1	0	0	1	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
111008	1	45	49	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111008	2	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111008	3	18	22	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111008	4	16	20	 	2	7	7	 	1	 	3	6	0	98	98	1	13	0	1	 	 	 	 	 	 	 	N
111009	0	15	18	 	1	0	0	1	1	 	3	6	0	2	3	1	9	0	0	 	 	 	 	 	 	 	N
111009	1	79	83	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111009	2	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
111009	3	39	43	 	1	1	1	 	1	 	1	3	0	1	98	1	7	0	0	 	 	 	 	 	 	 	N
111009	4	28	32	 	1	11	11	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111009	5	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111010	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	1	 	 	1	N
111010	1	42	45	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111010	2	41	44	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111010	3	18	22	 	2	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111010	4	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
111011	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	7	0	0	 	 	 	 	 	 	 	N
111011	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
111011	2	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
111011	3	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	1	 	 	 	 	 	 	 	N
111011	4	13	17	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
111012	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	Y
111012	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111012	2	37	40	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111012	3	17	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	0	 
111013	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111013	2	35	39	 	2	1	1	1	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
111014	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111014	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	11	0	0	 	 	 	 	 	 	 	N
111014	2	32	36	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111014	17	11	15	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	9	1	3	 	 	1	N
111015	0	15	19	 	2	0	0	1	2	 	3	3	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
111015	1	47	51	 	1	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111015	2	38	42	 	2	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111015	17	7	11	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	5	1	3	 	 	1	N
111016	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	N
111016	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111016	2	32	36	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111016	17	7	11	 	1	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	5	1	3	 	 	0	N
111017	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
111017	1	39	43	 	1	1	1	 	1	 	2	3	0	98	98	1	11	0	0	 	 	 	 	 	 	 	N
111017	2	35	39	 	2	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111017	3	16	20	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111018	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	0	N
111018	1	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111018	2	44	48	 	2	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
111018	17	9	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
111019	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111019	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111019	2	36	40	 	2	1	1	0	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111019	3	16	20	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111021	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111021	1	35	39	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111021	2	35	39	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
