CHILDCODE	FVVLIDR4	FVVALR4	SLVALR4
21094	3	1	1000
21094	4	12	1000
21094	5	8	500
31001	1	4	15000
31001	2	1	5000
31001	3	12	2000
31001	4	8	2000
31001	5	7	1000
31002	1	1	20000
31002	2	3	70000
31002	3	4	40000
31002	4	12	10000
31002	5	14	7000
31004	1	4	3000
31004	2	11	400
31004	3	1	500
31004	4	7	200
31004	5	88	 
31005	1	4	46000
31005	2	8	10000
31005	3	16	20000
31005	4	12	2000
31005	5	7	1000
31006	1	4	12000
31006	2	12	1000
31006	3	1	300
31006	4	7	300
31006	5	16	300
31007	1	4	20000
31007	2	8	5000
31007	3	11	2000
31007	4	1	1000
31007	5	7	300
31008	1	4	15000
31008	2	1	500
31008	3	16	3000
31008	4	11	2000
31008	5	7	1000
31010	1	4	30000
31010	2	7	3000
31010	3	1	2000
31010	4	8	1000
31010	5	12	1000
31011	1	4	30000
31011	2	8	20000
31011	3	14	10000
31011	4	12	3000
31011	5	7	1000
31012	1	4	3000
31012	2	1	1000
31012	3	7	300
31012	4	10	20
31012	5	11	-77
31013	1	7	100
31013	2	88	 
31013	3	88	 
31013	4	88	 
31013	5	88	 
31018	1	4	3000
31018	2	7	1000
31018	3	11	-77
31018	4	88	 
31018	5	88	 
31020	1	4	2000
31020	2	7	400
31020	3	8	500
31020	4	16	100
31020	5	11	-77
31021	1	4	3000
31021	2	7	2000
31021	3	11	2000
31021	4	5	300
31021	5	13	500
31023	1	4	20000
31023	2	8	20000
31023	3	11	2000
31023	4	5	500
31023	5	7	500
31024	1	4	10000
31024	2	7	1000
31024	3	8	1000
31024	4	1	500
31024	5	5	300
31025	1	4	3000
31025	2	1	500
31025	3	7	200
31025	4	5	1200
31025	5	11	400
31027	1	5	200
31027	2	10	-77
31027	3	11	-77
31027	4	88	 
31027	5	88	 
31028	1	4	3000
31028	2	1	300
31028	3	7	300
31028	4	10	200
31028	5	11	150
31029	1	3	150000
31029	2	4	33000
31029	3	12	1000
31029	4	16	2000
31029	5	1	700
31031	1	4	3000
31031	2	1	1000
31031	3	8	300
31031	4	7	200
31031	5	11	200
31032	1	3	450000
31032	2	8	50000
31032	3	4	30000
31032	4	1	2000
31032	5	7	2000
31035	1	4	1000
31035	2	1	600
31035	3	7	300
31035	4	11	-77
31035	5	16	-77
31036	1	4	7000
31036	2	1	1000
31036	3	8	2000
31036	4	7	300
31036	5	5	200
31037	1	4	100000
31037	2	7	20000
31037	3	11	5000
31037	4	12	2000
31037	5	14	3000
31038	1	1	100
31038	2	5	300
31038	3	7	200
31038	4	4	4000
31038	5	10	50
31039	1	4	3000
31039	2	1	500
31039	3	16	1000
31039	4	8	800
31039	5	11	300
31040	1	8	30000
31040	2	4	15000
31040	3	11	3000
31040	4	12	2000
31040	5	13	1000
31041	1	4	4000
31041	2	12	1500
31041	3	16	10000
31041	4	8	10000
31041	5	11	1000
31043	1	4	2000
31043	2	1	600
31043	3	12	1000
31043	4	8	200
31043	5	11	200
31044	1	4	10000
31044	2	11	3000
31044	3	1	1000
31044	4	7	1000
31044	5	10	500
31045	1	4	15000
31045	2	8	5000
31045	3	11	2000
31045	4	7	2000
31045	5	12	1000
31046	1	4	20000
31046	2	8	7000
31046	3	12	1000
31046	4	1	500
31046	5	14	1000
31048	1	3	100000
31048	2	16	250000
31048	3	4	15000
31048	4	7	500
31048	5	10	150
31049	1	4	50000
31049	2	12	2000
31049	3	8	5000
31049	4	14	6000
31049	5	1	600
31050	1	4	3000
31050	2	1	1000
31050	3	11	200
31050	4	7	500
31050	5	8	100
31052	1	4	40000
31052	2	8	4000
31052	3	16	3000
31052	4	1	2000
31052	5	12	2000
31058	1	4	3000
31058	2	12	2000
31058	3	7	500
31058	4	1	200
31058	5	11	-77
31059	1	1	700
31059	2	11	500
31059	3	7	400
31059	4	88	 
31059	5	88	 
31060	1	4	10000
31060	2	1	1000
31060	3	7	700
31060	4	11	500
31060	5	10	300
31079	1	4	7000
31079	2	12	2000
31079	3	1	500
31079	4	7	300
31079	5	2	100
31096	1	4	30000
31096	2	8	10000
31096	3	11	2000
31096	4	1	1000
31096	5	13	500
31098	1	1	1000
31098	2	4	10000
31098	3	12	1500
31098	4	16	3000
31098	5	9	1000
31108	1	4	6000
31108	2	8	3000
31108	3	16	10000
31108	4	1	500
31108	5	7	300
31134	1	4	15000
31134	2	12	3000
31134	3	14	2500
31134	4	1	1000
31134	5	5	500
41001	1	4	38000
41001	2	8	8000
41001	3	12	2500
41001	4	1	1000
41001	5	7	600
41002	1	4	4000
41002	2	7	1000
41002	3	10	700
41002	4	1	500
41002	5	9	500
41003	1	8	32000
41003	2	16	20000
41003	3	4	15000
41003	4	12	4600
41003	5	7	2000
41004	1	7	500
41004	2	11	300
41004	3	13	200
41004	4	10	100
41004	5	1	100
41005	1	4	5000
41005	2	7	600
41005	3	11	600
41005	4	10	100
41005	5	1	100
41006	1	4	10000
41006	2	1	800
41006	3	7	800
41006	4	13	400
41006	5	10	100
41007	1	4	48000
41007	2	8	1200
41007	3	12	3000
41007	4	1	1500
41007	5	10	1000
41009	1	4	15000
41009	2	12	4500
41009	3	8	4000
41009	4	9	4000
41009	5	13	2000
41010	1	4	15000
41010	2	8	12000
41010	3	14	4000
41010	4	12	4000
41010	5	1	2000
41011	1	12	1500
41011	2	1	1000
41011	3	9	800
41011	4	16	500
41011	5	8	300
41012	1	1	1000
41012	2	4	1000
41012	3	10	500
41012	4	7	200
41012	5	8	200
41013	1	7	300
41013	2	8	200
41013	3	1	100
41013	4	11	100
41013	5	88	 
41014	1	12	2000
41014	2	1	1500
41014	3	7	1500
41014	4	10	200
41014	5	6	60
41015	1	8	5000
41015	2	4	2000
41015	3	12	700
41015	4	14	200
41015	5	1	500
41016	1	14	22000
41016	2	4	13000
41016	3	1	6000
41016	4	12	4000
41016	5	7	3000
41017	1	4	45000
41017	2	7	4000
41017	3	12	3000
41017	4	10	200
41017	5	1	200
41019	1	4	10000
41019	2	12	2000
41019	3	1	1000
41019	4	7	200
41019	5	5	200
41021	1	11	5000
41021	2	4	4000
41021	3	12	3500
41021	4	9	2000
41021	5	5	1200
41022	1	4	7000
41022	2	8	5000
41022	3	1	4000
41022	4	7	3000
41022	5	12	3000
41023	1	4	2000
41023	2	12	2000
41023	3	7	2000
41023	4	1	1000
41023	5	5	500
41024	1	8	50000
41024	2	4	15000
41024	3	12	5000
41024	4	11	4000
41024	5	1	2000
41025	1	4	24000
41025	2	14	8000
41025	3	8	8000
41025	4	1	5000
41025	5	7	4000
41026	1	4	15000
41026	2	1	3400
41026	3	7	2000
41026	4	13	800
41026	5	10	500
41027	1	4	5000
41027	2	9	2000
41027	3	8	2000
41027	4	7	1500
41027	5	11	1000
41028	1	12	5000
41028	2	8	4700
41028	3	7	900
41028	4	10	750
41028	5	13	500
41030	1	4	8000
41030	2	14	5000
41030	3	5	1500
41030	4	7	360
41030	5	12	200
41031	1	12	2000
41031	2	8	1000
41031	3	11	2000
41031	4	13	1000
41031	5	1	500
41032	1	4	10000
41032	2	12	3000
41032	3	7	900
41032	4	8	500
41032	5	13	500
41034	1	12	2000
41034	2	11	3000
41034	3	8	1500
41034	4	10	600
41034	5	7	500
41036	1	3	300000
41036	2	14	20000
41036	3	11	15000
41036	4	12	10000
41036	5	7	9000
41037	1	12	600
41037	2	7	400
41037	3	13	200
41037	4	1	200
41037	5	9	100
41038	1	5	1400
41038	2	7	300
41038	3	8	300
41038	4	10	300
41038	5	11	300
41039	1	12	2000
41039	2	9	1000
41039	3	5	500
41039	4	13	300
41039	5	7	200
41041	1	4	7000
41041	2	12	1000
41041	3	1	500
41041	4	13	500
41041	5	5	500
41042	1	4	20000
41042	2	1	8000
41042	3	12	3000
41042	4	8	2500
41042	5	9	1000
41043	1	12	4000
41043	2	4	3000
41043	3	5	1800
41043	4	11	1500
41043	5	10	400
41046	1	4	2000
41046	2	1	1000
41046	3	8	800
41046	4	11	200
41046	5	7	150
41047	1	4	11000
41047	2	12	2000
41047	3	8	1000
41047	4	13	500
41047	5	1	100
41049	1	4	7000
41049	2	12	4000
41049	3	1	2000
41049	4	7	1500
41049	5	9	1200
41050	1	4	25000
41050	2	7	1500
41050	3	9	1000
41050	4	5	1000
41050	5	1	500
41059	1	4	30000
41059	2	12	4000
41059	3	1	4000
41059	4	7	2000
41059	5	8	8000
41092	1	12	3500
41092	2	13	100
41092	3	7	100
41092	4	1	100
41092	5	8	100
41106	1	4	3000
41106	2	7	900
41106	3	11	400
41106	4	1	200
41106	5	10	100
41109	1	4	7000
41109	2	12	1500
41109	3	5	1500
41109	4	11	1000
41109	5	1	500
41110	1	7	3000
41110	2	11	1000
41110	3	13	400
41110	4	10	200
41110	5	8	100
41114	1	4	20000
41114	2	14	10000
41114	3	8	5000
41114	4	12	2000
41114	5	16	1500
41130	1	11	10000
41130	2	12	4500
41130	3	4	4000
41130	4	9	3000
41130	5	5	1000
51002	1	4	56000
51002	2	14	11000
51002	3	7	12000
51002	4	12	2500
51002	5	8	2500
51004	1	4	3000
51004	2	5	200
51004	3	8	100
51004	4	11	200
51004	5	10	300
51005	1	4	20000
51005	2	1	4000
51005	3	7	3000
51005	4	12	2500
51005	5	13	1500
51006	1	1	600
51006	2	4	7000
51006	3	13	1000
51006	4	5	600
51006	5	7	2500
51008	1	4	2000
51008	2	11	500
51008	3	7	300
51008	4	5	300
51008	5	8	100
51009	1	4	40000
51009	2	1	1000
51009	3	12	600
51009	4	7	500
51009	5	14	15000
51010	1	4	10000
51010	2	12	5000
51010	3	7	3000
51010	4	13	2000
51010	5	1	500
51011	1	1	300
51011	2	4	6000
51011	3	12	2000
51011	4	13	300
51011	5	14	4000
51013	1	16	12000
51013	2	11	6000
51013	3	4	3000
51013	4	7	1500
51013	5	13	1000
51015	1	4	12000
51015	2	12	5000
51015	3	7	3000
51015	4	1	3000
51015	5	13	2000
51016	1	4	24000
51016	2	12	3500
51016	3	7	1300
51016	4	14	4000
51016	5	1	3000
51017	1	4	50000
51017	2	14	10000
51017	3	7	4000
51017	4	16	5000
51017	5	1	1000
51018	1	4	30000
51018	2	1	4000
51018	3	7	2000
51018	4	12	2000
51018	5	5	200
51019	1	1	2000
51019	2	7	1000
51019	3	5	500
51019	4	10	500
51019	5	8	300
51020	1	4	3000
51020	2	16	3000
51020	3	13	1600
51020	4	1	1100
51020	5	7	400
51021	1	1	500
51021	2	4	18000
51021	3	12	3000
51021	4	13	1000
51021	5	7	1500
51022	1	4	30000
51022	2	12	5000
51022	3	16	3000
51022	4	7	3000
51022	5	1	500
51023	1	4	7000
51023	2	8	4000
51023	3	7	2000
51023	4	5	500
51023	5	10	200
51024	1	1	1500
51024	2	4	15000
51024	3	12	2000
51024	4	13	500
51024	5	14	4000
51025	1	1	300
51025	2	4	2500
51025	3	5	700
51025	4	13	600
51025	5	10	500
51026	1	1	600
51026	2	4	10000
51026	3	10	600
51026	4	13	1200
51026	5	7	1500
51027	1	4	10000
51027	2	13	3000
51027	3	1	2000
51027	4	7	1000
51027	5	5	500
51028	1	4	2000
51028	2	1	300
51028	3	7	500
51028	4	10	100
51028	5	13	100
51029	1	4	20000
51029	2	8	5000
51029	3	7	4000
51029	4	1	2000
51029	5	5	1000
51030	1	4	5000
51030	2	12	2500
51030	3	8	1500
51030	4	6	1000
51030	5	10	100
51031	1	1	6000
51031	2	4	1000
51031	3	14	7000
51031	4	13	300
51031	5	12	2000
51032	1	4	20000
51032	2	8	2000
51032	3	12	800
51032	4	7	700
51032	5	1	500
51033	1	1	500
51033	2	4	3000
51033	3	12	900
51033	4	13	300
51033	5	5	300
51034	1	4	50000
51034	2	12	8000
51034	3	1	6000
51034	4	16	3000
51034	5	7	4000
51035	1	4	40000
51035	2	9	8000
51035	3	8	7000
51035	4	1	6000
51035	5	14	5000
51036	1	4	15000
51036	2	7	4000
51036	3	12	2000
51036	4	1	1500
51036	5	8	500
51037	1	1	300
51037	2	4	5000
51037	3	5	900
51037	4	7	1200
51037	5	10	100
51038	1	4	75000
51038	2	8	32000
51038	3	12	10000
51038	4	11	3400
51038	5	7	3000
51040	1	12	2500
51040	2	4	2000
51040	3	13	500
51040	4	5	500
51040	5	1	500
51041	1	4	6000
51041	2	5	2000
51041	3	13	1000
51041	4	1	500
51041	5	11	500
51042	1	4	20000
51042	2	8	10000
51042	3	12	5000
51042	4	1	3000
51042	5	10	2000
51043	1	1	3000
51043	2	4	40000
51043	3	13	1200
51043	4	12	2000
51043	5	14	5000
51044	1	16	3000
51044	2	4	3000
51044	3	11	1000
51044	4	12	500
51044	5	7	400
51045	1	4	10000
51045	2	14	8000
51045	3	7	3000
51045	4	12	2000
51045	5	9	1500
51046	1	1	300
51046	2	7	200
51046	3	5	200
51046	4	8	100
51046	5	10	100
51047	1	4	30000
51047	2	12	5000
51047	3	1	3000
51047	4	7	2000
51047	5	8	2000
51048	1	4	22000
51048	2	12	3000
51048	3	7	1500
51048	4	1	500
51048	5	8	400
51049	1	4	5000
51049	2	5	500
51049	3	1	300
51049	4	7	200
51049	5	8	100
51050	1	4	4000
51050	2	13	600
51050	3	11	300
51050	4	7	200
51050	5	1	100
51057	1	1	2000
51057	2	7	1500
51057	3	5	500
51057	4	11	500
51057	5	8	200
51070	1	14	10000
51070	2	8	5000
51070	3	16	4000
51070	4	7	3000
51070	5	12	3000
61001	1	4	7000
61001	2	5	800
61001	3	7	700
61001	4	8	300
61001	5	1	200
61003	1	4	15000
61003	2	7	4500
61003	3	8	1500
61003	4	11	1000
61003	5	5	500
61004	1	4	30000
61004	2	8	7000
61004	3	16	6000
61004	4	12	4500
61004	5	1	2000
61006	1	4	12000
61006	2	8	3000
61006	3	12	3000
61006	4	7	3000
61006	5	13	500
61009	1	4	49000
61009	2	11	33000
61009	3	14	17000
61009	4	8	15000
61009	5	12	9000
61011	1	4	6000
61011	2	1	1000
61011	3	7	800
61011	4	11	600
61011	5	13	400
61012	1	4	9300
61012	2	8	2250
61012	3	11	2100
61012	4	1	1800
61012	5	7	900
61013	1	11	2700
61013	2	8	1900
61013	3	5	600
61013	4	7	550
61013	5	88	 
61014	1	4	5000
61014	2	5	1000
61014	3	7	1000
61014	4	1	600
61014	5	10	200
61015	1	4	25000
61015	2	12	2000
61015	3	1	1000
61015	4	5	500
61015	5	10	300
61016	1	4	30000
61016	2	1	1500
61016	3	7	1000
61016	4	5	200
61016	5	13	200
61017	1	4	37800
61017	2	11	30000
61017	3	9	21000
61017	4	12	14000
61017	5	8	12000
61018	1	4	5000
61018	2	1	2000
61018	3	7	1500
61018	4	5	700
61018	5	13	500
61019	1	4	54000
61019	2	11	41000
61019	3	8	32000
61019	4	12	12000
61019	5	14	11400
61020	1	4	10000
61020	2	7	700
61020	3	13	500
61020	4	11	400
61020	5	1	400
61021	1	11	21600
61021	2	4	20500
61021	3	16	15700
61021	4	12	9000
61021	5	1	4700
61023	1	4	4000
61023	2	1	700
61023	3	10	300
61023	4	7	300
61023	5	5	300
61024	1	4	5300
61024	2	11	4700
61024	3	8	2100
61024	4	1	1300
61024	5	7	750
61025	1	11	14000
61025	2	4	6000
61025	3	16	3000
61025	4	8	2600
61025	5	1	950
61026	1	4	25000
61026	2	8	4000
61026	3	11	2500
61026	4	12	1500
61026	5	7	1000
61028	1	4	10000
61028	2	11	6000
61028	3	16	4000
61028	4	12	3000
61028	5	1	2000
61029	1	4	2000
61029	2	8	1500
61029	3	7	1000
61029	4	1	500
61029	5	5	400
61030	1	4	10000
61030	2	12	3000
61030	3	8	3000
61030	4	7	2000
61030	5	5	300
61031	1	4	15000
61031	2	7	2500
61031	3	11	1500
61031	4	8	700
61031	5	1	500
61032	1	16	7000
61032	2	4	7000
61032	3	5	500
61032	4	7	500
61032	5	1	400
61033	1	4	26000
61033	2	12	2000
61033	3	8	5000
61033	4	16	5000
61033	5	7	1800
61034	1	5	600
61034	2	8	400
61034	3	1	300
61034	4	7	300
61034	5	13	300
61035	1	4	25000
61035	2	8	5000
61035	3	11	3500
61035	4	7	2500
61035	5	12	1500
61036	1	1	1000
61036	2	7	1000
61036	3	6	1000
61036	4	11	800
61036	5	13	1000
61037	1	4	28000
61037	2	8	4500
61037	3	11	3500
61037	4	12	2500
61037	5	7	2000
61038	1	4	15000
61038	2	8	3000
61038	3	7	1000
61038	4	5	1000
61038	5	1	500
61039	1	16	10000
61039	2	4	6000
61039	3	7	4000
61039	4	11	10000
61039	5	8	3500
61040	1	8	30000
61040	2	4	6000
61040	3	1	2500
61040	4	12	1500
61040	5	7	500
61041	1	4	5000
61041	2	1	1000
61041	3	5	500
61041	4	7	500
61041	5	10	300
61042	1	4	25000
61042	2	14	15000
61042	3	7	6000
61042	4	11	3000
61042	5	13	800
61043	1	1	500
61043	2	7	200
61043	3	13	200
61043	4	5	100
61043	5	10	20
61044	1	4	6000
61044	2	14	5000
61044	3	12	2000
61044	4	1	2000
61044	5	10	500
61046	1	4	20000
61046	2	1	5000
61046	3	12	3000
61046	4	7	2000
61046	5	10	500
61047	1	4	30000
61047	2	14	15000
61047	3	12	1500
61047	4	1	500
61047	5	5	200
61048	1	4	3000
61048	2	1	300
61048	3	5	300
61048	4	16	500
61048	5	11	500
61049	1	4	20000
61049	2	1	5800
61049	3	8	4000
61049	4	7	2000
61049	5	12	1800
61050	1	4	4000
61050	2	5	500
61050	3	1	500
61050	4	6	300
61050	5	7	200
61052	1	4	10000
61052	2	8	2000
61052	3	7	1500
61052	4	5	500
61052	5	1	400
61055	1	16	3000000
61055	2	4	20000
61055	3	8	2000
61055	4	12	1500
61055	5	7	1000
61056	1	4	8000
61056	2	7	1500
61056	3	11	1000
61056	4	1	700
61056	5	8	500
61057	1	16	20000
61057	2	11	16000
61057	3	8	4000
61057	4	1	2000
61057	5	7	1300
61076	1	4	3000
61076	2	7	700
61076	3	5	500
61076	4	1	400
61076	5	10	100
61079	1	4	4500
61079	2	8	3700
61079	3	11	3100
61079	4	7	1700
61079	5	1	1100
61104	1	4	15000
61104	2	16	17000
61104	3	12	2000
61104	4	7	1500
61104	5	1	500
71001	1	4	35000
71001	2	14	15000
71001	3	7	5000
71001	4	12	3000
71001	5	13	1000
71002	1	1	200
71002	2	4	3000
71002	3	7	300
71002	4	10	150
71002	5	8	100
71003	1	4	1000
71003	2	5	120
71003	3	7	200
71003	4	10	150
71003	5	11	300
71004	1	4	15000
71004	2	9	1300
71004	3	1	8000
71004	4	12	7000
71004	5	5	2000
71005	1	4	6000
71005	2	1	300
71005	3	7	600
71005	4	13	100
71005	5	10	80
71006	1	4	5000
71006	2	12	2000
71006	3	1	500
71006	4	5	700
71006	5	7	1000
71007	1	4	50000
71007	2	8	20000
71007	3	14	15000
71007	4	11	10000
71007	5	12	5000
71008	1	1	800
71008	2	4	4000
71008	3	5	500
71008	4	12	1000
71008	5	13	200
71009	1	1	4500
71009	2	4	5000
71009	3	5	400
71009	4	13	1000
71009	5	12	1500
71010	1	4	50000
71010	2	14	20000
71010	3	8	10000
