CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	VLSLDR4	CRPCSTR4
171019	4	 	 	 	 
171021	1	 	 	 	 
171021	2	 	 	 	 
171021	3	 	 	 	 
171021	4	 	 	 	 
171022	1	 	 	 	 
171022	2	 	 	 	 
171022	3	 	 	 	 
171022	4	 	 	 	 
171023	1	 	 	 	 
171023	2	 	 	 	 
171023	3	 	 	 	 
171023	4	 	 	 	 
171025	1	 	 	 	 
171025	2	 	 	 	 
171025	3	 	 	 	 
171025	4	 	 	 	 
171027	1	 	 	 	 
171027	2	 	 	 	 
171027	3	 	 	 	 
171027	4	 	 	 	 
171030	1	 	 	 	 
171030	2	 	 	 	 
171030	3	 	 	 	 
171030	4	 	 	 	 
171031	1	 	 	 	 
171031	2	 	 	 	 
171031	3	 	 	 	 
171031	4	 	 	 	 
171033	1	 	 	 	 
171033	2	 	 	 	 
171033	3	 	 	 	 
171033	4	 	 	 	 
171034	1	 	 	 	 
171034	2	 	 	 	 
171034	3	 	 	 	 
171034	4	 	 	 	 
171035	1	 	 	 	 
171035	2	 	 	 	 
171035	3	 	 	 	 
171035	4	 	 	 	 
171037	1	 	 	 	 
171037	2	 	 	 	 
171037	3	 	 	 	 
171037	4	 	 	 	 
171038	1	 	 	 	 
171038	2	 	 	 	 
171038	3	 	 	 	 
171038	4	 	 	 	 
171040	1	 	 	 	 
171040	2	 	 	 	 
171040	3	 	 	 	 
171040	4	 	 	 	 
171041	1	 	 	 	 
171041	2	 	 	 	 
171041	3	 	 	 	 
171041	4	 	 	 	 
171042	1	 	 	 	 
171042	2	 	 	 	 
171042	3	 	 	 	 
171042	4	 	 	 	 
171043	1	 	 	 	 
171043	2	 	 	 	 
171043	3	 	 	 	 
171043	4	 	 	 	 
171044	1	 	 	 	 
171044	2	 	 	 	 
171044	3	 	 	 	 
171044	4	 	 	 	 
171045	1	 	 	 	 
171045	2	 	 	 	 
171045	3	 	 	 	 
171045	4	 	 	 	 
171046	1	 	 	 	 
171046	2	 	 	 	 
171046	3	 	 	 	 
171046	4	 	 	 	 
171048	1	 	 	 	 
171048	2	 	 	 	 
171048	3	 	 	 	 
171048	4	 	 	 	 
171049	1	 	 	 	 
171049	2	 	 	 	 
171049	3	 	 	 	 
171049	4	 	 	 	 
171051	1	 	 	 	 
171051	2	 	 	 	 
171051	3	 	 	 	 
171051	4	 	 	 	 
171053	1	 	 	 	 
171053	2	 	 	 	 
171053	3	 	 	 	 
171053	4	 	 	 	 
171057	1	 	 	 	 
171057	2	 	 	 	 
171057	3	 	 	 	 
171057	4	 	 	 	 
171059	1	 	 	 	 
171059	2	 	 	 	 
171059	3	 	 	 	 
171059	4	 	 	 	 
171060	1	 	 	 	 
171060	2	 	 	 	 
171060	3	 	 	 	 
171060	4	 	 	 	 
171063	1	 	 	 	 
171063	2	 	 	 	 
171063	3	 	 	 	 
171063	4	 	 	 	 
171080	1	 	 	 	 
171080	2	 	 	 	 
171080	3	 	 	 	 
171080	4	 	 	 	 
181001	1	 	 	 	 
181001	2	 	 	 	 
181001	3	 	 	 	 
181001	4	 	 	 	 
181002	1	 	 	 	 
181002	2	 	 	 	 
181002	3	 	 	 	 
181002	4	 	 	 	 
181003	1	 	 	 	 
181003	2	 	 	 	 
181003	3	 	 	 	 
181003	4	 	 	 	 
181005	1	 	 	 	 
181005	2	 	 	 	 
181005	3	 	 	 	 
181005	4	 	 	 	 
181006	1	 	 	 	 
181006	2	 	 	 	 
181006	3	 	 	 	 
181006	4	 	 	 	 
181008	1	 	 	 	 
181008	2	 	 	 	 
181008	3	 	 	 	 
181008	4	 	 	 	 
181009	1	 	 	 	 
181009	2	 	 	 	 
181009	3	 	 	 	 
181009	4	 	 	 	 
181011	1	 	 	 	 
181011	2	 	 	 	 
181011	3	 	 	 	 
181011	4	 	 	 	 
181013	1	 	 	 	 
181013	2	 	 	 	 
181013	3	 	 	 	 
181013	4	 	 	 	 
181014	1	 	 	 	 
181014	2	 	 	 	 
181014	3	 	 	 	 
181014	4	 	 	 	 
181015	1	 	 	 	 
181015	2	 	 	 	 
181015	3	 	 	 	 
181015	4	 	 	 	 
181016	1	 	 	 	 
181016	2	 	 	 	 
181016	3	 	 	 	 
181016	4	 	 	 	 
181017	1	 	 	 	 
181017	2	 	 	 	 
181017	3	 	 	 	 
181017	4	 	 	 	 
181018	1	 	 	 	 
181018	2	 	 	 	 
181018	3	 	 	 	 
181018	4	 	 	 	 
181019	1	 	 	 	 
181019	2	 	 	 	 
181019	3	 	 	 	 
181019	4	 	 	 	 
181020	1	 	 	 	 
181020	2	 	 	 	 
181020	3	 	 	 	 
181020	4	 	 	 	 
181021	1	 	 	 	 
181021	2	 	 	 	 
181021	3	 	 	 	 
181021	4	 	 	 	 
181023	1	 	 	 	 
181023	2	 	 	 	 
181023	3	 	 	 	 
181023	4	 	 	 	 
181026	1	 	 	 	 
181026	2	 	 	 	 
181026	3	 	 	 	 
181026	4	 	 	 	 
181029	1	 	 	 	 
181029	2	 	 	 	 
181029	3	 	 	 	 
181029	4	 	 	 	 
181030	1	 	 	 	 
181030	2	 	 	 	 
181030	3	 	 	 	 
181030	4	 	 	 	 
181033	1	 	 	 	 
181033	2	 	 	 	 
181033	3	 	 	 	 
181033	4	 	 	 	 
181036	1	 	 	 	 
181036	2	 	 	 	 
181036	3	 	 	 	 
181036	4	 	 	 	 
181037	1	 	 	 	 
181037	2	 	 	 	 
181037	3	 	 	 	 
181037	4	 	 	 	 
181039	1	 	 	 	 
181039	2	 	 	 	 
181039	3	 	 	 	 
181039	4	 	 	 	 
181042	1	 	 	 	 
181042	2	 	 	 	 
181042	3	 	 	 	 
181042	4	 	 	 	 
181043	1	 	 	 	 
181043	2	 	 	 	 
181043	3	 	 	 	 
181043	4	 	 	 	 
181044	1	 	 	 	 
181044	2	 	 	 	 
181044	3	 	 	 	 
181044	4	 	 	 	 
181045	1	 	 	 	 
181045	2	 	 	 	 
181045	3	 	 	 	 
181045	4	 	 	 	 
181046	1	 	 	 	 
181046	2	 	 	 	 
181046	3	 	 	 	 
181046	4	 	 	 	 
181047	1	 	 	 	 
181047	2	 	 	 	 
181047	3	 	 	 	 
181047	4	 	 	 	 
181049	1	 	 	 	 
181049	2	 	 	 	 
181049	3	 	 	 	 
181049	4	 	 	 	 
181050	1	 	 	 	 
181050	2	 	 	 	 
181050	3	 	 	 	 
181050	4	 	 	 	 
181056	1	 	 	 	 
181056	2	 	 	 	 
181056	3	 	 	 	 
181056	4	 	 	 	 
181058	1	 	 	 	 
181058	2	 	 	 	 
181058	3	 	 	 	 
181058	4	 	 	 	 
181059	1	 	 	 	 
181059	2	 	 	 	 
181059	3	 	 	 	 
181059	4	 	 	 	 
181069	1	 	 	 	 
181069	2	 	 	 	 
181069	3	 	 	 	 
181069	4	 	 	 	 
181073	1	 	 	 	 
181073	2	 	 	 	 
181073	3	 	 	 	 
181073	4	 	 	 	 
181078	1	 	 	 	 
181078	2	 	 	 	 
181078	3	 	 	 	 
181078	4	 	 	 	 
191001	1	 	 	 	 
191001	2	 	 	 	 
191001	3	 	 	 	 
191001	4	 	 	 	 
191003	1	 	 	 	 
191003	2	 	 	 	 
191003	3	 	 	 	 
191003	4	 	 	 	 
191004	1	 	 	 	 
191004	2	 	 	 	 
191004	3	 	 	 	 
191004	4	 	 	 	 
191005	1	21	-77	8500	1500
191005	2	88	 	 	 
191005	3	88	 	 	 
191005	4	88	 	 	 
191006	1	53	3400	0	7000
191006	2	96	0	0	0
191006	3	88	 	 	 
191006	4	88	 	 	 
191007	1	 	 	 	 
191007	2	 	 	 	 
191007	3	 	 	 	 
191007	4	 	 	 	 
191008	1	 	 	 	 
191008	2	 	 	 	 
191008	3	 	 	 	 
191008	4	 	 	 	 
191009	1	 	 	 	 
191009	2	 	 	 	 
191009	3	 	 	 	 
191009	4	 	 	 	 
191011	1	 	 	 	 
191011	2	 	 	 	 
191011	3	 	 	 	 
191011	4	 	 	 	 
191012	1	 	 	 	 
191012	2	 	 	 	 
191012	3	 	 	 	 
191012	4	 	 	 	 
191013	1	 	 	 	 
191013	2	 	 	 	 
191013	3	 	 	 	 
191013	4	 	 	 	 
191014	1	 	 	 	 
191014	2	 	 	 	 
191014	3	 	 	 	 
191014	4	 	 	 	 
191015	1	 	 	 	 
191015	2	 	 	 	 
191015	3	 	 	 	 
191015	4	 	 	 	 
191016	1	116	-77	48000	0
191016	2	4	-77	1000	0
191016	3	93	-77	1000	0
191016	4	88	 	 	 
191017	1	53	1000	0	3000
191017	2	21	12000	60000	20000
191017	3	88	 	 	 
191017	4	88	 	 	 
191018	1	 	 	 	 
191018	2	 	 	 	 
191018	3	 	 	 	 
191018	4	 	 	 	 
191020	1	21	50000	22000	0
191020	2	53	150	1500	900
191020	3	88	 	 	 
191020	4	88	 	 	 
191021	1	 	 	 	 
191021	2	 	 	 	 
191021	3	 	 	 	 
191021	4	 	 	 	 
191022	1	 	 	 	 
191022	2	 	 	 	 
191022	3	 	 	 	 
191022	4	 	 	 	 
191023	1	 	 	 	 
191023	2	 	 	 	 
191023	3	 	 	 	 
191023	4	 	 	 	 
191024	1	96	22000	0	0
191024	2	88	 	 	 
191024	3	88	 	 	 
191024	4	88	 	 	 
191025	1	 	 	 	 
191025	2	 	 	 	 
191025	3	 	 	 	 
191025	4	 	 	 	 
191026	1	 	 	 	 
191026	2	 	 	 	 
191026	3	 	 	 	 
191026	4	 	 	 	 
191027	1	 	 	 	 
191027	2	 	 	 	 
191027	3	 	 	 	 
191027	4	 	 	 	 
191028	1	 	 	 	 
191028	2	 	 	 	 
191028	3	 	 	 	 
191028	4	 	 	 	 
191029	1	 	 	 	 
191029	2	 	 	 	 
191029	3	 	 	 	 
191029	4	 	 	 	 
191030	1	 	 	 	 
191030	2	 	 	 	 
191030	3	 	 	 	 
191030	4	 	 	 	 
191033	1	85	100	300	50
191033	2	96	8	300	50
191033	3	88	 	 	 
191033	4	88	 	 	 
191035	1	 	 	 	 
191035	2	 	 	 	 
191035	3	 	 	 	 
191035	4	 	 	 	 
191036	1	 	 	 	 
191036	2	 	 	 	 
191036	3	 	 	 	 
191036	4	 	 	 	 
191037	1	 	 	 	 
191037	2	 	 	 	 
191037	3	 	 	 	 
191037	4	 	 	 	 
191038	1	 	 	 	 
191038	2	 	 	 	 
191038	3	 	 	 	 
191038	4	 	 	 	 
191039	1	 	 	 	 
191039	2	 	 	 	 
191039	3	 	 	 	 
191039	4	 	 	 	 
191040	1	 	 	 	 
191040	2	 	 	 	 
191040	3	 	 	 	 
191040	4	 	 	 	 
191041	1	 	 	 	 
191041	2	 	 	 	 
191041	3	 	 	 	 
191041	4	 	 	 	 
191043	1	 	 	 	 
191043	2	 	 	 	 
191043	3	 	 	 	 
191043	4	 	 	 	 
191044	1	 	 	 	 
191044	2	 	 	 	 
191044	3	 	 	 	 
191044	4	 	 	 	 
191045	1	 	 	 	 
191045	2	 	 	 	 
191045	3	 	 	 	 
191045	4	 	 	 	 
191046	1	109	80	200	0
191046	2	4	0	0	0
191046	3	116	180	0	0
191046	4	74	120	0	0
191047	1	 	 	 	 
191047	2	 	 	 	 
191047	3	 	 	 	 
191047	4	 	 	 	 
191048	1	 	 	 	 
191048	2	 	 	 	 
191048	3	 	 	 	 
191048	4	 	 	 	 
191050	1	116	-77	3000	400
191050	2	88	 	 	 
191050	3	88	 	 	 
191050	4	88	 	 	 
191052	1	 	 	 	 
191052	2	 	 	 	 
191052	3	 	 	 	 
191052	4	 	 	 	 
191055	1	 	 	 	 
191055	2	 	 	 	 
191055	3	 	 	 	 
191055	4	 	 	 	 
191057	1	 	 	 	 
191057	2	 	 	 	 
191057	3	 	 	 	 
191057	4	 	 	 	 
201002	1	 	 	 	 
201002	2	 	 	 	 
201002	3	 	 	 	 
201002	4	 	 	 	 
201003	1	 	 	 	 
201003	2	 	 	 	 
201003	3	 	 	 	 
201003	4	 	 	 	 
201005	1	 	 	 	 
201005	2	 	 	 	 
201005	3	 	 	 	 
201005	4	 	 	 	 
201006	1	 	 	 	 
201006	2	 	 	 	 
201006	3	 	 	 	 
201006	4	 	 	 	 
201007	1	 	 	 	 
201007	2	 	 	 	 
201007	3	 	 	 	 
201007	4	 	 	 	 
201008	1	 	 	 	 
201008	2	 	 	 	 
201008	3	 	 	 	 
201008	4	 	 	 	 
201010	1	 	 	 	 
201010	2	 	 	 	 
201010	3	 	 	 	 
201010	4	 	 	 	 
201011	1	 	 	 	 
201011	2	 	 	 	 
201011	3	 	 	 	 
201011	4	 	 	 	 
201013	1	 	 	 	 
201013	2	 	 	 	 
201013	3	 	 	 	 
201013	4	 	 	 	 
201014	1	 	 	 	 
201014	2	 	 	 	 
201014	3	 	 	 	 
201014	4	 	 	 	 
201015	1	 	 	 	 
201015	2	 	 	 	 
201015	3	 	 	 	 
201015	4	 	 	 	 
201016	1	4	-77	0	0
201016	2	88	 	 	 
201016	3	88	 	 	 
201016	4	88	 	 	 
201017	1	 	 	 	 
201017	2	 	 	 	 
201017	3	 	 	 	 
201017	4	 	 	 	 
201023	1	 	 	 	 
201023	2	 	 	 	 
201023	3	 	 	 	 
201023	4	 	 	 	 
201024	1	 	 	 	 
201024	2	 	 	 	 
201024	3	 	 	 	 
201024	4	 	 	 	 
201030	1	 	 	 	 
201030	2	 	 	 	 
201030	3	 	 	 	 
201030	4	 	 	 	 
201031	1	 	 	 	 
201031	2	 	 	 	 
201031	3	 	 	 	 
201031	4	 	 	 	 
201032	1	 	 	 	 
201032	2	 	 	 	 
201032	3	 	 	 	 
201032	4	 	 	 	 
201034	1	 	 	 	 
201034	2	 	 	 	 
201034	3	 	 	 	 
201034	4	 	 	 	 
201037	1	 	 	 	 
201037	2	 	 	 	 
201037	3	 	 	 	 
201037	4	 	 	 	 
201039	1	 	 	 	 
201039	2	 	 	 	 
201039	3	 	 	 	 
201039	4	 	 	 	 
201042	1	 	 	 	 
201042	2	 	 	 	 
201042	3	 	 	 	 
201042	4	 	 	 	 
201044	1	 	 	 	 
201044	2	 	 	 	 
201044	3	 	 	 	 
201044	4	 	 	 	 
201045	1	 	 	 	 
201045	2	 	 	 	 
201045	3	 	 	 	 
201045	4	 	 	 	 
201046	1	 	 	 	 
201046	2	 	 	 	 
201046	3	 	 	 	 
201046	4	 	 	 	 
201049	1	 	 	 	 
201049	2	 	 	 	 
201049	3	 	 	 	 
201049	4	 	 	 	 
201050	1	 	 	 	 
201050	2	 	 	 	 
201050	3	 	 	 	 
201050	4	 	 	 	 
201051	1	 	 	 	 
201051	2	 	 	 	 
201051	3	 	 	 	 
201051	4	 	 	 	 
201052	1	 	 	 	 
201052	2	 	 	 	 
201052	3	 	 	 	 
201052	4	 	 	 	 
201056	1	 	 	 	 
201056	2	 	 	 	 
201056	3	 	 	 	 
201056	4	 	 	 	 
201059	1	 	 	 	 
201059	2	 	 	 	 
201059	3	 	 	 	 
201059	4	 	 	 	 
201064	1	 	 	 	 
201064	2	 	 	 	 
201064	3	 	 	 	 
201064	4	 	 	 	 
201065	1	 	 	 	 
201065	2	 	 	 	 
201065	3	 	 	 	 
201065	4	 	 	 	 
201068	1	 	 	 	 
201068	2	 	 	 	 
201068	3	 	 	 	 
201068	4	 	 	 	 
201073	1	 	 	 	 
201073	2	 	 	 	 
201073	3	 	 	 	 
201073	4	 	 	 	 
201074	1	 	 	 	 
201074	2	 	 	 	 
201074	3	 	 	 	 
201074	4	 	 	 	 
201082	1	 	 	 	 
201082	2	 	 	 	 
201082	3	 	 	 	 
201082	4	 	 	 	 
201084	1	 	 	 	 
201084	2	 	 	 	 
201084	3	 	 	 	 
201084	4	 	 	 	 
201086	1	 	 	 	 
201086	2	 	 	 	 
201086	3	 	 	 	 
201086	4	 	 	 	 
201104	1	 	 	 	 
201104	2	 	 	 	 
201104	3	 	 	 	 
201104	4	 	 	 	 
