FORMNO	CHILDID	PREID	AGEPRESC	PRESCDUR	PRESCTYP	PAYPRESC	PRESCCRE	DAYSPRES	HRSPRESC	PRESCVIS
R2INDX	ET020021	1	48	4	2	1	1	5	8	1
R2INDX	ET020022	1	48	4	1	1	2	5	7	0
R2INDX	ET020023	1	55	4	3	1	3	5	7	1
R2INDX	ET020024	1	42	4	1	1	3	5	7	0
R2INDX	ET020025	1	44	4	1	1	2	5	7	1
R2INDX	ET020026	1	49	4	1	1	2	5	7	0
R2INDX	ET020027	1	48	4	1	1	2	5	7	1
R2INDX	ET020028	1	44	4	4	0	1	5	8	1
R2INDX	ET020029	1	42	4	3	0	2	5	8	0
R2INDX	ET020031	1	62	4	1	1	2	5	7	1
R2INDX	ET020032	1	36	4	3	1	2	5	6	1
R2INDX	ET020033	1	49	4	3	0	77	5	7	1
R2INDX	ET020034	1	57	4	1	1	2	5	7	1
R2INDX	ET020035	1	44	4	3	0	1	5	7	0
R2INDX	ET020036	1	44	4	1	1	2	5	7	1
R2INDX	ET020037	1	55	4	1	1	2	5	7	0
R2INDX	ET020038	1	48	4	1	1	2	5	6	1
R2INDX	ET020039	1	48	4	3	0	2	5	7	1
R2INDX	ET020040	1	48	4	3	0	2	5	7	1
R2INDX	ET020041	1	49	4	1	1	2	5	7	1
R2INDX	ET020042	1	60	4	2	1	3	5	7	1
R2INDX	ET020043	1	42	4	1	1	1	5	7	1
R2INDX	ET020044	1	48	4	1	1	2	5	7	0
R2INDX	ET020045	1	48	4	3	0	1	6	8	1
R2INDX	ET020046	1	48	4	1	1	2	5	7	1
R2INDX	ET020047	1	46	4	1	1	2	5	7	1
R2INDX	ET020048	1	42	4	1	1	1	5	8	0
R2INDX	ET020049	1	60	4	1	1	3	5	6	1
R2INDX	ET020050	1	48	4	1	1	4	5	6	1
R2INDX	ET020051	1	36	4	3	1	2	5	7	0
R2INDX	ET020052	1	48	4	1	1	2	5	7	1
R2INDX	ET020053	1	48	4	3	0	2	5	5	1
R2INDX	ET020054	1	53	4	1	1	2	5	7	1
R2INDX	ET020055	1	60	4	3	1	2	5	8	1
R2INDX	ET020056	1	36	4	1	1	2	5	7	1
R2INDX	ET020057	1	43	4	1	1	2	5	7	1
R2INDX	ET020058	1	44	2	1	1	2	5	7	0
R2INDX	ET020058	2	56	4	1	1	1	5	7	0
R2INDX	ET020059	1	48	4	1	1	2	5	7	1
R2INDX	ET020060	1	36	4	1	1	2	5	7	1
R2INDX	ET020061	1	48	4	1	1	2	5	7	1
R2INDX	ET020064	1	44	4	1	1	3	5	5	1
R2INDX	ET020065	1	55	4	1	1	1	5	7	1
R2INDX	ET020067	1	48	4	3	0	3	5	6	1
R2INDX	ET020068	1	48	4	3	0	2	5	10	0
R2INDX	ET020070	1	48	4	1	1	2	5	7	0
R2INDX	ET020071	1	48	4	1	1	3	5	7	0
R2INDX	ET020072	1	48	1	1	1	1	5	6	77
R2INDX	ET020072	2	60	4	1	1	1	5	6	77
R2INDX	ET020073	1	48	4	4	1	2	5	8	1
R2INDX	ET020075	1	48	4	3	0	1	6	8	1
R2INDX	ET020076	1	49	4	3	0	2	6	6	1
R2INDX	ET020077	1	60	4	1	1	1	5	7	1
R2INDX	ET020078	1	46	4	1	1	2	5	7	1
R2INDX	ET020079	1	48	4	1	1	1	5	7	1
R2INDX	ET020080	1	47	4	1	1	2	5	7	1
R2INDX	ET020081	1	48	4	2	1	2	5	7	1
R2INDX	ET020082	1	42	4	1	1	2	5	7	1
R2INDX	ET020084	1	36	4	4	0	1	5	9	1
R2INDX	ET020085	1	48	4	1	1	2	5	7	0
R2INDX	ET020086	1	42	4	1	1	2	5	8	1
R2INDX	ET020087	1	43	4	1	1	2	6	7	1
R2INDX	ET020088	1	36	4	1	1	2	5	7	1
R2INDX	ET020089	1	36	4	1	1	1	5	7	1
R2INDX	ET020090	1	36	4	1	1	5	5	7	1
R2INDX	ET020091	1	48	4	1	1	2	5	8	1
R2INDX	ET020092	1	58	4	1	1	2	5	7	1
R2INDX	ET020093	1	50	4	1	1	2	5	8	1
R2INDX	ET020094	1	60	4	3	0	2	5	8	1
R2INDX	ET020095	1	54	4	3	0	1	5	8	1
R2INDX	ET020096	1	48	4	1	1	2	5	8	1
R2INDX	ET020097	1	48	4	3	0	1	6	8	1
R2INDX	ET020098	1	36	4	1	1	1	5	7	1
R2INDX	ET020099	1	48	4	2	0	2	5	7	1
R2INDX	ET020100	1	51	4	3	0	2	5	7	0
R2INDX	ET030001	1	58	4	1	1	2	5	7	1
R2INDX	ET030002	1	40	4	1	1	2	5	7	1
R2INDX	ET030003	1	60	4	1	1	1	5	7	1
R2INDX	ET030004	1	50	2	1	1	2	5	7	1
R2INDX	ET030005	1	42	4	1	1	1	5	8	1
R2INDX	ET030006	1	40	4	1	1	1	5	8	1
R2INDX	ET030007	1	48	4	1	1	3	5	6	1
R2INDX	ET030008	1	36	4	1	1	1	5	6	1
R2INDX	ET030009	1	40	4	1	1	1	5	8	1
R2INDX	ET030010	1	50	2	1	1	1	5	8	0
R2INDX	ET030010	2	62	4	2	1	1	5	8	0
R2INDX	ET030011	1	48	4	1	1	1	5	8	1
R2INDX	ET030012	1	36	4	1	1	2	5	6	1
R2INDX	ET030013	1	39	4	1	1	2	5	7	1
R2INDX	ET030014	1	48	4	1	1	2	5	7	0
R2INDX	ET030015	1	36	4	1	1	1	5	7	1
R2INDX	ET030016	1	36	4	1	1	1	5	7	1
R2INDX	ET030017	1	36	4	1	1	2	5	7	1
R2INDX	ET030019	1	48	4	1	1	3	5	7	1
R2INDX	ET030020	1	52	4	2	1	2	5	7	1
R2INDX	ET030021	1	53	4	1	1	3	5	7	1
R2INDX	ET030022	1	48	4	1	0	2	5	7	1
R2INDX	ET030023	1	38	4	1	1	1	5	7	1
R2INDX	ET030024	1	42	2	1	1	1	5	7	1
R2INDX	ET030024	2	54	4	1	1	1	5	7	0
R2INDX	ET030025	1	36	4	1	1	1	5	7	1
R2INDX	ET030026	1	49	4	1	1	2	5	7	1
R2INDX	ET030027	1	48	4	3	1	1	5	8	1
R2INDX	ET030028	1	38	4	1	1	1	5	7	1
R2INDX	ET030029	1	36	4	1	1	1	5	7	1
R2INDX	ET030031	1	48	4	1	1	1	5	7	1
R2INDX	ET030032	1	37	2	1	1	3	5	7	1
R2INDX	ET030033	1	48	4	1	0	1	5	8	1
R2INDX	ET030034	1	42	4	1	1	2	5	7	1
R2INDX	ET030035	1	60	4	3	0	1	5	6	1
R2INDX	ET030037	1	50	4	1	1	1	5	7	1
R2INDX	ET030038	1	47	4	1	1	1	5	6	0
R2INDX	ET030039	1	48	4	1	1	2	5	7	1
R2INDX	ET030040	1	51	4	1	1	2	5	8	1
R2INDX	ET030041	1	49	4	4	0	2	5	7	0
R2INDX	ET030043	1	48	4	1	1	1	5	7	1
R2INDX	ET030044	1	50	4	1	1	3	5	7	1
R2INDX	ET030045	1	60	4	1	1	2	5	7	1
R2INDX	ET030046	1	41	4	1	1	1	5	6	1
R2INDX	ET030047	1	60	4	1	1	2	5	8	1
R2INDX	ET030048	1	36	4	1	1	2	5	6	1
R2INDX	ET030051	1	36	2	1	1	2	5	6	1
R2INDX	ET030052	1	36	4	1	1	1	5	7	1
R2INDX	ET030053	1	36	1	1	1	2	7	8	1
R2INDX	ET030053	2	44	4	1	1	2	7	7	0
R2INDX	ET030054	1	48	4	1	1	2	5	7	1
R2INDX	ET030055	1	60	4	3	0	2	5	7	1
R2INDX	ET030056	1	48	4	1	1	2	5	8	1
R2INDX	ET030057	1	51	4	2	1	3	5	7	1
R2INDX	ET030058	1	36	3	3	1	2	5	8	1
R2INDX	ET030059	1	36	2	1	1	1	5	8	1
R2INDX	ET030059	2	48	4	3	1	2	5	8	1
R2INDX	ET030060	1	52	4	1	1	1	5	7	1
R2INDX	ET030061	1	36	4	1	1	2	5	7	1
R2INDX	ET030062	1	36	4	1	1	3	5	7	1
R2INDX	ET030063	1	36	4	1	1	1	6	8	1
R2INDX	ET030064	1	48	4	2	1	2	5	7	1
R2INDX	ET030065	1	43	3	1	1	2	5	7	1
R2INDX	ET030066	1	53	4	1	0	1	5	7	0
R2INDX	ET030067	1	36	4	1	1	1	5	7	1
R2INDX	ET030068	1	54	4	1	1	1	5	7	0
R2INDX	ET030069	1	48	4	2	1	2	5	6	1
R2INDX	ET030070	1	36	4	1	1	2	5	7	1
R2INDX	ET030072	1	58	4	1	1	3	5	7	1
R2INDX	ET030073	1	48	4	1	1	3	5	7	0
R2INDX	ET030074	1	48	4	1	1	1	5	7	77
R2INDX	ET030075	1	38	4	1	1	2	5	8	1
R2INDX	ET030077	1	54	4	1	1	1	5	7	1
R2INDX	ET030078	1	48	4	1	1	1	5	7	0
R2INDX	ET030079	1	52	4	1	1	1	5	7	1
R2INDX	ET030080	1	39	4	1	1	2	5	5	1
R2INDX	ET030081	1	41	4	1	1	1	5	8	0
R2INDX	ET030082	1	36	4	1	1	1	5	7	1
R2INDX	ET030083	1	52	4	1	1	2	5	7	0
R2INDX	ET030084	1	53	4	2	1	2	5	7	0
R2INDX	ET030085	1	51	4	1	1	2	5	7	1
R2INDX	ET030086	1	38	4	1	1	1	5	7	1
R2INDX	ET030088	1	38	4	1	1	1	5	7	1
R2INDX	ET030089	1	48	4	1	1	1	5	7	1
R2INDX	ET030090	1	60	4	1	1	2	5	8	1
R2INDX	ET030093	1	36	4	1	1	2	5	8	1
R2INDX	ET030094	1	36	3	3	0	1	5	8	0
R2INDX	ET030094	2	60	4	1	1	1	5	8	0
R2INDX	ET030097	1	60	1	3	1	3	5	7	1
R2INDX	ET030098	1	42	4	1	1	2	5	7	0
R2INDX	ET030099	1	38	4	1	1	1	5	7	1
R2INDX	ET030100	1	51	4	1	1	1	5	8	1
R2INDX	ET040003	1	60	4	2	1	2	5	8	1
R2INDX	ET040004	1	36	4	1	1	3	5	7	1
R2INDX	ET040005	1	48	4	1	1	1	5	7	1
R2INDX	ET040008	1	58	4	1	1	2	5	7	1
R2INDX	ET040010	1	56	4	3	0	77	5	5	1
R2INDX	ET040015	1	60	4	4	1	2	5	8	1
R2INDX	ET040016	1	63	4	1	1	3	5	8	0
R2INDX	ET040022	1	60	4	1	1	2	5	7	1
R2INDX	ET040027	1	48	1	2	1	1	5	10	1
R2INDX	ET040028	1	48	4	2	1	2	5	8	1
R2INDX	ET040029	1	54	4	2	1	2	5	8	1
R2INDX	ET040030	1	48	4	1	1	2	5	5	1
R2INDX	ET040031	1	48	4	1	1	3	5	6	1
R2INDX	ET040032	1	59	4	2	1	3	5	8	1
R2INDX	ET040035	1	56	4	2	1	2	5	8	1
R2INDX	ET040039	1	60	2	2	1	2	5	7	1
R2INDX	ET040043	1	59	4	2	1	1	5	8	1
R2INDX	ET040044	1	48	4	1	1	1	5	8	1
R2INDX	ET040048	1	48	2	4	1	2	5	7	1
R2INDX	ET040050	1	60	4	2	1	3	5	8	1
R2INDX	ET040051	1	54	4	2	1	3	5	8	1
R2INDX	ET040052	1	57	4	2	1	2	5	8	1
R2INDX	ET040053	1	60	4	2	1	1	5	8	1
R2INDX	ET040055	1	56	4	4	1	3	5	8	1
R2INDX	ET040056	1	58	4	2	1	2	5	8	1
R2INDX	ET040058	1	60	4	2	1	2	5	9	1
R2INDX	ET040060	1	46	4	3	1	2	5	6	1
R2INDX	ET040061	1	61	4	1	1	1	5	8	1
R2INDX	ET040066	1	57	4	2	0	3	5	4	1
R2INDX	ET040071	1	56	4	3	0	3	5	5	1
R2INDX	ET040073	1	61	4	2	1	2	5	8	1
R2INDX	ET040075	1	54	4	2	1	2	5	8	1
R2INDX	ET040077	1	48	4	1	1	2	5	5	1
R2INDX	ET040080	1	48	4	4	1	1	5	8	1
R2INDX	ET040083	1	48	4	1	1	2	5	6	1
R2INDX	ET040093	1	48	4	1	1	3	5	6	1
R2INDX	ET040096	1	60	4	1	1	2	5	8	1
R2INDX	ET040100	1	60	1	4	1	2	5	8	1
R2INDX	ET050063	1	60	4	1	0	1	5	4	1
R2INDX	ET050066	1	60	4	1	0	1	7	3	1
R2INDX	ET080035	1	60	1	1	1	2	5	8	1
R2INDX	ET080067	1	63	1	1	1	2	5	8	1
R2INDX	ET090061	1	48	3	1	1	2	5	8	1
R2INDX	ET090071	1	48	1	3	1	2	3	9	0
R2INDX	ET090085	1	60	1	1	1	2	5	6	1
R2INDX	ET100001	1	40	1	1	1	4	5	7	1
R2INDX	ET100010	1	45	4	1	1	4	5	7	1
R2INDX	ET100013	1	48	3	1	1	3	5	6	1
R2INDX	ET100018	1	60	4	1	1	2	5	7	1
R2INDX	ET100021	1	60	1	1	1	2	5	7	0
R2INDX	ET100023	1	36	4	1	1	3	5	8	1
R2INDX	ET100025	1	60	4	1	1	3	5	7	0
R2INDX	ET100026	1	62	1	1	1	3	5	5	1
R2INDX	ET100027	1	48	4	1	1	3	5	8	1
R2INDX	ET100037	1	36	4	1	1	3	5	6	1
R2INDX	ET100038	1	48	4	1	1	2	5	7	1
R2INDX	ET100041	1	57	4	1	1	2	5	6	1
R2INDX	ET100052	1	48	1	1	1	1	5	6	1
R2INDX	ET100053	1	60	2	1	1	3	5	6	1
R2INDX	ET100054	1	60	4	1	1	2	5	6	1
R2INDX	ET100055	1	48	4	1	1	3	5	6	1
R2INDX	ET100059	1	61	4	1	1	3	5	5	1
R2INDX	ET100060	1	48	4	1	1	2	5	8	1
R2INDX	ET100066	1	63	4	1	1	2	5	6	1
R2INDX	ET100069	1	56	4	1	1	2	5	6	1
R2INDX	ET100070	1	52	4	1	1	2	5	8	1
R2INDX	ET100072	1	48	4	1	1	4	5	6	1
R2INDX	ET100074	1	52	4	1	1	2	5	8	0
R2INDX	ET100075	1	45	4	1	1	3	3	5	1
R2INDX	ET100076	1	48	4	1	1	3	5	8	1
R2INDX	ET100078	1	45	4	1	1	2	5	7	1
R2INDX	ET100082	1	48	4	1	1	3	5	6	77
R2INDX	ET100084	1	60	4	1	1	2	5	5	1
R2INDX	ET100089	1	62	4	4	1	3	5	7	0
R2INDX	ET100094	1	55	1	1	1	1	5	6	1
R2INDX	ET100097	1	45	1	1	1	3	5	6	1
R2INDX	ET100098	1	53	4	1	1	2	5	6	1
R2INDX	ET100100	1	48	4	1	1	2	5	6	1
R2INDX	ET110006	1	51	4	3	1	2	5	6	1
R2INDX	ET110007	1	48	4	3	1	3	5	6	1
R2INDX	ET110009	1	59	4	3	1	2	5	5	1
R2INDX	ET110010	1	50	4	3	1	2	5	6	1
R2INDX	ET110012	1	52	4	3	1	2	5	4	1
R2INDX	ET110013	1	46	4	3	1	2	5	4	1
R2INDX	ET110014	1	48	4	3	1	2	5	5	1
R2INDX	ET110015	1	48	4	3	1	1	5	6	1
R2INDX	ET110019	1	55	4	3	1	2	5	4	1
R2INDX	ET110032	1	62	4	3	1	2	5	6	0
R2INDX	ET110036	1	64	4	3	1	2	5	6	1
R2INDX	ET110085	1	56	4	3	1	2	5	6	1
R2INDX	ET110086	1	48	4	3	1	2	5	5	1
R2INDX	ET110088	1	50	4	3	1	1	5	6	1
R2INDX	ET110089	1	48	4	3	1	3	5	3	1
R2INDX	ET120042	1	60	4	2	1	2	5	3	0
R2INDX	ET120064	1	45	1	4	1	2	5	3	1
R2INDX	ET120065	1	50	4	4	0	3	5	3	77
R2INDX	ET130035	1	48	3	1	1	2	5	7	1
R2INDX	ET130035	2	60	4	1	1	2	5	7	1
R2INDX	ET130058	1	60	1	3	1	3	5	3	1
R2INDX	ET130071	1	60	2	1	1	2	5	7	1
R2INDX	ET130072	1	60	1	1	1	2	5	6	1
R2INDX	ET130074	1	53	2	1	1	2	5	8	1
R2INDX	ET130085	1	36	1	3	1	2	5	2	1
R2INDX	ET140001	1	42	3	1	1	4	5	8	1
R2INDX	ET140001	2	54	4	1	1	1	5	8	1
R2INDX	ET140003	1	52	4	1	1	1	5	8	1
R2INDX	ET140005	1	55	4	1	1	3	5	6	1
R2INDX	ET140007	1	43	4	1	1	1	5	5	1
R2INDX	ET140008	1	40	4	1	1	2	5	9	1
R2INDX	ET140009	1	53	4	1	1	2	5	9	1
R2INDX	ET140010	1	64	4	1	1	4	5	8	0
R2INDX	ET140011	1	53	4	1	1	2	5	6	1
R2INDX	ET140012	1	48	2	1	1	3	5	8	1
R2INDX	ET140012	2	59	4	1	1	1	5	6	1
R2INDX	ET140014	1	53	4	1	1	1	5	4	1
R2INDX	ET140015	1	62	4	1	1	1	5	9	1
R2INDX	ET140016	1	51	4	3	1	2	5	8	1
R2INDX	ET140017	1	49	4	1	1	1	5	7	1
R2INDX	ET140018	1	44	4	1	1	2	5	8	1
R2INDX	ET140020	1	43	4	1	1	2	5	8	1
R2INDX	ET140021	1	60	1	1	1	2	5	7	1
R2INDX	ET140022	1	49	3	1	1	1	5	7	1
R2INDX	ET140023	1	48	4	1	1	2	5	8	1
R2INDX	ET140024	1	48	3	1	1	2	5	7	1
R2INDX	ET140026	1	60	4	3	0	2	5	4	1
R2INDX	ET140027	1	53	4	1	1	2	5	8	1
R2INDX	ET140028	1	50	4	1	1	2	6	6	1
R2INDX	ET140029	1	57	4	1	1	1	5	7	1
R2INDX	ET140031	1	55	4	1	1	3	5	5	1
R2INDX	ET140032	1	39	4	1	1	2	5	8	1
R2INDX	ET140033	1	44	4	1	1	2	5	8	1
R2INDX	ET140034	1	59	4	1	1	3	5	9	0
R2INDX	ET140035	1	59	4	1	1	2	5	9	1
R2INDX	ET140036	1	47	4	1	1	1	5	9	1
R2INDX	ET140037	1	53	1	1	1	2	5	7	1
R2INDX	ET140038	1	60	1	1	1	2	5	7	1
R2INDX	ET140039	1	39	4	1	1	2	5	5	1
R2INDX	ET140040	1	60	4	1	1	2	5	5	1
R2INDX	ET140041	1	48	4	1	1	4	5	6	1
R2INDX	ET140042	1	58	4	3	1	2	5	6	1
R2INDX	ET140043	1	56	4	1	1	3	5	6	1
R2INDX	ET140044	1	45	4	1	1	1	5	7	1
R2INDX	ET140045	1	60	4	1	1	1	5	7	1
R2INDX	ET140046	1	59	4	1	1	2	5	7	1
R2INDX	ET140047	1	45	4	1	1	3	5	7	1
R2INDX	ET140048	1	47	4	1	1	1	5	10	1
R2INDX	ET140049	1	48	4	1	1	1	5	8	1
R2INDX	ET140050	1	42	4	1	1	1	5	0	1
R2INDX	ET140051	1	42	4	1	1	3	5	7	1
R2INDX	ET140052	1	45	4	1	1	1	5	6	1
R2INDX	ET140053	1	53	4	1	1	2	5	6	1
R2INDX	ET140054	1	56	4	1	1	2	5	6	1
R2INDX	ET140055	1	49	4	3	1	1	5	10	1
R2INDX	ET140056	1	58	4	1	1	1	5	4	1
R2INDX	ET140058	1	52	4	1	1	1	5	7	1
R2INDX	ET140059	1	42	3	1	1	1	5	7	1
R2INDX	ET140060	1	52	4	1	1	2	5	7	1
R2INDX	ET140063	1	54	4	1	1	1	5	6	1
R2INDX	ET140064	1	46	4	1	1	5	5	7	1
R2INDX	ET140065	1	63	4	4	1	2	5	7	1
R2INDX	ET140066	1	61	4	1	1	2	5	8	1
R2INDX	ET140067	1	47	4	3	1	2	5	6	1
R2INDX	ET140068	1	55	4	1	1	2	5	5	1
R2INDX	ET140069	1	53	4	3	1	2	5	6	1
R2INDX	ET140071	1	63	4	3	0	1	5	6	1
R2INDX	ET140072	1	61	4	1	1	3	5	7	1
R2INDX	ET140075	1	48	4	1	1	3	5	6	1
R2INDX	ET140077	1	42	4	1	1	2	5	7	1
R2INDX	ET140078	1	43	4	1	1	3	5	5	1
R2INDX	ET140079	1	60	4	1	1	3	5	8	1
R2INDX	ET140080	1	62	4	1	1	4	5	5	1
R2INDX	ET140081	1	60	4	3	0	5	5	4	1
R2INDX	ET140082	1	54	4	1	1	2	5	7	1
R2INDX	ET140083	1	68	4	3	0	2	5	5	1
R2INDX	ET140084	1	53	4	1	1	1	5	6	1
R2INDX	ET140085	1	42	3	1	1	3	5	4	1
R2INDX	ET140086	1	60	4	1	1	2	5	8	1
R2INDX	ET140087	1	55	4	1	1	2	5	7	1
R2INDX	ET140089	1	42	4	1	1	2	5	6	1
R2INDX	ET140090	1	66	4	4	0	5	5	5	0
R2INDX	ET140091	1	59	4	1	1	3	5	9	1
R2INDX	ET140092	1	47	4	1	1	2	5	9	1
R2INDX	ET140093	1	47	4	1	1	1	5	8	1
R2INDX	ET140094	1	44	4	3	1	2	5	6	1
R2INDX	ET140095	1	58	4	1	1	2	5	7	1
R2INDX	ET140096	1	48	4	1	1	1	5	7	1
R2INDX	ET140097	1	53	4	1	1	1	5	7	1
R2INDX	ET140098	1	51	4	4	1	2	5	7	1
R2INDX	ET140099	1	58	4	1	1	1	5	7	1
R2INDX	ET150054	1	59	4	3	1	1	5	3	1
R2INDX	ET150060	1	64	1	3	1	2	4	3	1
R2INDX	ET150061	1	60	4	3	1	1	5	3	1
R2INDX	ET150062	1	63	4	3	1	1	5	3	1
R2INDX	ET150063	1	61	4	3	1	1	5	3	1
R2INDX	ET150067	1	68	4	3	1	1	5	5	1
R2INDX	ET150080	1	71	1	3	1	3	5	4	1
R2INDX	ET150094	1	63	4	3	1	3	5	5	1
R2INDX	ET160004	1	48	2	1	1	2	5	9	1
R2INDX	ET160030	1	48	1	3	1	3	5	4	1
R2INDX	ET160032	1	48	4	5	1	3	5	2	1
R2INDX	ET160034	1	60	4	3	1	3	5	4	1
R2INDX	ET160035	1	60	4	3	0	3	5	4	1
R2INDX	ET160053	1	48	1	3	1	3	5	2	0
R2INDX	ET160074	1	48	1	3	0	3	5	4	1
R2INDX	ET160087	1	60	4	3	1	3	3	4	1
