FORMNO	CHILDID	LOANID	LOANYEAR	LOANWHO	LOANAMNT	LOANWHY	LOANPAID	LOANYNOP	LOANRSID
R2INDX	ET010066	2	1998	8	300	6	0	11	2
R2INDX	ET010067	1	1997	5	1000	19	0	11	2
R2INDX	ET010069	1	1997	6	160	19	1	88	9
R2INDX	ET010069	2	1999	6	60	19	0	11	9
R2INDX	ET010071	1	1996	8	300	2	0	12	3
R2INDX	ET010071	2	1997	8	200	6	1	88	2
R2INDX	ET010071	3	1999	8	700	3	0	11	2
R2INDX	ET010072	1	1999	6	100	15	1	88	3
R2INDX	ET010073	1	1998	6	30	6	1	88	2
R2INDX	ET010074	1	1999	6	50	2	0	11	9
R2INDX	ET010075	1	1999	5	270	17	0	11	2
R2INDX	ET010076	1	1994	7	1900	19	1	88	2
R2INDX	ET010080	1	1998	8	50	7	0	12	3
R2INDX	ET010081	1	1998	5	500	19	0	11	2
R2INDX	ET010082	1	1996	5	1200	17	1	88	1
R2INDX	ET010082	2	1999	5	1000	2	0	11	1
R2INDX	ET010082	3	1999	5	81	18	0	12	1
R2INDX	ET010083	1	1997	5	3000	13	0	11	2
R2INDX	ET010083	2	1998	7	2700	3	0	11	3
R2INDX	ET010083	3	1998	5	300	18	0	12	1
R2INDX	ET010084	1	1997	5	450	4	1	88	3
R2INDX	ET010084	2	1997	8	200	2	1	88	1
R2INDX	ET010086	1	1998	5	1900	19	1	88	1
R2INDX	ET010087	1	1999	6	150	2	1	88	2
R2INDX	ET010088	1	1999	5	100	15	1	88	16
R2INDX	ET010091	1	1998	6	5500	8	0	11	1
R2INDX	ET010091	2	1998	6	8500	8	1	88	1
R2INDX	ET010092	1	1998	8	500	2	0	11	3
R2INDX	ET010092	2	1994	5	150	15	1	88	6
R2INDX	ET010093	1	1995	5	2000	4	1	88	2
R2INDX	ET010093	2	1997	5	2000	4	0	6	2
R2INDX	ET010094	1	1998	8	300	7	0	12	2
R2INDX	ET010095	1	1994	6	1550	18	0	12	2
R2INDX	ET010096	1	1999	5	1000	13	0	11	1
R2INDX	ET010098	1	1997	8	250	7	1	88	2
R2INDX	ET010099	1	1996	8	400	2	1	88	1
R2INDX	ET010100	1	1998	8	5000	10	0	11	3
R2INDX	ET020005	1	1995	6	200	7	1	88	1
R2INDX	ET020005	2	1998	8	100	2	0	12	1
R2INDX	ET020013	1	1998	7	1500	1	0	12	2
R2INDX	ET020014	1	1998	4	30	10	1	88	2
R2INDX	ET020017	1	1999	6	300	19	0	11	1
R2INDX	ET020017	2	1998	6	500	19	1	88	1
R2INDX	ET020017	3	1996	5	1500	8	1	88	1
R2INDX	ET020018	1	1995	7	1000	19	1	88	2
R2INDX	ET020019	1	1998	7	1000	10	1	88	2
R2INDX	ET020021	1	1995	6	500	7	0	8	1
R2INDX	ET020022	1	1999	4	1000	2	0	11	1
R2INDX	ET020023	1	1998	5	450	2	0	11	2
R2INDX	ET020025	1	1994	5	163	16	1	88	1
R2INDX	ET020025	2	1995	4	200	16	1	88	1
R2INDX	ET020025	3	1998	4	4850	10	0	9	1
R2INDX	ET020027	1	1999	3	500	2	0	11	2
R2INDX	ET020029	1	1996	2	200	10	1	88	1
R2INDX	ET020030	1	1995	7	700	12	1	88	2
R2INDX	ET020033	1	1997	4	70	2	1	88	1
R2INDX	ET020033	2	1999	4	50	5	1	88	1
R2INDX	ET020033	3	1999	4	100	5	0	11	1
R2INDX	ET020036	1	1998	8	500	7	0	12	1
R2INDX	ET020037	1	1997	7	2000	4	1	88	1
R2INDX	ET020037	2	1998	7	4000	8	0	8	1
R2INDX	ET020038	1	1994	5	50	2	1	88	3
R2INDX	ET020038	2	1995	5	50	2	1	88	3
R2INDX	ET020038	3	1996	5	50	2	1	88	3
R2INDX	ET020038	4	1997	5	50	2	1	88	3
R2INDX	ET020038	5	1998	5	50	2	1	88	3
R2INDX	ET020038	6	1999	8	200	2	0	11	3
R2INDX	ET020038	7	1997	5	100	2	1	88	4
R2INDX	ET020038	8	1998	5	200	2	0	8	4
R2INDX	ET020042	1	1995	7	2000	2	0	11	2
R2INDX	ET020046	1	1998	8	150	2	1	88	1
R2INDX	ET020048	1	1998	2	4000	13	0	8	2
R2INDX	ET020049	1	1997	4	1000	19	0	11	2
R2INDX	ET020049	2	1998	4	700	19	1	88	2
R2INDX	ET020051	1	1999	7	2000	13	0	11	3
R2INDX	ET020053	1	1999	8	15	2	1	88	1
R2INDX	ET020054	1	1999	8	200	2	1	88	1
R2INDX	ET020054	2	1999	8	150	2	0	12	1
R2INDX	ET020055	1	1997	5	800	4	1	88	1
R2INDX	ET020056	1	1997	8	100	7	1	88	1
R2INDX	ET020057	1	1998	8	600	7	0	12	2
R2INDX	ET020060	1	1998	5	2500	19	0	8	1
R2INDX	ET020061	1	1999	8	300	2	0	12	2
R2INDX	ET020062	1	1997	2	300	15	0	8	1
R2INDX	ET020065	1	1999	7	1000	4	0	8	2
R2INDX	ET020071	1	1994	2	289	15	1	88	1
R2INDX	ET020071	2	1998	2	289	15	0	12	1
R2INDX	ET020072	1	1996	2	300	8	1	88	1
R2INDX	ET020076	1	1994	5	1800	14	1	88	5
R2INDX	ET020076	2	1997	2	350	1	0	2	5
R2INDX	ET020076	3	1998	7	1000	4	1	88	6
R2INDX	ET020076	4	1999	7	1500	4	0	8	6
R2INDX	ET020077	1	1995	1	700	2	0	1	1
R2INDX	ET020080	1	1997	8	150	7	1	88	2
R2INDX	ET020082	1	1997	7	400	8	1	88	1
R2INDX	ET020085	1	1998	6	100	2	0	12	1
R2INDX	ET020088	1	1994	6	200	16	1	88	1
R2INDX	ET020088	2	1995	6	200	16	1	88	1
R2INDX	ET020088	3	1996	6	300	16	1	88	1
R2INDX	ET020088	4	1997	6	300	16	1	88	1
R2INDX	ET020088	5	1998	6	380	16	1	88	1
R2INDX	ET020091	1	1998	4	5000	8	1	88	1
R2INDX	ET020092	1	1996	7	1000	19	1	88	1
R2INDX	ET020092	2	1997	7	1000	19	1	88	1
R2INDX	ET020092	3	1998	7	1500	8	0	11	1
R2INDX	ET020094	1	1998	6	1400	2	0	12	1
R2INDX	ET020096	1	1998	5	800	4	1	88	1
R2INDX	ET020099	1	1996	7	1500	19	1	88	2
R2INDX	ET030002	1	1998	6	350	2	0	12	1
R2INDX	ET030002	2	1999	6	300	15	1	88	1
R2INDX	ET030003	1	1999	4	900	10	0	11	2
R2INDX	ET030004	1	1999	8	600	10	0	12	2
R2INDX	ET030011	1	1994	4	1000	19	1	88	1
R2INDX	ET030011	2	1998	4	1000	19	1	88	1
R2INDX	ET030012	1	1997	6	500	3	0	6	2
R2INDX	ET030012	2	1999	6	300	3	0	9	2
R2INDX	ET030014	1	1999	8	170	15	1	88	1
R2INDX	ET030015	1	1999	2	500	13	0	12	2
R2INDX	ET030019	1	1997	4	8000	16	0	11	2
R2INDX	ET030021	1	1998	6	150	13	0	11	1
R2INDX	ET030023	1	1995	5	4000	13	1	88	1
R2INDX	ET030023	2	1997	5	700	4	1	88	1
R2INDX	ET030023	3	1998	8	500	4	1	88	1
R2INDX	ET030023	4	1999	5	3400	13	0	11	1
R2INDX	ET030024	1	1995	2	6000	8	1	88	1
R2INDX	ET030029	1	1995	4	300	13	1	88	2
R2INDX	ET030029	2	1999	4	350	13	1	88	2
R2INDX	ET030035	1	1997	6	60	19	0	6	5
R2INDX	ET030037	1	1997	7	2000	19	0	11	2
R2INDX	ET030038	1	1998	8	400	3	0	11	2
R2INDX	ET030041	1	1998	7	500	19	1	88	2
R2INDX	ET030043	1	1997	7	1700	19	0	11	1
R2INDX	ET030043	2	1997	7	4000	18	1	88	2
R2INDX	ET030044	1	1997	7	1000	5	0	11	2
R2INDX	ET030048	1	1997	5	840	2	1	88	2
R2INDX	ET030048	2	1998	5	840	2	0	11	2
R2INDX	ET030054	1	1996	7	1000	19	1	88	1
R2INDX	ET030056	1	1999	8	500	6	0	12	3
R2INDX	ET030057	1	1998	6	100	15	0	12	2
R2INDX	ET030060	1	1998	7	6000	8	0	8	2
R2INDX	ET030061	1	1995	4	500	13	1	88	1
R2INDX	ET030062	1	1998	4	300	13	0	11	6
R2INDX	ET030065	1	1996	8	400	2	0	12	1
R2INDX	ET030078	1	1996	8	400	2	0	12	5
R2INDX	ET030081	1	1998	6	500	2	0	11	3
R2INDX	ET030081	2	1999	8	500	15	0	11	3
R2INDX	ET030082	1	1993	7	1900	2	0	6	2
R2INDX	ET030087	1	1993	7	500	19	0	6	2
R2INDX	ET030089	1	1995	7	475	4	1	88	2
R2INDX	ET030089	2	1998	6	500	4	0	9	2
R2INDX	ET030093	1	1998	8	6000	19	0	6	1
R2INDX	ET030094	1	1998	6	1000	3	0	8	2
R2INDX	ET030098	1	1996	8	1000	13	1	88	1
R2INDX	ET040001	1	1998	8	720	8	0	11	1
R2INDX	ET040004	1	1998	5	200000	3	0	8	3
R2INDX	ET040005	1	1998	7	5000	19	1	88	2
R2INDX	ET040009	1	1998	7	1000	5	1	88	1
R2INDX	ET040009	2	1999	7	1000	5	0	8	1
R2INDX	ET040012	1	1998	4	100	19	0	11	2
R2INDX	ET040013	1	1999	6	120	10	0	11	2
R2INDX	ET040014	1	1995	7	500	1	1	88	1
R2INDX	ET040014	2	1996	7	1000	1	1	88	1
R2INDX	ET040014	3	1997	1	1500	1	1	88	1
R2INDX	ET040014	4	1998	7	1200	1	0	6	2
R2INDX	ET040018	1	1994	7	4000	19	1	88	1
R2INDX	ET040018	2	1995	7	6000	19	1	88	1
R2INDX	ET040018	3	1996	7	5000	19	1	88	2
R2INDX	ET040018	4	1997	7	4000	19	1	88	1
R2INDX	ET040020	1	1995	8	200	2	0	11	1
R2INDX	ET040020	2	1996	8	200	2	0	11	1
R2INDX	ET040020	3	1997	8	100	2	0	11	2
R2INDX	ET040021	1	1995	7	300	19	1	88	1
R2INDX	ET040021	2	1996	7	300	19	1	88	1
R2INDX	ET040021	3	1997	7	300	19	1	88	1
R2INDX	ET040021	4	1998	7	300	19	0	6	1
R2INDX	ET040022	1	1997	7	2000	10	1	88	1
R2INDX	ET040023	1	1996	7	5000	8	0	11	1
R2INDX	ET040023	2	1997	7	5000	8	0	11	2
R2INDX	ET040027	1	1996	7	1000	1	1	88	2
R2INDX	ET040027	2	1998	7	1000	1	0	8	2
R2INDX	ET040029	1	1995	7	2000	8	1	88	2
R2INDX	ET040029	2	1997	8	2000	8	1	88	1
R2INDX	ET040031	1	1997	7	5000	3	1	88	1
R2INDX	ET040032	1	1996	7	500	4	1	88	2
R2INDX	ET040032	2	1997	7	1000	4	1	88	2
R2INDX	ET040035	1	1996	7	2000	8	1	88	1
R2INDX	ET040035	2	1997	7	1500	8	1	88	1
R2INDX	ET040035	3	1998	7	1000	2	0	11	1
R2INDX	ET040037	1	1997	6	1000	10	0	8	1
R2INDX	ET040039	1	1996	7	1000	19	1	88	1
R2INDX	ET040039	2	1997	7	3000	19	1	88	1
R2INDX	ET040039	3	1998	7	1000	19	0	6	1
R2INDX	ET040043	1	1996	7	900	16	1	88	1
R2INDX	ET040043	2	1997	7	1000	16	1	88	1
R2INDX	ET040043	3	1997	8	500	6	1	88	2
R2INDX	ET040046	1	1998	4	2000	10	0	11	1
R2INDX	ET040047	1	1998	6	200	7	0	11	1
R2INDX	ET040051	1	1993	7	5000	3	1	88	1
R2INDX	ET040051	2	1994	7	5000	3	1	88	1
R2INDX	ET040051	3	1995	7	5000	3	1	88	1
R2INDX	ET040051	4	1996	7	5000	3	1	88	1
R2INDX	ET040051	5	1997	7	5000	3	1	88	1
R2INDX	ET040051	6	1998	6	25000	3	1	88	1
R2INDX	ET040051	7	1999	7	5000	3	0	11	1
R2INDX	ET040053	1	1994	7	2000	19	1	88	1
R2INDX	ET040054	1	1996	7	2000	19	1	88	2
R2INDX	ET040054	2	1998	7	4000	19	0	8	2
R2INDX	ET040055	1	1998	7	1500	7	0	8	1
R2INDX	ET040055	2	1998	6	400	7	1	88	1
R2INDX	ET040058	1	1997	4	500	2	1	88	3
R2INDX	ET040059	1	1998	7	1000	2	1	88	1
R2INDX	ET040059	2	1999	7	500	16	0	11	1
R2INDX	ET040064	1	1998	4	5000	2	0	6	1
R2INDX	ET040067	1	1999	4	150	2	0	6	1
R2INDX	ET040072	1	1998	4	400	10	1	88	1
R2INDX	ET040073	1	1998	8	100	4	0	6	1
R2INDX	ET040073	2	1999	8	100	4	0	6	1
R2INDX	ET040074	1	1999	7	600	1	0	8	80
R2INDX	ET040077	1	1998	7	7000	8	0	8	2
R2INDX	ET040078	1	1995	3	2000	4	1	88	2
R2INDX	ET040078	2	1996	3	1500	4	1	88	2
R2INDX	ET040078	3	1997	3	1000	4	1	88	2
R2INDX	ET040078	4	1998	3	2000	4	1	88	2
R2INDX	ET040081	1	1998	4	1000	2	0	11	1
R2INDX	ET040083	1	1998	7	7000	8	0	8	1
R2INDX	ET040084	1	1998	5	1080	14	0	11	1
R2INDX	ET040086	1	1997	7	1420	13	1	88	4
R2INDX	ET040087	1	1998	8	1000	10	0	11	1
R2INDX	ET040087	2	1995	8	1300	8	1	88	1
R2INDX	ET040089	1	1998	8	200	1	0	11	2
R2INDX	ET040089	2	1998	8	1100	14	0	11	1
R2INDX	ET040090	1	1997	7	1500	1	1	88	1
R2INDX	ET040091	1	1993	7	700	2	1	88	1
R2INDX	ET040091	2	1997	7	1000	13	0	8	1
R2INDX	ET040092	1	1998	6	400	11	0	11	3
R2INDX	ET040097	1	1998	7	700	19	0	6	2
R2INDX	ET040098	1	1994	5	1000	10	1	88	1
R2INDX	ET040098	2	1996	5	1200	10	0	11	1
R2INDX	ET050001	1	1998	7	1500	14	0	8	1
R2INDX	ET050004	1	1997	7	1050	1	0	8	1
R2INDX	ET050006	1	1997	77	800	1	0	8	1
R2INDX	ET050007	1	1997	7	810	1	1	88	1
R2INDX	ET050007	2	1998	8	100	2	1	88	1
R2INDX	ET050008	1	1995	8	100	4	1	88	1
R2INDX	ET050008	2	1996	8	38	4	1	88	1
R2INDX	ET050009	1	1996	7	600	19	1	88	1
R2INDX	ET050010	1	1998	7	900	1	0	8	1
R2INDX	ET050011	1	1997	6	1000	1	0	8	1
R2INDX	ET050014	1	1998	77	1000	2	0	8	1
R2INDX	ET050019	1	1997	7	900	1	0	8	1
R2INDX	ET050020	1	1997	7	700	1	0	8	1
R2INDX	ET050022	1	1998	7	810	1	0	8	2
R2INDX	ET050023	1	1995	7	600	8	1	88	1
R2INDX	ET050023	2	1996	7	1000	8	1	88	1
R2INDX	ET050024	1	1998	7	650	1	0	8	1
R2INDX	ET050025	1	1998	8	150	2	1	88	1
R2INDX	ET050026	1	1998	7	1000	1	0	8	1
R2INDX	ET050028	1	1997	7	945	10	0	8	1
R2INDX	ET050030	1	1999	7	1750	19	0	8	3
R2INDX	ET050032	1	1994	7	700	19	1	88	1
R2INDX	ET050032	2	1995	7	1500	19	1	88	1
R2INDX	ET050032	3	1996	7	2000	19	1	88	1
R2INDX	ET050032	4	1997	7	3000	19	1	88	1
R2INDX	ET050032	5	1998	7	4000	19	0	8	1
R2INDX	ET050033	1	1998	4	150	4	1	88	1
R2INDX	ET050035	1	1998	7	1500	1	0	11	1
R2INDX	ET050036	1	1999	7	1500	2	0	11	2
R2INDX	ET050039	1	1995	7	200	4	1	88	16
R2INDX	ET050040	1	1994	5	600	1	1	88	1
R2INDX	ET050042	1	1997	6	945	19	0	8	1
R2INDX	ET050042	2	1999	4	50	1	0	11	1
R2INDX	ET050045	1	1998	6	1500	1	0	8	1
R2INDX	ET050047	1	1998	6	1000	1	0	8	1
R2INDX	ET050048	1	1997	7	1000	8	1	88	1
R2INDX	ET050049	1	1998	6	900	8	0	8	3
R2INDX	ET050050	1	1994	8	50	2	1	88	1
R2INDX	ET050050	2	1999	8	100	2	0	11	1
R2INDX	ET050051	1	1998	7	900	1	1	88	5
R2INDX	ET050052	1	1997	7	500	19	1	88	1
R2INDX	ET050052	2	1998	5	900	19	0	8	1
R2INDX	ET050056	1	1995	8	200	2	1	88	1
R2INDX	ET050056	2	1996	8	50	6	1	88	1
R2INDX	ET050057	1	1999	4	200	4	0	8	2
R2INDX	ET050059	1	1998	7	900	2	1	88	1
R2INDX	ET050063	1	1999	4	100	4	0	11	1
R2INDX	ET050065	1	1994	4	100	4	1	88	1
R2INDX	ET050066	1	1996	4	50	7	1	88	1
R2INDX	ET050066	2	1998	4	100	2	1	88	1
R2INDX	ET050068	1	1996	7	800	1	0	8	1
R2INDX	ET050070	1	1994	7	300	4	1	88	1
R2INDX	ET050070	2	1998	6	1000	1	0	8	1
R2INDX	ET050070	3	1998	4	170	4	0	8	1
R2INDX	ET050074	1	1997	7	800	1	0	8	1
R2INDX	ET050076	1	1998	6	900	1	0	8	2
R2INDX	ET050077	1	1998	7	950	1	1	88	2
R2INDX	ET050078	1	1997	7	680	1	0	8	1
R2INDX	ET050081	1	1997	7	675	1	0	8	3
R2INDX	ET050082	1	1998	7	860	1	0	8	1
R2INDX	ET050084	1	1997	4	100	1	1	88	1
R2INDX	ET050085	1	1998	7	980	1	0	8	1
R2INDX	ET050086	1	1998	6	900	2	0	8	1
R2INDX	ET050089	1	1998	7	900	1	1	8	1
R2INDX	ET050091	1	1995	4	1000	2	1	88	1
R2INDX	ET050092	1	1997	7	1500	1	0	8	1
R2INDX	ET050093	1	1997	77	1000	1	0	8	1
R2INDX	ET050094	1	1998	6	900	1	0	8	1
R2INDX	ET050098	1	1997	7	950	12	0	8	1
R2INDX	ET050100	1	1997	7	1000	12	0	8	1
R2INDX	ET060002	1	1996	2	400	1	1	88	1
R2INDX	ET060002	2	1997	2	500	14	1	88	1
R2INDX	ET060002	3	1998	2	1100	1	1	88	1
R2INDX	ET060002	4	1999	2	2000	1	0	8	1
R2INDX	ET060003	1	1996	1	160	1	1	88	1
R2INDX	ET060003	2	1997	1	160	1	1	88	1
R2INDX	ET060003	3	1998	1	180	1	0	11	1
R2INDX	ET060003	4	1998	6	1170	14	0	99	1
R2INDX	ET060004	1	1998	1	2000	1	0	11	80
R2INDX	ET060004	2	1997	1	200	1	1	88	1
R2INDX	ET060004	3	1996	1	200	1	1	88	1
R2INDX	ET060005	1	1998	7	700	1	0	11	80
R2INDX	ET060006	1	1997	7	500	1	1	88	1
R2INDX	ET060006	2	1998	7	1100	1	0	11	1
R2INDX	ET060007	1	1998	7	1000	2	0	11	1
R2INDX	ET060007	2	1996	7	400	1	1	88	1
R2INDX	ET060008	1	1998	6	1500	19	0	11	80
R2INDX	ET060008	2	1994	1	143	1	1	88	1
R2INDX	ET060008	3	1995	1	143	1	1	88	1
R2INDX	ET060008	4	1996	1	165	1	1	88	1
R2INDX	ET060008	5	1997	1	165	1	1	88	1
R2INDX	ET060008	6	1998	1	170	1	1	88	1
R2INDX	ET060009	1	1997	7	1000	1	0	8	1
R2INDX	ET060010	1	1998	1	210	1	0	11	16
R2INDX	ET060010	2	1998	7	1500	14	0	11	16
R2INDX	ET060010	3	1996	1	100	1	0	11	16
R2INDX	ET060012	1	1997	2	1200	1	0	11	1
R2INDX	ET060013	1	1998	2	250	1	0	11	1
R2INDX	ET060013	2	1997	2	380	1	1	88	1
R2INDX	ET060013	3	1996	2	365	1	1	88	1
R2INDX	ET060014	1	1994	1	140	1	1	88	1
R2INDX	ET060014	2	1995	1	168	1	1	88	1
R2INDX	ET060014	3	1996	1	180	1	1	88	1
R2INDX	ET060014	4	1997	1	190	1	1	88	1
R2INDX	ET060014	5	1998	1	210	1	0	11	1
R2INDX	ET060015	1	1994	1	150	1	1	88	1
R2INDX	ET060015	2	1995	1	150	1	1	88	1
R2INDX	ET060015	3	1996	1	165	1	1	88	1
R2INDX	ET060015	4	1997	1	165	1	1	88	1
R2INDX	ET060015	5	1998	1	170	1	0	11	1
R2INDX	ET060016	1	1998	7	193	1	0	11	1
R2INDX	ET060018	1	1997	1	800	1	0	88	1
R2INDX	ET060018	2	1998	1	180	1	0	11	1
R2INDX	ET060019	1	1996	1	300	1	1	88	1
R2INDX	ET060019	2	1997	1	150	1	1	88	1
R2INDX	ET060019	3	1998	1	300	1	1	88	1
R2INDX	ET060020	1	1998	7	1000	1	0	12	1
R2INDX	ET060021	1	1997	2	800	1	1	88	2
R2INDX	ET060021	2	1998	2	800	1	0	8	2
R2INDX	ET060022	1	1996	1	400	1	1	88	1
R2INDX	ET060022	2	1998	1	400	1	0	11	1
R2INDX	ET060024	1	1994	1	200	1	1	88	1
R2INDX	ET060024	2	1995	1	200	1	1	88	1
R2INDX	ET060024	3	1996	1	200	1	1	88	1
R2INDX	ET060024	4	1998	1	800	1	1	88	1
R2INDX	ET060025	1	1998	1	1500	1	0	11	1
R2INDX	ET060026	1	1997	7	750	1	1	88	80
R2INDX	ET060026	2	1998	7	1500	1	0	11	80
R2INDX	ET060027	1	1998	2	1500	1	0	11	1
R2INDX	ET060027	2	1995	7	1000	1	1	88	1
R2INDX	ET060028	1	1994	7	600	1	1	88	1
R2INDX	ET060028	2	1995	1	65	1	1	88	1
R2INDX	ET060028	3	1996	1	65	1	1	88	1
R2INDX	ET060028	4	1997	1	100	1	1	88	1
R2INDX	ET060028	5	1998	7	700	1	0	11	1
R2INDX	ET060030	1	1994	7	800	1	1	88	1
R2INDX	ET060030	2	1995	7	900	1	1	88	1
R2INDX	ET060030	3	1996	7	1500	1	0	11	1
R2INDX	ET060031	1	1998	6	1500	1	0	11	80
R2INDX	ET060031	2	1998	8	400	10	1	88	1
R2INDX	ET060031	3	1994	2	400	1	1	88	1
R2INDX	ET060031	4	1995	2	600	1	1	88	1
R2INDX	ET060031	5	1996	2	400	1	1	88	1
R2INDX	ET060031	6	1997	2	600	1	1	88	1
R2INDX	ET060031	7	1998	2	400	1	1	88	1
R2INDX	ET060032	1	1998	7	1500	1	0	11	1
R2INDX	ET060032	2	1994	1	140	1	1	88	1
R2INDX	ET060032	3	1995	1	140	1	1	88	1
R2INDX	ET060032	4	1996	1	140	1	1	88	1
R2INDX	ET060032	5	1997	1	140	1	1	88	1
R2INDX	ET060032	6	1998	1	140	1	0	11	1
R2INDX	ET060033	1	1996	5	1000	1	0	11	1
R2INDX	ET060033	2	1998	7	800	14	1	88	1
R2INDX	ET060033	3	1999	7	1500	1	0	11	1
R2INDX	ET060034	1	1993	7	600	19	1	88	1
R2INDX	ET060034	2	1993	7	600	19	1	88	1
R2INDX	ET060034	3	1998	7	1600	19	0	8	1
R2INDX	ET060036	1	1997	7	500	14	1	88	16
R2INDX	ET060036	2	1998	7	400	2	0	8	16
R2INDX	ET060037	1	1996	7	400	1	1	88	80
R2INDX	ET060037	2	1997	7	500	1	1	88	80
R2INDX	ET060037	3	1998	7	500	2	0	11	80
R2INDX	ET060038	1	1996	1	1000	1	0	11	1
R2INDX	ET060039	1	1999	1	1300	1	0	11	1
R2INDX	ET060041	1	1995	1	1000	1	0	11	1
R2INDX	ET060041	2	1997	1	600	1	1	88	1
R2INDX	ET060041	3	1998	1	600	1	0	11	1
R2INDX	ET060042	1	1998	1	800	1	0	11	16
R2INDX	ET060043	1	1995	1	130	1	1	88	1
R2INDX	ET060043	2	1996	1	135.5	1	1	88	1
R2INDX	ET060043	3	1997	1	155.5	1	1	88	1
R2INDX	ET060046	1	1998	7	1500	1	0	11	80
R2INDX	ET060047	1	1998	7	1380	1	0	11	80
R2INDX	ET060048	1	1996	7	300	1	1	88	1
R2INDX	ET060048	2	1997	7	300	1	1	88	1
R2INDX	ET060048	3	1998	7	800	1	0	11	1
R2INDX	ET060048	4	1998	7	1500	1	0	11	1
R2INDX	ET060049	1	1995	4	50	2	0	11	3
R2INDX	ET060049	2	1998	4	40	2	0	11	3
R2INDX	ET060050	1	1998	7	500	1	1	88	80
R2INDX	ET060050	2	1999	7	1000	1	0	11	80
R2INDX	ET060051	1	1998	3	1500	14	0	11	1
R2INDX	ET060052	1	1998	7	700	2	0	11	3
R2INDX	ET060052	2	1998	2	1600	1	0	11	1
R2INDX	ET060053	1	1994	1	180	1	1	88	1
R2INDX	ET060053	2	1995	1	184	1	1	88	1
R2INDX	ET060053	3	1996	1	190	1	1	88	1
R2INDX	ET060053	4	1997	1	200	1	1	88	1
