FORMNO	CHILDID	PASSID	PASSET	NUMPRNT	NUMPASS	VALPASS	DECPASS
R2INDX	ET060014	2	4	0	2	50	1
R2INDX	ET060015	1	1	0	5	20	1
R2INDX	ET060015	2	4	0	1	20	1
R2INDX	ET060016	1	1	-88	6	60	80
R2INDX	ET060016	2	1	-88	2	60	80
R2INDX	ET060017	1	1	88	2	15	2
R2INDX	ET060018	1	1	0	2	25	1
R2INDX	ET060018	2	4	0	1	70	1
R2INDX	ET060019	1	1	0	1	70	1
R2INDX	ET060019	2	4	0	1	70	0
R2INDX	ET060020	1	4	0	2	140	1
R2INDX	ET060020	2	1	0	11	85	80
R2INDX	ET060021	1	1	0	12	200	1
R2INDX	ET060022	1	1	2	2	60	1
R2INDX	ET060022	2	4	0	2	120	1
R2INDX	ET060023	1	1	-88	4	20	1
R2INDX	ET060023	2	4	-88	2	40	1
R2INDX	ET060024	1	1	0	4	30	1
R2INDX	ET060024	2	4	0	1	50	1
R2INDX	ET060025	1	1	0	7	60	80
R2INDX	ET060025	2	4	0	1	70	80
R2INDX	ET060026	1	1	0	9	64	1
R2INDX	ET060026	2	4	0	2	60	1
R2INDX	ET060027	1	1	0	12	65	1
R2INDX	ET060027	2	4	0	1	100	1
R2INDX	ET060028	1	1	0	6	30	1
R2INDX	ET060028	2	4	0	2	30	1
R2INDX	ET060029	1	1	0	2	4	2
R2INDX	ET060030	1	1	0	5	20	1
R2INDX	ET060030	2	4	0	1	30	1
R2INDX	ET060031	1	1	0	3	70	1
R2INDX	ET060031	2	4	0	1	79	1
R2INDX	ET060032	1	1	0	4	12	1
R2INDX	ET060032	2	4	0	1	15	1
R2INDX	ET060033	1	1	0	9	100	1
R2INDX	ET060033	2	4	0	1	35	1
R2INDX	ET060034	1	1	0	3	15	80
R2INDX	ET060034	2	4	0	1	10	80
R2INDX	ET060035	1	1	0	4	35	3
R2INDX	ET060035	2	4	0	1	35	3
R2INDX	ET060036	1	1	0	2	10	80
R2INDX	ET060036	2	4	0	1	15	80
R2INDX	ET060037	1	1	0	7	30	1
R2INDX	ET060037	2	4	0	1	10	1
R2INDX	ET060038	1	4	0	1	80	1
R2INDX	ET060038	2	1	0	10	71	1
R2INDX	ET060039	1	1	-88	5	63	1
R2INDX	ET060039	2	4	-88	1	25	1
R2INDX	ET060039	3	6	-88	3	15	1
R2INDX	ET060040	1	1	0	5	60	80
R2INDX	ET060040	2	4	1	1	40	80
R2INDX	ET060041	1	1	-77	8	60	1
R2INDX	ET060041	2	4	-77	1	30	1
R2INDX	ET060042	1	1	0	11	50	16
R2INDX	ET060042	2	4	0	1	50	16
R2INDX	ET060043	1	1	0	7	119	1
R2INDX	ET060043	2	4	0	1	20	1
R2INDX	ET060045	1	1	0	6	60	1
R2INDX	ET060045	2	4	0	1	15	1
R2INDX	ET060046	1	1	0	10	60	1
R2INDX	ET060046	2	4	0	2	50	1
R2INDX	ET060047	1	1	0	6	24	1
R2INDX	ET060047	2	4	0	1	30	1
R2INDX	ET060048	1	1	0	5	30	1
R2INDX	ET060048	2	4	0	1	30	1
R2INDX	ET060049	1	1	0	4	70	1
R2INDX	ET060049	2	4	0	1	30	1
R2INDX	ET060050	1	1	0	8	53	1
R2INDX	ET060050	2	4	0	1	30	1
R2INDX	ET060051	1	1	0	5	62	1
R2INDX	ET060051	2	4	0	1	50	1
R2INDX	ET060052	1	4	0	1	50	1
R2INDX	ET060052	2	1	0	8	100	1
R2INDX	ET060053	1	1	0	6	44	1
R2INDX	ET060053	2	4	0	2	40	1
R2INDX	ET060054	1	1	0	4	40	1
R2INDX	ET060054	2	4	0	2	80	1
R2INDX	ET060055	1	1	0	4	15	1
R2INDX	ET060055	2	4	0	-99	50	1
R2INDX	ET060056	1	1	0	2	35	1
R2INDX	ET060056	2	4	0	1	175	1
R2INDX	ET060058	1	15	0	2	40	2
R2INDX	ET060059	1	1	0	5	30	1
R2INDX	ET060059	2	4	0	1	20	1
R2INDX	ET060060	1	1	0	12	100	1
R2INDX	ET060060	2	1	0	2	60	1
R2INDX	ET060061	1	1	0	6	50	1
R2INDX	ET060062	1	1	0	4	35	1
R2INDX	ET060062	2	4	0	1	40	1
R2INDX	ET060063	1	1	0	6	30	1
R2INDX	ET060063	2	4	0	2	50	1
R2INDX	ET060064	1	1	0	2	40	1
R2INDX	ET060064	2	4	1	4	175	1
R2INDX	ET060065	1	1	0	4	90	1
R2INDX	ET060065	2	4	0	1	70	0
R2INDX	ET060066	1	1	0	3	45	1
R2INDX	ET060066	2	4	0	1	40	1
R2INDX	ET060067	1	1	0	5	62	1
R2INDX	ET060067	2	4	0	1	30	1
R2INDX	ET060068	1	1	-88	-88	65	1
R2INDX	ET060068	2	4	-88	-88	60	1
R2INDX	ET060070	1	1	0	6	15	1
R2INDX	ET060070	2	4	0	1	30	1
R2INDX	ET060071	1	1	0	4	14	1
R2INDX	ET060071	2	4	0	1	20	1
R2INDX	ET060072	1	1	0	2	18	1
R2INDX	ET060072	2	4	0	1	40	1
R2INDX	ET060073	1	1	0	2	10	2
R2INDX	ET060074	1	1	0	6	50	80
R2INDX	ET060074	2	4	0	1	30	80
R2INDX	ET060075	1	1	0	4	95	1
R2INDX	ET060075	2	4	0	1	30	1
R2INDX	ET060076	1	1	0	6	51	2
R2INDX	ET060076	2	4	0	1	30	2
R2INDX	ET060077	1	1	0	2	6	1
R2INDX	ET060077	2	4	0	1	25	1
R2INDX	ET060078	1	1	-88	1	800	2
R2INDX	ET060080	1	1	0	6	43	80
R2INDX	ET060080	2	4	0	1	30	80
R2INDX	ET060081	1	1	0	12	98	1
R2INDX	ET060081	2	4	0	2	50	1
R2INDX	ET060082	1	1	0	9	59	1
R2INDX	ET060082	2	4	0	2	50	1
R2INDX	ET060083	1	1	0	6	40	1
R2INDX	ET060083	2	4	0	1	20	1
R2INDX	ET060084	1	1	0	8	50	1
R2INDX	ET060084	2	4	0	2	40	1
R2INDX	ET060085	1	1	0	4	20	80
R2INDX	ET060085	2	4	0	1	10	80
R2INDX	ET060086	1	1	-88	6	35	80
R2INDX	ET060087	1	1	0	6	45	1
R2INDX	ET060087	2	4	0	1	20	1
R2INDX	ET060088	1	1	0	6	30	80
R2INDX	ET060088	2	4	0	1	10	80
R2INDX	ET060089	1	4	0	1	100	1
R2INDX	ET060089	2	1	0	3	71	1
R2INDX	ET060091	1	1	0	12	83	1
R2INDX	ET060091	2	4	0	1	30	1
R2INDX	ET060092	1	1	0	5	28	1
R2INDX	ET060092	2	4	0	1	40	1
R2INDX	ET060093	1	1	1	5	51	1
R2INDX	ET060093	2	4	0	1	40	1
R2INDX	ET060094	1	1	0	9	50	1
R2INDX	ET060094	2	4	0	1	20	1
R2INDX	ET060095	1	1	0	5	40	1
R2INDX	ET060096	1	1	-88	3	19	1
R2INDX	ET060096	2	4	-88	1	40	1
R2INDX	ET060097	1	4	0	1	105	1
R2INDX	ET060097	2	1	0	8	59	1
R2INDX	ET060098	1	1	0	8	40	1
R2INDX	ET060098	2	4	0	2	30	1
R2INDX	ET060099	1	4	1	1	70	17
R2INDX	ET060100	1	1	0	4	30	1
R2INDX	ET060100	2	4	0	3	45	1
R2INDX	ET070001	1	1	-88	1	20	1
R2INDX	ET070001	2	4	-88	1	50	1
R2INDX	ET070002	1	1	-88	6	120	80
R2INDX	ET070002	2	4	-88	1	30	80
R2INDX	ET070003	1	4	0	1	30	80
R2INDX	ET070003	2	1	0	5	80	80
R2INDX	ET070003	3	88	88	88	88	88
R2INDX	ET070004	1	1	0	11	120	1
R2INDX	ET070004	2	4	0	1	20	1
R2INDX	ET070005	1	1	0	2	15	80
R2INDX	ET070005	2	5	0	1	60	80
R2INDX	ET070005	3	6	0	2	14	80
R2INDX	ET070006	1	1	0	5	50	1
R2INDX	ET070006	2	4	0	1	20	1
R2INDX	ET070007	1	1	0	3	40	80
R2INDX	ET070007	2	4	0	1	15	80
R2INDX	ET070008	1	4	0	1	10	80
R2INDX	ET070008	2	2	0	4	33	80
R2INDX	ET070009	1	1	0	5	50	1
R2INDX	ET070009	2	4	0	1	10	1
R2INDX	ET070010	1	1	0	2	57	1
R2INDX	ET070010	2	4	0	1	30	1
R2INDX	ET070011	1	1	0	7	40	1
R2INDX	ET070011	2	4	0	1	15	1
R2INDX	ET070013	1	1	0	6	60	80
R2INDX	ET070013	2	4	0	1	30	80
R2INDX	ET070014	1	1	1	5	53	1
R2INDX	ET070014	2	4	0	1	20	1
R2INDX	ET070015	1	1	0	5	50	80
R2INDX	ET070015	2	4	0	1	20	80
R2INDX	ET070016	1	1	0	5	40	80
R2INDX	ET070016	2	4	0	1	80	80
R2INDX	ET070016	3	6	0	1	10	80
R2INDX	ET070017	1	1	0	5	90	1
R2INDX	ET070017	2	4	0	1	30	1
R2INDX	ET070018	1	1	0	2	15	1
R2INDX	ET070018	2	4	0	1	30	1
R2INDX	ET070019	1	1	0	2	15	80
R2INDX	ET070019	2	4	0	1	55	80
R2INDX	ET070019	3	6	1	1	10	80
R2INDX	ET070020	1	1	0	1	91	80
R2INDX	ET070020	2	4	0	1	80	80
R2INDX	ET070021	1	1	0	4	40	1
R2INDX	ET070021	2	4	0	2	160	1
R2INDX	ET070021	3	6	0	2	14	1
R2INDX	ET070022	1	4	0	1	20	80
R2INDX	ET070022	2	1	0	5	50	80
R2INDX	ET070023	1	1	0	4	30	80
R2INDX	ET070023	2	4	0	1	23	80
R2INDX	ET070023	3	6	0	2	3	80
R2INDX	ET070024	1	1	0	3	25	1
R2INDX	ET070025	1	1	0	5	80	1
R2INDX	ET070025	2	4	0	1	20	1
R2INDX	ET070026	1	1	0	5	64	80
R2INDX	ET070026	2	4	0	1	40	80
R2INDX	ET070027	1	1	0	9	75	1
R2INDX	ET070027	2	4	0	1	25	1
R2INDX	ET070028	1	1	0	1	10	1
R2INDX	ET070029	1	1	0	6	100	1
R2INDX	ET070030	1	1	0	6	50	80
R2INDX	ET070030	2	4	0	1	20	80
R2INDX	ET070031	1	1	0	8	73	80
R2INDX	ET070031	2	4	0	2	50	80
R2INDX	ET070032	1	1	0	4	40	1
R2INDX	ET070032	2	4	0	1	15	1
R2INDX	ET070033	1	1	0	2	75	1
R2INDX	ET070034	1	1	0	3	37	1
R2INDX	ET070034	2	4	0	1	20	1
R2INDX	ET070035	1	1	0	10	90	1
R2INDX	ET070035	2	4	0	1	20	1
R2INDX	ET070036	1	1	0	5	30	80
R2INDX	ET070036	2	4	0	1	15	80
R2INDX	ET070037	1	1	0	4	30	80
R2INDX	ET070037	2	4	0	1	20	80
R2INDX	ET070038	1	1	0	8	60	1
R2INDX	ET070038	2	4	0	1	20	1
R2INDX	ET070039	1	1	0	4	20	2
R2INDX	ET070039	2	4	0	1	20	2
R2INDX	ET070040	1	1	0	2	30	1
R2INDX	ET070040	2	4	0	1	15	1
R2INDX	ET070041	1	4	0	2	15	1
R2INDX	ET070041	2	1	0	4	70	1
R2INDX	ET070041	3	8	0	1	6	1
R2INDX	ET070042	1	1	0	4	40	80
R2INDX	ET070042	2	4	0	1	60	80
R2INDX	ET070042	3	6	0	2	20	1
R2INDX	ET070043	1	1	0	5	40	7
R2INDX	ET070043	2	4	0	1	20	7
R2INDX	ET070044	1	1	0	4	80	1
R2INDX	ET070044	2	4	0	1	60	1
R2INDX	ET070044	3	6	0	3	30	1
R2INDX	ET070045	1	1	0	5	30	1
R2INDX	ET070045	2	4	0	1	15	1
R2INDX	ET070046	1	4	0	1	10	80
R2INDX	ET070046	2	1	0	2	82	80
R2INDX	ET070047	1	1	0	8	100	80
R2INDX	ET070047	2	4	0	1	25	80
R2INDX	ET070048	1	1	0	3	30	1
R2INDX	ET070048	2	4	0	1	52	1
R2INDX	ET070049	1	1	0	8	70	1
R2INDX	ET070049	2	4	0	2	30	1
R2INDX	ET070050	1	1	0	8	152	1
R2INDX	ET070050	2	4	0	1	20	1
R2INDX	ET070051	1	1	0	7	100	1
R2INDX	ET070051	2	8	0	1	10	1
R2INDX	ET070052	1	1	0	4	37	1
R2INDX	ET070052	2	4	0	1	25	1
R2INDX	ET070053	1	1	0	4	100	1
R2INDX	ET070054	1	1	0	4	40	1
R2INDX	ET070054	2	4	0	1	40	1
R2INDX	ET070055	1	1	0	1	20	80
R2INDX	ET070055	2	4	0	1	50	80
R2INDX	ET070056	1	4	0	1	30	1
R2INDX	ET070056	2	1	0	6	100	1
R2INDX	ET070056	3	8	0	2	28	1
R2INDX	ET070057	1	1	0	2	10	80
R2INDX	ET070057	2	4	0	1	40	80
R2INDX	ET070058	1	1	0	4	45	1
R2INDX	ET070058	2	4	0	1	20	1
R2INDX	ET070059	1	1	0	12	105	1
R2INDX	ET070059	2	4	0	1	15	1
R2INDX	ET070060	1	1	0	2	18	80
R2INDX	ET070060	2	4	0	1	80	80
R2INDX	ET070061	1	1	0	5	60	80
R2INDX	ET070061	2	4	0	1	12	80
R2INDX	ET070062	1	1	0	5	56	1
R2INDX	ET070062	2	4	0	2	60	1
R2INDX	ET070063	1	1	0	4	50	80
R2INDX	ET070064	1	1	0	8	100	1
R2INDX	ET070064	2	4	0	1	21	1
R2INDX	ET070065	1	1	0	3	40	80
R2INDX	ET070065	2	4	0	1	25	80
R2INDX	ET070066	1	1	0	5	30	80
R2INDX	ET070066	2	4	0	1	17	80
R2INDX	ET070067	1	4	0	1	15	80
R2INDX	ET070067	2	1	0	4	35	80
R2INDX	ET070068	1	1	0	3	70	80
R2INDX	ET070068	2	4	0	1	20	80
R2INDX	ET070069	1	1	0	4	40	80
R2INDX	ET070069	2	4	0	1	80	80
R2INDX	ET070070	1	2	0	2	700	1
R2INDX	ET070071	1	1	0	3	18	80
R2INDX	ET070071	2	4	0	1	18	80
R2INDX	ET070073	1	1	0	4	20	80
R2INDX	ET070073	2	4	0	1	30	80
R2INDX	ET070074	1	4	0	1	20	80
R2INDX	ET070074	2	13	0	4	150	80
R2INDX	ET070074	3	1	0	3	65	80
R2INDX	ET070075	1	1	0	17	240	80
R2INDX	ET070075	2	4	0	2	40	80
R2INDX	ET070076	1	1	0	4	41	1
R2INDX	ET070076	2	4	1	0	-88	88
R2INDX	ET070077	1	1	0	3	35	1
R2INDX	ET070077	2	4	0	2	30	1
R2INDX	ET070078	1	23	0	2	30	1
R2INDX	ET070079	1	15	0	1	5	2
R2INDX	ET070080	1	1	0	7	65	1
