FORMNO	CHILDID	PASSID	PASSET	NUMPRNT	NUMPASS	VALPASS	DECPASS
R2INDX	ET120059	1	1	88	15	97	1
R2INDX	ET120059	2	3	88	1	300	1
R2INDX	ET120059	3	4	88	2	16	1
R2INDX	ET120060	1	1	5	5	25	1
R2INDX	ET120061	1	1	0	4	50	1
R2INDX	ET120061	2	4	0	1	20	1
R2INDX	ET120062	1	1	0	6	85	80
R2INDX	ET120062	2	4	0	1	65	80
R2INDX	ET120062	3	6	0	1	6	80
R2INDX	ET120063	1	1	1	3	50	1
R2INDX	ET120063	2	6	0	1	7	1
R2INDX	ET120063	3	4	0	1	20	1
R2INDX	ET120065	1	1	0	7	390	80
R2INDX	ET120065	2	4	0	1	5	80
R2INDX	ET120066	1	13	0	7	38.5	1
R2INDX	ET120067	1	1	0	6	50	1
R2INDX	ET120067	2	4	0	1	20	1
R2INDX	ET120068	1	15	0	15	40	1
R2INDX	ET120068	2	23	0	8	70	1
R2INDX	ET120069	1	1	0	5	60	1
R2INDX	ET120069	2	4	0	1	5	1
R2INDX	ET120070	1	1	0	4	150	1
R2INDX	ET120071	1	1	0	2	25	1
R2INDX	ET120071	2	4	0	1	15	1
R2INDX	ET120072	1	1	6	2	20	1
R2INDX	ET120073	1	1	2	1	10	80
R2INDX	ET120073	2	4	1	0	-88	88
R2INDX	ET120074	1	1	0	3	30	1
R2INDX	ET120074	2	4	0	1	5	1
R2INDX	ET120075	1	1	0	1	5	1
R2INDX	ET120076	1	1	0	2	40	1
R2INDX	ET120076	2	4	0	1	20	1
R2INDX	ET120077	1	1	0	4	29	1
R2INDX	ET120077	2	4	0	1	20	1
R2INDX	ET120078	1	30	0	2	12	2
R2INDX	ET120079	1	1	0	3	20	1
R2INDX	ET120081	1	1	0	3	15	80
R2INDX	ET120081	2	4	0	1	3	80
R2INDX	ET120082	1	1	0	2	30	1
R2INDX	ET120083	1	4	0	1	50	80
R2INDX	ET120083	2	1	0	11	416	80
R2INDX	ET120083	3	6	0	1	7	80
R2INDX	ET120084	1	1	0	3	28	1
R2INDX	ET120084	2	4	0	1	100	1
R2INDX	ET120085	1	1	0	5	21	80
R2INDX	ET120085	2	4	0	1	2	80
R2INDX	ET120086	1	1	0	4	30	80
R2INDX	ET120087	1	1	0	6	150	1
R2INDX	ET120087	2	4	0	2	60	1
R2INDX	ET120088	1	1	0	5	50	80
R2INDX	ET120088	2	4	0	1	80	80
R2INDX	ET120088	3	6	0	1	10	80
R2INDX	ET120090	1	4	0	1	70	80
R2INDX	ET120090	2	1	0	4	305	80
R2INDX	ET120090	3	6	0	1	5	80
R2INDX	ET120091	1	1	0	10	80	80
R2INDX	ET120091	2	4	0	2	240	80
R2INDX	ET120092	1	1	0	1	4	1
R2INDX	ET120093	1	1	0	4	35	1
R2INDX	ET120093	2	4	0	1	10	1
R2INDX	ET120093	3	6	0	1	5	1
R2INDX	ET120094	1	30	0	6	6	2
R2INDX	ET120095	1	1	0	5	25	2
R2INDX	ET120095	2	4	0	1	20	2
R2INDX	ET120096	1	1	0	5	40	1
R2INDX	ET120096	2	4	0	1	15	1
R2INDX	ET120097	1	1	4	1	1.5	90
R2INDX	ET120097	2	4	1	0	-88	88
R2INDX	ET120097	3	39	1	1	4	1
R2INDX	ET120098	1	1	0	5	122	1
R2INDX	ET120098	2	4	0	1	5	1
R2INDX	ET120099	1	1	3	2	15	1
R2INDX	ET120099	2	6	1	0	-88	90
R2INDX	ET120099	3	4	1	0	-88	90
R2INDX	ET120100	1	1	0	4	50	1
R2INDX	ET120100	2	4	0	1	3	1
R2INDX	ET130001	1	23	0	10	1500	1
R2INDX	ET130003	1	15	-88	3	55	2
R2INDX	ET130004	1	15	88	2	0	2
R2INDX	ET130005	1	14	1	0	-88	90
R2INDX	ET130007	1	15	0	32	153	2
R2INDX	ET130008	1	23	0	2	3	1
R2INDX	ET130009	1	21	0	1	1100	1
R2INDX	ET130009	2	30	0	2	60	1
R2INDX	ET130013	1	1	2	7	70	80
R2INDX	ET130013	2	4	0	1	15	80
R2INDX	ET130015	1	20	2	0	8	90
R2INDX	ET130016	1	23	0	150	375	1
R2INDX	ET130016	2	24	0	1	450	1
R2INDX	ET130017	1	9	0	8	1005	1
R2INDX	ET130018	1	15	0	22	28.5	1
R2INDX	ET130018	2	23	50	0	2000	90
R2INDX	ET130021	1	23	0	3	230	1
R2INDX	ET130024	1	21	0	2	2000	1
R2INDX	ET130025	1	9	0	4	320	1
R2INDX	ET130025	2	30	0	1	25	1
R2INDX	ET130027	1	1	0	8	80	1
R2INDX	ET130028	1	24	0	1	-88	88
R2INDX	ET130028	2	25	0	1	180	1
R2INDX	ET130029	1	4	3	3	68	1
R2INDX	ET130030	1	1	0	6	80	1
R2INDX	ET130031	1	30	0	4	140	80
R2INDX	ET130035	1	30	0	1	40000	1
R2INDX	ET130035	2	23	1	0	-88	90
R2INDX	ET130036	1	1	0	4	60	1
R2INDX	ET130039	1	1	0	6	40	1
R2INDX	ET130040	1	2	0	1	100	2
R2INDX	ET130041	1	23	0	4	15	80
R2INDX	ET130042	1	21	0	1	1500	1
R2INDX	ET130042	2	23	0	3	120	1
R2INDX	ET130043	1	23	0	2	2	1
R2INDX	ET130043	2	20	0	1	20	90
R2INDX	ET130043	3	15	1	2	14	90
R2INDX	ET130044	1	13	0	22	6365	1
R2INDX	ET130045	1	13	1	3	70	1
R2INDX	ET130046	1	13	0	5	5120	1
R2INDX	ET130047	1	1	0	7	60	80
R2INDX	ET130047	2	4	0	1	15	80
R2INDX	ET130048	1	22	4	10	200	1
R2INDX	ET130049	1	30	0	10	20	80
R2INDX	ET130051	1	11	0	6	250	80
R2INDX	ET130052	1	13	4	5	146	1
R2INDX	ET130053	1	1	0	2	15	1
R2INDX	ET130055	1	13	5	5	130	1
R2INDX	ET130057	1	1	4	3	6	1
R2INDX	ET130058	1	22	4	4	48	1
R2INDX	ET130059	1	1	0	10	30	2
R2INDX	ET130060	1	4	0	1	12	80
R2INDX	ET130060	2	1	0	5	30	80
R2INDX	ET130062	1	30	0	5	15	80
R2INDX	ET130063	1	1	0	4	60	1
R2INDX	ET130063	2	4	0	1	35	1
R2INDX	ET130065	1	1	0	4	100	19
R2INDX	ET130065	2	4	0	1	100	19
R2INDX	ET130070	1	23	0	51	2550	1
R2INDX	ET130071	1	25	0	1	25000	1
R2INDX	ET130072	1	9	0	4	120	1
R2INDX	ET130072	2	30	0	1	-77	1
R2INDX	ET130073	1	15	3	3	19	2
R2INDX	ET130076	1	15	0	13	110	80
R2INDX	ET130081	1	1	0	5	180	1
R2INDX	ET130082	1	1	0	6	14.5	1
R2INDX	ET130082	2	4	0	1	3	1
R2INDX	ET130083	1	1	0	8	44	1
R2INDX	ET130083	2	4	0	1	8	1
R2INDX	ET130084	1	1	0	6	30	1
R2INDX	ET130085	1	14	0	1	700	1
R2INDX	ET130086	1	23	0	4	80	80
R2INDX	ET130087	1	20	0	2	5	1
R2INDX	ET130088	1	22	4	12	120	1
R2INDX	ET130090	1	4	0	3	38	1
R2INDX	ET130091	1	23	0	6	12	1
R2INDX	ET130092	1	30	0	5	30	1
R2INDX	ET130093	1	1	0	6	120	1
R2INDX	ET130094	1	2	1	0	-88	90
R2INDX	ET130095	1	13	0	14	98	1
R2INDX	ET130096	1	30	0	8	8	1
R2INDX	ET130097	1	21	0	2	1000	1
R2INDX	ET130098	1	30	0	1	4	1
R2INDX	ET130100	1	1	0	4	100	1
R2INDX	ET140002	1	30	0	2	1700	2
R2INDX	ET140002	2	39	0	3	7	2
R2INDX	ET140003	1	23	0	1	3000	1
R2INDX	ET140005	1	30	-88	-88	-88	88
R2INDX	ET140006	1	30	-88	-88	-88	88
R2INDX	ET140007	1	30	-88	-88	-88	88
R2INDX	ET140008	1	13	0	-77	-77	1
R2INDX	ET140009	1	13	0	5	-77	1
R2INDX	ET140010	1	30	-88	-88	-88	88
R2INDX	ET140018	1	30	-88	-88	-88	88
R2INDX	ET140020	1	15	0	6	150	3
R2INDX	ET140022	1	13	0	10	100	1
R2INDX	ET140023	1	30	-88	-88	-88	88
R2INDX	ET140024	1	16	1	0	-88	88
R2INDX	ET140025	1	30	-88	-88	-88	88
R2INDX	ET140026	1	30	-88	-88	-88	88
R2INDX	ET140028	1	13	0	10	100	2
R2INDX	ET140028	2	25	0	1	400	2
R2INDX	ET140029	1	13	0	9	148	17
R2INDX	ET140030	1	30	-88	-88	-88	88
R2INDX	ET140031	1	23	0	6	14	2
R2INDX	ET140032	1	30	-88	-88	-88	88
R2INDX	ET140033	1	30	-88	-88	-88	88
R2INDX	ET140034	1	30	-88	-88	-88	88
R2INDX	ET140035	1	27	0	3	-77	1
R2INDX	ET140036	1	30	-77	-88	-88	88
R2INDX	ET140037	1	30	-88	-88	-88	88
R2INDX	ET140038	1	30	-88	-88	-88	88
R2INDX	ET140039	1	30	-88	-88	-88	88
R2INDX	ET140040	1	30	-88	-88	-88	88
R2INDX	ET140041	1	30	-88	-88	-88	88
R2INDX	ET140042	1	30	-88	-88	-88	88
R2INDX	ET140044	1	30	0	2	4500	1
R2INDX	ET140045	1	30	-88	-88	-88	88
R2INDX	ET140046	1	30	-88	-88	-88	88
R2INDX	ET140047	1	30	-88	-88	-88	88
R2INDX	ET140048	1	30	-88	-88	-88	88
R2INDX	ET140049	1	30	0	5	42060	1
R2INDX	ET140052	1	30	-88	-88	-88	88
R2INDX	ET140053	1	23	0	25	160	1
R2INDX	ET140054	1	15	0	10	50	1
R2INDX	ET140055	1	23	0	5	1180	2
R2INDX	ET140057	1	23	0	5	30	2
R2INDX	ET140058	1	30	-88	-88	-88	88
R2INDX	ET140059	1	15	0	1	30000	1
R2INDX	ET140060	1	27	0	7	-77	1
R2INDX	ET140061	1	30	-88	-88	-88	88
R2INDX	ET140062	1	30	-88	-88	-88	88
R2INDX	ET140063	1	17	0	10	200	1
R2INDX	ET140064	1	27	0	13	150000	1
R2INDX	ET140065	1	23	0	3	400	1
R2INDX	ET140065	2	25	0	1	250	1
R2INDX	ET140066	1	2	0	2	4000	1
R2INDX	ET140066	2	30	0	2	1600	1
R2INDX	ET140067	1	13	0	5	600	1
R2INDX	ET140068	1	30	-88	-88	-88	88
R2INDX	ET140069	1	30	-88	-88	-88	88
R2INDX	ET140071	1	15	0	5	50	2
R2INDX	ET140073	1	30	-88	-88	-88	88
R2INDX	ET140074	1	30	-88	-88	-88	88
R2INDX	ET140076	1	30	-88	-88	-88	88
R2INDX	ET140077	1	30	-88	-88	-88	88
R2INDX	ET140078	1	15	0	4	350	2
R2INDX	ET140079	1	30	-88	-88	-88	88
R2INDX	ET140080	1	30	-88	-88	-88	88
R2INDX	ET140081	1	30	-88	-88	-88	88
R2INDX	ET140083	1	15	0	5	60	2
R2INDX	ET140086	1	13	0	3	75	1
R2INDX	ET140087	1	30	-88	-88	-88	88
R2INDX	ET140090	1	17	-77	0	-88	77
R2INDX	ET140092	1	27	0	3	-77	1
R2INDX	ET140093	1	27	0	2	12000	1
R2INDX	ET140094	1	13	0	3	30	1
R2INDX	ET140095	1	30	-88	-88	-88	88
R2INDX	ET140096	1	23	0	51	625	1
R2INDX	ET140097	1	30	-88	-88	-88	88
R2INDX	ET140098	1	13	0	4	80	1
R2INDX	ET140099	1	13	0	7	250	1
R2INDX	ET150001	1	1	0	8	40	1
R2INDX	ET150002	1	1	0	4	15	1
R2INDX	ET150003	1	1	0	5	46	1
R2INDX	ET150004	1	1	0	3	17	1
R2INDX	ET150005	1	1	0	11	77	1
R2INDX	ET150006	1	1	0	4	85	1
R2INDX	ET150007	1	1	0	2	28	1
R2INDX	ET150008	1	1	0	6	50	1
R2INDX	ET150010	1	1	0	9	36	1
R2INDX	ET150011	1	1	0	4	40	1
R2INDX	ET150012	1	1	0	9	90	1
R2INDX	ET150014	1	1	0	5	20	1
R2INDX	ET150015	1	1	0	6	24	1
R2INDX	ET150016	1	1	0	5	60	1
R2INDX	ET150017	1	1	0	11	110	1
R2INDX	ET150018	1	1	0	6	28	1
R2INDX	ET150019	1	1	0	5	55	1
R2INDX	ET150020	1	1	0	10	100	1
R2INDX	ET150021	1	1	0	9	35	1
R2INDX	ET150022	1	1	0	4	25	1
R2INDX	ET150023	1	1	0	13	112.5	1
R2INDX	ET150024	1	1	0	7	41	1
R2INDX	ET150025	1	1	0	4	65	1
R2INDX	ET150026	1	1	0	9	54	1
R2INDX	ET150027	1	1	0	4	50	1
R2INDX	ET150028	1	1	0	11	33	1
R2INDX	ET150029	1	1	0	4	30	1
R2INDX	ET150030	1	1	0	6	40	1
R2INDX	ET150031	1	1	0	4	25	1
R2INDX	ET150032	1	1	0	11	133	1
R2INDX	ET150033	1	1	0	4	24	1
R2INDX	ET150034	1	1	0	7	14	1
R2INDX	ET150035	1	1	0	5	29	1
R2INDX	ET150036	1	1	0	5	45	1
R2INDX	ET150037	1	1	0	5	36	1
R2INDX	ET150038	1	1	0	4	45	1
R2INDX	ET150039	1	1	0	6	15	1
R2INDX	ET150040	1	1	0	5	18	1
R2INDX	ET150041	1	1	0	3	49	80
R2INDX	ET150042	1	1	0	4	55	1
R2INDX	ET150043	1	1	0	12	67	1
R2INDX	ET150044	1	1	0	2	15	1
R2INDX	ET150045	1	1	0	12	60	1
R2INDX	ET150046	1	1	0	6	54	1
R2INDX	ET150047	1	13	0	10	200	2
R2INDX	ET150048	1	1	0	10	100	1
R2INDX	ET150050	1	1	0	6	70	1
R2INDX	ET150051	1	1	0	11	39	1
R2INDX	ET150052	1	1	0	8	32	2
R2INDX	ET150053	1	1	0	6	55	1
R2INDX	ET150054	1	1	0	7	70	1
R2INDX	ET150055	1	30	-88	-88	-88	88
R2INDX	ET150056	1	1	0	6	70	1
R2INDX	ET150057	1	13	0	11	300	1
R2INDX	ET150058	1	30	-88	-88	-88	88
R2INDX	ET150059	1	1	0	2	25	1
R2INDX	ET150060	1	1	0	4	35	1
R2INDX	ET150061	1	30	-88	-88	-88	88
R2INDX	ET150062	1	1	0	6	70	1
R2INDX	ET150063	1	23	0	3	45	80
R2INDX	ET150064	1	1	0	8	70	1
R2INDX	ET150065	1	1	0	11	100	80
R2INDX	ET150066	1	1	0	4	38	1
R2INDX	ET150067	1	1	0	10	43	2
R2INDX	ET150068	1	1	0	9	135	1
R2INDX	ET150069	1	1	0	7	70	1
R2INDX	ET150070	1	1	0	5	60	1
R2INDX	ET150071	1	1	0	6	100	16
R2INDX	ET150072	1	1	0	4	70	1
R2INDX	ET150074	1	1	0	10	100	1
R2INDX	ET150075	1	16	1	0	-88	88
R2INDX	ET150076	1	1	0	4	50	1
R2INDX	ET150077	1	1	0	6	70	1
R2INDX	ET150078	1	1	0	4	55	1
R2INDX	ET150079	1	1	0	6	32	1
R2INDX	ET150080	1	1	0	5	25	1
R2INDX	ET150081	1	1	0	4	45	1
R2INDX	ET150082	1	1	0	5	50	1
R2INDX	ET150083	1	1	0	6	49	1
R2INDX	ET150084	1	1	0	6	51	1
R2INDX	ET150085	1	1	0	6	60	1
R2INDX	ET150086	1	1	0	13	58	1
R2INDX	ET150087	1	1	0	3	52	1
R2INDX	ET150088	1	1	0	5	85	1
R2INDX	ET150089	1	1	0	3	47	1
R2INDX	ET150090	1	1	0	4	39	1
R2INDX	ET150091	1	1	0	8	36	1
R2INDX	ET150092	1	1	0	5	50	1
R2INDX	ET150093	1	1	0	4	80	1
R2INDX	ET150094	1	1	0	4	15	1
R2INDX	ET150095	1	1	0	5	50	1
R2INDX	ET150096	1	1	0	9	90	1
R2INDX	ET150097	1	1	0	7	43	1
R2INDX	ET150098	1	1	0	5	25	1
R2INDX	ET150099	1	1	0	9	90	1
R2INDX	ET150100	1	1	0	7	50	1
R2INDX	ET160001	1	1	0	8	70	1
R2INDX	ET160001	2	4	0	1	50	1
R2INDX	ET160001	3	3	1	0	-88	90
R2INDX	ET160002	1	1	0	1	7	1
R2INDX	ET160003	1	1	0	4	12	1
R2INDX	ET160004	1	24	0	1	1500	1
R2INDX	ET160004	2	23	0	1	2000	1
R2INDX	ET160005	1	1	1	9	50	1
R2INDX	ET160005	2	4	0	1	14	1
R2INDX	ET160005	3	3	1	0	-88	90
R2INDX	ET160006	1	1	0	2	47	1
R2INDX	ET160007	1	4	0	1	3	6
R2INDX	ET160007	2	1	0	4	60	6
R2INDX	ET160008	1	1	0	7	36	1
R2INDX	ET160008	2	4	0	1	12	1
R2INDX	ET160008	3	3	1	0	-88	90
R2INDX	ET160009	1	4	0	5	27	1
R2INDX	ET160009	2	1	0	1	5	1
R2INDX	ET160009	3	3	1	0	-88	90
R2INDX	ET160010	1	1	2	5	106	1
R2INDX	ET160010	2	4	0	1	18	1
R2INDX	ET160011	1	1	2	6	50	80
R2INDX	ET160012	1	1	3	6	80	2
R2INDX	ET160013	1	1	-77	5	50	1
R2INDX	ET160013	2	4	1	-77	-88	88
R2INDX	ET160014	1	4	0	4	24	1
R2INDX	ET160014	2	3	1	0	-88	90
R2INDX	ET160014	3	1	0	6	29	1
R2INDX	ET160015	1	1	0	3	43	1
R2INDX	ET160015	2	4	1	0	-88	90
R2INDX	ET160015	3	3	1	0	-88	90
R2INDX	ET160016	1	1	0	3	6	1
R2INDX	ET160016	2	4	0	1	12	1
R2INDX	ET160017	1	4	1	0	-88	90
R2INDX	ET160017	2	1	0	2	100	1
R2INDX	ET160017	3	8	1	2	150	1
R2INDX	ET160018	3	4	0	1	25	1
R2INDX	ET160019	1	4	4	5	-77	1
R2INDX	ET160019	2	1	3	6	15	1
R2INDX	ET160020	1	4	0	1	10	1
R2INDX	ET160020	2	1	0	1	10	1
R2INDX	ET160021	1	1	0	5	200	1
R2INDX	ET160021	2	4	0	1	7	1
R2INDX	ET160022	1	1	0	2	30	1
R2INDX	ET160022	2	4	0	1	23	1
R2INDX	ET160023	1	4	0	1	7	1
R2INDX	ET160023	2	1	0	4	20	1
R2INDX	ET160023	3	8	0	2	9	1
R2INDX	ET160024	1	1	0	12	116	1
R2INDX	ET160024	2	4	0	1	60	1
R2INDX	ET160025	1	1	0	5	14	1
R2INDX	ET160025	2	4	0	1	20	1
R2INDX	ET160026	1	4	1	2	30	1
R2INDX	ET160027	1	1	0	1	2	1
R2INDX	ET160027	2	4	0	1	10	1
R2INDX	ET160028	1	1	0	4	25	2
R2INDX	ET160029	1	1	0	5	50	80
R2INDX	ET160030	1	4	0	1	60	1
R2INDX	ET160030	2	1	0	4	70	1
R2INDX	ET160031	1	1	2	4	70	80
R2INDX	ET160031	2	4	0	1	30	80
R2INDX	ET160031	3	3	1	0	-88	90
R2INDX	ET160033	1	1	0	1	6	1
R2INDX	ET160033	2	4	0	1	7	1
R2INDX	ET160033	3	8	0	1	5	1
R2INDX	ET160034	1	1	0	4	70	1
R2INDX	ET160034	2	4	0	1	30	1
R2INDX	ET160035	1	30	0	2	-88	1
R2INDX	ET160035	2	4	0	1	20	1
R2INDX	ET160036	1	1	1	2	50	1
R2INDX	ET160036	2	4	1	1	17	1
R2INDX	ET160037	1	4	0	1	30	1
R2INDX	ET160037	2	3	1	0	-88	90
R2INDX	ET160037	3	1	0	15	114	1
R2INDX	ET160038	1	1	0	6	60	1
R2INDX	ET160039	1	1	0	2	45	1
R2INDX	ET160040	1	1	0	1	-77	2
R2INDX	ET160041	1	1	6	5	35	80
R2INDX	ET160042	1	30	1	1	650	1
R2INDX	ET160042	2	1	0	3	46	1
R2INDX	ET160042	3	4	0	1	100	1
R2INDX	ET160043	1	1	0	5	120	1
R2INDX	ET160043	2	4	0	1	25	1
R2INDX	ET160044	1	4	1	0	-88	90
R2INDX	ET160044	2	8	1	3	30	1
R2INDX	ET160044	3	1	0	5	120	1
R2INDX	ET160044	4	6	0	3	45	1
R2INDX	ET160045	1	1	0	5	30	80
R2INDX	ET160046	1	1	0	1	20	2
R2INDX	ET160047	1	4	0	1	50	1
R2INDX	ET160047	2	1	0	3	70	1
R2INDX	ET160047	3	8	0	5	50	1
R2INDX	ET160048	1	30	0	2	-77	1
R2INDX	ET160048	2	30	1	1	1400	1
R2INDX	ET160048	3	4	0	1	50	1
R2INDX	ET160049	1	4	0	1	25	2
R2INDX	ET160050	1	1	0	3	41	1
R2INDX	ET160050	2	4	0	1	100	88
R2INDX	ET160051	1	1	0	4	30	1
R2INDX	ET160052	1	1	0	2	30	1
R2INDX	ET160052	2	8	0	10	200	2
R2INDX	ET160052	3	4	0	1	15	1
R2INDX	ET160053	1	1	0	5	70	1
R2INDX	ET160053	2	4	0	1	40	1
R2INDX	ET160054	1	1	3	12	260	80
R2INDX	ET160055	1	1	0	4	25	1
R2INDX	ET160055	2	4	0	1	10	1
R2INDX	ET160056	1	1	0	4	30	1
R2INDX	ET160056	2	4	0	1	10	1
R2INDX	ET160057	1	1	0	6	75	2
R2INDX	ET160057	2	8	0	4	60	2
R2INDX	ET160058	1	4	0	1	15	1
R2INDX	ET160058	2	1	0	5	150	1
R2INDX	ET160058	3	8	0	2	15	1
R2INDX	ET160059	1	1	0	2	10	1
R2INDX	ET160059	2	8	0	1	20	1
R2INDX	ET160060	1	1	0	6	71	1
R2INDX	ET160060	2	4	2	0	-88	90
R2INDX	ET160061	1	1	0	12	163	1
R2INDX	ET160063	1	1	0	5	15	1
R2INDX	ET160063	2	4	0	1	25	1
R2INDX	ET160064	1	1	0	1	12	1
R2INDX	ET160064	2	4	0	1	20	1
R2INDX	ET160065	1	1	0	4	52	2
R2INDX	ET160066	1	1	0	3	7	1
R2INDX	ET160067	1	1	0	2	13	2
R2INDX	ET160067	2	8	0	1	15	2
R2INDX	ET160068	1	1	0	7	50	1
R2INDX	ET160069	1	1	3	3	38	1
R2INDX	ET160069	2	4	1	1	15	1
R2INDX	ET160070	1	4	1	0	-77	90
R2INDX	ET160070	2	1	0	8	100	2
R2INDX	ET160070	3	77	4	4	60	2
R2INDX	ET160071	1	1	0	2	7	1
R2INDX	ET160071	2	4	0	2	15	1
R2INDX	ET160072	1	1	0	4	75	1
R2INDX	ET160072	2	4	0	1	20	1
R2INDX	ET160072	3	3	0	1	600	1
R2INDX	ET160073	1	1	0	3	4	1
R2INDX	ET160073	2	4	0	1	3	1
R2INDX	ET160073	3	99	0	1	5	1
R2INDX	ET160074	1	8	0	1	-77	1
R2INDX	ET160074	2	4	0	1	50	1
R2INDX	ET160074	3	1	0	5	60	1
R2INDX	ET160075	1	13	1	0	-77	90
R2INDX	ET160076	1	1	0	5	40	80
R2INDX	ET160076	2	4	0	2	15	1
R2INDX	ET160076	3	8	0	3	100	1
R2INDX	ET160077	1	4	0	1	80	1
R2INDX	ET160077	2	1	0	4	60	1
R2INDX	ET160078	1	1	0	4	40	2
R2INDX	ET160078	2	77	0	3	30	2
R2INDX	ET160078	3	4	1	0	-77	90
R2INDX	ET160079	1	1	3	7	44	80
R2INDX	ET160080	1	4	0	2	25	1
R2INDX	ET160080	2	1	0	7	113	1
R2INDX	ET160081	1	4	0	1	25	1
R2INDX	ET160081	2	1	0	7	117	1
R2INDX	ET160082	1	17	0	30	130	1
R2INDX	ET160083	1	1	0	4	115	1
R2INDX	ET160083	2	4	0	1	12	1
R2INDX	ET160083	3	3	1	0	-88	90
R2INDX	ET160084	1	4	0	1	40	1
R2INDX	ET160084	2	1	0	5	120	1
R2INDX	ET160084	3	99	0	7	80	1
R2INDX	ET160085	1	1	0	2	60	80
R2INDX	ET160086	1	1	0	9	237	1
R2INDX	ET160087	1	1	0	4	35	1
R2INDX	ET160087	2	4	0	1	5	1
R2INDX	ET160087	3	77	0	4	9	1
R2INDX	ET160088	1	1	0	3	17	1
R2INDX	ET160088	2	4	0	1	15	1
R2INDX	ET160089	1	4	0	2	24	1
R2INDX	ET160089	2	1	0	9	150	1
R2INDX	ET160090	1	1	0	8	100	1
R2INDX	ET160091	1	1	0	12	80	1
R2INDX	ET160092	1	1	0	2	17	1
R2INDX	ET160092	2	99	0	1	10	1
R2INDX	ET160092	3	3	0	1	15	1
R2INDX	ET160093	1	1	0	3	53	1
R2INDX	ET160093	2	4	0	1	18	1
R2INDX	ET160093	3	99	0	3	24	1
R2INDX	ET160094	1	1	4	5	60	80
R2INDX	ET160095	1	1	0	1	5	1
R2INDX	ET160096	1	1	0	3	60	1
R2INDX	ET160096	2	4	0	1	20	1
R2INDX	ET160096	3	99	0	3	30	1
R2INDX	ET160097	1	4	0	2	12	1
R2INDX	ET160097	2	1	0	4	60	1
R2INDX	ET160098	1	8	1	2	-88	1
R2INDX	ET160098	2	5	0	1	150	1
R2INDX	ET160098	3	1	0	8	91	1
R2INDX	ET160099	1	1	0	3	40	1
R2INDX	ET160099	2	4	0	1	10	1
R2INDX	ET160099	3	77	0	2	20	1
R2INDX	ET160100	1	4	1	0	12	90
R2INDX	ET160100	2	1	0	3	23	1
R2INDX	ET170001	1	23	0	5	125	2
R2INDX	ET170002	1	1	0	7	45	1
R2INDX	ET170002	2	4	0	1	105	1
R2INDX	ET170003	1	1	0	1	180	1
R2INDX	ET170003	2	4	0	7	60	0
R2INDX	ET170004	1	1	0	4	45	80
R2INDX	ET170004	2	4	0	2	170	80
R2INDX	ET170005	1	4	-88	5	200	1
R2INDX	ET170005	2	1	-88	4	60	1
R2INDX	ET170006	1	4	-88	4	200	1
R2INDX	ET170006	2	1	-88	4	90	1
R2INDX	ET170007	1	1	-88	3	15	0
R2INDX	ET170007	2	4	-88	5	250	0
R2INDX	ET170008	1	1	0	7	110	80
R2INDX	ET170008	2	4	0	1	130	80
R2INDX	ET170008	3	8	0	4	65	80
R2INDX	ET170009	1	1	0	3	24	80
R2INDX	ET170009	2	4	0	2	160	80
R2INDX	ET170010	1	1	0	4	50	2
R2INDX	ET170010	2	4	0	2	300	2
R2INDX	ET170011	1	1	0	4	60	80
R2INDX	ET170011	2	4	0	1	150	80
R2INDX	ET170012	1	1	0	3	36	80
R2INDX	ET170012	2	4	0	1	120	80
R2INDX	ET170013	1	4	-88	6	200	2
R2INDX	ET170013	2	1	-88	4	60	2
R2INDX	ET170015	1	1	0	3	40	80
R2INDX	ET170015	2	4	0	1	150	80
R2INDX	ET170016	1	1	0	3	40	88
R2INDX	ET170016	2	4	0	1	100	88
R2INDX	ET170017	1	1	0	5	55	1
R2INDX	ET170017	2	4	0	1	130	1
R2INDX	ET170018	1	1	0	3	40	80
R2INDX	ET170018	2	4	0	2	200	80
R2INDX	ET170019	1	1	0	6	54	1
R2INDX	ET170019	2	4	0	1	124	1
R2INDX	ET170020	1	4	0	1	90	80
R2INDX	ET170020	2	1	0	4	30	80
R2INDX	ET170021	1	1	0	4	54	1
R2INDX	ET170021	2	4	0	1	125	1
R2INDX	ET170022	1	4	-88	5	200	1
R2INDX	ET170022	2	1	-88	4	80	1
R2INDX	ET170023	1	1	0	6	40	0
R2INDX	ET170023	2	4	0	1	200	0
R2INDX	ET170024	1	13	0	8	220	1
R2INDX	ET170025	1	1	-88	1	5	3
R2INDX	ET170025	2	4	-88	3	100	3
R2INDX	ET170026	1	4	0	1	95	1
R2INDX	ET170027	1	1	-88	4	20	80
R2INDX	ET170027	2	4	-88	10	350	80
R2INDX	ET170028	1	4	0	1	240	80
R2INDX	ET170028	2	1	1	6	40	80
R2INDX	ET170029	1	1	0	3	40	80
R2INDX	ET170029	2	4	0	2	150	80
R2INDX	ET170030	1	4	0	1	130	80
R2INDX	ET170030	2	1	0	4	30	1
R2INDX	ET170031	1	1	0	4	32	1
R2INDX	ET170031	2	4	0	1	110	1
R2INDX	ET170032	1	1	0	4	48	1
R2INDX	ET170032	2	4	0	1	115	1
R2INDX	ET170033	1	1	0	5	32	1
R2INDX	ET170033	2	4	0	1	105	1
R2INDX	ET170034	1	4	0	1	160	1
R2INDX	ET170034	2	1	0	4	35	1
R2INDX	ET170035	1	1	1	0	-88	1
