FORMNO	CHILDID	SUPPRGID	SUPKIND	SUPWHO	SUPSTRT	SUPEND	SUPFREQ	SUPRID	SUPEXP	SUPIMP1	SUPIMP2
R2INDX	ET010093	2	12	15	1993	99	4	8	5	4	77
R2INDX	ET010095	1	12	15	1998	99	6	15	4	4	5
R2INDX	ET020005	1	7	6	1998	99	6	80	5	3	5
R2INDX	ET020005	2	8	6	1996	99	6	3	5	1	6
R2INDX	ET020011	1	7	6	1995	99	6	80	1	4	77
R2INDX	ET020011	2	8	6	1995	99	6	3	1	4	77
R2INDX	ET020011	3	12	77	1998	99	4	15	1	4	77
R2INDX	ET020014	1	12	15	1994	99	4	15	1	4	77
R2INDX	ET020016	1	14	15	1998	1998	4	80	4	2	77
R2INDX	ET020021	1	14	22	1997	99	6	80	5	2	4
R2INDX	ET020024	1	7	6	1994	1996	5	2	5	1	5
R2INDX	ET020029	1	12	15	1999	99	4	0	4	4	3
R2INDX	ET020030	1	7	77	1998	99	5	80	5	5	77
R2INDX	ET020030	2	8	6	1994	99	6	2	5	1	6
R2INDX	ET020033	1	12	15	1999	99	3	0	4	3	4
R2INDX	ET020036	1	7	6	1995	99	6	2	5	5	3
R2INDX	ET020036	2	8	6	1994	1999	4	2	4	1	3
R2INDX	ET020038	1	7	6	1998	99	5	80	3	3	77
R2INDX	ET020038	2	8	6	1994	99	5	80	3	3	77
R2INDX	ET020038	3	12	77	1998	99	4	0	1	4	77
R2INDX	ET020046	1	8	6	1996	1999	5	2	5	1	7
R2INDX	ET020046	2	7	6	1994	99	6	2	5	5	1
R2INDX	ET020049	1	5	13	1997	99	4	2	5	4	1
R2INDX	ET020049	2	5	13	1998	99	4	2	5	4	1
R2INDX	ET020049	3	7	6	1998	99	6	2	3	3	77
R2INDX	ET020049	4	8	6	1994	99	6	2	3	3	77
R2INDX	ET020050	1	7	6	1995	99	6	80	5	4	77
R2INDX	ET020050	2	8	6	1995	99	6	2	5	3	77
R2INDX	ET020053	1	7	6	1998	99	4	1	4	3	77
R2INDX	ET020053	2	12	9	1998	99	5	4	2	4	77
R2INDX	ET020058	1	12	15	1997	99	5	3	1	9	77
R2INDX	ET020061	1	7	6	1995	99	5	80	5	3	5
R2INDX	ET020066	1	99	14	1994	99	6	0	4	5	77
R2INDX	ET020071	1	7	77	1994	1995	4	2	5	5	1
R2INDX	ET020076	1	1	5	1994	99	4	80	4	2	77
R2INDX	ET020076	2	5	13	1998	99	4	6	4	1	77
R2INDX	ET020076	3	7	6	1998	99	5	9	5	4	77
R2INDX	ET020076	4	12	77	1999	99	4	88	3	4	77
R2INDX	ET020080	1	14	22	1994	1997	6	15	5	1	6
R2INDX	ET020080	2	7	77	1998	1999	6	2	5	5	5
R2INDX	ET020085	1	9	77	1998	1999	4	1	5	5	77
R2INDX	ET020100	1	12	15	1999	99	5	0	2	4	3
R2INDX	ET030002	1	8	6	1994	99	6	2	5	1	7
R2INDX	ET030007	1	8	6	1995	99	6	5	4	5	3
R2INDX	ET030010	1	8	6	1998	99	6	2	4	5	77
R2INDX	ET030012	1	7	14	1998	99	5	3	3	3	77
R2INDX	ET030014	1	8	6	1995	99	6	2	5	1	7
R2INDX	ET030022	1	14	15	1998	99	5	0	5	1	77
R2INDX	ET030024	1	13	2	1998	1999	4	3	4	9	77
R2INDX	ET030032	1	12	8	1993	1999	4	3	4	4	77
R2INDX	ET030032	2	8	6	1993	1998	1	2	4	5	77
R2INDX	ET030035	1	7	6	1998	99	5	5	3	3	77
R2INDX	ET030035	2	8	6	1998	99	5	5	3	3	77
R2INDX	ET030038	1	9	6	1993	99	77	80	5	5	9
R2INDX	ET030043	1	7	77	1999	99	6	2	3	3	77
R2INDX	ET030046	1	7	6	1995	99	6	1	2	5	77
R2INDX	ET030051	1	7	6	1993	99	6	2	5	5	77
R2INDX	ET030051	2	8	6	1993	99	6	2	5	5	77
R2INDX	ET030057	1	8	6	1994	1996	5	2	5	1	5
R2INDX	ET030064	1	7	15	1998	99	5	1	4	1	77
R2INDX	ET030066	1	14	15	1998	99	7	4	4	2	77
R2INDX	ET030066	2	12	15	1999	99	4	0	4	9	77
R2INDX	ET030069	1	7	6	1994	99	6	2	4	3	77
R2INDX	ET030069	2	8	6	1994	99	6	2	3	3	77
R2INDX	ET030077	1	8	6	1994	99	6	2	5	3	77
R2INDX	ET030080	1	7	6	1996	99	6	2	4	3	77
R2INDX	ET030080	2	8	6	1997	99	6	2	4	3	77
R2INDX	ET030081	1	14	77	1998	99	6	80	3	1	77
R2INDX	ET030081	2	14	77	1999	99	6	80	3	1	77
R2INDX	ET040001	1	14	77	1998	1998	77	80	3	1	2
R2INDX	ET040002	1	13	6	1999	1999	4	80	4	5	77
R2INDX	ET040002	2	12	15	1998	99	4	5	4	4	77
R2INDX	ET040004	1	5	15	1998	99	77	3	5	2	1
R2INDX	ET040009	1	12	15	1998	99	4	80	4	4	6
R2INDX	ET040009	2	5	13	1998	99	4	80	4	9	77
R2INDX	ET040013	1	12	15	1998	99	6	6	2	4	6
R2INDX	ET040014	1	5	15	1995	99	4	80	4	1	2
R2INDX	ET040016	1	12	15	1996	99	4	80	4	4	77
R2INDX	ET040017	1	4	27	1996	1996	7	80	3	2	77
R2INDX	ET040017	2	14	15	1996	1996	6	80	3	2	77
R2INDX	ET040018	1	5	13	1994	99	4	1	4	1	2
R2INDX	ET040021	1	5	15	1995	99	4	80	4	1	77
R2INDX	ET040023	1	5	13	1996	99	1	80	5	9	77
R2INDX	ET040023	3	12	15	1999	99	4	5	4	4	77
R2INDX	ET040024	1	12	15	1997	99	4	5	2	4	77
R2INDX	ET040027	1	9	15	1994	99	4	0	1	3	5
R2INDX	ET040029	1	12	15	1999	99	4	5	4	6	4
R2INDX	ET040029	2	5	13	1995	1999	4	80	5	9	77
R2INDX	ET040031	1	12	15	1999	99	4	4	4	4	77
R2INDX	ET040031	2	12	15	1999	99	4	15	4	4	77
R2INDX	ET040031	3	5	13	1997	99	4	80	4	2	77
R2INDX	ET040032	1	12	15	1996	99	4	3	4	4	6
R2INDX	ET040032	2	5	13	1996	99	77	2	4	2	1
R2INDX	ET040035	1	5	15	1996	99	4	80	4	1	4
R2INDX	ET040035	2	5	15	1997	99	4	80	4	1	5
R2INDX	ET040035	3	5	15	1998	99	4	80	4	1	77
R2INDX	ET040036	1	12	15	1994	99	4	4	4	6	4
R2INDX	ET040036	2	9	6	1996	99	77	80	5	5	3
R2INDX	ET040037	1	5	23	1997	99	7	80	4	2	1
R2INDX	ET040039	1	5	15	1996	99	4	80	4	2	77
R2INDX	ET040039	2	5	15	1997	99	4	80	4	2	77
R2INDX	ET040039	3	5	15	1998	99	4	80	4	2	77
R2INDX	ET040040	1	5	13	1999	99	7	80	3	2	1
R2INDX	ET040041	1	12	77	1995	99	3	0	1	9	77
R2INDX	ET040043	1	5	13	1996	99	4	1	4	4	77
R2INDX	ET040046	1	12	15	1997	99	4	5	2	4	77
R2INDX	ET040046	2	12	15	1997	99	4	4	2	4	77
R2INDX	ET040046	3	12	15	1998	99	4	3	2	4	77
R2INDX	ET040049	1	12	15	1997	99	4	80	4	6	4
R2INDX	ET040050	1	12	15	1996	99	4	80	4	4	6
R2INDX	ET040051	1	5	13	1993	99	4	80	5	2	77
R2INDX	ET040051	2	5	15	1999	99	3	80	5	2	77
R2INDX	ET040053	1	7	6	1995	1996	5	1	4	3	5
R2INDX	ET040053	2	5	13	1994	99	7	1	3	1	2
R2INDX	ET040054	1	5	13	1996	1998	4	80	4	2	1
R2INDX	ET040055	1	14	15	1998	99	5	1	3	1	2
R2INDX	ET040055	2	5	13	1998	99	3	1	3	5	77
R2INDX	ET040055	3	7	6	1997	99	5	1	4	3	77
R2INDX	ET040059	1	14	15	1998	99	6	7	4	1	2
R2INDX	ET040059	2	5	13	1998	99	7	80	4	1	4
R2INDX	ET040059	3	5	13	1999	99	7	80	4	1	4
R2INDX	ET040059	4	12	15	1998	99	4	80	4	4	77
R2INDX	ET040060	1	14	31	1995	1996	6	1	4	2	77
R2INDX	ET040064	1	12	15	1993	99	6	5	4	5	77
R2INDX	ET040064	2	12	15	1993	99	6	6	4	5	77
R2INDX	ET040064	3	12	15	1993	99	6	7	4	5	77
R2INDX	ET040068	1	12	15	1997	99	4	5	2	4	77
R2INDX	ET040068	2	12	15	1997	99	4	7	2	4	77
R2INDX	ET040072	1	12	15	1999	99	4	5	2	4	77
R2INDX	ET040072	2	6	6	1998	99	7	80	4	5	77
R2INDX	ET040073	1	14	15	1999	99	77	0	4	1	2
R2INDX	ET040073	2	12	15	1999	99	4	0	4	4	77
R2INDX	ET040074	1	5	13	1998	99	7	80	4	2	77
R2INDX	ET040075	1	12	15	1999	99	4	0	4	1	2
R2INDX	ET040077	1	5	13	1998	99	7	1	4	9	77
R2INDX	ET040078	1	9	15	1994	99	5	7	2	4	5
R2INDX	ET040078	2	7	15	1994	99	4	7	2	4	5
R2INDX	ET040079	1	12	15	1994	99	4	80	4	4	5
R2INDX	ET040080	1	4	15	1998	-77	77	80	3	1	2
R2INDX	ET040080	2	12	15	1999	99	4	2	3	4	77
R2INDX	ET040081	1	12	15	1996	99	4	3	2	4	77
R2INDX	ET040081	2	12	15	1997	99	4	4	2	4	77
R2INDX	ET040081	3	12	15	1997	99	4	15	2	4	77
R2INDX	ET040081	4	9	6	1996	99	7	80	4	5	77
R2INDX	ET040082	1	12	15	1998	99	4	80	3	4	6
R2INDX	ET040083	1	5	13	1998	99	7	80	5	4	77
R2INDX	ET040084	1	5	5	1998	99	77	80	4	9	77
R2INDX	ET040084	2	5	15	1999	99	77	2	4	5	3
R2INDX	ET040086	1	5	13	1997	99	77	80	5	2	5
R2INDX	ET040088	1	12	15	1998	99	4	15	4	4	6
R2INDX	ET040089	1	9	15	1998	99	7	3	4	5	77
R2INDX	ET040090	1	5	13	1999	99	7	80	3	9	2
R2INDX	ET040091	1	5	13	1993	99	7	1	1	1	2
R2INDX	ET040097	1	5	15	1998	99	4	1	4	2	77
R2INDX	ET040098	1	5	15	1994	99	4	80	1	9	77
R2INDX	ET050001	1	4	25	1997	1997	4	80	4	1	2
R2INDX	ET050001	2	12	6	1999	1999	77	80	4	9	77
R2INDX	ET050002	1	4	25	1998	99	4	80	4	1	2
R2INDX	ET050002	2	12	6	1999	1999	77	80	4	5	77
R2INDX	ET050004	1	5	13	1997	99	7	80	3	2	77
R2INDX	ET050006	1	5	77	1997	99	2	80	4	1	2
R2INDX	ET050007	1	4	15	1997	99	77	80	4	1	2
R2INDX	ET050007	2	5	15	1997	99	77	80	5	1	2
R2INDX	ET050008	1	4	15	1998	99	6	80	4	1	2
R2INDX	ET050009	1	5	13	1996	99	7	80	4	2	1
R2INDX	ET050009	2	4	25	1997	99	4	80	3	2	6
R2INDX	ET050010	1	5	13	1998	99	7	80	1	2	1
R2INDX	ET050010	2	14	77	1998	99	5	0	1	2	1
R2INDX	ET050011	1	5	77	1997	99	4	80	4	1	2
R2INDX	ET050014	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050014	2	5	77	1998	99	4	80	4	2	4
R2INDX	ET050016	1	4	25	1998	99	6	80	4	2	77
R2INDX	ET050018	1	4	15	1996	1997	7	80	4	2	77
R2INDX	ET050019	1	5	13	1997	99	7	80	4	1	2
R2INDX	ET050020	1	5	13	1997	99	2	80	4	9	77
R2INDX	ET050021	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050021	2	12	5	1999	99	4	80	4	5	77
R2INDX	ET050022	1	5	13	1998	99	7	80	3	2	77
R2INDX	ET050023	1	5	13	1995	99	7	80	4	9	77
R2INDX	ET050024	1	5	13	1998	99	7	1	4	1	2
R2INDX	ET050025	1	4	25	1998	99	6	80	5	1	2
R2INDX	ET050026	1	5	13	1998	99	7	80	3	2	77
R2INDX	ET050027	1	4	25	1998	99	6	80	3	1	2
R2INDX	ET050027	2	12	6	1999	1999	77	80	3	5	77
R2INDX	ET050028	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050028	2	5	13	1997	99	4	80	4	2	5
R2INDX	ET050028	3	12	5	1999	99	4	80	4	5	77
R2INDX	ET050030	1	5	13	1998	99	4	80	4	2	1
R2INDX	ET050032	1	5	13	1994	99	4	80	5	2	77
R2INDX	ET050033	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050035	1	14	15	1999	99	4	6	4	1	2
R2INDX	ET050035	2	5	13	1998	99	4	80	4	2	77
R2INDX	ET050036	1	5	13	1999	99	4	80	4	1	2
R2INDX	ET050037	1	4	25	1997	99	6	80	5	1	2
R2INDX	ET050039	1	5	13	1995	99	7	16	3	2	1
R2INDX	ET050040	1	15	25	1994	99	77	80	4	1	2
R2INDX	ET050040	2	5	5	1994	1995	77	80	1	9	77
R2INDX	ET050041	1	4	25	1998	99	6	80	3	1	2
R2INDX	ET050042	1	5	15	1997	99	2	80	4	9	77
R2INDX	ET050043	1	14	15	1997	1998	3	80	3	2	77
R2INDX	ET050045	1	5	15	1998	99	2	80	4	9	77
R2INDX	ET050045	2	12	6	1999	99	77	80	4	5	77
R2INDX	ET050046	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050046	2	9	6	1999	99	4	80	4	5	77
R2INDX	ET050047	1	6	25	1995	99	6	80	1	1	77
R2INDX	ET050047	2	5	23	1998	99	2	80	1	1	77
R2INDX	ET050048	1	5	13	1997	99	4	80	4	1	77
R2INDX	ET050049	1	5	15	1998	99	2	80	4	1	2
R2INDX	ET050050	1	4	25	1998	99	6	80	3	1	2
R2INDX	ET050051	1	5	13	1998	99	7	80	4	2	77
R2INDX	ET050052	1	5	13	1997	99	7	80	4	1	2
R2INDX	ET050052	2	4	25	1998	99	6	80	3	1	2
R2INDX	ET050053	1	4	25	1998	99	6	80	4	2	77
R2INDX	ET050054	1	14	25	1993	99	6	80	4	1	2
R2INDX	ET050054	2	9	6	1999	1999	77	80	5	5	77
R2INDX	ET050055	1	14	77	1998	99	6	5	4	1	2
R2INDX	ET050056	1	4	25	1998	99	4	80	4	1	2
R2INDX	ET050056	2	5	13	1995	99	77	80	3	1	2
R2INDX	ET050057	1	4	25	1998	99	6	80	4	2	1
R2INDX	ET050059	1	5	13	1998	99	5	80	3	2	5
R2INDX	ET050059	2	4	25	1998	99	6	80	4	1	77
R2INDX	ET050061	1	4	25	1998	99	6	80	4	1	2
R2INDX	ET050061	2	14	25	1998	99	6	2	4	1	2
R2INDX	ET050062	1	12	6	1999	99	4	80	3	5	77
R2INDX	ET050064	1	14	6	1999	1999	7	6	4	1	2
R2INDX	ET050064	2	4	5	1998	99	4	80	4	1	2
R2INDX	ET050065	1	4	25	1998	99	6	80	4	2	1
R2INDX	ET050066	1	4	25	1996	1996	77	80	4	1	2
R2INDX	ET050067	1	14	77	1999	99	4	8	4	1	2
R2INDX	ET050067	2	9	6	1999	99	4	80	4	5	77
R2INDX	ET050068	1	12	6	1999	1999	77	80	4	5	77
R2INDX	ET050070	1	5	13	1994	99	77	80	4	2	77
R2INDX	ET050070	2	5	15	1998	99	77	80	4	2	77
R2INDX	ET050070	3	4	25	1998	99	6	80	5	1	2
R2INDX	ET050071	1	12	6	1999	1999	77	80	4	9	77
R2INDX	ET050071	2	4	25	1997	99	4	80	4	1	2
R2INDX	ET050072	1	12	6	1999	1999	77	80	4	5	77
R2INDX	ET050072	2	14	6	1998	99	4	4	4	1	2
R2INDX	ET050072	3	4	25	1996	99	6	80	5	1	2
R2INDX	ET050074	1	4	5	1998	1998	77	80	3	1	2
R2INDX	ET050074	2	4	25	1999	99	4	80	4	1	4
R2INDX	ET050074	3	12	6	1999	99	77	80	4	5	77
R2INDX	ET050074	4	5	15	1997	99	2	80	3	9	77
R2INDX	ET050075	1	4	25	1996	99	6	80	5	1	2
R2INDX	ET050076	1	5	15	1998	99	7	2	4	1	2
R2INDX	ET050077	1	12	6	1999	99	77	80	3	3	5
R2INDX	ET050077	2	5	13	1998	99	7	88	2	99	99
R2INDX	ET050077	3	4	25	1998	99	6	80	3	1	2
R2INDX	ET050078	1	5	13	1997	99	2	80	4	2	77
R2INDX	ET050081	1	5	13	1997	99	7	80	1	1	2
R2INDX	ET050082	1	5	13	1998	99	7	80	3	2	77
R2INDX	ET050084	1	14	77	1998	1998	5	4	3	1	77
R2INDX	ET050085	1	5	13	1998	99	7	80	3	2	77
R2INDX	ET050086	1	5	15	1998	99	2	80	4	1	2
R2INDX	ET050089	1	5	13	1998	99	7	80	3	2	77
R2INDX	ET050092	1	5	13	1997	99	7	80	3	2	1
R2INDX	ET050092	2	12	6	1999	1999	77	80	3	5	77
R2INDX	ET050093	1	5	77	1997	99	4	80	4	9	77
R2INDX	ET050094	1	5	15	1998	99	3	80	1	9	77
R2INDX	ET050096	1	4	25	1997	1997	77	80	5	1	2
R2INDX	ET050098	1	5	13	1997	99	4	80	4	9	77
R2INDX	ET050100	1	5	13	1997	99	4	80	4	9	77
R2INDX	ET060002	1	3	5	1998	1999	5	80	4	9	77
R2INDX	ET060002	2	5	13	1996	99	4	80	4	2	9
R2INDX	ET060003	1	5	15	1998	99	4	80	5	1	2
R2INDX	ET060003	2	4	1	1998	99	4	80	5	1	2
R2INDX	ET060003	3	9	5	1993	99	4	80	4	5	77
R2INDX	ET060004	1	5	5	1998	1999	4	80	5	7	77
R2INDX	ET060004	2	4	15	1997	1999	4	80	5	2	77
R2INDX	ET060004	3	4	15	1996	1999	4	80	5	2	77
R2INDX	ET060004	4	4	15	1995	1999	4	80	5	2	77
R2INDX	ET060004	5	4	15	1994	1999	4	80	5	2	77
R2INDX	ET060007	1	4	5	1998	99	5	80	3	1	2
R2INDX	ET060007	2	4	25	1996	1997	6	80	3	1	2
R2INDX	ET060007	3	5	13	1998	99	4	80	4	1	2
R2INDX	ET060008	1	4	15	1998	99	4	1	2	2	77
R2INDX	ET060008	2	5	16	1998	99	4	1	4	1	2
R2INDX	ET060008	3	5	5	1993	99	4	1	4	1	2
R2INDX	ET060008	4	9	6	1993	99	6	80	5	5	77
R2INDX	ET060010	1	4	25	1998	99	5	80	4	2	1
R2INDX	ET060010	2	4	25	1997	1997	5	80	4	1	2
R2INDX	ET060010	3	4	25	1996	1996	5	80	4	1	2
R2INDX	ET060011	1	14	25	1996	1998	5	80	4	2	77
R2INDX	ET060012	1	14	25	1998	1999	4	1	5	1	77
R2INDX	ET060013	1	4	15	1998	99	4	80	5	1	2
R2INDX	ET060013	2	5	5	1998	99	4	80	5	1	2
R2INDX	ET060013	3	9	6	1993	99	6	80	4	5	77
R2INDX	ET060014	1	4	15	1998	99	4	1	2	9	77
R2INDX	ET060014	2	5	5	1993	99	4	1	4	1	2
R2INDX	ET060014	3	9	6	1993	99	6	80	4	5	77
R2INDX	ET060014	4	15	77	1996	99	6	80	5	5	77
R2INDX	ET060015	1	5	5	1993	99	4	1	4	2	77
R2INDX	ET060015	2	1	5	1993	99	6	80	4	2	77
R2INDX	ET060015	3	9	6	1993	99	6	80	4	5	77
R2INDX	ET060017	1	4	25	1995	1998	5	80	4	2	77
R2INDX	ET060018	1	5	5	1998	99	4	80	5	1	2
R2INDX	ET060018	2	9	6	1993	99	4	80	5	5	77
R2INDX	ET060019	1	4	15	1993	99	4	80	5	1	2
R2INDX	ET060019	2	5	1	1996	99	4	80	5	1	2
R2INDX	ET060019	3	9	6	1993	99	4	80	5	5	77
R2INDX	ET060020	1	4	25	1997	1998	5	80	3	1	2
R2INDX	ET060020	2	9	6	1998	99	6	80	4	3	5
R2INDX	ET060020	3	1	5	1994	99	6	1	4	3	2
R2INDX	ET060020	4	5	7	1998	99	4	80	4	3	2
R2INDX	ET060021	1	3	5	1999	1999	4	80	2	9	77
R2INDX	ET060021	2	8	6	1995	99	5	80	3	5	77
R2INDX	ET060022	1	7	6	1993	99	5	80	4	3	77
R2INDX	ET060022	2	5	6	1993	99	5	1	5	3	77
R2INDX	ET060022	3	11	6	1994	99	5	80	5	3	77
R2INDX	ET060022	4	5	5	1993	99	5	80	5	1	2
R2INDX	ET060022	5	9	6	1993	99	4	80	5	5	77
R2INDX	ET060023	1	3	25	1998	1998	1	80	2	1	2
R2INDX	ET060024	1	4	15	1994	1999	4	1	5	1	77
R2INDX	ET060024	2	4	15	1995	1999	4	1	5	1	77
R2INDX	ET060024	3	4	25	1996	1999	4	1	5	1	77
R2INDX	ET060024	4	4	15	1997	1999	4	1	5	1	77
R2INDX	ET060025	1	4	5	1998	99	5	80	3	1	2
R2INDX	ET060025	2	5	25	1998	99	4	80	4	1	2
R2INDX	ET060025	3	4	15	1993	1998	6	80	4	1	2
R2INDX	ET060026	1	4	25	1999	1997	5	80	4	2	77
R2INDX	ET060027	1	4	25	1994	1997	6	80	4	1	2
R2INDX	ET060027	2	5	13	1997	99	4	80	4	1	2
R2INDX	ET060027	3	1	5	1993	99	4	80	4	1	2
R2INDX	ET060028	1	4	25	1998	99	5	80	2	2	77
R2INDX	ET060029	1	4	25	1998	1994	4	2	5	1	77
R2INDX	ET060029	2	4	25	1997	1999	4	2	5	1	77
R2INDX	ET060029	3	4	25	1996	1999	4	2	5	1	77
R2INDX	ET060029	4	4	25	1995	1999	4	2	5	1	77
R2INDX	ET060029	5	4	25	1994	1999	4	2	5	1	77
R2INDX	ET060030	1	4	25	1994	1998	5	80	4	2	77
R2INDX	ET060031	1	4	15	1998	99	4	80	4	2	2
R2INDX	ET060031	2	7	6	1993	99	5	80	4	3	77
R2INDX	ET060031	3	8	6	1993	99	5	1	4	3	77
R2INDX	ET060031	4	5	13	1998	99	4	1	4	1	77
R2INDX	ET060031	5	5	5	1994	99	4	80	5	1	2
R2INDX	ET060032	1	5	13	1998	99	4	1	4	4	77
R2INDX	ET060032	2	5	5	1994	99	4	1	4	2	77
R2INDX	ET060032	3	9	6	1994	99	6	80	4	5	77
R2INDX	ET060033	1	4	25	1998	99	5	80	3	2	1
R2INDX	ET060035	1	4	25	1996	99	4	80	4	1	6
R2INDX	ET060035	2	1	5	1993	99	4	80	5	1	77
R2INDX	ET060035	3	9	6	1995	99	5	80	4	5	77
R2INDX	ET060036	1	1	5	1993	99	4	80	4	1	2
R2INDX	ET060036	2	4	25	1994	99	4	80	4	1	77
R2INDX	ET060036	3	9	6	1993	99	5	80	4	5	77
R2INDX	ET060037	1	4	15	1993	99	4	2	2	2	77
R2INDX	ET060037	2	5	13	1996	99	4	80	4	2	77
R2INDX	ET060037	3	9	6	-77	99	6	80	4	5	77
R2INDX	ET060038	1	4	5	1998	99	6	80	3	1	2
R2INDX	ET060038	2	4	25	1996	1997	6	80	3	1	2
R2INDX	ET060040	1	4	25	1995	99	4	80	4	1	2
R2INDX	ET060040	2	9	6	1997	99	6	80	4	3	5
R2INDX	ET060041	1	4	15	1994	1999	4	1	5	1	77
R2INDX	ET060041	2	4	15	1995	1999	4	1	5	1	77
R2INDX	ET060041	3	4	15	1996	1999	4	1	5	1	77
R2INDX	ET060041	4	4	15	1997	1999	4	1	5	1	77
R2INDX	ET060041	5	4	15	1998	1999	4	1	5	1	77
R2INDX	ET060042	1	4	25	1994	1999	4	16	5	1	77
R2INDX	ET060042	2	4	25	1995	1999	4	16	5	1	77
R2INDX	ET060042	3	4	25	1996	1999	4	16	5	1	77
R2INDX	ET060042	4	4	25	1997	1999	4	16	5	1	77
R2INDX	ET060043	1	4	25	1998	99	5	80	3	2	77
R2INDX	ET060043	2	4	25	1997	1997	5	80	3	2	77
R2INDX	ET060043	3	4	25	1996	1996	5	80	3	2	77
R2INDX	ET060045	1	4	25	1997	1997	2	80	4	1	2
R2INDX	ET060047	1	4	25	1995	99	5	80	2	2	77
R2INDX	ET060048	1	4	25	1997	99	5	80	77	2	77
R2INDX	ET060049	1	4	25	1994	99	5	3	4	2	77
R2INDX	ET060050	1	4	25	1997	99	5	80	3	1	77
R2INDX	ET060051	1	4	5	1998	99	5	80	4	1	2
R2INDX	ET060051	2	5	25	1998	99	4	80	4	2	3
R2INDX	ET060052	1	4	25	1993	99	5	1	5	1	2
R2INDX	ET060052	2	5	13	1998	99	4	80	4	1	2
R2INDX	ET060053	1	4	15	1996	99	1	80	4	1	2
R2INDX	ET060053	2	5	15	1998	99	1	1	4	1	2
R2INDX	ET060053	3	9	5	1993	99	6	80	5	5	77
R2INDX	ET060053	4	15	77	1996	99	7	80	5	5	77
R2INDX	ET060054	1	5	13	1997	99	4	80	5	1	2
R2INDX	ET060055	1	3	25	1998	1998	2	80	4	1	2
R2INDX	ET060055	2	4	11	1995	1995	2	80	4	1	2
