formno	childid	id	age	memsex	relate	livhse	grade	still	chgrade	chstill	whynot	agegrade	agestsch	hhschtyp	perf	schoolen	disab	act1	months1	days1	hours1	act2	months2	days2	hours2	act3	months3	days3	hours3	sleep	chcare	hhchore	npaywork	paywork	school	study	play	inegsday	inegwage	inegchld	inegvill	inegcomp
R28YRS	IN011007	0	12	2	0	1	 	 	5	1	 	 	6	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	8	4	3	 	 	 	 	 
R28YRS	IN011007	1	44	1	1	1	7	0	 	 	 	 	 	 	 	 	0	9	7	5	4	9	4	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011007	2	34	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011007	3	19	1	7	1	5	0	 	 	 	 	 	 	 	 	0	12	6	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011007	4	15	2	7	1	 	 	7	0	8	12	6	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	9	1	3	0	0	0	0	11	 	 	 	 	 
R28YRS	IN011008	0	11	2	0	1	 	 	6	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	9	3	2	 	 	 	 	 
R28YRS	IN011008	1	44	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	8	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011008	2	37	2	1	1	7	0	 	 	 	 	 	 	 	 	0	10	12	7	8	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011008	3	19	1	7	1	13	1	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011008	4	15	2	7	1	 	 	11	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	9	4	1	 	 	 	 	 
R28YRS	IN011009	0	11	2	0	1	 	 	6	0	8	11	6	 	 	 	0	13	8	6	8	 	 	 	 	 	 	 	 	10	0	1	0	8	0	0	5	 	 	 	 	 
R28YRS	IN011009	1	34	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	11	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011009	2	32	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011009	3	16	2	7	1	 	 	10	0	8	15	6	 	 	 	0	13	8	6	8	 	 	 	 	 	 	 	 	10	0	1	0	8	0	0	5	 	 	 	 	 
R28YRS	IN011010	0	11	2	0	1	 	 	6	1	 	 	4	1	1	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	8	2	4	 	 	 	 	 
R28YRS	IN011010	1	59	2	6	1	4	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011010	2	34	1	1	1	13	0	 	 	 	 	 	 	 	 	0	1	8	5	7	4	4	7	4	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011010	3	28	2	1	1	10	0	 	 	 	 	 	 	 	 	0	15	12	7	3	4	8	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011010	4	24	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011010	5	10	1	7	1	 	 	5	1	 	 	4	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	8	2	4	 	 	 	 	 
R28YRS	IN011011	0	11	1	0	1	 	 	5	1	 	 	6	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	7	4	3	 	 	 	 	 
R28YRS	IN011011	1	64	1	6	1	10	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011011	2	61	2	6	1	6	0	 	 	 	 	 	 	 	 	4	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011011	3	34	1	1	1	7	0	 	 	 	 	 	 	 	 	0	10	12	7	10	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011011	4	29	2	1	1	5	0	 	 	 	 	 	 	 	 	0	11	9	6	5	16	12	7	2	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011011	5	10	2	7	1	 	 	5	1	 	 	6	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	7	4	3	 	 	 	 	 
R28YRS	IN011012	0	12	2	0	1	 	 	7	1	 	 	5	3	2	1	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	2	0	0	7	4	2	 	 	 	 	 
R28YRS	IN011012	1	74	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011012	2	39	1	1	1	10	0	 	 	 	 	 	 	 	 	0	13	10	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011012	3	34	2	1	1	10	0	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011012	4	18	2	7	1	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011012	5	15	1	7	1	 	 	8	1	 	 	5	3	2	1	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	7	4	3	 	 	 	 	 
R28YRS	IN011013	0	12	1	0	1	 	 	7	1	 	 	5	1	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	6	4	5	 	 	 	 	 
R28YRS	IN011013	1	46	2	1	1	14	0	 	 	 	 	 	 	 	 	0	13	11	6	6	15	12	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011014	0	12	2	0	1	 	 	6	0	25	11	5	 	 	 	0	15	10	6	6	 	 	 	 	 	 	 	 	9	5	2	0	0	0	0	8	 	 	 	 	 
R28YRS	IN011014	1	56	1	1	1	5	0	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011014	2	49	2	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	6	8	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011014	3	22	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011015	0	12	2	0	1	 	 	7	1	 	 	4	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	0	1	0	8	4	3	 	 	 	 	 
R28YRS	IN011015	1	32	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	11	6	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011015	2	29	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	7	8	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011015	3	10	1	7	1	 	 	4	1	 	 	5	3	4	4	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	0	0	0	8	4	4	 	 	 	 	 
 	IN011015	4	 	 	 	 	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011016	0	12	2	0	1	 	 	5	1	 	 	5	1	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	1	0	0	0	8	2	4	 	 	 	 	 
R28YRS	IN011016	1	42	1	1	1	10	0	 	 	 	 	 	 	 	 	0	10	12	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011016	2	35	2	1	1	10	0	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011016	3	10	1	7	1	 	 	4	1	 	 	5	1	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	8	2	5	 	 	 	 	 
R28YRS	IN011017	0	12	2	0	1	 	 	7	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	2	0	0	7	3	3	 	 	 	 	 
R28YRS	IN011017	1	40	1	1	1	0	0	 	 	 	 	 	 	 	 	0	12	8	4	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011017	2	33	2	1	1	0	0	 	 	 	 	 	 	 	 	0	12	12	7	9	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011017	3	15	2	7	1	 	 	10	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	7	4	3	 	 	 	 	 
R28YRS	IN011018	0	12	1	0	1	 	 	6	1	 	 	6	3	2	3	0	4	12	7	2	15	12	7	1	 	 	 	 	10	1	1	2	0	7	0	3	 	 	 	 	 
R28YRS	IN011018	1	84	1	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	2	74	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	3	44	1	1	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	5	4	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	4	35	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	4	4	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	5	34	1	13	1	2	0	 	 	 	 	 	 	 	 	0	1	5	6	10	5	5	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	6	27	2	13	1	4	0	 	 	 	 	 	 	 	 	0	15	12	7	4	4	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	7	19	1	7	1	12	0	 	 	 	 	 	 	 	 	0	4	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	8	18	1	7	1	2	0	 	 	 	 	 	 	 	 	0	4	12	7	2	1	5	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	9	17	1	7	1	 	 	8	1	 	 	6	3	2	3	0	15	12	4	3	 	 	 	 	 	 	 	 	9	1	2	0	0	7	0	5	 	 	 	 	 
R28YRS	IN011018	10	14	1	7	1	 	 	7	1	 	 	6	1	2	3	0	17	 	 	 	 	 	 	 	 	 	 	 	9	1	0	0	0	7	0	7	 	 	 	 	 
R28YRS	IN011018	11	10	2	14	1	 	 	5	1	 	 	5	1	2	3	0	17	 	 	 	 	 	 	 	 	 	 	 	8	1	0	0	0	7	0	8	 	 	 	 	 
R28YRS	IN011018	13	4	1	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	14	2	2	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011018	28	7	1	14	1	 	 	1	1	 	 	6	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	11	0	0	0	0	6	1	6	 	 	 	 	 
R28YRS	IN011019	0	12	1	0	1	 	 	6	1	 	 	6	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	2	8	 	 	 	 	 
R28YRS	IN011019	1	36	1	1	1	0	0	 	 	 	 	 	 	 	 	0	10	10	7	10	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011019	2	34	2	1	1	4	0	 	 	 	 	 	 	 	 	0	11	12	6	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011021	0	12	2	0	1	 	 	6	1	 	 	6	3	2	3	0	17	 	 	 	 	 	 	 	15	12	7	2	9	1	1	0	0	8	3	2	 	 	 	 	 
R28YRS	IN011021	1	84	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011021	2	55	2	6	1	3	0	 	 	 	 	 	 	 	 	0	11	7	4	5	11	4	7	5	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011021	3	32	2	1	1	0	0	 	 	 	 	 	 	 	 	0	12	6	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011021	4	17	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011021	5	10	2	7	1	 	 	5	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	8	2	4	 	 	 	 	 
R28YRS	IN011021	6	9	2	7	1	 	 	3	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	8	2	4	 	 	 	 	 
R28YRS	IN011022	0	12	1	0	1	 	 	7	1	 	 	5	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	0	0	0	7	4	5	 	 	 	 	 
R28YRS	IN011022	1	59	1	6	1	7	0	 	 	 	 	 	 	 	 	0	10	12	6	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	2	57	2	6	1	7	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	3	41	1	13	1	14	0	 	 	 	 	 	 	 	 	0	10	12	6	12	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	4	37	1	1	1	14	0	 	 	 	 	 	 	 	 	0	10	12	6	12	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	5	36	2	13	1	12	0	 	 	 	 	 	 	 	 	0	15	12	7	3	9	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	6	33	2	1	1	14	0	 	 	 	 	 	 	 	 	0	10	12	6	6	9	12	7	4	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011022	7	16	1	14	1	 	 	12	1	 	 	4	1	1	1	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	10	2	3	 	 	 	 	 
R28YRS	IN011022	8	10	2	7	1	 	 	5	1	 	 	5	1	1	1	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	0	0	0	7	4	5	 	 	 	 	 
R28YRS	IN011023	0	12	2	0	1	 	 	6	1	 	 	6	3	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	8	4	3	 	 	 	 	 
R28YRS	IN011023	1	39	1	1	1	0	0	 	 	 	 	 	 	 	 	0	12	11	6	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011023	2	34	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011023	3	18	2	7	1	10	0	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011023	4	17	1	7	1	 	 	11	0	21	16	5	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	8	0	1	0	8	0	0	7	 	 	 	 	 
R28YRS	IN011024	0	11	2	0	1	 	 	6	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	2	0	0	8	4	2	 	 	 	 	 
R28YRS	IN011024	1	49	1	6	1	10	0	 	 	 	 	 	 	 	 	0	13	10	6	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	2	44	2	6	1	6	0	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	3	30	1	1	1	8	0	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	4	28	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	5	26	1	13	1	5	0	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	6	26	1	13	1	5	0	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011024	7	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011025	0	12	1	0	1	 	 	6	1	 	 	5	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	1	0	0	6	6	3	 	 	 	 	 
R28YRS	IN011025	1	34	1	1	1	5	0	 	 	 	 	 	 	 	 	0	9	12	6	10	15	12	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011025	2	31	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011025	3	10	1	7	1	 	 	3	1	 	 	5	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	8	0	0	0	0	6	5	5	 	 	 	 	 
R28YRS	IN011026	0	11	2	0	1	 	 	6	1	 	 	5	2	1	1	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	2	0	0	8	3	2	 	 	 	 	 
R28YRS	IN011026	1	40	1	1	1	10	0	 	 	 	 	 	 	 	 	0	10	12	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011026	2	33	2	1	1	12	0	 	 	 	 	 	 	 	 	0	11	12	6	6	15	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011026	3	11	1	7	1	 	 	6	1	 	 	5	1	1	1	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	8	3	4	 	 	 	 	 
R28YRS	IN011027	0	11	2	0	1	 	 	8	1	 	 	5	1	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	2	0	0	7	2	4	 	 	 	 	 
R28YRS	IN011027	1	43	1	1	1	13	0	 	 	 	 	 	 	 	 	0	13	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011027	2	39	2	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	6	6	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011027	3	17	1	7	1	 	 	13	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	2	0	0	7	2	4	 	 	 	 	 
R28YRS	IN011028	0	11	1	0	1	 	 	7	1	 	 	5	3	2	2	0	19	10	6	7	10	10	7	2	 	 	 	 	8	0	0	0	0	6	2	8	 	 	 	 	 
R28YRS	IN011028	1	49	1	1	1	0	0	 	 	 	 	 	 	 	 	0	9	12	7	8	15	12	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011028	2	44	2	1	1	0	0	 	 	 	 	 	 	 	 	0	9	12	7	6	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011028	3	21	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R28YRS	IN011028	4	16	1	7	1	 	 	6	0	1	12	6	 	 	 	0	9	12	5	5	15	12	7	1	 	 	 	 	7	0	1	5	0	0	0	11	 	 	 	 	 
R28YRS	IN011029	0	12	1	0	1	 	 	7	1	 	 	5	1	1	2	0	17	 	 	 	 	 	 	 	 	 	 	 	7	0	0	0	0	5	4	8	 	 	 	 	 
R28YRS	IN011029	1	39	1	1	1	10	0	 	 	 	 	 	 	 	 	0	13	12	6	8	15	12	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
