FORMNO	CHILDID	SASSID	SASSET	NUMSASS	VALSASS	DECSASS
R28YRS	IN031030	1	15	10	300	2
R28YRS	IN031033	1	88	 	 	 
R28YRS	IN031033	2	88	 	 	 
R28YRS	IN031033	3	88	 	 	 
R28YRS	IN031035	1	88	 	 	 
R28YRS	IN031035	2	88	 	 	 
R28YRS	IN031035	3	88	 	 	 
R28YRS	IN031038	1	1	3	500	5
R28YRS	IN031038	2	88	 	 	 
R28YRS	IN031038	3	88	 	 	 
R28YRS	IN031049	1	88	 	 	 
R28YRS	IN031049	2	88	 	 	 
R28YRS	IN031049	3	88	 	 	 
R28YRS	IN041001	1	4	1	250	1
R28YRS	IN041001	2	1	5	200	80
R28YRS	IN041001	3	88	 	 	 
R28YRS	IN041002	1	1	2	500	1
R28YRS	IN041002	2	88	 	 	 
R28YRS	IN041002	3	88	 	 	 
R28YRS	IN041003	1	88	 	 	 
R28YRS	IN041003	2	88	 	 	 
R28YRS	IN041003	3	88	 	 	 
R28YRS	IN041004	1	1	4	600	1
R28YRS	IN041004	2	88	 	 	 
R28YRS	IN041004	3	88	 	 	 
R28YRS	IN041005	1	1	5	150	80
R28YRS	IN041005	2	88	 	 	 
R28YRS	IN041005	3	88	 	 	 
R28YRS	IN041006	1	88	 	 	 
R28YRS	IN041006	2	88	 	 	 
R28YRS	IN041006	3	88	 	 	 
R28YRS	IN041007	1	88	 	 	 
R28YRS	IN041007	2	88	 	 	 
R28YRS	IN041007	3	88	 	 	 
R28YRS	IN041009	1	1	4	200	1
R28YRS	IN041009	2	88	 	 	 
R28YRS	IN041009	3	88	 	 	 
R28YRS	IN041010	1	88	 	 	 
R28YRS	IN041010	2	88	 	 	 
R28YRS	IN041010	3	88	 	 	 
R28YRS	IN041011	1	1	5	400	1
R28YRS	IN041011	2	88	 	 	 
R28YRS	IN041011	3	88	 	 	 
R28YRS	IN041012	1	1	5	200	80
R28YRS	IN041012	2	88	 	 	 
R28YRS	IN041012	3	88	 	 	 
R28YRS	IN041013	1	1	5	150	2
R28YRS	IN041013	2	88	 	 	 
R28YRS	IN041013	3	88	 	 	 
R28YRS	IN041014	1	5	6	200	80
R28YRS	IN041014	2	88	 	 	 
R28YRS	IN041014	3	88	 	 	 
R28YRS	IN041016	1	88	 	 	 
R28YRS	IN041016	2	88	 	 	 
R28YRS	IN041016	3	88	 	 	 
R28YRS	IN041019	1	1	4	200	1
R28YRS	IN041019	2	88	 	 	 
R28YRS	IN041019	3	88	 	 	 
R28YRS	IN041020	1	88	 	 	 
R28YRS	IN041020	2	88	 	 	 
R28YRS	IN041020	3	88	 	 	 
R28YRS	IN041022	1	1	6	200	80
R28YRS	IN041022	2	88	 	 	 
R28YRS	IN041022	3	88	 	 	 
R28YRS	IN041023	1	88	 	 	 
R28YRS	IN041023	2	88	 	 	 
R28YRS	IN041023	3	88	 	 	 
R28YRS	IN041024	1	88	 	 	 
R28YRS	IN041024	2	88	 	 	 
R28YRS	IN041024	3	88	 	 	 
R28YRS	IN041025	1	1	5	300	2
R28YRS	IN041025	2	88	 	 	 
R28YRS	IN041025	3	88	 	 	 
R28YRS	IN041026	1	1	6	200	80
R28YRS	IN041026	2	88	 	 	 
R28YRS	IN041026	3	88	 	 	 
R28YRS	IN041027	1	88	 	 	 
R28YRS	IN041027	2	88	 	 	 
R28YRS	IN041027	3	88	 	 	 
R28YRS	IN041032	1	21	1	1500	1
R28YRS	IN041032	2	88	 	 	 
R28YRS	IN041032	3	88	 	 	 
R28YRS	IN041033	1	23	2	200	1
R28YRS	IN041033	2	88	 	 	 
R28YRS	IN041033	3	88	 	 	 
R28YRS	IN041035	1	1	3	150	1
R28YRS	IN041035	2	88	 	 	 
R28YRS	IN041035	3	88	 	 	 
R28YRS	IN041037	1	1	2	80	1
R28YRS	IN041037	2	88	 	 	 
R28YRS	IN041037	3	88	 	 	 
R28YRS	IN041039	1	88	 	 	 
R28YRS	IN041039	2	88	 	 	 
R28YRS	IN041039	3	88	 	 	 
R28YRS	IN041041	1	1	2	50	1
R28YRS	IN041041	2	88	 	 	 
R28YRS	IN041041	3	88	 	 	 
R28YRS	IN041045	1	88	 	 	 
R28YRS	IN041045	2	88	 	 	 
R28YRS	IN041045	3	88	 	 	 
R28YRS	IN041046	1	88	 	 	 
R28YRS	IN041046	2	88	 	 	 
R28YRS	IN041046	3	88	 	 	 
R28YRS	IN041047	1	88	 	 	 
R28YRS	IN041047	2	88	 	 	 
R28YRS	IN041047	3	88	 	 	 
R28YRS	IN041048	1	1	5	300	1
R28YRS	IN041048	2	4	2	150	1
R28YRS	IN041048	3	88	 	 	 
R28YRS	IN041049	1	30	1	10000	1
R28YRS	IN041049	2	30	1	8000	1
R28YRS	IN041049	3	88	 	 	 
R28YRS	IN041050	1	88	 	 	 
R28YRS	IN041050	2	88	 	 	 
R28YRS	IN041050	3	88	 	 	 
R28YRS	IN051001	1	88	 	 	 
R28YRS	IN051001	2	88	 	 	 
R28YRS	IN051001	3	88	 	 	 
R28YRS	IN051002	1	88	 	 	 
R28YRS	IN051002	2	88	 	 	 
R28YRS	IN051002	3	88	 	 	 
R28YRS	IN051003	1	88	 	 	 
R28YRS	IN051003	2	88	 	 	 
R28YRS	IN051003	3	88	 	 	 
R28YRS	IN051004	1	1	6	155	1
R28YRS	IN051004	2	88	 	 	 
R28YRS	IN051004	3	88	 	 	 
R28YRS	IN051005	1	1	5	600	1
R28YRS	IN051005	2	3	1	800	1
R28YRS	IN051005	3	88	 	 	 
R28YRS	IN051006	1	1	6	250	1
R28YRS	IN051006	2	88	 	 	 
R28YRS	IN051006	3	88	 	 	 
R28YRS	IN051007	1	1	2	50	80
R28YRS	IN051007	2	88	 	 	 
R28YRS	IN051007	3	88	 	 	 
R28YRS	IN051008	1	1	5	30	1
R28YRS	IN051008	2	88	 	 	 
R28YRS	IN051008	3	88	 	 	 
R28YRS	IN051010	1	1	4	97	1
R28YRS	IN051010	2	88	 	 	 
R28YRS	IN051010	3	88	 	 	 
R28YRS	IN051012	1	88	 	 	 
R28YRS	IN051012	2	88	 	 	 
R28YRS	IN051012	3	88	 	 	 
R28YRS	IN051013	1	88	 	 	 
R28YRS	IN051013	2	88	 	 	 
R28YRS	IN051013	3	88	 	 	 
R28YRS	IN051015	1	1	2	100	1
R28YRS	IN051015	2	88	 	 	 
R28YRS	IN051015	3	88	 	 	 
R28YRS	IN051016	1	88	 	 	 
R28YRS	IN051016	2	88	 	 	 
R28YRS	IN051016	3	88	 	 	 
R28YRS	IN051019	1	88	 	 	 
R28YRS	IN051019	2	88	 	 	 
R28YRS	IN051019	3	88	 	 	 
R28YRS	IN051020	1	88	 	 	 
R28YRS	IN051020	2	88	 	 	 
R28YRS	IN051020	3	88	 	 	 
R28YRS	IN051021	1	30	1	500	80
R28YRS	IN051021	2	88	 	 	 
R28YRS	IN051021	3	88	 	 	 
R28YRS	IN051022	1	88	 	 	 
R28YRS	IN051022	2	88	 	 	 
R28YRS	IN051022	3	88	 	 	 
R28YRS	IN051023	1	1	4	250	1
R28YRS	IN051023	2	88	 	 	 
R28YRS	IN051023	3	88	 	 	 
R28YRS	IN051027	1	1	4	150	80
R28YRS	IN051027	2	88	 	 	 
R28YRS	IN051027	3	88	 	 	 
R28YRS	IN051028	1	1	4	150	80
R28YRS	IN051028	2	88	 	 	 
R28YRS	IN051028	3	88	 	 	 
R28YRS	IN051029	1	88	 	 	 
R28YRS	IN051029	2	88	 	 	 
R28YRS	IN051029	3	88	 	 	 
R28YRS	IN051030	1	88	 	 	 
R28YRS	IN051030	2	88	 	 	 
R28YRS	IN051030	3	88	 	 	 
R28YRS	IN051031	1	88	 	 	 
R28YRS	IN051031	2	88	 	 	 
R28YRS	IN051031	3	88	 	 	 
R28YRS	IN051032	1	1	1	30	80
R28YRS	IN051032	2	88	 	 	 
R28YRS	IN051032	3	88	 	 	 
R28YRS	IN051033	1	1	5	150	80
R28YRS	IN051033	2	88	 	 	 
R28YRS	IN051033	3	88	 	 	 
R28YRS	IN051034	1	88	 	 	 
R28YRS	IN051034	2	88	 	 	 
R28YRS	IN051034	3	88	 	 	 
R28YRS	IN051036	1	88	 	 	 
R28YRS	IN051036	2	88	 	 	 
R28YRS	IN051036	3	88	 	 	 
R28YRS	IN051037	1	88	 	 	 
R28YRS	IN051037	2	88	 	 	 
R28YRS	IN051037	3	88	 	 	 
R28YRS	IN051039	1	1	2	50	80
R28YRS	IN051039	2	88	 	 	 
R28YRS	IN051039	3	88	 	 	 
R28YRS	IN051040	1	88	 	 	 
R28YRS	IN051040	2	88	 	 	 
R28YRS	IN051040	3	88	 	 	 
R28YRS	IN051041	1	1	6	200	80
R28YRS	IN051041	2	88	 	 	 
R28YRS	IN051041	3	88	 	 	 
R28YRS	IN051043	1	1	3	140	2
R28YRS	IN051043	2	88	 	 	 
R28YRS	IN051043	3	88	 	 	 
R28YRS	IN051044	1	1	1	30	80
R28YRS	IN051044	2	88	 	 	 
R28YRS	IN051044	3	88	 	 	 
R28YRS	IN051047	1	88	 	 	 
R28YRS	IN051047	2	88	 	 	 
R28YRS	IN051047	3	88	 	 	 
R28YRS	IN051049	1	1	15	2000	4
R28YRS	IN051049	2	5	1	12000	4
R28YRS	IN051049	3	3	1	500	4
R28YRS	IN051050	1	88	 	 	 
R28YRS	IN051050	2	88	 	 	 
R28YRS	IN051050	3	88	 	 	 
R28YRS	IN061003	1	12	3	1700	1
R28YRS	IN061003	2	88	 	 	 
R28YRS	IN061003	3	88	 	 	 
R28YRS	IN061005	1	1	3	90	80
R28YRS	IN061005	2	88	 	 	 
R28YRS	IN061005	3	88	 	 	 
R28YRS	IN061007	1	11	6	390	80
R28YRS	IN061007	2	88	 	 	 
R28YRS	IN061007	3	88	 	 	 
R28YRS	IN061008	1	1	4	200	2
R28YRS	IN061008	2	88	 	 	 
R28YRS	IN061008	3	88	 	 	 
R28YRS	IN061009	1	88	 	 	 
R28YRS	IN061009	2	88	 	 	 
R28YRS	IN061009	3	88	 	 	 
R28YRS	IN061010	1	1	10	420	32
R28YRS	IN061010	2	88	 	 	 
R28YRS	IN061010	3	88	 	 	 
R28YRS	IN061011	1	88	 	 	 
R28YRS	IN061011	2	88	 	 	 
R28YRS	IN061011	3	88	 	 	 
R28YRS	IN061012	1	1	5	200	2
R28YRS	IN061012	2	88	 	 	 
R28YRS	IN061012	3	88	 	 	 
R28YRS	IN061013	1	11	4	200	80
R28YRS	IN061013	2	88	 	 	 
R28YRS	IN061013	3	88	 	 	 
R28YRS	IN061014	1	1	3	150	80
R28YRS	IN061014	2	88	 	 	 
R28YRS	IN061014	3	88	 	 	 
R28YRS	IN061024	1	88	 	 	 
R28YRS	IN061024	2	88	 	 	 
R28YRS	IN061024	3	88	 	 	 
R28YRS	IN061025	1	88	 	 	 
R28YRS	IN061025	2	88	 	 	 
R28YRS	IN061025	3	88	 	 	 
R28YRS	IN061029	1	5	2	8000	1
R28YRS	IN061029	2	4	1	300	1
R28YRS	IN061029	3	3	1	500	1
R28YRS	IN061031	1	13	7	500	3
R28YRS	IN061031	2	88	 	 	 
R28YRS	IN061031	3	88	 	 	 
R28YRS	IN061032	1	23	2	700	1
R28YRS	IN061032	2	88	 	 	 
R28YRS	IN061032	3	88	 	 	 
R28YRS	IN061033	1	4	1	150	80
R28YRS	IN061033	2	1	6	300	80
R28YRS	IN061033	3	88	 	 	 
R28YRS	IN061034	1	88	 	 	 
R28YRS	IN061034	2	88	 	 	 
R28YRS	IN061034	3	88	 	 	 
R28YRS	IN061036	1	1	5	400	1
R28YRS	IN061040	1	88	 	 	 
R28YRS	IN061040	2	88	 	 	 
R28YRS	IN061040	3	88	 	 	 
R28YRS	IN061041	1	1	3	100	80
R28YRS	IN061041	2	88	 	 	 
R28YRS	IN061041	3	88	 	 	 
R28YRS	IN061042	1	88	 	 	 
R28YRS	IN061042	2	88	 	 	 
R28YRS	IN061042	3	88	 	 	 
R28YRS	IN061043	1	23	1	200	1
R28YRS	IN061043	2	88	 	 	 
R28YRS	IN061043	3	88	 	 	 
R28YRS	IN061046	1	88	 	 	 
R28YRS	IN061046	2	88	 	 	 
R28YRS	IN061046	3	88	 	 	 
R28YRS	IN061047	1	1	4	200	1
R28YRS	IN061047	2	8	2	1500	1
R28YRS	IN061047	3	88	 	 	 
R28YRS	IN061049	1	88	 	 	 
R28YRS	IN061049	2	88	 	 	 
R28YRS	IN061049	3	88	 	 	 
R28YRS	IN071001	1	88	 	 	 
R28YRS	IN071001	2	88	 	 	 
R28YRS	IN071001	3	88	 	 	 
R28YRS	IN071002	1	1	2	40	80
R28YRS	IN071002	2	88	 	 	 
R28YRS	IN071002	3	88	 	 	 
R28YRS	IN071003	1	88	 	 	 
R28YRS	IN071003	2	88	 	 	 
R28YRS	IN071003	3	88	 	 	 
R28YRS	IN071008	1	1	2	60	80
R28YRS	IN071008	2	88	 	 	 
R28YRS	IN071008	3	88	 	 	 
R28YRS	IN071009	1	88	 	 	 
R28YRS	IN071009	2	88	 	 	 
R28YRS	IN071009	3	88	 	 	 
R28YRS	IN071010	1	88	 	 	 
R28YRS	IN071010	2	88	 	 	 
R28YRS	IN071010	3	88	 	 	 
R28YRS	IN071011	1	4	1	200	1
R28YRS	IN071011	2	1	6	300	1
R28YRS	IN071011	3	88	 	 	 
R28YRS	IN071012	1	88	 	 	 
R28YRS	IN071012	2	88	 	 	 
R28YRS	IN071012	3	88	 	 	 
R28YRS	IN071013	1	88	 	 	 
R28YRS	IN071013	2	88	 	 	 
R28YRS	IN071013	3	88	 	 	 
R28YRS	IN071014	1	23	10	500	80
R28YRS	IN071014	2	88	 	 	 
R28YRS	IN071014	3	88	 	 	 
R28YRS	IN071017	1	1	2	100	1
R28YRS	IN071017	2	88	 	 	 
R28YRS	IN071017	3	88	 	 	 
R28YRS	IN071018	1	15	2	1500	1
R28YRS	IN071018	2	88	 	 	 
R28YRS	IN071018	3	88	 	 	 
R28YRS	IN071019	1	88	 	 	 
R28YRS	IN071019	2	88	 	 	 
R28YRS	IN071019	3	88	 	 	 
R28YRS	IN071022	1	88	 	 	 
R28YRS	IN071022	2	88	 	 	 
R28YRS	IN071022	3	88	 	 	 
R28YRS	IN071025	1	88	 	 	 
R28YRS	IN071025	2	88	 	 	 
R28YRS	IN071025	3	88	 	 	 
R28YRS	IN071026	1	88	 	 	 
R28YRS	IN071026	2	88	 	 	 
R28YRS	IN071026	3	88	 	 	 
R28YRS	IN071027	1	1	4	200	3
R28YRS	IN071027	2	4	1	250	3
R28YRS	IN071027	3	88	 	 	 
R28YRS	IN071028	1	88	 	 	 
R28YRS	IN071028	2	88	 	 	 
R28YRS	IN071028	3	88	 	 	 
R28YRS	IN071029	1	88	 	 	 
R28YRS	IN071029	2	88	 	 	 
R28YRS	IN071029	3	88	 	 	 
R28YRS	IN071030	1	88	 	 	 
R28YRS	IN071030	2	88	 	 	 
R28YRS	IN071030	3	88	 	 	 
R28YRS	IN071032	1	1	4	200	1
R28YRS	IN071032	2	88	 	 	 
R28YRS	IN071032	3	88	 	 	 
R28YRS	IN071033	1	88	 	 	 
R28YRS	IN071033	2	88	 	 	 
R28YRS	IN071033	3	88	 	 	 
R28YRS	IN071034	1	88	 	 	 
R28YRS	IN071034	2	88	 	 	 
R28YRS	IN071034	3	88	 	 	 
R28YRS	IN071035	1	88	 	 	 
R28YRS	IN071035	2	88	 	 	 
R28YRS	IN071035	3	88	 	 	 
R28YRS	IN071038	1	88	 	 	 
R28YRS	IN071038	2	88	 	 	 
R28YRS	IN071038	3	88	 	 	 
R28YRS	IN071043	1	88	 	 	 
R28YRS	IN071043	2	88	 	 	 
R28YRS	IN071043	3	88	 	 	 
R28YRS	IN071044	1	4	4	500	1
R28YRS	IN071044	2	3	1	700	1
R28YRS	IN071044	3	1	8	1000	1
R28YRS	IN071045	1	1	2	30	80
R28YRS	IN071045	2	88	 	 	 
R28YRS	IN071045	3	88	 	 	 
R28YRS	IN071046	1	1	2	50	80
R28YRS	IN071046	2	88	 	 	 
R28YRS	IN071046	3	88	 	 	 
R28YRS	IN071047	1	88	 	 	 
R28YRS	IN071047	2	88	 	 	 
R28YRS	IN071047	3	88	 	 	 
R28YRS	IN071048	1	1	4	100	2
R28YRS	IN071048	2	88	 	 	 
R28YRS	IN071048	3	88	 	 	 
R28YRS	IN071050	1	1	2	150	1
R28YRS	IN071050	2	88	 	 	 
R28YRS	IN071050	3	88	 	 	 
R28YRS	IN081001	1	88	 	 	 
R28YRS	IN081001	2	88	 	 	 
R28YRS	IN081001	3	88	 	 	 
R28YRS	IN081002	1	88	 	 	 
R28YRS	IN081002	2	88	 	 	 
R28YRS	IN081002	3	88	 	 	 
R28YRS	IN081004	1	88	 	 	 
R28YRS	IN081004	2	88	 	 	 
R28YRS	IN081004	3	88	 	 	 
R28YRS	IN081008	1	88	 	 	 
R28YRS	IN081008	2	88	 	 	 
R28YRS	IN081008	3	88	 	 	 
R28YRS	IN081012	1	88	 	 	 
R28YRS	IN081012	2	88	 	 	 
R28YRS	IN081012	3	88	 	 	 
R28YRS	IN081013	1	88	 	 	 
R28YRS	IN081013	2	88	 	 	 
R28YRS	IN081013	3	88	 	 	 
R28YRS	IN081014	1	88	 	 	 
R28YRS	IN081014	2	88	 	 	 
R28YRS	IN081014	3	88	 	 	 
R28YRS	IN081015	1	88	 	 	 
R28YRS	IN081015	2	88	 	 	 
R28YRS	IN081015	3	88	 	 	 
R28YRS	IN081017	1	88	 	 	 
R28YRS	IN081017	2	88	 	 	 
R28YRS	IN081017	3	88	 	 	 
R28YRS	IN081020	1	88	 	 	 
R28YRS	IN081020	2	88	 	 	 
R28YRS	IN081020	3	88	 	 	 
R28YRS	IN081021	1	30	6	300	1
R28YRS	IN081021	2	88	 	 	 
R28YRS	IN081021	3	88	 	 	 
R28YRS	IN081022	1	88	 	 	 
R28YRS	IN081022	2	88	 	 	 
R28YRS	IN081022	3	88	 	 	 
R28YRS	IN081023	1	88	 	 	 
R28YRS	IN081023	2	88	 	 	 
R28YRS	IN081023	3	88	 	 	 
R28YRS	IN081025	1	88	 	 	 
R28YRS	IN081025	2	88	 	 	 
R28YRS	IN081025	3	88	 	 	 
R28YRS	IN081026	1	88	 	 	 
R28YRS	IN081026	2	88	 	 	 
R28YRS	IN081026	3	88	 	 	 
R28YRS	IN081027	1	30	3	600	1
R28YRS	IN081027	2	88	 	 	 
R28YRS	IN081027	3	88	 	 	 
R28YRS	IN081028	1	9	5	170	1
R28YRS	IN081028	2	88	 	 	 
R28YRS	IN081028	3	88	 	 	 
R28YRS	IN081031	1	88	 	 	 
R28YRS	IN081031	2	88	 	 	 
R28YRS	IN081031	3	88	 	 	 
R28YRS	IN081032	1	88	 	 	 
R28YRS	IN081032	2	88	 	 	 
R28YRS	IN081032	3	88	 	 	 
R28YRS	IN081034	1	1	4	100	2
R28YRS	IN081034	2	88	 	 	 
R28YRS	IN081034	3	88	 	 	 
R28YRS	IN081035	1	88	 	 	 
R28YRS	IN081035	2	88	 	 	 
R28YRS	IN081035	3	88	 	 	 
R28YRS	IN081037	1	21	1	1800	3
R28YRS	IN081037	2	88	 	 	 
R28YRS	IN081037	3	88	 	 	 
R28YRS	IN081038	1	88	 	 	 
R28YRS	IN081038	2	88	 	 	 
R28YRS	IN081038	3	88	 	 	 
R28YRS	IN081039	1	88	 	 	 
R28YRS	IN081039	2	88	 	 	 
R28YRS	IN081039	3	88	 	 	 
R28YRS	IN081040	1	1	4	40	2
R28YRS	IN081040	2	88	 	 	 
R28YRS	IN081040	3	88	 	 	 
R28YRS	IN081041	1	1	2	40	1
R28YRS	IN081041	2	88	 	 	 
R28YRS	IN081041	3	88	 	 	 
R28YRS	IN081042	1	1	2	60	1
R28YRS	IN081042	2	88	 	 	 
R28YRS	IN081042	3	88	 	 	 
R28YRS	IN081043	1	88	 	 	 
R28YRS	IN081043	2	88	 	 	 
R28YRS	IN081043	3	88	 	 	 
R28YRS	IN081044	1	21	1	400	2
