FORMNO	CHILDID	ACTID	ACTYEST	ACTSUPER	ACTCARE	CHOICE
R28YRS	IN011018	4	7	1	1	1
R28YRS	IN011018	5	17	1	1	1
R28YRS	IN011019	1	1	1	1	1
R28YRS	IN011019	2	2	1	1	1
R28YRS	IN011019	3	17	1	1	1
R28YRS	IN011019	4	10	1	0	1
R28YRS	IN011021	1	1	1	1	1
R28YRS	IN011021	2	2	1	1	1
R28YRS	IN011021	3	17	0	1	1
R28YRS	IN011022	1	1	1	1	1
R28YRS	IN011022	2	2	1	1	1
R28YRS	IN011022	3	12	1	1	1
R28YRS	IN011022	4	17	1	0	1
R28YRS	IN011023	1	2	1	0	0
R28YRS	IN011023	2	1	1	0	0
R28YRS	IN011023	3	10	0	0	1
R28YRS	IN011023	4	17	0	0	1
R28YRS	IN011024	1	1	1	0	1
R28YRS	IN011024	2	2	1	0	1
R28YRS	IN011024	3	5	1	0	1
R28YRS	IN011024	4	12	0	0	1
R28YRS	IN011024	5	17	0	0	1
R28YRS	IN011025	1	1	1	0	0
R28YRS	IN011025	2	2	1	0	0
R28YRS	IN011025	3	10	0	0	1
R28YRS	IN011025	4	12	0	0	1
R28YRS	IN011025	5	23	0	0	1
R28YRS	IN011026	1	1	1	1	1
R28YRS	IN011026	2	2	1	1	1
R28YRS	IN011026	3	5	0	0	1
R28YRS	IN011026	4	10	0	0	1
R28YRS	IN011026	5	12	0	0	1
R28YRS	IN011026	6	17	0	0	1
R28YRS	IN011027	1	1	1	0	0
R28YRS	IN011027	2	2	1	0	0
R28YRS	IN011027	3	10	0	0	1
R28YRS	IN011027	4	12	0	0	1
R28YRS	IN011028	1	1	1	0	1
R28YRS	IN011028	2	2	0	0	1
R28YRS	IN011028	3	5	0	0	1
R28YRS	IN011028	4	12	0	0	1
R28YRS	IN011028	5	10	0	0	1
R28YRS	IN011029	1	1	1	0	0
R28YRS	IN011029	2	2	1	0	0
R28YRS	IN011029	3	12	0	0	0
R28YRS	IN011030	1	1	1	0	0
R28YRS	IN011030	2	2	1	0	2
R28YRS	IN011030	3	10	0	0	1
R28YRS	IN011030	4	12	0	0	1
R28YRS	IN011030	5	23	1	0	1
R28YRS	IN011031	1	1	1	1	0
R28YRS	IN011031	2	2	1	0	0
R28YRS	IN011031	3	10	0	0	1
R28YRS	IN011031	4	17	1	1	1
R28YRS	IN011032	1	1	1	0	1
R28YRS	IN011032	2	2	1	1	1
R28YRS	IN011032	3	10	1	1	1
R28YRS	IN011032	4	17	1	1	1
R28YRS	IN011032	5	12	1	1	1
R28YRS	IN011033	1	1	1	0	2
R28YRS	IN011033	2	2	0	0	1
R28YRS	IN011033	3	5	0	0	1
R28YRS	IN011033	4	10	0	0	1
R28YRS	IN011033	5	12	0	0	1
R28YRS	IN011034	1	1	1	0	0
R28YRS	IN011034	2	2	1	0	0
R28YRS	IN011034	3	12	1	0	1
R28YRS	IN011035	1	1	1	0	1
R28YRS	IN011035	2	2	1	1	1
R28YRS	IN011035	3	12	1	1	1
R28YRS	IN011035	4	17	1	1	1
R28YRS	IN011036	1	1	1	0	0
R28YRS	IN011036	2	2	1	0	2
R28YRS	IN011036	3	10	0	0	1
R28YRS	IN011036	4	12	0	0	1
R28YRS	IN011037	1	1	1	0	0
R28YRS	IN011037	2	2	1	0	0
R28YRS	IN011037	3	10	0	0	1
R28YRS	IN011037	4	12	0	0	1
R28YRS	IN011037	5	17	0	0	1
R28YRS	IN011038	1	1	1	0	1
R28YRS	IN011038	2	2	1	0	1
R28YRS	IN011038	3	12	0	0	1
R28YRS	IN011038	4	17	0	0	1
R28YRS	IN011039	1	1	1	0	2
R28YRS	IN011039	2	2	0	0	1
R28YRS	IN011039	3	5	0	0	1
R28YRS	IN011039	4	12	0	0	1
R28YRS	IN011039	5	10	0	0	1
R28YRS	IN011040	1	1	1	0	0
R28YRS	IN011040	2	2	1	0	0
R28YRS	IN011041	1	2	1	0	1
R28YRS	IN011041	2	6	1	0	1
R28YRS	IN011041	3	10	1	0	1
R28YRS	IN011041	4	12	1	0	1
R28YRS	IN011042	1	9	1	1	1
R28YRS	IN011042	2	5	1	1	1
R28YRS	IN011042	3	12	1	0	1
R28YRS	IN011042	4	17	1	1	1
R28YRS	IN011043	1	1	1	0	0
R28YRS	IN011043	2	2	1	0	1
R28YRS	IN011043	3	10	1	1	1
R28YRS	IN011043	4	12	1	0	1
R28YRS	IN011043	5	17	1	1	1
R28YRS	IN011044	1	1	1	0	1
R28YRS	IN011044	2	2	1	1	1
R28YRS	IN011044	3	17	1	1	1
R28YRS	IN011045	1	1	1	0	0
R28YRS	IN011045	2	2	1	0	0
R28YRS	IN011045	3	12	0	0	1
R28YRS	IN011045	4	10	0	0	1
R28YRS	IN011046	1	1	1	0	1
R28YRS	IN011046	2	2	1	0	1
R28YRS	IN011046	3	10	1	0	1
R28YRS	IN011046	4	12	1	0	1
R28YRS	IN011046	5	17	1	0	1
R28YRS	IN011047	1	1	1	0	1
R28YRS	IN011047	2	2	1	0	1
R28YRS	IN011047	3	12	0	0	1
R28YRS	IN011047	4	5	0	0	1
R28YRS	IN011047	5	17	0	0	1
R28YRS	IN011048	1	1	1	0	1
R28YRS	IN011048	2	2	1	1	1
R28YRS	IN011048	3	12	0	0	1
R28YRS	IN011048	4	17	0	1	1
R28YRS	IN011048	5	5	0	0	1
R28YRS	IN011049	1	1	1	0	2
R28YRS	IN011049	2	2	1	0	2
R28YRS	IN011049	3	1	0	0	1
R28YRS	IN011049	4	12	0	0	1
R28YRS	IN011049	5	17	0	0	1
R28YRS	IN011050	1	1	1	0	1
R28YRS	IN011050	2	2	1	0	1
R28YRS	IN011050	3	12	1	0	1
R28YRS	IN021001	1	1	1	0	1
R28YRS	IN021001	2	2	1	0	1
R28YRS	IN021001	3	5	0	0	1
R28YRS	IN021001	4	10	0	0	1
R28YRS	IN021002	1	1	1	0	1
R28YRS	IN021002	2	2	1	0	1
R28YRS	IN021002	3	10	1	0	1
R28YRS	IN021003	1	1	0	0	1
R28YRS	IN021003	2	10	0	0	1
R28YRS	IN021003	3	12	0	0	1
R28YRS	IN021003	4	6	0	0	1
R28YRS	IN021004	1	1	1	0	2
R28YRS	IN021004	2	2	1	0	2
R28YRS	IN021004	3	12	0	0	1
R28YRS	IN021004	4	10	0	0	1
R28YRS	IN021005	1	1	1	1	0
R28YRS	IN021005	2	2	1	1	0
R28YRS	IN021005	3	10	0	0	1
R28YRS	IN021006	1	1	1	0	1
R28YRS	IN021006	2	2	1	0	1
R28YRS	IN021006	3	17	1	1	1
R28YRS	IN021006	4	10	1	1	1
R28YRS	IN021007	1	1	1	0	1
R28YRS	IN021007	2	2	1	0	1
R28YRS	IN021007	3	10	1	0	1
R28YRS	IN021008	1	1	1	1	1
R28YRS	IN021008	2	2	1	1	1
R28YRS	IN021008	3	10	0	0	1
R28YRS	IN021008	4	17	0	1	1
R28YRS	IN021008	5	12	0	0	1
R28YRS	IN021009	1	1	1	0	0
R28YRS	IN021009	2	2	0	0	1
R28YRS	IN021009	3	12	0	0	1
R28YRS	IN021009	4	10	0	0	1
R28YRS	IN021010	1	1	1	1	1
R28YRS	IN021010	2	2	1	1	1
R28YRS	IN021010	3	12	1	1	1
R28YRS	IN021010	4	17	1	1	1
R28YRS	IN021011	1	1	1	0	0
R28YRS	IN021011	2	2	1	0	0
R28YRS	IN021011	3	10	0	0	1
R28YRS	IN021012	1	1	0	0	1
R28YRS	IN021012	2	2	0	0	1
R28YRS	IN021012	3	10	0	0	1
R28YRS	IN021013	1	1	1	0	0
R28YRS	IN021013	2	2	1	0	0
R28YRS	IN021013	3	10	0	0	1
R28YRS	IN021014	1	1	1	0	1
R28YRS	IN021014	2	2	1	1	1
R28YRS	IN021014	3	5	1	0	1
R28YRS	IN021014	4	10	1	1	1
R28YRS	IN021014	5	12	1	1	1
R28YRS	IN021014	6	3	1	0	1
R28YRS	IN021015	1	1	1	0	1
R28YRS	IN021015	2	2	1	0	1
R28YRS	IN021015	3	10	1	0	1
R28YRS	IN021016	1	1	1	0	1
R28YRS	IN021016	2	2	1	0	1
R28YRS	IN021016	3	10	1	0	1
R28YRS	IN021016	4	17	1	0	1
R28YRS	IN021017	1	7	1	0	1
R28YRS	IN021017	2	10	1	0	1
R28YRS	IN021017	3	12	1	0	1
R28YRS	IN021017	4	18	1	0	1
R28YRS	IN021017	5	17	1	0	1
R28YRS	IN021018	1	1	1	0	1
R28YRS	IN021018	2	2	1	0	1
R28YRS	IN021018	3	5	1	0	1
R28YRS	IN021018	4	6	1	0	1
R28YRS	IN021019	1	5	0	0	1
R28YRS	IN021019	2	10	0	0	1
R28YRS	IN021019	3	12	0	0	1
R28YRS	IN021020	1	1	1	1	1
R28YRS	IN021020	2	2	1	1	1
R28YRS	IN021020	3	5	0	1	1
R28YRS	IN021020	4	6	0	1	1
R28YRS	IN021020	5	12	1	1	1
R28YRS	IN021021	1	5	0	0	1
R28YRS	IN021021	2	1	1	0	0
R28YRS	IN021021	3	2	0	0	1
R28YRS	IN021021	4	10	0	0	1
R28YRS	IN021022	1	1	1	0	1
R28YRS	IN021022	2	2	1	0	1
R28YRS	IN021022	3	10	1	0	2
R28YRS	IN021023	1	1	1	0	1
R28YRS	IN021023	2	2	1	1	1
R28YRS	IN021023	3	3	1	1	1
R28YRS	IN021023	4	9	1	0	1
R28YRS	IN021023	5	17	1	1	1
R28YRS	IN021023	6	5	1	0	1
R28YRS	IN021024	1	1	1	1	0
R28YRS	IN021024	2	2	1	1	1
R28YRS	IN021024	3	10	0	0	1
R28YRS	IN021025	1	1	1	0	2
R28YRS	IN021025	2	1	0	0	1
R28YRS	IN021025	3	12	0	0	1
R28YRS	IN021025	4	10	0	0	1
R28YRS	IN021025	5	5	0	0	1
R28YRS	IN021026	1	1	1	0	2
R28YRS	IN021026	2	2	1	0	1
R28YRS	IN021026	3	10	0	0	1
R28YRS	IN021027	1	1	1	0	1
R28YRS	IN021027	2	2	1	0	1
R28YRS	IN021027	3	10	1	0	1
R28YRS	IN021028	1	1	1	1	1
R28YRS	IN021028	2	2	1	1	1
R28YRS	IN021028	3	17	1	1	1
R28YRS	IN021028	4	5	1	1	1
R28YRS	IN021028	5	12	1	1	1
R28YRS	IN021029	1	1	1	1	0
R28YRS	IN021029	2	2	1	1	0
R28YRS	IN021030	1	1	1	1	1
R28YRS	IN021030	2	2	1	1	1
R28YRS	IN021030	3	10	0	0	1
R28YRS	IN021030	4	23	1	0	1
R28YRS	IN021031	1	5	0	0	2
R28YRS	IN021031	2	6	0	0	2
R28YRS	IN021031	3	8	0	0	2
R28YRS	IN021032	1	14	0	0	1
R28YRS	IN021032	2	10	0	0	1
R28YRS	IN021032	3	12	0	0	1
R28YRS	IN021033	1	1	1	0	1
R28YRS	IN021033	2	2	1	0	1
R28YRS	IN021033	3	10	1	0	1
R28YRS	IN021034	1	14	0	0	2
R28YRS	IN021034	2	5	0	0	2
R28YRS	IN021034	3	10	0	0	2
R28YRS	IN021035	1	5	1	0	1
R28YRS	IN021035	2	6	1	0	1
R28YRS	IN021035	3	14	1	0	1
R28YRS	IN021035	4	10	1	0	1
R28YRS	IN021036	1	1	1	0	0
R28YRS	IN021036	2	2	1	0	0
R28YRS	IN021036	3	10	1	0	1
R28YRS	IN021036	4	23	1	0	1
R28YRS	IN021037	1	14	0	0	0
R28YRS	IN021037	2	5	1	0	1
R28YRS	IN021037	3	10	0	0	1
R28YRS	IN021038	1	1	1	1	2
R28YRS	IN021038	2	2	1	1	1
R28YRS	IN021038	3	12	0	0	1
R28YRS	IN021039	1	1	0	0	1
R28YRS	IN021039	2	2	0	0	1
R28YRS	IN021039	3	10	0	0	1
R28YRS	IN021039	4	5	0	0	1
R28YRS	IN021040	1	1	1	1	1
R28YRS	IN021040	2	2	1	1	1
R28YRS	IN021040	3	10	1	1	1
R28YRS	IN021042	1	5	0	0	1
R28YRS	IN021042	2	12	0	0	1
R28YRS	IN021042	3	10	0	0	1
R28YRS	IN021042	4	6	0	0	1
R28YRS	IN021042	5	2	0	0	1
R28YRS	IN021043	1	1	1	1	1
R28YRS	IN021043	2	2	1	0	1
R28YRS	IN021043	3	17	1	1	1
R28YRS	IN021044	1	14	1	0	1
R28YRS	IN021044	2	5	1	0	1
R28YRS	IN021044	3	10	0	0	1
R28YRS	IN021044	4	12	0	1	1
R28YRS	IN021045	1	14	1	0	1
R28YRS	IN021045	2	10	0	0	1
R28YRS	IN021046	1	1	1	0	1
R28YRS	IN021046	2	2	1	0	1
R28YRS	IN021046	3	10	1	0	1
R28YRS	IN021047	1	1	1	1	2
R28YRS	IN021047	2	2	1	1	2
R28YRS	IN021047	3	10	1	1	2
R28YRS	IN021048	1	1	0	0	1
R28YRS	IN021048	2	2	0	0	1
R28YRS	IN021048	3	10	0	0	1
R28YRS	IN021048	4	5	0	0	1
R28YRS	IN021049	1	1	1	1	0
R28YRS	IN021049	2	2	1	1	0
R28YRS	IN021049	3	12	1	1	1
R28YRS	IN021050	1	1	1	0	0
R28YRS	IN021050	2	2	1	1	1
R28YRS	IN021050	3	23	0	0	1
R28YRS	IN031002	1	1	1	1	0
R28YRS	IN031002	2	2	1	1	0
R28YRS	IN031002	3	5	1	0	1
R28YRS	IN031002	4	12	1	0	1
R28YRS	IN031002	5	17	1	0	1
R28YRS	IN031003	1	1	1	0	0
R28YRS	IN031003	2	2	1	0	0
R28YRS	IN031003	3	10	1	0	1
R28YRS	IN031003	4	12	1	0	1
R28YRS	IN031004	1	1	1	0	0
R28YRS	IN031004	2	2	1	0	0
R28YRS	IN031004	3	12	0	0	1
R28YRS	IN031004	4	6	1	0	2
R28YRS	IN031005	1	1	1	1	1
R28YRS	IN031005	2	2	1	1	1
R28YRS	IN031005	3	4	1	1	1
R28YRS	IN031005	4	5	1	1	1
R28YRS	IN031005	5	9	1	1	1
R28YRS	IN031005	6	10	1	1	1
R28YRS	IN031005	7	11	1	1	1
R28YRS	IN031005	8	12	1	1	1
R28YRS	IN031006	1	1	1	1	1
R28YRS	IN031006	2	10	1	1	1
R28YRS	IN031006	3	2	1	1	1
R28YRS	IN031006	4	20	1	1	1
R28YRS	IN031006	5	17	1	1	1
R28YRS	IN031007	1	1	0	0	0
R28YRS	IN031007	2	12	1	0	1
R28YRS	IN031007	3	10	0	0	1
R28YRS	IN031009	1	1	1	0	1
R28YRS	IN031009	2	2	1	0	1
R28YRS	IN031010	1	1	1	0	1
R28YRS	IN031010	2	2	1	0	1
R28YRS	IN031010	3	10	1	0	1
R28YRS	IN031010	4	12	1	0	1
R28YRS	IN031010	5	18	1	0	1
R28YRS	IN031010	6	13	1	0	1
R28YRS	IN031010	7	11	1	0	1
R28YRS	IN031011	1	1	1	0	0
R28YRS	IN031011	2	2	1	0	0
R28YRS	IN031011	3	5	1	0	0
R28YRS	IN031011	4	12	0	0	1
R28YRS	IN031011	5	10	0	0	1
R28YRS	IN031011	6	23	1	0	0
R28YRS	IN031011	7	23	1	0	0
R28YRS	IN031012	1	1	1	0	0
R28YRS	IN031012	2	2	1	0	0
R28YRS	IN031013	1	1	1	0	0
R28YRS	IN031013	2	2	1	0	1
R28YRS	IN031014	1	1	1	0	0
R28YRS	IN031014	2	2	1	0	0
R28YRS	IN031015	1	1	1	1	1
R28YRS	IN031015	2	2	1	1	1
R28YRS	IN031015	3	18	1	1	1
R28YRS	IN031016	1	1	1	0	2
R28YRS	IN031016	2	2	0	1	1
R28YRS	IN031016	3	5	1	0	0
R28YRS	IN031016	4	10	0	0	1
R28YRS	IN031016	5	18	0	0	1
R28YRS	IN031017	1	1	1	0	0
R28YRS	IN031017	2	2	1	0	0
R28YRS	IN031017	3	10	1	0	1
R28YRS	IN031017	4	12	1	0	1
R28YRS	IN031018	1	1	1	0	0
R28YRS	IN031018	2	2	1	0	2
R28YRS	IN031018	3	5	1	1	2
R28YRS	IN031018	4	12	0	0	1
R28YRS	IN031019	1	1	0	0	0
R28YRS	IN031019	2	2	0	0	0
R28YRS	IN031019	3	10	1	0	1
R28YRS	IN031019	4	12	0	0	1
R28YRS	IN031020	1	1	1	1	0
R28YRS	IN031020	2	2	1	1	0
R28YRS	IN031020	3	12	1	0	1
R28YRS	IN031020	4	23	1	0	1
R28YRS	IN031021	1	1	1	0	0
R28YRS	IN031021	2	12	0	0	1
R28YRS	IN031021	3	2	1	1	2
R28YRS	IN031021	4	17	1	0	0
R28YRS	IN031022	1	1	0	77	0
R28YRS	IN031022	2	2	0	77	0
R28YRS	IN031022	3	6	1	77	1
R28YRS	IN031022	4	10	0	77	1
R28YRS	IN031022	5	12	1	77	1
R28YRS	IN031023	1	1	1	0	1
R28YRS	IN031023	2	2	1	1	1
R28YRS	IN031023	3	10	1	1	1
R28YRS	IN031024	1	1	1	0	0
R28YRS	IN031024	2	2	1	0	0
R28YRS	IN031024	3	10	0	0	1
R28YRS	IN031024	4	12	0	0	1
R28YRS	IN031024	5	18	1	0	1
R28YRS	IN031025	1	1	1	0	0
R28YRS	IN031025	2	2	1	0	0
R28YRS	IN031026	1	1	1	1	1
R28YRS	IN031026	2	2	1	1	1
R28YRS	IN031026	3	4	1	1	1
R28YRS	IN031026	4	10	1	1	1
R28YRS	IN031027	1	1	1	1	1
R28YRS	IN031027	2	2	1	1	1
R28YRS	IN031027	3	6	1	1	1
R28YRS	IN031027	4	10	1	1	1
R28YRS	IN031028	1	1	1	0	1
R28YRS	IN031028	2	2	1	0	1
R28YRS	IN031028	3	10	1	0	1
R28YRS	IN031028	4	12	1	0	1
R28YRS	IN031029	1	1	1	0	1
R28YRS	IN031029	2	2	1	0	1
R28YRS	IN031029	3	3	1	0	1
R28YRS	IN031030	1	1	1	1	1
R28YRS	IN031030	2	2	1	1	1
R28YRS	IN031030	3	5	1	1	1
R28YRS	IN031031	1	1	1	1	1
R28YRS	IN031031	2	2	1	1	1
R28YRS	IN031031	3	10	1	1	1
R28YRS	IN031031	4	12	1	1	1
R28YRS	IN031032	1	1	0	0	0
R28YRS	IN031032	2	10	0	0	1
R28YRS	IN031033	1	1	1	1	1
R28YRS	IN031033	2	2	1	1	1
R28YRS	IN031033	3	5	1	1	1
R28YRS	IN031033	4	12	1	1	1
R28YRS	IN031034	1	1	1	1	1
R28YRS	IN031034	2	2	1	1	1
R28YRS	IN031034	3	5	1	1	1
R28YRS	IN031035	1	1	1	1	1
R28YRS	IN031035	2	2	1	1	1
R28YRS	IN031035	3	6	1	1	1
R28YRS	IN031035	4	10	1	1	1
R28YRS	IN031036	1	1	1	0	0
R28YRS	IN031036	2	2	1	0	0
R28YRS	IN031036	3	10	1	0	1
R28YRS	IN031036	4	12	1	0	1
R28YRS	IN031037	1	1	1	1	1
R28YRS	IN031037	2	2	1	1	1
R28YRS	IN031037	3	10	1	1	1
R28YRS	IN031038	1	1	1	1	0
R28YRS	IN031038	2	2	1	1	0
R28YRS	IN031038	3	22	1	1	0
R28YRS	IN031038	4	10	1	1	0
R28YRS	IN031039	1	1	1	1	1
R28YRS	IN031039	2	2	1	1	1
R28YRS	IN031039	3	6	1	1	1
R28YRS	IN031039	4	10	1	1	1
R28YRS	IN031039	5	12	1	1	1
R28YRS	IN031040	1	1	1	1	0
R28YRS	IN031040	2	2	1	1	0
R28YRS	IN031040	3	12	0	0	1
R28YRS	IN031040	4	10	0	0	1
R28YRS	IN031041	1	1	1	1	1
R28YRS	IN031041	2	2	1	1	1
R28YRS	IN031041	3	10	1	1	1
R28YRS	IN031042	1	1	1	0	1
R28YRS	IN031042	2	2	1	0	1
R28YRS	IN031042	3	12	1	0	1
R28YRS	IN031042	4	10	1	0	1
R28YRS	IN031043	1	1	0	0	2
R28YRS	IN031043	2	2	1	0	1
R28YRS	IN031043	3	10	0	0	1
R28YRS	IN031043	4	12	1	0	1
R28YRS	IN031047	1	1	0	0	0
R28YRS	IN031047	2	10	0	0	1
R28YRS	IN031047	3	12	1	0	1
R28YRS	IN031047	4	18	1	0	1
R28YRS	IN031048	1	1	1	0	1
R28YRS	IN031048	2	1	1	0	1
R28YRS	IN031048	3	12	1	0	1
R28YRS	IN031048	4	10	1	0	1
R28YRS	IN031049	1	1	1	0	0
R28YRS	IN031049	2	2	1	0	0
R28YRS	IN031049	3	10	1	0	1
R28YRS	IN031049	4	12	1	0	1
R28YRS	IN031050	1	1	1	1	1
R28YRS	IN031050	2	2	1	1	1
R28YRS	IN031050	3	10	1	1	1
R28YRS	IN031050	4	22	1	1	1
R28YRS	IN041001	1	1	1	0	2
R28YRS	IN041001	2	2	1	0	1
R28YRS	IN041001	3	10	0	0	1
R28YRS	IN041001	4	12	0	0	1
R28YRS	IN041002	1	3	1	1	1
R28YRS	IN041002	2	8	1	0	1
R28YRS	IN041002	3	10	1	1	1
R28YRS	IN041002	4	12	1	1	1
R28YRS	IN041002	5	17	1	1	1
R28YRS	IN041003	1	1	1	0	1
R28YRS	IN041003	2	11	1	0	1
R28YRS	IN041003	3	17	0	0	1
R28YRS	IN041004	1	1	0	1	1
R28YRS	IN041004	2	2	0	1	1
R28YRS	IN041004	3	10	0	0	1
R28YRS	IN041004	4	12	0	0	1
R28YRS	IN041005	1	1	1	0	0
R28YRS	IN041005	2	2	1	0	0
R28YRS	IN041005	3	12	0	0	1
R28YRS	IN041005	4	10	0	0	1
R28YRS	IN041005	5	5	0	0	1
R28YRS	IN041006	1	1	1	0	0
R28YRS	IN041006	2	2	1	0	0
R28YRS	IN041006	3	12	1	0	1
R28YRS	IN041007	1	1	1	0	1
R28YRS	IN041007	2	2	1	0	1
R28YRS	IN041007	3	17	1	0	1
R28YRS	IN041009	1	1	1	0	1
R28YRS	IN041009	2	10	0	0	1
R28YRS	IN041009	3	12	0	0	1
R28YRS	IN041010	1	1	1	0	1
R28YRS	IN041010	2	5	0	0	1
R28YRS	IN041010	3	17	0	0	1
R28YRS	IN041011	1	1	1	0	0
R28YRS	IN041011	2	2	1	0	0
R28YRS	IN041011	3	10	0	0	1
R28YRS	IN041012	1	1	1	0	0
R28YRS	IN041012	2	2	1	0	0
R28YRS	IN041012	3	10	0	0	1
R28YRS	IN041013	1	1	1	0	0
R28YRS	IN041013	2	2	1	0	0
R28YRS	IN041013	3	10	0	0	1
R28YRS	IN041014	1	14	0	0	1
R28YRS	IN041014	2	10	0	0	1
R28YRS	IN041014	3	12	0	0	1
R28YRS	IN041015	1	1	1	0	0
R28YRS	IN041015	2	2	1	0	0
R28YRS	IN041015	3	10	0	0	1
R28YRS	IN041016	1	1	1	0	1
R28YRS	IN041016	2	2	1	0	1
R28YRS	IN041016	3	17	1	1	1
R28YRS	IN041017	1	1	1	0	0
R28YRS	IN041017	2	17	1	0	1
R28YRS	IN041017	3	10	0	0	1
R28YRS	IN041018	1	1	1	0	1
R28YRS	IN041018	2	1	1	1	1
R28YRS	IN041018	3	17	1	1	1
R28YRS	IN041019	1	1	1	0	0
R28YRS	IN041019	2	2	1	0	0
R28YRS	IN041019	3	10	0	0	1
R28YRS	IN041020	1	1	1	0	1
R28YRS	IN041020	2	2	0	0	1
R28YRS	IN041020	3	17	0	0	1
R28YRS	IN041021	1	1	1	1	1
R28YRS	IN041021	2	2	1	1	1
R28YRS	IN041021	3	10	1	0	1
R28YRS	IN041021	4	17	1	1	1
R28YRS	IN041022	1	8	1	0	1
R28YRS	IN041022	2	10	0	0	1
R28YRS	IN041022	3	12	0	0	1
R28YRS	IN041023	1	1	1	0	1
R28YRS	IN041023	2	2	1	1	1
R28YRS	IN041023	3	17	1	0	1
R28YRS	IN041024	1	1	1	0	1
R28YRS	IN041024	2	2	1	0	1
R28YRS	IN041024	3	12	0	0	1
R28YRS	IN041024	4	5	0	0	1
R28YRS	IN041025	1	1	1	0	0
R28YRS	IN041025	2	2	1	0	0
R28YRS	IN041025	3	10	1	0	1
R28YRS	IN041026	1	1	1	0	0
R28YRS	IN041026	2	1	1	0	0
R28YRS	IN041026	3	10	0	0	1
R28YRS	IN041026	4	12	0	0	1
R28YRS	IN041027	1	1	0	0	1
R28YRS	IN041027	2	2	0	0	1
R28YRS	IN041027	3	12	0	0	1
R28YRS	IN041028	1	1	1	0	0
R28YRS	IN041028	2	2	0	0	1
R28YRS	IN041028	3	12	0	0	1
R28YRS	IN041028	4	10	0	0	1
R28YRS	IN041029	1	1	1	0	0
R28YRS	IN041029	2	2	1	1	1
R28YRS	IN041029	3	10	0	0	1
R28YRS	IN041029	4	12	0	0	1
R28YRS	IN041030	1	1	1	1	1
R28YRS	IN041030	2	2	1	0	1
R28YRS	IN041030	3	12	0	0	1
R28YRS	IN041030	4	10	0	1	1
R28YRS	IN041030	5	23	0	0	1
R28YRS	IN041031	1	19	1	0	77
R28YRS	IN041032	1	1	1	0	1
R28YRS	IN041032	2	2	1	0	1
R28YRS	IN041032	3	12	0	0	1
R28YRS	IN041032	4	17	0	0	1
