FORMNO	CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
R28YRS	IN151015	2	2	1	4500	1
R28YRS	IN151015	3	3	1	1000	1
R28YRS	IN151016	1	13	1	200	3
R28YRS	IN151017	1	8	3	75	1
R28YRS	IN151018	1	1	40	2000	80
R28YRS	IN151018	2	2	1	7000	80
R28YRS	IN151018	3	5	1	6000	80
R28YRS	IN151019	1	4	1	200	1
R28YRS	IN151020	1	30	1	200	80
R28YRS	IN151021	1	2	1	1500	1
R28YRS	IN151021	2	4	1	200	1
R28YRS	IN151021	3	3	1	500	1
R28YRS	IN151022	1	2	1	2000	80
R28YRS	IN151022	2	3	1	200	80
R28YRS	IN151022	3	1	4	300	80
R28YRS	IN151023	1	2	1	10000	1
R28YRS	IN151023	2	1	4	200	1
R28YRS	IN151023	3	4	1	200	1
R28YRS	IN151024	1	1	4	150	1
R28YRS	IN151025	1	2	1	2000	1
R28YRS	IN151025	2	1	4	400	1
R28YRS	IN151025	3	3	1	2000	1
R28YRS	IN151026	1	13	3	100	1
R28YRS	IN151026	2	1	3	300	1
R28YRS	IN151027	1	2	1	2000	1
R28YRS	IN151027	2	4	1	100	1
R28YRS	IN151027	3	1	5	200	1
R28YRS	IN151028	1	1	3	200	80
R28YRS	IN151028	2	2	1	2000	80
R28YRS	IN151028	3	4	1	200	80
R28YRS	IN151029	1	8	3	50	1
R28YRS	IN151030	1	1	5	500	4
R28YRS	IN151031	1	1	3	200	1
R28YRS	IN151032	1	13	77	1000	2
R28YRS	IN151033	1	21	3	8000	3
R28YRS	IN151035	1	1	5	500	1
R28YRS	IN151036	1	1	3	100	1
R28YRS	IN151037	1	1	3	60	80
R28YRS	IN151038	1	1	3	100	1
R28YRS	IN151038	2	4	1	200	1
R28YRS	IN151038	3	8	3	550	1
R28YRS	IN151039	1	1	5	400	1
R28YRS	IN151040	1	1	6	1200	1
R28YRS	IN151040	2	2	1	6000	1
R28YRS	IN151040	3	3	1	1200	1
R28YRS	IN151041	1	1	3	200	1
R28YRS	IN151041	2	2	1	2000	1
R28YRS	IN151042	1	1	4	400	80
R28YRS	IN151042	2	2	1	6000	80
R28YRS	IN151042	3	4	2	380	80
R28YRS	IN151043	1	1	6	200	2
R28YRS	IN151043	2	2	1	5000	2
R28YRS	IN151043	3	4	1	100	2
R28YRS	IN151044	1	21	2	4500	80
R28YRS	IN151045	1	4	1	200	1
R28YRS	IN151045	2	1	4	250	1
R28YRS	IN151045	3	2	1	4000	1
R28YRS	IN151046	1	1	3	200	1
R28YRS	IN151047	1	1	3	200	2
R28YRS	IN151047	2	8	2	50	2
R28YRS	IN151048	1	1	4	300	1
R28YRS	IN151050	1	1	4	200	80
R28YRS	IN161001	1	8	2	100	80
R28YRS	IN161004	1	8	4	200	80
R28YRS	IN161005	1	30	1	6000	80
R28YRS	IN161005	2	23	4	3000	80
R28YRS	IN161008	1	8	3	100	80
R28YRS	IN161008	2	4	1	200	80
R28YRS	IN161009	1	8	3	60	80
R28YRS	IN161010	1	8	2	100	80
R28YRS	IN161011	1	4	1	300	80
R28YRS	IN161011	2	8	3	100	80
R28YRS	IN161012	1	13	13	1000	1
R28YRS	IN161013	1	4	1	300	80
R28YRS	IN161013	2	8	4	500	80
R28YRS	IN161014	1	1	6	500	1
R28YRS	IN161014	2	4	2	600	1
R28YRS	IN161015	1	1	8	300	80
R28YRS	IN161015	2	4	1	150	80
R28YRS	IN161015	3	8	3	500	80
R28YRS	IN161016	1	1	3	280	80
R28YRS	IN161016	2	4	1	300	80
R28YRS	IN161016	3	8	4	700	80
R28YRS	IN161020	1	4	2	40	80
R28YRS	IN161020	2	1	1	300	80
R28YRS	IN161020	3	8	4	100	80
R28YRS	IN161021	1	1	6	1000	80
R28YRS	IN161021	2	2	1	5000	80
R28YRS	IN161021	3	4	1	100	80
R28YRS	IN161022	1	1	3	300	2
R28YRS	IN161022	2	4	1	300	2
R28YRS	IN161022	3	8	3	70	2
R28YRS	IN161024	1	12	1	500	1
R28YRS	IN161025	1	4	1	100	80
R28YRS	IN161025	2	8	4	200	80
R28YRS	IN161026	1	8	6	200	80
R28YRS	IN161027	1	8	2	50	1
R28YRS	IN161028	1	1	10	4000	80
R28YRS	IN161028	2	3	1	2000	80
R28YRS	IN161028	3	1	1	200	80
R28YRS	IN161029	1	1	6	1600	1
R28YRS	IN161029	2	4	2	600	1
R28YRS	IN161029	3	3	1	6000	1
R28YRS	IN161031	1	1	10	1000	80
R28YRS	IN161031	2	3	1	2000	80
R28YRS	IN161031	3	4	1	200	80
R28YRS	IN161033	1	1	5	400	1
R28YRS	IN161034	1	4	1	200	80
R28YRS	IN161034	2	1	2	100	80
R28YRS	IN161034	3	8	3	150	80
R28YRS	IN161035	1	1	5	100	2
R28YRS	IN161036	1	8	4	100	80
R28YRS	IN161037	1	1	5	1500	1
R28YRS	IN161037	2	1	1	15000	1
R28YRS	IN161038	1	1	2	100	1
R28YRS	IN161039	1	8	3	100	80
R28YRS	IN161040	1	8	5	400	80
R28YRS	IN161041	1	17	10	-77	80
R28YRS	IN161042	1	1	3	250	80
R28YRS	IN161042	2	8	2	50	80
R28YRS	IN161043	1	8	4	200	0
R28YRS	IN161043	2	1	2	50	0
R28YRS	IN161044	1	8	4	100	80
R28YRS	IN161045	1	4	1	150	1
R28YRS	IN161045	2	1	3	250	1
R28YRS	IN161045	3	2	1	4000	1
R28YRS	IN161050	1	8	4	200	80
R28YRS	IN171001	1	1	6	800	80
R28YRS	IN171001	2	4	1	300	80
R28YRS	IN171003	1	1	6	100	2
R28YRS	IN171004	1	1	6	120	1
R28YRS	IN171005	1	1	9	150	1
R28YRS	IN171005	2	4	1	400	1
R28YRS	IN171008	1	1	8	80	1
R28YRS	IN171009	1	1	5	200	1
R28YRS	IN171009	2	5	1	15000	88
R28YRS	IN171010	1	1	5	500	1
R28YRS	IN171011	1	5	1	15000	2
R28YRS	IN171011	2	4	1	200	2
R28YRS	IN171011	3	1	4	800	2
R28YRS	IN171014	1	5	1	12000	2
R28YRS	IN171014	2	2	1	7000	2
R28YRS	IN171014	3	4	1	200	2
R28YRS	IN171015	1	1	3	50	2
R28YRS	IN171016	1	1	5	450	80
R28YRS	IN171018	1	1	5	200	3
R28YRS	IN171019	1	1	3	130	80
R28YRS	IN171019	2	2	1	13000	80
R28YRS	IN171019	3	4	3	500	80
R28YRS	IN171020	1	1	4	200	1
R28YRS	IN171020	2	4	1	250	1
R28YRS	IN171021	1	1	3	150	80
R28YRS	IN171022	1	1	2	400	1
R28YRS	IN171023	1	4	1	250	80
R28YRS	IN171023	2	1	3	250	80
R28YRS	IN171026	1	4	1	150	3
R28YRS	IN171026	2	5	1	12000	3
R28YRS	IN171026	3	8	3	1400	3
R28YRS	IN171027	1	1	1	300	1
R28YRS	IN171029	1	1	6	150	2
R28YRS	IN171029	2	4	1	400	2
R28YRS	IN171030	1	1	4	800	80
R28YRS	IN171031	1	1	6	200	80
R28YRS	IN171032	1	1	6	500	1
R28YRS	IN171032	2	2	1	8000	1
R28YRS	IN171032	3	4	4	2000	1
R28YRS	IN171033	1	30	5	300	80
R28YRS	IN171034	1	1	4	200	1
R28YRS	IN171035	1	11	8	2000	80
R28YRS	IN171037	1	5	1	15000	5
R28YRS	IN171037	2	4	1	200	5
R28YRS	IN171037	3	5	3	1300	5
R28YRS	IN171038	1	30	20	1000	80
R28YRS	IN171039	1	1	4	500	1
R28YRS	IN171040	1	30	3	100	1
R28YRS	IN171041	1	1	6	100	1
R28YRS	IN171042	1	5	2	40000	2
R28YRS	IN171042	2	4	2	300	2
R28YRS	IN171042	3	8	3	1200	2
R28YRS	IN171043	1	1	2	200	1
R28YRS	IN171044	1	23	10	1000	3
R28YRS	IN171046	1	1	6	150	1
R28YRS	IN171046	2	4	1	400	1
R28YRS	IN171046	3	2	1	4000	1
R28YRS	IN171047	1	1	3	500	1
R28YRS	IN171048	1	1	4	500	1
R28YRS	IN171049	1	1	3	200	2
R28YRS	IN171050	1	4	4	3000	80
R28YRS	IN171050	2	1	5	400	80
R28YRS	IN181002	1	30	2	600	1
R28YRS	IN181004	1	1	6	80	80
R28YRS	IN181005	1	1	4	100	80
R28YRS	IN181006	1	30	5	300	5
R28YRS	IN181007	1	1	4	300	2
R28YRS	IN181007	2	30	2	200	2
R28YRS	IN181008	1	1	4	300	2
R28YRS	IN181010	1	30	2	7000	2
R28YRS	IN181011	1	1	5	300	80
R28YRS	IN181011	2	4	3	600	80
R28YRS	IN181012	1	25	1	170000	2
R28YRS	IN181015	1	1	4	200	2
R28YRS	IN181016	1	1	6	350	8
R28YRS	IN181016	2	4	1	400	8
R28YRS	IN181016	3	8	1	10000	8
R28YRS	IN181017	1	1	3	200	1
R28YRS	IN181018	1	1	4	250	1
R28YRS	IN181019	1	1	4	400	8
R28YRS	IN181019	2	4	1	200	8
R28YRS	IN181019	3	8	2	300	8
R28YRS	IN181020	1	1	4	240	80
R28YRS	IN181020	2	4	2	300	80
R28YRS	IN181021	1	1	4	500	2
R28YRS	IN181022	1	5	1	14000	80
R28YRS	IN181022	2	4	3	600	80
R28YRS	IN181022	3	1	8	700	80
R28YRS	IN181023	1	1	7	310	2
R28YRS	IN181023	2	4	1	400	2
R28YRS	IN181024	1	1	4	100	2
R28YRS	IN181025	1	2	1	7000	2
R28YRS	IN181025	2	4	2	500	2
R28YRS	IN181025	3	1	4	450	2
R28YRS	IN181026	1	4	1	250	3
R28YRS	IN181026	2	1	6	750	3
R28YRS	IN181026	3	5	1	25000	3
R28YRS	IN181027	1	1	7	150	1
R28YRS	IN181027	2	4	1	400	1
R28YRS	IN181029	1	5	1	15000	1
R28YRS	IN181029	2	2	1	8000	1
R28YRS	IN181029	3	4	2	500	1
R28YRS	IN181030	1	1	8	300	2
R28YRS	IN181031	1	1	5	600	2
R28YRS	IN181031	2	1	1	300	2
R28YRS	IN181033	1	30	10	1000	80
R28YRS	IN181034	1	1	6	800	80
R28YRS	IN181035	1	1	1	200	5
R28YRS	IN181036	1	1	4	100	1
R28YRS	IN181037	1	1	4	100	1
R28YRS	IN181038	1	1	5	400	80
R28YRS	IN181039	1	1	6	600	80
R28YRS	IN181040	1	1	6	150	1
R28YRS	IN181041	1	1	4	600	80
R28YRS	IN181045	1	30	3	130	3
R28YRS	IN181047	1	5	1	24000	1
R28YRS	IN181047	2	4	1	250	1
R28YRS	IN181047	3	1	8	600	1
R28YRS	IN181048	1	5	1	10000	80
R28YRS	IN181048	2	1	10	600	80
R28YRS	IN181049	1	1	5	300	80
R28YRS	IN191001	1	1	8	800	80
R28YRS	IN191002	1	1	4	250	1
R28YRS	IN191003	1	1	4	250	3
R28YRS	IN191004	1	1	4	280	80
R28YRS	IN191005	1	5	1	30000	80
R28YRS	IN191005	2	1	5	500	80
R28YRS	IN191006	1	1	4	300	80
R28YRS	IN191006	2	4	2	600	80
R28YRS	IN191007	1	5	1	10000	90
R28YRS	IN191007	2	4	1	400	1
R28YRS	IN191007	3	1	5	400	1
R28YRS	IN191008	1	2	1	6000	3
R28YRS	IN191008	2	4	1	300	3
R28YRS	IN191008	3	1	4	200	3
R28YRS	IN191009	1	30	2	800	80
R28YRS	IN191009	2	30	1	800	80
R28YRS	IN191010	1	15	20	10000	80
R28YRS	IN191011	1	1	4	300	80
R28YRS	IN191012	1	30	1	1000	80
R28YRS	IN191012	2	30	1	500	80
R28YRS	IN191013	1	1	10	900	80
R28YRS	IN191014	1	1	3	150	3
R28YRS	IN191015	1	1	9	500	1
R28YRS	IN191015	2	4	1	40	1
R28YRS	IN191015	3	30	1	300	1
R28YRS	IN191016	1	1	4	300	80
R28YRS	IN191016	2	5	1	20000	80
R28YRS	IN191017	1	5	1	30000	1
R28YRS	IN191017	2	1	4	600	1
R28YRS	IN191019	1	1	10	600	80
R28YRS	IN191019	2	4	2	2000	80
R28YRS	IN191019	3	5	1	25000	80
R28YRS	IN191020	1	5	1	20000	1
R28YRS	IN191020	2	1	4	200	1
R28YRS	IN191022	1	1	4	230	80
R28YRS	IN191023	1	5	2	70000	1
R28YRS	IN191023	2	1	4	500	1
R28YRS	IN191024	1	1	20	500	80
R28YRS	IN191025	1	30	2	10800	80
R28YRS	IN191026	1	1	3	150	2
R28YRS	IN191027	1	1	10	600	80
R28YRS	IN191027	2	4	3	400	80
R28YRS	IN191028	1	1	7	300	80
R28YRS	IN191028	2	3	3	500	80
R28YRS	IN191029	1	1	4	250	80
R28YRS	IN191029	2	4	3	500	80
R28YRS	IN191030	1	25	1	45000	4
R28YRS	IN191031	1	5	1	25000	1
R28YRS	IN191031	2	4	1	500	1
R28YRS	IN191031	3	1	4	200	1
R28YRS	IN191032	1	1	6	300	3
R28YRS	IN191032	2	4	1	400	3
R28YRS	IN191033	1	5	1	30000	1
R28YRS	IN191033	2	1	5	500	1
R28YRS	IN191034	1	4	1	250	80
R28YRS	IN191034	2	5	2	50000	80
R28YRS	IN191034	3	1	5	400	80
R28YRS	IN191035	1	1	4	200	80
R28YRS	IN191035	2	4	2	300	80
R28YRS	IN191036	1	1	5	250	1
R28YRS	IN191037	1	1	6	350	1
R28YRS	IN191037	2	4	1	400	1
R28YRS	IN191037	3	8	1	500	1
R28YRS	IN191038	1	5	1	20000	80
R28YRS	IN191038	2	4	1	250	1
R28YRS	IN191038	3	1	4	300	1
R28YRS	IN191039	1	15	10	1000	80
R28YRS	IN191040	1	1	6	350	1
R28YRS	IN191041	1	1	4	300	80
R28YRS	IN191042	1	11	8	2000	1
R28YRS	IN191043	1	21	1	2000	1
R28YRS	IN191044	1	15	10	3000	80
R28YRS	IN191045	1	1	10	1500	80
R28YRS	IN191045	2	4	2	2000	80
R28YRS	IN191045	3	5	2	50000	80
R28YRS	IN191046	1	1	4	200	1
R28YRS	IN191046	2	4	1	400	1
R28YRS	IN191047	1	5	1	30000	80
R28YRS	IN191047	2	4	1	250	80
R28YRS	IN191047	3	1	4	500	80
R28YRS	IN191049	1	1	6	500	80
R28YRS	IN191050	1	30	1	300	1
R28YRS	IN201001	1	13	2	200	3
R28YRS	IN201001	2	25	1	2000	3
R28YRS	IN201002	1	25	1	14000	1
R28YRS	IN201003	1	30	1	2000	1
R28YRS	IN201004	1	25	1	100000	2
R28YRS	IN201007	1	25	1	25000	1
R28YRS	IN201008	1	25	1	1000	1
R28YRS	IN201009	1	23	3	2000	1
R28YRS	IN201009	2	25	1	2000	1
R28YRS	IN201010	1	25	1	1500	1
R28YRS	IN201011	1	25	1	3500	1
R28YRS	IN201014	1	12	6	1500	1
R28YRS	IN201015	1	13	2	80	1
R28YRS	IN201015	2	13	1	20	1
R28YRS	IN201015	3	13	1	20	1
R28YRS	IN201017	1	25	1	2000	1
R28YRS	IN201017	2	13	2	300	1
R28YRS	IN201019	1	25	1	45000	6
R28YRS	IN201020	1	25	1	1200	1
R28YRS	IN201022	1	25	1	1500	1
R28YRS	IN201024	1	25	1	30000	1
R28YRS	IN201025	1	12	2	-77	88
R28YRS	IN201027	1	13	5	80	1
R28YRS	IN201027	2	13	2	140	1
R28YRS	IN201027	3	30	2	80	1
R28YRS	IN201028	1	12	2	-77	1
R28YRS	IN201029	1	1	0	0	90
R28YRS	IN201032	1	9	20	10000	1
R28YRS	IN201032	2	25	1	1500	1
R28YRS	IN201033	1	13	8	50000	1
R28YRS	IN201033	2	25	1	28000	1
R28YRS	IN201033	3	25	1	1500	1
R28YRS	IN201034	1	21	2	4000	1
R28YRS	IN201034	2	9	2	200	1
R28YRS	IN201036	1	18	-77	-77	1
R28YRS	IN201036	2	25	1	-77	1
R28YRS	IN201037	1	15	10	2500	2
R28YRS	IN201038	1	17	0	-88	90
R28YRS	IN201039	1	13	6	130	1
R28YRS	IN201040	1	15	10	1500	1
R28YRS	IN201040	2	25	1	1500	1
R28YRS	IN201042	1	25	0	-88	88
R28YRS	IN201044	1	25	1	-77	1
R28YRS	IN201049	1	26	1	-77	1
R28YRS	IN201050	1	25	1	-77	1
