FORMNO	CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R28YRS	IN021016	1	.06	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN021016	2	1	1	5	1	1	2	1	3000	2000	53	88	88	88	0	88
R28YRS	IN021017	1	.05	1	1	0	0	88	0	-88	3000	 	 	 	 	 	 
R28YRS	IN021017	2	2	2	5	0	0	88	1	24000	11100	53	88	88	88	1	4
R28YRS	IN021018	1	.07	1	1	1	1	1	0	-88	3000	 	 	 	 	 	 
R28YRS	IN021018	2	.1	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021018	3	3	1	9	1	1	1	1	9000	0	 	 	 	 	 	 
R28YRS	IN021018	4	2	1	13	1	1	1	0	-88	0	31	88	88	88	0	88
R28YRS	IN021018	5	1	1	5	1	1	1	1	8000	6850	53	88	88	88	1	4
R28YRS	IN021019	1	.06	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN021020	1	.02	1	1	0	0	88	0	-88	1500	 	 	 	 	 	 
R28YRS	IN021021	1	.02	6	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021022	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021023	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021024	1	.05	1	1	1	1	1	0	-88	35000	 	 	 	 	 	 
R28YRS	IN021025	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021026	1	.05	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN021026	2	1	1	5	1	1	5	1	5820	3500	53	37	88	88	1	0
R28YRS	IN021026	3	1	1	5	1	1	5	1	5550	4500	18	88	88	88	0	88
R28YRS	IN021027	1	.03	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021028	1	.04	1	2	1	1	2	0	-88	150000	 	 	 	 	 	 
R28YRS	IN021029	1	.01	1	1	1	1	1	0	-88	500	 	 	 	 	 	 
R28YRS	IN021029	2	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021029	3	1	1	5	1	1	1	1	9000	5300	53	88	88	88	1	4
R28YRS	IN021029	4	.5	1	5	1	1	1	1	7200	4000	18	88	88	88	0	88
R28YRS	IN021030	1	.04	1	1	1	1	1	0	-88	3000	 	 	 	 	 	 
R28YRS	IN021031	1	.04	1	1	1	1	6	0	-88	0	 	 	 	 	 	 
R28YRS	IN021031	2	.03	6	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021031	3	1	1	5	1	1	6	1	4200	5000	53	88	88	88	1	0
R28YRS	IN021032	1	.05	1	1	1	1	1	0	-88	4000	 	 	 	 	 	 
R28YRS	IN021032	2	2	1	5	1	1	1	1	10800	8000	18	88	88	88	0	88
R28YRS	IN021032	3	1	1	5	1	1	1	1	0	1500	53	88	88	88	0	88
R28YRS	IN021033	1	.06	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN021033	2	.5	1	5	1	1	1	1	3825	1350	53	88	88	88	0	88
R28YRS	IN021033	3	1	2	5	0	0	88	1	12000	7090	18	88	88	88	0	88
R28YRS	IN021033	4	2	1	88	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN021034	1	.05	3	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021034	2	.05	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021034	3	3	1	9	1	1	1	1	5000	0	 	 	 	 	 	 
R28YRS	IN021035	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021035	2	.5	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021035	3	.5	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021035	4	.5	1	5	1	1	1	1	1000	0	88	88	53	88	0	88
R28YRS	IN021035	5	.5	1	5	1	1	1	1	1000	0	88	88	53	88	0	88
R28YRS	IN021036	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021036	2	1	1	5	1	1	1	1	20000	11000	53	71	71	88	1	4
R28YRS	IN021037	1	.04	1	1	1	1	2	0	-88	1000	 	 	 	 	 	 
R28YRS	IN021038	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN021038	2	.5	1	5	1	1	2	1	5100	4000	18	88	88	88	0	88
R28YRS	IN021038	3	1	1	5	1	1	1	1	3000	0	30	88	88	88	0	88
R28YRS	IN021039	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021039	2	1	4	5	0	0	88	1	7050	5000	53	88	88	88	1	4
R28YRS	IN021040	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN021040	2	2	2	5	0	0	88	0	-88	8000	21	88	88	88	1	4
R28YRS	IN021042	1	.05	1	1	1	1	1	0	-88	1500	 	 	 	 	 	 
R28YRS	IN021043	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021043	2	2	1	7	1	1	3	1	24000	3000	48	88	88	88	0	88
R28YRS	IN021044	1	.03	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021045	1	.03	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021046	1	.05	1	1	1	1	2	0	-88	1000	 	 	 	 	 	 
R28YRS	IN021047	1	.03	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021048	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN021048	2	.5	1	11	1	1	1	1	21000	3500	 	 	 	 	 	 
R28YRS	IN021049	1	.04	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN021050	1	.05	1	1	1	1	1	1	1200	0	 	 	 	 	 	 
R28YRS	IN031002	1	.03	2	1	0	0	88	0	-88	14500	 	 	 	 	 	 
R28YRS	IN031003	1	.01	2	1	0	0	88	0	-88	8400	 	 	 	 	 	 
R28YRS	IN031004	1	.05	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R28YRS	IN031005	1	.02	2	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R28YRS	IN031006	1	.02	1	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R28YRS	IN031007	1	.01	2	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R28YRS	IN031009	1	.03	2	1	0	0	88	0	-88	13200	 	 	 	 	 	 
R28YRS	IN031010	1	.02	1	1	0	0	88	0	-88	3000	 	 	 	 	 	 
R28YRS	IN031011	1	.07	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN031012	1	.02	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN031013	1	.05	1	1	0	1	4	1	0	1000	53	88	88	88	1	0
R28YRS	IN031013	2	5	1	5	0	1	4	1	30000	20000	53	88	88	88	1	0
R28YRS	IN031013	3	6	1	5	0	1	4	1	35000	23000	53	88	88	88	1	0
R28YRS	IN031013	4	5	1	5	0	1	4	1	20000	12000	53	88	88	88	1	0
R28YRS	IN031013	5	4	1	5	0	1	4	1	16000	9000	 	 	 	 	 	 
R28YRS	IN031014	1	.02	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN031015	1	.02	2	1	0	0	88	0	-88	13200	 	 	 	 	 	 
R28YRS	IN031016	1	.02	1	1	1	1	1	0	0	1000	 	 	 	 	 	 
R28YRS	IN031017	1	.03	1	1	1	1	4	1	0	200000	 	 	 	 	 	 
R28YRS	IN031017	2	1	1	7	1	1	4	1	0	6000	45	88	88	88	0	88
R28YRS	IN031018	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN031019	1	.04	1	1	0	0	88	0	-88	2000	 	 	 	 	 	 
R28YRS	IN031019	2	.03	1	9	0	0	88	1	18000	1800	 	 	 	 	 	 
R28YRS	IN031020	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN031020	2	1.5	1	10	1	1	1	1	12000	0	 	 	 	 	 	 
R28YRS	IN031021	1	.02	2	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R28YRS	IN031022	1	.01	2	1	0	0	88	0	-88	9600	 	 	 	 	 	 
R28YRS	IN031023	1	.03	2	1	0	0	88	0	-88	9600	 	 	 	 	 	 
R28YRS	IN031024	1	.02	1	1	1	1	80	0	-88	15000	 	 	 	 	 	 
R28YRS	IN031025	1	.02	1	1	0	1	1	0	-88	500	 	 	 	 	 	 
R28YRS	IN031026	1	.02	2	1	0	0	88	0	-88	2400	 	 	 	 	 	 
R28YRS	IN031027	1	.05	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN031028	1	.02	1	1	1	1	3	0	-88	1000	 	 	 	 	 	 
R28YRS	IN031029	1	.01	3	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN031030	1	.01	1	1	1	1	1	0	-88	1200	 	 	 	 	 	 
R28YRS	IN031031	1	.02	2	1	0	0	88	0	-88	9600	 	 	 	 	 	 
R28YRS	IN031032	1	.01	1	9	1	1	3	1	6000	0	 	 	 	 	 	 
R28YRS	IN031032	2	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	IN031033	1	.2	1	1	1	1	1	0	-88	30000	 	 	 	 	 	 
R28YRS	IN031034	1	.01	2	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R28YRS	IN031035	1	.02	1	1	1	1	2	0	-88	6000	 	 	 	 	 	 
R28YRS	IN031036	1	.02	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN031037	1	0	2	1	0	0	88	0	-88	600	 	 	 	 	 	 
R28YRS	IN031038	1	.06	1	1	1	1	5	0	-88	500000	 	 	 	 	 	 
R28YRS	IN031038	2	.04	2	6	0	0	88	1	120000	10000	 	 	 	 	 	 
R28YRS	IN031038	3	1	1	5	1	1	5	1	10000	7000	53	88	30	88	1	1
R28YRS	IN031039	1	.02	2	1	0	0	88	0	-88	9000	 	 	 	 	 	 
R28YRS	IN031040	1	.03	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN031040	2	.04	1	9	1	1	1	1	16800	0	 	 	 	 	 	 
R28YRS	IN031041	1	.05	2	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R28YRS	IN031042	1	.01	2	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R28YRS	IN031043	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN031043	2	.01	1	9	1	1	1	1	12000	0	 	 	 	 	 	 
R28YRS	IN031043	3	.07	1	9	1	1	1	1	15000	0	 	 	 	 	 	 
R28YRS	IN031043	4	10	1	5	1	1	1	1	173750	115000	53	88	30	88	1	0
R28YRS	IN031043	5	8	1	5	1	1	1	1	127000	94000	53	88	30	88	1	0
R28YRS	IN031047	1	.01	2	1	0	0	88	0	0	12000	 	 	 	 	 	 
R28YRS	IN031048	1	.02	2	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R28YRS	IN031049	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN031050	1	.03	1	1	3	1	1	1	0	0	 	 	 	 	 	 
R28YRS	IN031050	2	.02	1	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R28YRS	IN041001	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041001	2	.5	1	5	1	1	1	1	1360	0	30	88	88	88	0	88
R28YRS	IN041001	3	1	5	5	0	0	88	1	680	0	30	37	88	88	0	88
R28YRS	IN041001	4	.5	1	5	0	0	88	0	-88	0	48	88	88	88	0	88
R28YRS	IN041002	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041002	2	.5	1	5	1	1	1	1	2000	0	48	88	88	88	0	88
R28YRS	IN041002	3	.5	1	5	0	0	88	0	-88	0	30	88	88	88	0	88
R28YRS	IN041003	1	.02	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R28YRS	IN041003	2	.5	1	5	0	0	88	1	1500	300	30	88	88	88	0	88
R28YRS	IN041004	1	1	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041004	2	4	5	5	0	0	88	0	-88	0	53	88	88	88	0	88
R28YRS	IN041004	3	5	5	5	0	0	88	1	1000	0	30	57	88	88	0	88
R28YRS	IN041004	4	3	5	5	0	0	88	1	13500	500	48	88	88	88	0	88
R28YRS	IN041005	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041005	2	2	6	5	0	0	88	1	14500	2000	48	30	88	88	0	88
R28YRS	IN041005	3	1	1	5	1	1	1	1	2000	1700	57	75	88	88	0	88
R28YRS	IN041005	4	.5	1	5	1	1	1	1	6000	2000	53	88	88	88	0	88
R28YRS	IN041006	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041006	2	2	1	7	1	1	1	1	15000	0	48	88	88	88	0	88
R28YRS	IN041006	3	1	1	5	1	1	1	1	6000	1500	53	88	88	88	0	88
R28YRS	IN041006	4	1	1	5	1	1	1	1	840	0	57	88	88	88	0	88
R28YRS	IN041006	5	1	1	5	0	0	88	1	800	0	30	88	88	88	0	88
R28YRS	IN041006	6	1	1	7	0	0	88	1	1320	0	88	88	88	88	0	88
R28YRS	IN041006	7	1	1	7	0	0	88	1	1500	0	30	88	88	88	0	88
R28YRS	IN041007	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041007	2	2	1	7	1	1	2	1	18000	300	48	88	88	88	0	88
R28YRS	IN041007	3	1	1	5	1	1	2	1	1320	300	37	88	88	88	0	88
R28YRS	IN041007	4	3	1	5	1	1	2	1	8140	3000	30	52	88	88	0	88
R28YRS	IN041007	5	1	1	5	1	1	2	1	2500	1000	74	88	88	88	0	88
R28YRS	IN041007	6	.5	1	5	1	1	2	1	150	0	57	88	88	88	0	88
R28YRS	IN041009	1	.03	1	1	1	1	1	0	-88	1500	 	 	 	 	 	 
R28YRS	IN041009	2	2.5	1	5	1	1	1	1	2500	2000	53	88	88	88	0	88
R28YRS	IN041009	3	2	1	5	1	1	1	1	0	1000	48	88	88	88	0	88
R28YRS	IN041009	4	1.5	1	5	1	1	1	1	300	0	30	88	88	88	0	88
R28YRS	IN041010	1	.02	1	1	1	1	1	0	-88	5000	 	 	 	 	 	 
R28YRS	IN041010	2	.5	1	5	1	1	1	1	2700	1000	53	88	88	88	0	88
R28YRS	IN041010	3	1	1	5	0	0	88	1	6250	2000	30	88	88	88	0	88
R28YRS	IN041011	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041011	2	1	1	5	1	1	1	1	6360	1100	53	88	53	88	1	1
R28YRS	IN041011	3	1	1	5	1	1	1	1	1230	350	30	37	88	88	0	88
R28YRS	IN041011	4	1	1	5	1	1	1	1	250	0	52	52	88	88	0	88
R28YRS	IN041011	5	.5	1	5	1	1	1	1	250	100	57	88	88	88	0	88
R28YRS	IN041012	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041012	2	2	1	5	1	1	1	0	-88	0	48	88	88	88	0	88
R28YRS	IN041012	3	1	1	5	1	1	1	1	4000	1500	53	88	88	88	0	88
R28YRS	IN041012	4	.5	1	5	1	1	1	1	1500	500	45	24	88	88	0	88
R28YRS	IN041013	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041013	2	.5	1	5	1	1	2	0	-88	2000	53	30	57	88	0	88
R28YRS	IN041013	3	1	1	5	1	1	2	1	3270	450	48	74	88	88	0	88
R28YRS	IN041014	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041014	2	2	1	5	1	1	1	1	420	300	57	52	88	88	0	88
R28YRS	IN041014	3	1	1	5	1	1	1	1	3200	1500	53	88	88	88	0	88
R28YRS	IN041014	4	2	1	5	1	1	1	1	1350	500	30	37	88	88	0	88
R28YRS	IN041015	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041015	2	1	1	7	1	1	2	0	-88	500	48	88	88	88	0	88
R28YRS	IN041016	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041016	2	.5	1	5	1	1	1	1	1600	1000	53	88	88	88	1	0
R28YRS	IN041016	3	.1	1	5	1	1	1	1	1800	0	45	88	88	88	0	88
R28YRS	IN041016	4	1	1	5	1	1	1	1	15000	0	48	88	88	88	0	88
R28YRS	IN041017	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN041018	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041019	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041019	2	.5	1	5	0	0	88	1	1200	500	30	88	88	88	0	88
R28YRS	IN041020	1	.01	1	1	1	1	1	0	-88	1500	 	 	 	 	 	 
R28YRS	IN041020	2	.5	1	5	1	1	1	1	2430	2000	53	88	88	88	1	4
R28YRS	IN041021	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041022	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041022	2	2	1	5	1	1	1	1	6430	2000	74	48	88	88	0	88
R28YRS	IN041022	3	2	1	5	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041022	4	.5	3	5	0	0	88	1	3000	2000	53	88	88	88	0	88
R28YRS	IN041023	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041023	2	4	1	5	1	1	1	1	17500	4000	74	88	88	88	0	88
R28YRS	IN041023	3	3	1	7	1	1	1	1	11600	1000	48	88	88	88	0	88
R28YRS	IN041023	4	3	1	5	1	1	1	1	1320	1000	52	37	88	88	0	88
R28YRS	IN041023	5	2.5	1	5	1	1	1	1	3500	0	30	57	88	88	0	88
R28YRS	IN041024	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041024	2	3	1	5	0	0	88	1	11600	1000	48	88	88	88	0	88
R28YRS	IN041024	3	2	1	5	0	0	88	1	7500	2000	74	88	88	88	0	88
R28YRS	IN041024	4	1	1	5	0	0	88	1	4050	800	30	88	88	88	0	88
R28YRS	IN041025	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041025	2	3	1	5	1	1	1	1	16800	1800	48	54	88	88	0	88
R28YRS	IN041026	1	.03	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN041026	2	3	1	5	1	1	2	1	9500	3600	48	74	88	88	0	88
R28YRS	IN041026	3	1	1	5	1	1	1	1	4500	1500	54	74	88	88	0	88
R28YRS	IN041027	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041028	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041029	1	.03	2	1	1	1	1	0	-88	0	 	 	 	 	 	 
